"geneID"	"pathwayID"	"pathwayName"	"pdbID"
"tI_GAU_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tI_UAU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tI_UAU_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_D1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_D2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_G3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_I"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_CUU_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tK_UUU_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_A"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_G3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_CAA_N"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_GAG_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_B1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_B2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_N"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAA_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAG_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAG_L1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tL_UAG_L2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_J1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_J2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_J3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_O1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_O2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_Q1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tM_CAU_Q2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_N1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_N2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_O1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_O2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tN_GUU_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_AGG_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_AGG_N"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_A"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_N1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_N2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_O1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_O2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_O3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tP_UGG_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_CUG_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_D1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_D2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_D3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tQ_UUG_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_ACG_Q2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_CCG_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_CCU_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_G3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_J1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_J2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_M1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_M2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tR_UCU_Q1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_A"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_D1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_D2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_D3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_AGA_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_CGA_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_GCU_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_GCU_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_GCU_Q1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_UGA_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_UGA_I"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_UGA_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tS_UGA_Q2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_I1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_I2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_N1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_N2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_O1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_AGU_O2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_CGU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_UGU_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_UGU_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_UGU_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_UGU_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tT_UGU_Q1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_G3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_K1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_K2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_M1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_M2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_M3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_AAC_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_CAC_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_CAC_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_UAC_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_UAC_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tV_UAC_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_CCA_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_CCA_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_CCA_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_CCA_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_CCA_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_CCA_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tW_UCA_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tX_XXX_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tX_XXX_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_F1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_F2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_J1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_J2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_M1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_M2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"tY_GUA_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"	NA
"YBR159W"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YCR034W"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YDL015C"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YGL055W"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YJL097W"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YJL196C"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YLR372W"	"sce01040"	"Biosynthesis of unsaturated fatty acids"	NA
"YAL023C"	"sce01100"	"Metabolic pathways"	NA
"YBL011W"	"sce01100"	"Metabolic pathways"	NA
"YBL082C"	"sce01100"	"Metabolic pathways"	NA
"YBR004C"	"sce01100"	"Metabolic pathways"	NA
"YBR015C"	"sce01100"	"Metabolic pathways"	NA
"YBR023C"	"sce01100"	"Metabolic pathways"	NA
"YBR029C"	"sce01100"	"Metabolic pathways"	NA
"YBR070C"	"sce01100"	"Metabolic pathways"	NA
"YBR110W"	"sce01100"	"Metabolic pathways"	NA
"YBR159W"	"sce01100"	"Metabolic pathways"	NA
"YBR166C"	"sce01100"	"Metabolic pathways"	NA
"YBR183W"	"sce01100"	"Metabolic pathways"	NA
"YBR265W"	"sce01100"	"Metabolic pathways"	NA
"YCL004W"	"sce01100"	"Metabolic pathways"	NA
"YCL009C"	"sce01100"	"Metabolic pathways"	NA
"YCL040W"	"sce01100"	"Metabolic pathways"	NA
"YCL047C"	"sce01100"	"Metabolic pathways"	NA
"YCL052C"	"sce01100"	"Metabolic pathways"	NA
"YCR034W"	"sce01100"	"Metabolic pathways"	NA
"YCR036W"	"sce01100"	"Metabolic pathways"	NA
"YCR068W"	"sce01100"	"Metabolic pathways"	NA
"YCR073W-A"	"sce01100"	"Metabolic pathways"	NA
"YDL015C"	"sce01100"	"Metabolic pathways"	NA
"YDL021W"	"sce01100"	"Metabolic pathways"	NA
"YDL086W"	"sce01100"	"Metabolic pathways"	NA
"YDL093W"	"sce01100"	"Metabolic pathways"	NA
"YDL141W"	"sce01100"	"Metabolic pathways"	NA
"YDL142C"	"sce01100"	"Metabolic pathways"	NA
"YDL174C"	"sce01100"	"Metabolic pathways"	NA
"YDL178W"	"sce01100"	"Metabolic pathways"	NA
"YDL215C"	"sce01100"	"Metabolic pathways"	NA
"YDR058C"	"sce01100"	"Metabolic pathways"	NA
"YDR191W"	"sce01100"	"Metabolic pathways"	NA
"YDR236C"	"sce01100"	"Metabolic pathways"	NA
"YDR245W"	"sce01100"	"Metabolic pathways"	NA
"YDR297W"	"sce01100"	"Metabolic pathways"	NA
"YDR302W"	"sce01100"	"Metabolic pathways"	NA
"YDR305C"	"sce01100"	"Metabolic pathways"	NA
"YDR307W"	"sce01100"	"Metabolic pathways"	NA
"YDR315C"	"sce01100"	"Metabolic pathways"	NA
"YDR322C-A"	"sce01100"	"Metabolic pathways"	NA
"YDR371W"	"sce01100"	"Metabolic pathways"	NA
"YDR434W"	"sce01100"	"Metabolic pathways"	NA
"YEL071W"	"sce01100"	"Metabolic pathways"	NA
"YER001W"	"sce01100"	"Metabolic pathways"	NA
"YER005W"	"sce01100"	"Metabolic pathways"	NA
"YER015W"	"sce01100"	"Metabolic pathways"	NA
"YER019W"	"sce01100"	"Metabolic pathways"	NA
"YER086W"	"sce01100"	"Metabolic pathways"	NA
"YER141W"	"sce01100"	"Metabolic pathways"	NA
"YFL053W"	"sce01100"	"Metabolic pathways"	NA
"YGL001C"	"sce01100"	"Metabolic pathways"	NA
"YGL008C"	"sce01100"	"Metabolic pathways"	NA
"YGL009C"	"sce01100"	"Metabolic pathways"	NA
"YGL012W"	"sce01100"	"Metabolic pathways"	NA
"YGL038C"	"sce01100"	"Metabolic pathways"	NA
"YGL055W"	"sce01100"	"Metabolic pathways"	NA
"YGL065C"	"sce01100"	"Metabolic pathways"	NA
"YGL067W"	"sce01100"	"Metabolic pathways"	NA
"YGL196W"	"sce01100"	"Metabolic pathways"	NA
"YGR007W"	"sce01100"	"Metabolic pathways"	NA
"YGR017W"	"sce01100"	"Metabolic pathways"	NA
"YGR032W"	"sce01100"	"Metabolic pathways"	NA
"YGR199W"	"sce01100"	"Metabolic pathways"	NA
"YGR216C"	"sce01100"	"Metabolic pathways"	NA
"YGR227W"	"sce01100"	"Metabolic pathways"	NA
"YGR255C"	"sce01100"	"Metabolic pathways"	NA
"YHL003C"	"sce01100"	"Metabolic pathways"	NA
"YHL018W"	"sce01100"	"Metabolic pathways"	NA
"YHR025W"	"sce01100"	"Metabolic pathways"	NA
"YHR063C"	"sce01100"	"Metabolic pathways"	NA
"YHR067W"	"sce01100"	"Metabolic pathways"	NA
"YHR123W"	"sce01100"	"Metabolic pathways"	NA
"YHR188C"	"sce01100"	"Metabolic pathways"	NA
"YIR032C"	"sce01100"	"Metabolic pathways"	NA
"YIR038C"	"sce01100"	"Metabolic pathways"	NA
"YJL005W"	"sce01100"	"Metabolic pathways"	NA
"YJL091C"	"sce01100"	"Metabolic pathways"	NA
"YJL097W"	"sce01100"	"Metabolic pathways"	NA
"YJL132W"	"sce01100"	"Metabolic pathways"	NA
"YJL137C"	"sce01100"	"Metabolic pathways"	NA
"YJL183W"	"sce01100"	"Metabolic pathways"	NA
"YJL196C"	"sce01100"	"Metabolic pathways"	NA
"YJR073C"	"sce01100"	"Metabolic pathways"	NA
"YJR110W"	"sce01100"	"Metabolic pathways"	NA
"YJR130C"	"sce01100"	"Metabolic pathways"	NA
"YJR143C"	"sce01100"	"Metabolic pathways"	NA
"YKL008C"	"sce01100"	"Metabolic pathways"	NA
"YKL165C"	"sce01100"	"Metabolic pathways"	NA
"YKL181W"	"sce01100"	"Metabolic pathways"	NA
"YKR031C"	"sce01100"	"Metabolic pathways"	NA
"YKR058W"	"sce01100"	"Metabolic pathways"	NA
"YKR067W"	"sce01100"	"Metabolic pathways"	NA
"YKR069W"	"sce01100"	"Metabolic pathways"	NA
"YKR089C"	"sce01100"	"Metabolic pathways"	NA
"YLL031C"	"sce01100"	"Metabolic pathways"	NA
"YLL058W"	"sce01100"	"Metabolic pathways"	NA
"YLR056W"	"sce01100"	"Metabolic pathways"	NA
"YLR057W"	"sce01100"	"Metabolic pathways"	NA
"YLR100W"	"sce01100"	"Metabolic pathways"	NA
"YLR133W"	"sce01100"	"Metabolic pathways"	NA
"YLR142W"	"sce01100"	"Metabolic pathways"	NA
"YLR164W"	"sce01100"	"Metabolic pathways"	NA
"YLR239C"	"sce01100"	"Metabolic pathways"	NA
"YLR305C"	"sce01100"	"Metabolic pathways"	NA
"YLR307W"	"sce01100"	"Metabolic pathways"	NA
"YLR308W"	"sce01100"	"Metabolic pathways"	NA
"YLR342W"	"sce01100"	"Metabolic pathways"	NA
"YLR372W"	"sce01100"	"Metabolic pathways"	NA
"YLR459W"	"sce01100"	"Metabolic pathways"	NA
"YML082W"	"sce01100"	"Metabolic pathways"	NA
"YML115C"	"sce01100"	"Metabolic pathways"	NA
"YMR015C"	"sce01100"	"Metabolic pathways"	NA
"YMR084W"	"sce01100"	"Metabolic pathways"	NA
"YMR165C"	"sce01100"	"Metabolic pathways"	NA
"YMR220W"	"sce01100"	"Metabolic pathways"	NA
"YMR278W"	"sce01100"	"Metabolic pathways"	NA
"YMR296C"	"sce01100"	"Metabolic pathways"	NA
"YMR306W"	"sce01100"	"Metabolic pathways"	NA
"YNL038W"	"sce01100"	"Metabolic pathways"	NA
"YNL048W"	"sce01100"	"Metabolic pathways"	NA
"YNL130C"	"sce01100"	"Metabolic pathways"	NA
"YNL192W"	"sce01100"	"Metabolic pathways"	NA
"YNL219C"	"sce01100"	"Metabolic pathways"	NA
"YNL280C"	"sce01100"	"Metabolic pathways"	NA
"YNL316C"	"sce01100"	"Metabolic pathways"	NA
"YNL325C"	"sce01100"	"Metabolic pathways"	NA
"YNR030W"	"sce01100"	"Metabolic pathways"	NA
"YNR034W"	"sce01100"	"Metabolic pathways"	NA
"YNR041C"	"sce01100"	"Metabolic pathways"	NA
"YNR058W"	"sce01100"	"Metabolic pathways"	NA
"YOL052C"	"sce01100"	"Metabolic pathways"	NA
"YOL056W"	"sce01100"	"Metabolic pathways"	NA
"YOL065C"	"sce01100"	"Metabolic pathways"	NA
"YOL136C"	"sce01100"	"Metabolic pathways"	NA
"YOR002W"	"sce01100"	"Metabolic pathways"	NA
"YOR067C"	"sce01100"	"Metabolic pathways"	NA
"YOR125C"	"sce01100"	"Metabolic pathways"	NA
"YOR155C"	"sce01100"	"Metabolic pathways"	NA
"YOR171C"	"sce01100"	"Metabolic pathways"	NA
"YOR175C"	"sce01100"	"Metabolic pathways"	NA
"YOR221C"	"sce01100"	"Metabolic pathways"	NA
"YOR241W"	"sce01100"	"Metabolic pathways"	NA
"YOR269W"	"sce01100"	"Metabolic pathways"	NA
"YOR311C"	"sce01100"	"Metabolic pathways"	NA
"YOR321W"	"sce01100"	"Metabolic pathways"	NA
"YOR360C"	"sce01100"	"Metabolic pathways"	NA
"YPL036W"	"sce01100"	"Metabolic pathways"	NA
"YPL076W"	"sce01100"	"Metabolic pathways"	NA
"YPL096C-A"	"sce01100"	"Metabolic pathways"	NA
"YPL132W"	"sce01100"	"Metabolic pathways"	NA
"YPL172C"	"sce01100"	"Metabolic pathways"	NA
"YPL227C"	"sce01100"	"Metabolic pathways"	NA
"YPL268W"	"sce01100"	"Metabolic pathways"	NA
"YPL273W"	"sce01100"	"Metabolic pathways"	NA
"YPR020W"	"sce01100"	"Metabolic pathways"	NA
"YPR026W"	"sce01100"	"Metabolic pathways"	NA
"YPR113W"	"sce01100"	"Metabolic pathways"	NA
"YPR139C"	"sce01100"	"Metabolic pathways"	NA
"YBL011W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YBR003W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YBR029C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YBR159W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YBR166C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YCL009C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YCL040W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YCR034W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YCR073W-A"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YDL015C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YDL021W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YDL193W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YDR236C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YDR284C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YER086W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YER141W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YGL009C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YGR255C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YHR025W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YHR063C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YHR123W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YIL155C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YJL097W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YJL196C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YJR073C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YJR130C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YKL181W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YKR031C"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YKR067W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
"YKR069W"	"sce01110"	"Biosynthesis of secondary metabolites"	NA
