"geneID"	"pathwayID"	"pathwayName"
"YLR304C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YMR189W"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YNL117W"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YNL274C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YNR001C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YOL126C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YOR388C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YPL017C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YPL028W"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YPR001W"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YPR006C"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YPR035W"	"sce00630"	"Glyoxylate and dicarboxylate metabolism"
"YAL054C"	"sce00640"	"Propanoate metabolism"
"YDR036C"	"sce00640"	"Propanoate metabolism"
"YFL018C"	"sce00640"	"Propanoate metabolism"
"YGR019W"	"sce00640"	"Propanoate metabolism"
"YGR244C"	"sce00640"	"Propanoate metabolism"
"YKR009C"	"sce00640"	"Propanoate metabolism"
"YLR153C"	"sce00640"	"Propanoate metabolism"
"YMR207C"	"sce00640"	"Propanoate metabolism"
"YNR016C"	"sce00640"	"Propanoate metabolism"
"YOL151W"	"sce00640"	"Propanoate metabolism"
"YOR142W"	"sce00640"	"Propanoate metabolism"
"YPL017C"	"sce00640"	"Propanoate metabolism"
"YPL028W"	"sce00640"	"Propanoate metabolism"
"YPR002W"	"sce00640"	"Propanoate metabolism"
"YAL060W"	"sce00650"	"Butanoate metabolism"
"YAL061W"	"sce00650"	"Butanoate metabolism"
"YBR006W"	"sce00650"	"Butanoate metabolism"
"YCL009C"	"sce00650"	"Butanoate metabolism"
"YGR019W"	"sce00650"	"Butanoate metabolism"
"YML126C"	"sce00650"	"Butanoate metabolism"
"YMR108W"	"sce00650"	"Butanoate metabolism"
"YMR250W"	"sce00650"	"Butanoate metabolism"
"YPL028W"	"sce00650"	"Butanoate metabolism"
"YCL009C"	"sce00660"	"C5-Branched dibasic acid metabolism"
"YCL018W"	"sce00660"	"C5-Branched dibasic acid metabolism"
"YMR108W"	"sce00660"	"C5-Branched dibasic acid metabolism"
"YBL013W"	"sce00670"	"One carbon pool by folate"
"YBR084W"	"sce00670"	"One carbon pool by folate"
"YBR263W"	"sce00670"	"One carbon pool by folate"
"YDR019C"	"sce00670"	"One carbon pool by folate"
"YDR408C"	"sce00670"	"One carbon pool by folate"
"YER183C"	"sce00670"	"One carbon pool by folate"
"YGL125W"	"sce00670"	"One carbon pool by folate"
"YGR204W"	"sce00670"	"One carbon pool by folate"
"YKR080W"	"sce00670"	"One carbon pool by folate"
"YLR028C"	"sce00670"	"One carbon pool by folate"
"YLR058C"	"sce00670"	"One carbon pool by folate"
"YMR120C"	"sce00670"	"One carbon pool by folate"
"YOR074C"	"sce00670"	"One carbon pool by folate"
"YOR236W"	"sce00670"	"One carbon pool by folate"
"YPL023C"	"sce00670"	"One carbon pool by folate"
"YAL054C"	"sce00680"	"Methane metabolism"
"YBR263W"	"sce00680"	"Methane metabolism"
"YDL021W"	"sce00680"	"Methane metabolism"
"YDL168W"	"sce00680"	"Methane metabolism"
"YER081W"	"sce00680"	"Methane metabolism"
"YFL030W"	"sce00680"	"Methane metabolism"
"YFL053W"	"sce00680"	"Methane metabolism"
"YGR208W"	"sce00680"	"Methane metabolism"
"YGR240C"	"sce00680"	"Methane metabolism"
"YGR254W"	"sce00680"	"Methane metabolism"
"YHR174W"	"sce00680"	"Methane metabolism"
"YIL074C"	"sce00680"	"Methane metabolism"
"YJL068C"	"sce00680"	"Methane metabolism"
"YKL060C"	"sce00680"	"Methane metabolism"
"YKL152C"	"sce00680"	"Methane metabolism"
"YLR058C"	"sce00680"	"Methane metabolism"
"YLR153C"	"sce00680"	"Methane metabolism"
"YLR377C"	"sce00680"	"Methane metabolism"
"YML070W"	"sce00680"	"Methane metabolism"
"YMR205C"	"sce00680"	"Methane metabolism"
"YMR323W"	"sce00680"	"Methane metabolism"
"YOL056W"	"sce00680"	"Methane metabolism"
"YOR184W"	"sce00680"	"Methane metabolism"
"YOR388C"	"sce00680"	"Methane metabolism"
"YOR393W"	"sce00680"	"Methane metabolism"
"YPL281C"	"sce00680"	"Methane metabolism"
"YAR071W"	"sce00730"	"Thiamine metabolism"
"YBR092C"	"sce00730"	"Thiamine metabolism"
"YBR093C"	"sce00730"	"Thiamine metabolism"
"YCL017C"	"sce00730"	"Thiamine metabolism"
"YDL024C"	"sce00730"	"Thiamine metabolism"
"YDL244W"	"sce00730"	"Thiamine metabolism"
"YDR226W"	"sce00730"	"Thiamine metabolism"
"YDR481C"	"sce00730"	"Thiamine metabolism"
"YER170W"	"sce00730"	"Thiamine metabolism"
"YFL058W"	"sce00730"	"Thiamine metabolism"
"YGR144W"	"sce00730"	"Thiamine metabolism"
"YHR215W"	"sce00730"	"Thiamine metabolism"
"YJR156C"	"sce00730"	"Thiamine metabolism"
"YNL332W"	"sce00730"	"Thiamine metabolism"
"YOL055C"	"sce00730"	"Thiamine metabolism"
"YOR143C"	"sce00730"	"Thiamine metabolism"
"YPL214C"	"sce00730"	"Thiamine metabolism"
"YPL258C"	"sce00730"	"Thiamine metabolism"
"YPR073C"	"sce00730"	"Thiamine metabolism"
"YAR071W"	"sce00740"	"Riboflavin metabolism"
"YBL033C"	"sce00740"	"Riboflavin metabolism"
"YBR092C"	"sce00740"	"Riboflavin metabolism"
"YBR093C"	"sce00740"	"Riboflavin metabolism"
"YBR153W"	"sce00740"	"Riboflavin metabolism"
"YBR256C"	"sce00740"	"Riboflavin metabolism"
"YDL024C"	"sce00740"	"Riboflavin metabolism"
"YDL045C"	"sce00740"	"Riboflavin metabolism"
"YDR236C"	"sce00740"	"Riboflavin metabolism"
"YDR487C"	"sce00740"	"Riboflavin metabolism"
"YHR215W"	"sce00740"	"Riboflavin metabolism"
"YOL066C"	"sce00740"	"Riboflavin metabolism"
"YOL143C"	"sce00740"	"Riboflavin metabolism"
"YPR073C"	"sce00740"	"Riboflavin metabolism"
"YBR035C"	"sce00750"	"Vitamin B6 metabolism"
"YCR053W"	"sce00750"	"Vitamin B6 metabolism"
"YEL029C"	"sce00750"	"Vitamin B6 metabolism"
"YFL059W"	"sce00750"	"Vitamin B6 metabolism"
"YFL060C"	"sce00750"	"Vitamin B6 metabolism"
"YGR017W"	"sce00750"	"Vitamin B6 metabolism"
"YMR095C"	"sce00750"	"Vitamin B6 metabolism"
"YMR096W"	"sce00750"	"Vitamin B6 metabolism"
"YNL333W"	"sce00750"	"Vitamin B6 metabolism"
"YNL334C"	"sce00750"	"Vitamin B6 metabolism"
"YNR027W"	"sce00750"	"Vitamin B6 metabolism"
"YOR184W"	"sce00750"	"Vitamin B6 metabolism"
"YPR127W"	"sce00750"	"Vitamin B6 metabolism"
"YBR006W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YCL047C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YDL042C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YDR191W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YDR400W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YFR047C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YGL037C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YGL067W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YGL224C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YGR010W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YHR074W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YJR049C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YLR209C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YLR328W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YNL129W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YOL068C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YOR025W"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YOR155C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YOR209C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YPL015C"	"sce00760"	"Nicotinate and nicotinamide metabolism"
"YBR176W"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YCL009C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YDR196C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YDR531W"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YGL154C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YGR277C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YHR063C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YHR208W"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YIL083C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YIL145C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YJR016C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YJR148W"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YKL088W"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YLR355C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YMR108W"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YPL148C"	"sce00770"	"Pantothenate and CoA biosynthesis"
"YDL141W"	"sce00780"	"Biotin metabolism"
"YER061C"	"sce00780"	"Biotin metabolism"
"YGR286C"	"sce00780"	"Biotin metabolism"
"YKL055C"	"sce00780"	"Biotin metabolism"
"YNR057C"	"sce00780"	"Biotin metabolism"
"YNR058W"	"sce00780"	"Biotin metabolism"
"YJL046W"	"sce00785"	"Lipoic acid metabolism"
"YLR239C"	"sce00785"	"Lipoic acid metabolism"
"YOR196C"	"sce00785"	"Lipoic acid metabolism"
"YBL033C"	"sce00790"	"Folate biosynthesis"
"YDR481C"	"sce00790"	"Folate biosynthesis"
"YGR267C"	"sce00790"	"Folate biosynthesis"
"YHL018W"	"sce00790"	"Folate biosynthesis"
"YKL132C"	"sce00790"	"Folate biosynthesis"
"YMR113W"	"sce00790"	"Folate biosynthesis"
"YMR289W"	"sce00790"	"Folate biosynthesis"
"YNL256W"	"sce00790"	"Folate biosynthesis"
"YNR033W"	"sce00790"	"Folate biosynthesis"
"YOR236W"	"sce00790"	"Folate biosynthesis"
"YOR241W"	"sce00790"	"Folate biosynthesis"
"YBR208C"	"sce00791"	"Atrazine degradation"
"YFL061W"	"sce00791"	"Atrazine degradation"
"YNL335W"	"sce00791"	"Atrazine degradation"
"YAL039C"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YBR213W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YDL120W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YDL205C"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YDR044W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YDR047W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YDR232W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YER014W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YER141W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YGL040C"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YGL245W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YKL087C"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YKR069W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YOL033W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YOR176W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YOR278W"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YPL172C"	"sce00860"	"Porphyrin and chlorophyll metabolism"
"YBR002C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YBR003W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YDL090C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YDL193W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YDR410C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YJL167W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YJR117W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YKL019W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YLR450W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YML075C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YML126C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YMR101C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YMR208W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YMR220W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YMR274C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YNR043W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YPL028W"	"sce00900"	"Terpenoid backbone biosynthesis"
"YPL069C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YPL117C"	"sce00900"	"Terpenoid backbone biosynthesis"
"YGR175C"	"sce00909"	"Sesquiterpenoid and triterpenoid biosynthesis"
"YHR190W"	"sce00909"	"Sesquiterpenoid and triterpenoid biosynthesis"
"YAL062W"	"sce00910"	"Nitrogen metabolism"
"YDL171C"	"sce00910"	"Nitrogen metabolism"
"YDL215C"	"sce00910"	"Nitrogen metabolism"
"YJR149W"	"sce00910"	"Nitrogen metabolism"
"YNL036W"	"sce00910"	"Nitrogen metabolism"
"YOR375C"	"sce00910"	"Nitrogen metabolism"
"YPR035W"	"sce00910"	"Nitrogen metabolism"
"YCL050C"	"sce00920"	"Sulfur metabolism"
"YDR530C"	"sce00920"	"Sulfur metabolism"
"YFR030W"	"sce00920"	"Sulfur metabolism"
"YGR012W"	"sce00920"	"Sulfur metabolism"
"YJR010W"	"sce00920"	"Sulfur metabolism"
"YJR130C"	"sce00920"	"Sulfur metabolism"
"YJR137C"	"sce00920"	"Sulfur metabolism"
"YKL001C"	"sce00920"	"Sulfur metabolism"
"YLL058W"	"sce00920"	"Sulfur metabolism"
"YLR303W"	"sce00920"	"Sulfur metabolism"
"YML082W"	"sce00920"	"Sulfur metabolism"
"YNL277W"	"sce00920"	"Sulfur metabolism"
"YOL064C"	"sce00920"	"Sulfur metabolism"
"YOR251C"	"sce00920"	"Sulfur metabolism"
"YPR167C"	"sce00920"	"Sulfur metabolism"
"YBL013W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YBL076C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YBL080C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YBR121C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YCR024C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YDR023W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YDR037W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YDR268W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YDR341C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YER087W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YFL022C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YGL245W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YGR094W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YGR102C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YGR171C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YGR185C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YGR264C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YHR011W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YHR019C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YHR020W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YHR091C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YIL078W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YKL194C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YLL018C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YLR060W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YLR382C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YMR293C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YNL073W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YNL247W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YOL033W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YOL097C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YOR168W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YOR335C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPL040C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPL097W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPL104W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPL160W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPR033C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPR047W"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"YPR081C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_K1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_K2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_M1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_M2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_AGC_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_UGC_A"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_UGC_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_UGC_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_UGC_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_UGC_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tA_UGC_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tC_GCA_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tC_GCA_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tC_GCA_P1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tC_GCA_P2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tC_GCA_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_I1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_I2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_J1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_J2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_J3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_J4"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_L1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_L2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_N"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tD_GUC_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_CUC_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_CUC_I"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_E3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_G3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_I"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tE_UUC_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_H1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_H2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_N"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_P1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_P2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tF_GAA_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_CCC_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_CCC_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_D1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_D2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_E"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_F1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_F2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_J1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_J2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_O1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_O2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_P1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_GCC_P2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_UCC_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_UCC_N"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_UCC_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tG_UCC_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_H"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tH_GUG_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_B"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_G"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_I1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_I2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_L1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_L2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_N1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_N2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_P1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_AAU_P2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_GAU_Q"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_UAU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tI_UAU_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_C"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_D1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_D2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_E1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_E2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_F"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_G3"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_I"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_J"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_M"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_CUU_P"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_UUU_D"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_UUU_G1"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_UUU_G2"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_UUU_K"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_UUU_L"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
"tK_UUU_O"	"sce00970"	"Aminoacyl-tRNA biosynthesis"
