UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	template	qmean	qmean_norm	url
Q02773		1202	5b4f26ea9ffd12326121d233	SWISSMODEL	193	571	5orm.1.A	-4.765741631	0.596139664	https://swissmodel.expasy.org/repository/uniprot/Q02773.pdb?from=193&to=571&template=5orm.1.A&provider=swissmodel
Q12189		258	5b3d2206d60c59375d0c13fe	SWISSMODEL	19	258	1xtz.1.A	0.997773538	0.804846531	https://swissmodel.expasy.org/repository/uniprot/Q12189.pdb?from=19&to=258&template=1xtz.1.A&provider=swissmodel
Q12189		258	5b20b39602efd020e0c0e1eb	PDB	1	258	1xtz			https://swissmodel.expasy.org/repository/uniprot/Q12189.pdb?from=1&to=258&template=1xtz&provider=pdb
P36160		344	5b3a7761732c1e5d3036bc02	SWISSMODEL	9	300	3jct.1.l	-2.023376544	0.696212684	https://swissmodel.expasy.org/repository/uniprot/P36160.pdb?from=9&to=300&template=3jct.1.l&provider=swissmodel
P36160		344	5af28d4702efd048cd67d32b	PDB	1	344	6ft6			https://swissmodel.expasy.org/repository/uniprot/P36160.pdb?from=1&to=344&template=6ft6&provider=pdb
P36160		344	5a9b22ef75daaa6eb64f0f7b	PDB	19	288	5wxl			https://swissmodel.expasy.org/repository/uniprot/P36160.pdb?from=19&to=288&template=5wxl&provider=pdb
P36160		344	5a9afcc575daaa5bbfc954f1	PDB	23	252	5a53			https://swissmodel.expasy.org/repository/uniprot/P36160.pdb?from=23&to=252&template=5a53&provider=pdb
P36160		344	5a9afb6a75daaa47a8001e41	PDB	1	344	3jct			https://swissmodel.expasy.org/repository/uniprot/P36160.pdb?from=1&to=344&template=3jct&provider=pdb
P38805		295	5b3b6d60a03a1b6ca790de41	SWISSMODEL	8	295	6c0f.1.K	-1.538056158	0.714427403	https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=8&to=295&template=6c0f.1.K&provider=swissmodel
P38805		295	5af28f3302efd0545e8150b4	PDB	1	295	6c0f			https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=1&to=295&template=6c0f&provider=pdb
P38805		295	5af28c7202efd0440bf21632	PDB	1	295	6em3			https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=1&to=295&template=6em3&provider=pdb
P38805		295	5af28f7402efd0569c58f354	PDB	1	295	5z3g			https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=1&to=295&template=5z3g&provider=pdb
P38805		295	5af28cc502efd045ee489bc9	PDB	1	295	6em4			https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=1&to=295&template=6em4&provider=pdb
P38805		295	5af28d0802efd0477d8498d7	PDB	1	295	6em5			https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=1&to=295&template=6em5&provider=pdb
P38805		295	5af28ee002efd05263894ad7	PDB	1	295	6em1			https://swissmodel.expasy.org/repository/uniprot/P38805.pdb?from=1&to=295&template=6em1&provider=pdb
P46969		238	5b3d82ebd60c599872db60f0	SWISSMODEL	6	234	3ovp.1.B	-0.851210267	0.745404267	https://swissmodel.expasy.org/repository/uniprot/P46969.pdb?from=6&to=234&template=3ovp.1.B&provider=swissmodel
P46969		238	5b3d82ebd60c599872db60ec	SWISSMODEL	11	230	4fir.1.C	-4.181143026	0.615805603	https://swissmodel.expasy.org/repository/uniprot/P46969.pdb?from=11&to=230&template=4fir.1.C&provider=swissmodel
P47076		161	5a5bd605c730d4324f99a9f2	SWISSMODEL	1	160	2ckz.2.A	-1.832788199	0.694242098	https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=160&template=2ckz.2.A&provider=swissmodel
P47076		161	5af2902002efd05a9226d3c2	PDB	1	161	6f42			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6f42&provider=pdb
P47076		161	5af28a3402efd036e9d303ca	PDB	1	161	6f40			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6f40&provider=pdb
P47076		161	5a9b0d7175daaa47c2729933	PDB	1	161	5fj8			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=5fj8&provider=pdb
P47076		161	5a9b10da75daaa75335a75fd	PDB	1	161	5fja			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=5fja&provider=pdb
P47076		161	5b20b34b02efd02016e6cc1c	PDB	1	161	2ckz			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=2ckz&provider=pdb
P47076		161	5a9b0f2975daaa5de40c113d	PDB	1	161	5fj9			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=5fj9&provider=pdb
P47076		161	5af28a8302efd0381f7d9f47	PDB	1	161	6eu2			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6eu2&provider=pdb
P47076		161	5af28cb602efd045a4ed457c	PDB	1	161	6f44			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6f44&provider=pdb
P47076		161	5af28ca702efd0454fe9c96e	PDB	1	161	6eu3			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6eu3&provider=pdb
P47076		161	5af28da302efd04ace6a2502	PDB	1	161	6eu0			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6eu0&provider=pdb
P47076		161	5af28e4002efd04e90b5e710	PDB	1	161	6f41			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6f41&provider=pdb
P47076		161	5af28f8202efd056f0bf5404	PDB	1	161	6eu1			https://swissmodel.expasy.org/repository/uniprot/P47076.pdb?from=1&to=161&template=6eu1&provider=pdb
P0CF18		432	5b3b61939ffd12f6baf156a5	SWISSMODEL	2	428	3ooj.1.A	-4.45251069	0.605900134	https://swissmodel.expasy.org/repository/uniprot/P0CF18.pdb?from=2&to=428&template=3ooj.1.A&provider=swissmodel
P0CF18		432	5b3b61939ffd12f6baf156a1	SWISSMODEL	63	432	2zj3.1.A	-2.315575174	0.683902602	https://swissmodel.expasy.org/repository/uniprot/P0CF18.pdb?from=63&to=432&template=2zj3.1.A&provider=swissmodel
P0CF18		432	5b3b61939ffd12f6baf1569d	SWISSMODEL	2	428	1jxa.1.A	-4.242077697	0.613581364	https://swissmodel.expasy.org/repository/uniprot/P0CF18.pdb?from=2&to=428&template=1jxa.1.A&provider=swissmodel
P32561		433	5b3b64009ffd129bbf35c833	SWISSMODEL	18	380	5ix0.1.A	-0.491623681	0.759953618	https://swissmodel.expasy.org/repository/uniprot/P32561.pdb?from=18&to=380&template=5ix0.1.A&provider=swissmodel
P32477		678	5b41698d8fd6f9963cafc426	SWISSMODEL	2	673	3ig5.1.A	-1.048706131	0.730145884	https://swissmodel.expasy.org/repository/uniprot/P32477.pdb?from=2&to=673&template=3ig5.1.A&provider=swissmodel
P32477		678	5b20b08402efd0173d16fed5	PDB	1	678	3lvw			https://swissmodel.expasy.org/repository/uniprot/P32477.pdb?from=1&to=678&template=3lvw&provider=pdb
P32477		678	5a9b0d4475daaa47c272928a	PDB	1	678	3ig8			https://swissmodel.expasy.org/repository/uniprot/P32477.pdb?from=1&to=678&template=3ig8&provider=pdb
P32477		678	5b20af5202efd013252bab3d	PDB	1	678	3lvv			https://swissmodel.expasy.org/repository/uniprot/P32477.pdb?from=1&to=678&template=3lvv&provider=pdb
P32477		678	5a9b082c75daaa7f43bad8c2	PDB	1	678	3ig5			https://swissmodel.expasy.org/repository/uniprot/P32477.pdb?from=1&to=678&template=3ig5&provider=pdb
P32910		317	5ad52900a52be72ac3fa22fc	SWISSMODEL	11	316	6f40.1.P	-4.968770452	0.589778639	https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=11&to=316&template=6f40.1.P&provider=swissmodel
P32910		317	5af2902002efd05a9226d3c2	PDB	1	317	6f42			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6f42&provider=pdb
P32910		317	5af28a3402efd036e9d303ca	PDB	1	317	6f40			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6f40&provider=pdb
P32910		317	5a9b0d7175daaa47c2729933	PDB	1	317	5fj8			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=5fj8&provider=pdb
P32910		317	5a9b10da75daaa75335a75fd	PDB	1	317	5fja			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=5fja&provider=pdb
P32910		317	5a9b0f2975daaa5de40c113d	PDB	1	317	5fj9			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=5fj9&provider=pdb
P32910		317	5af28a8302efd0381f7d9f47	PDB	1	317	6eu2			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6eu2&provider=pdb
P32910		317	5af28cb602efd045a4ed457c	PDB	1	317	6f44			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6f44&provider=pdb
P32910		317	5af28ca702efd0454fe9c96e	PDB	1	317	6eu3			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6eu3&provider=pdb
P32910		317	5af28da302efd04ace6a2502	PDB	1	317	6eu0			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6eu0&provider=pdb
P32910		317	5af28e4002efd04e90b5e710	PDB	1	317	6f41			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6f41&provider=pdb
P32910		317	5af28f8202efd056f0bf5404	PDB	1	317	6eu1			https://swissmodel.expasy.org/repository/uniprot/P32910.pdb?from=1&to=317&template=6eu1&provider=pdb
Q08952		273	5b3cae681a200b9ee2d9a792	SWISSMODEL	71	272	4acj.1.A	-4.240356308	0.609297445	https://swissmodel.expasy.org/repository/uniprot/Q08952.pdb?from=71&to=272&template=4acj.1.A&provider=swissmodel
P25441		422	59c98ab61405506a4858aded	SWISSMODEL	274	422	5fj9.1.N	-4.795203101	0.539396941	https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=274&to=422&template=5fj9.1.N&provider=swissmodel
P25441		422	5af2902002efd05a9226d3c2	PDB	1	422	6f42			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6f42&provider=pdb
P25441		422	5af28a3402efd036e9d303ca	PDB	1	422	6f40			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6f40&provider=pdb
P25441		422	5a9b0d7175daaa47c2729933	PDB	1	422	5fj8			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=5fj8&provider=pdb
P25441		422	5a9b10da75daaa75335a75fd	PDB	1	422	5fja			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=5fja&provider=pdb
P25441		422	5a9b0f2975daaa5de40c113d	PDB	1	422	5fj9			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=5fj9&provider=pdb
P25441		422	5af28a8302efd0381f7d9f47	PDB	1	422	6eu2			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6eu2&provider=pdb
P25441		422	5af28cb602efd045a4ed457c	PDB	1	422	6f44			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6f44&provider=pdb
P25441		422	5af28ca702efd0454fe9c96e	PDB	1	422	6eu3			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6eu3&provider=pdb
P25441		422	5af28da302efd04ace6a2502	PDB	1	422	6eu0			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6eu0&provider=pdb
P25441		422	5af28e4002efd04e90b5e710	PDB	1	422	6f41			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6f41&provider=pdb
P25441		422	5af28f8202efd056f0bf5404	PDB	1	422	6eu1			https://swissmodel.expasy.org/repository/uniprot/P25441.pdb?from=1&to=422&template=6eu1&provider=pdb
P34087		171	5b4161da08cc8f2a52e5296d	SWISSMODEL	1	171	5fyw.1.G	-1.16610493	0.732133832	https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5fyw.1.G&provider=swissmodel
P34087		171	5b20b3dc02efd022dbedb558	PDB	1	171	4bxz			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4bxz&provider=pdb
P34087		171	5b20b39202efd020e0c0e13a	PDB	1	171	3hoz			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3hoz&provider=pdb
P34087		171	5b20b25002efd01c9645cdf7	PDB	1	171	3hoy			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3hoy&provider=pdb
P34087		171	5b20b1af02efd01abb492c88	PDB	1	171	1y1y			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1y1y&provider=pdb
P34087		171	5b20b15e02efd019cc941903	PDB	1	171	3hox			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3hox&provider=pdb
P34087		171	5b20b0a502efd0173d170572	PDB	1	171	5c4x			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5c4x&provider=pdb
P34087		171	5b20b06c02efd01696ad76e3	PDB	1	171	3how			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3how&provider=pdb
P34087		171	5b17a65202efd08c014dde28	PDB	1	171	4v1n			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4v1n&provider=pdb
P34087		171	5b20b0a602efd0173d170592	PDB	1	171	5fyw			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5fyw&provider=pdb
P34087		171	5af28af002efd03b2bb801c9	PDB	1	171	5vvs			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5vvs&provider=pdb
P34087		171	5af28ab202efd0399089c316	PDB	1	171	5vvr			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5vvr&provider=pdb
P34087		171	5af28a8402efd0381f7d9f79	PDB	1	171	5ot2			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5ot2&provider=pdb
P34087		171	5ac471a702efd0a46608a967	PDB	1	171	2vum			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2vum&provider=pdb
P34087		171	5a9f8aea02efd0a02a2f3ff2	PDB	1	171	2ja6			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2ja6&provider=pdb
P34087		171	5a9b2c0975daaa6fad4bbdd2	PDB	1	171	4bbr			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4bbr&provider=pdb
P34087		171	5a9b27a875daaa31c57d195b	PDB	1	171	3po2			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3po2&provider=pdb
P34087		171	5a9b0bd475daaa3285be8b27	PDB	1	171	5ip7			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5ip7&provider=pdb
P34087		171	5a9b065875daaa65412e2bf7	PDB	1	171	5c44			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5c44&provider=pdb
P34087		171	5a9afcdb75daaa5bbfc957e4	PDB	1	171	2b63			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2b63&provider=pdb
P34087		171	5a9b085575daaa7f43bade61	PDB	1	171	2ja5			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2ja5&provider=pdb
P34087		171	5a9b201275daaa47f2aee2e7	PDB	1	171	4a3k			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3k&provider=pdb
P34087		171	5a9b0f5e75daaa62ade414bf	PDB	1	171	1nt9			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1nt9&provider=pdb
P34087		171	5a9afa3475daaa3a23199e5d	PDB	1	171	4bbs			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4bbs&provider=pdb
P34087		171	5a9afccf75daaa5bbfc95644	PDB	1	171	2r93			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2r93&provider=pdb
P34087		171	5b17a6d302efd08e18491a46	PDB	1	171	4v1o			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4v1o&provider=pdb
P34087		171	5a9afe6575daaa7110824858	PDB	1	171	3h3v			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3h3v&provider=pdb
P34087		171	5a9b062275daaa65412e243f	PDB	1	171	1y14			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1y14&provider=pdb
P34087		171	5a9aff4c75daaa7c728723ab	PDB	1	171	1pqv			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1pqv&provider=pdb
P34087		171	5a9b111f75daaa7a26c72b99	PDB	1	171	5sva			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5sva&provider=pdb
P34087		171	5a9b256175daaa100e77a67e	PDB	1	171	3i4n			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3i4n&provider=pdb
P34087		171	5a9b0b6a75daaa2b13590df4	PDB	1	171	2ja7			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2ja7&provider=pdb
P34087		171	5a9b1e6f75daaa3242435713	PDB	1	171	4a3j			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3j&provider=pdb
P34087		171	5a9afd8675daaa65e3fb1632	PDB	1	171	3hou			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3hou&provider=pdb
P34087		171	5a9b11df75daaa07d9593e6f	PDB	1	171	4a3b			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3b&provider=pdb
P34087		171	5b0e3eb802efd0f8b8bef57a	PDB	1	171	5oqm			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5oqm&provider=pdb
P34087		171	5a9b1a0575daaa71aac420a9	PDB	1	171	4a3g			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3g&provider=pdb
P34087		171	5a9b234175daaa73f498abf3	PDB	1	171	2r92			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2r92&provider=pdb
P34087		171	5a9b0c1275daaa36fdfa7752	PDB	1	171	4by7			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4by7&provider=pdb
P34087		171	5a9b0ca275daaa3ccf7d0b36	PDB	1	171	2ja8			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2ja8&provider=pdb
P34087		171	5a9b18e375daaa657871efc7	PDB	1	171	5fmf			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5fmf&provider=pdb
P34087		171	5a9b2a3175daaa56b3c01ea7	PDB	1	171	5u5q			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5u5q&provider=pdb
P34087		171	5a9b238e75daaa78fd299150	PDB	1	171	3i4m			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3i4m&provider=pdb
P34087		171	5b20b32602efd01e70dab16f	PDB	1	171	2r7z			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2r7z&provider=pdb
P34087		171	5ae97a3475daaa0a23caf11c	PDB	1	171	5c4a			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5c4a&provider=pdb
P34087		171	5a9aff1675daaa7c72871c35	PDB	1	171	3hov			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3hov&provider=pdb
P34087		171	5a9b093e75daaa0f820f912a	PDB	1	171	5fz5			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5fz5&provider=pdb
P34087		171	5a9b056675daaa5aad4e92c4	PDB	1	171	3po3			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3po3&provider=pdb
P34087		171	5a9b0f8c75daaa62ade41ab6	PDB	1	171	5ip9			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5ip9&provider=pdb
P34087		171	5a9afcd275daaa5bbfc956b9	PDB	1	171	4a93			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a93&provider=pdb
P34087		171	5a9b1fd775daaa47f2aedac3	PDB	1	171	3j0k			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3j0k&provider=pdb
P34087		171	5b20afab02efd014b7885638	PDB	1	171	1y1w			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1y1w&provider=pdb
P34087		171	5a9b0b5375daaa2b13590ab5	PDB	1	171	1y77			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1y77&provider=pdb
P34087		171	5a9b131a75daaa196633f441	PDB	1	171	4a3c			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3c&provider=pdb
P34087		171	5af2904a02efd05b789bfcd3	PDB	1	171	5oqj			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5oqj&provider=pdb
P34087		171	5a9afe4875daaa7110824401	PDB	1	171	1y1v			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1y1v&provider=pdb
P34087		171	5a9b14c575daaa2fcea1edf4	PDB	1	171	4a3d			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3d&provider=pdb
P34087		171	5a9b208275daaa4cc89a9975	PDB	1	171	2b8k			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=2b8k&provider=pdb
P34087		171	5a9b16c975daaa4a6780ac43	PDB	1	171	5c3e			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=5c3e&provider=pdb
P34087		171	5a9b180c75daaa5ae8658a8c	PDB	1	171	3k1f			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3k1f&provider=pdb
P34087		171	5b20b19902efd019cc9424f5	PDB	1	171	4bxx			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4bxx&provider=pdb
P34087		171	5a9b185275daaa5ae86594c0	PDB	1	171	4a3f			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3f&provider=pdb
P34087		171	5a9b1acd75daaa7bcbf74022	PDB	1	171	3qt1			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3qt1&provider=pdb
P34087		171	5a9b1ce375daaa1fc50e9d37	PDB	1	171	4a3i			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3i&provider=pdb
P34087		171	5a9b24b675daaa0b0b11300c	PDB	1	171	3j1n			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3j1n&provider=pdb
P34087		171	5a9b1df575daaa2b7527e8fe	PDB	1	171	3fki			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=3fki&provider=pdb
P34087		171	5a9b23c975daaa78fd2999c5	PDB	1	171	4a3m			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3m&provider=pdb
P34087		171	5a9b16d975daaa4a6780ae41	PDB	1	171	4a3e			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3e&provider=pdb
P34087		171	5a9b1ebf75daaa37c1e2610c	PDB	1	171	4by1			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4by1&provider=pdb
P34087		171	5a9b21b875daaa5ea2915f0f	PDB	1	171	4a3l			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=4a3l&provider=pdb
P34087		171	5a9b242175daaa7ee0c71e75	PDB	1	171	1wcm			https://swissmodel.expasy.org/repository/uniprot/P34087.pdb?from=1&to=171&template=1wcm&provider=pdb
P04050		1733	5b32c7d9c4494f32a42c6f3e	SWISSMODEL	6	1452	5x50.1.A	-4.048471444	0.620648384	https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=6&to=1452&template=5x50.1.A&provider=swissmodel
P04050		1733	5b4378bd02efd09ec11df3fe	PDB	1	1733	5w51			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=5w51&provider=pdb
P04050		1733	5b4376a002efd092555d8526	PDB	1	1733	5w4u			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=5w4u&provider=pdb
P04050		1733	5b20b3e502efd022dbedb778	PDB	1	1733	2nvz			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=2nvz&provider=pdb
P04050		1733	5b20b39202efd020e0c0e13a	PDB	1	1733	3hoz			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=3hoz&provider=pdb
P04050		1733	5b20b32602efd01e70dab16f	PDB	1	1733	2r7z			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=2r7z&provider=pdb
P04050		1733	5b20b2a902efd01d611a1003	PDB	1	1733	2nvy			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=2nvy&provider=pdb
P04050		1733	5b20b1e002efd01abb493581	PDB	1	1733	3m3y			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=3m3y&provider=pdb
P04050		1733	5b20b1af02efd01abb492c88	PDB	1	1733	1y1y			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=1y1y&provider=pdb
P04050		1733	5b20b16c02efd019cc941c11	PDB	1	1733	2nvx			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=2nvx&provider=pdb
P04050		1733	5b20b15e02efd019cc941903	PDB	1	1733	3hox			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=3hox&provider=pdb
P04050		1733	5b20b0a602efd0173d170592	PDB	1	1733	5fyw			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=5fyw&provider=pdb
P04050		1733	5b20b0a502efd0173d170572	PDB	1	1733	5c4x			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=5c4x&provider=pdb
P04050		1733	5b20b06c02efd01696ad76e3	PDB	1	1733	3how			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=3how&provider=pdb
P04050		1733	5b20afab02efd014b7885638	PDB	1	1733	1y1w			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=1y1w&provider=pdb
P04050		1733	5b17a6d302efd08e18491a46	PDB	1	1733	4v1o			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=4v1o&provider=pdb
P04050		1733	5b17a65202efd08c014dde28	PDB	1	1733	4v1n			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=4v1n&provider=pdb
P04050		1733	5b0e3eb802efd0f8b8bef57a	PDB	1	1733	5oqm			https://swissmodel.expasy.org/repository/uniprot/P04050.pdb?from=1&to=1733&template=5oqm&provider=pdb
