,OG,sce
1072,OG1667,YLR354C
1073,OG1667, YGR043C
1074,OG1668,YAL019W
1075,OG1669,YOL139C
1076,OG1670,YDL191W
1077,OG1670, YDL136W
1078,OG1671,YKL035W
1079,OG1672,YLR045C
1080,OG1673,YBR110W
1081,OG1674,YML106W
1082,OG1674, YMR271C
1083,OG1675,YGR124W
1084,OG1675, YPR145W
1085,OG1676,YBL047C
1086,OG1677,YJL123C
1087,OG1678,YGL131C
1088,OG1679,YLR305C
1089,OG1680,YER136W
1090,OG1681,YER125W
1091,OG1682,YIL051C
1092,OG1683,YDR062W
1093,OG1684,YPL091W
1094,OG1685,YLR438W
1095,OG1686,YPL212C
1096,OG1687,YMR165C
1097,OG1688,YDR109C
1098,OG1689,YPR138C
1099,OG1689, YGR121C
1100,OG1690,YFR028C
1101,OG1691,YER043C
1102,OG1692,YIL133C
1103,OG1693,YDR312W
1104,OG1693, YHR066W
1105,OG1694,YAL060W
1106,OG1694, YAL061W
1107,OG1695,YBR029C
1108,OG1696,YOR142W
1109,OG1697,YLR172C
1110,OG1698,YPR058W
1111,OG1699,YLR272C
1112,OG1700,YNL250W
1113,OG1701,YGL246C
1114,OG1702,YOR018W
1115,OG1702, YFR022W
1116,OG1703,YER164W
1117,OG1704,YNR008W
1118,OG1705,YDL081C
1119,OG1706,YGR264C
1120,OG1707,YAL042W
1121,OG1708,YOR360C
1122,OG1709,YLL034C
1123,OG1710,YMR207C
1124,OG1710, YNR016C
1125,OG1711,YOR014W
1126,OG1712,YGR090W
1127,OG1713,YDR390C
1128,OG1714,YBR115C
1129,OG1715,YFL008W
1130,OG1716,YER129W
1131,OG1716, YGL179C
1132,OG1717,YDL195W
1133,OG1718,YFR037C
1134,OG1719,YNL218W
1135,OG1720,YDR404C
1136,OG1721,YDR190C
1137,OG1722,YGR103W
1138,OG1723,YLR384C
1139,OG1724,YGL026C
1140,OG1725,YGL137W
1141,OG1726,YMR125W
1142,OG1727,YPR086W
1143,OG1728,YGL135W
1144,OG1728, YPL220W
1145,OG1729,YJR052W
1146,OG1730,YML008C
1147,OG1731,YBR242W
1148,OG1731, YGL101W
1149,OG1732,YFR048W
1150,OG1733,YGL238W
1151,OG1734,YMR162C
1152,OG1735,YOR069W
1153,OG1736,YNL021W
1154,OG1737,YNL262W
1155,OG1738,YBL091C
1156,OG1739,YEL013W
1157,OG1740,YBR017C
1158,OG1741,YHR002W
1159,OG1742,YDR037W
1160,OG1743,YKL212W
1161,OG1744,YHR033W
1162,OG1744, YDR300C
1163,OG1745,YGR047C
1164,OG1746,YDR098C
1165,OG1746, YER174C
1166,OG1747,YHR023W
1167,OG1748,YLR382C
1168,OG1749,YDL160C
1169,OG1750,YMR308C
1170,OG1751,YHR039C
1171,OG1752,YLR397C
1172,OG1753,YBR126C
1173,OG1754,YKL094W
1174,OG1755,YNL135C
1175,OG1756,YNL112W
1176,OG1757,YHR148W
1177,OG1758,YMR272C
1178,OG1759,YJL060W
1179,OG1761,YMR304W
1180,OG1762,YDL058W
1181,OG1763,YFL009W
1182,OG1764,YOR095C
1183,OG1765,YNL238W
1184,OG1766,YDL145C
1185,OG1767,YGL040C
1186,OG1768,YPL141C
1187,OG1768, YOR233W
1188,OG1769,YER068W
1189,OG1770,YAL035W
1190,OG1771,YIL078W
1191,OG1772,YOR211C
1192,OG1773,YHR164C
1193,OG1774,YGR061C
1194,OG1775,YDL017W
1195,OG1776,YER025W
1196,OG1777,YLR410W
1197,OG1778,YDR375C
1198,OG1779,YMR217W
1199,OG1780,YDR283C
1200,OG1781,YIL050W
1201,OG1781, YER059W
1202,OG1782,YBL061C
1203,OG1783,YHR068W
1204,OG1784,YBR281C
1205,OG1785,YCL004W
1206,OG1786,YOR136W
1207,OG1787,YKL014C
1208,OG1788,YER086W
1209,OG1789,YPL125W
1210,OG1790,YLR117C
1211,OG1791,YDR266C
1212,OG1792,YOR090C
1213,OG1793,YGL224C
1214,OG1794,YGR274C
1215,OG1795,YPL082C
1216,OG1796,YJL033W
1217,OG1797,YLR347C
1218,OG1798,YKR024C
1219,OG1799,YOR126C
1220,OG1800,YMR315W
1221,OG1801,YLR234W
1222,OG1802,YJR121W
1223,OG1803,YAL021C
1224,OG1804,YBR143C
1225,OG1805,YEL002C
1226,OG1806,YJR132W
1227,OG1807,YLR284C
1228,OG1807, YOR180C
1229,OG1808,YPR140W
1230,OG1809,YLR002C
1231,OG1810,YJR139C
1232,OG1811,YBL076C
1233,OG1812,YPR173C
1234,OG1813,YER091C
1235,OG1814,YCR068W
1236,OG1815,YLR377C
1237,OG1816,YKL025C
1238,OG1817,YOL021C
1239,OG1818,YNL118C
1240,OG1819,YMR300C
1241,OG1820,YFR031C
1242,OG1821,YCR042C
1243,OG1822,YFR044C
1244,OG1823,YHR013C
1245,OG1824,YLR103C
1246,OG1825,YGL234W
1247,OG1826,YGR098C
1248,OG1827,YIL033C
1249,OG1828,YOR291W
1250,OG1829,YML093W
1251,OG1830,YJL194W
1252,OG1831,YIL091C
1253,OG1832,YDR172W
1254,OG1833,YBR179C
1255,OG1834,YPL237W
1256,OG1835,YKL085W
1257,OG1836,YGL099W
1258,OG1837,YNL084C
1259,OG1838,YER100W
1260,OG1839,YGL091C
1261,OG1840,YGL236C
1262,OG1841,YLR383W
1263,OG1842,YGR020C
1264,OG1843,YDR023W
1265,OG1844,YFL001W
1266,OG1845,YGL019W
1267,OG1846,YDR238C
1268,OG1847,YOR168W
1269,OG1848,YPL012W
1270,OG1849,YNL062C
1271,OG1850,YDL028C
1272,OG1851,YNL186W
1273,OG1852,YMR301C
1274,OG1853,YGL044C
1275,OG1854,YIL103W
1276,OG1855,YCR061W
1277,OG1856,YFL022C
1278,OG1857,YHR074W
1279,OG1858,YBL022C
1280,OG1859,YGR243W
1281,OG1859, YHR162W
1282,OG1860,YMR128W
1283,OG1861,YNL287W
1284,OG1862,YGR145W
1285,OG1863,YPR175W
1286,OG1864,YOR370C
1287,OG1865,YMR023C
1288,OG1866,YDR388W
1289,OG1867,YJL102W
1290,OG1868,YLR129W
1291,OG1869,YKR009C
1292,OG1870,YNL161W
1293,OG1871,YDL084W
1294,OG1872,YOR048C
1295,OG1873,YOL127W
1296,OG1874,YKL113C
1297,OG1875,YMR043W
1298,OG1876,YCL017C
1299,OG1877,YER152C
1300,OG1878,YGL028C
1301,OG1879,YGL180W
1302,OG1880,YER003C
1303,OG1881,YKR097W
1304,OG1882,YEL026W
1305,OG1883,YDR158W
1306,OG1884,YPL009C
1307,OG1885,YPL086C
1308,OG1886,YOR001W
1309,OG1887,YDR017C
1310,OG1888,YIL143C
1311,OG1889,YDR080W
1312,OG1890,YDR335W
1313,OG1891,YKL010C
1314,OG1892,YAL062W
1315,OG1892, YOR375C
1316,OG1893,YLR274W
1317,OG1894,YHL002W
1318,OG1895,YEL050C
1319,OG1896,YFL039C
1320,OG1897,YPL028W
1321,OG1898,YDR120C
1322,OG1899,YDR232W
1323,OG1900,YBR142W
1324,OG1901,YPL217C
1325,OG1902,YGR245C
1326,OG1903,YOL145C
1327,OG1904,YML126C
1328,OG1905,YHR144C
1329,OG1906,YER162C
1330,OG1907,YBR241C
1331,OG1908,YOL137W
1332,OG1909,YDR129C
1333,OG1910,YDL035C
1334,OG1911,YNL102W
1335,OG1912,YPL043W
1336,OG1913,YOR145C
1337,OG1914,YHR114W
1338,OG1916,YIL108W
1339,OG1917,YNL064C
1340,OG1918,YLR401C
1341,OG1919,YMR027W
1342,OG1920,YER036C
1343,OG1921,YNL123W
1344,OG1922,YIL142W
1345,OG1923,YHR107C
1346,OG1924,YDR148C
1347,OG1925,YBR254C
1348,OG1926,YDL031W
1349,OG1927,YGR211W
1350,OG1928,YNL297C
1351,OG1929,YDL198C
1352,OG1930,YGL211W
1353,OG1931,YLR069C
1354,OG1932,YJR117W
1355,OG1933,YIL020C
1356,OG1934,YHR206W
1357,OG1935,YNR050C
1358,OG1936,YER127W
1359,OG1937,YDR182W
1360,OG1938,YGR100W
1361,OG1939,YJL053W
1362,OG1940,YCR092C
1363,OG1941,YER148W
1364,OG1942,YPR137W
1365,OG1943,YOL058W
1366,OG1944,YLR303W
1367,OG1945,YNL212W
1368,OG1946,YMR093W
1369,OG1947,YJR040W
1370,OG1948,YDR331W
1371,OG1949,YDR334W
1372,OG1950,YPR091C
1373,OG1951,YFL002C
1374,OG1952,YOL100W
1375,OG1952, YDR490C
1376,OG1953,YOR160W
1377,OG1954,YBR025C
1378,OG1955,YKL191W
1379,OG1956,YOR150W
1380,OG1957,YDR060W
1381,OG1958,YDR027C
1382,OG1959,YBR221C
1383,OG1960,YLR449W
1384,OG1960, YML074C
1385,OG1961,YLR222C
1386,OG1962,YPL104W
1387,OG1963,YDR064W
1388,OG1964,YPL167C
1389,OG1965,YNL163C
1390,OG1966,YKR069W
1391,OG1967,YNL231C
1392,OG1968,YDL001W
1393,OG1969,YGL119W
1394,OG1970,YPR133C
1395,OG1971,YPL260W
1396,OG1972,YGR082W
1397,OG1973,YML065W
1398,OG1974,YPR112C
1399,OG1975,YDR454C
1400,OG1976,YLR009W
1401,OG1977,YBL033C
1402,OG1978,YLR197W
1403,OG1979,YJR104C
1404,OG1980,YHL016C
1405,OG1981,YHL015W
1406,OG1982,YOR330C
1407,OG1983,YPR033C
1408,OG1984,YDR394W
1409,OG1985,YPR041W
1410,OG1986,YDL190C
1411,OG1987,YDL102W
1412,OG1988,YOL097C
1413,OG1989,YER095W
1414,OG1990,YPR189W
1415,OG1991,YMR167W
1416,OG1992,YGL190C
1417,OG1993,YPR029C
1418,OG1994,YPL195W
1419,OG1995,YPL131W
1420,OG1996,YDR270W
1421,OG1997,YCR011C
1422,OG1998,YDR188W
1423,OG1999,YLL008W
1424,OG2000,YGL194C
1425,OG2001,YBL023C
1426,OG2002,YJL208C
1427,OG2003,YGL201C
1428,OG2004,YLR447C
1429,OG2005,YGR258C
1430,OG2006,YPR191W
1431,OG2007,YOL061W
1432,OG2008,YGR266W
1433,OG2009,YML049C
1434,OG2010,YGL114W
1435,OG2011,YER087C-B
1436,OG2011, YER019C-A
1437,OG2012,YJL095W
1438,OG2013,YDR168W
1439,OG2014,YLR060W
1440,OG2015,YCR002C
1441,OG2016,YIR002C
1442,OG2017,YEL037C
1443,OG2018,YOR341W
1444,OG2019,YIL003W
1445,OG2020,YOR243C
1446,OG2021,YJL111W
1447,OG2022,YPR102C
1448,OG2022, YGR085C
1449,OG2023,YKL064W
1450,OG2024,YMR309C
1451,OG2025,YIL090W
1452,OG2026,YIL157C
1453,OG2027,YLR409C
1454,OG2028,YER090W
1455,OG2029,YPR190C
1456,OG2030,YNL248C
1457,OG2031,YOL049W
1458,OG2032,YDR035W
1459,OG2033,YOL123W
1460,OG2034,YPR019W
1461,OG2035,YDR152W
1462,OG2036,YCR057C
1463,OG2037,YCR017C
1464,OG2038,YBR196C
1465,OG2039,YDL143W
1466,OG2040,YKL196C
1467,OG2041,YGL171W
1468,OG2042,YPL259C
1469,OG2043,YNL026W
1470,OG2044,YBR041W
1471,OG2045,YKL134C
1472,OG2046,YKL165C
1473,OG2047,YHR158C
1474,OG2047, YGR238C
1475,OG2048,YGR007W
1476,OG2049,YKL022C
1477,OG2050,YDR212W
1478,OG2051,YDR430C
1479,OG2052,YDL060W
1480,OG2053,YOR128C
1481,OG2054,YBL078C
1482,OG2055,YGL094C
1483,OG2056,YLR420W
1484,OG2057,YDL205C
1485,OG2058,YGR231C
1486,OG2059,YDR091C
1487,OG2060,YOR206W
1488,OG2061,YDR487C
1489,OG2062,YDR047W
1490,OG2063,YGL207W
1491,OG2064,YGR054W
1492,OG2065,YER082C
1493,OG2066,YGR095C
1494,OG2067,YJL074C
1495,OG2068,YJL012C
1496,OG2069,YOR259C
1497,OG2070,YOR117W
1498,OG2071,YNL071W
1499,OG2072,YKL155C
1500,OG2073,YKL059C
1501,OG2074,YKR080W
1502,OG2075,YBL032W
1503,OG2076,YML061C
1504,OG2077,YFL036W
1505,OG2078,YNR053C
1506,OG2079,YHR027C
1507,OG2080,YPL063W
1508,OG2081,YNL317W
1509,OG2082,YGL148W
1510,OG2083,YHR076W
1511,OG2084,YOR054C
1512,OG2084, YKR072C
1513,OG2085,YPL093W
1514,OG2086,YNL220W
1515,OG2087,YDR373W
1516,OG2088,YOR056C
1517,OG2089,YMR212C
1518,OG2090,YCL043C
1519,OG2091,YGR173W
1520,OG2092,YOR027W
1521,OG2093,YML102W
1522,OG2094,YHR089C
1523,OG2095,YJL087C
1524,OG2096,YGL203C
1525,OG2097,YDL114W
1526,OG2098,YNL280C
1527,OG2099,YER065C
1528,OG2100,YNL168C
1529,OG2101,YER141W
1530,OG2102,YHR073W
1531,OG2103,YOR046C
1532,OG2104,YMR293C
1533,OG2105,YIL118W
1534,OG2106,YLR340W
1535,OG2107,YIR022W
1536,OG2107, YIR021W
1537,OG2108,YFR004W
1538,OG2109,YMR146C
1539,OG2110,YKL189W
1540,OG2111,YJL014W
1541,OG2112,YMR118C
1542,OG2112, YKL141W
1543,OG2113,YCL030C
1544,OG2114,YJR035W
1545,OG2115,YNL041C
1546,OG2116,YGL001C
1547,OG2117,YBL088C
1548,OG2118,YPL235W
1549,OG2119,YPL022W
1550,OG2120,YHR070W
1551,OG2121,YPL266W
1552,OG2122,YJL029C
1553,OG2123,YNR041C
1554,OG2124,YAL003W
1555,OG2125,YNL137C
1556,OG2126,YOR241W
1557,OG2127,YLR370C
1558,OG2128,YFR051C
1559,OG2129,YOR074C
1560,OG2130,YDL007W
1561,OG2131,YLR439W
1562,OG2132,YPL078C
1563,OG2133,YDL149W
1564,OG2134,YKL078W
1565,OG2135,YNL182C
1566,OG2136,YPL175W
1567,OG2137,YCL059C
1568,OG2138,YDR308C
1569,OG2139,YLR220W
1570,OG2140,YMR049C
1571,OG2141,YOR244W
1572,OG2142,YDR291W
1573,OG2143,YKL018W
1574,OG2144,YDR280W
1575,OG2145,YOL023W
1576,OG2146,YLR247C
1577,OG2147,YFR030W
1578,OG2148,YLR359W
1579,OG2149,YFL055W
1580,OG2150,YHL030W
1581,OG2151,YJL109C
1582,OG2152,YDR204W
1583,OG2153,YLR438C-A
1584,OG2154,YAL043C
1585,OG2155,YNL175C
1586,OG2156,YJL167W
1587,OG2157,YPL123C
1588,OG2158,YAL048C
1589,OG2159,YBR088C
1590,OG2160,YOR361C
1591,OG2161,YJL121C
1592,OG2162,YMR140W
1593,OG2163,YDL164C
1594,OG2164,YMR224C
1595,OG2165,YGL112C
1596,OG2167,YLR176C
1597,OG2168,YDR477W
1598,OG2169,YML069W
1599,OG2170,YKR081C
1600,OG2171,YIL035C
1601,OG2172,YBR286W
1602,OG2173,YJL071W
1603,OG2174,YDL201W
1604,OG2175,YDR415C
1605,OG2176,YMR244W
1606,OG2177,YOR181W
1607,OG2178,YNL273W
1608,OG2179,YER107C
1609,OG2180,YFL024C
1610,OG2181,YBR234C
1611,OG2182,YLR133W
1612,OG2183,YNR012W
1613,OG2184,YKR026C
1614,OG2185,YLR182W
1615,OG2186,YJL101C
1616,OG2187,YOL038W
1617,OG2188,YOR356W
1618,OG2189,YNL206C
1619,OG2190,YDR531W
1620,OG2191,YBR202W
1621,OG2192,YOL030W
1622,OG2193,YOR272W
1623,OG2194,YGR185C
1624,OG2195,YGR005C
1625,OG2196,YER078C
1626,OG2197,YDR050C
1627,OG2198,YGL123W
1628,OG2199,YKL213C
1629,OG2200,YOL140W
1630,OG2201,YKL099C
1631,OG2202,YLR393W
1632,OG2203,YKL041W
1633,OG2204,YGR285C
1634,OG2205,YGL022W
1635,OG2206,YMR203W
1636,OG2207,YBR094W
1637,OG2208,YER143W
1638,OG2209,YBR073W
1639,OG2210,YLR216C
1640,OG2211,YOR198C
1641,OG2212,YKL145W
1642,OG2213,YLR386W
1643,OG2214,YGR202C
1644,OG2215,YER061C
1645,OG2216,YDR381W
1646,OG2217,YNL098C
1647,OG2217, YOR101W
1648,OG2218,YBR166C
1649,OG2219,YLR113W
1650,OG2220,YAR007C
1651,OG2221,YML020W
1652,OG2222,YDR527W
1653,OG2223,YGR253C
1654,OG2224,YHR065C
1655,OG2225,YKL110C
1656,OG2226,YHR005C
1657,OG2227,YMR189W
1658,OG2228,YGR170W
1659,OG2229,YHR113W
1660,OG2230,YDL097C
1661,OG2231,YDR041W
1662,OG2232,YPL279C
1663,OG2232, YOR390W
1664,OG2233,YAL002W
1665,OG2234,YDR407C
1666,OG2235,YOR274W
1667,OG2236,YOR157C
1668,OG2237,YNL221C
1669,OG2238,YIL116W
1670,OG2239,YJL085W
1671,OG2240,YJL002C
1672,OG2241,YHR079C
1673,OG2242,YDR211W
1674,OG2243,YGL027C
1675,OG2244,YHR062C
1676,OG2245,YKL151C
1677,OG2246,YPL023C
1678,OG2247,YMR277W
1679,OG2248,YOR065W
1680,OG2249,YOR163W
1681,OG2250,YDR083W
1682,OG2251,YHR187W
1683,OG2252,YDL064W
1684,OG2253,YOL077C
1685,OG2254,YLR088W
1686,OG2255,YMR247C
1687,OG2256,YML048W
1688,OG2257,YKL197C
1689,OG2258,YOL048C
1690,OG2259,YDL122W
1691,OG2260,YDR264C
1692,OG2260, YOR034C
1693,OG2261,YPL037C
1694,OG2262,YNR033W
1695,OG2263,YCR088W
1696,OG2264,YKL135C
1697,OG2265,YBR243C
1698,OG2266,YGR080W
1699,OG2267,YEL055C
1700,OG2269,YER110C
1701,OG2270,YFR041C
1702,OG2271,YLR239C
1703,OG2272,YMR235C
1704,OG2273,YPR187W
1705,OG2274,YNL119W
1706,OG2275,YIL010W
1707,OG2276,YLR253W
1708,OG2277,YJL197W
1709,OG2278,YPL020C
1710,OG2279,YLR075W
1711,OG2280,YBR081C
1712,OG2281,YIL128W
1713,OG2282,YML022W
1714,OG2283,YMR041C
1715,OG2284,YGL215W
1716,OG2285,YKL117W
1717,OG2286,YBL055C
1718,OG2287,YJR033C
1719,OG2288,YIL006W
1720,OG2288, YEL006W
1721,OG2289,YPR088C
1722,OG2290,YKL024C
1723,OG2291,YNL290W
1724,OG2292,YBR236C
1725,OG2293,YNL227C
1726,OG2294,YOR191W
1727,OG2295,YJL010C
1728,OG2296,YAL013W
1729,OG2297,YNL255C
1730,OG2298,YMR061W
1731,OG2299,YIL021W
1732,OG2300,YEL056W
1733,OG2301,YGL244W
1734,OG2302,YCL034W
1735,OG2303,YNL083W
1736,OG2304,YPL211W
1737,OG2305,YMR002W
1738,OG2306,YHR077C
1739,OG2307,YHR111W
1740,OG2308,YLR017W
1741,OG2309,YOR271C
1742,OG2310,YDR320C
1743,OG2311,YBR151W
1744,OG2312,YNL232W
1745,OG2313,YHR102W
1746,OG2314,YLR166C
1747,OG2315,YEL052W
1748,OG2316,YDR376W
1749,OG2317,YEL042W
1750,OG2318,YMR218C
1751,OG2319,YER016W
1752,OG2320,YOL041C
1753,OG2321,YMR099C
1754,OG2322,YER165W
1755,OG2323,YPR108W
1756,OG2324,YDR034C
1757,OG2325,YDR324C
1758,OG2326,YLR196W
1759,OG2327,YPL133C
1760,OG2328,YPL122C
1761,OG2329,YNL308C
1762,OG2330,YBR087W
1763,OG2331,YPR143W
1764,OG2332,YBR127C
1765,OG2333,YGL100W
1766,OG2334,YBL050W
1767,OG2335,YGR187C
1768,OG2336,YGR024C
1769,OG2337,YDR097C
1770,OG2338,YLR186W
1771,OG2339,YIR004W
1772,OG2340,YNR029C
1773,OG2341,YDR311W
1774,OG2342,YML010W
1775,OG2343,YKL120W
1776,OG2344,YCL045C
1777,OG2345,YPL242C
1778,OG2346,YBR200W
1779,OG2347,YFL045C
1780,OG2348,YPR184W
1781,OG2349,YMR284W
1782,OG2350,YFR038W
1783,OG2351,YHR085W
1784,OG2352,YDL230W
1785,OG2353,YMR202W
1786,OG2354,YPR032W
1787,OG2354, YBL106C
1788,OG2355,YGL011C
1789,OG2356,YBR153W
1790,OG2357,YBR248C
1791,OG2358,YKL194C
1792,OG2359,YBR276C
1793,OG2360,YMR285C
1794,OG2361,YBL040C
1795,OG2362,YGL083W
1796,OG2363,YMR281W
1797,OG2364,YLR452C
1798,OG2365,YJR010W
1799,OG2366,YGL150C
1800,OG2367,YPL234C
1801,OG2368,YAL010C
1802,OG2369,YBR256C
1803,OG2370,YLR314C
1804,OG2371,YLR055C
1805,OG2372,YER117W
1806,OG2372, YBL087C
1807,OG2373,YAL034C
1808,OG2373, YOR338W
1809,OG2374,YJL092W
1810,OG2375,YNL329C
1811,OG2376,YBR061C
1812,OG2377,YDL208W
1813,OG2378,YML046W
1814,OG2379,YJR070C
1815,OG2380,YNL256W
1816,OG2381,YJL080C
1817,OG2382,YMR296C
1818,OG2383,YCR047C
1819,OG2384,YJR105W
1820,OG2385,YDL063C
1821,OG2386,YKL009W
1822,OG2387,YNL006W
1823,OG2388,YBR055C
1824,OG2389,YBR216C
1825,OG2389, YGL060W
1826,OG2390,YBL041W
1827,OG2391,YOL005C
1828,OG2392,YPL146C
1829,OG2393,YHL004W
1830,OG2394,YNL169C
1831,OG2395,YGR033C
1832,OG2397,YML042W
1833,OG2398,YBR257W
1834,OG2399,YGL068W
1835,OG2400,YLR084C
1836,OG2401,YDR339C
1837,OG2402,YDL004W
1838,OG2403,YDR233C
1839,OG2404,YDL226C
1840,OG2405,YJR064W
1841,OG2406,YMR001C
1842,OG2407,YDR301W
1843,OG2408,YGR220C
1844,OG2408, YGR221C
1845,OG2409,YGR244C
1846,OG2410,YHR193C
1847,OG2411,YNR034W
1848,OG2411, YCR073W-A
1849,OG2412,YNL267W
1850,OG2413,YJL180C
1851,OG2414,YPL101W
1852,OG2415,YLR148W
1853,OG2416,YBL036C
1854,OG2417,YKR084C
1855,OG2418,YGR252W
1856,OG2419,YGL048C
1857,OG2420,YGR216C
1858,OG2421,YNL032W
1859,OG2422,YBR291C
1860,OG2423,YML007W
1861,OG2424,YOL124C
1862,OG2425,YLR243W
1863,OG2426,YGL106W
1864,OG2427,YLR189C
1865,OG2428,YPL222W
1866,OG2429,YPL177C
1867,OG2430,YDR299W
1868,OG2431,YLR289W
1869,OG2432,YDL119C
1870,OG2433,YLL018C
1871,OG2434,YNL178W
1872,OG2435,YGL087C
1873,OG2436,YJR095W
1874,OG2437,YGR034W
1875,OG2437, YLR344W
1876,OG2438,YHR100C
1877,OG2439,YJL090C
1878,OG2440,YLR008C
1879,OG2441,YGL020C
1880,OG2442,YOR196C
1881,OG2443,YJR072C
1882,OG2444,YDR162C
1883,OG2445,YDR092W
1884,OG2446,YNL127W
1885,OG2447,YDR405W
1886,OG2448,YBL080C
1887,OG2449,YPR037C
1888,OG2450,YMR302C
1889,OG2451,YNR015W
1890,OG2452,YHR052W
1891,OG2453,YAR015W
1892,OG2454,YKL017C
1893,OG2455,YHL032C
1894,OG2456,YEL053C
1895,OG2457,YKR023W
1896,OG2458,YDL166C
1897,OG2459,YOR362C
1898,OG2460,YMR262W
1899,OG2461,YJR007W
1900,OG2462,YJL127C
1901,OG2463,YDL237W
1902,OG2464,YNL116W
1903,OG2464, YHR115C
1904,OG2465,YLR056W
1905,OG2466,YDR268W
1906,OG2467,YDR221W
1907,OG2468,YLR175W
1908,OG2469,YKL080W
1909,OG2470,YGL221C
1910,OG2471,YGL043W
1911,OG2472,YNL007C
1912,OG2473,YKR054C
1913,OG2474,YOR075W
1914,OG2475,YIR008C
1915,OG2476,YKL034W
1916,OG2477,YBR101C
1917,OG2478,YPR089W
1918,OG2479,YDL132W
1919,OG2480,YIL064W
1920,OG2481,YLR399C
1921,OG2482,YOR119C
1922,OG2483,YGL213C
1923,OG2484,YHR069C
1924,OG2485,YJL001W
1925,OG2486,YKR071C
1926,OG2487,YLR451W
1927,OG2488,YER002W
1928,OG2489,YMR253C
1929,OG2489, YPL264C
1930,OG2490,YOR250C
1931,OG2491,YBR079C
1932,OG2492,YPR105C
1933,OG2493,YML018C
1934,OG2494,YER080W
1935,OG2495,YGL125W
1936,OG2496,YDR237W
1937,OG2497,YLR168C
1938,OG2498,YHR190W
1939,OG2499,YLR077W
1940,OG2500,YDR460W
1941,OG2501,YMR259C
1942,OG2502,YER126C
1943,OG2503,YHL009C
1944,OG2504,YKL027W
1945,OG2505,YOR349W
1946,OG2506,YML086C
1947,OG2507,YIL110W
1948,OG2508,YPR069C
1949,OG2509,YDR372C
1950,OG2510,YPL006W
1951,OG2511,YMR231W
1952,OG2512,YGL163C
1953,OG2513,YHR200W
1954,OG2514,YOR311C
1955,OG2515,YDR002W
1956,OG2516,YDR409W
1957,OG2516, YOR156C
1958,OG2517,YGR119C
1959,OG2518,YJL020C
1960,OG2519,YDL040C
1961,OG2520,YNL315C
1962,OG2521,YOR113W
1963,OG2522,YBR011C
1964,OG2523,YBR114W
1965,OG2524,YOR346W
1966,OG2525,YML096W
1967,OG2526,YHR064C
1968,OG2527,YDL148C
1969,OG2528,YDR365C
1970,OG2529,YGR210C
1971,OG2530,YNL085W
1972,OG2531,YGL085W
1973,OG2532,YPL249C
1974,OG2533,YDR325W
1975,OG2534,YKL003C
1976,OG2535,YLR032W
1977,OG2536,YOR164C
1978,OG2537,YDR044W
1979,OG2538,YFL033C
1980,OG2539,YGL059W
1981,OG2540,YHR024C
1982,OG2541,YOR103C
1983,OG2542,YDL234C
1984,OG2543,YMR121C
1985,OG2543, YLR029C
1986,OG2544,YLR330W
1987,OG2545,YDR176W
1988,OG2546,YGL003C
1989,OG2547,YDL047W
1990,OG2548,YDR087C
1991,OG2549,YNL059C
1992,OG2550,YOR369C
1993,OG2551,YPR186C
1994,OG2552,YER023W
1995,OG2553,YDR449C
1996,OG2554,YBR106W
1997,OG2555,YLR015W
1998,OG2556,YOR194C
1999,OG2557,YDR294C
2000,OG2558,YGR135W
2001,OG2559,YKR035W-A
2002,OG2560,YPR045C
2003,OG2561,YDL165W
2004,OG2562,YDL015C
2005,OG2563,YIL144W
2006,OG2564,YMR185W
2007,OG2565,YLL019C
2008,OG2566,YLL027W
2009,OG2567,YMR220W
2010,OG2568,YHR188C
2011,OG2569,YER119C
2012,OG2569, YBL089W
2013,OG2570,YDL147W
2014,OG2571,YMR278W
2015,OG2572,YML001W
2016,OG2573,YBR035C
2017,OG2574,YOR042W
2018,OG2575,YDR328C
2019,OG2576,YNL207W
2020,OG2577,YCL009C
2021,OG2578,YDR196C
2022,OG2579,YNL325C
2023,OG2580,YOL040C
2024,OG2581,YGR028W
2025,OG2582,YNL272C
2026,OG2583,YNL075W
2027,OG2584,YAL001C
2028,OG2586,YDL029W
2029,OG2587,YPL191C
2030,OG2587, YGL082W
2031,OG2588,YER099C
2032,OG2588, YBL068W
2033,OG2589,YHR032W
2034,OG2590,YKL013C
2035,OG2591,YKR062W
2036,OG2592,YMR290C
2037,OG2593,YJL168C
2038,OG2594,YPR066W
2039,OG2595,YML103C
2040,OG2596,YER049W
2041,OG2597,YDL116W
2042,OG2598,YKL125W
2043,OG2599,YBR105C
2044,OG2600,YLR074C
2045,OG2601,YOR141C
2046,OG2602,YHR194W
2047,OG2603,YGR227W
2048,OG2604,YKL195W
2049,OG2605,YKR043C
2050,OG2606,YNL177C
2051,OG2607,YGL242C
2052,OG2608,YPL263C
2053,OG2609,YGR223C
2054,OG2610,YJR036C
2055,OG2611,YNL139C
2056,OG2612,YHR154W
2057,OG2613,YKR038C
2058,OG2614,YIL093C
2059,OG2615,YOR336W
2060,OG2616,YNL313C
2061,OG2617,YDR427W
2062,OG2618,YBR054W
2063,OG2618, YDR033W
2064,OG2618, YCR021C
2065,OG2619,YGR284C
2066,OG2620,YAL025C
2067,OG2621,YLR023C
2068,OG2622,YGL078C
2069,OG2623,YGR003W
2070,OG2624,YDL159W
2071,OG2625,YGL172W
2072,OG2626,YML031W
2073,OG2627,YDR410C
2074,OG2628,YLR143W
