"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YKR095W-A"	"4wxa@B@212"	1	82	7	88	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR183C"	"3cx5@I@213"	1	57	2	58	"dN_dS_max_gap_ratio_0.5"	"NA"
"YGR183C"	"3cx5@T@214"	1	57	2	58	"dN_dS_max_gap_ratio_0.5"	"NA"
"YGR106C"	"6c6l@N@215"	1	52	212	263	"dN_dS_max_gap_ratio_0.5"	"NA"
"YMR213W"	"5gmk@c@216"	331	436	482	587	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHL033C"	"5h4p-G-bundle1@G@217"	1	233	24	256	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL239W"	"1gcb@A@218"	1	452	2	453	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL011C"	"1ryp@A@219"	1	243	10	252	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL011C"	"1ryp@O@220"	1	243	10	252	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKR002W"	"3c66@B@221"	1	529	3	531	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR261C"	"5mpd@U@222"	1	298	1	298	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR191C"	"5oki@D@223"	1	131	2	132	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR191C"	"5oki@H@224"	1	131	2	132	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR075W-A"	"4xpm@B@225"	1	67	8	74	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR289W"	"4k6n@A@226"	1	352	23	374	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YFL044C"	"3by4@A@227"	1	172	92	263	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YFL044C"	"4kdi@D@228"	3	75	1	73	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL226C-A"	"6ezn@E@229"	1	85	2	86	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL232W"	"6ezn@D@230"	1	34	1	34	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR103C"	"6ezn@B@231"	1	110	21	130	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR051W"	"5glg@A@232"	2	471	32	501	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YEL002C"	"6c26@B@233"	1	397	24	420	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR143W-A"	"3i4m@L@234"	1	47	24	70	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR074W"	"5uz5@L@235"	1	119	1	119	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL106C"	"3c7n@A@236"	1	649	1	649	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR195W"	"5xjg@B@237"	1	30	292	321	"dN_dS_max_gap_ratio_0.5"	"NA"
"YHR195W"	"5xjg@D@238"	1	30	292	321	"dN_dS_max_gap_ratio_0.5"	"NA"
"YHR195W"	"5h2c@B@239"	1	16	139	154	"dN_dS_max_gap_ratio_0.5"	"NA"
"YER006W"	"6elz-s-bundle2@s@240"	1	36	1	36	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR264W"	"6eml@L@241"	1	62	5	66	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR194C"	"1nh2@B@242"	1	46	3	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR194C"	"5fyw@U@243"	47	92	241	286	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL115C"	"3tkn@B@244"	1	28	1431	1458	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL115C"	"3tkn@E@245"	1	28	1431	1458	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL115C"	"3tkn@H@246"	1	28	1431	1458	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL092W"	"3iko@B@247"	7	434	731	1158	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR201C"	"2qb7@A@248"	1	393	5	397	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR193C"	"2hzs@J@249"	1	18	193	210	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL082C"	"6c0f@8@250"	1	98	296	393	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER148W"	"1ytb@A@251"	1	180	61	240	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER148W"	"1ytb@B@252"	1	180	61	240	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YEL019C"	"3htk@C@253"	1	254	5	258	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR098C"	"4c31@C@254"	1	15	326	340	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR104C"	"2hzs@H@255"	1	88	2	89	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER068W"	"5aie@A@256"	2	54	30	82	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER068W"	"5ajd@B@257"	1	50	420	469	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR093W"	"4b8c@B@258"	1	233	759	991	"dN_dS_max_gap_ratio_0.5"	"NA"
"YCR093W"	"4b8c@G@259"	1	233	759	991	"dN_dS_max_gap_ratio_0.5"	"NA"
"YCR093W"	"4b8c@H@260"	1	233	759	991	"dN_dS_max_gap_ratio_0.5"	"NA"
"YCR093W"	"4b8c@I@261"	1	233	759	991	"dN_dS_max_gap_ratio_0.5"	"NA"
"YDR432W"	"2osr@A@262"	1	87	194	280	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR432W"	"2jvo@A@263"	1	77	121	197	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR072W-A"	"3u28@B@264"	1	48	1	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL093W"	"4v7f-o-bundle1@o@265"	1	347	1	347	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL093W"	"6c0f@W@266"	1	98	373	470	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR022W"	"5gan@8@267"	1	64	4	67	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR195C"	"1iic@A@268"	1	422	34	455	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR195C"	"1iic@B@269"	1	422	34	455	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR072C"	"5fl8-q-bundle1@q@270"	1	488	28	515	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR072C"	"5jcs-q-bundle1@q@271"	1	488	28	515	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL126W"	"4hg5@A@272"	1	304	4	307	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR018W"	"5jbm@A@273"	1	81	520	600	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR026W"	"1yfq@A@274"	1	341	1	341	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNR010W"	"5sva@V@275"	1	85	65	149	"dN_dS_max_gap_ratio_0.5"	"NA"
"YNL151C"	"6eu1@Q@276"	1	89	34	122	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR275C"	"4bjs@B@277"	1	55	1857	1911	"dN_dS_max_gap_ratio_0.5"	"NA"
"YDL082W"	"5apo-L-bundle1@L@278"	1	194	2	195	"dN_dS_max_gap_ratio_0.5"	"0.3785"
"YIL144W"	"5tcs@A@279"	200	261	621	682	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR042W"	"2bf4@A@280"	1	645	47	691	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR042W"	"2bf4@B@281"	1	645	47	691	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR460W"	"5oqj@3@282"	1	138	8	145	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR311W"	"5oqm@1@283"	1	121	1	121	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR311W"	"5oqm@1@284"	389	491	537	639	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YER083C"	"3zs9@D@285"	1	35	4	38	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL190C"	"2xnr@A@286"	2	75	329	402	"dN_dS_max_gap_ratio_0.5"	"NA"
"YGL122C"	"3lcn@B@287"	1	97	4	100	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YKL129C"	"1ruw@A@288"	1	69	1121	1189	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL092W"	"5x62@B@289"	1	387	9	395	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR326W"	"1n2d@C@290"	1	48	806	853	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR326W"	"1m46@B@291"	1	25	854	878	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR206W"	"2p22@D@292"	2	79	4	81	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YEL021W"	"3gdk@A@293"	1	260	3	262	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YEL021W"	"3gdk@B@294"	1	260	3	262	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL104C"	"2k8q@A@295"	2	134	2	134	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL140W"	"1pqv@D@296"	30	135	116	221	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJL050W"	"2xgj@B@297"	514	777	810	1073	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YAR042W"	"5h28@A@298"	1	263	12	274	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR228W"	"1i4w@A@299"	1	322	4	325	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR053C"	"1aqr@A@300"	1	40	9	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR053C"	"1aoo@A@301"	1	40	9	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR053C"	"1aqs@A@302"	1	40	9	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR053C"	"1aqq@A@303"	1	40	9	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR053C"	"1fmy@A@304"	1	40	9	48	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR039C"	"1yrn@B@305"	1	78	128	205	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR039C"	"1akh@B@306"	1	78	128	205	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCR039C"	"1mnm@C@307"	1	77	113	189	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML110C"	"4obx@A@308"	1	235	73	307	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML110C"	"4obx@B@309"	1	235	73	307	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML110C"	"4obx@C@310"	1	235	73	307	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML110C"	"4obx@D@311"	1	235	73	307	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR194C"	"3i5x@A@312"	1	509	88	596	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR023C"	"2k3x@A@313"	1	113	1	113	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR245C"	"2y9z@A@314"	1	287	789	1075	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR374C"	"4rcm@A@315"	2	164	141	303	"dN_dS_max_gap_ratio_0.5"	"NA"
"YMR146C"	"3zwl@D@316"	11	352	1	342	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNR024W"	"5vzj@L@317"	1	29	90	118	"dN_dS_max_gap_ratio_0.5"	"NA"
"YLR025W"	"5fd9@A@318"	1	125	18	142	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR325W"	"5oqq@B@319"	480	824	567	911	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR193C"	"4xiz@A@320"	1	170	1	170	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR193C"	"4xiz@B@321"	1	170	1	170	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR079C"	"4u1c@A@322"	1	271	225	495	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIR009W"	"6exn@Y@323"	1	87	24	110	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR182W"	"2xfv@A@324"	1	108	2	109	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR182W"	"2xfv@B@325"	1	108	2	109	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR021C"	"5h5f@A@326"	20	224	2	206	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YIL051C"	"3quw@A@327"	1	125	20	144	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR064W"	"6fai@N@328"	1	150	2	151	"dN_dS_max_gap_ratio_0.5"	"NA"
"YMR167W"	"4fmn@A@329"	1	265	505	769	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCL024W"	"3ost@A@330"	1	119	918	1036	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL016W"	"2li6@A@331"	1	116	390	505	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YFR033C"	"3cx5@F@332"	1	74	74	147	"dN_dS_max_gap_ratio_0.5"	"NA"
"YFR033C"	"3cx5@Q@333"	1	74	74	147	"dN_dS_max_gap_ratio_0.5"	"NA"
"YLR362W"	"1x9x@A@334"	1	62	22	83	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR362W"	"1x9x@B@335"	1	62	22	83	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR045C"	"4u3j@C@336"	1	241	319	559	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR010W"	"1j70@A@337"	2	512	1	511	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR010W"	"1j70@B@338"	2	512	1	511	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR010W"	"1j70@C@339"	1	511	1	511	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR167C"	"2oq2@C@340"	1	257	1	257	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR052C"	"1j5n@A@341"	1	93	1	93	"dN_dS_max_gap_ratio_0.5"	"NA"
"YPR052C"	"1lwm@A@342"	1	93	1	93	"dN_dS_max_gap_ratio_0.5"	"NA"
"YPR052C"	"1cg7@A@343"	1	93	1	93	"dN_dS_max_gap_ratio_0.5"	"NA"
"YNL142W"	"5aex@A@344"	1	456	2	457	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL142W"	"5aex@B@345"	1	456	2	457	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL142W"	"5aex@C@346"	1	456	2	457	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL142W"	"5aex@E@347"	1	456	2	457	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL142W"	"5aex@F@348"	1	456	2	457	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL135C"	"1yke@A@349"	1	98	108	205	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL135C"	"1yke@C@350"	1	98	108	205	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR058C"	"3j1o@N@351"	1	25	166	190	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOR174W"	"5sva@T@352"	1	91	37	127	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL127C"	"3fbn@B@353"	1	94	14	107	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL127C"	"3fbn@D@354"	1	94	14	107	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR041C"	"4gwp@F@355"	1	209	2	210	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR112C"	"4gwp@A@356"	1	112	20	131	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL040C"	"6fai@P@357"	1	127	16	142	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL111C"	"4a20@A@358"	1	80	72	151	"dN_dS_max_gap_ratio_0.5"	"NA"
"YOL111C"	"3lku@F@359"	1	54	3	56	"dN_dS_max_gap_ratio_0.5"	"NA"
"YMR190C"	"1d8b@A@360"	1	81	1271	1351	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL201C"	"3jc6@6@361"	1	99	97	195	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YAL030W"	"3b5n@A@362"	2	61	27	86	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YMR043W"	"1mnm@A@363"	1	85	15	99	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR013W"	"3jc6@A@364"	1	208	1	208	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL056W"	"1bm8@A@365"	1	99	4	102	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YAR007C"	"1ynx@A@366"	1	114	181	294	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL064C"	"5vso@A@367"	6	75	1	70	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YAR015W"	"1obg@A@368"	1	305	2	306	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGR287C"	"3aj7@A@369"	1	586	4	589	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR254W"	"4je3@B@370"	1	77	374	450	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YOL010W"	"5tzs@h@371"	1	355	7	361	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL006W"	"6emk@B@372"	1	300	3	302	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YNL006W"	"6emk@D@373"	1	300	3	302	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR183W"	"2p4q@A@374"	1	476	1	476	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR378C"	"4c92@F@375"	1	77	10	86	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL026W"	"4c92@B@376"	12	105	2	95	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR081W"	"4wfc@B@377"	1	118	3	120	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR438C-A"	"4n0a@A@378"	1	80	1	80	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR438C-A"	"4n0a@B@379"	1	80	1	80	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR451W"	"2er8@A@380"	1	68	32	99	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR451W"	"2er8@D@381"	1	68	32	99	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR344W"	"2ww9@L@382"	1	127	1	127	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL208W"	"2lbx@A@383"	1	121	36	156	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR435C"	"1rjd@A@384"	1	327	2	328	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR435C"	"1rjd@B@385"	1	327	2	328	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR435C"	"1rjd@C@386"	1	327	2	328	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR499W"	"5omd@A@387"	2	61	73	132	"dN_dS_max_gap_ratio_0.5"	"NA"
"YLR072W"	"5yqr@A@388"	161	268	161	268	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML054C"	"3ks0@A@389"	1	92	86	177	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YML054C"	"3ks0@B@390"	1	92	86	177	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR540C"	"5cog@B@391"	1	169	2	170	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBR199W"	"5a07@A@392"	1	395	70	464	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR057W"	"3tmk@A@393"	1	216	1	216	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR057W"	"3tmk@B@394"	1	216	1	216	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR057W"	"3tmk@F@395"	1	216	1	216	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YCL059C"	"4qmf@B@396"	1	175	38	212	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YBL098W"	"4j34@B@397"	2	390	1	389	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YLR191W"	"1jqq@B@398"	5	82	299	376	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDL087C"	"5uz5@H@399"	1	46	39	84	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YDR454C"	"1ex7@A@400"	1	186	2	187	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR135C"	"5x18@A@401"	1	294	62	355	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YHR135C"	"5x18@B@402"	1	294	62	355	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YJR121W"	"2wpd@E@403"	1	473	39	511	"dN_dS_max_gap_ratio_0.5"	"NA"
"YKL025C"	"4cyk@A@404"	1	41	1	41	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL018C"	"3uo3@A@405"	1	174	8	181	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL151C"	"6bk8@D@406"	1	359	93	451	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPR133C"	"3o8z@A@407"	5	152	148	295	"dN_dS_max_gap_ratio_0.5"	"NA"
"YDR513W"	"3d4m@A@408"	1	109	35	143	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YGL147C"	"5h4p-H-bundle1@H@409"	1	191	1	191	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@a@410"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@b@411"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@c@412"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@d@413"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@e@414"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@f@415"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@g@416"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@h@417"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@i@418"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@j@419"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@k@420"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@l@421"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@m@422"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@n@423"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
"YPL135W"	"5tre@o@424"	5	142	28	165	"dN_dS_max_gap_ratio_0.5"	"No interesting sites or related Ortholog groups!"
