	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041743_Candida_hawaiiana
292	OG0000292	YDL109C, YGL144C	genemark-flattened_line_6-processed-gene-5.21-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.21&CDS=1-2301
293	OG0000293	YDL130W	augustus_masked-flattened_line_4-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.8&CDS=1-315, genemark-flattened_line_20-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.55&CDS=1-312
294	OG0000294	YDL131W	augustus_masked-flattened_line_66-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.28&CDS=1-1284, augustus_masked-flattened_line_8-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.120&CDS=1-1263
295	OG0000295	YDL136W, YDL191W	augustus_masked-flattened_line_16-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.3&CDS=1-360
296	OG0000296	YDL137W, YDL192W	augustus_masked-flattened_line_16-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.2&CDS=1-543
297	OG0000297	YDL144C	augustus_masked-flattened_line_0-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.84&CDS=1-996, genemark-flattened_line_2-processed-gene-9.76-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.76&CDS=1-1767
298	OG0000298	YDL161W, YLR206W	augustus_masked-flattened_line_0-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.23&CDS=1-1446
299	OG0000299	YDL170W	augustus_masked-flattened_line_28-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.54&CDS=1-2412, genemark-flattened_line_0-processed-gene-8.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.104&CDS=1-1503
300	OG0000300	YDL175C, YIL079C	augustus_masked-flattened_line_0-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.88&CDS=1-945
301	OG0000301	YDL206W	augustus_masked-flattened_line_8-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.97&CDS=1-1992, snap_masked-flattened_line_52-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.115&CDS=1-1518
302	OG0000302	YDL224C, YNL197C	augustus_masked-flattened_line_18-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.52&CDS=1-1827
303	OG0000303	YDL246C, YJR159W	augustus_masked-flattened_line_6-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.8&CDS=1-1086
304	OG0000304	YDR069C, YER144C	augustus_masked-flattened_line_28-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.42&CDS=1-2379
305	OG0000305	YDR098C, YER174C	augustus_masked-flattened_line_20-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.90&CDS=1-714
306	OG0000306	YDR099W, YER177W	augustus_masked-flattened_line_0-processed-gene-9.261-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.261&CDS=1-771
307	OG0000307	YDR122W, YLR096W	augustus_masked-flattened_line_2-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.113&CDS=1-3651
308	OG0000308	YDR132C, YLR108C	augustus_masked-flattened_line_8-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.96&CDS=1-1260
309	OG0000309	YDR146C, YLR131C	augustus_masked-flattened_line_60-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.99&CDS=1-1953
310	OG0000310	YDR151C, YLR136C	augustus_masked-flattened_line_4-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.17&CDS=1-897
311	OG0000311	YDR182W	augustus_masked-flattened_line_0-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.76&CDS=1-1410, augustus_masked-flattened_line_2-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.56&CDS=1-1371
312	OG0000312	YDR185C, YLR168C	augustus_masked-flattened_line_2-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.82&CDS=1-678
313	OG0000313	YDR200C, YLR238W	genemark-flattened_line_2-processed-gene-6.98-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.98&CDS=1-1530
314	OG0000314	YDR213W, YLR228C	augustus_masked-flattened_line_16-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.42&CDS=1-1782
315	OG0000315	YDR247W, YPL026C	augustus_masked-flattened_line_58-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.45&CDS=1-1167
316	OG0000316	YDR251W, YPL032C	augustus_masked-flattened_line_32-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.74&CDS=1-2820
317	OG0000317	YDR252W, YPL037C	augustus_masked-flattened_line_0-processed-gene-9.235-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.235&CDS=1-441
318	OG0000318	YDR253C, YPL038W	genemark-flattened_line_20-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.91&CDS=1-795
319	OG0000319	YDR259C, YOR028C	augustus_masked-flattened_line_22-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.214&CDS=1-642
320	OG0000320	YDR263C, YOR033C	genemark-flattened_line_20-processed-gene-3.132-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.132&CDS=1-1929
321	OG0000321	YDR264C, YOR034C	augustus_masked-flattened_line_20-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.86&CDS=1-2433
322	OG0000322	YDR272W, YOR040W	augustus_masked-flattened_line_14-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.54&CDS=1-765
323	OG0000323	YDR277C, YOR047C	augustus_masked-flattened_line_0-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.87&CDS=1-1059
324	OG0000324	YDR284C	augustus_masked-flattened_line_24-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.57&CDS=1-801, augustus_masked-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.58&CDS=1-870
325	OG0000325	YDR300C, YHR033W	augustus_masked-flattened_line_52-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.47&CDS=1-1269
326	OG0000326	YDR312W, YHR066W	augustus_masked-flattened_line_18-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.26&CDS=1-1212
327	OG0000327	YDR348C, YHR097C	maker-flattened_line_0-augustus-gene-5.73-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.73&CDS=1-1254
328	OG0000328	YDR351W, YHR103W	augustus_masked-flattened_line_4-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.77&CDS=1-2472
329	OG0000329	YDR353W, YHR106W	maker-flattened_line_2-augustus-gene-9.7-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-9.7&CDS=1-1230
330	OG0000330	YDR358W, YHR108W	augustus_masked-flattened_line_2-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.46&CDS=1-1740
331	OG0000331	YDR379W, YOR127W	augustus_masked-flattened_line_22-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.12&CDS=1-3483
332	OG0000332	YDR382W	augustus_masked-flattened_line_20-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.68&CDS=1-327, augustus_masked-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.76&CDS=1-369
333	OG0000333	YDR389W, YOR134W	augustus_masked-flattened_line_8-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.112&CDS=1-2865
334	OG0000334	YDR409W, YOR156C	augustus_masked-flattened_line_2-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.74&CDS=1-3225
335	OG0000335	YDR418W, YEL054C	augustus_masked-flattened_line_6-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.122&CDS=1-495
336	OG0000336	YDR447C, YML024W	augustus_masked-flattened_line_48-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.94&CDS=1-411
337	OG0000337	YDR450W, YML026C	augustus_masked-flattened_line_20-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.69&CDS=1-435
338	OG0000338	YDR451C, YML027W	augustus_masked-flattened_line_36-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.114&CDS=1-1164
339	OG0000339	YDR453C, YML028W	augustus_masked-flattened_line_2-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.61&CDS=1-588
340	OG0000340	YDR458C, YML034W	augustus_masked-flattened_line_0-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.35&CDS=1-2454
341	OG0000341	YDR471W, YHR010W	maker-flattened_line_8-augustus-gene-3.45-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.45&CDS=1-408
342	OG0000342	YDR475C, YOR019W	augustus_masked-flattened_line_4-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.94&CDS=1-1974
343	OG0000343	YDR490C	augustus_masked-flattened_line_12-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.67&CDS=1-2529, augustus_masked-flattened_line_8-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.113&CDS=1-3177
344	OG0000344	YDR497C, YOL103W	maker-flattened_line_6-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.1&CDS=1-2847
345	OG0000345	YDR500C, YLR185W	augustus_masked-flattened_line_24-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.69&CDS=1-261
346	OG0000346	YDR501W, YLR183C	augustus_masked-flattened_line_24-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.53&CDS=1-1488
347	OG0000347	YDR502C, YLR180W	augustus_masked-flattened_line_8-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.83&CDS=1-1146
348	OG0000348	YDR505C, YLR177W	augustus_masked-flattened_line_24-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.56&CDS=1-2409
349	OG0000349	YEL007W, YHR177W	augustus_masked-flattened_line_18-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.21&CDS=1-1143
350	OG0000350	YEL022W, YJR031C	augustus_masked-flattened_line_18-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.18&CDS=1-4491
351	OG0000351	YEL034W, YJR047C	genemark-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.54&CDS=1-474
352	OG0000352	YEL039C, YJR048W	maker-flattened_line_0-snap-gene-1.113-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.113&CDS=1-1992
353	OG0000353	YEL041W, YJR049C	genemark-flattened_line_0-processed-gene-8.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.97&CDS=1-1593
354	OG0000354	YEL046C	augustus_masked-flattened_line_6-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.184&CDS=1-1113, genemark-flattened_line_4-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.122&CDS=1-1146
355	OG0000355	YEL047C, YJR051W	augustus_masked-flattened_line_8-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.128&CDS=1-1926
356	OG0000356	YEL060C	augustus_masked-flattened_line_0-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.2&CDS=1-1398, augustus_masked-flattened_line_12-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.56&CDS=1-1689
357	OG0000357	YEL066W, YPR193C	augustus_masked-flattened_line_4-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.80&CDS=1-453
358	OG0000358	YER027C, YGL208W	augustus_masked-flattened_line_20-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.71&CDS=1-1137
359	OG0000359	YER031C, YGL210W	augustus_masked-flattened_line_16-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.34&CDS=1-657
360	OG0000360	YER037W, YGL224C	augustus_masked-flattened_line_12-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.78&CDS=1-801
361	OG0000361	YER045C, YIL036W	genemark-flattened_line_64-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.59&CDS=1-1122
362	OG0000362	YER056C-A, YIL052C	augustus_masked-flattened_line_12-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.79&CDS=1-351
363	OG0000363	YER057C, YIL051C	augustus_masked-flattened_line_12-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.77&CDS=1-459
364	OG0000364	YER059W, YIL050W	augustus_masked-flattened_line_10-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.78&CDS=1-1938
365	OG0000365	YER062C, YIL053W	augustus_masked-flattened_line_22-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.231&CDS=1-759
366	OG0000366	YER064C, YIL056W	snap_masked-flattened_line_14-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.33&CDS=1-1674
367	OG0000367	YER066W, YFL009W	augustus_masked-flattened_line_0-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.1&CDS=1-2130
368	OG0000368	YER067W, YIL057C	augustus_masked-flattened_line_32-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.132&CDS=1-591
369	OG0000369	YER109C, YMR164C	maker-flattened_line_4-snap-gene-2.1-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.1&CDS=1-2412
370	OG0000370	YER131W, YGL189C	augustus_masked-flattened_line_22-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.7&CDS=1-360
371	OG0000371	YER132C, YGL197W	augustus_masked-flattened_line_4-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.10&CDS=1-4302
372	OG0000372	YER166W	augustus_masked-flattened_line_30-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.83&CDS=1-7452, augustus_masked-flattened_line_8-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.86&CDS=1-4734
373	OG0000373	YER175C	augustus_masked-flattened_line_10-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.154&CDS=1-870, augustus_masked-flattened_line_50-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.68&CDS=1-927
374	OG0000374	YFL004W, YPL019C	augustus_masked-flattened_line_46-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.22&CDS=1-2439
375	OG0000375	YFL034C-A, YLR061W	augustus_masked-flattened_line_2-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.90&CDS=1-354
376	OG0000376	YFL048C, YLR080W	genemark-flattened_line_46-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.69&CDS=1-1371
377	OG0000377	YFL053W, YML070W	augustus_masked-flattened_line_8-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.100&CDS=1-1770
378	OG0000378	YFR013W, YOL017W	augustus_masked-flattened_line_6-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.20&CDS=1-2067
379	OG0000379	YFR015C, YLR258W	maker-flattened_line_2-augustus-gene-8.101-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.101&CDS=1-2508
380	OG0000380	YGL031C, YGR148C	augustus_masked-flattened_line_4-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.98&CDS=1-459
381	OG0000381	YGL049C, YGR162W	augustus_masked-flattened_line_2-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.64&CDS=1-2898
382	OG0000382	YGL066W	augustus_masked-flattened_line_0-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.90&CDS=1-3033, augustus_masked-flattened_line_8-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.113&CDS=1-3201
383	OG0000383	YGL082W, YPL191C	augustus_masked-flattened_line_62-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.56&CDS=1-1320
384	OG0000384	YGL089C, YPL187W	augustus_masked-flattened_line_60-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.103&CDS=1-465
385	OG0000385	YGL096W, YPL177C	augustus_masked-flattened_line_46-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.42&CDS=1-627
386	OG0000386	YGL133W, YPL216W	augustus_masked-flattened_line_16-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.71&CDS=1-3609
387	OG0000387	YGL135W, YPL220W	augustus_masked-flattened_line_10-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.66&CDS=1-651
388	OG0000388	YGL147C, YNL067W	augustus_masked-flattened_line_30-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.94&CDS=1-573
389	OG0000389	YGL162W, YPR009W	augustus_masked-flattened_line_6-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.138&CDS=1-945
390	OG0000390	YGL179C	augustus_masked-flattened_line_44-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.22&CDS=1-2055, genemark-flattened_line_10-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.116&CDS=1-3234
391	OG0000391	YGL186C	augustus_masked-flattened_line_0-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.30&CDS=1-1641, augustus_masked-flattened_line_24-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.125&CDS=1-1755
392	OG0000392	YGR008C, YLR327C	augustus_masked-flattened_line_44-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.40&CDS=1-273
393	OG0000393	YGR019W	augustus_masked-flattened_line_10-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.60&CDS=1-1410, augustus_masked-flattened_line_20-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.16&CDS=1-1482
394	OG0000394	YGR027C, YLR333C	augustus_masked-flattened_line_18-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.64&CDS=1-735
395	OG0000395	YGR034W, YLR344W	maker-flattened_line_0-augustus-gene-9.277-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.277&CDS=1-381
396	OG0000396	YGR038W, YLR350W	genemark-flattened_line_52-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.60&CDS=1-582
397	OG0000397	YGR043C, YLR354C	maker-flattened_line_52-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.0&CDS=1-1539
398	OG0000398	YGR056W, YLR357W	augustus_masked-flattened_line_2-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.104&CDS=1-2142
399	OG0000399	YGR060W	augustus_masked-flattened_line_18-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.9&CDS=1-909, augustus_masked-flattened_line_52-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.36&CDS=1-975
400	OG0000400	YGR070W, YLR371W	snap_masked-flattened_line_12-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.101&CDS=1-3354
401	OG0000401	YGR085C, YPR102C	augustus_masked-flattened_line_14-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.59&CDS=1-516
402	OG0000402	YGR086C	augustus_masked-flattened_line_54-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.27&CDS=1-924, maker-flattened_line_18-snap-gene-1.81-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.81&CDS=1-2085
403	OG0000403	YGR092W, YPR111W	augustus_masked-flattened_line_50-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.78&CDS=1-1800
404	OG0000404	YGR110W	augustus_masked-flattened_line_12-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.79&CDS=1-1086, augustus_masked-flattened_line_20-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.80&CDS=1-1398
405	OG0000405	YGR118W, YPR132W	augustus_masked-flattened_line_18-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.22&CDS=1-435
406	OG0000406	YGR121C, YPR138C	augustus_masked-flattened_line_6-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.132&CDS=1-1440
407	OG0000407	YGR131W, YPR149W	augustus_masked-flattened_line_16-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.4&CDS=1-507
408	OG0000408	YGR136W, YPR154W	genemark-flattened_line_16-processed-gene-4.117-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-4.117&CDS=1-894
409	OG0000409	YGR138C, YPR156C	augustus_masked-flattened_line_4-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.79&CDS=1-1713
410	OG0000410	YGR143W, YPR159W	genemark-flattened_line_16-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.41&CDS=1-3801
411	OG0000411	YGR189C	augustus_masked-flattened_line_26-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.58&CDS=1-1356, genemark-flattened_line_6-processed-gene-6.116-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.116&CDS=1-825
412	OG0000412	YGR209C, YLR043C	augustus_masked-flattened_line_36-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.105&CDS=1-315
413	OG0000413	YGR214W, YLR048W	augustus_masked-flattened_line_6-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.118&CDS=1-795
414	OG0000414	YGR238C, YHR158C	augustus_masked-flattened_line_64-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.34&CDS=1-3354
415	OG0000415	YGR241C, YHR161C	augustus_masked-flattened_line_6-processed-gene-6.194-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.194&CDS=1-2004
416	OG0000416	YGR243W, YHR162W	augustus_masked-flattened_line_10-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.34&CDS=1-360
417	OG0000417	YGR248W, YHR163W	augustus_masked-flattened_line_2-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.110&CDS=1-771
418	OG0000418	YGR260W	augustus_masked-flattened_line_16-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.116&CDS=1-1545, augustus_masked-flattened_line_22-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.115&CDS=1-1521
419	OG0000419	YGR263C	augustus_masked-flattened_line_28-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.62&CDS=1-1239, augustus_masked-flattened_line_8-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.97&CDS=1-1167
420	OG0000420	YGR281W	augustus_masked-flattened_line_14-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.49&CDS=1-4236, snap_masked-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.89&CDS=1-9597
421	OG0000421	YHL001W, YKL006W	maker-flattened_line_24-augustus-gene-2.177-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-2.177&CDS=1-390
422	OG0000422	YHL003C, YKL008C	augustus_masked-flattened_line_22-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.128&CDS=1-1113
423	OG0000423	YHL017W, YKL039W	augustus_masked-flattened_line_0-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.14&CDS=1-1638
424	OG0000424	YHR021C, YKL156W	augustus_masked-flattened_line_18-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.9&CDS=1-246
425	OG0000425	YHR028C	augustus_masked-flattened_line_0-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.28&CDS=1-2559, augustus_masked-flattened_line_2-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.78&CDS=1-2718
426	OG0000426	YHR076W	augustus_masked-flattened_line_22-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.170&CDS=1-1725, genemark-flattened_line_16-processed-gene-4.118-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-4.118&CDS=1-1104
427	OG0000427	YHR115C, YNL116W	augustus_masked-flattened_line_4-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.81&CDS=1-1515
428	OG0000428	YHR117W, YNL121C	genemark-flattened_line_2-processed-gene-8.28-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.28&CDS=1-1767
