	OrthologID	Saccharomyces_cerevisiae	yHAB147_Kazachstania_taianensis
819	OG0000819	YDL135C	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.75&CDS=1-600
820	OG0000820	YDL137W	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.80&CDS=1-543
821	OG0000821	YDL139C	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.81&CDS=1-651
822	OG0000822	YDL140C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.7&CDS=1-5181
823	OG0000823	YDL141W	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.95&CDS=1-2274
824	OG0000824	YDL143W	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.96&CDS=1-1593
825	OG0000825	YDL144C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.8&CDS=1-1065
826	OG0000826	YDL145C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.134&CDS=1-3609
827	OG0000827	YDL146W	maker-NODE_11_length_309691_cov_49.4167_ID_21-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_11_length_309691_cov_49.4167_ID_21-snap-gene-1.0&CDS=1-1467
828	OG0000828	YDL147W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.20&CDS=1-1332
829	OG0000829	YDL148C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.9&CDS=1-2430
830	OG0000830	YDL149W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.21&CDS=1-2772
831	OG0000831	YDL150W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.22&CDS=1-1347
832	OG0000832	YDL153C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.10&CDS=1-1821
833	OG0000833	YDL154W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.23&CDS=1-3399
834	OG0000834	YDL156W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.24&CDS=1-1563
835	OG0000835	YDL159W	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.104&CDS=1-1686
836	OG0000836	YDL160C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.11&CDS=1-1506
837	OG0000837	YDL164C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.30&CDS=1-2166
838	OG0000838	YDL165W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.13&CDS=1-576
839	OG0000839	YDL166C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.28&CDS=1-660
840	OG0000840	YDL167C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.27&CDS=1-1350
841	OG0000841	YDL168W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.12&CDS=1-1152
842	OG0000842	YDL169C	snap_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.49&CDS=1-504
843	OG0000843	YDL171C	genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.90&CDS=1-6210
844	OG0000844	YDL174C	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.15&CDS=1-1764
845	OG0000845	YDL178W	genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.26&CDS=1-1581
846	OG0000846	YDL181W	snap_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.172&CDS=1-207
847	OG0000847	YDL185W	augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_309691_cov_49.4167_ID_21-processed-gene-1.3&CDS=1-1851
848	OG0000848	YDL190C	augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.139&CDS=1-2898
849	OG0000849	YDL193W	genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.18&CDS=1-1062
850	OG0000850	YDL195W	genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_23_length_178365_cov_50.7268_ID_45-processed-gene-0.17&CDS=1-3834
851	OG0000851	YDL198C	genemark-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.54&CDS=1-903
852	OG0000852	YDL200C	snap_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.131&CDS=1-546
853	OG0000853	YDL202W	augustus_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.162&CDS=1-705
854	OG0000854	YDL203C	augustus_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.189&CDS=1-1188
855	OG0000855	YDL205C	augustus_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.188&CDS=1-981
856	OG0000856	YDL207W	maker-NODE_14_length_255832_cov_91.9708_ID_27-snap-gene-1.74-mRNA-1_1&gene=maker-NODE_14_length_255832_cov_91.9708_ID_27-snap-gene-1.74&CDS=1-3507
857	OG0000857	YDL208W	augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_493441_cov_51.2922_ID_5-processed-gene-0.71&CDS=1-450
858	OG0000858	YDL209C	genemark-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_14_length_255832_cov_91.9708_ID_27-processed-gene-1.49&CDS=1-1005
859	OG0000859	YDL210W	augustus_masked-NODE_13_length_277020_cov_51.601_ID_25-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_13_length_277020_cov_51.601_ID_25-processed-gene-0.53&CDS=1-1716
860	OG0000860	YDL212W	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.47&CDS=1-627
861	OG0000861	YDL213C	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.20&CDS=1-627
862	OG0000862	YDL215C	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.21&CDS=1-3468
863	OG0000863	YDL216C	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.22&CDS=1-1392
864	OG0000864	YDL217C	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.23&CDS=1-582
865	OG0000865	YDL218W	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.49&CDS=1-939
866	OG0000866	YDL219W	genemark-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.165-mRNA-1_1&gene=genemark-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.165&CDS=1-486
867	OG0000867	YDL220C	snap_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.78&CDS=1-2538
868	OG0000868	YDL225W	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.51&CDS=1-1617
869	OG0000869	YDL226C	augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_31_length_133858_cov_48.3574_ID_61-processed-gene-0.27&CDS=1-1131
870	OG0000870	YDL227C	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.59&CDS=1-1758
871	OG0000871	YDL230W	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.72&CDS=1-1014
872	OG0000872	YDL231C	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.60&CDS=1-3228
873	OG0000873	YDL233W	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.73&CDS=1-1281
874	OG0000874	YDL234C	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.62&CDS=1-2988
875	OG0000875	YDL236W	augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.75&CDS=1-924
876	OG0000876	YDL238C	genemark-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.97&CDS=1-1416
877	OG0000877	YDL240W	genemark-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_7_length_410651_cov_51.2912_ID_13-processed-gene-3.116&CDS=1-2157
878	OG0000878	YDR001C	augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.12&CDS=1-2325
879	OG0000879	YDR002W	augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.1&CDS=1-603
880	OG0000880	YDR004W	augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.51&CDS=1-1440
881	OG0000881	YDR005C	augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.40&CDS=1-1353
882	OG0000882	YDR006C	augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_222083_cov_51.2016_ID_31-processed-gene-0.39&CDS=1-3144
883	OG0000883	YDR007W	genemark-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_47_length_84853_cov_50.2477_ID_93-processed-gene-0.58&CDS=1-681
884	OG0000884	YDR013W	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.36&CDS=1-702
885	OG0000885	YDR014W	snap_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.22&CDS=1-1866
886	OG0000886	YDR016C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.34&CDS=1-330
887	OG0000887	YDR017C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.33&CDS=1-2967
888	OG0000888	YDR019C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.32&CDS=1-1224
889	OG0000889	YDR020C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.31&CDS=1-669
890	OG0000890	YDR021W	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.46&CDS=1-1200
891	OG0000891	YDR022C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.30&CDS=1-555
892	OG0000892	YDR023W	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.45&CDS=1-1374
893	OG0000893	YDR026C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.29&CDS=1-2037
894	OG0000894	YDR027C	genemark-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.55&CDS=1-2583
895	OG0000895	YDR028C	augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_71_length_58823_cov_49.7722_ID_141-processed-gene-0.27&CDS=1-2757
896	OG0000896	YDR032C	genemark-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.94&CDS=1-594
897	OG0000897	YDR034C	maker-NODE_19_length_200250_cov_52.2008_ID_37-augustus-gene-1.109-mRNA-1_1&gene=maker-NODE_19_length_200250_cov_52.2008_ID_37-augustus-gene-1.109&CDS=1-4125
898	OG0000898	YDR035W	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.29&CDS=1-1116
899	OG0000899	YDR036C	genemark-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.91&CDS=1-1392
900	OG0000900	YDR037W	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.28&CDS=1-1773
901	OG0000901	YDR041W	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.27&CDS=1-633
902	OG0000902	YDR043C	genemark-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.88&CDS=1-624
903	OG0000903	YDR044W	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.26&CDS=1-984
904	OG0000904	YDR047W	maker-NODE_19_length_200250_cov_52.2008_ID_37-augustus-gene-1.110-mRNA-1_1&gene=maker-NODE_19_length_200250_cov_52.2008_ID_37-augustus-gene-1.110&CDS=1-2937
905	OG0000905	YDR050C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.12&CDS=1-744
906	OG0000906	YDR051C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.11&CDS=1-996
907	OG0000907	YDR052C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.10&CDS=1-1974
908	OG0000908	YDR054C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.9&CDS=1-924
909	OG0000909	YDR056C	augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.8&CDS=1-648
910	OG0000910	YDR057W	snap_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_19_length_200250_cov_52.2008_ID_37-processed-gene-1.57&CDS=1-2136
911	OG0000911	YDR058C	augustus_masked-NODE_10_length_328113_cov_49.6167_ID_19-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_328113_cov_49.6167_ID_19-processed-gene-2.55&CDS=1-1221
912	OG0000912	YDR060W	augustus_masked-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_509446_cov_49.8933_ID_3-processed-gene-2.17&CDS=1-3009
913	OG0000913	YDR061W	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.68&CDS=1-1593
914	OG0000914	YDR062W	maker-NODE_50_length_81755_cov_50.0807_ID_99-snap-gene-0.64-mRNA-1_1&gene=maker-NODE_50_length_81755_cov_50.0807_ID_99-snap-gene-0.64&CDS=1-2601
915	OG0000915	YDR065W	snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.36&CDS=1-1116
916	OG0000916	YDR067C	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.83&CDS=1-636
917	OG0000917	YDR068W	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.71&CDS=1-1011
918	OG0000918	YDR069C	genemark-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.18&CDS=1-3006
919	OG0000919	YDR070C	snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.52&CDS=1-291
920	OG0000920	YDR071C	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.87&CDS=1-603
921	OG0000921	YDR072C	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.88&CDS=1-1464
922	OG0000922	YDR073W	genemark-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.6&CDS=1-495
923	OG0000923	YDR074W	genemark-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.7&CDS=1-2757
924	OG0000924	YDR075W	genemark-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_56_length_76205_cov_56.1241_ID_111-processed-gene-0.16&CDS=1-924
925	OG0000925	YDR076W	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.73&CDS=1-1311
926	OG0000926	YDR078C	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.89&CDS=1-810
927	OG0000927	YDR079C-A	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.90&CDS=1-216
928	OG0000928	YDR079W	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.75&CDS=1-333
929	OG0000929	YDR080W	augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.76&CDS=1-2673
930	OG0000930	YDR081C	snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_50_length_81755_cov_50.0807_ID_99-processed-gene-0.57&CDS=1-2487
931	OG0000931	YDR083W	genemark-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.244-mRNA-1_1&gene=genemark-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.244&CDS=1-1071
932	OG0000932	YDR084C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.34&CDS=1-624
933	OG0000933	YDR085C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.33&CDS=1-1179
934	OG0000934	YDR086C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.32&CDS=1-216
935	OG0000935	YDR087C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.31&CDS=1-2010
936	OG0000936	YDR089W	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.71&CDS=1-2505
937	OG0000937	YDR091C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.29&CDS=1-1821
938	OG0000938	YDR092W	genemark-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.242-mRNA-1_1&gene=genemark-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.242&CDS=1-459
939	OG0000939	YDR097C	augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_472607_cov_50.686_ID_7-processed-gene-3.28&CDS=1-3642
