	OrthologID	Candida_glabrata	Saccharomyces_cerevisiae
162	OG0000162	snap_masked-CR380947-processed-gene-1.97-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-1.97&CDS=1-465	YGL031C, YGR148C
163	OG0000163	snap_masked-CR380947-processed-gene-2.79-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-2.79&CDS=1-2598, snap_masked-CR380958-processed-gene-12.16-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.16&CDS=1-2439	YHR103W
164	OG0000164	snap_masked-CR380947-processed-gene-2.81-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-2.81&CDS=1-957, snap_masked-CR380955-processed-gene-1.93-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.93&CDS=1-966	YDR353W
165	OG0000165	augustus_masked-CR380955-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-1.6&CDS=1-1173, genemark-CR380947-processed-gene-2.35-mRNA-1_1&gene=genemark-CR380947-processed-gene-2.35&CDS=1-1182	YHR107C
166	OG0000166	snap_masked-CR380947-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.5&CDS=1-930, snap_masked-CR380955-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.95&CDS=1-930	YOR120W
167	OG0000167	snap_masked-CR380947-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.21&CDS=1-2526	YDR385W, YOR133W
168	OG0000168	augustus_masked-CR380947-processed-gene-3.255-mRNA-1_1&gene=augustus_masked-CR380947-processed-gene-3.255&CDS=1-603	YBL027W, YBR084C-A
169	OG0000169	snap_masked-CR380947-processed-gene-3.71-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.71&CDS=1-612	YLR029C, YMR121C
170	OG0000170	augustus_masked-CR380947-processed-gene-3.268-mRNA-1_1&gene=augustus_masked-CR380947-processed-gene-3.268&CDS=1-1530	YDL161W, YLR206W
171	OG0000171	augustus_masked-CR380955-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-4.62&CDS=1-1836, snap_masked-CR380947-processed-gene-3.89-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.89&CDS=1-1932	YBL054W
172	OG0000172	snap_masked-CR380947-processed-gene-3.90-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.90&CDS=1-1356, snap_masked-CR380955-processed-gene-4.98-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-4.98&CDS=1-1377	YBL056W
173	OG0000173	snap_masked-CR380947-processed-gene-3.51-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.51&CDS=1-624	YBL072C, YER102W
174	OG0000174	snap_masked-CR380947-processed-gene-3.99-mRNA-1_1&gene=snap_masked-CR380947-processed-gene-3.99&CDS=1-1458, snap_masked-CR380954-processed-gene-7.121-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-7.121&CDS=1-1458	YGL253W
175	OG0000175	snap_masked-CR380948-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-0.84&CDS=1-573	YCL066W, YCR040W
176	OG0000176	snap_masked-CR380948-processed-gene-0.75-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-0.75&CDS=1-1248, snap_masked-CR380954-processed-gene-1.20-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.20&CDS=1-1275	YCL048W
177	OG0000177	augustus_masked-CR380948-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-CR380948-processed-gene-1.44&CDS=1-2232, snap_masked-CR380956-processed-gene-8.30-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-8.30&CDS=1-2403	YLR177W
178	OG0000178	snap_masked-CR380948-processed-gene-1.87-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-1.87&CDS=1-1146, snap_masked-CR380956-processed-gene-8.28-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-8.28&CDS=1-1149	YLR180W
179	OG0000179	augustus_masked-CR380948-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-CR380948-processed-gene-1.48&CDS=1-267	YDR500C, YLR185W
180	OG0000180	snap_masked-CR380948-processed-gene-1.92-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-1.92&CDS=1-3741	YCL068C, YCR038C
181	OG0000181	snap_masked-CR380948-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-1.121&CDS=1-2073	YDR107C, YLR083C
182	OG0000182	snap_masked-CR380948-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-1.108&CDS=1-2832, snap_masked-CR380959-processed-gene-11.97-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-11.97&CDS=1-3576	YDR122W
183	OG0000183	snap_masked-CR380948-processed-gene-2.36-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-2.36&CDS=1-1707, snap_masked-CR380957-processed-gene-4.75-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-4.75&CDS=1-1746	YGR055W
184	OG0000184	augustus_masked-CR380948-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-CR380948-processed-gene-3.25&CDS=1-2781, snap_masked-CR380954-processed-gene-2.94-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-2.94&CDS=1-5355	YJL076W
185	OG0000185	augustus_masked-CR380957-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-5.107&CDS=1-4059, snap_masked-CR380948-processed-gene-3.109-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-3.109&CDS=1-4065	YLR256W
186	OG0000186	snap_masked-CR380948-processed-gene-4.13-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-4.13&CDS=1-2700, snap_masked-CR380953-processed-gene-3.81-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-3.81&CDS=1-3183	YGR097W
187	OG0000187	snap_masked-CR380948-processed-gene-4.33-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-4.33&CDS=1-1086	YBR031W, YDR012W
188	OG0000188	maker-CR380948-snap-gene-4.3-mRNA-1_1&gene=maker-CR380948-snap-gene-4.3&CDS=1-1665, snap_masked-CR380953-processed-gene-6.107-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.107&CDS=1-2199	YNL101W
189	OG0000189	snap_masked-CR380948-processed-gene-4.39-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-4.39&CDS=1-1017	YNL098C, YOR101W
190	OG0000190	snap_masked-CR380948-processed-gene-4.42-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-4.42&CDS=1-3288, snap_masked-CR380953-processed-gene-4.113-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-4.113&CDS=1-2877	YOR109W
191	OG0000191	snap_masked-CR380948-processed-gene-4.23-mRNA-1_1&gene=snap_masked-CR380948-processed-gene-4.23&CDS=1-1257, snap_masked-CR380954-processed-gene-3.124-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.124&CDS=1-1329	YNL004W
192	OG0000192	snap_masked-CR380949-processed-gene-1.28-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-1.28&CDS=1-2691, snap_masked-CR380950-processed-gene-1.125-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.125&CDS=1-2718	YIL109C
193	OG0000193	snap_masked-CR380949-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-1.29&CDS=1-2286, snap_masked-CR380950-processed-gene-1.126-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.126&CDS=1-2418	YIL107C
194	OG0000194	snap_masked-CR380949-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-1.36&CDS=1-492	YBR244W, YIR037W
195	OG0000195	augustus_masked-CR380953-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-3.28&CDS=1-2754, snap_masked-CR380949-processed-gene-2.0-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-2.0&CDS=1-2997	YER114C
196	OG0000196	snap_masked-CR380949-processed-gene-2.49-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-2.49&CDS=1-1947, snap_masked-CR380952-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-3.35&CDS=1-1824	YOR267C
197	OG0000197	snap_masked-CR380949-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.9&CDS=1-759, snap_masked-CR380951-processed-gene-3.89-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-3.89&CDS=1-768	YLL041C
198	OG0000198	snap_masked-CR380949-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.28&CDS=1-1956, snap_masked-CR380951-processed-gene-3.111-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-3.111&CDS=1-1806	YLL043W
199	OG0000199	snap_masked-CR380949-processed-gene-3.11-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.11&CDS=1-4944, snap_masked-CR380951-processed-gene-3.94-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-3.94&CDS=1-4977	YLL048C
200	OG0000200	snap_masked-CR380949-processed-gene-3.30-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.30&CDS=1-1164	YCR094W, YNR048W
201	OG0000201	maker-CR380951-snap-gene-0.1-mRNA-1_1&gene=maker-CR380951-snap-gene-0.1&CDS=1-2076, snap_masked-CR380949-processed-gene-3.22-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.22&CDS=1-1929	YCR084C
202	OG0000202	snap_masked-CR380949-processed-gene-4.143-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.143&CDS=1-2250, snap_masked-CR380959-processed-gene-10.13-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-10.13&CDS=1-2307	YDR001C
203	OG0000203	snap_masked-CR380949-processed-gene-4.178-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.178&CDS=1-387	YBL002W, YDR224C
204	OG0000204	snap_masked-CR380949-processed-gene-4.154-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.154&CDS=1-2238, snap_masked-CR380957-processed-gene-1.49-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.49&CDS=1-1986	YAR035W
205	OG0000205	snap_masked-CR380949-processed-gene-4.155-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.155&CDS=1-3543, snap_masked-CR380957-processed-gene-1.48-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.48&CDS=1-3747	YAR042W
206	OG0000206	snap_masked-CR380949-processed-gene-4.164-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.164&CDS=1-1527, snap_masked-CR380957-processed-gene-1.40-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.40&CDS=1-1557	YOL068C
207	OG0000207	snap_masked-CR380950-processed-gene-0.1-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.1&CDS=1-1380	YAL062W, YOR375C
208	OG0000208	snap_masked-CR380950-processed-gene-0.20-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.20&CDS=1-2223, snap_masked-CR380952-processed-gene-5.8-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-5.8&CDS=1-2082	YLR413W
209	OG0000209	augustus_masked-CR380950-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-0.59&CDS=1-339	YDL075W, YLR406C
210	OG0000210	maker-CR380950-snap-gene-1.45-mRNA-1_1&gene=maker-CR380950-snap-gene-1.45&CDS=1-1515, snap_masked-CR380959-processed-gene-9.49-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-9.49&CDS=1-1389	YLR403W
211	OG0000211	snap_masked-CR380950-processed-gene-1.119-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.119&CDS=1-300	YDL061C, YLR388W
212	OG0000212	snap_masked-CR380950-processed-gene-1.122-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.122&CDS=1-1248, snap_masked-CR380954-processed-gene-4.107-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-4.107&CDS=1-1335	YLR380W
213	OG0000213	snap_masked-CR380950-processed-gene-1.123-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.123&CDS=1-1083, snap_masked-CR380954-processed-gene-4.106-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-4.106&CDS=1-1083	YDL055C
214	OG0000214	snap_masked-CR380950-processed-gene-1.132-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.132&CDS=1-1983, snap_masked-CR380957-processed-gene-12.7-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-12.7&CDS=1-2355	YBR108W
215	OG0000215	snap_masked-CR380950-processed-gene-2.84-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.84&CDS=1-5355, snap_masked-CR380957-processed-gene-1.29-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-1.29&CDS=1-4713	YGL197W
216	OG0000216	snap_masked-CR380950-processed-gene-2.87-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.87&CDS=1-1254, snap_masked-CR380956-processed-gene-4.28-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-4.28&CDS=1-1257	YLR027C
217	OG0000217	snap_masked-CR380950-processed-gene-2.103-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.103&CDS=1-2901	YCR106W, YLL054C
218	OG0000218	snap_masked-CR380950-processed-gene-3.13-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.13&CDS=1-1092, snap_masked-CR380950-processed-gene-5.59-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-5.59&CDS=1-1341	YLR019W
219	OG0000219	snap_masked-CR380950-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.35&CDS=1-1623, snap_masked-CR380950-processed-gene-5.20-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-5.20&CDS=1-1407	YLR020C
220	OG0000220	snap_masked-CR380950-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-4.92&CDS=1-1455, snap_masked-CR380954-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-1.36&CDS=1-1281	YDR300C
221	OG0000221	snap_masked-CR380950-processed-gene-4.102-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-4.102&CDS=1-906, snap_masked-CR380956-processed-gene-10.204-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-10.204&CDS=1-918	YMR079W
222	OG0000222	augustus_masked-CR380950-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-4.64&CDS=1-1143	YOR390W, YPL279C
223	OG0000223	augustus_masked-CR380959-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-11.4&CDS=1-999, snap_masked-CR380950-processed-gene-4.130-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-4.130&CDS=1-1188	YPR120C
224	OG0000224	snap_masked-CR380950-processed-gene-4.112-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-4.112&CDS=1-1056, snap_masked-CR380955-processed-gene-1.132-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-1.132&CDS=1-1047	YPR127W
225	OG0000225	augustus_masked-CR380955-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-10.42&CDS=1-1434, snap_masked-CR380950-processed-gene-4.133-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-4.133&CDS=1-1356	YPR138C
226	OG0000226	maker-CR380950-augustus-gene-5.135-mRNA-1_1&gene=maker-CR380950-augustus-gene-5.135&CDS=1-1524	YLR307W, YLR308W
227	OG0000227	snap_masked-CR380951-processed-gene-1.88-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-1.88&CDS=1-1359	YDR151C, YLR136C
228	OG0000228	augustus_masked-CR380959-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-4.85&CDS=1-1167, snap_masked-CR380951-processed-gene-1.91-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-1.91&CDS=1-1299	YLR130C
229	OG0000229	snap_masked-CR380951-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-1.98&CDS=1-2409	YFL050C, YOL130W
230	OG0000230	snap_masked-CR380951-processed-gene-2.5-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-2.5&CDS=1-1356, snap_masked-CR380959-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-4.29&CDS=1-1539	YOL123W
231	OG0000231	maker-CR380951-snap-gene-2.2-mRNA-1_1&gene=maker-CR380951-snap-gene-2.2&CDS=1-987	YNL301C, YOL120C
232	OG0000232	snap_masked-CR380951-processed-gene-2.12-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-2.12&CDS=1-1455, snap_masked-CR380959-processed-gene-4.27-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-4.27&CDS=1-1878	YOL115W
233	OG0000233	snap_masked-CR380951-processed-gene-2.40-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-2.40&CDS=1-2151, snap_masked-CR380956-processed-gene-10.184-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-10.184&CDS=1-2232	YOL006C
234	OG0000234	snap_masked-CR380951-processed-gene-3.107-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-3.107&CDS=1-1797, snap_masked-CR380953-processed-gene-3.116-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-3.116&CDS=1-1701	YLL028W
235	OG0000235	snap_masked-CR380951-processed-gene-3.92-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-3.92&CDS=1-768	YHL033C, YLL045C
236	OG0000236	snap_masked-CR380951-processed-gene-4.88-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-4.88&CDS=1-981, snap_masked-CR380954-processed-gene-8.5-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-8.5&CDS=1-957	YDR051C
237	OG0000237	snap_masked-CR380951-processed-gene-4.117-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-4.117&CDS=1-2442, snap_masked-CR380959-processed-gene-2.4-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.4&CDS=1-2274	YBR080C
238	OG0000238	snap_masked-CR380951-processed-gene-5.180-mRNA-1_1&gene=snap_masked-CR380951-processed-gene-5.180&CDS=1-1524, snap_masked-CR380959-processed-gene-12.5-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-12.5&CDS=1-1503	YAL038W
239	OG0000239	augustus_masked-CR380951-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CR380951-processed-gene-5.49&CDS=1-531	YMR181C, YPL229W
240	OG0000240	snap_masked-CR380952-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-0.27&CDS=1-4698, snap_masked-CR380953-processed-gene-6.84-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.84&CDS=1-4254	YOR326W
241	OG0000241	snap_masked-CR380952-processed-gene-1.6-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-1.6&CDS=1-1833, snap_masked-CR380954-processed-gene-6.94-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.94&CDS=1-1818	YAL016W
242	OG0000242	augustus_masked-CR380952-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-1.74&CDS=1-2454, augustus_masked-CR380957-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-CR380957-processed-gene-8.111&CDS=1-1641	YOL036W
243	OG0000243	snap_masked-CR380952-processed-gene-2.7-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-2.7&CDS=1-6387, snap_masked-CR380958-processed-gene-9.15-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-9.15&CDS=1-6252	YFL007W
244	OG0000244	snap_masked-CR380952-processed-gene-2.24-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-2.24&CDS=1-495	YDR418W, YEL054C
245	OG0000245	maker-CR380952-augustus-gene-3.83-mRNA-1_1&gene=maker-CR380952-augustus-gene-3.83&CDS=1-4200, snap_masked-CR380959-processed-gene-1.87-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.87&CDS=1-4281	YDR326C
246	OG0000246	augustus_masked-CR380952-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-3.110&CDS=1-2754, snap_masked-CR380956-processed-gene-6.30-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-6.30&CDS=1-2967	YMR275C
247	OG0000247	augustus_masked-CR380952-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-4.37&CDS=1-1845, snap_masked-CR380959-processed-gene-2.2-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.2&CDS=1-1305	YBR083W
248	OG0000248	snap_masked-CR380952-processed-gene-5.1-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-5.1&CDS=1-2079, snap_masked-CR380955-processed-gene-9.115-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-9.115&CDS=1-2229	YPR159W
249	OG0000249	augustus_masked-CR380952-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-5.92&CDS=1-2046, snap_masked-CR380954-processed-gene-3.130-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-3.130&CDS=1-2745	YOR178C
250	OG0000250	augustus_masked-CR380955-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-CR380955-processed-gene-10.60&CDS=1-756, maker-CR380952-snap-gene-6.1-mRNA-1_1&gene=maker-CR380952-snap-gene-6.1&CDS=1-1224	YMR043W
251	OG0000251	genemark-CR380952-processed-gene-7.62-mRNA-1_1&gene=genemark-CR380952-processed-gene-7.62&CDS=1-1602, snap_masked-CR380952-processed-gene-7.8-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-7.8&CDS=1-1602	YGL112C
252	OG0000252	snap_masked-CR380952-processed-gene-7.34-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-7.34&CDS=1-1512	YMR169C, YMR170C
253	OG0000253	augustus_masked-CR380952-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-8.102&CDS=1-819	YHR203C, YJR145C
254	OG0000254	snap_masked-CR380952-processed-gene-8.132-mRNA-1_1&gene=snap_masked-CR380952-processed-gene-8.132&CDS=1-1185, snap_masked-CR380959-processed-gene-0.20-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.20&CDS=1-1113	YHR208W
255	OG0000255	augustus_masked-CR380952-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-CR380952-processed-gene-8.105&CDS=1-2505, snap_masked-CR380958-processed-gene-0.41-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-0.41&CDS=1-180	YER184C
256	OG0000256	snap_masked-CR380953-processed-gene-0.2-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-0.2&CDS=1-1122, snap_masked-CR380959-processed-gene-13.41-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-13.41&CDS=1-1113	YGR279C
257	OG0000257	snap_masked-CR380953-processed-gene-0.28-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-0.28&CDS=1-648	YAR002C-A, YGL002W
258	OG0000258	snap_masked-CR380953-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-1.101&CDS=1-5589, snap_masked-CR380957-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-3.28&CDS=1-5691	YGR032W
259	OG0000259	snap_masked-CR380953-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-1.103&CDS=1-381	YGR034W, YLR344W
260	OG0000260	snap_masked-CR380953-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-1.116&CDS=1-522	YGR085C, YPR102C
261	OG0000261	snap_masked-CR380953-processed-gene-1.149-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-1.149&CDS=1-1614, snap_masked-CR380958-processed-gene-11.7-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.7&CDS=1-1752	YKR072C
262	OG0000262	snap_masked-CR380953-processed-gene-2.26-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-2.26&CDS=1-2649, snap_masked-CR380957-processed-gene-5.33-mRNA-1_1&gene=snap_masked-CR380957-processed-gene-5.33&CDS=1-2304	YKR089C
263	OG0000263	augustus_masked-CR380953-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-2.89&CDS=1-4203, snap_masked-CR380954-processed-gene-6.103-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-6.103&CDS=1-3846	YKR096W
264	OG0000264	snap_masked-CR380953-processed-gene-2.30-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-2.30&CDS=1-2064, snap_masked-CR380956-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CR380956-processed-gene-3.112&CDS=1-1866	YIL095W
265	OG0000265	snap_masked-CR380953-processed-gene-3.100-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-3.100&CDS=1-1275	YBL069W, YER101C
266	OG0000266	snap_masked-CR380953-processed-gene-3.89-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-3.89&CDS=1-411	YBL087C, YER117W
267	OG0000267	augustus_masked-CR380953-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-3.32&CDS=1-1380, snap_masked-CR380954-processed-gene-4.97-mRNA-1_1&gene=snap_masked-CR380954-processed-gene-4.97&CDS=1-1335	YER119C
268	OG0000268	snap_masked-CR380953-processed-gene-4.111-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-4.111&CDS=1-2895, snap_masked-CR380955-processed-gene-7.81-mRNA-1_1&gene=snap_masked-CR380955-processed-gene-7.81&CDS=1-3228	YOL100W
269	OG0000269	snap_masked-CR380953-processed-gene-4.114-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-4.114&CDS=1-1815, snap_masked-CR380953-processed-gene-6.91-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.91&CDS=1-1824	YNL104C
270	OG0000270	snap_masked-CR380953-processed-gene-5.21-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-5.21&CDS=1-2013, snap_masked-CR380953-processed-gene-5.25-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-5.25&CDS=1-2016	YNL197C
271	OG0000271	snap_masked-CR380953-processed-gene-5.13-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-5.13&CDS=1-318	YHR141C, YNL162W
272	OG0000272	snap_masked-CR380953-processed-gene-6.80-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.80&CDS=1-2043	YHR131C, YNL144C
273	OG0000273	maker-CR380953-snap-gene-6.1-mRNA-1_1&gene=maker-CR380953-snap-gene-6.1&CDS=1-564	YNL096C, YOR096W
274	OG0000274	snap_masked-CR380953-processed-gene-6.101-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-6.101&CDS=1-441	YDR450W, YML026C
275	OG0000275	snap_masked-CR380953-processed-gene-7.112-mRNA-1_1&gene=snap_masked-CR380953-processed-gene-7.112&CDS=1-4734, snap_masked-CR380958-processed-gene-12.22-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.22&CDS=1-4728	YER166W
276	OG0000276	augustus_masked-CR380953-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-7.90&CDS=1-1722	YDR185C, YLR168C
277	OG0000277	augustus_masked-CR380953-processed-gene-8.161-mRNA-1_1&gene=augustus_masked-CR380953-processed-gene-8.161&CDS=1-753	YGL076C, YPL198W
