	OrthologID	Saccharomyces_cerevisiae	yHAB143_Kazachstania_siamensis
121	OG0000121	YKL187C, YLR413W	augustus_masked-NODE_121_length_24638_cov_16.1555_ID_241-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_121_length_24638_cov_16.1555_ID_241-processed-gene-0.28&CDS=1-2058, genemark-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.88&CDS=1-2265
122	OG0000122	YKR072C, YOR056C	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.106&CDS=1-1959, maker-NODE_6_length_218814_cov_14.6454_ID_11-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_6_length_218814_cov_14.6454_ID_11-augustus-gene-0.1&CDS=1-2715
123	OG0000123	YKR089C, YOR081C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.52&CDS=1-2442, genemark-NODE_81_length_44142_cov_13.9384_ID_161-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_81_length_44142_cov_13.9384_ID_161-processed-gene-0.39&CDS=1-2904
124	OG0000124	YLL021W, YLR313C	augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.39&CDS=1-4488, augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_92_length_37887_cov_15.649_ID_183-processed-gene-0.5&CDS=1-1977
125	OG0000125	YLR178C, YLR179C	augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.128&CDS=1-588, augustus_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.163&CDS=1-582
126	OG0000126	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_37_length_103107_cov_14.8719_ID_73-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_37_length_103107_cov_14.8719_ID_73-processed-gene-0.92&CDS=1-1827
127	OG0000127	YLR284C, YOR180C	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.96&CDS=1-846, augustus_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-1.39&CDS=1-873
128	OG0000128	YLR442C, YML065W	augustus_masked-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.35&CDS=1-2661, snap_masked-NODE_44_length_84701_cov_14.7825_ID_87-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_44_length_84701_cov_14.7825_ID_87-processed-gene-0.43&CDS=1-3006
129	OG0000129	YLR450W, YML075C	augustus_masked-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.18&CDS=1-3315, augustus_masked-NODE_44_length_84701_cov_14.7825_ID_87-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_44_length_84701_cov_14.7825_ID_87-processed-gene-0.98&CDS=1-3186
130	OG0000130	YML111W, YMR275C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.27&CDS=1-8589, maker-NODE_67_length_56424_cov_15.5177_ID_133-snap-gene-0.25-mRNA-1_1&gene=maker-NODE_67_length_56424_cov_15.5177_ID_133-snap-gene-0.25&CDS=1-2670
131	OG0000131	YML116W, YMR279C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-0.28&CDS=1-1713, augustus_masked-NODE_67_length_56424_cov_15.5177_ID_133-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_67_length_56424_cov_15.5177_ID_133-processed-gene-0.44&CDS=1-1674
132	OG0000132	YMR008C	augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.183&CDS=1-2010, augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.86&CDS=1-2040, maker-NODE_8_length_202031_cov_14.9792_ID_15-augustus-gene-1.121-mRNA-1_1&gene=maker-NODE_8_length_202031_cov_14.9792_ID_15-augustus-gene-1.121&CDS=1-3135
133	OG0000133	YMR054W, YOR270C	augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_218814_cov_14.6454_ID_11-processed-gene-1.92&CDS=1-2637, genemark-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.179&CDS=1-2529
134	OG0000134	YMR199W, YPL256C	augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_24_length_124931_cov_14.3259_ID_47-processed-gene-0.3&CDS=1-1569, augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-1.121&CDS=1-1578
135	OG0000135	YMR230W, YOR293W	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.20&CDS=1-315, augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-1.98&CDS=1-315
136	OG0000136	YMR316W, YOR385W	augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_10_length_183970_cov_15.0411_ID_19-processed-gene-0.76&CDS=1-1005, snap_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.12&CDS=1-984
137	OG0000137	YNL104C, YOR108W	augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.76&CDS=1-1821, snap_masked-NODE_105_length_31262_cov_14.3228_ID_209-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_105_length_31262_cov_14.3228_ID_209-processed-gene-0.6&CDS=1-1803
138	OG0000138	YNL292W, YOL112W	augustus_masked-NODE_129_length_19412_cov_17.43_ID_257-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_129_length_19412_cov_17.43_ID_257-processed-gene-0.6&CDS=1-1770, maker-NODE_20_length_136376_cov_17.6432_ID_39-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_20_length_136376_cov_17.6432_ID_39-augustus-gene-0.2&CDS=1-3045
139	OG0000139	YOL002C, YOL101C	augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_12_length_172573_cov_15.0411_ID_23-processed-gene-0.215&CDS=1-873, augustus_masked-NODE_20_length_136376_cov_17.6432_ID_39-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_20_length_136376_cov_17.6432_ID_39-processed-gene-0.198&CDS=1-1017
140	OG0000140	YOR162C, YOR172W	augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.64&CDS=1-2577, augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_18_length_143512_cov_15.324_ID_35-processed-gene-0.65&CDS=1-2361
141	OG0000141	YOR233W, YPL141C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.1&CDS=1-2370, snap_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_7_length_211855_cov_14.8536_ID_13-processed-gene-0.17&CDS=1-2193
142	OG0000142	YPR164W	augustus_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.135&CDS=1-3882, snap_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_27_length_121426_cov_14.6577_ID_53-processed-gene-0.78&CDS=1-3330, snap_masked-NODE_81_length_44142_cov_13.9384_ID_161-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_81_length_44142_cov_13.9384_ID_161-processed-gene-0.8&CDS=1-3459
143	OG0000143	Q0045, Q0065, Q0070	maker-NODE_77_length_47925_cov_257.228_ID_153-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_77_length_47925_cov_257.228_ID_153-snap-gene-0.42&CDS=1-825
144	OG0000144		augustus_masked-NODE_146_length_12399_cov_15.4702_ID_291-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_146_length_12399_cov_15.4702_ID_291-processed-gene-0.10&CDS=1-1197, augustus_masked-NODE_172_length_7288_cov_15.339_ID_343-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_172_length_7288_cov_15.339_ID_343-processed-gene-0.3&CDS=1-1902, augustus_masked-NODE_270_length_2036_cov_20.5702_ID_539-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_270_length_2036_cov_20.5702_ID_539-processed-gene-0.0&CDS=1-1197, augustus_masked-NODE_63_length_57636_cov_14.8423_ID_125-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_63_length_57636_cov_14.8423_ID_125-processed-gene-0.11&CDS=1-2082
145	OG0000145	YAL038W	augustus_masked-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_34_length_107908_cov_14.4362_ID_67-processed-gene-0.59&CDS=1-1506, augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.185&CDS=1-1593
146	OG0000146	YAL049C	augustus_masked-NODE_138_length_14188_cov_19.7497_ID_275-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_138_length_14188_cov_19.7497_ID_275-processed-gene-0.10&CDS=1-780, augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.139&CDS=1-780
147	OG0000147	YAL051W	augustus_masked-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_39_length_95309_cov_14.7317_ID_77-processed-gene-0.40&CDS=1-3840, snap_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_4_length_298036_cov_14.8191_ID_7-processed-gene-1.91&CDS=1-3321
148	OG0000148	YAL061W	augustus_masked-NODE_201_length_4275_cov_24.8858_ID_401-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_201_length_4275_cov_24.8858_ID_401-processed-gene-0.2&CDS=1-1176, snap_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.49&CDS=1-2112
149	OG0000149	YAL062W, YOR375C	augustus_masked-NODE_112_length_27208_cov_15.3386_ID_223-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_112_length_27208_cov_15.3386_ID_223-processed-gene-0.11&CDS=1-1371
150	OG0000150	YAR002C-A, YGL002W	augustus_masked-NODE_133_length_17681_cov_24.1007_ID_265-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_133_length_17681_cov_24.1007_ID_265-processed-gene-0.2&CDS=1-657
151	OG0000151	YBL024W	augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_21_length_129772_cov_14.491_ID_41-processed-gene-0.110&CDS=1-1959, augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_404637_cov_14.9401_ID_3-processed-gene-3.79&CDS=1-2034
152	OG0000152	YBL027W, YBR084C-A	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.26&CDS=1-585
153	OG0000153	YBL068W, YER099C	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.120&CDS=1-957
154	OG0000154	YBL072C, YER102W	augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.169&CDS=1-600
155	OG0000155	YBL087C, YER117W	genemark-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_5_length_295718_cov_15.2667_ID_9-processed-gene-1.69&CDS=1-345
156	OG0000156	YBL106C, YPR032W	snap_masked-NODE_70_length_53589_cov_14.265_ID_139-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_70_length_53589_cov_14.265_ID_139-processed-gene-0.55&CDS=1-3090
157	OG0000157	YBR005W, YDR003W	augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.100&CDS=1-777
158	OG0000158	YBR008C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-1.76&CDS=1-1620, augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_54_length_72570_cov_16.2819_ID_107-processed-gene-0.3&CDS=1-1632
159	OG0000159	YBR014C, YDL010W	augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.107&CDS=1-654
160	OG0000160	YBR018C	augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.46&CDS=1-1095, genemark-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.0&CDS=1-1095
161	OG0000161	YBR020W	augustus_masked-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.9&CDS=1-1548, augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_334168_cov_14.9222_ID_5-processed-gene-2.16&CDS=1-1587
162	OG0000162	YBR023C	augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_14_length_164049_cov_14.7284_ID_27-processed-gene-0.100&CDS=1-3150, genemark-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_125_length_21878_cov_15.0261_ID_249-processed-gene-0.3&CDS=1-3435
163	OG0000163	YBR031W, YDR012W	augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_35_length_106034_cov_15.4799_ID_69-processed-gene-0.24&CDS=1-1086
164	OG0000164	YBR048W, YDR025W	augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.97&CDS=1-468
165	OG0000165	YBR054W, YDR033W	augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_46_length_83223_cov_15.5232_ID_91-processed-gene-0.98&CDS=1-915
166	OG0000166	YBR059C	augustus_masked-NODE_158_length_10074_cov_20.1605_ID_315-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_158_length_10074_cov_20.1605_ID_315-processed-gene-0.12&CDS=1-2595, augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.34&CDS=1-3402
167	OG0000167	YBR066C, YDR043C	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.32&CDS=1-759
168	OG0000168	YBR067C	augustus_masked-NODE_146_length_12399_cov_15.4702_ID_291-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_146_length_12399_cov_15.4702_ID_291-processed-gene-0.9&CDS=1-1416, augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.49&CDS=1-657
169	OG0000169	YBR082C, YDR059C	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.27&CDS=1-441
170	OG0000170	YBR083W	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.37&CDS=1-2178, snap_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.6&CDS=1-1749
171	OG0000171	YBR084W	augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_72_length_53257_cov_14.5371_ID_143-processed-gene-0.36&CDS=1-2868, genemark-NODE_28_length_120827_cov_15.6539_ID_55-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_28_length_120827_cov_15.6539_ID_55-processed-gene-0.121&CDS=1-3153
172	OG0000172	YBR086C	snap_masked-NODE_45_length_84448_cov_14.9391_ID_89-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_45_length_84448_cov_14.9391_ID_89-processed-gene-0.24&CDS=1-2529, snap_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.38&CDS=1-2427
173	OG0000173	YBR089C-A, YPR052C	augustus_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_200454_cov_14.9737_ID_17-processed-gene-0.85&CDS=1-273
174	OG0000174	YBR118W, YPR080W	augustus_masked-NODE_315_length_1382_cov_26.163_ID_629-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_315_length_1382_cov_26.163_ID_629-processed-gene-0.1&CDS=1-1377
175	OG0000175	YBR161W, YPL057C	augustus_masked-NODE_166_length_8488_cov_20.5053_ID_331-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_166_length_8488_cov_20.5053_ID_331-processed-gene-0.4&CDS=1-1137
176	OG0000176	YBR181C, YPL090C	augustus_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_33_length_109676_cov_14.5873_ID_65-processed-gene-0.65&CDS=1-708
177	OG0000177	YBR183W, YPL087W	augustus_masked-NODE_119_length_24691_cov_13.0786_ID_237-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_119_length_24691_cov_13.0786_ID_237-processed-gene-0.7&CDS=1-1032
178	OG0000178	YBR191W, YPL079W	maker-NODE_119_length_24691_cov_13.0786_ID_237-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_119_length_24691_cov_13.0786_ID_237-augustus-gene-0.8&CDS=1-480
179	OG0000179	YBR214W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.106&CDS=1-1263, augustus_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_202031_cov_14.9792_ID_15-processed-gene-1.22&CDS=1-1746
180	OG0000180	YBR218C, YGL062W	augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_416281_cov_15.1035_ID_1-processed-gene-0.92&CDS=1-3519
181	OG0000181	YBR242W, YGL101W	augustus_masked-NODE_107_length_30517_cov_14.6568_ID_213-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_107_length_30517_cov_14.6568_ID_213-processed-gene-0.22&CDS=1-705
182	OG0000182	YBR244W, YIR037W	augustus_masked-NODE_120_length_24646_cov_14.3756_ID_239-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_120_length_24646_cov_14.3756_ID_239-processed-gene-0.8&CDS=1-480
183	OG0000183	YCL025C	augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.17&CDS=1-1908, augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.129&CDS=1-1914
184	OG0000184	YCL026C-A, YCL026C-B	augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.130&CDS=1-582
185	OG0000185	YCL040W	augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.16&CDS=1-1497, augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.169&CDS=1-1491
186	OG0000186	YCL048W, YDR522C	augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_22_length_128100_cov_14.8227_ID_43-processed-gene-0.170&CDS=1-1386
187	OG0000187	YCL050C, YDR530C	augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_13_length_172444_cov_15.0082_ID_25-processed-gene-0.44&CDS=1-1038
188	OG0000188	YCL068C, YCR038C	augustus_masked-NODE_47_length_80629_cov_16.1402_ID_93-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_47_length_80629_cov_16.1402_ID_93-processed-gene-0.31&CDS=1-4155
189	OG0000189	YCR005C, YNR001C	augustus_masked-NODE_103_length_31703_cov_15.478_ID_205-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_103_length_31703_cov_15.478_ID_205-processed-gene-0.45&CDS=1-1413
190	OG0000190	YCR010C, YNR002C	augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.42&CDS=1-792
191	OG0000191	YCR012W	augustus_masked-NODE_131_length_19194_cov_19.2161_ID_261-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_131_length_19194_cov_19.2161_ID_261-processed-gene-0.24&CDS=1-1248, augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_26_length_122801_cov_15.2297_ID_51-processed-gene-0.18&CDS=1-1245
192	OG0000192	YCR021C	augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.54&CDS=1-975, augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_43_length_86355_cov_14.9488_ID_85-processed-gene-0.55&CDS=1-978
193	OG0000193	YCR026C, YEL016C	snap_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_42_length_86532_cov_15.0586_ID_83-processed-gene-0.36&CDS=1-2028
194	OG0000194	YCR031C, YJL191W	augustus_masked-NODE_113_length_26448_cov_21.6708_ID_225-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_113_length_26448_cov_21.6708_ID_225-processed-gene-0.15&CDS=1-411
195	OG0000195	YCR033W	augustus_masked-NODE_47_length_80629_cov_16.1402_ID_93-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_47_length_80629_cov_16.1402_ID_93-processed-gene-0.48&CDS=1-4458, snap_masked-NODE_113_length_26448_cov_21.6708_ID_225-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_113_length_26448_cov_21.6708_ID_225-processed-gene-0.22&CDS=1-1887
196	OG0000196	YCR037C	augustus_masked-NODE_113_length_26448_cov_21.6708_ID_225-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_113_length_26448_cov_21.6708_ID_225-processed-gene-0.19&CDS=1-2775, augustus_masked-NODE_47_length_80629_cov_16.1402_ID_93-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_47_length_80629_cov_16.1402_ID_93-processed-gene-0.32&CDS=1-2790
