	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041863_Candida_gorgasii
1491	OG0001491	YGR005C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.78&CDS=1-1101
1492	OG0001492	YGR007W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.79&CDS=1-1143
1493	OG0001493	YGR009C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-2.133&CDS=1-1416
1494	OG0001494	YGR010W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.16&CDS=1-1146
1495	OG0001495	YGR012W	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-14.53-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-14.53&CDS=1-2145
1496	OG0001496	YGR014W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-8.48&CDS=1-3006
1497	OG0001497	YGR017W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-3.126&CDS=1-903
1498	OG0001498	YGR019W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.26&CDS=1-1416
1499	OG0001499	YGR020C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.28&CDS=1-369
1500	OG0001500	YGR021W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.50&CDS=1-819
1501	OG0001501	YGR024C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-8.142&CDS=1-726
1502	OG0001502	YGR028W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-3.86&CDS=1-1086
1503	OG0001503	YGR029W	maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-10.177-mRNA-1_1&gene=maker-NODE_3_length_1566585_cov_20.5904_ID_881-augustus-gene-10.177&CDS=1-492
1504	OG0001504	YGR031W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.96&CDS=1-885
1505	OG0001505	YGR032W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.61&CDS=1-5604
1506	OG0001506	YGR033C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-14.127&CDS=1-789
1507	OG0001507	YGR037C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.14&CDS=1-774
1508	OG0001508	YGR046W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.21&CDS=1-1062
1509	OG0001509	YGR047C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-14.7&CDS=1-2763
1510	OG0001510	YGR048W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.138&CDS=1-1050
1511	OG0001511	YGR053C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.283-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.283&CDS=1-921
1512	OG0001512	YGR054W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.62&CDS=1-1953
1513	OG0001513	YGR055W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-7.27&CDS=1-1620
1514	OG0001514	YGR058W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-1.90&CDS=1-1206
1515	OG0001515	YGR060W	snap_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.53&CDS=1-921
1516	OG0001516	YGR061C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-4.26&CDS=1-4014
1517	OG0001517	YGR062C	genemark-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.174-mRNA-1_1&gene=genemark-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.174&CDS=1-1029
1518	OG0001518	YGR063C	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.52&CDS=1-336
1519	OG0001519	YGR074W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.278-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-11.278&CDS=1-531
1520	OG0001520	YGR080W	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.121&CDS=1-966
1521	OG0001521	YGR082W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-2.109&CDS=1-501
1522	OG0001522	YGR086C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.123&CDS=1-900
1523	OG0001523	YGR090W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.17&CDS=1-3576
1524	OG0001524	YGR091W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.82&CDS=1-1443
1525	OG0001525	YGR093W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.33&CDS=1-1290
1526	OG0001526	YGR094W	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.81&CDS=1-3168
1527	OG0001527	YGR095C	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-2.62&CDS=1-693
1528	OG0001528	YGR096W	maker-NODE_7_length_555756_cov_23.0099_ID_1080-augustus-gene-2.99-mRNA-1_1&gene=maker-NODE_7_length_555756_cov_23.0099_ID_1080-augustus-gene-2.99&CDS=1-903
1529	OG0001529	YGR098C	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-snap-gene-11.139-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-snap-gene-11.139&CDS=1-4173
1530	OG0001530	YGR099W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-4.140&CDS=1-2442
1531	OG0001531	YGR100W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.119&CDS=1-2754
1532	OG0001532	YGR103W	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.25&CDS=1-1770
1533	OG0001533	YGR105W	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.68&CDS=1-999
1534	OG0001534	YGR106C	snap_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.193-mRNA-1_1&gene=snap_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.193&CDS=1-885
1535	OG0001535	YGR110W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-11.88&CDS=1-1164
1536	OG0001536	YGR112W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.259-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.259&CDS=1-1020
1537	OG0001537	YGR116W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-3.91&CDS=1-4299
1538	OG0001538	YGR119C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-12.143&CDS=1-1626
1539	OG0001539	YGR124W	augustus_masked-NODE_14_length_62697_cov_18.7614_ID_2241-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_14_length_62697_cov_18.7614_ID_2241-processed-gene-0.56&CDS=1-1722
1540	OG0001540	YGR125W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-5.21&CDS=1-3057
1541	OG0001541	YGR128C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-11.10&CDS=1-1707
1542	OG0001542	YGR132C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.60&CDS=1-828
1543	OG0001543	YGR133W	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-2.171&CDS=1-1047
1544	OG0001544	YGR134W	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.82&CDS=1-3978
1545	OG0001545	YGR135W	snap_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-7.136-mRNA-1_1&gene=snap_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-7.136&CDS=1-1920
1546	OG0001546	YGR144W	maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-6.105-mRNA-1_1&gene=maker-NODE_1_length_1922578_cov_23.1432_ID_3408-augustus-gene-6.105&CDS=1-1647
1547	OG0001547	YGR145W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-11.49&CDS=1-2028
1548	OG0001548	YGR149W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.180-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.180&CDS=1-1452
1549	OG0001549	YGR150C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-8.8&CDS=1-2160
1550	OG0001550	YGR152C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-3.125&CDS=1-684
1551	OG0001551	YGR155W	maker-NODE_5_length_1279566_cov_24.6861_ID_1815-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_5_length_1279566_cov_24.6861_ID_1815-snap-gene-2.2&CDS=1-3651
1552	OG0001552	YGR156W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.275-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-12.275&CDS=1-1107
1553	OG0001553	YGR157W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.55&CDS=1-2601
1554	OG0001554	YGR158C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-11.52&CDS=1-789
1555	OG0001555	YGR159C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-10.136&CDS=1-1386
1556	OG0001556	YGR163W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.126&CDS=1-969
1557	OG0001557	YGR165W	maker-NODE_6_length_815919_cov_23.048_ID_1693-augustus-gene-5.2-mRNA-1_1&gene=maker-NODE_6_length_815919_cov_23.048_ID_1693-augustus-gene-5.2&CDS=1-969
1558	OG0001558	YGR170W	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.53&CDS=1-4959
1559	OG0001559	YGR171C	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.91&CDS=1-1566
1560	OG0001560	YGR172C	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.92&CDS=1-747
1561	OG0001561	YGR173W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.104-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.104&CDS=1-1104
1562	OG0001562	YGR174C	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-4.180&CDS=1-417
1563	OG0001563	YGR175C	maker-NODE_7_length_555756_cov_23.0099_ID_1080-augustus-gene-3.51-mRNA-1_1&gene=maker-NODE_7_length_555756_cov_23.0099_ID_1080-augustus-gene-3.51&CDS=1-3618
1564	OG0001564	YGR178C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.131&CDS=1-1815
1565	OG0001565	YGR183C	genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.82-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.82&CDS=1-231
1566	OG0001566	YGR185C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.33&CDS=1-1221
1567	OG0001567	YGR186W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.28&CDS=1-1815
1568	OG0001568	YGR187C	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.45&CDS=1-1083
1569	OG0001569	YGR188C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-0.133&CDS=1-2655
1570	OG0001570	YGR189C	genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.67-mRNA-1_1&gene=genemark-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-13.67&CDS=1-1428
1571	OG0001571	YGR193C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-9.129&CDS=1-1266
1572	OG0001572	YGR194C	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.14&CDS=1-1806
1573	OG0001573	YGR195W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-1.43&CDS=1-1776
1574	OG0001574	YGR200C	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-7.60&CDS=1-2904
1575	OG0001575	YGR202C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-6.28&CDS=1-1233
1576	OG0001576	YGR207C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.102&CDS=1-3852
1577	OG0001577	YGR208W	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-9.136&CDS=1-894
1578	OG0001578	YGR210C	maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-9.88-mRNA-1_1&gene=maker-NODE_2_length_1665717_cov_21.2004_ID_1012-augustus-gene-9.88&CDS=1-2226
1579	OG0001579	YGR211W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.201-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.201&CDS=1-1521
1580	OG0001580	YGR216C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-4.45&CDS=1-1848
1581	OG0001581	YGR217W	augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.241-mRNA-1_1&gene=augustus_masked-NODE_3_length_1566585_cov_20.5904_ID_881-processed-gene-14.241&CDS=1-6318
1582	OG0001582	YGR218W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.34&CDS=1-3240
1583	OG0001583	YGR222W	augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_1279566_cov_24.6861_ID_1815-processed-gene-2.9&CDS=1-975
1584	OG0001584	YGR225W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.79&CDS=1-1473
1585	OG0001585	YGR227W	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.63&CDS=1-1290
1586	OG0001586	YGR229C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.80&CDS=1-1191
1587	OG0001587	YGR231C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-9.62&CDS=1-906
1588	OG0001588	YGR232W	augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_286442_cov_39.4109_ID_2383-processed-gene-0.85&CDS=1-684
1589	OG0001589	YGR233C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-15.36&CDS=1-3858
1590	OG0001590	YGR235C	genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.133-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-5.133&CDS=1-630
1591	OG0001591	YGR245C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.1&CDS=1-2178
1592	OG0001592	YGR246C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-2.2&CDS=1-1854
1593	OG0001593	YGR252W	augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NODE_6_length_815919_cov_23.048_ID_1693-processed-gene-2.143&CDS=1-1416
1594	OG0001594	YGR253C	augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-10.156&CDS=1-756
1595	OG0001595	YGR255C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-13.61&CDS=1-1410
1596	OG0001596	YGR258C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.54&CDS=1-2904
1597	OG0001597	YGR260W	genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.33-mRNA-1_1&gene=genemark-NODE_1_length_1922578_cov_23.1432_ID_3408-processed-gene-18.33&CDS=1-1428
1598	OG0001598	YGR261C	augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_310100_cov_17.5772_ID_1653-processed-gene-1.55&CDS=1-2310
1599	OG0001599	YGR262C	augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_253780_cov_35.5173_ID_1944-processed-gene-1.56&CDS=1-759
1600	OG0001600	YGR264C	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.99&CDS=1-2244
1601	OG0001601	YGR266W	augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_8_length_450817_cov_29.9366_ID_1132-processed-gene-1.108&CDS=1-2088
1602	OG0001602	YGR268C	augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1665717_cov_21.2004_ID_1012-processed-gene-3.149&CDS=1-849
1603	OG0001603	YGR270W	augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_13_length_171655_cov_19.3344_ID_2124-processed-gene-0.90&CDS=1-3798
1604	OG0001604	YGR271W	augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-10.103&CDS=1-5766
1605	OG0001605	YGR274C	augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_555756_cov_23.0099_ID_1080-processed-gene-0.46&CDS=1-3177
1606	OG0001606	YGR276C	genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_4_length_1394992_cov_23.628_ID_1356-processed-gene-8.63&CDS=1-1800
