	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034877_Tetrapisispora_namnaonensis
334	OG0000334	YIL135C, YNL074C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.39&CDS=1-1194
335	OG0000335	YIL147C	augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.102&CDS=1-3198, snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.77&CDS=1-3384
336	OG0000336	YIL151C, YKR096W	augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-0.99&CDS=1-3984
337	OG0000337	YIR031C, YNL117W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-4.75&CDS=1-1671
338	OG0000338	YIR033W, YKL020C	augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-0.30&CDS=1-3762
339	OG0000339	YJL001W	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.159&CDS=1-648, augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.141&CDS=1-648
340	OG0000340	YJL042W	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.96&CDS=1-3837, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-5.83&CDS=1-4104
341	OG0000341	YJL045W, YKL148C	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.157&CDS=1-1902
342	OG0000342	YJL076W	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.44&CDS=1-3168, augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.108&CDS=1-2931
343	OG0000343	YJL079C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.12&CDS=1-861, augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.93&CDS=1-645
344	OG0000344	YJL080C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.13&CDS=1-4263, augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.94&CDS=1-3627
345	OG0000345	YJL082W, YKR018C	augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.111&CDS=1-2421
346	OG0000346	YJL099W, YKR027W	augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-2.118&CDS=1-2553
347	OG0000347	YJL133W, YKR052C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.61&CDS=1-918
348	OG0000348	YJL137C, YKR058W	augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.5&CDS=1-1602
349	OG0000349	YJL138C, YKR059W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-6.78&CDS=1-1458
350	OG0000350	YJL154C	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.133&CDS=1-2787, augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.10&CDS=1-2583
351	OG0000351	YJL164C, YKL166C	augustus_masked-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.59&CDS=1-1338
352	OG0000352	YJL177W, YKL180W	genemark-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_29_length_61745_cov_76.4265_ID_57-processed-gene-0.15&CDS=1-621
353	OG0000353	YJL181W, YJR030C	snap_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_20_length_256041_cov_73.3969_ID_39-processed-gene-1.104&CDS=1-2661
354	OG0000354	YJR007W	augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_5_length_607518_cov_75.2382_ID_9-processed-gene-3.62&CDS=1-912, snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-3.48&CDS=1-912
355	OG0000355	YJR075W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.84&CDS=1-1215, snap_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.129&CDS=1-1344
356	OG0000356	YJR091C	augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-1.66&CDS=1-3498, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-3.44&CDS=1-3462
357	OG0000357	YJR094W-A, YPR043W	snap_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_21_length_245327_cov_75.1243_ID_41-processed-gene-1.2&CDS=1-285
358	OG0000358	YJR123W	augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.121&CDS=1-675, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-10.26&CDS=1-675
359	OG0000359	YJR127C, YML081W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-0.41&CDS=1-3924
360	OG0000360	YJR130C, YML082W	snap_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.231&CDS=1-2139
361	OG0000361	YKL029C	augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-9.53&CDS=1-1923, augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.140&CDS=1-1977
362	OG0000362	YKL043W	augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.55&CDS=1-1161, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-9.77&CDS=1-1095
363	OG0000363	YKL051W	augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.66&CDS=1-1140, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.25&CDS=1-1071
364	OG0000364	YKL060C	augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.54&CDS=1-1083, augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-6.9&CDS=1-1083
365	OG0000365	YKL068W	augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-1.44&CDS=1-3165, snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1154729_cov_74.5298_ID_1-processed-gene-5.75&CDS=1-2673
366	OG0000366	YKL072W, YMR053C	snap_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_18_length_357073_cov_76.1135_ID_35-processed-gene-1.8&CDS=1-2373
367	OG0000367	YKL126W	genemark-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_23_length_184114_cov_78.966_ID_45-processed-gene-0.80&CDS=1-2049, genemark-NODE_35_length_22320_cov_73.293_ID_69-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_35_length_22320_cov_73.293_ID_69-processed-gene-0.12&CDS=1-2037
368	OG0000368	YKL127W, YMR105C	augustus_masked-NODE_128_length_1425_cov_147.89_ID_255-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_128_length_1425_cov_147.89_ID_255-processed-gene-0.1&CDS=1-1380
369	OG0000369	YKL129C, YMR109W	augustus_masked-NODE_94_length_2169_cov_156.461_ID_187-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_94_length_2169_cov_156.461_ID_187-processed-gene-0.0&CDS=1-2166
370	OG0000370	YKL187C, YLR413W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-4.27&CDS=1-2058
371	OG0000371	YKL198C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.77&CDS=1-2253, snap_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.50&CDS=1-2253
372	OG0000372	YKL201C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.79&CDS=1-2907, snap_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-2.51&CDS=1-3483
373	OG0000373	YKL204W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.96&CDS=1-2034, snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-7.49&CDS=1-1179
374	OG0000374	YKR029C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.19&CDS=1-2373, snap_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_9_length_466427_cov_73.6239_ID_17-processed-gene-3.73&CDS=1-1890
375	OG0000375	YKR044W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-7.21&CDS=1-1446, snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.86&CDS=1-1335
376	OG0000376	YKR071C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-3.92&CDS=1-1029, maker-NODE_18_length_357073_cov_76.1135_ID_35-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_18_length_357073_cov_76.1135_ID_35-augustus-gene-0.68&CDS=1-2955
377	OG0000377	YKR089C	augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_15_length_376097_cov_74.5351_ID_29-processed-gene-2.160&CDS=1-2643, augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_16_length_374837_cov_75.7898_ID_31-processed-gene-0.86&CDS=1-2832
378	OG0000378	YKR093W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-0.72&CDS=1-1863, augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-0.45&CDS=1-1776
379	OG0000379	YLL021W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.15&CDS=1-3543, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.42&CDS=1-2700
380	OG0000380	YLL028W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.12&CDS=1-1749, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.39&CDS=1-1833
381	OG0000381	YLL031C	augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.53&CDS=1-3090, snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.60&CDS=1-2772
382	OG0000382	YLL048C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-0.21&CDS=1-4170, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-0.47&CDS=1-4938
383	OG0000383	YLR019W	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.129&CDS=1-1479, snap_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.183-mRNA-1_1&gene=snap_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.183&CDS=1-954
384	OG0000384	YLR020C	augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_14_length_386087_cov_73.3199_ID_27-processed-gene-2.164&CDS=1-1890, augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_17_length_366881_cov_78.9049_ID_33-processed-gene-2.146&CDS=1-1470
385	OG0000385	YLR029C, YMR121C	augustus_masked-NODE_28_length_61917_cov_76.3263_ID_55-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_28_length_61917_cov_76.3263_ID_55-processed-gene-0.19&CDS=1-612
386	OG0000386	YLR039C	augustus_masked-NODE_28_length_61917_cov_76.3263_ID_55-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_28_length_61917_cov_76.3263_ID_55-processed-gene-0.22&CDS=1-3003, augustus_masked-NODE_30_length_57852_cov_73.8259_ID_59-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_30_length_57852_cov_73.8259_ID_59-processed-gene-0.50&CDS=1-3102
387	OG0000387	YLR056W	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-1.46&CDS=1-1101, augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.126&CDS=1-1089
388	OG0000388	YLR079W	snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-0.60&CDS=1-810, snap_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_13_length_391438_cov_78.2827_ID_25-processed-gene-2.39&CDS=1-627
389	OG0000389	YLR089C	augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.162&CDS=1-1563, augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-1.112&CDS=1-1500
390	OG0000390	YLR130C	augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_11_length_418871_cov_75.7771_ID_21-processed-gene-2.70&CDS=1-1146, augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_8_length_497611_cov_75.2231_ID_15-processed-gene-2.47&CDS=1-1233
391	OG0000391	YLR176C	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.11&CDS=1-2628, augustus_masked-NODE_60_length_6268_cov_256.948_ID_119-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_60_length_6268_cov_256.948_ID_119-processed-gene-0.8&CDS=1-1689
392	OG0000392	YLR182W	augustus_masked-NODE_26_length_81515_cov_79.9745_ID_51-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_26_length_81515_cov_79.9745_ID_51-processed-gene-0.17&CDS=1-1707, snap_masked-NODE_52_length_7843_cov_89.9942_ID_103-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_52_length_7843_cov_89.9942_ID_103-processed-gene-0.9&CDS=1-264
393	OG0000393	YLR207W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-5.145&CDS=1-2547, maker-NODE_3_length_828372_cov_76.4092_ID_5-augustus-gene-6.109-mRNA-1_1&gene=maker-NODE_3_length_828372_cov_76.4092_ID_5-augustus-gene-6.109&CDS=1-3183
394	OG0000394	YLR228C	maker-NODE_18_length_357073_cov_76.1135_ID_35-snap-gene-2.134-mRNA-1_1&gene=maker-NODE_18_length_357073_cov_76.1135_ID_35-snap-gene-2.134&CDS=1-2811, maker-NODE_1_length_1154729_cov_74.5298_ID_1-snap-gene-5.51-mRNA-1_1&gene=maker-NODE_1_length_1154729_cov_74.5298_ID_1-snap-gene-5.51&CDS=1-1950
395	OG0000395	YLR256W	augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_12_length_413496_cov_77.2887_ID_23-processed-gene-3.61&CDS=1-4059, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-8.5&CDS=1-4290
396	OG0000396	YLR270W, YOR173W	snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-5.24&CDS=1-1113
397	OG0000397	YLR278C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-5.77&CDS=1-3783, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-2.93&CDS=1-3486
398	OG0000398	YLR287C-A, YOR182C	snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-6.85&CDS=1-216
399	OG0000399	YLR293C, YOR185C	augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.4&CDS=1-639
400	OG0000400	YLR300W	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-6.13&CDS=1-1317, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-3.7&CDS=1-1356
401	OG0000401	YLR354C	augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-2.27&CDS=1-1044, augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-NODE_6_length_572742_cov_75.3705_ID_11-processed-gene-4.167&CDS=1-996
402	OG0000402	YLR357W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-2.32&CDS=1-2775, augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_3_length_828372_cov_76.4092_ID_5-processed-gene-2.17&CDS=1-2724
403	OG0000403	YLR380W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-1.118&CDS=1-1212, genemark-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-5.113-mRNA-1_1&gene=genemark-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-5.113&CDS=1-1227
404	OG0000404	YLR403W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-1.111&CDS=1-1791, augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-4.34&CDS=1-1236
405	OG0000405	YLR441C, YML063W	augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1131956_cov_75.3118_ID_3-processed-gene-1.82&CDS=1-765
406	OG0000406	YML007W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-0.78&CDS=1-1470, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.85&CDS=1-1644
407	OG0000407	YML012W	augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_620782_cov_76.6776_ID_7-processed-gene-0.82&CDS=1-639, augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_514751_cov_77.5002_ID_13-processed-gene-4.88&CDS=1-633
