	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
382	OG0000382	YGR241C, YHR161C	snap_masked-flattened_line_20-processed-gene-4.78-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-4.78&CDS=1-2181
383	OG0000383	YGR243W, YHR162W	snap_masked-flattened_line_38-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.24&CDS=1-393
384	OG0000384	YGR248W, YHR163W	snap_masked-flattened_line_16-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.57&CDS=1-750
385	OG0000385	YGR254W, YHR174W	snap_masked-flattened_line_4-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.73&CDS=1-1308
386	OG0000386	YHL001W, YKL006W	maker-flattened_line_42-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.2&CDS=1-396
387	OG0000387	YHL003C, YKL008C	snap_masked-flattened_line_14-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.57&CDS=1-1224
388	OG0000388	YHL017W, YKL039W	snap_masked-flattened_line_2-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.25&CDS=1-1776
389	OG0000389	YHL028W	augustus_masked-flattened_line_14-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.96&CDS=1-1368, genemark-flattened_line_0-processed-gene-6.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.92&CDS=1-1188
390	OG0000390	YHR001W, YKR003W	snap_masked-flattened_line_32-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.22&CDS=1-1290
391	OG0000391	YHR008C	snap_masked-flattened_line_4-processed-gene-8.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.88&CDS=1-666, snap_masked-flattened_line_4-processed-gene-8.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.89&CDS=1-612
392	OG0000392	YHR013C	snap_masked-flattened_line_4-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.131&CDS=1-615, snap_masked-flattened_line_4-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.74&CDS=1-609
393	OG0000393	YHR021C, YKL156W	genemark-flattened_line_6-processed-gene-4.9-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.9&CDS=1-246
394	OG0000394	YHR028C	snap_masked-flattened_line_22-processed-gene-4.101-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.101&CDS=1-2712, snap_masked-flattened_line_32-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.52&CDS=1-2517
395	OG0000395	YHR043C, YHR044C	snap_masked-flattened_line_2-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.24&CDS=1-708
396	OG0000396	YHR115C, YNL116W	snap_masked-flattened_line_34-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.87&CDS=1-1368
397	OG0000397	YHR117W, YNL121C	snap_masked-flattened_line_54-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.48&CDS=1-1815
398	OG0000398	YHR132W-A, YNL157W	snap_masked-flattened_line_22-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.77&CDS=1-405
399	OG0000399	YHR133C, YNL156C	snap_masked-flattened_line_22-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.78&CDS=1-837
400	OG0000400	YHR146W, YNL173C	snap_masked-flattened_line_0-processed-gene-4.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.6&CDS=1-1065
401	OG0000401	YHR155W, YNL257C	snap_masked-flattened_line_46-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.24&CDS=1-3531
402	OG0000402	YHR198C, YHR199C	snap_masked-flattened_line_30-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.90&CDS=1-957
403	OG0000403	YHR203C, YJR145C	maker-flattened_line_28-snap-gene-1.133-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.133&CDS=1-783
404	OG0000404	YHR210C, YNR071C	augustus_masked-flattened_line_64-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.12&CDS=1-630
405	OG0000405	YIL085C, YNL029C	snap_masked-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.85&CDS=1-1518
406	OG0000406	YIL105C, YNL047C	genemark-flattened_line_34-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.206&CDS=1-2091
407	OG0000407	YIL107C	snap_masked-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.3&CDS=1-2157, snap_masked-flattened_line_18-processed-gene-3.63-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.63&CDS=1-2349
408	OG0000408	YIL111W, YNL052W	snap_masked-flattened_line_18-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.66&CDS=1-462
409	OG0000409	YIL135C, YNL074C	snap_masked-flattened_line_14-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.73&CDS=1-1152
410	OG0000410	YIL151C, YKR096W	snap_masked-flattened_line_8-processed-gene-4.130-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.130&CDS=1-3291
411	OG0000411	YIL156W, YKR098C	snap_masked-flattened_line_32-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.11&CDS=1-1839
412	OG0000412	YIL166C	snap_masked-flattened_line_22-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.26&CDS=1-1776, snap_masked-flattened_line_8-processed-gene-5.54-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.54&CDS=1-1641
413	OG0000413	YIR001C	snap_masked-flattened_line_0-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.66&CDS=1-516, snap_masked-flattened_line_22-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.91&CDS=1-597
414	OG0000414	YIR031C, YNL117W	snap_masked-flattened_line_0-processed-gene-10.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.86&CDS=1-1677
415	OG0000415	YIR033W, YKL020C	snap_masked-flattened_line_0-processed-gene-5.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.44&CDS=1-3678
416	OG0000416	YJL076W, YKR010C	snap_masked-flattened_line_14-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.79&CDS=1-2802
417	OG0000417	YJL082W, YKR018C	snap_masked-flattened_line_18-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.65&CDS=1-2331
418	OG0000418	YJL083W, YKR019C	snap_masked-flattened_line_18-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.83&CDS=1-2355
419	OG0000419	YJL084C, YKR021W	augustus_masked-flattened_line_4-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.36&CDS=1-3279
420	OG0000420	YJL108C	snap_masked-flattened_line_6-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.109&CDS=1-2391, snap_masked-flattened_line_8-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.107&CDS=1-2796
421	OG0000421	YJL112W, YKR036C	snap_masked-flattened_line_12-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.123&CDS=1-1902
422	OG0000422	YJL133W, YKR052C	snap_masked-flattened_line_38-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.95&CDS=1-1005
423	OG0000423	YJL134W, YKR053C	snap_masked-flattened_line_14-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.45&CDS=1-1260
424	OG0000424	YJL137C, YKR058W	snap_masked-flattened_line_18-processed-gene-4.108-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.108&CDS=1-1101
425	OG0000425	YJL138C, YKR059W	maker-flattened_line_14-snap-gene-3.122-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-3.122&CDS=1-1440
426	OG0000426	YJL139C, YKR061W	snap_masked-flattened_line_0-processed-gene-10.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.78&CDS=1-1233
427	OG0000427	YJL158C	augustus_masked-flattened_line_36-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.73&CDS=1-210, augustus_masked-flattened_line_68-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.5&CDS=1-201
428	OG0000428	YJL163C	augustus_masked-flattened_line_6-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.39&CDS=1-3696, snap_masked-flattened_line_22-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.62&CDS=1-1647
429	OG0000429	YJL177W, YKL180W	maker-flattened_line_0-snap-gene-10.150-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-10.150&CDS=1-501
430	OG0000430	YJR019C	snap_masked-flattened_line_0-processed-gene-11.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.97&CDS=1-960, snap_masked-flattened_line_0-processed-gene-11.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.98&CDS=1-957
431	OG0000431	YJR054W, YML047C	snap_masked-flattened_line_6-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.1&CDS=1-1701
432	OG0000432	YJR059W, YKL198C	snap_masked-flattened_line_4-processed-gene-6.59-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.59&CDS=1-2547
433	OG0000433	YJR091C, YPR042C	snap_masked-flattened_line_2-processed-gene-8.62-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.62&CDS=1-3213
434	OG0000434	YJR094W-A, YPR043W	snap_masked-flattened_line_14-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.61&CDS=1-354
435	OG0000435	YJR127C, YML081W	snap_masked-flattened_line_28-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.108&CDS=1-3531
436	OG0000436	YJR130C, YML082W	snap_masked-flattened_line_10-processed-gene-5.143-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.143&CDS=1-1794
437	OG0000437	YKL004W	snap_masked-flattened_line_24-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.56&CDS=1-978, snap_masked-flattened_line_42-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.75&CDS=1-1326
438	OG0000438	YKL029C	snap_masked-flattened_line_12-processed-gene-5.83-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.83&CDS=1-1848, snap_masked-flattened_line_8-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.113&CDS=1-1923
439	OG0000439	YKL040C	snap_masked-flattened_line_26-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.44&CDS=1-738, snap_masked-flattened_line_34-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.134&CDS=1-750
440	OG0000440	YKL050C, YMR031C	snap_masked-flattened_line_0-processed-gene-6.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.38&CDS=1-2775
441	OG0000441	YKL065C, YMR040W	snap_masked-flattened_line_4-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.101&CDS=1-555
442	OG0000442	YKL072W, YMR053C	snap_masked-flattened_line_12-processed-gene-5.80-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.80&CDS=1-2700
443	OG0000443	YKL121W, YMR102C	snap_masked-flattened_line_2-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.49&CDS=1-2328
444	OG0000444	YKL127W, YMR105C	snap_masked-flattened_line_2-processed-gene-6.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.3&CDS=1-1683
445	OG0000445	YKL129C, YMR109W	genemark-flattened_line_12-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.70&CDS=1-4479
446	OG0000446	YKL133C, YMR115W	genemark-flattened_line_12-processed-gene-4.86-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.86&CDS=1-1554
447	OG0000447	YKL141W, YMR118C	genemark-flattened_line_20-processed-gene-3.0-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.0&CDS=1-510
448	OG0000448	YKL157W	augustus_masked-flattened_line_0-processed-gene-11.191-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.191&CDS=1-2640, maker-flattened_line_0-snap-gene-11.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-11.2&CDS=1-2595
449	OG0000449	YKR072C, YOR054C	snap_masked-flattened_line_10-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.77&CDS=1-1716
450	OG0000450	YKR076W, YMR251W	maker-flattened_line_22-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.2&CDS=1-1524
451	OG0000451	YKR089C, YOR081C	snap_masked-flattened_line_32-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.107&CDS=1-3234
452	OG0000452	YKR091W, YOR083W	snap_masked-flattened_line_10-processed-gene-3.76-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.76&CDS=1-1338
453	OG0000453	YLL010C, YLR019W	snap_masked-flattened_line_30-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.104&CDS=1-1152
454	OG0000454	YLL012W, YLR020C	snap_masked-flattened_line_22-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.13&CDS=1-1332
455	OG0000455	YLL016W, YLR310C	snap_masked-flattened_line_2-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.83&CDS=1-3780
456	OG0000456	YLL028W	maker-flattened_line_4-snap-gene-6.5-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-6.5&CDS=1-1575, snap_masked-flattened_line_22-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.50&CDS=1-1833
457	OG0000457	YLL048C	snap_masked-flattened_line_0-processed-gene-7.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.59&CDS=1-4251, snap_masked-flattened_line_40-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.75&CDS=1-5043
458	OG0000458	YLR031W, YMR124W	snap_masked-flattened_line_24-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.77&CDS=1-3501
459	OG0000459	YLR187W, YNL278W	snap_masked-flattened_line_0-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.31&CDS=1-2928
460	OG0000460	YLR248W	maker-flattened_line_34-snap-gene-1.245-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.245&CDS=1-1710, snap_masked-flattened_line_6-processed-gene-7.194-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.194&CDS=1-2241
461	OG0000461	YLR260W, YOR171C	snap_masked-flattened_line_20-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.50&CDS=1-1443
462	OG0000462	YLR264W, YOR167C	maker-flattened_line_40-snap-gene-0.134-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.134&CDS=1-198
463	OG0000463	YLR270W, YOR173W	snap_masked-flattened_line_40-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.38&CDS=1-888
464	OG0000464	YLR284C, YOR180C	snap_masked-flattened_line_6-processed-gene-7.116-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.116&CDS=1-852
465	OG0000465	YLR287C-A, YOR182C	maker-flattened_line_40-snap-gene-0.133-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.133&CDS=1-1227
466	OG0000466	YLR300W, YOR190W	snap_masked-flattened_line_30-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.93&CDS=1-1272
467	OG0000467	YLR441C	snap_masked-flattened_line_0-processed-gene-11.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.75&CDS=1-768, snap_masked-flattened_line_10-processed-gene-5.184-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.184&CDS=1-768
468	OG0000468	YLR450W, YML075C	snap_masked-flattened_line_2-processed-gene-5.72-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.72&CDS=1-3081
469	OG0000469	YLR456W, YPR172W	snap_masked-flattened_line_8-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.87&CDS=1-567
470	OG0000470	YML085C	snap_masked-flattened_line_2-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.46&CDS=1-1350, snap_masked-flattened_line_30-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.94&CDS=1-1344
471	OG0000471	YML091C	augustus_masked-flattened_line_16-processed-gene-4.274-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.274&CDS=1-2076, snap_masked-flattened_line_2-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.63&CDS=1-2307
472	OG0000472	YML100W, YMR261C	snap_masked-flattened_line_22-processed-gene-4.71-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.71&CDS=1-3147
473	OG0000473	YML106W, YMR271C	snap_masked-flattened_line_6-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.29&CDS=1-663
474	OG0000474	YML109W, YMR273C	snap_masked-flattened_line_6-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.37&CDS=1-3384
475	OG0000475	YML123C	snap_masked-flattened_line_0-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.50&CDS=1-1716, snap_masked-flattened_line_0-processed-gene-4.36-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.36&CDS=1-1716
476	OG0000476	YMR119W, YNL008C	genemark-flattened_line_6-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.47&CDS=1-2085
477	OG0000477	YMR145C	maker-flattened_line_24-augustus-gene-3.182-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-3.182&CDS=1-3108, snap_masked-flattened_line_2-processed-gene-5.64-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.64&CDS=1-1683
478	OG0000478	YMR177W, YPL224C	maker-flattened_line_2-snap-gene-7.3-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-7.3&CDS=1-1635
479	OG0000479	YMR182C, YPL230W	snap_masked-flattened_line_4-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.146&CDS=1-1257
480	OG0000480	YMR183C, YPL232W	maker-flattened_line_20-augustus-gene-4.219-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-4.219&CDS=1-858
481	OG0000481	YMR199W, YPL256C	snap_masked-flattened_line_30-processed-gene-2.130-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.130&CDS=1-1236
482	OG0000482	YMR221C	maker-flattened_line_6-snap-gene-7.94-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-7.94&CDS=1-1839, snap_masked-flattened_line_30-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.63&CDS=1-1515
483	OG0000483	YMR222C, YOR280C	snap_masked-flattened_line_30-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.62&CDS=1-810
484	OG0000484	YMR226C	snap_masked-flattened_line_26-processed-gene-3.128-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.128&CDS=1-804, snap_masked-flattened_line_4-processed-gene-5.143-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.143&CDS=1-813
485	OG0000485	YMR230W, YOR293W	snap_masked-flattened_line_4-processed-gene-8.98-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.98&CDS=1-369
486	OG0000486	YMR237W, YOR299W	maker-flattened_line_16-snap-gene-4.4-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-4.4&CDS=1-2154
487	OG0000487	YMR242C, YOR312C	snap_masked-flattened_line_26-processed-gene-3.106-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.106&CDS=1-522
488	OG0000488	YMR253C, YPL264C	snap_masked-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.83&CDS=1-1200
489	OG0000489	YNL027W	snap_masked-flattened_line_0-processed-gene-3.68-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.68&CDS=1-1971, snap_masked-flattened_line_42-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.83&CDS=1-1140
490	OG0000490	YNL065W	genemark-flattened_line_0-processed-gene-11.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.25&CDS=1-1569, snap_masked-flattened_line_16-processed-gene-3.86-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.86&CDS=1-1695
491	OG0000491	YNL087W, YOR086C	augustus_masked-flattened_line_14-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.20&CDS=1-5976
492	OG0000492	YNL098C, YOR101W	genemark-flattened_line_0-processed-gene-10.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.129&CDS=1-744
493	OG0000493	YNL108C, YOR110W	maker-flattened_line_8-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.86&CDS=1-1470
494	OG0000494	YNL216W	augustus_masked-flattened_line_8-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.26&CDS=1-1644, snap_masked-flattened_line_4-processed-gene-7.27-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.27&CDS=1-1917
495	OG0000495	YNL274C	genemark-flattened_line_10-processed-gene-5.337-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.337&CDS=1-1047, snap_masked-flattened_line_28-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.120&CDS=1-1008
496	OG0000496	YNL283C, YOL105C	snap_masked-flattened_line_36-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.69&CDS=1-1140
497	OG0000497	YNL293W, YOL112W	snap_masked-flattened_line_12-processed-gene-5.92-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.92&CDS=1-2049
498	OG0000498	YNL299W, YOL115W	snap_masked-flattened_line_2-processed-gene-4.34-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.34&CDS=1-2151
499	OG0000499	YNL301C, YOL120C	maker-flattened_line_4-snap-gene-5.0-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-5.0&CDS=1-942
500	OG0000500	YNL322C	snap_masked-flattened_line_44-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.121&CDS=1-696, snap_masked-flattened_line_44-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.154&CDS=1-702
501	OG0000501	YNR018W	maker-flattened_line_28-snap-gene-2.11-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-2.11&CDS=1-1812, snap_masked-flattened_line_10-processed-gene-5.217-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.217&CDS=1-627
502	OG0000502	YOL048C	snap_masked-flattened_line_14-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.82&CDS=1-990, snap_masked-flattened_line_2-processed-gene-3.97-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.97&CDS=1-651
503	OG0000503	YOL075C	snap_masked-flattened_line_0-processed-gene-10.54-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.54&CDS=1-3948, snap_masked-flattened_line_24-processed-gene-3.168-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.168&CDS=1-3882
504	OG0000504	YOR032C	snap_masked-flattened_line_14-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.64&CDS=1-2478, snap_masked-flattened_line_8-processed-gene-5.89-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.89&CDS=1-2979
505	OG0000505	YOR108W	snap_masked-flattened_line_20-processed-gene-3.64-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.64&CDS=1-1773, snap_masked-flattened_line_4-processed-gene-6.95-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.95&CDS=1-1710
506	OG0000506	YOR153W	augustus_masked-flattened_line_0-processed-gene-11.184-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.184&CDS=1-4653, snap_masked-flattened_line_6-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.4&CDS=1-4560
507	OG0000507	YOR226C, YPL135W	snap_masked-flattened_line_6-processed-gene-3.112-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.112&CDS=1-513
508	OG0000508	YOR231W, YPL140C	snap_masked-flattened_line_12-processed-gene-5.72-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.72&CDS=1-1437
509	OG0000509	YOR234C, YPL143W	snap_masked-flattened_line_4-processed-gene-7.19-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.19&CDS=1-312
510	OG0000510	YOR237W, YPL145C	snap_masked-flattened_line_4-processed-gene-7.35-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.35&CDS=1-1272
511	OG0000511	YOR256C, YPL176C	snap_masked-flattened_line_6-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.67&CDS=1-2457
512	OG0000512	YOR270C	genemark-flattened_line_12-processed-gene-5.38-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.38&CDS=1-2589, snap_masked-flattened_line_22-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.67&CDS=1-2418
513	OG0000513	YOR390W, YPL279C	snap_masked-flattened_line_60-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.13&CDS=1-1032
