	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034897_Ogataea_glucozyma
514	OG0000514	YPR036W	maker-flattened_line_0-snap-gene-0.82-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.82&CDS=1-2574, maker-flattened_line_0-snap-gene-7.78-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.78&CDS=1-2574
515	OG0000515	YPR041W	genemark-flattened_line_0-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.59&CDS=1-1149, genemark-flattened_line_0-processed-gene-7.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.138&CDS=1-1149
516	OG0000516	YPR066W	genemark-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.111&CDS=1-1248, genemark-flattened_line_0-processed-gene-6.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.124&CDS=1-1248
517	OG0000517	YPR153W	maker-flattened_line_0-snap-gene-3.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.2&CDS=1-429, maker-flattened_line_0-snap-gene-5.94-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.94&CDS=1-429
518	OG0000518	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_21-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.104&CDS=1-2070
519	OG0000519	YAL001C	genemark-flattened_line_11-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.102&CDS=1-3711
520	OG0000520	YAL002W	genemark-flattened_line_5-processed-gene-4.92-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.92&CDS=1-4293
521	OG0000521	YAL009W	genemark-flattened_line_15-processed-gene-2.244-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.244&CDS=1-1185
522	OG0000522	YAL010C	genemark-flattened_line_15-processed-gene-2.205-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.205&CDS=1-1203
523	OG0000523	YAL011W	maker-flattened_line_19-snap-gene-2.193-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-2.193&CDS=1-2523
524	OG0000524	YAL013W	snap_masked-flattened_line_7-processed-gene-4.123-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.123&CDS=1-1383
525	OG0000525	YAL014C	genemark-flattened_line_19-processed-gene-2.171-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.171&CDS=1-915
526	OG0000526	YAL016W	genemark-flattened_line_114-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.23&CDS=1-1866
527	OG0000527	YAL019W	genemark-flattened_line_15-processed-gene-2.245-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.245&CDS=1-3165
528	OG0000528	YAL020C	genemark-flattened_line_15-processed-gene-2.206-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.206&CDS=1-1131
529	OG0000529	YAL021C	maker-flattened_line_76-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.3&CDS=1-4461
530	OG0000530	YAL022C	genemark-flattened_line_68-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.64&CDS=1-1380
531	OG0000531	YAL023C	genemark-flattened_line_5-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.53&CDS=1-2256
532	OG0000532	YAL024C	genemark-flattened_line_58-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.154&CDS=1-3636
533	OG0000533	YAL025C	genemark-flattened_line_30-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.56&CDS=1-897
534	OG0000534	YAL026C	genemark-flattened_line_104-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.61&CDS=1-4008
535	OG0000535	YAL033W	genemark-flattened_line_9-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.13&CDS=1-495
536	OG0000536	YAL034W-A	genemark-flattened_line_28-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.104&CDS=1-951
537	OG0000537	YAL035W	genemark-flattened_line_15-processed-gene-2.239-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.239&CDS=1-3054
538	OG0000538	YAL036C	genemark-flattened_line_15-processed-gene-2.203-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.203&CDS=1-1098
539	OG0000539	YAL039C	genemark-flattened_line_26-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.124&CDS=1-777
540	OG0000540	YAL041W	genemark-flattened_line_26-processed-gene-1.176-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.176&CDS=1-2469
541	OG0000541	YAL042W	genemark-flattened_line_26-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.177&CDS=1-1206
542	OG0000542	YAL043C	genemark-flattened_line_52-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.183&CDS=1-2166
543	OG0000543	YAL044C	maker-flattened_line_58-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.71&CDS=1-3819
544	OG0000544	YAL044W-A	genemark-flattened_line_58-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.149&CDS=1-363
545	OG0000545	YAL046C	genemark-flattened_line_7-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.70&CDS=1-324
546	OG0000546	YAL048C	genemark-flattened_line_7-processed-gene-4.6-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.6&CDS=1-1929
547	OG0000547	YAL049C	augustus_masked-flattened_line_126-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.7&CDS=1-1431
548	OG0000548	YAL053W	snap_masked-flattened_line_126-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.34&CDS=1-2217
549	OG0000549	YAL054C	genemark-flattened_line_60-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.53&CDS=1-1995
550	OG0000550	YAL058W	genemark-flattened_line_3-processed-gene-3.96-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.96&CDS=1-1728
551	OG0000551	YAL059W	genemark-flattened_line_19-processed-gene-2.181-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.181&CDS=1-567
552	OG0000552	YAL067C	maker-flattened_line_30-augustus-gene-1.190-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.190&CDS=1-2901
553	OG0000553	YAR002W	augustus_masked-flattened_line_36-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.148&CDS=1-1467
554	OG0000554	YAR003W	genemark-flattened_line_17-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.27&CDS=1-1281
555	OG0000555	YAR007C	genemark-flattened_line_28-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.114&CDS=1-1833
556	OG0000556	YAR008W	genemark-flattened_line_102-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.49&CDS=1-828
557	OG0000557	YAR014C	maker-flattened_line_5-snap-gene-1.50-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-1.50&CDS=1-1512
558	OG0000558	YAR015W	genemark-flattened_line_36-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.24&CDS=1-909
559	OG0000559	YAR018C	snap_masked-flattened_line_36-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.73&CDS=1-1260
560	OG0000560	YAR035W	genemark-flattened_line_3-processed-gene-5.180-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.180&CDS=1-2208
561	OG0000561	YBL001C	genemark-flattened_line_118-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.22&CDS=1-315
562	OG0000562	YBL004W	genemark-flattened_line_26-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.120&CDS=1-7665
563	OG0000563	YBL007C	genemark-flattened_line_44-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.168&CDS=1-3525
564	OG0000564	YBL008W	genemark-flattened_line_3-processed-gene-4.105-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-4.105&CDS=1-2898
565	OG0000565	YBL011W	genemark-flattened_line_21-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.7&CDS=1-2151
566	OG0000566	YBL013W	genemark-flattened_line_28-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.115&CDS=1-1005
567	OG0000567	YBL015W	genemark-flattened_line_44-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.160&CDS=1-1569
568	OG0000568	YBL016W	genemark-flattened_line_7-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.71&CDS=1-1062
569	OG0000569	YBL019W	genemark-flattened_line_100-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.33&CDS=1-1815
570	OG0000570	YBL020W	genemark-flattened_line_38-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.118&CDS=1-1575
571	OG0000571	YBL021C	genemark-flattened_line_38-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.119&CDS=1-1023
572	OG0000572	YBL022C	genemark-flattened_line_13-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.57&CDS=1-3447
573	OG0000573	YBL023C	genemark-flattened_line_9-processed-gene-3.27-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.27&CDS=1-2652
574	OG0000574	YBL024W	genemark-flattened_line_38-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.97&CDS=1-2097
575	OG0000575	YBL029C-A	genemark-flattened_line_11-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.61&CDS=1-246
576	OG0000576	YBL029W	snap_masked-flattened_line_26-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.100&CDS=1-1365
577	OG0000577	YBL032W	maker-flattened_line_7-snap-gene-1.109-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-1.109&CDS=1-2538
578	OG0000578	YBL033C	genemark-flattened_line_84-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.69&CDS=1-975
579	OG0000579	YBL034C	genemark-flattened_line_60-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.76&CDS=1-4203
580	OG0000580	YBL035C	genemark-flattened_line_44-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.128&CDS=1-1878
581	OG0000581	YBL036C	genemark-flattened_line_44-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.124&CDS=1-720
582	OG0000582	YBL037W	genemark-flattened_line_44-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.123&CDS=1-2964
583	OG0000583	YBL038W	genemark-flattened_line_82-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.75&CDS=1-678
584	OG0000584	YBL039C	genemark-flattened_line_72-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.22&CDS=1-1725
585	OG0000585	YBL040C	maker-flattened_line_72-augustus-gene-0.163-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.163&CDS=1-1506
586	OG0000586	YBL041W	genemark-flattened_line_72-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.18&CDS=1-729
587	OG0000587	YBL045C	genemark-flattened_line_13-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.55&CDS=1-1332
588	OG0000588	YBL047C	snap_masked-flattened_line_1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.69&CDS=1-4224
589	OG0000589	YBL049W	genemark-flattened_line_130-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.45&CDS=1-660
590	OG0000590	YBL050W	genemark-flattened_line_48-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.64&CDS=1-894
591	OG0000591	YBL051C	genemark-flattened_line_88-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.13&CDS=1-2217
592	OG0000592	YBL052C	snap_masked-flattened_line_68-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.117&CDS=1-2088
593	OG0000593	YBL055C	maker-flattened_line_68-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.150&CDS=1-2283
594	OG0000594	YBL057C	maker-flattened_line_68-augustus-gene-0.137-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.137&CDS=1-1125
595	OG0000595	YBL060W	genemark-flattened_line_9-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.28&CDS=1-2319
596	OG0000596	YBL064C	genemark-flattened_line_9-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.30&CDS=1-753
597	OG0000597	YBL066C	genemark-flattened_line_9-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.29&CDS=1-2877
598	OG0000598	YBL076C	genemark-flattened_line_156-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.6&CDS=1-3228
599	OG0000599	YBL078C	augustus_masked-flattened_line_7-processed-gene-4.208-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.208&CDS=1-660
600	OG0000600	YBL079W	genemark-flattened_line_7-processed-gene-4.19-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.19&CDS=1-4368
601	OG0000601	YBL080C	genemark-flattened_line_7-processed-gene-4.16-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.16&CDS=1-1458
602	OG0000602	YBL082C	genemark-flattened_line_84-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.66&CDS=1-1410
603	OG0000603	YBL086C	maker-flattened_line_70-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.46&CDS=1-945
604	OG0000604	YBL088C	snap_masked-flattened_line_78-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.23&CDS=1-8778
605	OG0000605	YBL091C	genemark-flattened_line_1-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.110&CDS=1-1290
606	OG0000606	YBL092W	genemark-flattened_line_104-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.60&CDS=1-393
607	OG0000607	YBL093C	genemark-flattened_line_104-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.71&CDS=1-504
608	OG0000608	YBL095W	genemark-flattened_line_7-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.73&CDS=1-702
609	OG0000609	YBL097W	genemark-flattened_line_1-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.60&CDS=1-1929
610	OG0000610	YBL098W	maker-flattened_line_1-augustus-gene-1.133-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-1.133&CDS=1-2655
611	OG0000611	YBL099W	genemark-flattened_line_17-processed-gene-2.155-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.155&CDS=1-1641
612	OG0000612	YBL103C	genemark-flattened_line_5-processed-gene-5.78-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.78&CDS=1-1407
613	OG0000613	YBL104C	maker-flattened_line_9-snap-gene-2.97-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-2.97&CDS=1-5142
614	OG0000614	YBR006W	genemark-flattened_line_118-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.31&CDS=1-1500
615	OG0000615	YBR007C	genemark-flattened_line_40-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.137&CDS=1-1695
616	OG0000616	YBR011C	genemark-flattened_line_17-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.101&CDS=1-852
617	OG0000617	YBR015C	genemark-flattened_line_30-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.8&CDS=1-2130
618	OG0000618	YBR017C	genemark-flattened_line_5-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.95&CDS=1-2817
619	OG0000619	YBR022W	genemark-flattened_line_3-processed-gene-3.56-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.56&CDS=1-543
620	OG0000620	YBR023C	snap_masked-flattened_line_9-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.56&CDS=1-3669
621	OG0000621	YBR025C	genemark-flattened_line_74-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.62&CDS=1-1185
622	OG0000622	YBR026C	maker-flattened_line_24-snap-gene-2.165-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-2.165&CDS=1-1560
623	OG0000623	YBR028C	augustus_masked-flattened_line_3-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.138&CDS=1-1257
624	OG0000624	YBR029C	genemark-flattened_line_9-processed-gene-4.17-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.17&CDS=1-1335
625	OG0000625	YBR030W	augustus_masked-flattened_line_21-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.97&CDS=1-3138
626	OG0000626	YBR034C	genemark-flattened_line_9-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.8&CDS=1-1035
627	OG0000627	YBR035C	genemark-flattened_line_9-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.33&CDS=1-696
628	OG0000628	YBR038W	genemark-flattened_line_5-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.76&CDS=1-2967
629	OG0000629	YBR039W	snap_masked-flattened_line_100-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.9&CDS=1-858
630	OG0000630	YBR040W	augustus_masked-flattened_line_28-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.236&CDS=1-852
631	OG0000631	YBR041W	snap_masked-flattened_line_28-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.99&CDS=1-1995
632	OG0000632	YBR043C	genemark-flattened_line_28-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.20&CDS=1-2004
633	OG0000633	YBR045C	genemark-flattened_line_100-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.50&CDS=1-2388
634	OG0000634	YBR046C	genemark-flattened_line_94-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.102&CDS=1-1017
635	OG0000635	YBR047W	genemark-flattened_line_24-processed-gene-2.39-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.39&CDS=1-648
636	OG0000636	YBR056W	genemark-flattened_line_11-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.103&CDS=1-1494
637	OG0000637	YBR057C	maker-flattened_line_32-snap-gene-0.39-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.39&CDS=1-1560
638	OG0000638	YBR058C	genemark-flattened_line_32-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.42&CDS=1-2352
639	OG0000639	YBR060C	genemark-flattened_line_56-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.70&CDS=1-1638
640	OG0000640	YBR061C	genemark-flattened_line_52-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.153&CDS=1-906
641	OG0000641	YBR062C	genemark-flattened_line_52-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.152&CDS=1-594
642	OG0000642	YBR065C	genemark-flattened_line_3-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.52&CDS=1-1113
643	OG0000643	YBR070C	genemark-flattened_line_3-processed-gene-3.49-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.49&CDS=1-663
644	OG0000644	YBR073W	genemark-flattened_line_11-processed-gene-2.148-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.148&CDS=1-2622
645	OG0000645	YBR079C	maker-flattened_line_17-snap-gene-2.78-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-2.78&CDS=1-3393
646	OG0000646	YBR080C	genemark-flattened_line_44-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.109&CDS=1-2250
647	OG0000647	YBR081C	snap_masked-flattened_line_100-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.21&CDS=1-3648
648	OG0000648	YBR082C	genemark-flattened_line_42-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.90&CDS=1-441
649	OG0000649	YBR083W	genemark-flattened_line_62-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.172&CDS=1-2331
650	OG0000650	YBR084W	genemark-flattened_line_46-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.75&CDS=1-2925
651	OG0000651	YBR085W	genemark-flattened_line_80-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.71&CDS=1-906
652	OG0000652	YBR086C	genemark-flattened_line_44-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.171&CDS=1-2103
653	OG0000653	YBR087W	genemark-flattened_line_82-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.58&CDS=1-1164
654	OG0000654	YBR088C	genemark-flattened_line_34-processed-gene-1.194-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.194&CDS=1-777
655	OG0000655	YBR091C	genemark-flattened_line_9-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.32&CDS=1-318
656	OG0000656	YBR094W	genemark-flattened_line_3-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.31&CDS=1-2106
657	OG0000657	YBR095C	maker-flattened_line_3-snap-gene-2.75-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-2.75&CDS=1-2691
658	OG0000658	YBR097W	snap_masked-flattened_line_21-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.49&CDS=1-4584
659	OG0000659	YBR101C	augustus_masked-flattened_line_21-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.44&CDS=1-870
660	OG0000660	YBR102C	maker-flattened_line_42-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.36&CDS=1-2778
661	OG0000661	YBR103W	genemark-flattened_line_1-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.122&CDS=1-1569
662	OG0000662	YBR105C	genemark-flattened_line_21-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.10&CDS=1-870
663	OG0000663	YBR106W	maker-flattened_line_24-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.9&CDS=1-1809
664	OG0000664	YBR110W	genemark-flattened_line_11-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.62&CDS=1-1419
665	OG0000665	YBR111C	snap_masked-flattened_line_9-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.78&CDS=1-627
666	OG0000666	YBR111W-A	genemark-flattened_line_9-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.14&CDS=1-306
667	OG0000667	YBR112C	snap_masked-flattened_line_9-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.79&CDS=1-2475
668	OG0000668	YBR114W	genemark-flattened_line_11-processed-gene-2.158-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.158&CDS=1-2565
669	OG0000669	YBR115C	genemark-flattened_line_11-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.120&CDS=1-4182
670	OG0000670	YBR120C	genemark-flattened_line_68-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.23&CDS=1-486
671	OG0000671	YBR121C	genemark-flattened_line_17-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.91&CDS=1-2073
672	OG0000672	YBR122C	genemark-flattened_line_94-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.98&CDS=1-561
673	OG0000673	YBR123C	genemark-flattened_line_26-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.47&CDS=1-1683
674	OG0000674	YBR125C	genemark-flattened_line_118-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.21&CDS=1-1179
675	OG0000675	YBR126C	genemark-flattened_line_118-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.20&CDS=1-1419
676	OG0000676	YBR127C	genemark-flattened_line_7-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.68&CDS=1-3570
677	OG0000677	YBR132C	genemark-flattened_line_11-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.154&CDS=1-1788
678	OG0000678	YBR133C	genemark-flattened_line_1-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.119&CDS=1-2634
679	OG0000679	YBR135W	genemark-flattened_line_1-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.103&CDS=1-306
680	OG0000680	YBR136W	genemark-flattened_line_1-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.104&CDS=1-7278
681	OG0000681	YBR138C	augustus_masked-flattened_line_36-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.149&CDS=1-1251
682	OG0000682	YBR139W	genemark-flattened_line_26-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.111&CDS=1-1632
683	OG0000683	YBR141C	genemark-flattened_line_94-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.104&CDS=1-1026
684	OG0000684	YBR142W	genemark-flattened_line_94-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.89&CDS=1-2259
685	OG0000685	YBR143C	genemark-flattened_line_94-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.105&CDS=1-1299
