	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
268	OG0000268	YDR311W	snap_masked-flattened_line_0-processed-gene-10.197-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.197&CDS=1-1875, snap_masked-flattened_line_0-processed-gene-22.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.73&CDS=1-1875
269	OG0000269	YDR320C	maker-flattened_line_0-snap-gene-22.176-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-22.176&CDS=1-1848, snap_masked-flattened_line_0-processed-gene-10.163-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.163&CDS=1-1968
270	OG0000270	YDR328C	snap_masked-flattened_line_0-processed-gene-11.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.78&CDS=1-519, snap_masked-flattened_line_0-processed-gene-20.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.151&CDS=1-519
271	OG0000271	YDR330W	maker-flattened_line_0-augustus-gene-24.114-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-24.114&CDS=1-2235, maker-flattened_line_0-augustus-gene-7.139-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.139&CDS=1-2235
272	OG0000272	YDR333C	snap_masked-flattened_line_0-processed-gene-14.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.35&CDS=1-1764, snap_masked-flattened_line_0-processed-gene-17.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.29&CDS=1-1764
273	OG0000273	YDR334W	snap_masked-flattened_line_0-processed-gene-27.159-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.159&CDS=1-4503, snap_masked-flattened_line_0-processed-gene-4.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.103&CDS=1-4503
274	OG0000274	YDR336W	snap_masked-flattened_line_0-processed-gene-15.181-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.181&CDS=1-1047, snap_masked-flattened_line_0-processed-gene-16.11-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.11&CDS=1-1047
275	OG0000275	YDR339C	snap_masked-flattened_line_0-processed-gene-11.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.72&CDS=1-564, snap_masked-flattened_line_0-processed-gene-20.157-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.157&CDS=1-564
276	OG0000276	YDR351W, YHR103W	snap_masked-flattened_line_3-processed-gene-11.125-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.125&CDS=1-1587
277	OG0000277	YDR353W	snap_masked-flattened_line_0-processed-gene-28.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-28.73&CDS=1-957, snap_masked-flattened_line_0-processed-gene-4.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.74&CDS=1-957
278	OG0000278	YDR358W, YHR108W	maker-flattened_line_3-snap-gene-8.0-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-8.0&CDS=1-1680
279	OG0000279	YDR368W, YOR120W	snap_masked-flattened_line_13-processed-gene-3.302-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.302&CDS=1-948
280	OG0000280	YDR379W, YOR127W	augustus_masked-flattened_line_5-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.111&CDS=1-2604
281	OG0000281	YDR385W, YOR133W	maker-flattened_line_5-snap-gene-4.163-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-4.163&CDS=1-2526
282	OG0000282	YDR392W	snap_masked-flattened_line_0-processed-gene-13.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.77&CDS=1-957, snap_masked-flattened_line_0-processed-gene-19.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.22&CDS=1-957
283	OG0000283	YDR408C	snap_masked-flattened_line_0-processed-gene-15.155-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.155&CDS=1-642, snap_masked-flattened_line_0-processed-gene-16.31-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.31&CDS=1-642
284	OG0000284	YDR410C	snap_masked-flattened_line_0-processed-gene-13.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.88&CDS=1-654, snap_masked-flattened_line_0-processed-gene-18.102-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.102&CDS=1-654
285	OG0000285	YDR412W	snap_masked-flattened_line_0-processed-gene-11.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.100&CDS=1-696, snap_masked-flattened_line_0-processed-gene-20.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.133&CDS=1-696
286	OG0000286	YDR414C	snap_masked-flattened_line_0-processed-gene-11.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.77&CDS=1-1185, snap_masked-flattened_line_0-processed-gene-20.152-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.152&CDS=1-1185
287	OG0000287	YDR418W, YEL054C	genemark-flattened_line_11-processed-gene-4.90-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.90&CDS=1-501
288	OG0000288	YDR419W	snap_masked-flattened_line_0-processed-gene-11.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.99&CDS=1-1842, snap_masked-flattened_line_0-processed-gene-20.134-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.134&CDS=1-1842
289	OG0000289	YDR427W	snap_masked-flattened_line_0-processed-gene-14.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.26&CDS=1-1194, snap_masked-flattened_line_0-processed-gene-17.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.42&CDS=1-1194
290	OG0000290	YDR437W	snap_masked-flattened_line_0-processed-gene-11.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.85&CDS=1-711, snap_masked-flattened_line_0-processed-gene-21.138-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.138&CDS=1-711
291	OG0000291	YDR440W	snap_masked-flattened_line_0-processed-gene-15.173-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.173&CDS=1-2004, snap_masked-flattened_line_0-processed-gene-16.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.19&CDS=1-2004
292	OG0000292	YDR447C, YML024W	genemark-flattened_line_13-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.165&CDS=1-405
293	OG0000293	YDR450W, YML026C	snap_masked-flattened_line_13-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.12&CDS=1-450
294	OG0000294	YDR451C, YML027W	snap_masked-flattened_line_13-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.49&CDS=1-1125
295	OG0000295	YDR457W	snap_masked-flattened_line_0-processed-gene-22.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.89&CDS=1-10053, snap_masked-flattened_line_0-processed-gene-9.143-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.143&CDS=1-10053
296	OG0000296	YDR458C, YML034W	maker-flattened_line_11-augustus-gene-4.120-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-4.120&CDS=1-2085
297	OG0000297	YDR460W	snap_masked-flattened_line_0-processed-gene-23.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-23.96&CDS=1-978, snap_masked-flattened_line_0-processed-gene-9.109-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.109&CDS=1-978
298	OG0000298	YDR463W, YHR006W	snap_masked-flattened_line_5-processed-gene-4.96-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.96&CDS=1-1206
299	OG0000299	YDR472W	snap_masked-flattened_line_0-processed-gene-22.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.92&CDS=1-660, snap_masked-flattened_line_0-processed-gene-9.140-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.140&CDS=1-660
300	OG0000300	YDR473C	snap_masked-flattened_line_0-processed-gene-22.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.90&CDS=1-1236, snap_masked-flattened_line_0-processed-gene-9.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.142&CDS=1-1236
301	OG0000301	YDR475C, YOR019W	snap_masked-flattened_line_15-processed-gene-2.212-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.212&CDS=1-2088
302	OG0000302	YDR496C	augustus_masked-flattened_line_0-processed-gene-23.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.21&CDS=1-2934, augustus_masked-flattened_line_0-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.79&CDS=1-2934
303	OG0000303	YDR500C, YLR185W	snap_masked-flattened_line_1-processed-gene-7.161-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.161&CDS=1-246
304	OG0000304	YDR502C, YLR180W	maker-flattened_line_1-snap-gene-7.11-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-7.11&CDS=1-2460
305	OG0000305	YDR505C, YLR177W	snap_masked-flattened_line_1-processed-gene-7.185-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.185&CDS=1-1578
306	OG0000306	YEL004W	genemark-flattened_line_0-processed-gene-10.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.58&CDS=1-810, genemark-flattened_line_0-processed-gene-22.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-22.16&CDS=1-810
307	OG0000307	YEL006W, YIL006W	augustus_masked-flattened_line_11-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.7&CDS=1-2517
308	OG0000308	YEL022W, YJR031C	augustus_masked-flattened_line_3-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-9.83&CDS=1-6861
309	OG0000309	YEL036C	snap_masked-flattened_line_0-processed-gene-14.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.43&CDS=1-1362, snap_masked-flattened_line_0-processed-gene-17.21-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.21&CDS=1-1362
310	OG0000310	YEL041W, YJR049C	snap_masked-flattened_line_1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.19&CDS=1-1983
311	OG0000311	YEL043W	snap_masked-flattened_line_0-processed-gene-14.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.45&CDS=1-2661, snap_masked-flattened_line_0-processed-gene-17.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.19&CDS=1-2661
312	OG0000312	YEL044W	augustus_masked-flattened_line_0-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.105&CDS=1-378, genemark-flattened_line_0-processed-gene-14.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.126&CDS=1-378
313	OG0000313	YEL047C, YJR051W	maker-flattened_line_7-snap-gene-5.103-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-5.103&CDS=1-2340
314	OG0000314	YEL048C	snap_masked-flattened_line_0-processed-gene-14.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.50&CDS=1-477, snap_masked-flattened_line_0-processed-gene-17.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.14&CDS=1-477
315	OG0000315	YEL061C	snap_masked-flattened_line_0-processed-gene-22.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.118&CDS=1-2418, snap_masked-flattened_line_0-processed-gene-9.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.118&CDS=1-2418
316	OG0000316	YEL066W, YPR193C	snap_masked-flattened_line_11-processed-gene-4.132-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.132&CDS=1-483
317	OG0000317	YER004W	maker-flattened_line_0-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.2&CDS=1-1815, maker-flattened_line_0-snap-gene-31.72-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-31.72&CDS=1-1815
318	OG0000318	YER019W	snap_masked-flattened_line_0-processed-gene-24.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-24.69&CDS=1-1287, snap_masked-flattened_line_0-processed-gene-8.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.63&CDS=1-1287
319	OG0000319	YER022W	snap_masked-flattened_line_0-processed-gene-29.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.66&CDS=1-1656, snap_masked-flattened_line_0-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.100&CDS=1-1656
320	OG0000320	YER023W	snap_masked-flattened_line_0-processed-gene-29.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.57&CDS=1-831, snap_masked-flattened_line_0-processed-gene-3.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.105&CDS=1-831
321	OG0000321	YER029C	snap_masked-flattened_line_0-processed-gene-11.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.81&CDS=1-432, snap_masked-flattened_line_0-processed-gene-20.148-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-20.148&CDS=1-432
322	OG0000322	YER031C, YGL210W	snap_masked-flattened_line_1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.31&CDS=1-663
323	OG0000323	YER042W	snap_masked-flattened_line_0-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.154&CDS=1-543, snap_masked-flattened_line_0-processed-gene-31.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-31.90&CDS=1-543
324	OG0000324	YER045C, YIL036W	snap_masked-flattened_line_21-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.57&CDS=1-1056
325	OG0000325	YER057C, YIL051C	maker-flattened_line_5-augustus-gene-2.6-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-2.6&CDS=1-726
326	OG0000326	YER062C, YIL053W	snap_masked-flattened_line_1-processed-gene-6.162-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.162&CDS=1-729
327	OG0000327	YER064C, YIL056W	snap_masked-flattened_line_15-processed-gene-2.184-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.184&CDS=1-1368
328	OG0000328	YER068W	snap_masked-flattened_line_0-processed-gene-15.138-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.138&CDS=1-1770, snap_masked-flattened_line_0-processed-gene-17.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.35&CDS=1-1770
329	OG0000329	YER107C	snap_masked-flattened_line_0-processed-gene-27.182-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.182&CDS=1-1113, snap_masked-flattened_line_0-processed-gene-4.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.86&CDS=1-1113
330	OG0000330	YER109C	snap_masked-flattened_line_0-processed-gene-27.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.151&CDS=1-2109, snap_masked-flattened_line_0-processed-gene-4.111-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.111&CDS=1-2109
331	OG0000331	YER110C	snap_masked-flattened_line_0-processed-gene-27.187-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-27.187&CDS=1-3285, snap_masked-flattened_line_0-processed-gene-4.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.81&CDS=1-3285
332	OG0000332	YER131W, YGL189C	snap_masked-flattened_line_5-processed-gene-5.92-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.92&CDS=1-360
333	OG0000333	YER132C, YGL197W	snap_masked-flattened_line_3-processed-gene-11.80-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.80&CDS=1-3414
334	OG0000334	YER139C	genemark-flattened_line_0-processed-gene-24.160-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-24.160&CDS=1-603, genemark-flattened_line_0-processed-gene-7.177-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.177&CDS=1-603
335	OG0000335	YER172C	maker-flattened_line_0-augustus-gene-11.1-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-11.1&CDS=1-9663, maker-flattened_line_0-augustus-gene-21.1-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-21.1&CDS=1-9663
336	OG0000336	YER178W	snap_masked-flattened_line_0-processed-gene-11.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.67&CDS=1-1182, snap_masked-flattened_line_0-processed-gene-21.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.133&CDS=1-1182
337	OG0000337	YER182W	snap_masked-flattened_line_0-processed-gene-10.208-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.208&CDS=1-744, snap_masked-flattened_line_0-processed-gene-21.151-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.151&CDS=1-744
338	OG0000338	YER183C	augustus_masked-flattened_line_0-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.107&CDS=1-648, snap_masked-flattened_line_0-processed-gene-21.168-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-21.168&CDS=1-828
339	OG0000339	YFL004W, YPL019C	genemark-flattened_line_1-processed-gene-5.145-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.145&CDS=1-2571
340	OG0000340	YFL014W	snap_masked-flattened_line_0-processed-gene-13.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.108&CDS=1-333, snap_masked-flattened_line_0-processed-gene-19.18-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.18&CDS=1-333
341	OG0000341	YFL018C	maker-flattened_line_0-snap-gene-26.142-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-26.142&CDS=1-1467, maker-flattened_line_0-snap-gene-6.55-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.55&CDS=1-1467
342	OG0000342	YFL023W	snap_masked-flattened_line_0-processed-gene-13.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.86&CDS=1-1665, snap_masked-flattened_line_0-processed-gene-18.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.104&CDS=1-1665
343	OG0000343	YFL024C	snap_masked-flattened_line_0-processed-gene-13.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.75&CDS=1-2325, snap_masked-flattened_line_0-processed-gene-19.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.44&CDS=1-2325
344	OG0000344	YFL042C	genemark-flattened_line_0-processed-gene-25.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-25.4&CDS=1-2202, genemark-flattened_line_0-processed-gene-7.165-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.165&CDS=1-2202
345	OG0000345	YFL053W	snap_masked-flattened_line_0-processed-gene-10.203-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.203&CDS=1-3531, snap_masked-flattened_line_0-processed-gene-22.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.64&CDS=1-3531
346	OG0000346	YFR002W	augustus_masked-flattened_line_0-processed-gene-13.184-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.184&CDS=1-2715, augustus_masked-flattened_line_0-processed-gene-18.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.8&CDS=1-2715
347	OG0000347	YFR015C, YLR258W	snap_masked-flattened_line_9-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.87&CDS=1-2073
348	OG0000348	YFR024C-A	maker-flattened_line_0-snap-gene-26.143-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-26.143&CDS=1-1206, maker-flattened_line_0-snap-gene-6.53-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.53&CDS=1-1206
349	OG0000349	YFR031C	snap_masked-flattened_line_0-processed-gene-16.0-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.0&CDS=1-3510, snap_masked-flattened_line_0-processed-gene-16.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.27&CDS=1-3510
350	OG0000350	YFR048W	snap_masked-flattened_line_0-processed-gene-15.159-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.159&CDS=1-2055, snap_masked-flattened_line_0-processed-gene-17.8-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.8&CDS=1-2055
351	OG0000351	YFR051C	snap_masked-flattened_line_0-processed-gene-15.166-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.166&CDS=1-1569, snap_masked-flattened_line_0-processed-gene-17.0-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.0&CDS=1-1569
352	OG0000352	YGL022W	snap_masked-flattened_line_0-processed-gene-13.112-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.112&CDS=1-2241, snap_masked-flattened_line_0-processed-gene-19.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.14&CDS=1-2241
353	OG0000353	YGL023C	snap_masked-flattened_line_0-processed-gene-13.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.82&CDS=1-1056, snap_masked-flattened_line_0-processed-gene-19.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-19.39&CDS=1-1056
354	OG0000354	YGL031C, YGR148C	genemark-flattened_line_1-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.84&CDS=1-462
355	OG0000355	YGL038C	snap_masked-flattened_line_0-processed-gene-28.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-28.107&CDS=1-2346, snap_masked-flattened_line_0-processed-gene-3.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.95&CDS=1-2346
356	OG0000356	YGL040C	maker-flattened_line_0-augustus-gene-13.7-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-13.7&CDS=1-2889, maker-flattened_line_0-augustus-gene-18.163-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-18.163&CDS=1-2889
357	OG0000357	YGL043W	snap_masked-flattened_line_0-processed-gene-29.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-29.95&CDS=1-867, snap_masked-flattened_line_0-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.71&CDS=1-867
358	OG0000358	YGL049C, YGR162W	maker-flattened_line_5-augustus-gene-0.149-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-0.149&CDS=1-3270
359	OG0000359	YGL076C, YPL198W	snap_masked-flattened_line_15-processed-gene-1.157-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.157&CDS=1-816
360	OG0000360	YGL082W, YPL191C	snap_masked-flattened_line_15-processed-gene-2.226-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.226&CDS=1-1152
361	OG0000361	YGL094C	genemark-flattened_line_0-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.80&CDS=1-6084, genemark-flattened_line_0-processed-gene-30.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-30.61&CDS=1-6084
362	OG0000362	YGL095C	snap_masked-flattened_line_0-processed-gene-2.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.26&CDS=1-1725, snap_masked-flattened_line_0-processed-gene-30.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.123&CDS=1-1725
363	OG0000363	YGL096W	snap_masked-flattened_line_0-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.23&CDS=1-672, snap_masked-flattened_line_0-processed-gene-30.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-30.126&CDS=1-672
364	OG0000364	YGL098W	snap_masked-flattened_line_0-processed-gene-26.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-26.29&CDS=1-759, snap_masked-flattened_line_0-processed-gene-6.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.5&CDS=1-759
365	OG0000365	YGL135W, YPL220W	snap_masked-flattened_line_13-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.56&CDS=1-654
366	OG0000366	YGL139W, YPL221W	snap_masked-flattened_line_13-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.77&CDS=1-2481
367	OG0000367	YGL145W	snap_masked-flattened_line_0-processed-gene-15.174-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.174&CDS=1-2061, snap_masked-flattened_line_0-processed-gene-16.18-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.18&CDS=1-2061
368	OG0000368	YGL147C, YNL067W	snap_masked-flattened_line_3-processed-gene-11.67-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.67&CDS=1-573
369	OG0000369	YGL162W, YPR009W	genemark-flattened_line_1-processed-gene-7.90-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.90&CDS=1-915
370	OG0000370	YGL166W	snap_masked-flattened_line_0-processed-gene-10.169-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.169&CDS=1-1731, snap_masked-flattened_line_0-processed-gene-22.68-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-22.68&CDS=1-1731
371	OG0000371	YGL172W	snap_masked-flattened_line_0-processed-gene-13.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.128&CDS=1-1518, snap_masked-flattened_line_0-processed-gene-18.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.67&CDS=1-1518
372	OG0000372	YGL173C	snap_masked-flattened_line_0-processed-gene-13.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.96&CDS=1-4230, snap_masked-flattened_line_0-processed-gene-18.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.94&CDS=1-4230
373	OG0000373	YGL174W	snap_masked-flattened_line_0-processed-gene-13.129-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.129&CDS=1-780, snap_masked-flattened_line_0-processed-gene-18.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.66&CDS=1-780
374	OG0000374	YGL186C	snap_masked-flattened_line_0-processed-gene-15.161-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.161&CDS=1-1551, snap_masked-flattened_line_0-processed-gene-17.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.6&CDS=1-1551
375	OG0000375	YGL196W	snap_masked-flattened_line_11-processed-gene-4.133-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.133&CDS=1-1206, snap_masked-flattened_line_3-processed-gene-12.170-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-12.170&CDS=1-1248
