	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034624_Pichia_nakasei
257	OG0000257	YDR272W, YOR040W	snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-2.73&CDS=1-768
258	OG0000258	YDR312W, YHR066W	augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-5.53&CDS=1-1308
259	OG0000259	YDR348C, YHR097C	snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-5.127&CDS=1-1524
260	OG0000260	YDR358W, YHR108W	snap_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.109&CDS=1-1728
261	OG0000261	YDR368W, YOR120W	genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-0.0&CDS=1-2070
262	OG0000262	YDR379W, YOR127W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-6.70-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-6.70&CDS=1-3516
263	OG0000263	YDR389W, YOR134W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.93-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.93&CDS=1-2526
264	OG0000264	YDR402C	genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_19_length_215281_cov_113.817_ID_37-processed-gene-1.70&CDS=1-1629, genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.180&CDS=1-1803
265	OG0000265	YDR409W, YOR156C	genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.147&CDS=1-5100
266	OG0000266	YDR418W, YEL054C	snap_masked-NODE_32_length_66070_cov_132.446_ID_63-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_32_length_66070_cov_132.446_ID_63-processed-gene-0.44&CDS=1-714
267	OG0000267	YDR425W	augustus_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.134&CDS=1-2775, genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.125&CDS=1-1434
268	OG0000268	YDR447C, YML024W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.52-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.52&CDS=1-399
269	OG0000269	YDR450W, YML026C	snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.94&CDS=1-444
270	OG0000270	YDR451C, YML027W	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.51-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.51&CDS=1-1104
271	OG0000271	YDR453C, YML028W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-0.132&CDS=1-588
272	OG0000272	YDR458C, YML034W	snap_masked-NODE_32_length_66070_cov_132.446_ID_63-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_32_length_66070_cov_132.446_ID_63-processed-gene-0.32&CDS=1-2262
273	OG0000273	YDR479C, YHR150W	snap_masked-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-1.56&CDS=1-1539
274	OG0000274	YDR492W, YOL002C	maker-NODE_34_length_56006_cov_116.917_ID_67-augustus-gene-0.27-mRNA-1_1&gene=maker-NODE_34_length_56006_cov_116.917_ID_67-augustus-gene-0.27&CDS=1-2379
275	OG0000275	YDR500C, YLR185W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.43&CDS=1-246
276	OG0000276	YDR502C, YLR180W	maker-NODE_1_length_1112387_cov_82.0011_ID_1-snap-gene-3.47-mRNA-1_1&gene=maker-NODE_1_length_1112387_cov_82.0011_ID_1-snap-gene-3.47&CDS=1-3066
277	OG0000277	YDR505C, YLR177W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.23&CDS=1-2421
278	OG0000278	YDR531W	genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.132&CDS=1-2232, genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-2.42&CDS=1-2943
279	OG0000279	YEL006W, YIL006W	snap_masked-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.181&CDS=1-1224
280	OG0000280	YEL007W, YHR177W	snap_masked-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.182-mRNA-1_1&gene=snap_masked-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.182&CDS=1-2583
281	OG0000281	YEL022W, YJR031C	augustus_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-4.81&CDS=1-6732
282	OG0000282	YEL034W, YJR047C	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-2.1&CDS=1-471
283	OG0000283	YEL039C, YJR048W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.64&CDS=1-330
284	OG0000284	YEL044W	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-0.0&CDS=1-828, maker-NODE_11_length_327219_cov_86.4496_ID_21-snap-gene-2.53-mRNA-1_1&gene=maker-NODE_11_length_327219_cov_86.4496_ID_21-snap-gene-2.53&CDS=1-1017
285	OG0000285	YEL046C	genemark-NODE_38_length_43143_cov_73.4556_ID_75-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_38_length_43143_cov_73.4556_ID_75-processed-gene-0.50&CDS=1-1086, maker-NODE_6_length_409953_cov_99.5299_ID_11-snap-gene-0.75-mRNA-1_1&gene=maker-NODE_6_length_409953_cov_99.5299_ID_11-snap-gene-0.75&CDS=1-1377
286	OG0000286	YER027C, YGL208W	genemark-NODE_43_length_28101_cov_113.172_ID_85-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_43_length_28101_cov_113.172_ID_85-processed-gene-0.38&CDS=1-960
287	OG0000287	YER031C, YGL210W	genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.17&CDS=1-663
288	OG0000288	YER056C-A, YIL052C	snap_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.32-mRNA-1_1&gene=snap_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.32&CDS=1-318
289	OG0000289	YER057C, YIL051C	snap_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.31&CDS=1-417
290	OG0000290	YER059W, YIL050W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.88-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-6.88&CDS=1-2214
291	OG0000291	YER064C, YIL056W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.80-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.80&CDS=1-1776
292	OG0000292	YER067W, YIL057C	genemark-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.40&CDS=1-537
293	OG0000293	YER070W	augustus_masked-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.35&CDS=1-6303, augustus_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-1.22&CDS=1-3090
294	OG0000294	YER074W, YIL069C	snap_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.144&CDS=1-441
295	OG0000295	YER081W, YIL074C	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.35&CDS=1-1404
296	OG0000296	YER131W, YGL189C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-9.24-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-9.24&CDS=1-357
297	OG0000297	YER166W	genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_24_length_138418_cov_86.6795_ID_47-processed-gene-0.163&CDS=1-4875, genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-3.66&CDS=1-3888
298	OG0000298	YFL004W, YPL019C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-9.0-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-9.0&CDS=1-2640
299	OG0000299	YFL048C, YLR080W	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-2.75&CDS=1-1407
300	OG0000300	YFR014C, YOL016C	genemark-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.47&CDS=1-1374
301	OG0000301	YFR015C, YLR258W	maker-NODE_3_length_767172_cov_100.896_ID_5-snap-gene-6.123-mRNA-1_1&gene=maker-NODE_3_length_767172_cov_100.896_ID_5-snap-gene-6.123&CDS=1-3489
302	OG0000302	YFR022W, YOR018W	augustus_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-2.6&CDS=1-5370
303	OG0000303	YFR023W, YHR015W	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-0.26&CDS=1-2472
304	OG0000304	YFR031C-A, YIL018W	genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.159&CDS=1-765
305	OG0000305	YFR053C, YGL253W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-0.71&CDS=1-3336
306	OG0000306	YGL031C, YGR148C	genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.29&CDS=1-462
307	OG0000307	YGL038C	augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.121&CDS=1-2379, genemark-NODE_47_length_13733_cov_161.732_ID_93-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_47_length_13733_cov_161.732_ID_93-processed-gene-0.22&CDS=1-1017
308	OG0000308	YGL049C, YGR162W	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-0.24&CDS=1-3036
309	OG0000309	YGL073W	genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.22&CDS=1-792, snap_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.89&CDS=1-3855
310	OG0000310	YGL076C, YPL198W	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.180-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.180&CDS=1-726
311	OG0000311	YGL082W, YPL191C	augustus_masked-NODE_33_length_63516_cov_79.5581_ID_65-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_33_length_63516_cov_79.5581_ID_65-processed-gene-0.11&CDS=1-888
312	OG0000312	YGL135W, YPL220W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.10&CDS=1-651
313	OG0000313	YGL147C, YNL067W	genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_23_length_140466_cov_85.2079_ID_45-processed-gene-0.124&CDS=1-573
314	OG0000314	YGL166W, YPR008W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-1.41&CDS=1-2067
315	OG0000315	YGL196W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-4.98&CDS=1-1254, genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-2.74&CDS=1-1281
316	OG0000316	YGR004W, YLR324W	augustus_masked-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.157&CDS=1-3405
317	OG0000317	YGR010W, YLR328W	maker-NODE_15_length_272279_cov_85.9412_ID_29-snap-gene-1.92-mRNA-1_1&gene=maker-NODE_15_length_272279_cov_85.9412_ID_29-snap-gene-1.92&CDS=1-1413
318	OG0000318	YGR019W	genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.155&CDS=1-1413, genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.70&CDS=1-1404
319	OG0000319	YGR027C, YLR333C	genemark-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.172-mRNA-1_1&gene=genemark-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.172&CDS=1-318
320	OG0000320	YGR034W, YLR344W	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-1.64&CDS=1-411
321	OG0000321	YGR038W, YLR350W	genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_12_length_322370_cov_82.8878_ID_23-processed-gene-2.72&CDS=1-642
322	OG0000322	YGR056W, YLR357W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-3.32&CDS=1-2463
323	OG0000323	YGR085C, YPR102C	genemark-NODE_25_length_137447_cov_83.8777_ID_49-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_25_length_137447_cov_83.8777_ID_49-processed-gene-0.156&CDS=1-522
324	OG0000324	YGR092W, YPR111W	maker-NODE_13_length_304852_cov_104.467_ID_25-augustus-gene-2.48-mRNA-1_1&gene=maker-NODE_13_length_304852_cov_104.467_ID_25-augustus-gene-2.48&CDS=1-4659
325	OG0000325	YGR118W, YPR132W	genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-1.8&CDS=1-435
326	OG0000326	YGR121C, YPR138C	augustus_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_718983_cov_91.3443_ID_7-processed-gene-0.16&CDS=1-1347
327	OG0000327	YGR136W, YPR154W	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.0&CDS=1-693
328	OG0000328	YGR138C, YPR156C	maker-NODE_3_length_767172_cov_100.896_ID_5-snap-gene-6.127-mRNA-1_1&gene=maker-NODE_3_length_767172_cov_100.896_ID_5-snap-gene-6.127&CDS=1-2226
329	OG0000329	YGR141W, YPR157W	augustus_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-1.40&CDS=1-1371
330	OG0000330	YGR192C, YJR009C	genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_13_length_304852_cov_104.467_ID_25-processed-gene-0.16&CDS=1-1011
331	OG0000331	YGR197C, YJR015W	genemark-NODE_48_length_13427_cov_68.7391_ID_95-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_48_length_13427_cov_68.7391_ID_95-processed-gene-0.1&CDS=1-1530
332	OG0000332	YGR209C, YLR043C	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-5.110&CDS=1-426
333	OG0000333	YGR214W, YLR048W	genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_5_length_465336_cov_77.3081_ID_9-processed-gene-3.56&CDS=1-777
334	OG0000334	YGR241C, YHR161C	genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_8_length_364696_cov_82.9624_ID_15-processed-gene-2.88&CDS=1-2196
335	OG0000335	YGR254W, YHR174W	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-0.116&CDS=1-1311
336	OG0000336	YHL001W, YKL006W	genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.154&CDS=1-396
337	OG0000337	YHL003C, YKL008C	genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-2.101&CDS=1-1203
338	OG0000338	YHL009W-B, YJL113W, YPL060C-A	
339	OG0000339	YHL017W, YKL039W	augustus_masked-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.261-mRNA-1_1&gene=augustus_masked-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-1.261&CDS=1-1752
340	OG0000340	YHL034C, YLL046C	maker-NODE_25_length_137447_cov_83.8777_ID_49-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_25_length_137447_cov_83.8777_ID_49-snap-gene-0.49&CDS=1-1113
341	OG0000341	YHR021C, YKL156W	snap_masked-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_28_length_82678_cov_90.3501_ID_55-processed-gene-0.62&CDS=1-246
342	OG0000342	YHR028C	augustus_masked-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.35&CDS=1-3411, genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.99&CDS=1-3015
343	OG0000343	YHR069C	augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.142&CDS=1-5346, genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_15_length_272279_cov_85.9412_ID_29-processed-gene-1.176&CDS=1-1098
344	OG0000344	YHR104W	genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_21_length_166389_cov_84.0848_ID_41-processed-gene-0.150&CDS=1-954, genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.158&CDS=1-963
345	OG0000345	YHR117W, YNL121C	augustus_masked-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-1.50&CDS=1-1827
346	OG0000346	YHR123W, YNL130C	genemark-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.42&CDS=1-1044
347	OG0000347	YHR131C, YNL144C	augustus_masked-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_18_length_230671_cov_83.492_ID_35-processed-gene-1.19&CDS=1-1839
348	OG0000348	YHR132W-A, YNL157W	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-2.78&CDS=1-630
349	OG0000349	YHR141C, YNL162W	genemark-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_7_length_372050_cov_100.367_ID_13-processed-gene-2.67&CDS=1-2478
350	OG0000350	YHR155W, YNL257C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.59-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-10.59&CDS=1-3555
351	OG0000351	YHR198C, YHR199C	genemark-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_35_length_53711_cov_76.185_ID_69-processed-gene-0.48&CDS=1-801
352	OG0000352	YHR203C, YJR145C	genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_17_length_242779_cov_85.8604_ID_33-processed-gene-1.24&CDS=1-762
353	OG0000353	YIL038C	genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-5.116-mRNA-1_1&gene=genemark-NODE_1_length_1112387_cov_82.0011_ID_1-processed-gene-5.116&CDS=1-1890, genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.163-mRNA-1_1&gene=genemark-NODE_9_length_350369_cov_102.719_ID_17-processed-gene-2.163&CDS=1-2235
354	OG0000354	YIL085C, YNL029C	genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_22_length_148976_cov_93.6588_ID_43-processed-gene-0.6&CDS=1-1623
355	OG0000355	YIL105C, YNL047C	genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.12-mRNA-1_1&gene=genemark-NODE_2_length_862332_cov_74.7162_ID_3-processed-gene-7.12&CDS=1-2529
356	OG0000356	YIL111W, YNL052W	snap_masked-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_6_length_409953_cov_99.5299_ID_11-processed-gene-2.25&CDS=1-453
357	OG0000357	YIL114C, YNL055C	genemark-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_16_length_247219_cov_103.792_ID_31-processed-gene-0.52&CDS=1-846
358	OG0000358	YIL121W, YNL065W	genemark-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_31_length_72447_cov_92.9692_ID_61-processed-gene-0.35&CDS=1-1665
359	OG0000359	YIL133C, YNL069C	genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.119-mRNA-1_1&gene=genemark-NODE_3_length_767172_cov_100.896_ID_5-processed-gene-6.119&CDS=1-600
360	OG0000360	YIL149C, YKR095W	snap_masked-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_14_length_287120_cov_78.7859_ID_27-processed-gene-0.16&CDS=1-6069
361	OG0000361	YIR031C, YNL117W	genemark-NODE_43_length_28101_cov_113.172_ID_85-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_43_length_28101_cov_113.172_ID_85-processed-gene-0.28&CDS=1-1668
362	OG0000362	YIR033W, YKL020C	augustus_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_10_length_334870_cov_78.2175_ID_19-processed-gene-1.52&CDS=1-3621
363	OG0000363	YIR035C, YIR036C	genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.182-mRNA-1_1&gene=genemark-NODE_11_length_327219_cov_86.4496_ID_21-processed-gene-2.182&CDS=1-798
