	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034643_Candida_schatavii
764	OG0000764	YCL043C	augustus_masked-flattened_line_36-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.55&CDS=1-1692
765	OG0000765	YCL044C	augustus_masked-flattened_line_38-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.8&CDS=1-1020
766	OG0000766	YCL045C	augustus_masked-flattened_line_38-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.43&CDS=1-3573
767	OG0000767	YCL052C	snap_masked-flattened_line_48-processed-gene-0.229-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.229&CDS=1-1473
768	OG0000768	YCL054W	augustus_masked-flattened_line_0-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.55&CDS=1-2490
769	OG0000769	YCL055W	augustus_masked-flattened_line_0-processed-gene-4.197-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.197&CDS=1-987
770	OG0000770	YCL057C-A	augustus_masked-flattened_line_36-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.73&CDS=1-246
771	OG0000771	YCL057W	augustus_masked-flattened_line_42-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.159&CDS=1-2025
772	OG0000772	YCL059C	augustus_masked-flattened_line_10-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.85&CDS=1-1134
773	OG0000773	YCL061C	augustus_masked-flattened_line_10-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.111&CDS=1-3309
774	OG0000774	YCR002C	augustus_masked-flattened_line_27-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.104&CDS=1-1092
775	OG0000775	YCR003W	augustus_masked-flattened_line_27-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.133&CDS=1-540
776	OG0000776	YCR009C	augustus_masked-flattened_line_48-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.94&CDS=1-801
777	OG0000777	YCR011C	augustus_masked-flattened_line_164-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.6&CDS=1-3171
778	OG0000778	YCR012W	augustus_masked-flattened_line_54-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.33&CDS=1-1248
779	OG0000779	YCR015C	augustus_masked-flattened_line_25-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.5&CDS=1-771
780	OG0000780	YCR016W	augustus_masked-flattened_line_4-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.125&CDS=1-948
781	OG0000781	YCR017C	snap_masked-flattened_line_56-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.3&CDS=1-2985
782	OG0000782	YCR019W	genemark-flattened_line_19-processed-gene-2.221-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.221&CDS=1-996
783	OG0000783	YCR020C	augustus_masked-flattened_line_2-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.60&CDS=1-690
784	OG0000784	YCR023C	augustus_masked-flattened_line_27-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.27&CDS=1-1599
785	OG0000785	YCR024C	augustus_masked-flattened_line_15-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.26&CDS=1-1425
786	OG0000786	YCR028C	augustus_masked-flattened_line_15-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.48&CDS=1-1464
787	OG0000787	YCR028C-A	snap_masked-flattened_line_2-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.6&CDS=1-459
788	OG0000788	YCR030C	snap_masked-flattened_line_2-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.48&CDS=1-2940
789	OG0000789	YCR032W	augustus_masked-flattened_line_72-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.71&CDS=1-8916
790	OG0000790	YCR033W	augustus_masked-flattened_line_112-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.30&CDS=1-4083
791	OG0000791	YCR034W	augustus_masked-flattened_line_112-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.37&CDS=1-999
792	OG0000792	YCR035C	augustus_masked-flattened_line_72-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.72&CDS=1-1104
793	OG0000793	YCR036W	augustus_masked-flattened_line_112-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.25&CDS=1-1029
794	OG0000794	YCR042C	snap_masked-flattened_line_10-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.21&CDS=1-4701
795	OG0000795	YCR044C	augustus_masked-flattened_line_36-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.44&CDS=1-1188
796	OG0000796	YCR047C	genemark-flattened_line_40-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.120&CDS=1-1272
797	OG0000797	YCR051W	augustus_masked-flattened_line_40-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.238&CDS=1-681
798	OG0000798	YCR053W	augustus_masked-flattened_line_10-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.85&CDS=1-1554
799	OG0000799	YCR054C	augustus_masked-flattened_line_10-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.71&CDS=1-1584
800	OG0000800	YCR057C	genemark-flattened_line_132-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.37&CDS=1-2763
801	OG0000801	YCR059C	augustus_masked-flattened_line_132-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.5&CDS=1-891
802	OG0000802	YCR061W	snap_masked-flattened_line_27-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.77&CDS=1-1839
803	OG0000803	YCR065W	augustus_masked-flattened_line_27-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.59&CDS=1-2355
804	OG0000804	YCR066W	augustus_masked-flattened_line_27-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.3&CDS=1-1353
805	OG0000805	YCR068W	maker-flattened_line_27-augustus-gene-1.78-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.78&CDS=1-2664
806	OG0000806	YCR071C	augustus_masked-flattened_line_50-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.80&CDS=1-384
807	OG0000807	YCR072C	augustus_masked-flattened_line_50-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.82&CDS=1-1569
808	OG0000808	YCR077C	augustus_masked-flattened_line_4-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.77&CDS=1-2583
809	OG0000809	YCR079W	maker-flattened_line_88-snap-gene-0.60-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.60&CDS=1-3567
810	OG0000810	YCR081W	snap_masked-flattened_line_50-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.9&CDS=1-5097
811	OG0000811	YCR088W	augustus_masked-flattened_line_102-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.22&CDS=1-1956
812	OG0000812	YCR090C	augustus_masked-flattened_line_50-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.142&CDS=1-486
813	OG0000813	YCR092C	snap_masked-flattened_line_19-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.7&CDS=1-3291
814	OG0000814	YCR093W	maker-flattened_line_70-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.38&CDS=1-6945
815	OG0000815	YCR095C	augustus_masked-flattened_line_38-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.72&CDS=1-1767
816	OG0000816	YCR098C	augustus_masked-flattened_line_13-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.69&CDS=1-1566
817	OG0000817	YDL001W	augustus_masked-flattened_line_48-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.109&CDS=1-1383
818	OG0000818	YDL002C	snap_masked-flattened_line_48-processed-gene-0.190-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.190&CDS=1-966
819	OG0000819	YDL003W	augustus_masked-flattened_line_150-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.9&CDS=1-1509
820	OG0000820	YDL004W	augustus_masked-flattened_line_150-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.4&CDS=1-480
821	OG0000821	YDL006W	augustus_masked-flattened_line_34-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.56&CDS=1-1272
822	OG0000822	YDL007W	augustus_masked-flattened_line_60-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.91&CDS=1-1713
823	OG0000823	YDL008W	augustus_masked-flattened_line_166-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.3&CDS=1-372
824	OG0000824	YDL013W	augustus_masked-flattened_line_29-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.44&CDS=1-1410
825	OG0000825	YDL014W	augustus_masked-flattened_line_29-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.43&CDS=1-975
826	OG0000826	YDL015C	augustus_masked-flattened_line_98-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.48&CDS=1-966
827	OG0000827	YDL017W	augustus_masked-flattened_line_60-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.110&CDS=1-1737
828	OG0000828	YDL020C	augustus_masked-flattened_line_6-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.183&CDS=1-1626
829	OG0000829	YDL022W	augustus_masked-flattened_line_106-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.18&CDS=1-1182
830	OG0000830	YDL025C	maker-flattened_line_17-snap-gene-2.130-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-2.130&CDS=1-1650
831	OG0000831	YDL028C	augustus_masked-flattened_line_96-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.51&CDS=1-2262
832	OG0000832	YDL029W	snap_masked-flattened_line_96-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.25&CDS=1-1176
833	OG0000833	YDL030W	augustus_masked-flattened_line_0-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.133&CDS=1-1623
834	OG0000834	YDL031W	augustus_masked-flattened_line_27-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.126&CDS=1-2907
835	OG0000835	YDL033C	augustus_masked-flattened_line_46-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-1.106&CDS=1-1356
836	OG0000836	YDL035C	augustus_masked-flattened_line_0-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.123&CDS=1-2013
837	OG0000837	YDL040C	augustus_masked-flattened_line_0-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.59&CDS=1-2406
838	OG0000838	YDL043C	augustus_masked-flattened_line_10-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.80&CDS=1-756
839	OG0000839	YDL046W	augustus_masked-flattened_line_60-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.108&CDS=1-582
840	OG0000840	YDL047W	augustus_masked-flattened_line_6-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.154&CDS=1-936
841	OG0000841	YDL051W	augustus_masked-flattened_line_23-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.107&CDS=1-963
842	OG0000842	YDL052C	augustus_masked-flattened_line_13-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.115&CDS=1-888
843	OG0000843	YDL058W	augustus_masked-flattened_line_4-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.67&CDS=1-6807
844	OG0000844	YDL059C	augustus_masked-flattened_line_4-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.83&CDS=1-669
845	OG0000845	YDL060W	augustus_masked-flattened_line_4-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.113&CDS=1-2346
846	OG0000846	YDL063C	augustus_masked-flattened_line_4-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.151&CDS=1-1968
847	OG0000847	YDL064W	augustus_masked-flattened_line_4-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.111&CDS=1-474
848	OG0000848	YDL065C	augustus_masked-flattened_line_4-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.147&CDS=1-1113
849	OG0000849	YDL066W	augustus_masked-flattened_line_88-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.80&CDS=1-1353
850	OG0000850	YDL072C	augustus_masked-flattened_line_74-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.64&CDS=1-603
851	OG0000851	YDL074C	snap_masked-flattened_line_19-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.90&CDS=1-2127
852	OG0000852	YDL077C	snap_masked-flattened_line_74-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.113&CDS=1-4707
853	OG0000853	YDL078C	augustus_masked-flattened_line_27-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.119&CDS=1-1041
854	OG0000854	YDL081C	augustus_masked-flattened_line_6-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.116&CDS=1-321
855	OG0000855	YDL084W	maker-flattened_line_25-augustus-gene-1.132-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.132&CDS=1-1353
856	OG0000856	YDL087C	augustus_masked-flattened_line_25-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.21&CDS=1-744
857	OG0000857	YDL090C	augustus_masked-flattened_line_21-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.16&CDS=1-1431
858	OG0000858	YDL091C	augustus_masked-flattened_line_23-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.109&CDS=1-1674
859	OG0000859	YDL097C	augustus_masked-flattened_line_21-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.10&CDS=1-1263
860	OG0000860	YDL098C	augustus_masked-flattened_line_19-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.122&CDS=1-651
861	OG0000861	YDL101C	augustus_masked-flattened_line_21-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.107&CDS=1-1584
862	OG0000862	YDL102W	augustus_masked-flattened_line_50-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.98&CDS=1-3279
863	OG0000863	YDL103C	augustus_masked-flattened_line_80-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.57&CDS=1-1416
864	OG0000864	YDL104C	augustus_masked-flattened_line_6-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.161&CDS=1-1293
865	OG0000865	YDL105W	augustus_masked-flattened_line_6-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.186&CDS=1-1032
866	OG0000866	YDL106C	augustus_masked-flattened_line_21-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.91&CDS=1-1977
867	OG0000867	YDL107W	augustus_masked-flattened_line_21-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.92&CDS=1-1107
868	OG0000868	YDL108W	augustus_masked-flattened_line_21-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.88&CDS=1-1020
869	OG0000869	YDL110C	augustus_masked-flattened_line_21-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.9&CDS=1-402
870	OG0000870	YDL111C	augustus_masked-flattened_line_21-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.51&CDS=1-858
871	OG0000871	YDL112W	augustus_masked-flattened_line_21-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.12&CDS=1-4311
872	OG0000872	YDL113C	augustus_masked-flattened_line_21-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.11&CDS=1-2067
873	OG0000873	YDL114W	augustus_masked-flattened_line_58-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.143&CDS=1-936
874	OG0000874	YDL116W	augustus_masked-flattened_line_21-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.49&CDS=1-2343
875	OG0000875	YDL117W	snap_masked-flattened_line_21-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.14&CDS=1-3282
876	OG0000876	YDL119C	augustus_masked-flattened_line_50-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.92&CDS=1-996
877	OG0000877	YDL120W	augustus_masked-flattened_line_17-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.123&CDS=1-606
878	OG0000878	YDL122W	genemark-flattened_line_0-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.5&CDS=1-2277
879	OG0000879	YDL124W	augustus_masked-flattened_line_6-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.13&CDS=1-921
880	OG0000880	YDL125C	augustus_masked-flattened_line_48-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.81&CDS=1-450
881	OG0000881	YDL126C	augustus_masked-flattened_line_48-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.119&CDS=1-2520
882	OG0000882	YDL128W	augustus_masked-flattened_line_8-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.92&CDS=1-1263
883	OG0000883	YDL131W	augustus_masked-flattened_line_4-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.97&CDS=1-1245
884	OG0000884	YDL132W	augustus_masked-flattened_line_34-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.63&CDS=1-2472
885	OG0000885	YDL133W	augustus_masked-flattened_line_34-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.64&CDS=1-1485
886	OG0000886	YDL134C	augustus_masked-flattened_line_34-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.68&CDS=1-1062
887	OG0000887	YDL135C	augustus_masked-flattened_line_29-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-2.50&CDS=1-600
888	OG0000888	YDL138W	augustus_masked-flattened_line_19-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.73&CDS=1-2040
889	OG0000889	YDL140C	maker-flattened_line_21-augustus-gene-2.272-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.272&CDS=1-5241
890	OG0000890	YDL141W	augustus_masked-flattened_line_21-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.79&CDS=1-2070
891	OG0000891	YDL142C	augustus_masked-flattened_line_21-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.68&CDS=1-972
892	OG0000892	YDL143W	augustus_masked-flattened_line_98-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.41&CDS=1-1590
893	OG0000893	YDL144C	augustus_masked-flattened_line_17-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.106&CDS=1-1101
894	OG0000894	YDL145C	augustus_masked-flattened_line_34-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.59&CDS=1-5025
895	OG0000895	YDL146W	augustus_masked-flattened_line_2-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.106&CDS=1-2157
896	OG0000896	YDL147W	augustus_masked-flattened_line_34-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-2.144&CDS=1-1419
897	OG0000897	YDL148C	augustus_masked-flattened_line_19-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.58&CDS=1-2445
898	OG0000898	YDL149W	augustus_masked-flattened_line_19-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.57&CDS=1-2760
899	OG0000899	YDL153C	maker-flattened_line_98-augustus-gene-0.35-mRNA-1_1&gene=maker-flattened_line_98-augustus-gene-0.35&CDS=1-1749
900	OG0000900	YDL155W	maker-flattened_line_4-snap-gene-3.174-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.174&CDS=1-1509
901	OG0000901	YDL156W	augustus_masked-flattened_line_56-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.104&CDS=1-1872
902	OG0000902	YDL157C	augustus_masked-flattened_line_54-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.46&CDS=1-375
903	OG0000903	YDL159W	maker-flattened_line_54-snap-gene-0.60-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.60&CDS=1-1638
904	OG0000904	YDL160C	augustus_masked-flattened_line_52-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.147&CDS=1-1578
905	OG0000905	YDL164C	augustus_masked-flattened_line_36-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-2.49&CDS=1-2292
906	OG0000906	YDL165W	snap_masked-flattened_line_8-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.23&CDS=1-585
907	OG0000907	YDL166C	augustus_masked-flattened_line_8-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.88&CDS=1-630
908	OG0000908	YDL167C	augustus_masked-flattened_line_2-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.74&CDS=1-2367
909	OG0000909	YDL168W	genemark-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.97&CDS=1-2184
910	OG0000910	YDL170W	augustus_masked-flattened_line_8-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.59&CDS=1-2511
911	OG0000911	YDL171C	genemark-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.16&CDS=1-6372
912	OG0000912	YDL174C	maker-flattened_line_32-augustus-gene-1.94-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-1.94&CDS=1-2238
913	OG0000913	YDL177C	genemark-flattened_line_13-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.4&CDS=1-408
914	OG0000914	YDL178W	augustus_masked-flattened_line_13-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.53&CDS=1-1551
915	OG0000915	YDL183C	augustus_masked-flattened_line_34-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.46&CDS=1-1203
916	OG0000916	YDL185W	augustus_masked-flattened_line_34-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.65&CDS=1-1851
917	OG0000917	YDL190C	augustus_masked-flattened_line_29-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-2.24&CDS=1-3141
918	OG0000918	YDL193W	snap_masked-flattened_line_29-processed-gene-2.188-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-2.188&CDS=1-966
919	OG0000919	YDL195W	augustus_masked-flattened_line_34-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-2.163&CDS=1-3849
920	OG0000920	YDL198C	augustus_masked-flattened_line_27-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.71&CDS=1-909
921	OG0000921	YDL200C	augustus_masked-flattened_line_76-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.2&CDS=1-576
922	OG0000922	YDL201W	maker-flattened_line_66-augustus-gene-0.65-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.65&CDS=1-1647
923	OG0000923	YDL205C	augustus_masked-flattened_line_27-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.88&CDS=1-1032
924	OG0000924	YDL206W	augustus_masked-flattened_line_46-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.62&CDS=1-1752
925	OG0000925	YDL207W	augustus_masked-flattened_line_58-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.138&CDS=1-1668
926	OG0000926	YDL208W	augustus_masked-flattened_line_58-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.141&CDS=1-471
927	OG0000927	YDL209C	augustus_masked-flattened_line_38-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.67&CDS=1-951
928	OG0000928	YDL210W	augustus_masked-flattened_line_134-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.21&CDS=1-1689
929	OG0000929	YDL212W	augustus_masked-flattened_line_42-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.46&CDS=1-723
