	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
348	OG0000348	YJL112W, YKR036C	augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.65&CDS=1-2493
349	OG0000349	YJL133W, YKR052C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.42&CDS=1-1053
350	OG0000350	YJL134W, YKR053C	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.157-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.157&CDS=1-1872
351	OG0000351	YJL137C, YKR058W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.31&CDS=1-1527
352	OG0000352	YJL138C, YKR059W	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.158-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.158&CDS=1-1464
353	OG0000353	YJL139C, YKR061W	maker-NODE_21_length_199464_cov_29.6595_ID_41-augustus-gene-0.131-mRNA-1_1&gene=maker-NODE_21_length_199464_cov_29.6595_ID_41-augustus-gene-0.131&CDS=1-2133
354	OG0000354	YJL141C	maker-NODE_21_length_199464_cov_29.6595_ID_41-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_21_length_199464_cov_29.6595_ID_41-snap-gene-0.4&CDS=1-4800, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-0.34&CDS=1-1596
355	OG0000355	YJL177W, YKL180W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.303-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.303&CDS=1-555
356	OG0000356	YJR054W, YML047C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.146&CDS=1-1260
357	OG0000357	YJR091C, YPR042C	snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.130&CDS=1-3144
358	OG0000358	YJR094W-A, YPR043W	genemark-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.27&CDS=1-345
359	OG0000359	YJR126C	maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-3.46-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-3.46&CDS=1-2940, snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.46&CDS=1-2319
360	OG0000360	YJR127C, YML081W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-0.17&CDS=1-3288
361	OG0000361	YJR130C, YML082W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.136&CDS=1-1722
362	OG0000362	YKL004W	augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.68&CDS=1-1230, snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.25&CDS=1-1206
363	OG0000363	YKL043W	snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.285-mRNA-1_1&gene=snap_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.285&CDS=1-1458, snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_57_length_35794_cov_27.8024_ID_113-processed-gene-0.44&CDS=1-1563
364	OG0000364	YKL050C, YMR031C	maker-NODE_29_length_167461_cov_42.2916_ID_57-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_29_length_167461_cov_42.2916_ID_57-snap-gene-0.8&CDS=1-2544
365	OG0000365	YKL068W, YMR047C	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.323-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.323&CDS=1-3231
366	OG0000366	YKL072W, YMR053C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.39&CDS=1-2502
367	OG0000367	YKL094W	augustus_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.54&CDS=1-996, snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.17&CDS=1-918
368	OG0000368	YKL140W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.140&CDS=1-1518, snap_masked-NODE_59_length_30048_cov_28.6_ID_117-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_59_length_30048_cov_28.6_ID_117-processed-gene-0.9&CDS=1-1449
369	OG0000369	YKL141W, YMR118C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.161&CDS=1-522
370	OG0000370	YKR039W	maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-2.9-mRNA-1_1&gene=maker-NODE_1_length_742912_cov_33.9653_ID_1-snap-gene-2.9&CDS=1-3504, snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.121&CDS=1-1746
371	OG0000371	YKR064W	augustus_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.58&CDS=1-6501, snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.6&CDS=1-2961
372	OG0000372	YKR072C, YOR054C	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.8&CDS=1-1839
373	OG0000373	YKR075C, YOR062C	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-0.133&CDS=1-771
374	OG0000374	YKR076W, YMR251W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.125&CDS=1-972
375	OG0000375	YKR089C, YOR081C	augustus_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.121&CDS=1-3192
376	OG0000376	YKR091W, YOR083W	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.3&CDS=1-1422
377	OG0000377	YKR093W	augustus_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.19&CDS=1-1749, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.4&CDS=1-1815
378	OG0000378	YLL012W, YLR020C	snap_masked-NODE_43_length_77150_cov_39.5305_ID_85-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_43_length_77150_cov_39.5305_ID_85-processed-gene-0.35&CDS=1-1305
379	OG0000379	YLL016W, YLR310C	genemark-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.134&CDS=1-3963
380	OG0000380	YLL024C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.144&CDS=1-1923, snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.164&CDS=1-1929
381	OG0000381	YLL055W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.156-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-5.156&CDS=1-1611, snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.64&CDS=1-1605
382	OG0000382	YLL057C	augustus_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.122&CDS=1-2841, maker-NODE_12_length_297239_cov_36.2077_ID_23-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_12_length_297239_cov_36.2077_ID_23-snap-gene-1.0&CDS=1-2370
383	OG0000383	YLR094C	augustus_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.80&CDS=1-1107, snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_30_length_166363_cov_31.3914_ID_59-processed-gene-0.2&CDS=1-1119
384	OG0000384	YLR144C	maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_9_length_332902_cov_30.3286_ID_17-augustus-gene-1.101&CDS=1-2622, snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.246-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.246&CDS=1-2268
385	OG0000385	YLR176C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.3&CDS=1-969, snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.107&CDS=1-2241
386	OG0000386	YLR210W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.168-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.168&CDS=1-1293, snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-2.121&CDS=1-1275
387	OG0000387	YLR214W	augustus_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_20_length_223538_cov_38.8343_ID_39-processed-gene-1.123&CDS=1-1308, maker-NODE_20_length_223538_cov_38.8343_ID_39-snap-gene-1.6-mRNA-1_1&gene=maker-NODE_20_length_223538_cov_38.8343_ID_39-snap-gene-1.6&CDS=1-465
388	OG0000388	YLR245C	maker-NODE_10_length_305151_cov_36.765_ID_19-augustus-gene-2.62-mRNA-1_1&gene=maker-NODE_10_length_305151_cov_36.765_ID_19-augustus-gene-2.62&CDS=1-1683, snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_26_length_181048_cov_42.3995_ID_51-processed-gene-0.22&CDS=1-1248
389	OG0000389	YLR260W, YOR171C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.112&CDS=1-1467
390	OG0000390	YLR284C, YOR180C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.48&CDS=1-783
391	OG0000391	YLR286C	augustus_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.114&CDS=1-1065, genemark-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.60&CDS=1-1962
392	OG0000392	YLR287C-A, YOR182C	augustus_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-1.98&CDS=1-2355
393	OG0000393	YLR300W, YOR190W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.51&CDS=1-1266
394	OG0000394	YLR307W, YLR308W	snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.29&CDS=1-957
395	OG0000395	YLR361C	genemark-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.196&CDS=1-1818, snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.50&CDS=1-1740
396	OG0000396	YLR449W, YML074C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.42&CDS=1-1296
397	OG0000397	YLR456W, YPR172W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.303-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.303&CDS=1-549
398	OG0000398	YML038C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.183&CDS=1-1350, snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.224&CDS=1-1452
399	OG0000399	YML073C	maker-NODE_19_length_231802_cov_29.4664_ID_37-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_19_length_231802_cov_29.4664_ID_37-snap-gene-1.3&CDS=1-525, snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.10&CDS=1-531
400	OG0000400	YML100W, YMR261C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-3.28&CDS=1-3183
401	OG0000401	YML106W, YMR271C	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.110&CDS=1-657
402	OG0000402	YML109W, YMR273C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.161&CDS=1-1971
403	OG0000403	YMR083W	maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.159-mRNA-1_1&gene=maker-NODE_14_length_272433_cov_31.4939_ID_27-snap-gene-0.159&CDS=1-1044, snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.241-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.241&CDS=1-1053
404	OG0000404	YMR119W, YNL008C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-1.155&CDS=1-2112
405	OG0000405	YMR177W, YPL224C	augustus_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.162&CDS=1-5661
406	OG0000406	YMR183C, YPL232W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.6&CDS=1-879
407	OG0000407	YMR216C	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.38&CDS=1-1839, snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.164&CDS=1-2487
408	OG0000408	YMR221C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.256-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.256&CDS=1-1554, snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.220-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.220&CDS=1-1581
409	OG0000409	YMR222C, YOR280C	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.257-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.257&CDS=1-741
410	OG0000410	YMR230W, YOR293W	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-1.165&CDS=1-360
411	OG0000411	YMR242C, YOR312C	augustus_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.34&CDS=1-498
412	OG0000412	YMR253C, YPL264C	snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_45_length_62926_cov_29.9951_ID_89-processed-gene-0.95&CDS=1-1173
413	OG0000413	YNL020C	maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-2.11-mRNA-1_1&gene=maker-NODE_6_length_396474_cov_30.9587_ID_11-snap-gene-2.11&CDS=1-2643, snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.39&CDS=1-1959
414	OG0000414	YNL054W	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.171&CDS=1-2577, snap_masked-NODE_60_length_27067_cov_32.9766_ID_119-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_60_length_27067_cov_32.9766_ID_119-processed-gene-0.6&CDS=1-1665
415	OG0000415	YNL095C, YOR092W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.253-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.253&CDS=1-1698
416	OG0000416	YNL108C, YOR110W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.1&CDS=1-1239
417	OG0000417	YNL125C	snap_masked-NODE_38_length_101086_cov_29.1576_ID_75-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_38_length_101086_cov_29.1576_ID_75-processed-gene-0.143&CDS=1-1707, snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.129&CDS=1-1848
418	OG0000418	YNL234W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.18&CDS=1-888, snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.27&CDS=1-1146
419	OG0000419	YNL283C, YOL105C	genemark-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.175-mRNA-1_1&gene=genemark-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.175&CDS=1-189
420	OG0000420	YNL298W, YOL113W	snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_13_length_289362_cov_30.0886_ID_25-processed-gene-1.91&CDS=1-2502
421	OG0000421	YNL301C, YOL120C	maker-NODE_32_length_134182_cov_33.8379_ID_63-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_32_length_134182_cov_33.8379_ID_63-snap-gene-0.4&CDS=1-996
422	OG0000422	YOL119C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.137&CDS=1-1416, snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-2.158&CDS=1-1401
423	OG0000423	YOL152W	maker-NODE_7_length_357092_cov_29.7097_ID_13-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_7_length_357092_cov_29.7097_ID_13-augustus-gene-0.42&CDS=1-2238, snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_40_length_98301_cov_29.074_ID_79-processed-gene-0.140&CDS=1-1704
424	OG0000424	YOR032C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.223-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.223&CDS=1-2823, snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-1.156&CDS=1-2991
425	OG0000425	YOR140W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.163&CDS=1-1212, snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.122&CDS=1-2508
426	OG0000426	YOR153W	augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.92&CDS=1-4428, snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.255-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.255&CDS=1-4485
427	OG0000427	YOR231W, YPL140C	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.235-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.235&CDS=1-1428
428	OG0000428	YOR234C, YPL143W	maker-NODE_8_length_348112_cov_34.8261_ID_15-snap-gene-1.99-mRNA-1_1&gene=maker-NODE_8_length_348112_cov_34.8261_ID_15-snap-gene-1.99&CDS=1-1515
429	OG0000429	YOR256C, YPL176C	snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.24&CDS=1-2511
430	OG0000430	YOR270C	augustus_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-0.29&CDS=1-2958, snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.18&CDS=1-2619
431	OG0000431	YOR348C	maker-NODE_22_length_197219_cov_30.0249_ID_43-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_22_length_197219_cov_30.0249_ID_43-snap-gene-0.4&CDS=1-1656, snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.122&CDS=1-1632
432	OG0000432	YPL005W	augustus_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_31_length_138543_cov_31.3823_ID_61-processed-gene-0.203&CDS=1-1347, augustus_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.14&CDS=1-1425
433	OG0000433	YPL088W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.63&CDS=1-1059, snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.40&CDS=1-1041
