	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026274_Komagataella_populi
195	OG0000195	YLR454W, YPR117W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.95&CDS=1-7740, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.49-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.49&CDS=1-7437
196	OG0000196	YLR455W, YMR044W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.76&CDS=1-1047, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.17&CDS=1-2301
197	OG0000197	YML017W, YPR163C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.28&CDS=1-1164, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.90&CDS=1-2091
198	OG0000198	YML085C, YML124C	genemark-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.67-mRNA-1_1&gene=genemark-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.67&CDS=1-2619, maker-NODE_5_length_777825_cov_13.2933_ID_9-augustus-gene-4.150-mRNA-1_1&gene=maker-NODE_5_length_777825_cov_13.2933_ID_9-augustus-gene-4.150&CDS=1-2775
199	OG0000199	YML116W, YMR279C, YOR378W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.61&CDS=1-1590
200	OG0000200	YMR215W, YOL132W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-0.107&CDS=1-1470, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.34&CDS=1-1476
201	OG0000201	YNL032W, YNL056W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-11.59&CDS=1-621, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.25&CDS=1-603
202	OG0000202	YNL037C, YOR136W	maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-4.151-mRNA-1_1&gene=maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-4.151&CDS=1-2580, snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.264-mRNA-1_1&gene=snap_masked-NODE_10_length_178938_cov_14.5517_ID_19-processed-gene-0.264&CDS=1-1098
203	OG0000203	YNL095C, YOR092W	genemark-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.26-mRNA-1_1&gene=genemark-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.26&CDS=1-1427, maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_4_length_855327_cov_14.0443_ID_7-augustus-gene-3.2&CDS=1-3393
204	OG0000204	YNL148C, YPL174C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.166&CDS=1-720, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.92&CDS=1-2652
205	OG0000205	YNL183C, YOR267C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-0.155-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-0.155&CDS=1-1674, snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-1.30&CDS=1-2136
206	OG0000206	YNL321W, YPR069C	maker-NODE_5_length_777825_cov_13.2933_ID_9-augustus-gene-5.179-mRNA-1_1&gene=maker-NODE_5_length_777825_cov_13.2933_ID_9-augustus-gene-5.179&CDS=1-4155, snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-1.50&CDS=1-879
207	OG0000207	YOL027C, YPR125W	augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.207&CDS=1-1524, snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.30&CDS=1-1263
208	OG0000208	YOR275C, YPL084W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.71&CDS=1-2319, genemark-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.167-mRNA-1_1&gene=genemark-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-2.167&CDS=1-2325
209	OG0000209	YOR334W, YPL060W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-8.77&CDS=1-1284, augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.106&CDS=1-1107
210	OG0000210	Q0045, Q0065, Q0070	maker-NODE_15_length_36723_cov_805.127_ID_29-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_15_length_36723_cov_805.127_ID_29-snap-gene-0.2&CDS=1-270
211	OG0000211		augustus_masked-NODE_18_length_35091_cov_18.3315_ID_35-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_18_length_35091_cov_18.3315_ID_35-processed-gene-0.13&CDS=1-1017, maker-NODE_20_length_13111_cov_178.049_ID_39-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_20_length_13111_cov_178.049_ID_39-augustus-gene-0.6&CDS=1-966, snap_masked-NODE_24_length_7324_cov_21.59_ID_47-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_24_length_7324_cov_21.59_ID_47-processed-gene-0.4&CDS=1-1389, snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.71&CDS=1-1857
212	OG0000212	YAL015C, YOL043C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.36&CDS=1-1080
213	OG0000213	YAL017W, YOL045W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-3.40&CDS=1-3654
214	OG0000214	YAL034C, YOR338W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-3.44&CDS=1-1068
215	OG0000215	YAL038W, YOR347C	maker-NODE_9_length_223355_cov_13.538_ID_17-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_9_length_223355_cov_13.538_ID_17-snap-gene-1.8&CDS=1-2982
216	OG0000216	YAL040C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-21.8&CDS=1-1074, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.43-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-15.43&CDS=1-1557
217	OG0000217	YAL056W, YOR371C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.142&CDS=1-2115
218	OG0000218	YBL002W, YDR224C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.56&CDS=1-396
219	OG0000219	YBL003C, YDR225W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.36&CDS=1-390
220	OG0000220	YBL009W, YGL021W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.117&CDS=1-2037
221	OG0000221	YBL016W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.83&CDS=1-1053, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-5.120&CDS=1-1065
222	OG0000222	YBL027W, YBR084C-A	augustus_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_11_length_163730_cov_12.9314_ID_21-processed-gene-0.187&CDS=1-585
223	OG0000223	YBL056W, YER089C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-8.39&CDS=1-1305
224	OG0000224	YBL064C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-4.11&CDS=1-729, snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.33&CDS=1-678
225	OG0000225	YBL067C, YER098W	augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.192&CDS=1-1662
226	OG0000226	YBL072C, YER102W	augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.193&CDS=1-600
227	OG0000227	YBL085W, YER114C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-2.25&CDS=1-2817
228	OG0000228	YBL087C, YER117W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-2.41&CDS=1-411
229	OG0000229	YBL101C, YPR030W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-3.85&CDS=1-2454
230	OG0000230	YBL106C, YPR032W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-20.115&CDS=1-4527
231	OG0000231	YBR001C, YDR001C	snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.63&CDS=1-2346
232	OG0000232	YBR002C	augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.229&CDS=1-843, snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.64&CDS=1-840
233	OG0000233	YBR005W, YDR003W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.152-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.152&CDS=1-513
234	OG0000234	YBR008C	maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-16.6-mRNA-1_1&gene=maker-NODE_1_length_2210088_cov_13.6287_ID_1-snap-gene-16.6&CDS=1-750, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.13-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-16.13&CDS=1-1638
235	OG0000235	YBR014C, YDL010W	augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-6.11&CDS=1-705
236	OG0000236	YBR031W, YDR012W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-0.37&CDS=1-1017
237	OG0000237	YBR033W, YKL038W	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.169&CDS=1-2265
238	OG0000238	YBR048W, YDR025W	maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-6.243-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-snap-gene-6.243&CDS=1-465
239	OG0000239	YBR067C, YIL011W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.80&CDS=1-552
240	OG0000240	YBR078W, YDR055W	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.2-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-7.2&CDS=1-1263
241	OG0000241	YBR082C, YDR059C	maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-8.2-mRNA-1_1&gene=maker-NODE_3_length_1151431_cov_13.5986_ID_5-snap-gene-8.2&CDS=1-942
242	OG0000242	YBR084W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-2.128&CDS=1-1959, snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-2.114&CDS=1-2943
243	OG0000243	YBR089C-A, YPR052C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.135-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-3.135&CDS=1-282
244	OG0000244	YBR104W, YPR058W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-7.94&CDS=1-864
245	OG0000245	YBR118W, YPR080W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-0.133&CDS=1-1377
246	OG0000246	YBR140C, YOL081W	snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-3.20&CDS=1-7857
247	OG0000247	YBR147W, YOL092W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-0.17&CDS=1-990
248	OG0000248	YBR169C, YPL106C	maker-NODE_7_length_738499_cov_13.121_ID_13-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_7_length_738499_cov_13.121_ID_13-augustus-gene-0.7&CDS=1-3645
249	OG0000249	YBR172C, YPL105C	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-5.39&CDS=1-2283
250	OG0000250	YBR214W, YGL056C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.129-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-18.129&CDS=1-1539
251	OG0000251	YBR216C, YGL060W	augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-0.72&CDS=1-1935
252	OG0000252	YBR238C, YGL107C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.15&CDS=1-1851
253	OG0000253	YBR242W, YGL101W	snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_9_length_223355_cov_13.538_ID_17-processed-gene-0.144&CDS=1-705
254	OG0000254	YBR273C, YJL048C	augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-5.5&CDS=1-1341
255	OG0000255	YBR294W, YLR092W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-4.127&CDS=1-2559
256	OG0000256	YCL011C, YNL004W	maker-NODE_8_length_248146_cov_13.4199_ID_15-snap-gene-1.248-mRNA-1_1&gene=maker-NODE_8_length_248146_cov_13.4199_ID_15-snap-gene-1.248&CDS=1-1287
257	OG0000257	YCL035C, YDR513W	snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.35&CDS=1-456
258	OG0000258	YCL036W, YDR514C	snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.24&CDS=1-807
259	OG0000259	YCL037C, YDR515W	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.150-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.150&CDS=1-1386
260	OG0000260	YCL050C, YDR530C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.139-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-6.139&CDS=1-1005
261	OG0000261	YCL051W, YDR528W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-10.54&CDS=1-1107
262	OG0000262	YCR015C	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-5.111&CDS=1-864, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-4.51&CDS=1-888
263	OG0000263	YCR020C	snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_12_length_140570_cov_14.8648_ID_23-processed-gene-0.32&CDS=1-711, snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.142-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-7.142&CDS=1-723
264	OG0000264	YCR026C, YEL016C	augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.129&CDS=1-1959
265	OG0000265	YCR031C, YJL191W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.68-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-6.68&CDS=1-432
266	OG0000266	YCR067C, YNR026C	maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-4.152-mRNA-1_1&gene=maker-NODE_5_length_777825_cov_13.2933_ID_9-snap-gene-4.152&CDS=1-3843
267	OG0000267	YCR073C, YNR031C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.110-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-17.110&CDS=1-4359
268	OG0000268	YCR075C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.19-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-6.19&CDS=1-777, snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-6.191-mRNA-1_1&gene=snap_masked-NODE_7_length_738499_cov_13.121_ID_13-processed-gene-6.191&CDS=1-930
269	OG0000269	YCR091W, YNR047W	snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.165-mRNA-1_1&gene=snap_masked-NODE_6_length_753317_cov_13.1204_ID_11-processed-gene-2.165&CDS=1-2241
270	OG0000270	YCR094W, YNL323W	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.92&CDS=1-3462
271	OG0000271	YDL022W, YOL059W	maker-NODE_2_length_1250338_cov_14.0143_ID_3-augustus-gene-6.6-mRNA-1_1&gene=maker-NODE_2_length_1250338_cov_14.0143_ID_3-augustus-gene-6.6&CDS=1-1443
272	OG0000272	YDL042C, YOL068C	snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_4_length_855327_cov_14.0443_ID_7-processed-gene-5.30&CDS=1-1539
273	OG0000273	YDL075W, YLR406C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.100-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-11.100&CDS=1-351
274	OG0000274	YDL082W, YMR142C	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.62-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.62&CDS=1-597
275	OG0000275	YDL083C, YMR143W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.35-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-9.35&CDS=1-441
276	OG0000276	YDL085W, YMR145C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.69-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-10.69&CDS=1-1713
277	OG0000277	YDL088C, YMR153W	snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_5_length_777825_cov_13.2933_ID_9-processed-gene-5.20&CDS=1-1194
278	OG0000278	YDL109C, YGL144C	snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-1.24&CDS=1-2493
279	OG0000279	YDL127W, YDL179W	genemark-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_13_length_119991_cov_18.9278_ID_25-processed-gene-0.69&CDS=1-774
280	OG0000280	YDL136W, YDL191W	augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-2.61&CDS=1-360
281	OG0000281	YDL224C, YNL197C	augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.124&CDS=1-1470
282	OG0000282	YDL225W	augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.203&CDS=1-969, snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_3_length_1151431_cov_13.5986_ID_5-processed-gene-3.12&CDS=1-1584
283	OG0000283	YDL246C, YJR159W	snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_1_length_2210088_cov_13.6287_ID_1-processed-gene-1.150&CDS=1-1044
284	OG0000284	YDR032C	snap_masked-NODE_18_length_35091_cov_18.3315_ID_35-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_18_length_35091_cov_18.3315_ID_35-processed-gene-0.19&CDS=1-645, snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_8_length_248146_cov_13.4199_ID_15-processed-gene-1.81&CDS=1-603
285	OG0000285	YDR069C, YER144C	snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NODE_2_length_1250338_cov_14.0143_ID_3-processed-gene-4.63&CDS=1-2121
286	OG0000286	YDR098C, YER174C	snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_14_length_103125_cov_17.5621_ID_27-processed-gene-0.27&CDS=1-696
