	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035335_Candida_blattae
141	OG0000141	YKL071W	augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-1.123&CDS=1-1533, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.2&CDS=1-753, maker-NODE_11_length_474763_cov_25.8552_ID_2814-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_11_length_474763_cov_25.8552_ID_2814-snap-gene-3.1&CDS=1-3516
142	OG0000142	YKL213C, YOL087C	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-4.68&CDS=1-2265, snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-0.47&CDS=1-3147
143	OG0000143	YLL028W	augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.41&CDS=1-1728, augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.86&CDS=1-1698, snap_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.115-mRNA-1_1&gene=snap_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-3.115&CDS=1-1743
144	OG0000144	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-3.91&CDS=1-996
145	OG0000145	YLR034C, YOL122C	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.32&CDS=1-1632, augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-4.38&CDS=1-1509
146	OG0000146	YLR044C, YLR134W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.45&CDS=1-1686, augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.146&CDS=1-1737
147	OG0000147	YLR090W, YNL064C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.132&CDS=1-1221, augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.57&CDS=1-1335
148	OG0000148	YLR144C, YNR067C	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-2.164&CDS=1-3720, augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-3.64&CDS=1-2121
149	OG0000149	YLR300W, YOR190W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-7.15&CDS=1-1236, snap_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.93&CDS=1-1473
150	OG0000150	YLR454W, YPR117W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-6.72&CDS=1-8154, augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-1.99&CDS=1-7626
151	OG0000151	YML019W, YOR085W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.88&CDS=1-1071, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.13&CDS=1-996
152	OG0000152	YML054C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.64&CDS=1-1662, augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-7.93&CDS=1-1683, snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-0.47&CDS=1-1584
153	OG0000153	YML111W, YMR275C, YNR069C	genemark-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-0.93&CDS=1-2715
154	OG0000154	YMR169C, YMR170C	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-0.39&CDS=1-1536, augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_718965_cov_37.0908_ID_2110-processed-gene-6.108&CDS=1-1503
155	OG0000155	YMR253C, YPL264C	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-4.62&CDS=1-1119, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-0.57&CDS=1-1128
156	OG0000156	YMR266W, YOL084W	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.59&CDS=1-2649, augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-3.61&CDS=1-5967
157	OG0000157	YOL055C, YPL258C, YPR121W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.12&CDS=1-1725
158	OG0000158	YOL077W-A, YOR020W-A	augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.187&CDS=1-198, maker-NODE_13_length_453517_cov_27.615_ID_2499-augustus-gene-3.150-mRNA-1_1&gene=maker-NODE_13_length_453517_cov_27.615_ID_2499-augustus-gene-3.150&CDS=1-204
159	OG0000159	YOL119C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.62&CDS=1-1485, augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-1.46&CDS=1-1353, augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.142&CDS=1-1422
160	OG0000160	YOR059C, YPL109C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.124&CDS=1-1494, augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.89&CDS=1-3657
161	OG0000161	YOR153W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-1.85&CDS=1-4443, augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.22&CDS=1-4527, snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.99&CDS=1-4446
162	OG0000162	YOR334W, YPL060W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.44&CDS=1-1230, augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-1.79&CDS=1-1221
163	OG0000163	YOR389W, YPL277C, YPL278C	augustus_masked-NODE_25_length_99809_cov_54.8411_ID_3876-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_25_length_99809_cov_54.8411_ID_3876-processed-gene-0.77&CDS=1-1848
164	OG0000164	YAL015C, YOL043C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.33&CDS=1-1389
165	OG0000165	YAL017W, YOL045W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.14&CDS=1-3405
166	OG0000166	YAL034C, YOR338W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-3.86&CDS=1-1047
167	OG0000167	YAL040C	augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.174&CDS=1-1395, augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-5.26&CDS=1-1362
168	OG0000168	YAL060W, YAL061W	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.24&CDS=1-1143
169	OG0000169	YAL067C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-12.106&CDS=1-1758, augustus_masked-NODE_31_length_29616_cov_29.3652_ID_4195-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_31_length_29616_cov_29.3652_ID_4195-processed-gene-0.6&CDS=1-1737
170	OG0000170	YBL002W, YDR224C	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.68&CDS=1-390
171	OG0000171	YBL003C, YDR225W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-0.86&CDS=1-390
172	OG0000172	YBL011W	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-1.136&CDS=1-2127, augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-2.31&CDS=1-2343
173	OG0000173	YBL016W	augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_11_length_474763_cov_25.8552_ID_2814-processed-gene-2.102&CDS=1-1161, snap_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-0.77&CDS=1-1098
174	OG0000174	YBL027W, YBR084C-A	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-0.9&CDS=1-585
175	OG0000175	YBL056W, YER089C	augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_20_length_196270_cov_28.7591_ID_3288-processed-gene-0.57&CDS=1-1425
176	OG0000176	YBL064C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.106&CDS=1-759, augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_9_length_485867_cov_26.3769_ID_2296-processed-gene-2.58&CDS=1-669
177	OG0000177	YBL067C, YER098W	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.60&CDS=1-2214
178	OG0000178	YBL072C, YER102W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.103&CDS=1-591
179	OG0000179	YBL079W, YER105C	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-3.149&CDS=1-4332
180	OG0000180	YBL087C, YER117W	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-0.59&CDS=1-411
181	OG0000181	YBL101C, YPR030W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-0.66&CDS=1-3189
182	OG0000182	YBL106C, YPR032W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-2.44&CDS=1-3183
183	OG0000183	YBR001C, YDR001C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.24&CDS=1-2433
184	OG0000184	YBR005W, YDR003W	snap_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.25&CDS=1-570
185	OG0000185	YBR014C, YDL010W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.26&CDS=1-648
186	OG0000186	YBR020W, YDR009W	augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_19_length_208729_cov_44.5132_ID_3335-processed-gene-1.152&CDS=1-1542
187	OG0000187	YBR026C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-6.76&CDS=1-1092, augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-2.39&CDS=1-1059
188	OG0000188	YBR028C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.134&CDS=1-1374, augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.171&CDS=1-1380
189	OG0000189	YBR031W, YDR012W	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-8.25&CDS=1-1068
190	OG0000190	YBR048W, YDR025W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.46&CDS=1-465
191	OG0000191	YBR049C, YDR026C	maker-NODE_13_length_453517_cov_27.615_ID_2499-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_13_length_453517_cov_27.615_ID_2499-augustus-gene-0.3&CDS=1-2874
192	OG0000192	YBR089C-A, YPR052C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-0.52&CDS=1-267
193	OG0000193	YBR104W, YPR058W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.140&CDS=1-900
194	OG0000194	YBR105C, YGR066C	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-5.150&CDS=1-954
195	OG0000195	YBR118W, YPR080W	snap_masked-NODE_94_length_620_cov_51.2886_ID_8485-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_94_length_620_cov_51.2886_ID_8485-processed-gene-0.2&CDS=1-540
196	OG0000196	YBR140C, YOL081W	augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.156&CDS=1-7878
197	OG0000197	YBR147W, YOL092W	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-5.6&CDS=1-948
198	OG0000198	YBR161W, YPL057C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-5.88&CDS=1-1011
199	OG0000199	YBR172C, YPL105C	augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_10_length_474837_cov_29.3071_ID_2645-processed-gene-1.114&CDS=1-2505
200	OG0000200	YBR177C, YPL095C	augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_16_length_337202_cov_27.1157_ID_2786-processed-gene-1.66&CDS=1-1266
201	OG0000201	YBR181C, YPL090C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.29&CDS=1-708
202	OG0000202	YBR183W, YPL087W	augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_12_length_454146_cov_27.2292_ID_2576-processed-gene-1.154&CDS=1-876
203	OG0000203	YBR191W, YPL079W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-2.49&CDS=1-480
204	OG0000204	YBR210W, YGL054C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.7&CDS=1-1137
205	OG0000205	YBR214W, YGL056C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-0.18&CDS=1-1584
206	OG0000206	YBR216C, YGL060W	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-1.54&CDS=1-2016
207	OG0000207	YBR238C, YGL107C	snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-0.81&CDS=1-1833
208	OG0000208	YBR268W	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-4.15&CDS=1-312, snap_masked-NODE_595_length_374_cov_0.778656_ID_6811-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_595_length_374_cov_0.778656_ID_6811-processed-gene-0.0&CDS=1-189
209	OG0000209	YBR273C, YJL048C	augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_15_length_350024_cov_36.6439_ID_2747-processed-gene-2.122&CDS=1-1266
210	OG0000210	YBR294W, YLR092W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-7.85&CDS=1-2439
211	OG0000211	YCL011C, YNL004W	maker-NODE_12_length_454146_cov_27.2292_ID_2576-augustus-gene-2.151-mRNA-1_1&gene=maker-NODE_12_length_454146_cov_27.2292_ID_2576-augustus-gene-2.151&CDS=1-1314
212	OG0000212	YCL036W, YDR514C	augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_21_length_182280_cov_29.5835_ID_3830-processed-gene-0.216&CDS=1-870
213	OG0000213	YCL040W, YDR516C	augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_17_length_271379_cov_43.2709_ID_2853-processed-gene-1.1&CDS=1-1413
214	OG0000214	YCL048W, YDR522C	augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_909348_cov_30.7933_ID_2051-processed-gene-4.5&CDS=1-987
215	OG0000215	YCL050C, YDR530C	augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_726266_cov_33.6337_ID_2327-processed-gene-6.75&CDS=1-945
216	OG0000216	YCL068C, YCR038C	augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_13_length_453517_cov_27.615_ID_2499-processed-gene-3.57&CDS=1-4290
217	OG0000217	YCR026C, YEL016C	augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_611220_cov_33.3382_ID_3073-processed-gene-1.64&CDS=1-2139
218	OG0000218	YCR031C, YJL191W	augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_1351318_cov_29.0491_ID_2023-processed-gene-9.140&CDS=1-396
219	OG0000219	YCR048W, YNR019W	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-4.116&CDS=1-1758
220	OG0000220	YCR067C, YNR026C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-2.101&CDS=1-2796
221	OG0000221	YCR073C, YNR031C	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-1.87&CDS=1-4173
222	OG0000222	YCR073W-A, YNR034W	augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_893695_cov_26.8378_ID_8204-processed-gene-1.70&CDS=1-996
223	OG0000223	YCR091W, YNR047W	augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_612663_cov_27.8656_ID_2531-processed-gene-4.19&CDS=1-2355
224	OG0000224	YCR098C	augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_18_length_249748_cov_39.5055_ID_3535-processed-gene-0.42&CDS=1-1515, maker-NODE_22_length_155728_cov_26.7177_ID_3302-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_22_length_155728_cov_26.7177_ID_3302-snap-gene-0.70&CDS=1-3033
225	OG0000225	YCR105W, YMR318C	augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_640593_cov_32.5732_ID_2678-processed-gene-3.58&CDS=1-1086
