	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
576	OG0000576	YBL079W	snap_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.12&CDS=1-4170
577	OG0000577	YBL080C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.46&CDS=1-1539
578	OG0000578	YBL082C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-4.101&CDS=1-1368
579	OG0000579	YBL084C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.118-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-10.118&CDS=1-2004
580	OG0000580	YBL086C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.82-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.82&CDS=1-981
581	OG0000581	YBL088C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.84-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.84&CDS=1-8463
582	OG0000582	YBL090W	snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.25&CDS=1-498
583	OG0000583	YBL091C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.89-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.89&CDS=1-1272
584	OG0000584	YBL092W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.107-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.107&CDS=1-390
585	OG0000585	YBL093C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.91-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-11.91&CDS=1-462
586	OG0000586	YBL095W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-2.0&CDS=1-669
587	OG0000587	YBL098W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-1.3&CDS=1-1320
588	OG0000588	YBL099W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-0.99&CDS=1-1644
589	OG0000589	YBL102W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.6&CDS=1-648
590	OG0000590	YBL104C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.36&CDS=1-2703
591	OG0000591	YBL105C	genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.13&CDS=1-3423
592	OG0000592	YBL107C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-0.35&CDS=1-558
593	OG0000593	YBR003W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.23&CDS=1-1422
594	OG0000594	YBR004C	augustus_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.55&CDS=1-1722
595	OG0000595	YBR006W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.137-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.137&CDS=1-1467
596	OG0000596	YBR008C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.135-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-15.135&CDS=1-1590
597	OG0000597	YBR022W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.59&CDS=1-519
598	OG0000598	YBR023C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.98-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.98&CDS=1-3450
599	OG0000599	YBR025C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.122-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.122&CDS=1-2517
600	OG0000600	YBR029C	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.17&CDS=1-1260
601	OG0000601	YBR030W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.70&CDS=1-1815
602	OG0000602	YBR034C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.79&CDS=1-1032
603	OG0000603	YBR035C	maker-NODE_2_length_1528460_cov_26.3327_ID_1453-snap-gene-12.61-mRNA-1_1&gene=maker-NODE_2_length_1528460_cov_26.3327_ID_1453-snap-gene-12.61&CDS=1-636
604	OG0000604	YBR037C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.99-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-8.99&CDS=1-882
605	OG0000605	YBR039W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.36&CDS=1-873
606	OG0000606	YBR040W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.13&CDS=1-780
607	OG0000607	YBR041W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-7.63-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-7.63&CDS=1-1902
608	OG0000608	YBR042C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-7.61-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-7.61&CDS=1-1278
609	OG0000609	YBR043C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.97-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-8.97&CDS=1-1713
610	OG0000610	YBR046C	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-14.163-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-14.163&CDS=1-1977
611	OG0000611	YBR047W	snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-1.58&CDS=1-489
612	OG0000612	YBR053C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.46&CDS=1-945
613	OG0000613	YBR055C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-3.107&CDS=1-2637
614	OG0000614	YBR057C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.155-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.155&CDS=1-759
615	OG0000615	YBR058C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.129-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-14.129&CDS=1-2163
616	OG0000616	YBR058C-A	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.38&CDS=1-315
617	OG0000617	YBR060C	maker-NODE_7_length_604780_cov_35.2488_ID_6569-snap-gene-3.18-mRNA-1_1&gene=maker-NODE_7_length_604780_cov_35.2488_ID_6569-snap-gene-3.18&CDS=1-2211
618	OG0000618	YBR061C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.69&CDS=1-906
619	OG0000619	YBR062C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.70&CDS=1-525
620	OG0000620	YBR065C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.43&CDS=1-1017
621	OG0000621	YBR072W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-0.15&CDS=1-651
622	OG0000622	YBR073W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-0.30&CDS=1-2559
623	OG0000623	YBR074W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.61-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.61&CDS=1-2985
624	OG0000624	YBR076W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.45&CDS=1-1158
625	OG0000625	YBR079C	maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-6.50-mRNA-1_1&gene=maker-NODE_1_length_1846036_cov_27.8053_ID_2084-snap-gene-6.50&CDS=1-3312
626	OG0000626	YBR080C	maker-NODE_5_length_936046_cov_26.7859_ID_1564-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_5_length_936046_cov_26.7859_ID_1564-augustus-gene-0.44&CDS=1-2817
627	OG0000627	YBR081C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-2.44&CDS=1-3105
628	OG0000628	YBR083W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.105-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.105&CDS=1-2061
629	OG0000629	YBR085C-A	snap_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-2.100&CDS=1-255
630	OG0000630	YBR086C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.52-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-4.52&CDS=1-6087
631	OG0000631	YBR087W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.28&CDS=1-1059
632	OG0000632	YBR088C	maker-NODE_3_length_1016736_cov_29.5442_ID_1801-augustus-gene-1.61-mRNA-1_1&gene=maker-NODE_3_length_1016736_cov_29.5442_ID_1801-augustus-gene-1.61&CDS=1-1098
633	OG0000633	YBR094W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.12&CDS=1-2136
634	OG0000634	YBR095C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.33&CDS=1-1014
635	OG0000635	YBR096W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-2.41&CDS=1-657
636	OG0000636	YBR097W	maker-NODE_9_length_534558_cov_31.6761_ID_2611-augustus-gene-3.52-mRNA-1_1&gene=maker-NODE_9_length_534558_cov_31.6761_ID_2611-augustus-gene-3.52&CDS=1-5751
637	OG0000637	YBR098W	snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.92&CDS=1-1929
638	OG0000638	YBR101C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.34&CDS=1-843
639	OG0000639	YBR102C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.57-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.57&CDS=1-2202
640	OG0000640	YBR103W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.31-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.31&CDS=1-1581
641	OG0000641	YBR105C	genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-1.57&CDS=1-804
642	OG0000642	YBR106W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.261-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.261&CDS=1-567
643	OG0000643	YBR108W	augustus_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.143&CDS=1-2199
644	OG0000644	YBR109C	genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.62&CDS=1-447
645	OG0000645	YBR110W	augustus_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_17_length_199916_cov_36.786_ID_2328-processed-gene-0.144&CDS=1-1155
646	OG0000646	YBR111C	snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.38&CDS=1-624
647	OG0000647	YBR111W-A	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.174-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.174&CDS=1-288
648	OG0000648	YBR112C	snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.37-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.37&CDS=1-2259
649	OG0000649	YBR114W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.123-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.123&CDS=1-2442
650	OG0000650	YBR115C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-3.136&CDS=1-4131
651	OG0000651	YBR120C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.47&CDS=1-435
652	OG0000652	YBR121C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-2.46&CDS=1-1971
653	OG0000653	YBR122C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.55&CDS=1-543
654	OG0000654	YBR123C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.54&CDS=1-1515
655	OG0000655	YBR125C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.139-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.139&CDS=1-1086
656	OG0000656	YBR126C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-3.59&CDS=1-1416
657	OG0000657	YBR127C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.142-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.142&CDS=1-1527
658	OG0000658	YBR129C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.155-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.155&CDS=1-1062
659	OG0000659	YBR133C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-2.95&CDS=1-1947
660	OG0000660	YBR136W	maker-NODE_9_length_534558_cov_31.6761_ID_2611-augustus-gene-2.58-mRNA-1_1&gene=maker-NODE_9_length_534558_cov_31.6761_ID_2611-augustus-gene-2.58&CDS=1-7119
661	OG0000661	YBR137W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.52&CDS=1-483
662	OG0000662	YBR138C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.134-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.134&CDS=1-1242
663	OG0000663	YBR142W	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.86&CDS=1-2280
664	OG0000664	YBR143C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-2.63&CDS=1-1308
665	OG0000665	YBR146W	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.119&CDS=1-1104
666	OG0000666	YBR149W	snap_masked-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_15_length_262161_cov_34.6843_ID_2117-processed-gene-0.110&CDS=1-957
667	OG0000667	YBR151W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-2.15&CDS=1-900
668	OG0000668	YBR153W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.27-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.27&CDS=1-573
669	OG0000669	YBR154C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.10-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-12.10&CDS=1-645
670	OG0000670	YBR155W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.159-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.159&CDS=1-1158
671	OG0000671	YBR158W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.132-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.132&CDS=1-1611
672	OG0000672	YBR160W	maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-4.181-mRNA-1_1&gene=maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-4.181&CDS=1-1923
673	OG0000673	YBR162C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-5.90&CDS=1-1383
674	OG0000674	YBR162W-A	maker-NODE_19_length_157684_cov_26.3241_ID_2499-snap-gene-0.72-mRNA-1_1&gene=maker-NODE_19_length_157684_cov_26.3241_ID_2499-snap-gene-0.72&CDS=1-180
675	OG0000675	YBR163W	snap_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.21&CDS=1-1599
676	OG0000676	YBR164C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.10&CDS=1-549
677	OG0000677	YBR166C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-1.9&CDS=1-1302
678	OG0000678	YBR167C	genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_14_length_319563_cov_30.9459_ID_1873-processed-gene-1.66&CDS=1-387
679	OG0000679	YBR170C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.153-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.153&CDS=1-1725
680	OG0000680	YBR171W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.101-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.101&CDS=1-630
681	OG0000681	YBR173C	snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-6.5&CDS=1-462
682	OG0000682	YBR176W	snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.22&CDS=1-939
683	OG0000683	YBR179C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.124-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-5.124&CDS=1-2544
684	OG0000684	YBR180W	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.144-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.144&CDS=1-1506
685	OG0000685	YBR182C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.93&CDS=1-1539
686	OG0000686	YBR185C	snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-2.122&CDS=1-837
687	OG0000687	YBR187W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.47&CDS=1-1056
688	OG0000688	YBR192W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.77-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.77&CDS=1-1059
689	OG0000689	YBR193C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.55&CDS=1-576
690	OG0000690	YBR195C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.53&CDS=1-1185
691	OG0000691	YBR196C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.52-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.52&CDS=1-1653
692	OG0000692	YBR198C	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-3.50&CDS=1-2109
693	OG0000693	YBR199W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.127-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-8.127&CDS=1-1407
694	OG0000694	YBR200W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-2.63&CDS=1-1701
695	OG0000695	YBR201W	snap_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.129&CDS=1-729
696	OG0000696	YBR202W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.80-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.80&CDS=1-2418
697	OG0000697	YBR203W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.96&CDS=1-1821
