	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035672_Phaffomyces_thermotolerans
541	OG0000541	YBL020W	augustus_masked-flattened_line_38-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.140&CDS=1-1689
542	OG0000542	YBL021C	augustus_masked-flattened_line_0-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.14&CDS=1-678
543	OG0000543	YBL022C	augustus_masked-flattened_line_0-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.15&CDS=1-3396
544	OG0000544	YBL023C	augustus_masked-flattened_line_18-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.37&CDS=1-2568
545	OG0000545	YBL024W	augustus_masked-flattened_line_0-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.52&CDS=1-2019
546	OG0000546	YBL025W	augustus_masked-flattened_line_0-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.53&CDS=1-471
547	OG0000547	YBL029W	augustus_masked-flattened_line_20-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.12&CDS=1-1068
548	OG0000548	YBL032W	genemark-flattened_line_44-processed-gene-0.226-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.226&CDS=1-993
549	OG0000549	YBL033C	maker-flattened_line_2-augustus-gene-1.55-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.55&CDS=1-1461
550	OG0000550	YBL034C	maker-flattened_line_186-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_186-augustus-gene-0.4&CDS=1-4311
551	OG0000551	YBL035C	snap_masked-flattened_line_81-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.53&CDS=1-1941
552	OG0000552	YBL036C	snap_masked-flattened_line_81-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.54&CDS=1-741
553	OG0000553	YBL037W	augustus_masked-flattened_line_81-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.99&CDS=1-2802
554	OG0000554	YBL038W	augustus_masked-flattened_line_46-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.22&CDS=1-654
555	OG0000555	YBL039C	augustus_masked-flattened_line_101-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.19&CDS=1-1707
556	OG0000556	YBL040C	augustus_masked-flattened_line_101-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.18&CDS=1-639
557	OG0000557	YBL041W	augustus_masked-flattened_line_10-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.95&CDS=1-723
558	OG0000558	YBL045C	augustus_masked-flattened_line_48-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.121&CDS=1-1338
559	OG0000559	YBL046W	snap_masked-flattened_line_48-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.15&CDS=1-906
560	OG0000560	YBL047C	augustus_masked-flattened_line_48-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.118&CDS=1-4125
561	OG0000561	YBL049W	genemark-flattened_line_14-processed-gene-2.241-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.241&CDS=1-348
562	OG0000562	YBL050W	augustus_masked-flattened_line_48-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.117&CDS=1-876
563	OG0000563	YBL051C	augustus_masked-flattened_line_0-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.151&CDS=1-1986
564	OG0000564	YBL055C	augustus_masked-flattened_line_14-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.108&CDS=1-1098
565	OG0000565	YBL057C	genemark-flattened_line_28-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.136&CDS=1-663
566	OG0000566	YBL058W	augustus_masked-flattened_line_28-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.5&CDS=1-1119
567	OG0000567	YBL059C-A	augustus_masked-flattened_line_28-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.4&CDS=1-303
568	OG0000568	YBL059W	maker-flattened_line_28-augustus-gene-1.190-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.190&CDS=1-468
569	OG0000569	YBL060W	augustus_masked-flattened_line_28-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.78&CDS=1-1920
570	OG0000570	YBL061C	augustus_masked-flattened_line_28-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.75&CDS=1-1860
571	OG0000571	YBL064C	augustus_masked-flattened_line_28-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.76&CDS=1-747
572	OG0000572	YBL066C	augustus_masked-flattened_line_28-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.77&CDS=1-3195
573	OG0000573	YBL071W-A	augustus_masked-flattened_line_0-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.49&CDS=1-246
574	OG0000574	YBL074C	augustus_masked-flattened_line_0-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.35&CDS=1-1053
575	OG0000575	YBL076C	augustus_masked-flattened_line_0-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.12&CDS=1-3222
576	OG0000576	YBL078C	augustus_masked-flattened_line_0-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.13&CDS=1-381
577	OG0000577	YBL079W	augustus_masked-flattened_line_18-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.29&CDS=1-3999
578	OG0000578	YBL080C	augustus_masked-flattened_line_20-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.8&CDS=1-1500
579	OG0000579	YBL082C	augustus_masked-flattened_line_18-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.26&CDS=1-1395
580	OG0000580	YBL084C	augustus_masked-flattened_line_18-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.42&CDS=1-2013
581	OG0000581	YBL086C	augustus_masked-flattened_line_18-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.41&CDS=1-1017
582	OG0000582	YBL088C	snap_masked-flattened_line_18-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.85&CDS=1-8241
583	OG0000583	YBL091C	augustus_masked-flattened_line_18-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.18&CDS=1-1683
584	OG0000584	YBL092W	augustus_masked-flattened_line_18-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.13&CDS=1-393
585	OG0000585	YBL093C	augustus_masked-flattened_line_18-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.17&CDS=1-474
586	OG0000586	YBL094C	snap_masked-flattened_line_32-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.85&CDS=1-186
587	OG0000587	YBL095W	augustus_masked-flattened_line_32-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.164&CDS=1-666
588	OG0000588	YBL098W	maker-flattened_line_22-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.1&CDS=1-1323
589	OG0000589	YBL099W	maker-flattened_line_14-augustus-gene-1.145-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.145&CDS=1-1644
590	OG0000590	YBL102W	augustus_masked-flattened_line_74-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.99&CDS=1-603
591	OG0000591	YBL103C	augustus_masked-flattened_line_74-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.116&CDS=1-1236
592	OG0000592	YBL104C	augustus_masked-flattened_line_8-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.101&CDS=1-2751
593	OG0000593	YBL105C	augustus_masked-flattened_line_8-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.102&CDS=1-2160
594	OG0000594	YBR004C	genemark-flattened_line_95-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.62&CDS=1-1134
595	OG0000595	YBR006W	augustus_masked-flattened_line_95-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.34&CDS=1-1473
596	OG0000596	YBR008C	augustus_masked-flattened_line_10-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.81&CDS=1-1581
597	OG0000597	YBR017C	augustus_masked-flattened_line_22-processed-gene-1.273-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.273&CDS=1-2658
598	OG0000598	YBR019C	augustus_masked-flattened_line_113-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.16&CDS=1-1104
599	OG0000599	YBR022W	augustus_masked-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.57&CDS=1-507
600	OG0000600	YBR023C	augustus_masked-flattened_line_40-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.57&CDS=1-3522
601	OG0000601	YBR025C	augustus_masked-flattened_line_0-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.62&CDS=1-1914
602	OG0000602	YBR026C	genemark-flattened_line_48-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.210&CDS=1-1107
603	OG0000603	YBR029C	augustus_masked-flattened_line_8-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.60&CDS=1-1302
604	OG0000604	YBR030W	augustus_masked-flattened_line_0-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.25&CDS=1-1779
605	OG0000605	YBR034C	genemark-flattened_line_10-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.33&CDS=1-1023
606	OG0000606	YBR035C	augustus_masked-flattened_line_4-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.143&CDS=1-666
607	OG0000607	YBR037C	augustus_masked-flattened_line_0-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.82&CDS=1-885
608	OG0000608	YBR039W	maker-flattened_line_24-augustus-gene-1.262-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.262&CDS=1-876
609	OG0000609	YBR040W	augustus_masked-flattened_line_24-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.54&CDS=1-765
610	OG0000610	YBR041W	augustus_masked-flattened_line_24-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.56&CDS=1-2010
611	OG0000611	YBR042C	augustus_masked-flattened_line_24-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.19&CDS=1-1224
612	OG0000612	YBR043C	augustus_masked-flattened_line_24-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.55&CDS=1-1923
613	OG0000613	YBR046C	augustus_masked-flattened_line_0-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.38&CDS=1-1020
614	OG0000614	YBR047W	snap_masked-flattened_line_14-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.21&CDS=1-471
615	OG0000615	YBR053C	snap_masked-flattened_line_24-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.130&CDS=1-924
616	OG0000616	YBR055C	augustus_masked-flattened_line_183-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.2&CDS=1-2607
617	OG0000617	YBR056W	augustus_masked-flattened_line_10-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.123&CDS=1-1488
618	OG0000618	YBR057C	augustus_masked-flattened_line_0-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.13&CDS=1-645
619	OG0000619	YBR058C-A	augustus_masked-flattened_line_34-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.22&CDS=1-309
620	OG0000620	YBR061C	augustus_masked-flattened_line_34-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.18&CDS=1-903
621	OG0000621	YBR067C	augustus_masked-flattened_line_0-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.22&CDS=1-522
622	OG0000622	YBR070C	augustus_masked-flattened_line_18-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.17&CDS=1-609
623	OG0000623	YBR072W	augustus_masked-flattened_line_20-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.64&CDS=1-588
624	OG0000624	YBR073W	augustus_masked-flattened_line_4-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.11&CDS=1-2652
625	OG0000625	YBR074W	augustus_masked-flattened_line_0-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.9&CDS=1-3003
626	OG0000626	YBR076W	augustus_masked-flattened_line_34-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.15&CDS=1-1062
627	OG0000627	YBR079C	augustus_masked-flattened_line_20-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.44&CDS=1-2682
628	OG0000628	YBR080C	snap_masked-flattened_line_20-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.108&CDS=1-2274
629	OG0000629	YBR083W	augustus_masked-flattened_line_20-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.17&CDS=1-2064
630	OG0000630	YBR085C-A	augustus_masked-flattened_line_20-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.52&CDS=1-255
631	OG0000631	YBR086C	augustus_masked-flattened_line_81-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.98&CDS=1-2724
632	OG0000632	YBR087W	augustus_masked-flattened_line_46-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.49&CDS=1-1056
633	OG0000633	YBR088C	maker-flattened_line_123-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_123-augustus-gene-0.7&CDS=1-774
634	OG0000634	YBR091C	maker-flattened_line_123-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_123-augustus-gene-0.9&CDS=1-270
635	OG0000635	YBR094W	augustus_masked-flattened_line_123-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.11&CDS=1-2181
636	OG0000636	YBR095C	augustus_masked-flattened_line_123-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.16&CDS=1-1197
637	OG0000637	YBR096W	augustus_masked-flattened_line_16-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.72&CDS=1-663
638	OG0000638	YBR097W	augustus_masked-flattened_line_18-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.21&CDS=1-4914
639	OG0000639	YBR098W	augustus_masked-flattened_line_46-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.51&CDS=1-2013
640	OG0000640	YBR101C	augustus_masked-flattened_line_46-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.25&CDS=1-846
641	OG0000641	YBR102C	snap_masked-flattened_line_46-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.80&CDS=1-2124
642	OG0000642	YBR103W	snap_masked-flattened_line_46-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.110&CDS=1-1500
643	OG0000643	YBR105C	augustus_masked-flattened_line_8-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.54&CDS=1-852
644	OG0000644	YBR106W	augustus_masked-flattened_line_107-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.50&CDS=1-570
645	OG0000645	YBR109C	augustus_masked-flattened_line_74-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.103&CDS=1-444
646	OG0000646	YBR110W	genemark-flattened_line_74-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.32&CDS=1-1194
647	OG0000647	YBR111C	snap_masked-flattened_line_74-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.73&CDS=1-615
648	OG0000648	YBR111W-A	maker-flattened_line_74-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.0&CDS=1-282
649	OG0000649	YBR112C	augustus_masked-flattened_line_74-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.118&CDS=1-2136
650	OG0000650	YBR114W	augustus_masked-flattened_line_6-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.14&CDS=1-2523
651	OG0000651	YBR115C	augustus_masked-flattened_line_6-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.54&CDS=1-4167
652	OG0000652	YBR119W	snap_masked-flattened_line_12-processed-gene-2.245-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.245&CDS=1-498
653	OG0000653	YBR120C	augustus_masked-flattened_line_12-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.191&CDS=1-426
654	OG0000654	YBR121C	maker-flattened_line_6-snap-gene-2.97-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.97&CDS=1-2433
655	OG0000655	YBR122C	augustus_masked-flattened_line_6-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.27&CDS=1-507
656	OG0000656	YBR123C	augustus_masked-flattened_line_6-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.28&CDS=1-1545
657	OG0000657	YBR125C	genemark-flattened_line_54-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.32&CDS=1-942
658	OG0000658	YBR126C	snap_masked-flattened_line_6-processed-gene-2.56-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.56&CDS=1-1419
659	OG0000659	YBR127C	augustus_masked-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.59&CDS=1-1530
660	OG0000660	YBR133C	augustus_masked-flattened_line_89-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.25&CDS=1-1944
661	OG0000661	YBR135W	augustus_masked-flattened_line_89-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.11&CDS=1-318
662	OG0000662	YBR136W	augustus_masked-flattened_line_16-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.75&CDS=1-6711
663	OG0000663	YBR138C	augustus_masked-flattened_line_12-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.64&CDS=1-1278
664	OG0000664	YBR141C	augustus_masked-flattened_line_22-processed-gene-1.281-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.281&CDS=1-933
665	OG0000665	YBR142W	augustus_masked-flattened_line_22-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.228&CDS=1-2637
666	OG0000666	YBR143C	augustus_masked-flattened_line_22-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.282&CDS=1-1320
667	OG0000667	YBR146W	augustus_masked-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.95&CDS=1-819
668	OG0000668	YBR149W	augustus_masked-flattened_line_2-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.135&CDS=1-948
669	OG0000669	YBR151W	augustus_masked-flattened_line_52-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.133&CDS=1-2418
670	OG0000670	YBR153W	augustus_masked-flattened_line_10-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.96&CDS=1-771
671	OG0000671	YBR154C	augustus_masked-flattened_line_10-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.77&CDS=1-645
672	OG0000672	YBR155W	augustus_masked-flattened_line_40-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.67&CDS=1-1143
673	OG0000673	YBR156C	augustus_masked-flattened_line_40-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.22&CDS=1-2721
674	OG0000674	YBR158W	augustus_masked-flattened_line_12-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.62&CDS=1-1611
675	OG0000675	YBR160W	maker-flattened_line_42-snap-gene-0.104-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.104&CDS=1-1920
676	OG0000676	YBR162C	augustus_masked-flattened_line_12-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.188&CDS=1-1365
677	OG0000677	YBR162W-A	maker-flattened_line_12-augustus-gene-2.105-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.105&CDS=1-180
678	OG0000678	YBR163W	augustus_masked-flattened_line_56-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.122&CDS=1-1764
679	OG0000679	YBR164C	augustus_masked-flattened_line_54-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.86&CDS=1-549
680	OG0000680	YBR166C	snap_masked-flattened_line_54-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.132&CDS=1-1326
681	OG0000681	YBR167C	augustus_masked-flattened_line_32-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.140&CDS=1-390
682	OG0000682	YBR170C	augustus_masked-flattened_line_107-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.51&CDS=1-1668
683	OG0000683	YBR171W	augustus_masked-flattened_line_107-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.45&CDS=1-624
684	OG0000684	YBR173C	genemark-flattened_line_107-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.38&CDS=1-432
685	OG0000685	YBR175W	augustus_masked-flattened_line_107-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.46&CDS=1-942
686	OG0000686	YBR176W	augustus_masked-flattened_line_10-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.83&CDS=1-963
687	OG0000687	YBR179C	augustus_masked-flattened_line_101-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.23&CDS=1-2517
688	OG0000688	YBR180W	augustus_masked-flattened_line_0-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.35&CDS=1-1440
689	OG0000689	YBR182C	augustus_masked-flattened_line_2-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.150&CDS=1-1452
690	OG0000690	YBR185C	augustus_masked-flattened_line_2-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.112&CDS=1-870
691	OG0000691	YBR186W	maker-flattened_line_34-augustus-gene-0.109-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.109&CDS=1-2850
692	OG0000692	YBR187W	augustus_masked-flattened_line_34-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.39&CDS=1-1107
693	OG0000693	YBR192W	augustus_masked-flattened_line_34-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.36&CDS=1-1056
694	OG0000694	YBR193C	augustus_masked-flattened_line_34-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.12&CDS=1-549
695	OG0000695	YBR196C	snap_masked-flattened_line_125-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.24&CDS=1-2697
696	OG0000696	YBR198C	augustus_masked-flattened_line_125-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.34&CDS=1-2151
697	OG0000697	YBR200W	augustus_masked-flattened_line_70-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.53&CDS=1-1632
698	OG0000698	YBR201W	snap_masked-flattened_line_12-processed-gene-2.207-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.207&CDS=1-438
699	OG0000699	YBR202W	snap_masked-flattened_line_12-processed-gene-2.277-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.277&CDS=1-2424
700	OG0000700	YBR203W	augustus_masked-flattened_line_60-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.85&CDS=1-1500
701	OG0000701	YBR204C	genemark-flattened_line_0-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.7&CDS=1-1092
702	OG0000702	YBR208C	augustus_masked-flattened_line_89-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.1&CDS=1-5493
703	OG0000703	YBR213W	augustus_masked-flattened_line_70-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.65&CDS=1-786
704	OG0000704	YBR215W	snap_masked-flattened_line_0-processed-gene-7.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.33&CDS=1-2097
705	OG0000705	YBR217W	maker-flattened_line_8-augustus-gene-3.153-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.153&CDS=1-555
706	OG0000706	YBR218C	augustus_masked-flattened_line_24-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.7&CDS=1-3549
