	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
757	OG0000757	YCR057C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.36-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.36&CDS=1-2727
758	OG0000758	YCR060W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.32-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.32&CDS=1-870
759	OG0000759	YCR061W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.142&CDS=1-2262
760	OG0000760	YCR063W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.6-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-12.6&CDS=1-453
761	OG0000761	YCR066W	augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.117&CDS=1-1038
762	OG0000762	YCR068W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.76&CDS=1-1719
763	OG0000763	YCR071C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.143-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.143&CDS=1-504
764	OG0000764	YCR072C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.144-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.144&CDS=1-1542
765	OG0000765	YCR075C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.58&CDS=1-825
766	OG0000766	YCR077C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.91-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.91&CDS=1-2349
767	OG0000767	YCR079W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.65-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-12.65&CDS=1-1308
768	OG0000768	YCR081W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.57&CDS=1-4383
769	OG0000769	YCR084C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.65-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-13.65&CDS=1-1854
770	OG0000770	YCR087C-A	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.51&CDS=1-771
771	OG0000771	YCR090C	maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-8.153-mRNA-1_1&gene=maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-8.153&CDS=1-477
772	OG0000772	YCR092C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.78-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-8.78&CDS=1-2886
773	OG0000773	YCR093W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.120-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.120&CDS=1-6327
774	OG0000774	YCR097W	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.26&CDS=1-531
775	OG0000775	YCR098C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.31&CDS=1-1485
776	OG0000776	YDL001W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.79&CDS=1-1329
777	OG0000777	YDL004W	maker-NODE_1_length_1859704_cov_17.1121_ID_3507-augustus-gene-14.5-mRNA-1_1&gene=maker-NODE_1_length_1859704_cov_17.1121_ID_3507-augustus-gene-14.5&CDS=1-549
778	OG0000778	YDL006W	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.63&CDS=1-1197
779	OG0000779	YDL007W	maker-NODE_1_length_1859704_cov_17.1121_ID_3507-snap-gene-13.51-mRNA-1_1&gene=maker-NODE_1_length_1859704_cov_17.1121_ID_3507-snap-gene-13.51&CDS=1-1941
780	OG0000780	YDL008W	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.12-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.12&CDS=1-291
781	OG0000781	YDL010W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-0.40&CDS=1-702
782	OG0000782	YDL013W	snap_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.133&CDS=1-1383
783	OG0000783	YDL014W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.92&CDS=1-954
784	OG0000784	YDL015C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.31-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.31&CDS=1-963
785	OG0000785	YDL017W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.59-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.59&CDS=1-1920
786	OG0000786	YDL020C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.3&CDS=1-1080
787	OG0000787	YDL025C	genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.57&CDS=1-2037
788	OG0000788	YDL028C	snap_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.7&CDS=1-2154
789	OG0000789	YDL029W	genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-0.106&CDS=1-1170
790	OG0000790	YDL030W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.162-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.162&CDS=1-1719
791	OG0000791	YDL031W	genemark-NODE_28_length_22877_cov_24.2935_ID_5386-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_28_length_22877_cov_24.2935_ID_5386-processed-gene-0.12&CDS=1-2781
792	OG0000792	YDL033C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.144-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.144&CDS=1-1311
793	OG0000793	YDL035C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.70&CDS=1-1671
794	OG0000794	YDL040C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.160-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.160&CDS=1-2433
795	OG0000795	YDL043C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.17-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.17&CDS=1-684
796	OG0000796	YDL044C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.15-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.15&CDS=1-1185
797	OG0000797	YDL045C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.16-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-5.16&CDS=1-747
798	OG0000798	YDL045W-A	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.156-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.156&CDS=1-273
799	OG0000799	YDL046W	augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.79&CDS=1-585
800	OG0000800	YDL047W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.79-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.79&CDS=1-930
801	OG0000801	YDL051W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-2.60&CDS=1-879
802	OG0000802	YDL052C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.75-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-5.75&CDS=1-888
803	OG0000803	YDL054C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.112&CDS=1-1494
804	OG0000804	YDL055C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-2.109&CDS=1-1089
805	OG0000805	YDL057W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-1.12&CDS=1-1797
806	OG0000806	YDL058W	maker-NODE_10_length_623044_cov_19.8551_ID_3649-snap-gene-2.9-mRNA-1_1&gene=maker-NODE_10_length_623044_cov_19.8551_ID_3649-snap-gene-2.9&CDS=1-3840
807	OG0000807	YDL060W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.96-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-6.96&CDS=1-2403
808	OG0000808	YDL063C	snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-9.126&CDS=1-1809
809	OG0000809	YDL064W	genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_24_length_47979_cov_17.207_ID_4989-processed-gene-0.20&CDS=1-468
810	OG0000810	YDL066W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-3.115&CDS=1-1230
811	OG0000811	YDL067C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.126&CDS=1-177
812	OG0000812	YDL072C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-4.122-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-4.122&CDS=1-603
813	OG0000813	YDL074C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.102-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.102&CDS=1-2220
814	OG0000814	YDL076C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.82-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.82&CDS=1-1092
815	OG0000815	YDL077C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.127-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.127&CDS=1-2841
816	OG0000816	YDL084W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-0.71&CDS=1-1308
817	OG0000817	YDL087C	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.52&CDS=1-738
818	OG0000818	YDL089W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.55&CDS=1-1254
819	OG0000819	YDL090C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.69&CDS=1-1176
820	OG0000820	YDL091C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-1.68&CDS=1-1659
821	OG0000821	YDL095W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.54-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.54&CDS=1-2355
822	OG0000822	YDL097C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.56&CDS=1-1275
823	OG0000823	YDL098C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.47-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.47&CDS=1-459
824	OG0000824	YDL100C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.36&CDS=1-978
825	OG0000825	YDL102W	genemark-NODE_29_length_16755_cov_17.9201_ID_5501-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_29_length_16755_cov_17.9201_ID_5501-processed-gene-0.8&CDS=1-3222
826	OG0000826	YDL103C	snap_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.120&CDS=1-1464
827	OG0000827	YDL104C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.76&CDS=1-1242
828	OG0000828	YDL105W	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-0.59&CDS=1-1002
829	OG0000829	YDL108W	genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_21_length_61256_cov_15.1426_ID_4849-processed-gene-0.77&CDS=1-1035
830	OG0000830	YDL111C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.74&CDS=1-867
831	OG0000831	YDL112W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.50&CDS=1-4158
832	OG0000832	YDL113C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.70&CDS=1-1854
833	OG0000833	YDL116W	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.135&CDS=1-2538
834	OG0000834	YDL117W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-0.69&CDS=1-3378
835	OG0000835	YDL119C	genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.66&CDS=1-936
836	OG0000836	YDL120W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-0.76&CDS=1-489
837	OG0000837	YDL122W	genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_17_length_81533_cov_16.7088_ID_4435-processed-gene-0.55&CDS=1-1809
838	OG0000838	YDL126C	maker-NODE_7_length_719086_cov_18.6268_ID_7498-snap-gene-6.9-mRNA-1_1&gene=maker-NODE_7_length_719086_cov_18.6268_ID_7498-snap-gene-6.9&CDS=1-3447
839	OG0000839	YDL128W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.130-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.130&CDS=1-1137
840	OG0000840	YDL132W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.112-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.112&CDS=1-2313
841	OG0000841	YDL133W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.113-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.113&CDS=1-1101
842	OG0000842	YDL135C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.6&CDS=1-603
843	OG0000843	YDL140C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.11-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-7.11&CDS=1-5223
844	OG0000844	YDL141W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.65-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.65&CDS=1-2028
845	OG0000845	YDL142C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.133-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.133&CDS=1-891
846	OG0000846	YDL143W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.111&CDS=1-1596
847	OG0000847	YDL144C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.96&CDS=1-1053
848	OG0000848	YDL145C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.7-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.7&CDS=1-3801
849	OG0000849	YDL146W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.123-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-7.123&CDS=1-1740
850	OG0000850	YDL147W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.84&CDS=1-1335
851	OG0000851	YDL148C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.10-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-14.10&CDS=1-2523
852	OG0000852	YDL149W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-0.66&CDS=1-2718
853	OG0000853	YDL150W	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.196-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.196&CDS=1-1326
854	OG0000854	YDL153C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.107&CDS=1-1740
855	OG0000855	YDL156W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.65&CDS=1-1536
856	OG0000856	YDL160C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.68&CDS=1-1401
857	OG0000857	YDL164C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.42-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-3.42&CDS=1-2205
858	OG0000858	YDL165W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.6-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.6&CDS=1-804
859	OG0000859	YDL166C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.23-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.23&CDS=1-570
860	OG0000860	YDL167C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.122&CDS=1-2115
861	OG0000861	YDL168W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.92&CDS=1-1122
862	OG0000862	YDL170W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-1.108&CDS=1-1974
863	OG0000863	YDL171C	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.42&CDS=1-6387
864	OG0000864	YDL178W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-2.124&CDS=1-1587
865	OG0000865	YDL182W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.16-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.16&CDS=1-1332
866	OG0000866	YDL183C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.97-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-7.97&CDS=1-930
867	OG0000867	YDL185W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-1.26&CDS=1-1851
868	OG0000868	YDL190C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-2.7&CDS=1-3228
869	OG0000869	YDL193W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.69-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.69&CDS=1-939
870	OG0000870	YDL195W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.81&CDS=1-3801
871	OG0000871	YDL198C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.81&CDS=1-912
872	OG0000872	YDL201W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.58-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.58&CDS=1-909
873	OG0000873	YDL202W	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.125&CDS=1-771
874	OG0000874	YDL205C	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.90&CDS=1-1080
875	OG0000875	YDL206W	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.89-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.89&CDS=1-2937
876	OG0000876	YDL207W	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.58-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.58&CDS=1-1641
877	OG0000877	YDL208W	genemark-NODE_26_length_25569_cov_15.9948_ID_5324-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_26_length_25569_cov_15.9948_ID_5324-processed-gene-0.41&CDS=1-516
878	OG0000878	YDL209C	snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-7.91&CDS=1-1107
