	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034674_Blastobotrys_muscicola
239	OG0000239	YGL138C	snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.35&CDS=1-858, snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.141&CDS=1-936
240	OG0000240	YGL139W, YPL221W	snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.69&CDS=1-2184
241	OG0000241	YGL147C, YNL067W	snap_masked-NODE_56_length_61994_cov_16.0011_ID_111-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_56_length_61994_cov_16.0011_ID_111-processed-gene-0.18&CDS=1-567
242	OG0000242	YGL156W	maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_38_length_101060_cov_14.8486_ID_75-snap-gene-0.50&CDS=1-3189, snap_masked-NODE_20_length_198564_cov_15.2701_ID_39-processed-gene-0.253-mRNA-1_1&gene=snap_masked-NODE_20_length_198564_cov_15.2701_ID_39-processed-gene-0.253&CDS=1-3234
243	OG0000243	YGL166W, YPR008W	snap_masked-NODE_17_length_218754_cov_15.6617_ID_33-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_17_length_218754_cov_15.6617_ID_33-processed-gene-1.138&CDS=1-1131
244	OG0000244	YGL219C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-6.82&CDS=1-1218, snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-3.147&CDS=1-1098
245	OG0000245	YGR008C, YLR327C	snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.24&CDS=1-273
246	OG0000246	YGR027C, YLR333C	snap_masked-NODE_55_length_63297_cov_15.1363_ID_109-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_55_length_63297_cov_15.1363_ID_109-processed-gene-0.41&CDS=1-321
247	OG0000247	YGR032W, YLR342W	maker-NODE_40_length_93189_cov_15.7443_ID_79-augustus-gene-0.53-mRNA-1_1&gene=maker-NODE_40_length_93189_cov_15.7443_ID_79-augustus-gene-0.53&CDS=1-5829
248	OG0000248	YGR034W, YLR344W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.172-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-8.172&CDS=1-384
249	OG0000249	YGR038W, YLR350W	augustus_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-1.53&CDS=1-549
250	OG0000250	YGR056W, YLR357W	snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.61&CDS=1-2274
251	OG0000251	YGR070W, YLR371W	maker-NODE_15_length_235751_cov_16.5796_ID_29-snap-gene-1.136-mRNA-1_1&gene=maker-NODE_15_length_235751_cov_16.5796_ID_29-snap-gene-1.136&CDS=1-3717
252	OG0000252	YGR085C, YPR102C	augustus_masked-NODE_21_length_197463_cov_14.7275_ID_41-processed-gene-0.293-mRNA-1_1&gene=augustus_masked-NODE_21_length_197463_cov_14.7275_ID_41-processed-gene-0.293&CDS=1-504
253	OG0000253	YGR092W, YPR111W	snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.11&CDS=1-1629
254	OG0000254	YGR108W, YPR119W	snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_26_length_158356_cov_15.4035_ID_51-processed-gene-0.97&CDS=1-1353
255	OG0000255	YGR110W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-2.74&CDS=1-1275, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.94&CDS=1-1278
256	OG0000256	YGR118W, YPR132W	snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_35_length_116918_cov_15.8406_ID_69-processed-gene-0.53&CDS=1-435
257	OG0000257	YGR121C, YPR138C	snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.274-mRNA-1_1&gene=snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.274&CDS=1-1473
258	OG0000258	YGR124W, YPR145W	maker-NODE_85_length_25953_cov_14.1053_ID_169-snap-gene-0.24-mRNA-1_1&gene=maker-NODE_85_length_25953_cov_14.1053_ID_169-snap-gene-0.24&CDS=1-1698
259	OG0000259	YGR131W, YPR149W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.66&CDS=1-516
260	OG0000260	YGR136W, YPR154W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.92&CDS=1-801
261	OG0000261	YGR141W, YPR157W	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-0.1&CDS=1-1116
262	OG0000262	YGR214W, YLR048W	snap_masked-NODE_59_length_57895_cov_16.3422_ID_117-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_59_length_57895_cov_16.3422_ID_117-processed-gene-0.49&CDS=1-765
263	OG0000263	YGR238C, YHR158C	maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-0.97&CDS=1-4026
264	OG0000264	YGR241C, YHR161C	maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-1.5&CDS=1-1848
265	OG0000265	YGR243W, YHR162W	maker-NODE_30_length_142008_cov_15.3102_ID_59-snap-gene-0.143-mRNA-1_1&gene=maker-NODE_30_length_142008_cov_15.3102_ID_59-snap-gene-0.143&CDS=1-387
266	OG0000266	YGR254W, YHR174W	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.75&CDS=1-1320
267	OG0000267	YGR260W	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.17&CDS=1-1380, snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-4.113&CDS=1-1422
268	OG0000268	YGR273C, YMR295C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-0.118&CDS=1-513
269	OG0000269	YGR279C, YMR305C	snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_40_length_93189_cov_15.7443_ID_79-processed-gene-0.74&CDS=1-1233
270	OG0000270	YGR281W	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-0.110&CDS=1-3909, snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_16_length_231195_cov_15.8594_ID_31-processed-gene-0.90&CDS=1-4029
271	OG0000271	YHL001W, YKL006W	snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.104&CDS=1-414
272	OG0000272	YHL003C, YKL008C	snap_masked-NODE_51_length_73262_cov_16.5667_ID_101-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_51_length_73262_cov_16.5667_ID_101-processed-gene-0.114&CDS=1-1269
273	OG0000273	YHL017W, YKL039W	maker-NODE_69_length_42083_cov_16.1551_ID_137-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_69_length_42083_cov_16.1551_ID_137-snap-gene-0.0&CDS=1-1569
274	OG0000274	YHL033C, YLL045C	augustus_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.106&CDS=1-780
275	OG0000275	YHL039W, YPL208W	augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.109&CDS=1-1398
276	OG0000276	YHR001W, YKR003W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.89&CDS=1-1416
277	OG0000277	YHR021C, YKL156W	snap_masked-NODE_20_length_198564_cov_15.2701_ID_39-processed-gene-0.230-mRNA-1_1&gene=snap_masked-NODE_20_length_198564_cov_15.2701_ID_39-processed-gene-0.230&CDS=1-249
278	OG0000278	YHR047C, YKL157W	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.197&CDS=1-2613
279	OG0000279	YHR087W	augustus_masked-NODE_48_length_74745_cov_14.4127_ID_95-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_48_length_74745_cov_14.4127_ID_95-processed-gene-0.5&CDS=1-339, snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_23_length_178550_cov_16.1371_ID_45-processed-gene-0.183&CDS=1-354
280	OG0000280	YHR115C, YNL116W	snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_5_length_502274_cov_15.6972_ID_9-processed-gene-1.13&CDS=1-999
281	OG0000281	YHR123W, YNL130C	maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-2.64-mRNA-1_1&gene=maker-NODE_13_length_301548_cov_15.3142_ID_25-snap-gene-2.64&CDS=1-1212
282	OG0000282	YHR131C, YNL144C	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-2.60&CDS=1-1434
283	OG0000283	YHR132W-A, YNL157W	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-4.66&CDS=1-369
284	OG0000284	YHR133C, YNL156C	genemark-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.117&CDS=1-897
285	OG0000285	YHR141C, YNL162W	maker-NODE_20_length_198564_cov_15.2701_ID_39-snap-gene-0.184-mRNA-1_1&gene=maker-NODE_20_length_198564_cov_15.2701_ID_39-snap-gene-0.184&CDS=1-318
286	OG0000286	YHR146W, YNL173C	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-1.115&CDS=1-4680
287	OG0000287	YHR155W, YNL257C	maker-NODE_56_length_61994_cov_16.0011_ID_111-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_56_length_61994_cov_16.0011_ID_111-snap-gene-0.58&CDS=1-3807
288	OG0000288	YHR198C, YHR199C	snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.195-mRNA-1_1&gene=snap_masked-NODE_6_length_451030_cov_15.2139_ID_11-processed-gene-3.195&CDS=1-855
289	OG0000289	YHR203C, YJR145C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-2.119&CDS=1-771
290	OG0000290	YIL009W, YMR246W	snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_7_length_431451_cov_15.2319_ID_13-processed-gene-2.51&CDS=1-2040
291	OG0000291	YIL085C, YNL029C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.14&CDS=1-1692
292	OG0000292	YIL105C, YNL047C	snap_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.85&CDS=1-2073
293	OG0000293	YIL111W, YNL052W	snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.52&CDS=1-507
294	OG0000294	YIL114C, YNL055C	snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.237-mRNA-1_1&gene=snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.237&CDS=1-849
295	OG0000295	YIL120W, YIL121W	snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_43_length_92049_cov_15.9909_ID_85-processed-gene-0.58&CDS=1-1461
296	OG0000296	YIL130W	maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-6.1-mRNA-1_1&gene=maker-NODE_2_length_952479_cov_15.5251_ID_3-snap-gene-6.1&CDS=1-2226, snap_masked-NODE_61_length_55815_cov_14.2619_ID_121-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_61_length_55815_cov_14.2619_ID_121-processed-gene-0.76&CDS=1-2034
297	OG0000297	YIL131C, YNL068C	snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.97-mRNA-1_1&gene=snap_masked-NODE_2_length_952479_cov_15.5251_ID_3-processed-gene-6.97&CDS=1-1749
298	OG0000298	YIL147C	maker-NODE_22_length_181626_cov_14.9743_ID_43-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_22_length_181626_cov_14.9743_ID_43-snap-gene-0.94&CDS=1-2646, snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-0.116&CDS=1-2592
299	OG0000299	YIL149C, YKR095W	snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_36_length_109238_cov_15.2854_ID_71-processed-gene-0.91&CDS=1-5670
300	OG0000300	YIL160C	snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_15_length_235751_cov_16.5796_ID_29-processed-gene-1.67&CDS=1-1251, snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-7.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-7.75&CDS=1-1245
301	OG0000301	YIL166C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.11&CDS=1-1620, snap_masked-NODE_44_length_91283_cov_16.7205_ID_87-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_44_length_91283_cov_16.7205_ID_87-processed-gene-0.61&CDS=1-1611
302	OG0000302	YIR007W	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.59&CDS=1-2181, snap_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_52_length_68489_cov_14.7596_ID_103-processed-gene-0.118&CDS=1-2043
303	OG0000303	YIR013C, YLR013W	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-2.30&CDS=1-1566
304	OG0000304	YIR031C, YNL117W	snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_4_length_601949_cov_15.9732_ID_7-processed-gene-1.74&CDS=1-1638
305	OG0000305	YIR035C, YIR036C	maker-NODE_10_length_349244_cov_14.8404_ID_19-snap-gene-2.177-mRNA-1_1&gene=maker-NODE_10_length_349244_cov_14.8404_ID_19-snap-gene-2.177&CDS=1-732
306	OG0000306	YJL076W, YKR010C	augustus_masked-NODE_68_length_42148_cov_37.91_ID_135-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_68_length_42148_cov_37.91_ID_135-processed-gene-0.3&CDS=1-2481
307	OG0000307	YJL079C, YKR013W	snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_39_length_100971_cov_16.4772_ID_77-processed-gene-0.91&CDS=1-927
308	OG0000308	YJL082W, YKR018C	snap_masked-NODE_32_length_135173_cov_15.2211_ID_63-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_32_length_135173_cov_15.2211_ID_63-processed-gene-0.150&CDS=1-2142
309	OG0000309	YJL083W, YKR019C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.4&CDS=1-1758
310	OG0000310	YJL084C, YKR021W	augustus_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_25_length_162218_cov_15.54_ID_49-processed-gene-0.203&CDS=1-2379
311	OG0000311	YJL105W, YKR029C	snap_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_41_length_93055_cov_14.8729_ID_81-processed-gene-0.22&CDS=1-1674
312	OG0000312	YJL112W, YKR036C	snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-0.51&CDS=1-1692
313	OG0000313	YJL132W	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.6&CDS=1-2301, snap_masked-NODE_61_length_55815_cov_14.2619_ID_121-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_61_length_55815_cov_14.2619_ID_121-processed-gene-0.83&CDS=1-2286
314	OG0000314	YJL133W, YKR052C	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.125-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.125&CDS=1-1059
315	OG0000315	YJL134W, YKR053C	snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.81&CDS=1-1461
316	OG0000316	YJL136C, YKR057W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-5.11&CDS=1-261
317	OG0000317	YJL137C, YKR058W	snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.210-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.210&CDS=1-2277
318	OG0000318	YJL138C, YKR059W	snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_13_length_301548_cov_15.3142_ID_25-processed-gene-0.106&CDS=1-1185
319	OG0000319	YJL139C, YKR061W	snap_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_34_length_122180_cov_14.3779_ID_67-processed-gene-0.119&CDS=1-1374
320	OG0000320	YJL163C	maker-NODE_68_length_42148_cov_37.91_ID_135-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_68_length_42148_cov_37.91_ID_135-snap-gene-0.33&CDS=1-1509, snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_24_length_168470_cov_15.2673_ID_47-processed-gene-0.53&CDS=1-1578
321	OG0000321	YJL172W, YOL153C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-1.51&CDS=1-2076
322	OG0000322	YJL177W, YKL180W	snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1078761_cov_15.277_ID_1-processed-gene-9.135&CDS=1-555
323	OG0000323	YJL183W	augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.4&CDS=1-1098, snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.245-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-2.245&CDS=1-1158
324	OG0000324	YJR054W, YML047C	snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_11_length_335086_cov_15.5858_ID_21-processed-gene-2.15&CDS=1-1782
325	OG0000325	YJR061W, YKL201C	snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.207-mRNA-1_1&gene=snap_masked-NODE_19_length_198931_cov_14.5864_ID_37-processed-gene-0.207&CDS=1-1899
326	OG0000326	YJR074W	snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_22_length_181626_cov_14.9743_ID_43-processed-gene-0.197&CDS=1-537, snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.109&CDS=1-546
327	OG0000327	YJR076C	maker-NODE_6_length_451030_cov_15.2139_ID_11-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_6_length_451030_cov_15.2139_ID_11-snap-gene-1.54&CDS=1-1278, snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_10_length_349244_cov_14.8404_ID_19-processed-gene-0.46&CDS=1-1143
328	OG0000328	YJR091C, YPR042C	maker-NODE_26_length_158356_cov_15.4035_ID_51-snap-gene-0.190-mRNA-1_1&gene=maker-NODE_26_length_158356_cov_15.4035_ID_51-snap-gene-0.190&CDS=1-2721
329	OG0000329	YJR094W-A, YPR043W	augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-0.130&CDS=1-288
330	OG0000330	YJR096W	snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_12_length_308793_cov_15.4041_ID_23-processed-gene-2.147&CDS=1-840, snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.88&CDS=1-849
331	OG0000331	YJR127C, YML081W	snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_8_length_415098_cov_16.4366_ID_15-processed-gene-3.78&CDS=1-2907
332	OG0000332	YJR159W, YLR070C	snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_14_length_275940_cov_14.7477_ID_27-processed-gene-0.64&CDS=1-1041
333	OG0000333	YKL050C, YMR031C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-5.57&CDS=1-2949
334	OG0000334	YKL068W, YMR047C	snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_29_length_144691_cov_15.6014_ID_57-processed-gene-0.116&CDS=1-2790
335	OG0000335	YKL072W, YMR053C	snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_38_length_101060_cov_14.8486_ID_75-processed-gene-0.13&CDS=1-2106
336	OG0000336	YKL114C	augustus_masked-NODE_370_length_724_cov_62.8644_ID_739-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_370_length_724_cov_62.8644_ID_739-processed-gene-0.1&CDS=1-720, maker-NODE_31_length_138828_cov_14.8094_ID_61-snap-gene-0.80-mRNA-1_1&gene=maker-NODE_31_length_138828_cov_14.8094_ID_61-snap-gene-0.80&CDS=1-1089
337	OG0000337	YKL121W, YMR102C	snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_9_length_368196_cov_16.5471_ID_17-processed-gene-2.40&CDS=1-2529
338	OG0000338	YKL141W, YMR118C	snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_3_length_706382_cov_15.6755_ID_5-processed-gene-1.0&CDS=1-537
