	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034899_Ogataea_kodamae
273	OG0000273	YDR500C, YLR185W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.121&CDS=1-246
274	OG0000274	YDR502C, YLR180W	maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-0.174-mRNA-1_1&gene=maker-NODE_8_length_401107_cov_21.2284_ID_15-augustus-gene-0.174&CDS=1-2550
275	OG0000275	YDR505C, YLR177W	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.149&CDS=1-1575
276	OG0000276	YEL006W, YIL006W	maker-NODE_13_length_285270_cov_20.0104_ID_25-augustus-gene-1.131-mRNA-1_1&gene=maker-NODE_13_length_285270_cov_20.0104_ID_25-augustus-gene-1.131&CDS=1-2559
277	OG0000277	YEL022W, YJR031C	maker-NODE_22_length_104199_cov_22.1986_ID_43-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_22_length_104199_cov_22.1986_ID_43-augustus-gene-0.117&CDS=1-5835
278	OG0000278	YEL046C	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.12&CDS=1-1104, snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.153&CDS=1-1074
279	OG0000279	YEL061C	genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.65&CDS=1-1770, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-7.50&CDS=1-2412
280	OG0000280	YEL063C, YNL268W, YNL270C	
281	OG0000281	YER019C-A, YER087C-B	snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.39&CDS=1-267
282	OG0000282	YER028C	snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.47&CDS=1-1125, snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.83&CDS=1-1221
283	OG0000283	YER031C, YGL210W	maker-NODE_10_length_315200_cov_20.7307_ID_19-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_10_length_315200_cov_20.7307_ID_19-snap-gene-0.59&CDS=1-663
284	OG0000284	YER064C, YIL056W	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.209&CDS=1-1317
285	OG0000285	YER067W, YIL057C	snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.190&CDS=1-543
286	OG0000286	YER070W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.261-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-6.261&CDS=1-3564, maker-NODE_23_length_83251_cov_21.0497_ID_45-snap-gene-0.145-mRNA-1_1&gene=maker-NODE_23_length_83251_cov_21.0497_ID_45-snap-gene-0.145&CDS=1-3072
287	OG0000287	YER119C	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-0.121&CDS=1-1293, snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.22&CDS=1-1419
288	OG0000288	YER131W, YGL189C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.32&CDS=1-360
289	OG0000289	YER166W	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-1.7&CDS=1-4779, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.114&CDS=1-4059
290	OG0000290	YFL004W, YPL019C	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-1.17&CDS=1-2535
291	OG0000291	YFL034C-A, YLR061W	genemark-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.98&CDS=1-363
292	OG0000292	YFL048C, YLR080W	augustus_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.199&CDS=1-1404
293	OG0000293	YFL053W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.110&CDS=1-1824, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.223-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.223&CDS=1-1803
294	OG0000294	YFR022W, YOR018W	maker-NODE_25_length_65446_cov_20.9304_ID_49-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_25_length_65446_cov_20.9304_ID_49-augustus-gene-0.55&CDS=1-3732
295	OG0000295	YFR031C-A, YIL018W	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.74&CDS=1-765
296	OG0000296	YFR053C, YGL253W	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-3.115-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-3.115&CDS=1-1449
297	OG0000297	YGL023C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.95-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.95&CDS=1-1065, snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-1.171&CDS=1-1047
298	OG0000298	YGL049C, YGR162W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.136-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-7.136&CDS=1-2901
299	OG0000299	YGL071W, YPL202C	snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.8&CDS=1-1074
300	OG0000300	YGL076C, YPL198W	augustus_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.107&CDS=1-762
301	OG0000301	YGL082W, YPL191C	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.234-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.234&CDS=1-1089
302	OG0000302	YGL122C	augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.128&CDS=1-3066, snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.37&CDS=1-1881
303	OG0000303	YGL135W, YPL220W	genemark-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.149&CDS=1-651
304	OG0000304	YGL162W, YPR009W	genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.95-mRNA-1_1&gene=genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.95&CDS=1-993
305	OG0000305	YGR027C, YLR333C	snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_19_length_129082_cov_20.1829_ID_37-processed-gene-0.172&CDS=1-321
306	OG0000306	YGR034W, YLR344W	snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.42&CDS=1-381
307	OG0000307	YGR038W, YLR350W	snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.78&CDS=1-600
308	OG0000308	YGR043C, YLR354C	maker-NODE_4_length_594317_cov_21.076_ID_7-snap-gene-4.11-mRNA-1_1&gene=maker-NODE_4_length_594317_cov_21.076_ID_7-snap-gene-4.11&CDS=1-1908
309	OG0000309	YGR049W, YLR356W	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-4.71&CDS=1-609
310	OG0000310	YGR056W, YLR357W	snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.179&CDS=1-2442
311	OG0000311	YGR085C, YPR102C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.64&CDS=1-513
312	OG0000312	YGR092W, YPR111W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.87&CDS=1-7437
313	OG0000313	YGR118W, YPR132W	genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-1.16&CDS=1-435
314	OG0000314	YGR121C, YPR138C	snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.169&CDS=1-1353
315	OG0000315	YGR131W, YPR149W	genemark-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-1.141&CDS=1-507
316	OG0000316	YGR132C	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.133&CDS=1-2403, snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-0.11&CDS=1-1761
317	OG0000317	YGR136W, YPR154W	snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.187-mRNA-1_1&gene=snap_masked-NODE_11_length_302359_cov_21.3541_ID_21-processed-gene-2.187&CDS=1-660
318	OG0000318	YGR141W, YPR157W	maker-NODE_23_length_83251_cov_21.0497_ID_45-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_23_length_83251_cov_21.0497_ID_45-augustus-gene-0.49&CDS=1-2079
319	OG0000319	YGR192C, YJR009C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.9&CDS=1-1005
320	OG0000320	YGR209C, YLR043C	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.157&CDS=1-405
321	OG0000321	YGR214W, YLR048W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.125&CDS=1-786
322	OG0000322	YGR238C, YHR158C	genemark-NODE_25_length_65446_cov_20.9304_ID_49-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_25_length_65446_cov_20.9304_ID_49-processed-gene-0.32&CDS=1-3132
323	OG0000323	YGR241C, YHR161C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.44&CDS=1-1986
324	OG0000324	YGR243W, YHR162W	maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-2.181-mRNA-1_1&gene=maker-NODE_5_length_586398_cov_20.5162_ID_9-augustus-gene-2.181&CDS=1-864
325	OG0000325	YGR281W	genemark-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.289-mRNA-1_1&gene=genemark-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.289&CDS=1-5538, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-4.88&CDS=1-3996
326	OG0000326	YHL001W, YKL006W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.144&CDS=1-396
327	OG0000327	YHL003C, YKL008C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.22&CDS=1-1206
328	OG0000328	YHL017W, YKL039W	snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.42&CDS=1-1509
329	OG0000329	YHL033C, YLL045C	maker-NODE_13_length_285270_cov_20.0104_ID_25-augustus-gene-1.119-mRNA-1_1&gene=maker-NODE_13_length_285270_cov_20.0104_ID_25-augustus-gene-1.119&CDS=1-849
330	OG0000330	YHR021C, YKL156W	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-6.38&CDS=1-1017
331	OG0000331	YHR043C, YHR044C	genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.104-mRNA-1_1&gene=genemark-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-3.104&CDS=1-732
332	OG0000332	YHR117W, YNL121C	snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.40&CDS=1-1788
333	OG0000333	YHR123W, YNL130C	augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.199&CDS=1-7038
334	OG0000334	YHR132W-A, YNL157W	snap_masked-NODE_34_length_14511_cov_16.7375_ID_67-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_34_length_14511_cov_16.7375_ID_67-processed-gene-0.19&CDS=1-378
335	OG0000335	YHR133C, YNL156C	genemark-NODE_34_length_14511_cov_16.7375_ID_67-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_34_length_14511_cov_16.7375_ID_67-processed-gene-0.6&CDS=1-777
336	OG0000336	YHR141C, YNL162W	maker-NODE_19_length_129082_cov_20.1829_ID_37-augustus-gene-0.159-mRNA-1_1&gene=maker-NODE_19_length_129082_cov_20.1829_ID_37-augustus-gene-0.159&CDS=1-3852
337	OG0000337	YHR203C, YJR145C	augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-2.128&CDS=1-2550
338	OG0000338	YHR208W, YJR148W	augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_4_length_594317_cov_21.076_ID_7-processed-gene-2.155&CDS=1-1686
339	OG0000339	YIL085C, YNL029C	snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_23_length_83251_cov_21.0497_ID_45-processed-gene-0.15&CDS=1-1722
340	OG0000340	YIL111W, YNL052W	snap_masked-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_15_length_161813_cov_20.1063_ID_29-processed-gene-0.15&CDS=1-438
341	OG0000341	YIL149C, YKR095W	augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_802081_cov_20.2947_ID_3-processed-gene-2.68&CDS=1-4500
342	OG0000342	YIL156W, YKR098C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-1.142&CDS=1-2085
343	OG0000343	YIR001C	genemark-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.347-mRNA-1_1&gene=genemark-NODE_13_length_285270_cov_20.0104_ID_25-processed-gene-1.347&CDS=1-447, snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.72-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.72&CDS=1-597
344	OG0000344	YIR013C, YLR013W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.108&CDS=1-813
345	OG0000345	YIR031C, YNL117W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-2.148&CDS=1-1662
346	OG0000346	YIR035C, YIR036C	maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-6.7-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-6.7&CDS=1-3030
347	OG0000347	YJL079C, YKR013W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-1.91&CDS=1-1830
348	OG0000348	YJL082W, YKR018C	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-3.24&CDS=1-2265
349	OG0000349	YJL090C	snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.231-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-1.231&CDS=1-1383, snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.193-mRNA-1_1&gene=snap_masked-NODE_16_length_147039_cov_20.49_ID_31-processed-gene-0.193&CDS=1-1680
350	OG0000350	YJL098W, YKR028W	augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-1.177&CDS=1-5256
351	OG0000351	YJL108C	maker-NODE_2_length_802081_cov_20.2947_ID_3-snap-gene-3.35-mRNA-1_1&gene=maker-NODE_2_length_802081_cov_20.2947_ID_3-snap-gene-3.35&CDS=1-5616, snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_29_length_44534_cov_21.1618_ID_57-processed-gene-0.85&CDS=1-2382
352	OG0000352	YJL133W, YKR052C	snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.211-mRNA-1_1&gene=snap_masked-NODE_7_length_545341_cov_21.404_ID_13-processed-gene-4.211&CDS=1-1002
353	OG0000353	YJL139C, YKR061W	maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-4.213-mRNA-1_1&gene=maker-NODE_3_length_749597_cov_20.3037_ID_5-augustus-gene-4.213&CDS=1-1992
354	OG0000354	YJL177W, YKL180W	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.172-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-4.172&CDS=1-555
355	OG0000355	YJR045C	genemark-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_22_length_104199_cov_22.1986_ID_43-processed-gene-0.70&CDS=1-2067, maker-NODE_21_length_106243_cov_21.8693_ID_41-snap-gene-0.103-mRNA-1_1&gene=maker-NODE_21_length_106243_cov_21.8693_ID_41-snap-gene-0.103&CDS=1-1920
356	OG0000356	YJR054W, YML047C	snap_masked-NODE_24_length_71297_cov_21.4053_ID_47-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_24_length_71297_cov_21.4053_ID_47-processed-gene-0.29&CDS=1-1428
357	OG0000357	YJR059W, YKL198C	augustus_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_18_length_129650_cov_20.554_ID_35-processed-gene-0.161&CDS=1-2673
358	OG0000358	YJR091C, YPR042C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.150-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.150&CDS=1-2406
359	OG0000359	YJR094W-A, YPR043W	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-6.147&CDS=1-303
360	OG0000360	YJR130C, YML082W	snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_26_length_59357_cov_21.7085_ID_51-processed-gene-0.32&CDS=1-1695
361	OG0000361	YKL004W	snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-0.109&CDS=1-1155, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.189-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-4.189&CDS=1-1137
362	OG0000362	YKL015W	snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_20_length_125063_cov_21.0978_ID_39-processed-gene-0.187&CDS=1-1956, snap_masked-NODE_24_length_71297_cov_21.4053_ID_47-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_24_length_71297_cov_21.4053_ID_47-processed-gene-0.27&CDS=1-2304
363	OG0000363	YKL043W	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-3.24&CDS=1-1179, snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_6_length_547818_cov_20.3499_ID_11-processed-gene-2.38&CDS=1-1422
364	OG0000364	YKL050C, YMR031C	snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-1.50&CDS=1-2706
365	OG0000365	YKL072W, YMR053C	snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.48&CDS=1-2373
366	OG0000366	YKL091C, YMR079W	maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_1_length_978802_cov_20.4659_ID_1-augustus-gene-0.0&CDS=1-3735
367	OG0000367	YKL126W, YMR104C	genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.231-mRNA-1_1&gene=genemark-NODE_9_length_365810_cov_20.2728_ID_17-processed-gene-2.231&CDS=1-1884
368	OG0000368	YKL128C	snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_27_length_57027_cov_21.1659_ID_53-processed-gene-0.2&CDS=1-1014, snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_5_length_586398_cov_20.5162_ID_9-processed-gene-0.34&CDS=1-1065
369	OG0000369	YKR039W	maker-NODE_26_length_59357_cov_21.7085_ID_51-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_26_length_59357_cov_21.7085_ID_51-augustus-gene-0.2&CDS=1-3990, snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_14_length_233154_cov_20.148_ID_27-processed-gene-0.10&CDS=1-1638
370	OG0000370	YKR066C	snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_12_length_300130_cov_20.6791_ID_23-processed-gene-1.142&CDS=1-1044, snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_8_length_401107_cov_21.2284_ID_15-processed-gene-0.143&CDS=1-1644
371	OG0000371	YKR076W, YMR251W	snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_10_length_315200_cov_20.7307_ID_19-processed-gene-0.36&CDS=1-972
372	OG0000372	YLL010C, YLR019W	augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-NODE_3_length_749597_cov_20.3037_ID_5-processed-gene-3.178&CDS=1-1854
373	OG0000373	YLL012W, YLR020C	snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-NODE_1_length_978802_cov_20.4659_ID_1-processed-gene-8.80&CDS=1-1293
