	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035047_Barnettozyma_pratensis
708	OG0000708	YBR286W	augustus_masked-flattened_line_92-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.89&CDS=1-1749
709	OG0000709	YBR287W	augustus_masked-flattened_line_28-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.234&CDS=1-1359
710	OG0000710	YBR288C	augustus_masked-flattened_line_22-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.32&CDS=1-1605
711	OG0000711	YBR289W	augustus_masked-flattened_line_12-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.65&CDS=1-1674
712	OG0000712	YBR290W	augustus_masked-flattened_line_12-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.64&CDS=1-1170
713	OG0000713	YBR291C	maker-flattened_line_12-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.2&CDS=1-888
714	OG0000714	YBR293W	augustus_masked-flattened_line_114-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.12&CDS=1-1689
715	OG0000715	YBR296C	augustus_masked-flattened_line_24-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.14&CDS=1-1752
716	OG0000716	YCL004W	augustus_masked-flattened_line_70-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.159&CDS=1-1440
717	OG0000717	YCL005W-A	augustus_masked-flattened_line_70-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.177&CDS=1-216
718	OG0000718	YCL008C	genemark-flattened_line_70-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.76&CDS=1-945
719	OG0000719	YCL009C	augustus_masked-flattened_line_30-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.97&CDS=1-903
720	OG0000720	YCL010C	snap_masked-flattened_line_70-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.59&CDS=1-705
721	OG0000721	YCL012C	augustus_masked-flattened_line_70-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.188&CDS=1-399
722	OG0000722	YCL014W	augustus_masked-flattened_line_70-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.156&CDS=1-3471
723	OG0000723	YCL016C	augustus_masked-flattened_line_70-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.187&CDS=1-1059
724	OG0000724	YCL017C	augustus_masked-flattened_line_70-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.186&CDS=1-1410
725	OG0000725	YCL018W	augustus_masked-flattened_line_70-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.185&CDS=1-1092
726	OG0000726	YCL026C-B	augustus_masked-flattened_line_100-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.18&CDS=1-588
727	OG0000727	YCL027W	augustus_masked-flattened_line_22-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.33&CDS=1-1458
728	OG0000728	YCL030C	augustus_masked-flattened_line_2-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.54&CDS=1-2565
729	OG0000729	YCL031C	augustus_masked-flattened_line_2-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.49&CDS=1-882
730	OG0000730	YCL032W	augustus_masked-flattened_line_2-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.22&CDS=1-1062
731	OG0000731	YCL033C	augustus_masked-flattened_line_2-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.23&CDS=1-417
732	OG0000732	YCL034W	augustus_masked-flattened_line_2-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.53&CDS=1-1137
733	OG0000733	YCL038C	augustus_masked-flattened_line_2-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.19&CDS=1-1659
734	OG0000734	YCL043C	augustus_masked-flattened_line_2-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.21&CDS=1-1506
735	OG0000735	YCL045C	genemark-flattened_line_12-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.101&CDS=1-3489
736	OG0000736	YCL047C	augustus_masked-flattened_line_22-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.170&CDS=1-798
737	OG0000737	YCL052C	maker-flattened_line_0-augustus-gene-2.56-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.56&CDS=1-1371
738	OG0000738	YCL054W	maker-flattened_line_0-augustus-gene-2.59-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.59&CDS=1-2469
739	OG0000739	YCL055W	augustus_masked-flattened_line_0-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.39&CDS=1-1047
740	OG0000740	YCL057C-A	genemark-flattened_line_30-processed-gene-1.274-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.274&CDS=1-255
741	OG0000741	YCL057W	genemark-flattened_line_30-processed-gene-1.230-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.230&CDS=1-2013
742	OG0000742	YCL059C	augustus_masked-flattened_line_22-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.31&CDS=1-1104
743	OG0000743	YCL061C	augustus_masked-flattened_line_22-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.29&CDS=1-3552
744	OG0000744	YCR002C	augustus_masked-flattened_line_16-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.112&CDS=1-1011
745	OG0000745	YCR003W	augustus_masked-flattened_line_16-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.108&CDS=1-540
746	OG0000746	YCR008W	snap_masked-flattened_line_48-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.61&CDS=1-1731
747	OG0000747	YCR009C	augustus_masked-flattened_line_48-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.185&CDS=1-4353
748	OG0000748	YCR011C	genemark-flattened_line_66-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.43&CDS=1-3033
749	OG0000749	YCR012W	genemark-flattened_line_48-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.129&CDS=1-1245
750	OG0000750	YCR015C	augustus_masked-flattened_line_32-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.40&CDS=1-795
751	OG0000751	YCR016W	augustus_masked-flattened_line_32-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.80&CDS=1-1017
752	OG0000752	YCR017C	augustus_masked-flattened_line_32-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.74&CDS=1-2808
753	OG0000753	YCR019W	snap_masked-flattened_line_50-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.132&CDS=1-1110
754	OG0000754	YCR020C	augustus_masked-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.20&CDS=1-2931
755	OG0000755	YCR020C-A	snap_masked-flattened_line_50-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.76&CDS=1-291
756	OG0000756	YCR021C	snap_masked-flattened_line_22-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.111&CDS=1-879
757	OG0000757	YCR023C	snap_masked-flattened_line_42-processed-gene-0.190-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.190&CDS=1-1698
758	OG0000758	YCR028C	augustus_masked-flattened_line_114-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.18&CDS=1-1521
759	OG0000759	YCR028C-A	augustus_masked-flattened_line_88-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.38&CDS=1-393
760	OG0000760	YCR030C	augustus_masked-flattened_line_88-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.39&CDS=1-2661
761	OG0000761	YCR032W	genemark-flattened_line_88-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.133&CDS=1-6477
762	OG0000762	YCR033W	augustus_masked-flattened_line_0-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.30&CDS=1-3786
763	OG0000763	YCR035C	augustus_masked-flattened_line_0-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.29&CDS=1-1140
764	OG0000764	YCR036W	augustus_masked-flattened_line_0-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.9&CDS=1-1011
765	OG0000765	YCR042C	genemark-flattened_line_22-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.59&CDS=1-4026
766	OG0000766	YCR044C	augustus_masked-flattened_line_16-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.9&CDS=1-657
767	OG0000767	YCR045C	augustus_masked-flattened_line_126-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.4&CDS=1-1386
768	OG0000768	YCR047C	snap_masked-flattened_line_36-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.172&CDS=1-1215
769	OG0000769	YCR051W	augustus_masked-flattened_line_36-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.26&CDS=1-654
770	OG0000770	YCR053W	augustus_masked-flattened_line_112-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.63&CDS=1-1518
771	OG0000771	YCR054C	augustus_masked-flattened_line_112-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.78&CDS=1-1482
772	OG0000772	YCR057C	augustus_masked-flattened_line_42-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.64&CDS=1-2745
773	OG0000773	YCR059C	augustus_masked-flattened_line_42-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.65&CDS=1-780
774	OG0000774	YCR060W	augustus_masked-flattened_line_42-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.20&CDS=1-987
775	OG0000775	YCR061W	augustus_masked-flattened_line_42-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.21&CDS=1-1830
776	OG0000776	YCR063W	augustus_masked-flattened_line_14-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.76&CDS=1-456
777	OG0000777	YCR065W	augustus_masked-flattened_line_28-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.22&CDS=1-2238
778	OG0000778	YCR066W	augustus_masked-flattened_line_28-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.6&CDS=1-1359
779	OG0000779	YCR068W	augustus_masked-flattened_line_0-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.23&CDS=1-2889
780	OG0000780	YCR071C	augustus_masked-flattened_line_6-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.90&CDS=1-405
781	OG0000781	YCR072C	augustus_masked-flattened_line_6-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.89&CDS=1-1527
782	OG0000782	YCR075C	augustus_masked-flattened_line_66-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.174&CDS=1-819
783	OG0000783	YCR077C	augustus_masked-flattened_line_64-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.48&CDS=1-2433
784	OG0000784	YCR079W	augustus_masked-flattened_line_64-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.45&CDS=1-1254
785	OG0000785	YCR081W	maker-flattened_line_66-augustus-gene-0.126-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.126&CDS=1-5004
786	OG0000786	YCR084C	augustus_masked-flattened_line_30-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.106&CDS=1-1920
787	OG0000787	YCR086W	augustus_masked-flattened_line_30-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.89&CDS=1-966
788	OG0000788	YCR087C-A	augustus_masked-flattened_line_30-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.107&CDS=1-444
789	OG0000789	YCR088W	augustus_masked-flattened_line_30-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.108&CDS=1-1524
790	OG0000790	YCR090C	augustus_masked-flattened_line_84-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.144&CDS=1-483
791	OG0000791	YCR091W	augustus_masked-flattened_line_84-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.143&CDS=1-2352
792	OG0000792	YCR092C	augustus_masked-flattened_line_84-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.120&CDS=1-4227
793	OG0000793	YCR093W	maker-flattened_line_22-snap-gene-2.117-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-2.117&CDS=1-7614
794	OG0000794	YCR095C	augustus_masked-flattened_line_22-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.164&CDS=1-855
795	OG0000795	YCR098C	augustus_masked-flattened_line_68-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.19&CDS=1-1494
796	OG0000796	YDL001W	augustus_masked-flattened_line_16-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.114&CDS=1-1281
797	OG0000797	YDL002C	augustus_masked-flattened_line_16-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.113&CDS=1-753
798	OG0000798	YDL004W	augustus_masked-flattened_line_6-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.180&CDS=1-477
799	OG0000799	YDL006W	augustus_masked-flattened_line_6-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.179&CDS=1-894
800	OG0000800	YDL007W	maker-flattened_line_6-augustus-gene-3.237-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.237&CDS=1-2268
801	OG0000801	YDL008W	augustus_masked-flattened_line_14-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.15&CDS=1-297
802	OG0000802	YDL013W	snap_masked-flattened_line_18-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.99&CDS=1-1212
803	OG0000803	YDL014W	augustus_masked-flattened_line_18-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.154&CDS=1-987
804	OG0000804	YDL015C	augustus_masked-flattened_line_48-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.209&CDS=1-831
805	OG0000805	YDL017W	augustus_masked-flattened_line_14-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.85&CDS=1-1638
806	OG0000806	YDL018C	augustus_masked-flattened_line_18-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.155&CDS=1-615
807	OG0000807	YDL020C	augustus_masked-flattened_line_16-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.6&CDS=1-1467
808	OG0000808	YDL022W	augustus_masked-flattened_line_48-processed-gene-0.242-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.242&CDS=1-1155
809	OG0000809	YDL028C	augustus_masked-flattened_line_46-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.50&CDS=1-2187
810	OG0000810	YDL029W	augustus_masked-flattened_line_46-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.14&CDS=1-1164
811	OG0000811	YDL030W	augustus_masked-flattened_line_60-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.219&CDS=1-1515
812	OG0000812	YDL031W	augustus_masked-flattened_line_24-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.74&CDS=1-2832
813	OG0000813	YDL033C	genemark-flattened_line_16-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.84&CDS=1-1080
814	OG0000814	YDL035C	augustus_masked-flattened_line_18-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.160&CDS=1-1392
815	OG0000815	YDL040C	augustus_masked-flattened_line_56-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.24&CDS=1-2364
816	OG0000816	YDL043C	augustus_masked-flattened_line_56-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.28&CDS=1-681
817	OG0000817	YDL045W-A	augustus_masked-flattened_line_104-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.15&CDS=1-273
818	OG0000818	YDL046W	augustus_masked-flattened_line_14-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.87&CDS=1-537
819	OG0000819	YDL047W	augustus_masked-flattened_line_0-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.38&CDS=1-927
820	OG0000820	YDL051W	augustus_masked-flattened_line_100-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.14&CDS=1-831
821	OG0000821	YDL052C	augustus_masked-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.12&CDS=1-915
822	OG0000822	YDL054C	snap_masked-flattened_line_10-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.87&CDS=1-1224
823	OG0000823	YDL055C	augustus_masked-flattened_line_86-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.151&CDS=1-1077
824	OG0000824	YDL057W	snap_masked-flattened_line_34-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.73&CDS=1-1965
825	OG0000825	YDL058W	augustus_masked-flattened_line_6-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.113&CDS=1-5256
826	OG0000826	YDL059C	genemark-flattened_line_6-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.58&CDS=1-570
827	OG0000827	YDL060W	augustus_masked-flattened_line_0-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.89&CDS=1-2307
828	OG0000828	YDL063C	augustus_masked-flattened_line_4-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.14&CDS=1-1821
829	OG0000829	YDL064W	augustus_masked-flattened_line_4-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.11&CDS=1-471
830	OG0000830	YDL065C	augustus_masked-flattened_line_4-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.13&CDS=1-918
831	OG0000831	YDL067C	snap_masked-flattened_line_6-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.30&CDS=1-180
832	OG0000832	YDL072C	augustus_masked-flattened_line_36-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.5&CDS=1-609
833	OG0000833	YDL074C	snap_masked-flattened_line_36-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.128&CDS=1-2028
834	OG0000834	YDL076C	augustus_masked-flattened_line_36-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.3&CDS=1-1647
835	OG0000835	YDL077C	augustus_masked-flattened_line_36-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.126&CDS=1-2649
836	OG0000836	YDL081C	augustus_masked-flattened_line_28-processed-gene-1.252-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.252&CDS=1-321
837	OG0000837	YDL084W	augustus_masked-flattened_line_28-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.211&CDS=1-1290
838	OG0000838	YDL086W	augustus_masked-flattened_line_6-processed-gene-3.234-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.234&CDS=1-816
839	OG0000839	YDL087C	augustus_masked-flattened_line_86-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.149&CDS=1-762
840	OG0000840	YDL089W	augustus_masked-flattened_line_98-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.33&CDS=1-1083
841	OG0000841	YDL090C	augustus_masked-flattened_line_0-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.4&CDS=1-1314
842	OG0000842	YDL091C	augustus_masked-flattened_line_98-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.20&CDS=1-1026
843	OG0000843	YDL092W	augustus_masked-flattened_line_98-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.35&CDS=1-396
844	OG0000844	YDL095W	augustus_masked-flattened_line_98-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.16&CDS=1-2289
845	OG0000845	YDL097C	augustus_masked-flattened_line_98-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.32&CDS=1-1257
846	OG0000846	YDL098C	augustus_masked-flattened_line_86-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.122&CDS=1-495
847	OG0000847	YDL100C	augustus_masked-flattened_line_6-processed-gene-3.200-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.200&CDS=1-1029
848	OG0000848	YDL101C	augustus_masked-flattened_line_2-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.41&CDS=1-1488
849	OG0000849	YDL102W	augustus_masked-flattened_line_94-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.28&CDS=1-3324
850	OG0000850	YDL103C	augustus_masked-flattened_line_8-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.84&CDS=1-1338
851	OG0000851	YDL104C	genemark-flattened_line_8-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.32&CDS=1-843
852	OG0000852	YDL105W	augustus_masked-flattened_line_8-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.88&CDS=1-1155
853	OG0000853	YDL106C	snap_masked-flattened_line_38-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.53&CDS=1-1422
854	OG0000854	YDL107W	augustus_masked-flattened_line_86-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.156&CDS=1-1128
855	OG0000855	YDL108W	snap_masked-flattened_line_86-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.102&CDS=1-930
856	OG0000856	YDL110C	augustus_masked-flattened_line_86-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.132&CDS=1-354
857	OG0000857	YDL112W	augustus_masked-flattened_line_98-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.31&CDS=1-5574
858	OG0000858	YDL115C	maker-flattened_line_86-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.111&CDS=1-966
859	OG0000859	YDL116W	genemark-flattened_line_98-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.51&CDS=1-2163
860	OG0000860	YDL117W	augustus_masked-flattened_line_98-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.17&CDS=1-4089
861	OG0000861	YDL120W	maker-flattened_line_14-augustus-gene-2.71-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.71&CDS=1-528
862	OG0000862	YDL121C	augustus_masked-flattened_line_14-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.48&CDS=1-498
863	OG0000863	YDL122W	augustus_masked-flattened_line_20-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.24&CDS=1-2211
864	OG0000864	YDL124W	augustus_masked-flattened_line_42-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.75&CDS=1-888
865	OG0000865	YDL125C	genemark-flattened_line_10-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.186&CDS=1-444
866	OG0000866	YDL126C	augustus_masked-flattened_line_118-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.4&CDS=1-2514
867	OG0000867	YDL128W	augustus_masked-flattened_line_82-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.14&CDS=1-1233
868	OG0000868	YDL130W	maker-flattened_line_24-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.8&CDS=1-312
869	OG0000869	YDL131W	augustus_masked-flattened_line_10-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.24&CDS=1-1380
870	OG0000870	YDL132W	augustus_masked-flattened_line_10-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.23&CDS=1-2307
871	OG0000871	YDL133W	augustus_masked-flattened_line_0-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.14&CDS=1-1182
872	OG0000872	YDL134C	augustus_masked-flattened_line_40-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.76&CDS=1-1062
873	OG0000873	YDL135C	augustus_masked-flattened_line_40-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.75&CDS=1-582
