	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_paradoxus
651	OG0000651	YCR072C	augustus_masked-Spar_3-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-Spar_3-processed-gene-2.22&CDS=1-1923
652	OG0000652	YCR073W-A	genemark-Spar_3-processed-gene-2.54-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.54&CDS=1-936
653	OG0000653	YCR075C	genemark-Spar_3-processed-gene-2.73-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.73&CDS=1-780
654	OG0000654	YCR075W-A	snap_masked-Spar_3-processed-gene-2.105-mRNA-1_1&gene=snap_masked-Spar_3-processed-gene-2.105&CDS=1-225
655	OG0000655	YCR076C	genemark-Spar_3-processed-gene-2.74-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.74&CDS=1-726
656	OG0000656	YCR077C	genemark-Spar_3-processed-gene-2.75-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.75&CDS=1-2460
657	OG0000657	YCR081W	augustus_masked-Spar_3-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-Spar_3-processed-gene-2.10&CDS=1-6303
658	OG0000658	YCR084C	genemark-Spar_3-processed-gene-2.76-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.76&CDS=1-2139
659	OG0000659	YCR086W	genemark-Spar_3-processed-gene-2.59-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.59&CDS=1-570
660	OG0000660	YCR087C-A	genemark-Spar_3-processed-gene-2.77-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.77&CDS=1-429
661	OG0000661	YCR088W	genemark-Spar_3-processed-gene-2.60-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.60&CDS=1-1773
662	OG0000662	YCR089W	maker-Spar_3-snap-gene-2.152-mRNA-1_1&gene=maker-Spar_3-snap-gene-2.152&CDS=1-5052
663	OG0000663	YCR090C	genemark-Spar_3-processed-gene-2.78-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.78&CDS=1-546
664	OG0000664	YCR091W	augustus_masked-Spar_3-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-Spar_3-processed-gene-2.14&CDS=1-2166
665	OG0000665	YCR092C	snap_masked-Spar_3-processed-gene-2.135-mRNA-1_1&gene=snap_masked-Spar_3-processed-gene-2.135&CDS=1-3126
666	OG0000666	YCR093W	genemark-Spar_3-processed-gene-2.63-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.63&CDS=1-7476
667	OG0000667	YCR095C	genemark-Spar_3-processed-gene-2.80-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.80&CDS=1-1086
668	OG0000668	YCR097W	maker-Spar_3-snap-gene-2.154-mRNA-1_1&gene=maker-Spar_3-snap-gene-2.154&CDS=1-402
669	OG0000669	YCR098C	genemark-Spar_3-processed-gene-2.82-mRNA-1_1&gene=genemark-Spar_3-processed-gene-2.82&CDS=1-1554
670	OG0000670	YCR102W-A	maker-Spar_3-snap-gene-2.155-mRNA-1_1&gene=maker-Spar_3-snap-gene-2.155&CDS=1-249
671	OG0000671	YCR105W	genemark-Spar_2-processed-gene-0.46-mRNA-1_1&gene=genemark-Spar_2-processed-gene-0.46&CDS=1-1083
672	OG0000672	YCR106W	genemark-Spar_2-processed-gene-0.45-mRNA-1_1&gene=genemark-Spar_2-processed-gene-0.45&CDS=1-2493
673	OG0000673	YDL001W	genemark-Spar_4-processed-gene-4.71-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.71&CDS=1-1290
674	OG0000674	YDL002C	genemark-Spar_4-processed-gene-4.93-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.93&CDS=1-609
675	OG0000675	YDL003W	genemark-Spar_4-processed-gene-4.70-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.70&CDS=1-1692
676	OG0000676	YDL004W	genemark-Spar_4-processed-gene-4.69-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.69&CDS=1-477
677	OG0000677	YDL005C	genemark-Spar_4-processed-gene-4.92-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.92&CDS=1-1257
678	OG0000678	YDL006W	genemark-Spar_4-processed-gene-4.68-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.68&CDS=1-843
679	OG0000679	YDL007C-A	snap_masked-Spar_4-processed-gene-4.48-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-4.48&CDS=1-255
680	OG0000680	YDL007W	genemark-Spar_4-processed-gene-4.67-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.67&CDS=1-1311
681	OG0000681	YDL008W	genemark-Spar_4-processed-gene-4.66-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.66&CDS=1-495
682	OG0000682	YDL010W	genemark-Spar_4-processed-gene-4.65-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.65&CDS=1-693
683	OG0000683	YDL012C	genemark-Spar_4-processed-gene-4.91-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.91&CDS=1-324
684	OG0000684	YDL013W	genemark-Spar_4-processed-gene-4.64-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.64&CDS=1-1845
685	OG0000685	YDL014W	genemark-Spar_4-processed-gene-4.63-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.63&CDS=1-990
686	OG0000686	YDL015C	augustus_masked-Spar_4-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-4.129&CDS=1-930
687	OG0000687	YDL017W	genemark-Spar_4-processed-gene-4.62-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.62&CDS=1-1521
688	OG0000688	YDL018C	genemark-Spar_4-processed-gene-4.89-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.89&CDS=1-675
689	OG0000689	YDL020C	genemark-Spar_4-processed-gene-4.87-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.87&CDS=1-1608
690	OG0000690	YDL021W	genemark-Spar_4-processed-gene-4.61-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.61&CDS=1-933
691	OG0000691	YDL024C	genemark-Spar_4-processed-gene-4.86-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.86&CDS=1-1404
692	OG0000692	YDL025C	genemark-Spar_4-processed-gene-4.85-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.85&CDS=1-1869
693	OG0000693	YDL028C	augustus_masked-Spar_4-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-4.123&CDS=1-3564
694	OG0000694	YDL029W	genemark-Spar_4-processed-gene-4.59-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.59&CDS=1-2736
695	OG0000695	YDL031W	genemark-Spar_4-processed-gene-4.58-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.58&CDS=1-2985
696	OG0000696	YDL033C	augustus_masked-Spar_4-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-4.122&CDS=1-1308
697	OG0000697	YDL035C	genemark-Spar_4-processed-gene-4.57-mRNA-1_1&gene=genemark-Spar_4-processed-gene-4.57&CDS=1-2844
698	OG0000698	YDL040C	genemark-Spar_4-processed-gene-3.151-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.151&CDS=1-2568
699	OG0000699	YDL043C	genemark-Spar_4-processed-gene-3.149-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.149&CDS=1-798
700	OG0000700	YDL044C	genemark-Spar_4-processed-gene-3.148-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.148&CDS=1-1320
701	OG0000701	YDL045C	genemark-Spar_4-processed-gene-3.147-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.147&CDS=1-918
702	OG0000702	YDL045W-A	snap_masked-Spar_4-processed-gene-3.71-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.71&CDS=1-285
703	OG0000703	YDL046W	snap_masked-Spar_4-processed-gene-3.70-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.70&CDS=1-519
704	OG0000704	YDL047W	genemark-Spar_4-processed-gene-3.124-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.124&CDS=1-933
705	OG0000705	YDL048C	snap_masked-Spar_4-processed-gene-3.94-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.94&CDS=1-1425
706	OG0000706	YDL049C	snap_masked-Spar_4-processed-gene-3.93-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.93&CDS=1-804
707	OG0000707	YDL051W	genemark-Spar_4-processed-gene-3.123-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.123&CDS=1-825
708	OG0000708	YDL052C	genemark-Spar_4-processed-gene-3.145-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.145&CDS=1-909
709	OG0000709	YDL053C	genemark-Spar_4-processed-gene-3.144-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.144&CDS=1-555
710	OG0000710	YDL054C	genemark-Spar_4-processed-gene-3.143-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.143&CDS=1-1458
711	OG0000711	YDL055C	genemark-Spar_4-processed-gene-3.142-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.142&CDS=1-1083
712	OG0000712	YDL056W	maker-Spar_4-snap-gene-3.154-mRNA-1_1&gene=maker-Spar_4-snap-gene-3.154&CDS=1-2463
713	OG0000713	YDL057W	genemark-Spar_4-processed-gene-3.121-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.121&CDS=1-984
714	OG0000714	YDL058W	genemark-Spar_4-processed-gene-3.120-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.120&CDS=1-5415
715	OG0000715	YDL059C	genemark-Spar_4-processed-gene-3.141-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.141&CDS=1-714
716	OG0000716	YDL060W	genemark-Spar_4-processed-gene-3.119-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.119&CDS=1-2364
717	OG0000717	YDL063C	genemark-Spar_4-processed-gene-3.140-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.140&CDS=1-1860
718	OG0000718	YDL064W	genemark-Spar_4-processed-gene-3.118-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.118&CDS=1-453
719	OG0000719	YDL065C	genemark-Spar_4-processed-gene-3.139-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.139&CDS=1-1023
720	OG0000720	YDL067C	snap_masked-Spar_4-processed-gene-3.85-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.85&CDS=1-177
721	OG0000721	YDL069C	augustus_masked-Spar_4-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-3.33&CDS=1-687
722	OG0000722	YDL070W	genemark-Spar_4-processed-gene-3.116-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.116&CDS=1-1908
723	OG0000723	YDL072C	genemark-Spar_4-processed-gene-3.136-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.136&CDS=1-609
724	OG0000724	YDL073W	genemark-Spar_4-processed-gene-3.115-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.115&CDS=1-2958
725	OG0000725	YDL074C	genemark-Spar_4-processed-gene-3.135-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.135&CDS=1-2100
726	OG0000726	YDL076C	genemark-Spar_4-processed-gene-3.134-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.134&CDS=1-882
727	OG0000727	YDL077C	genemark-Spar_4-processed-gene-3.133-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.133&CDS=1-3147
728	OG0000728	YDL078C	genemark-Spar_4-processed-gene-3.132-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.132&CDS=1-1029
729	OG0000729	YDL079C	genemark-Spar_4-processed-gene-3.131-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.131&CDS=1-1503
730	OG0000730	YDL080C	genemark-Spar_4-processed-gene-3.130-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.130&CDS=1-1740
731	OG0000731	YDL081C	genemark-Spar_4-processed-gene-3.129-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.129&CDS=1-318
732	OG0000732	YDL085C-A	snap_masked-Spar_4-processed-gene-3.74-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.74&CDS=1-204
733	OG0000733	YDL086W	genemark-Spar_4-processed-gene-3.110-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.110&CDS=1-819
734	OG0000734	YDL087C	genemark-Spar_4-processed-gene-3.127-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.127&CDS=1-783
735	OG0000735	YDL088C	genemark-Spar_4-processed-gene-3.126-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.126&CDS=1-1581
736	OG0000736	YDL089W	genemark-Spar_4-processed-gene-3.109-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.109&CDS=1-1464
737	OG0000737	YDL090C	snap_masked-Spar_4-processed-gene-3.51-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.51&CDS=1-1287
738	OG0000738	YDL091C	genemark-Spar_4-processed-gene-3.107-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.107&CDS=1-1365
739	OG0000739	YDL092W	genemark-Spar_4-processed-gene-3.104-mRNA-1_1&gene=genemark-Spar_4-processed-gene-3.104&CDS=1-438
740	OG0000740	YDL095W	snap_masked-Spar_4-processed-gene-3.46-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-3.46&CDS=1-4680
741	OG0000741	YDL097C	augustus_masked-Spar_4-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-3.1&CDS=1-1938
742	OG0000742	YDL099W	genemark-Spar_4-processed-gene-2.30-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.30&CDS=1-1035
743	OG0000743	YDL100C	genemark-Spar_4-processed-gene-2.49-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.49&CDS=1-1062
744	OG0000744	YDL101C	genemark-Spar_4-processed-gene-2.48-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.48&CDS=1-1539
745	OG0000745	YDL102W	genemark-Spar_4-processed-gene-2.29-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.29&CDS=1-3291
746	OG0000746	YDL103C	maker-Spar_4-augustus-gene-2.56-mRNA-1_1&gene=maker-Spar_4-augustus-gene-2.56&CDS=1-2541
747	OG0000747	YDL105W	genemark-Spar_4-processed-gene-2.28-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.28&CDS=1-1209
748	OG0000748	YDL106C	augustus_masked-Spar_4-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-2.144&CDS=1-1656
749	OG0000749	YDL108W	maker-Spar_4-augustus-gene-2.52-mRNA-1_1&gene=maker-Spar_4-augustus-gene-2.52&CDS=1-1926
750	OG0000750	YDL109C	genemark-Spar_4-processed-gene-2.45-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.45&CDS=1-1941
751	OG0000751	YDL110C	genemark-Spar_4-processed-gene-2.44-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.44&CDS=1-450
752	OG0000752	YDL111C	genemark-Spar_4-processed-gene-2.43-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.43&CDS=1-795
753	OG0000753	YDL112W	genemark-Spar_4-processed-gene-2.25-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.25&CDS=1-4308
754	OG0000754	YDL113C	genemark-Spar_4-processed-gene-2.42-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.42&CDS=1-1923
755	OG0000755	YDL114W	genemark-Spar_4-processed-gene-2.24-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.24&CDS=1-912
756	OG0000756	YDL115C	maker-Spar_4-augustus-gene-2.55-mRNA-1_1&gene=maker-Spar_4-augustus-gene-2.55&CDS=1-1059
757	OG0000757	YDL117W	snap_masked-Spar_4-processed-gene-2.78-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-2.78&CDS=1-4848
758	OG0000758	YDL119C	genemark-Spar_4-processed-gene-2.40-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.40&CDS=1-921
759	OG0000759	YDL120W	genemark-Spar_4-processed-gene-2.21-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.21&CDS=1-519
760	OG0000760	YDL121C	genemark-Spar_4-processed-gene-2.39-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.39&CDS=1-447
761	OG0000761	YDL122W	genemark-Spar_4-processed-gene-2.20-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.20&CDS=1-2205
762	OG0000762	YDL124W	maker-Spar_4-augustus-gene-2.51-mRNA-1_1&gene=maker-Spar_4-augustus-gene-2.51&CDS=1-1344
763	OG0000763	YDL126C	maker-Spar_4-snap-gene-2.105-mRNA-1_1&gene=maker-Spar_4-snap-gene-2.105&CDS=1-3219
764	OG0000764	YDL127W	genemark-Spar_4-processed-gene-2.17-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.17&CDS=1-927
765	OG0000765	YDL128W	genemark-Spar_4-processed-gene-2.16-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.16&CDS=1-1233
766	OG0000766	YDL129W	genemark-Spar_4-processed-gene-2.15-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.15&CDS=1-873
767	OG0000767	YDL130W	maker-Spar_4-snap-gene-2.103-mRNA-1_1&gene=maker-Spar_4-snap-gene-2.103&CDS=1-318
768	OG0000768	YDL130W-A	snap_masked-Spar_4-processed-gene-2.70-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-2.70&CDS=1-258
769	OG0000769	YDL132W	genemark-Spar_4-processed-gene-2.12-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.12&CDS=1-2445
770	OG0000770	YDL133W	genemark-Spar_4-processed-gene-2.11-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.11&CDS=1-1311
771	OG0000771	YDL135C	genemark-Spar_4-processed-gene-2.35-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.35&CDS=1-606
772	OG0000772	YDL139C	genemark-Spar_4-processed-gene-2.34-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.34&CDS=1-669
773	OG0000773	YDL140C	genemark-Spar_4-processed-gene-2.33-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.33&CDS=1-1266
774	OG0000774	YDL141W	genemark-Spar_4-processed-gene-2.7-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.7&CDS=1-2070
775	OG0000775	YDL142C	genemark-Spar_4-processed-gene-2.32-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.32&CDS=1-840
776	OG0000776	YDL143W	genemark-Spar_4-processed-gene-2.6-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.6&CDS=1-1584
777	OG0000777	YDL144C	genemark-Spar_4-processed-gene-2.31-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.31&CDS=1-1068
778	OG0000778	YDL145C	genemark-Spar_4-processed-gene-2.5-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.5&CDS=1-3603
779	OG0000779	YDL146W	genemark-Spar_4-processed-gene-2.3-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.3&CDS=1-1473
780	OG0000780	YDL147W	genemark-Spar_4-processed-gene-2.2-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.2&CDS=1-1335
781	OG0000781	YDL148C	genemark-Spar_4-processed-gene-2.4-mRNA-1_1&gene=genemark-Spar_4-processed-gene-2.4&CDS=1-2430
782	OG0000782	YDL149W	augustus_masked-Spar_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-2.106&CDS=1-4257
783	OG0000783	YDL153C	genemark-Spar_4-processed-gene-1.92-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.92&CDS=1-1827
784	OG0000784	YDL154W	genemark-Spar_4-processed-gene-1.74-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.74&CDS=1-2709
785	OG0000785	YDL155W	genemark-Spar_4-processed-gene-1.73-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.73&CDS=1-1287
786	OG0000786	YDL156W	genemark-Spar_4-processed-gene-1.72-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.72&CDS=1-1569
787	OG0000787	YDL157C	augustus_masked-Spar_4-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-1.42&CDS=1-351
788	OG0000788	YDL159W	genemark-Spar_4-processed-gene-1.71-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.71&CDS=1-1545
789	OG0000789	YDL160C	genemark-Spar_4-processed-gene-1.90-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.90&CDS=1-1518
790	OG0000790	YDL160C-A	snap_masked-Spar_4-processed-gene-1.141-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-1.141&CDS=1-240
791	OG0000791	YDL161W	maker-Spar_4-snap-gene-1.1-mRNA-1_1&gene=maker-Spar_4-snap-gene-1.1&CDS=1-1356
792	OG0000792	YDL164C	genemark-Spar_4-processed-gene-1.89-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.89&CDS=1-2265
793	OG0000793	YDL165W	genemark-Spar_4-processed-gene-1.69-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.69&CDS=1-573
794	OG0000794	YDL167C	maker-Spar_4-augustus-gene-1.148-mRNA-1_1&gene=maker-Spar_4-augustus-gene-1.148&CDS=1-2706
795	OG0000795	YDL168W	genemark-Spar_4-processed-gene-1.68-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.68&CDS=1-1158
796	OG0000796	YDL169C	genemark-Spar_4-processed-gene-1.86-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.86&CDS=1-672
797	OG0000797	YDL170W	genemark-Spar_4-processed-gene-1.67-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.67&CDS=1-1587
798	OG0000798	YDL171C	genemark-Spar_4-processed-gene-1.85-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.85&CDS=1-6435
799	OG0000799	YDL172C	snap_masked-Spar_4-processed-gene-1.135-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-1.135&CDS=1-405
800	OG0000800	YDL173W	genemark-Spar_4-processed-gene-1.66-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.66&CDS=1-888
801	OG0000801	YDL174C	genemark-Spar_4-processed-gene-1.84-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.84&CDS=1-1761
802	OG0000802	YDL176W	genemark-Spar_4-processed-gene-1.65-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.65&CDS=1-2124
803	OG0000803	YDL177C	genemark-Spar_4-processed-gene-1.82-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.82&CDS=1-510
804	OG0000804	YDL178W	genemark-Spar_4-processed-gene-1.64-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.64&CDS=1-1590
805	OG0000805	YDL179W	genemark-Spar_4-processed-gene-1.63-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.63&CDS=1-912
806	OG0000806	YDL180W	genemark-Spar_4-processed-gene-1.62-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.62&CDS=1-1641
807	OG0000807	YDL181W	snap_masked-Spar_4-processed-gene-1.110-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-1.110&CDS=1-255
808	OG0000808	YDL183C	genemark-Spar_4-processed-gene-1.81-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.81&CDS=1-960
809	OG0000809	YDL185W	genemark-Spar_4-processed-gene-1.59-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.59&CDS=1-1851
810	OG0000810	YDL186W	genemark-Spar_4-processed-gene-1.58-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.58&CDS=1-831
811	OG0000811	YDL189W	genemark-Spar_4-processed-gene-1.57-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.57&CDS=1-1359
812	OG0000812	YDL190C	genemark-Spar_4-processed-gene-1.79-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.79&CDS=1-2883
813	OG0000813	YDL193W	genemark-Spar_4-processed-gene-1.55-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.55&CDS=1-1092
814	OG0000814	YDL195W	genemark-Spar_4-processed-gene-1.53-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.53&CDS=1-3822
815	OG0000815	YDL199C	augustus_masked-Spar_4-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-1.31&CDS=1-4734
816	OG0000816	YDL201W	maker-Spar_4-augustus-gene-1.144-mRNA-1_1&gene=maker-Spar_4-augustus-gene-1.144&CDS=1-1590
817	OG0000817	YDL203C	genemark-Spar_4-processed-gene-1.75-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.75&CDS=1-1872
818	OG0000818	YDL204W	genemark-Spar_4-processed-gene-1.50-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.50&CDS=1-1182
819	OG0000819	YDL205C	genemark-Spar_4-processed-gene-1.49-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.49&CDS=1-981
820	OG0000820	YDL206W	augustus_masked-Spar_4-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-1.6&CDS=1-3804
821	OG0000821	YDL208W	genemark-Spar_4-processed-gene-1.45-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.45&CDS=1-519
822	OG0000822	YDL209C	genemark-Spar_4-processed-gene-1.48-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.48&CDS=1-1023
823	OG0000823	YDL210W	genemark-Spar_4-processed-gene-1.44-mRNA-1_1&gene=genemark-Spar_4-processed-gene-1.44&CDS=1-1713
824	OG0000824	YDL211C	genemark-Spar_4-processed-gene-0.108-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.108&CDS=1-1083
825	OG0000825	YDL212W	genemark-Spar_4-processed-gene-0.88-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.88&CDS=1-630
826	OG0000826	YDL213C	genemark-Spar_4-processed-gene-0.107-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.107&CDS=1-672
827	OG0000827	YDL214C	genemark-Spar_4-processed-gene-0.106-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.106&CDS=1-2082
828	OG0000828	YDL215C	genemark-Spar_4-processed-gene-0.105-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.105&CDS=1-3276
829	OG0000829	YDL216C	augustus_masked-Spar_4-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-Spar_4-processed-gene-0.29&CDS=1-1938
830	OG0000830	YDL218W	genemark-Spar_4-processed-gene-0.87-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.87&CDS=1-942
831	OG0000831	YDL219W	snap_masked-Spar_4-processed-gene-0.48-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-0.48&CDS=1-450
832	OG0000832	YDL220C	snap_masked-Spar_4-processed-gene-0.66-mRNA-1_1&gene=snap_masked-Spar_4-processed-gene-0.66&CDS=1-2811
833	OG0000833	YDL224C	genemark-Spar_4-processed-gene-0.101-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.101&CDS=1-1947
834	OG0000834	YDL225W	genemark-Spar_4-processed-gene-0.85-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.85&CDS=1-1653
835	OG0000835	YDL226C	genemark-Spar_4-processed-gene-0.100-mRNA-1_1&gene=genemark-Spar_4-processed-gene-0.100&CDS=1-1056
