	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
798	OG0000798	YCR033W	snap_masked-flattened_line_83-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.58&CDS=1-3789
799	OG0000799	YCR035C	snap_masked-flattened_line_83-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.69&CDS=1-1041
800	OG0000800	YCR036W	snap_masked-flattened_line_113-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.39&CDS=1-1014
801	OG0000801	YCR042C	genemark-flattened_line_103-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.22&CDS=1-4848
802	OG0000802	YCR043C	snap_masked-flattened_line_26-processed-gene-0.246-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.246&CDS=1-609
803	OG0000803	YCR044C	snap_masked-flattened_line_343-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_343-processed-gene-0.12&CDS=1-1065
804	OG0000804	YCR045W-A	snap_masked-flattened_line_87-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.66&CDS=1-240
805	OG0000805	YCR047C	augustus_masked-flattened_line_137-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.77&CDS=1-2469
806	OG0000806	YCR051W	snap_masked-flattened_line_137-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.46&CDS=1-669
807	OG0000807	YCR053W	maker-flattened_line_8-snap-gene-1.93-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.93&CDS=1-2979
808	OG0000808	YCR054C	snap_masked-flattened_line_8-processed-gene-1.209-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.209&CDS=1-1437
809	OG0000809	YCR057C	snap_masked-flattened_line_8-processed-gene-1.208-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.208&CDS=1-2748
810	OG0000810	YCR059C	snap_masked-flattened_line_8-processed-gene-1.207-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.207&CDS=1-906
811	OG0000811	YCR060W	snap_masked-flattened_line_8-processed-gene-1.255-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.255&CDS=1-624
812	OG0000812	YCR063W	snap_masked-flattened_line_22-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.115&CDS=1-477
813	OG0000813	YCR065W	augustus_masked-flattened_line_22-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.47&CDS=1-1896
814	OG0000814	YCR066W	genemark-flattened_line_308-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_308-processed-gene-0.1&CDS=1-1257
815	OG0000815	YCR068W	snap_masked-flattened_line_22-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.108&CDS=1-1524
816	OG0000816	YCR071C	snap_masked-flattened_line_42-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.175&CDS=1-420
817	OG0000817	YCR072C	maker-flattened_line_32-snap-gene-0.90-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.90&CDS=1-2166
818	OG0000818	YCR077C	snap_masked-flattened_line_42-processed-gene-0.215-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.215&CDS=1-2481
819	OG0000819	YCR079W	snap_masked-flattened_line_42-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.220&CDS=1-1350
820	OG0000820	YCR081W	augustus_masked-flattened_line_143-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.5&CDS=1-4782
821	OG0000821	YCR084C	snap_masked-flattened_line_167-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.37&CDS=1-1878
822	OG0000822	YCR086W	augustus_masked-flattened_line_137-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_137-processed-gene-0.95&CDS=1-915
823	OG0000823	YCR088W	snap_masked-flattened_line_226-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.11&CDS=1-1848
824	OG0000824	YCR090C	snap_masked-flattened_line_34-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.25&CDS=1-483
825	OG0000825	YCR091W	maker-flattened_line_34-snap-gene-0.268-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.268&CDS=1-2427
826	OG0000826	YCR092C	snap_masked-flattened_line_34-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.24&CDS=1-2934
827	OG0000827	YCR095C	snap_masked-flattened_line_56-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.71&CDS=1-1080
828	OG0000828	YCR098C	snap_masked-flattened_line_99-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.7&CDS=1-1536
829	OG0000829	YDL001W	snap_masked-flattened_line_280-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.22&CDS=1-1305
830	OG0000830	YDL002C	snap_masked-flattened_line_133-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_133-processed-gene-0.59&CDS=1-1143
831	OG0000831	YDL003W	snap_masked-flattened_line_250-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_250-processed-gene-0.4&CDS=1-1494
832	OG0000832	YDL004W	snap_masked-flattened_line_10-processed-gene-1.210-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.210&CDS=1-492
833	OG0000833	YDL006W	snap_masked-flattened_line_80-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.42&CDS=1-1455
834	OG0000834	YDL007W	snap_masked-flattened_line_212-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.12&CDS=1-1311
835	OG0000835	YDL008W	maker-flattened_line_87-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_87-snap-gene-0.87&CDS=1-330
836	OG0000836	YDL014W	snap_masked-flattened_line_119-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.16&CDS=1-987
837	OG0000837	YDL015C	snap_masked-flattened_line_26-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.214&CDS=1-933
838	OG0000838	YDL017W	snap_masked-flattened_line_18-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.52&CDS=1-2040
839	OG0000839	YDL018C	snap_masked-flattened_line_18-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.75&CDS=1-618
840	OG0000840	YDL020C	snap_masked-flattened_line_6-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.28&CDS=1-1377
841	OG0000841	YDL028C	snap_masked-flattened_line_143-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.40&CDS=1-2043
842	OG0000842	YDL029W	snap_masked-flattened_line_143-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.31&CDS=1-1164
843	OG0000843	YDL030W	snap_masked-flattened_line_56-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.2&CDS=1-1602
844	OG0000844	YDL031W	snap_masked-flattened_line_30-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.39&CDS=1-2904
845	OG0000845	YDL033C	snap_masked-flattened_line_72-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.52&CDS=1-1179
846	OG0000846	YDL035C	snap_masked-flattened_line_52-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.89&CDS=1-2280
847	OG0000847	YDL040C	snap_masked-flattened_line_52-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.117&CDS=1-2367
848	OG0000848	YDL043C	snap_masked-flattened_line_52-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.122&CDS=1-648
849	OG0000849	YDL044C	augustus_masked-flattened_line_52-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.53&CDS=1-1110
850	OG0000850	YDL045C	snap_masked-flattened_line_52-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.84&CDS=1-735
851	OG0000851	YDL045W-A	snap_masked-flattened_line_52-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.80&CDS=1-273
852	OG0000852	YDL046W	snap_masked-flattened_line_6-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.135&CDS=1-540
853	OG0000853	YDL047W	snap_masked-flattened_line_123-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.69&CDS=1-939
854	OG0000854	YDL051W	snap_masked-flattened_line_302-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_302-processed-gene-0.18&CDS=1-771
855	OG0000855	YDL052C	snap_masked-flattened_line_302-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_302-processed-gene-0.23&CDS=1-921
856	OG0000856	YDL055C	snap_masked-flattened_line_117-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.43&CDS=1-1083
857	OG0000857	YDL056W	snap_masked-flattened_line_2-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.21&CDS=1-2541
858	OG0000858	YDL057W	genemark-flattened_line_2-processed-gene-2.228-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.228&CDS=1-1818
859	OG0000859	YDL058W	snap_masked-flattened_line_12-processed-gene-1.177-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.177&CDS=1-5823
860	OG0000860	YDL060W	maker-flattened_line_175-snap-gene-0.28-mRNA-1_1&gene=maker-flattened_line_175-snap-gene-0.28&CDS=1-3600
861	OG0000861	YDL063C	snap_masked-flattened_line_109-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.43&CDS=1-1860
862	OG0000862	YDL064W	genemark-flattened_line_109-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.113&CDS=1-480
863	OG0000863	YDL065C	snap_masked-flattened_line_109-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.44&CDS=1-921
864	OG0000864	YDL066W	snap_masked-flattened_line_64-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.106&CDS=1-1344
865	OG0000865	YDL067C	maker-flattened_line_64-snap-gene-0.57-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.57&CDS=1-180
866	OG0000866	YDL072C	snap_masked-flattened_line_8-processed-gene-1.240-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.240&CDS=1-609
867	OG0000867	YDL073W	snap_masked-flattened_line_56-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.8&CDS=1-2955
868	OG0000868	YDL074C	snap_masked-flattened_line_56-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.9&CDS=1-2010
869	OG0000869	YDL076C	snap_masked-flattened_line_8-processed-gene-1.238-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.238&CDS=1-1839
870	OG0000870	YDL077C	snap_masked-flattened_line_212-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.2&CDS=1-2919
871	OG0000871	YDL081C	genemark-flattened_line_4-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.117&CDS=1-318
872	OG0000872	YDL084W	maker-flattened_line_314-augustus-gene-0.17-mRNA-1_1&gene=maker-flattened_line_314-augustus-gene-0.17&CDS=1-1197
873	OG0000873	YDL086W	snap_masked-flattened_line_183-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.13&CDS=1-807
874	OG0000874	YDL087C	snap_masked-flattened_line_2-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.74&CDS=1-834
875	OG0000875	YDL090C	augustus_masked-flattened_line_44-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.124&CDS=1-2898
876	OG0000876	YDL092W	snap_masked-flattened_line_44-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.9&CDS=1-360
877	OG0000877	YDL095W	augustus_masked-flattened_line_0-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.40&CDS=1-3522
878	OG0000878	YDL097C	snap_masked-flattened_line_68-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.137&CDS=1-1284
879	OG0000879	YDL098C	genemark-flattened_line_117-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_117-processed-gene-0.21&CDS=1-669
880	OG0000880	YDL100C	snap_masked-flattened_line_258-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_258-processed-gene-0.15&CDS=1-1047
881	OG0000881	YDL102W	snap_masked-flattened_line_135-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.78&CDS=1-3348
882	OG0000882	YDL103C	augustus_masked-flattened_line_135-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_135-processed-gene-0.59&CDS=1-3327
883	OG0000883	YDL104C	augustus_masked-flattened_line_22-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.78&CDS=1-1095
884	OG0000884	YDL105W	snap_masked-flattened_line_22-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.104&CDS=1-1161
885	OG0000885	YDL106C	snap_masked-flattened_line_28-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.141&CDS=1-1623
886	OG0000886	YDL108W	maker-flattened_line_34-snap-gene-0.266-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.266&CDS=1-2301
887	OG0000887	YDL110C	snap_masked-flattened_line_322-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_322-processed-gene-0.15&CDS=1-429
888	OG0000888	YDL111C	genemark-flattened_line_34-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.86&CDS=1-834
889	OG0000889	YDL112W	snap_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.41&CDS=1-4326
890	OG0000890	YDL115C	snap_masked-flattened_line_121-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.60&CDS=1-1041
891	OG0000891	YDL116W	snap_masked-flattened_line_68-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.168&CDS=1-2409
892	OG0000892	YDL117W	snap_masked-flattened_line_85-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.134&CDS=1-2598
893	OG0000893	YDL120W	augustus_masked-flattened_line_4-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.151&CDS=1-1614
894	OG0000894	YDL122W	snap_masked-flattened_line_62-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.171&CDS=1-2400
895	OG0000895	YDL126C	maker-flattened_line_14-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.0&CDS=1-2976
896	OG0000896	YDL128W	snap_masked-flattened_line_14-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.14&CDS=1-1269
897	OG0000897	YDL131W	maker-flattened_line_4-snap-gene-1.47-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.47&CDS=1-1326
898	OG0000898	YDL132W	snap_masked-flattened_line_20-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.37&CDS=1-2346
899	OG0000899	YDL133W	snap_masked-flattened_line_20-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.11&CDS=1-1155
900	OG0000900	YDL134C	snap_masked-flattened_line_20-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.30&CDS=1-1056
901	OG0000901	YDL135C	snap_masked-flattened_line_20-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.28&CDS=1-603
902	OG0000902	YDL138W	snap_masked-flattened_line_76-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.89&CDS=1-1932
903	OG0000903	YDL139C	snap_masked-flattened_line_76-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.65&CDS=1-2370
904	OG0000904	YDL140C	snap_masked-flattened_line_76-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.67&CDS=1-5193
905	OG0000905	YDL141W	snap_masked-flattened_line_76-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.92&CDS=1-2052
906	OG0000906	YDL142C	snap_masked-flattened_line_76-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.68&CDS=1-870
907	OG0000907	YDL143W	snap_masked-flattened_line_76-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.93&CDS=1-1596
908	OG0000908	YDL145C	augustus_masked-flattened_line_76-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.127&CDS=1-4830
909	OG0000909	YDL146W	snap_masked-flattened_line_76-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.64&CDS=1-1536
910	OG0000910	YDL147W	snap_masked-flattened_line_76-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.63&CDS=1-1317
911	OG0000911	YDL148C	snap_masked-flattened_line_83-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.75&CDS=1-2469
912	OG0000912	YDL149W	snap_masked-flattened_line_83-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.74&CDS=1-2475
913	OG0000913	YDL150W	snap_masked-flattened_line_76-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.71&CDS=1-1290
914	OG0000914	YDL153C	snap_masked-flattened_line_76-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.94&CDS=1-1659
915	OG0000915	YDL155W	snap_masked-flattened_line_125-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.36&CDS=1-1359
916	OG0000916	YDL156W	augustus_masked-flattened_line_24-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.133&CDS=1-1476
917	OG0000917	YDL157C	snap_masked-flattened_line_278-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.12&CDS=1-279
918	OG0000918	YDL159W	augustus_masked-flattened_line_42-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.88&CDS=1-2904
919	OG0000919	YDL160C	snap_masked-flattened_line_42-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.200&CDS=1-1293
920	OG0000920	YDL164C	genemark-flattened_line_42-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.53&CDS=1-5334
921	OG0000921	YDL165W	genemark-flattened_line_42-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.15&CDS=1-807
922	OG0000922	YDL166C	snap_masked-flattened_line_42-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.209&CDS=1-585
923	OG0000923	YDL167C	snap_masked-flattened_line_105-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.85&CDS=1-1974
924	OG0000924	YDL168W	snap_masked-flattened_line_14-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.76&CDS=1-1134
925	OG0000925	YDL169C	snap_masked-flattened_line_238-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.34&CDS=1-783
926	OG0000926	YDL171C	snap_masked-flattened_line_14-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.79&CDS=1-6408
927	OG0000927	YDL174C	snap_masked-flattened_line_167-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.47&CDS=1-1716
928	OG0000928	YDL177C	genemark-flattened_line_97-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.108&CDS=1-507
929	OG0000929	YDL178W	snap_masked-flattened_line_97-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.42&CDS=1-1590
930	OG0000930	YDL185W	augustus_masked-flattened_line_20-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.75&CDS=1-2811
931	OG0000931	YDL189W	augustus_masked-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.54&CDS=1-1668
932	OG0000932	YDL190C	snap_masked-flattened_line_20-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.27&CDS=1-3225
933	OG0000933	YDL193W	genemark-flattened_line_20-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.91&CDS=1-978
934	OG0000934	YDL195W	snap_masked-flattened_line_76-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.75&CDS=1-3648
935	OG0000935	YDL198C	snap_masked-flattened_line_80-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.49&CDS=1-894
936	OG0000936	YDL201W	augustus_masked-flattened_line_38-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.55&CDS=1-795
937	OG0000937	YDL202W	snap_masked-flattened_line_38-processed-gene-0.226-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.226&CDS=1-726
938	OG0000938	YDL203C	augustus_masked-flattened_line_56-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.179&CDS=1-2064
939	OG0000939	YDL205C	maker-flattened_line_87-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_87-snap-gene-0.86&CDS=1-1266
940	OG0000940	YDL207W	snap_masked-flattened_line_38-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.188&CDS=1-1656
941	OG0000941	YDL208W	snap_masked-flattened_line_38-processed-gene-0.230-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.230&CDS=1-468
942	OG0000942	YDL209C	snap_masked-flattened_line_143-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.34&CDS=1-981
943	OG0000943	YDL210W	snap_masked-flattened_line_127-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.14&CDS=1-1719
944	OG0000944	YDL212W	snap_masked-flattened_line_242-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.28&CDS=1-651
945	OG0000945	YDL215C	snap_masked-flattened_line_60-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.25&CDS=1-3072
946	OG0000946	YDL216C	snap_masked-flattened_line_252-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.27&CDS=1-1671
947	OG0000947	YDL217C	augustus_masked-flattened_line_117-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.70&CDS=1-546
948	OG0000948	YDL219W	snap_masked-flattened_line_320-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_320-processed-gene-0.12&CDS=1-486
949	OG0000949	YDL225W	snap_masked-flattened_line_234-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.11&CDS=1-1608
950	OG0000950	YDL226C	snap_masked-flattened_line_234-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.7&CDS=1-1122
951	OG0000951	YDL233W	snap_masked-flattened_line_18-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.86&CDS=1-2127
952	OG0000952	YDL234C	snap_masked-flattened_line_18-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.89&CDS=1-3384
953	OG0000953	YDL235C	snap_masked-flattened_line_32-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.149&CDS=1-486
954	OG0000954	YDL236W	genemark-flattened_line_331-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_331-processed-gene-0.2&CDS=1-897
955	OG0000955	YDL237W	genemark-flattened_line_159-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_159-processed-gene-0.6&CDS=1-939
956	OG0000956	YDL238C	snap_masked-flattened_line_111-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.36&CDS=1-1455
957	OG0000957	YDL240W	snap_masked-flattened_line_0-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.120&CDS=1-3540
958	OG0000958	YDR001C	genemark-flattened_line_256-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_256-processed-gene-0.11&CDS=1-2307
959	OG0000959	YDR002W	snap_masked-flattened_line_371-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_371-processed-gene-0.5&CDS=1-618
960	OG0000960	YDR004W	snap_masked-flattened_line_6-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.39&CDS=1-1299
961	OG0000961	YDR005C	snap_masked-flattened_line_6-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.19&CDS=1-939
962	OG0000962	YDR006C	snap_masked-flattened_line_147-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.59&CDS=1-2250
963	OG0000963	YDR007W	snap_masked-flattened_line_6-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.18&CDS=1-717
964	OG0000964	YDR013W	snap_masked-flattened_line_58-processed-gene-0.207-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.207&CDS=1-564
965	OG0000965	YDR016C	snap_masked-flattened_line_58-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.170&CDS=1-339
966	OG0000966	YDR017C	snap_masked-flattened_line_30-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.77&CDS=1-2850
