	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035677_Kodamaea_ohmeri
483	OG0000483	YAL002W	augustus_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.64&CDS=1-4059
484	OG0000484	YAL003W	maker-NODE_14_length_273670_cov_15.0565_ID_27-snap-gene-1.93-mRNA-1_1&gene=maker-NODE_14_length_273670_cov_15.0565_ID_27-snap-gene-1.93&CDS=1-636
485	OG0000485	YAL009W	augustus_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.216&CDS=1-1167
486	OG0000486	YAL010C	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.80&CDS=1-1275
487	OG0000487	YAL011W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.105&CDS=1-1914
488	OG0000488	YAL012W	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.16&CDS=1-1179
489	OG0000489	YAL013W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.31&CDS=1-1953
490	OG0000490	YAL014C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.139&CDS=1-807
491	OG0000491	YAL016W	augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.55&CDS=1-1896
492	OG0000492	YAL019W	maker-NODE_9_length_318665_cov_14.3369_ID_17-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_9_length_318665_cov_14.3369_ID_17-augustus-gene-1.5&CDS=1-3222
493	OG0000493	YAL020C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-3.14&CDS=1-1410
494	OG0000494	YAL021C	snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_17_length_234519_cov_13.9347_ID_33-processed-gene-0.25&CDS=1-2220
495	OG0000495	YAL022C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-4.122&CDS=1-1335
496	OG0000496	YAL023C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-1.3&CDS=1-2304
497	OG0000497	YAL024C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.35&CDS=1-5094
498	OG0000498	YAL025C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-6.16&CDS=1-891
499	OG0000499	YAL026C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-0.88&CDS=1-3924
500	OG0000500	YAL032C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-1.98&CDS=1-852
501	OG0000501	YAL033W	snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-1.166&CDS=1-522
502	OG0000502	YAL034W-A	snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-4.13&CDS=1-918
503	OG0000503	YAL035W	snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.87&CDS=1-3054
504	OG0000504	YAL036C	snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.70&CDS=1-1101
505	OG0000505	YAL038W	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.247-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-4.247&CDS=1-1512
506	OG0000506	YAL039C	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.151&CDS=1-783
507	OG0000507	YAL041W	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.154&CDS=1-2352
508	OG0000508	YAL042W	snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_29_length_158475_cov_14.1818_ID_57-processed-gene-0.125&CDS=1-1236
509	OG0000509	YAL043C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-8.132&CDS=1-2229
510	OG0000510	YAL044C	snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.43&CDS=1-540
511	OG0000511	YAL044W-A	snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.8&CDS=1-351
512	OG0000512	YAL046C	augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.120&CDS=1-273
513	OG0000513	YAL048C	augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.100&CDS=1-2001
514	OG0000514	YAL049C	maker-NODE_2_length_879785_cov_13.6258_ID_3-snap-gene-5.0-mRNA-1_1&gene=maker-NODE_2_length_879785_cov_13.6258_ID_3-snap-gene-5.0&CDS=1-696
515	OG0000515	YAL051W, YOR363C	
516	OG0000516	YAL053W	snap_masked-NODE_19_length_230192_cov_13.8172_ID_37-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_19_length_230192_cov_13.8172_ID_37-processed-gene-1.115&CDS=1-2331
517	OG0000517	YAL058W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.263-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.263&CDS=1-1740
518	OG0000518	YAL067C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-0.73&CDS=1-1746
519	OG0000519	YAR002W	augustus_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.192&CDS=1-1575
520	OG0000520	YAR003W	augustus_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-1.62&CDS=1-1242
521	OG0000521	YAR007C	snap_masked-NODE_11_length_302404_cov_13.98_ID_21-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_11_length_302404_cov_13.98_ID_21-processed-gene-0.45&CDS=1-1842
522	OG0000522	YAR008W	maker-NODE_14_length_273670_cov_15.0565_ID_27-snap-gene-0.112-mRNA-1_1&gene=maker-NODE_14_length_273670_cov_15.0565_ID_27-snap-gene-0.112&CDS=1-744
523	OG0000523	YAR014C	maker-NODE_50_length_38362_cov_12.7623_ID_99-snap-gene-0.14-mRNA-1_1&gene=maker-NODE_50_length_38362_cov_12.7623_ID_99-snap-gene-0.14&CDS=1-4068
524	OG0000524	YAR015W	snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.80&CDS=1-918
525	OG0000525	YAR018C	snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_37_length_78312_cov_21.3472_ID_73-processed-gene-0.59&CDS=1-1338
526	OG0000526	YAR042W	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-2.43&CDS=1-3585
527	OG0000527	YBL001C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-1.13&CDS=1-321
528	OG0000528	YBL004W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.103&CDS=1-7878
529	OG0000529	YBL007C	maker-NODE_3_length_792866_cov_15.5115_ID_5-augustus-gene-2.115-mRNA-1_1&gene=maker-NODE_3_length_792866_cov_15.5115_ID_5-augustus-gene-2.115&CDS=1-3693
530	OG0000530	YBL013W	genemark-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_28_length_159032_cov_13.7457_ID_55-processed-gene-0.149&CDS=1-1080
531	OG0000531	YBL015W	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-5.38&CDS=1-1572
532	OG0000532	YBL019W	augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-0.95&CDS=1-1398
533	OG0000533	YBL020W	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.16&CDS=1-1677
534	OG0000534	YBL021C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.39&CDS=1-939
535	OG0000535	YBL022C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.37&CDS=1-3345
536	OG0000536	YBL023C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-2.116&CDS=1-2568
537	OG0000537	YBL024W	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.38&CDS=1-2145
538	OG0000538	YBL025W	augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.120&CDS=1-597
539	OG0000539	YBL026W	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.40&CDS=1-342
540	OG0000540	YBL028C	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-2.28&CDS=1-315
541	OG0000541	YBL029C-A	augustus_masked-NODE_42_length_53985_cov_14.5149_ID_83-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_42_length_53985_cov_14.5149_ID_83-processed-gene-0.33&CDS=1-246
542	OG0000542	YBL029W	snap_masked-NODE_51_length_36942_cov_14.4116_ID_101-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_51_length_36942_cov_14.4116_ID_101-processed-gene-0.14&CDS=1-1737
543	OG0000543	YBL032W	snap_masked-NODE_38_length_66667_cov_14.138_ID_75-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_38_length_66667_cov_14.138_ID_75-processed-gene-0.85&CDS=1-957
544	OG0000544	YBL033C	snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_13_length_280641_cov_16.5591_ID_25-processed-gene-0.130&CDS=1-957
545	OG0000545	YBL035C	augustus_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.138&CDS=1-4578
546	OG0000546	YBL036C	snap_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.177&CDS=1-723
547	OG0000547	YBL037W	snap_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.228-mRNA-1_1&gene=snap_masked-NODE_25_length_181833_cov_18.5809_ID_49-processed-gene-0.228&CDS=1-3003
548	OG0000548	YBL038W	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-4.110&CDS=1-687
549	OG0000549	YBL039C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-5.33&CDS=1-1719
550	OG0000550	YBL040C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-2.109&CDS=1-636
551	OG0000551	YBL041W	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-2.129&CDS=1-726
552	OG0000552	YBL045C	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.21&CDS=1-1347
553	OG0000553	YBL047C	snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.195&CDS=1-4056
554	OG0000554	YBL049W	snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-1.23&CDS=1-723
555	OG0000555	YBL050W	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.42&CDS=1-879
556	OG0000556	YBL051C	augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.73&CDS=1-1974
557	OG0000557	YBL055C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.45&CDS=1-1419
558	OG0000558	YBL057C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.25&CDS=1-546
559	OG0000559	YBL058W	maker-NODE_5_length_558232_cov_15.6684_ID_9-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_5_length_558232_cov_15.6684_ID_9-snap-gene-3.1&CDS=1-1071
560	OG0000560	YBL059C-A	snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.222-mRNA-1_1&gene=snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.222&CDS=1-306
561	OG0000561	YBL059W	snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_16_length_237626_cov_15.7118_ID_31-processed-gene-0.25&CDS=1-468
562	OG0000562	YBL060W	snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_24_length_182254_cov_14.4319_ID_47-processed-gene-0.177&CDS=1-3504
563	OG0000563	YBL061C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-2.116&CDS=1-1746
564	OG0000564	YBL066C	snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_15_length_252352_cov_13.2114_ID_29-processed-gene-0.93&CDS=1-2841
565	OG0000565	YBL071W-A	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-0.110&CDS=1-207
566	OG0000566	YBL076C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-4.21&CDS=1-3222
567	OG0000567	YBL078C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-1.44&CDS=1-510
568	OG0000568	YBL080C	augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-1.86&CDS=1-1500
569	OG0000569	YBL082C	snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.268-mRNA-1_1&gene=snap_masked-NODE_7_length_499820_cov_13.769_ID_13-processed-gene-3.268&CDS=1-1380
570	OG0000570	YBL084C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-3.4&CDS=1-2034
571	OG0000571	YBL086C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-3.114&CDS=1-1119
572	OG0000572	YBL088C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-1.111&CDS=1-8733
573	OG0000573	YBL090W	snap_masked-NODE_57_length_30054_cov_12.6882_ID_113-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_57_length_30054_cov_12.6882_ID_113-processed-gene-0.5&CDS=1-465
574	OG0000574	YBL091C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-2.92&CDS=1-1290
575	OG0000575	YBL092W	augustus_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_8_length_426733_cov_14.3051_ID_15-processed-gene-0.41&CDS=1-423
576	OG0000576	YBL095W	snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_14_length_273670_cov_15.0565_ID_27-processed-gene-1.54&CDS=1-639
577	OG0000577	YBL097W	snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_23_length_199208_cov_13.2896_ID_45-processed-gene-0.75&CDS=1-2082
578	OG0000578	YBL099W	maker-NODE_4_length_741425_cov_15.4069_ID_7-augustus-gene-3.134-mRNA-1_1&gene=maker-NODE_4_length_741425_cov_15.4069_ID_7-augustus-gene-3.134&CDS=1-1635
579	OG0000579	YBL102W	augustus_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.21&CDS=1-621
580	OG0000580	YBL103C	snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_4_length_741425_cov_15.4069_ID_7-processed-gene-0.136&CDS=1-1488
581	OG0000581	YBL104C	augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.89&CDS=1-5190
582	OG0000582	YBR002C	snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_9_length_318665_cov_14.3369_ID_17-processed-gene-1.13&CDS=1-933
583	OG0000583	YBR003W	snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_30_length_152298_cov_13.6929_ID_59-processed-gene-0.172&CDS=1-1428
584	OG0000584	YBR004C	augustus_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_6_length_507021_cov_13.7374_ID_11-processed-gene-1.70&CDS=1-2388
585	OG0000585	YBR006W	maker-NODE_2_length_879785_cov_13.6258_ID_3-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_2_length_879785_cov_13.6258_ID_3-augustus-gene-4.4&CDS=1-2496
586	OG0000586	YBR007C	augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.95&CDS=1-2916
587	OG0000587	YBR008C	snap_masked-NODE_69_length_3108_cov_15.4435_ID_137-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_69_length_3108_cov_15.4435_ID_137-processed-gene-0.2&CDS=1-1767
588	OG0000588	YBR011C	snap_masked-NODE_38_length_66667_cov_14.138_ID_75-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_38_length_66667_cov_14.138_ID_75-processed-gene-0.62&CDS=1-861
589	OG0000589	YBR017C	snap_masked-NODE_50_length_38362_cov_12.7623_ID_99-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_50_length_38362_cov_12.7623_ID_99-processed-gene-0.10&CDS=1-2679
590	OG0000590	YBR018C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.37&CDS=1-1083
591	OG0000591	YBR019C	snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_10_length_305918_cov_13.4552_ID_19-processed-gene-0.39&CDS=1-2037
592	OG0000592	YBR023C	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-1.102&CDS=1-3594
593	OG0000593	YBR026C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.33&CDS=1-1143
594	OG0000594	YBR028C	augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-5.114&CDS=1-1302
595	OG0000595	YBR029C	snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1041238_cov_15.1557_ID_1-processed-gene-2.12&CDS=1-1263
596	OG0000596	YBR030W	snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.179&CDS=1-1830
597	OG0000597	YBR034C	snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.225-mRNA-1_1&gene=snap_masked-NODE_26_length_177896_cov_14.2002_ID_51-processed-gene-0.225&CDS=1-1032
598	OG0000598	YBR035C	snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_5_length_558232_cov_15.6684_ID_9-processed-gene-1.1&CDS=1-687
599	OG0000599	YBR037C	snap_masked-NODE_32_length_142605_cov_13.3373_ID_63-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_32_length_142605_cov_13.3373_ID_63-processed-gene-0.135&CDS=1-909
600	OG0000600	YBR039W	maker-NODE_5_length_558232_cov_15.6684_ID_9-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_5_length_558232_cov_15.6684_ID_9-snap-gene-3.0&CDS=1-1095
601	OG0000601	YBR040W	augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.42&CDS=1-822
602	OG0000602	YBR041W	snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_3_length_792866_cov_15.5115_ID_5-processed-gene-2.1&CDS=1-1959
603	OG0000603	YBR042C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.200-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.200&CDS=1-1188
604	OG0000604	YBR043C	snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.234-mRNA-1_1&gene=snap_masked-NODE_2_length_879785_cov_13.6258_ID_3-processed-gene-7.234&CDS=1-2256
