	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041840_Candida_wancherniae
401	OG0000401	YJR091C, YPR042C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.140&CDS=1-3135
402	OG0000402	YJR094W-A, YPR043W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-7.138&CDS=1-318
403	OG0000403	YKL050C, YMR031C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.93&CDS=1-2256
404	OG0000404	YKL065C, YMR040W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.99&CDS=1-567
405	OG0000405	YKL103C	augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-2.78&CDS=1-1584, snap_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-3.2&CDS=1-2007
406	OG0000406	YKL121W, YMR102C	maker-NODE_2_length_1010902_cov_46.2783_ID_931-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_2_length_1010902_cov_46.2783_ID_931-augustus-gene-0.50&CDS=1-2076
407	OG0000407	YKL126W, YMR104C	genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-9.116-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-9.116&CDS=1-1950
408	OG0000408	YKL128C	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-0.72&CDS=1-975, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.125&CDS=1-927
409	OG0000409	YKL132C, YMR113W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.70&CDS=1-2631
410	OG0000410	YKL133C, YMR115W	augustus_masked-NODE_21_length_45956_cov_37.0306_ID_1719-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_21_length_45956_cov_37.0306_ID_1719-processed-gene-0.77&CDS=1-1548
411	OG0000411	YKL141W, YMR118C	augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_15_length_216817_cov_40.2879_ID_1764-processed-gene-1.153&CDS=1-513
412	OG0000412	YKR017C	augustus_masked-NODE_300_length_358_cov_0.97166_ID_2654-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_300_length_358_cov_0.97166_ID_2654-processed-gene-0.2&CDS=1-312, genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.74-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.74&CDS=1-1782
413	OG0000413	YKR028W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-1.63&CDS=1-2823, augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.35&CDS=1-2805
414	OG0000414	YKR076W, YMR251W	genemark-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-5.70&CDS=1-990
415	OG0000415	YKR089C, YOR081C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.21&CDS=1-2670
416	OG0000416	YLL012W, YLR020C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.97&CDS=1-1524
417	OG0000417	YLL016W, YLR310C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.22&CDS=1-3927
418	OG0000418	YLL029W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-1.106&CDS=1-1938, genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-4.4&CDS=1-2121
419	OG0000419	YLR029C, YMR121C	augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-4.129&CDS=1-612
420	OG0000420	YLR031W, YMR124W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-0.75&CDS=1-3402
421	OG0000421	YLR034C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.47&CDS=1-1611, augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.147&CDS=1-1905
422	OG0000422	YLR098C, YOR337W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.78&CDS=1-2241
423	OG0000423	YLR130C	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.186&CDS=1-1017, genemark-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.92&CDS=1-1017
424	OG0000424	YLR241W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.17&CDS=1-2646, augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.167-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.167&CDS=1-2607
425	OG0000425	YLR248W	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-0.101&CDS=1-1809, genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.121&CDS=1-1536
426	OG0000426	YLR264W, YOR167C	maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-5.163-mRNA-1_1&gene=maker-NODE_3_length_991520_cov_48.5334_ID_1053-augustus-gene-5.163&CDS=1-201
427	OG0000427	YLR270W, YOR173W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.8&CDS=1-909
428	OG0000428	YLR287C-A, YOR182C	maker-NODE_10_length_357717_cov_45.4729_ID_1263-snap-gene-1.122-mRNA-1_1&gene=maker-NODE_10_length_357717_cov_45.4729_ID_1263-snap-gene-1.122&CDS=1-588
429	OG0000429	YLR367W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.23&CDS=1-390, maker-NODE_12_length_339908_cov_62.0418_ID_1277-augustus-gene-2.229-mRNA-1_1&gene=maker-NODE_12_length_339908_cov_62.0418_ID_1277-augustus-gene-2.229&CDS=1-390
430	OG0000430	YLR399C	augustus_masked-NODE_32_length_616_cov_0.936634_ID_2019-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_32_length_616_cov_0.936634_ID_2019-processed-gene-0.0&CDS=1-609, genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-7.7-mRNA-1_1&gene=genemark-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-7.7&CDS=1-1881
431	OG0000431	YLR449W, YML074C	augustus_masked-NODE_23_length_5593_cov_39.3345_ID_1911-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_23_length_5593_cov_39.3345_ID_1911-processed-gene-0.1&CDS=1-1245
432	OG0000432	YLR450W, YML075C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-2.101&CDS=1-4593
433	OG0000433	YLR456W, YPR172W	augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.3&CDS=1-510
434	OG0000434	YML054C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-0.67&CDS=1-1671, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.37&CDS=1-1659
435	OG0000435	YML085C, YML124C	genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.82&CDS=1-2577
436	OG0000436	YML100W, YMR261C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-13.20&CDS=1-2190
437	OG0000437	YML106W, YMR271C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-4.70&CDS=1-657
438	OG0000438	YMR014W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.109&CDS=1-1356, genemark-NODE_229_length_379_cov_0.880597_ID_2479-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_229_length_379_cov_0.880597_ID_2479-processed-gene-0.0&CDS=1-309
439	OG0000439	YMR020W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.62&CDS=1-1395, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-2.97&CDS=1-1389
440	OG0000440	YMR042W, YMR043W	genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.91-mRNA-1_1&gene=genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.91&CDS=1-696
441	OG0000441	YMR058W	augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_17_length_173294_cov_67.7439_ID_1487-processed-gene-0.150&CDS=1-1845, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-5.46&CDS=1-9012
442	OG0000442	YMR110C	augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-1.101&CDS=1-1707, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.91&CDS=1-3021
443	OG0000443	YMR172W, YOL116W	maker-NODE_10_length_357717_cov_45.4729_ID_1263-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_10_length_357717_cov_45.4729_ID_1263-snap-gene-2.2&CDS=1-1356
444	OG0000444	YMR177W, YPL224C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-4.47&CDS=1-1251
445	OG0000445	YMR182C, YPL230W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.12&CDS=1-1035
446	OG0000446	YMR183C, YPL232W	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-0.119&CDS=1-867
447	OG0000447	YMR194W, YPL249C-A	maker-NODE_9_length_409039_cov_43.8455_ID_1818-augustus-gene-2.152-mRNA-1_1&gene=maker-NODE_9_length_409039_cov_43.8455_ID_1818-augustus-gene-2.152&CDS=1-297
448	OG0000448	YMR199W, YPL256C	augustus_masked-NODE_19_length_105875_cov_41.28_ID_2904-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_19_length_105875_cov_41.28_ID_2904-processed-gene-0.20&CDS=1-1494
449	OG0000449	YMR221C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.144&CDS=1-1617, maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-2.0&CDS=1-1866
450	OG0000450	YMR222C, YOR280C	augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-3.183&CDS=1-846
451	OG0000451	YMR230W, YOR293W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-1.53&CDS=1-366
452	OG0000452	YMR237W, YOR299W	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-4.38&CDS=1-2625
453	OG0000453	YMR242C, YOR312C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-1.95&CDS=1-516
454	OG0000454	YMR253C, YPL264C	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.24&CDS=1-1122
455	OG0000455	YMR307W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-0.76&CDS=1-1647, augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-3.57&CDS=1-1653
456	OG0000456	YNL001W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.114&CDS=1-1113, augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-8.160&CDS=1-3399
457	OG0000457	YNL096C, YOR096W	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-5.21&CDS=1-564
458	OG0000458	YNL101W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.77&CDS=1-1980, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.96&CDS=1-1881
459	OG0000459	YNL104C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.116&CDS=1-1779, augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_609123_cov_48.3247_ID_1015-processed-gene-0.32&CDS=1-1725
460	OG0000460	YNL202W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-15.156&CDS=1-864, maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-12.120-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-12.120&CDS=1-3339
461	OG0000461	YNL271C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-4.5&CDS=1-4962, maker-NODE_2_length_1010902_cov_46.2783_ID_931-snap-gene-9.81-mRNA-1_1&gene=maker-NODE_2_length_1010902_cov_46.2783_ID_931-snap-gene-9.81&CDS=1-4845
462	OG0000462	YNL293W, YOL112W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-3.76&CDS=1-1710
463	OG0000463	YNL301C, YOL120C	maker-NODE_2_length_1010902_cov_46.2783_ID_931-snap-gene-9.82-mRNA-1_1&gene=maker-NODE_2_length_1010902_cov_46.2783_ID_931-snap-gene-9.82&CDS=1-2451
464	OG0000464	YNL322C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.75&CDS=1-372, augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.97&CDS=1-336
465	OG0000465	YNR018W	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.16&CDS=1-612, augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1010902_cov_46.2783_ID_931-processed-gene-6.82&CDS=1-621
466	OG0000466	YNR055C	augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-5.129&CDS=1-1719, augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-5.29&CDS=1-1674
467	OG0000467	YOL087C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-14.97&CDS=1-3126, snap_masked-NODE_131_length_415_cov_0.819079_ID_2285-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_131_length_415_cov_0.819079_ID_2285-processed-gene-0.0&CDS=1-336
468	OG0000468	YOL119C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.189-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.189&CDS=1-1410, genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_3_length_991520_cov_48.5334_ID_1053-processed-gene-3.139&CDS=1-1419
469	OG0000469	YOR021C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-2.79&CDS=1-2679, genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-5.81&CDS=1-1995
470	OG0000470	YOR049C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.117&CDS=1-2049, maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_8_length_429724_cov_46.1698_ID_1196-augustus-gene-1.1&CDS=1-2961
471	OG0000471	YOR059C	augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_11_length_350663_cov_63.1148_ID_1849-processed-gene-2.48&CDS=1-1452, augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_14_length_294837_cov_43.2695_ID_1346-processed-gene-1.15&CDS=1-1704
472	OG0000472	YOR226C, YPL135W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-5.144&CDS=1-534
473	OG0000473	YOR234C, YPL143W	maker-NODE_6_length_814528_cov_41.1598_ID_979-augustus-gene-1.65-mRNA-1_1&gene=maker-NODE_6_length_814528_cov_41.1598_ID_979-augustus-gene-1.65&CDS=1-321
474	OG0000474	YOR237W, YPL145C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.105&CDS=1-1254
475	OG0000475	YOR256C, YPL176C	augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_188242_cov_42.4077_ID_1527-processed-gene-0.39&CDS=1-2466
476	OG0000476	YOR270C	augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-10.87&CDS=1-2850, genemark-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_13_length_302379_cov_64.3008_ID_1562-processed-gene-2.0&CDS=1-2397
477	OG0000477	YOR390W, YPL279C	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-6.125&CDS=1-1233
478	OG0000478	YPR003C	augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_10_length_357717_cov_45.4729_ID_1263-processed-gene-1.38&CDS=1-2364, augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_409039_cov_43.8455_ID_1818-processed-gene-2.26&CDS=1-2160
479	OG0000479	YPR013C, YPR015C	augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.182-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-7.182&CDS=1-1020
480	OG0000480	YPR072W	augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_339908_cov_62.0418_ID_1277-processed-gene-2.37&CDS=1-1839, augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_881935_cov_49.742_ID_1127-processed-gene-1.34&CDS=1-3915
481	OG0000481	YPR086W	augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_883457_cov_51.0448_ID_1210-processed-gene-6.13&CDS=1-972, maker-NODE_14_length_294837_cov_43.2695_ID_1346-augustus-gene-1.169-mRNA-1_1&gene=maker-NODE_14_length_294837_cov_43.2695_ID_1346-augustus-gene-1.169&CDS=1-1350
482	OG0000482	YPR181C	genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_8_length_429724_cov_46.1698_ID_1196-processed-gene-1.110&CDS=1-2379, maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-5.3-mRNA-1_1&gene=maker-NODE_1_length_1621444_cov_47.3939_ID_889-augustus-gene-5.3&CDS=1-3246
483	OG0000483	YAL002W	genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_1_length_1621444_cov_47.3939_ID_889-processed-gene-0.7&CDS=1-4011
484	OG0000484	YAL003W	maker-NODE_6_length_814528_cov_41.1598_ID_979-augustus-gene-0.100-mRNA-1_1&gene=maker-NODE_6_length_814528_cov_41.1598_ID_979-augustus-gene-0.100&CDS=1-627
485	OG0000485	YAL009W	augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_814528_cov_41.1598_ID_979-processed-gene-1.86&CDS=1-1278
