	OrthologID	Saccharomyces_cerevisiae	yHAB154_Kazachstania_transvaalensis
372	OG0000372	YNL293W	augustus_masked-NODE_60_length_67938_cov_21.2449_ID_119-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_60_length_67938_cov_21.2449_ID_119-processed-gene-0.90&CDS=1-1551, augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.25&CDS=1-1674
373	OG0000373	YNL294C	augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.13&CDS=1-1383, augustus_masked-NODE_97_length_25797_cov_22.0895_ID_193-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_97_length_25797_cov_22.0895_ID_193-processed-gene-0.9&CDS=1-1584
374	OG0000374	YNL301C, YOL120C	maker-NODE_60_length_67938_cov_21.2449_ID_119-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_60_length_67938_cov_21.2449_ID_119-snap-gene-0.66&CDS=1-558
375	OG0000375	YNL302C, YOL121C	augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.15&CDS=1-432
376	OG0000376	YOL016C	augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-3.10&CDS=1-1311, genemark-NODE_35_length_114343_cov_21.4675_ID_69-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_35_length_114343_cov_21.4675_ID_69-processed-gene-0.116&CDS=1-1194
377	OG0000377	YOL115W	augustus_masked-NODE_60_length_67938_cov_21.2449_ID_119-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_60_length_67938_cov_21.2449_ID_119-processed-gene-0.91&CDS=1-1467, augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_64_length_64276_cov_21.9856_ID_127-processed-gene-0.28&CDS=1-1842
378	OG0000378	YOR178C	augustus_masked-NODE_49_length_85088_cov_21.7991_ID_97-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_49_length_85088_cov_21.7991_ID_97-processed-gene-0.100&CDS=1-2070, snap_masked-NODE_67_length_60883_cov_21.9534_ID_133-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_67_length_60883_cov_21.9534_ID_133-processed-gene-0.7&CDS=1-2388
379	OG0000379	YOR222W, YPL134C	genemark-NODE_78_length_45713_cov_23.6571_ID_155-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_78_length_45713_cov_23.6571_ID_155-processed-gene-0.21&CDS=1-954
380	OG0000380	YOR227W, YPL137C	genemark-NODE_143_length_8057_cov_23.011_ID_285-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_143_length_8057_cov_23.011_ID_285-processed-gene-0.5&CDS=1-4926
381	OG0000381	YOR234C, YPL143W	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.20&CDS=1-321
382	OG0000382	YOR256C	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-0.31&CDS=1-2511, snap_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_1_length_598420_cov_21.3006_ID_1-processed-gene-4.156&CDS=1-2454
383	OG0000383	YOR317W	augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.15&CDS=1-2088, augustus_masked-NODE_30_length_118171_cov_21.1659_ID_59-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_30_length_118171_cov_21.1659_ID_59-processed-gene-0.39&CDS=1-2109
384	OG0000384	YOR320C	augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_19_length_158303_cov_21.4526_ID_37-processed-gene-0.40&CDS=1-1449, snap_masked-NODE_151_length_7355_cov_22.465_ID_301-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_151_length_7355_cov_22.465_ID_301-processed-gene-0.1&CDS=1-1467
385	OG0000385	YPL204W	augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-0.22&CDS=1-1449, augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-1.36&CDS=1-1260
386	OG0000386	YPL221W	augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_418519_cov_21.3746_ID_5-processed-gene-0.27&CDS=1-2514, snap_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-2.72&CDS=1-2466
387	OG0000387	YPR013C, YPR015C	augustus_masked-NODE_51_length_80863_cov_22.6445_ID_101-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_51_length_80863_cov_22.6445_ID_101-processed-gene-0.11&CDS=1-1329
388	OG0000388	YPR074C	genemark-NODE_29_length_132202_cov_21.1597_ID_57-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_29_length_132202_cov_21.1597_ID_57-processed-gene-0.68&CDS=1-2061, snap_masked-NODE_23_length_154221_cov_21.087_ID_45-processed-gene-0.215-mRNA-1_1&gene=snap_masked-NODE_23_length_154221_cov_21.087_ID_45-processed-gene-0.215&CDS=1-2037
389	OG0000389	YPR159W	augustus_masked-NODE_33_length_116086_cov_21.5873_ID_65-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_33_length_116086_cov_21.5873_ID_65-processed-gene-0.31&CDS=1-2454, snap_masked-NODE_77_length_46772_cov_21.5054_ID_153-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_77_length_46772_cov_21.5054_ID_153-processed-gene-0.24&CDS=1-2328
390	OG0000390		augustus_masked-NODE_239_length_1709_cov_44.6536_ID_477-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_239_length_1709_cov_44.6536_ID_477-processed-gene-0.3&CDS=1-696, augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-2.215-mRNA-1_1&gene=augustus_masked-NODE_4_length_390199_cov_21.2824_ID_7-processed-gene-2.215&CDS=1-771, snap_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.109&CDS=1-813
391	OG0000391	YAL001C	augustus_masked-NODE_68_length_60656_cov_21.0068_ID_135-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_68_length_60656_cov_21.0068_ID_135-processed-gene-0.67&CDS=1-3597
392	OG0000392	YAL002W	snap_masked-NODE_68_length_60656_cov_21.0068_ID_135-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_68_length_60656_cov_21.0068_ID_135-processed-gene-0.29&CDS=1-4032
393	OG0000393	YAL003W	augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.8&CDS=1-627
394	OG0000394	YAL011W	genemark-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.76&CDS=1-1740
395	OG0000395	YAL012W	maker-NODE_22_length_154223_cov_21.7045_ID_43-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_22_length_154223_cov_21.7045_ID_43-augustus-gene-0.51&CDS=1-2619
396	OG0000396	YAL017W	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.41&CDS=1-4326
397	OG0000397	YAL018C	snap_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.114&CDS=1-897
398	OG0000398	YAL019W	genemark-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.96&CDS=1-6258
399	OG0000399	YAL020C	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.22&CDS=1-885
400	OG0000400	YAL025C	augustus_masked-NODE_26_length_139539_cov_21.8854_ID_51-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_26_length_139539_cov_21.8854_ID_51-processed-gene-0.49&CDS=1-909
401	OG0000401	YAL034W-A	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.18&CDS=1-1128
402	OG0000402	YAL035W	maker-NODE_7_length_273688_cov_21.2628_ID_13-snap-gene-1.166-mRNA-1_1&gene=maker-NODE_7_length_273688_cov_21.2628_ID_13-snap-gene-1.166&CDS=1-3867
403	OG0000403	YAL038W	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.16&CDS=1-1506
404	OG0000404	YAL039C	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.37&CDS=1-807
405	OG0000405	YAL040C	augustus_masked-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_7_length_273688_cov_21.2628_ID_13-processed-gene-1.129&CDS=1-1419
406	OG0000406	YAL041W	augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.15&CDS=1-2496
407	OG0000407	YAL043C	snap_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.131&CDS=1-2040
408	OG0000408	YAL044C	snap_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_22_length_154223_cov_21.7045_ID_43-processed-gene-0.130&CDS=1-513
409	OG0000409	YAL047C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.98&CDS=1-1581
410	OG0000410	YAL048C	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.97&CDS=1-1965
411	OG0000411	YAL049C	augustus_masked-NODE_109_length_20592_cov_20.8591_ID_217-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_109_length_20592_cov_20.8591_ID_217-processed-gene-0.5&CDS=1-750
412	OG0000412	YAL051W	maker-NODE_39_length_101681_cov_21.9201_ID_77-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_39_length_101681_cov_21.9201_ID_77-snap-gene-0.68&CDS=1-3975
413	OG0000413	YAL053W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.81&CDS=1-2517
414	OG0000414	YAL059W	augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_39_length_101681_cov_21.9201_ID_77-processed-gene-0.79&CDS=1-546
415	OG0000415	YAL060W	augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_436411_cov_20.7563_ID_3-processed-gene-0.2&CDS=1-1134
416	OG0000416	YAL067C	augustus_masked-NODE_104_length_23724_cov_27.3757_ID_207-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_104_length_23724_cov_27.3757_ID_207-processed-gene-0.11&CDS=1-1713
417	OG0000417	YAR002W	snap_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.31&CDS=1-1803
418	OG0000418	YAR007C	augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.10&CDS=1-1869
419	OG0000419	YAR008W	augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_93_length_29145_cov_24.8228_ID_185-processed-gene-0.5&CDS=1-939
420	OG0000420	YAR018C	maker-NODE_58_length_70197_cov_22.2879_ID_115-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_58_length_70197_cov_22.2879_ID_115-augustus-gene-0.72&CDS=1-3933
421	OG0000421	YAR035W	maker-NODE_15_length_183211_cov_21.6293_ID_29-augustus-gene-0.219-mRNA-1_1&gene=maker-NODE_15_length_183211_cov_21.6293_ID_29-augustus-gene-0.219&CDS=1-3099
422	OG0000422	YBL001C	augustus_masked-NODE_61_length_67061_cov_22.5336_ID_121-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_61_length_67061_cov_22.5336_ID_121-processed-gene-0.15&CDS=1-324
423	OG0000423	YBL004W	augustus_masked-NODE_61_length_67061_cov_22.5336_ID_121-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_61_length_67061_cov_22.5336_ID_121-processed-gene-0.25&CDS=1-7440
424	OG0000424	YBL010C	snap_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.65&CDS=1-1107
425	OG0000425	YBL014C	snap_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_17_length_171146_cov_21.89_ID_33-processed-gene-0.87&CDS=1-2757
426	OG0000426	YBL015W	maker-NODE_88_length_34563_cov_20.9498_ID_175-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_88_length_34563_cov_20.9498_ID_175-augustus-gene-0.4&CDS=1-2358
427	OG0000427	YBL018C	augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.7&CDS=1-303
428	OG0000428	YBL020W	augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.12&CDS=1-3279
429	OG0000429	YBL023C	augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_88_length_34563_cov_20.9498_ID_175-processed-gene-0.8&CDS=1-5787
430	OG0000430	YBL028C	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.193&CDS=1-321
431	OG0000431	YBL029C-A	snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.48&CDS=1-276
432	OG0000432	YBL029W	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.159&CDS=1-1773
433	OG0000433	YBL031W	snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.13&CDS=1-1332
434	OG0000434	YBL032W	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.157&CDS=1-1029
435	OG0000435	YBL033C	augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.192&CDS=1-933
436	OG0000436	YBL034C	snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.46&CDS=1-4863
437	OG0000437	YBL035C	snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_15_length_183211_cov_21.6293_ID_29-processed-gene-0.45&CDS=1-1998
438	OG0000438	YBL036C	augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_10_length_249930_cov_21.1696_ID_19-processed-gene-1.24&CDS=1-744
439	OG0000439	YBL039C	augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.0&CDS=1-1731
440	OG0000440	YBL040C	augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.1&CDS=1-657
441	OG0000441	YBL041W	genemark-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.8&CDS=1-723
442	OG0000442	YBL045C	augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.2&CDS=1-1458
443	OG0000443	YBL046W	augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_123_length_13558_cov_23.3366_ID_245-processed-gene-0.4&CDS=1-1764
444	OG0000444	YBL047C	augustus_masked-NODE_46_length_88373_cov_21.6343_ID_91-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_46_length_88373_cov_21.6343_ID_91-processed-gene-0.6&CDS=1-3969
445	OG0000445	YBL049W	augustus_masked-NODE_46_length_88373_cov_21.6343_ID_91-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_46_length_88373_cov_21.6343_ID_91-processed-gene-0.24&CDS=1-405
446	OG0000446	YBL050W	augustus_masked-NODE_46_length_88373_cov_21.6343_ID_91-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_46_length_88373_cov_21.6343_ID_91-processed-gene-0.25&CDS=1-876
447	OG0000447	YBL051C	genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.113&CDS=1-2757
448	OG0000448	YBL055C	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.48&CDS=1-1209
449	OG0000449	YBL057C	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.47&CDS=1-537
450	OG0000450	YBL058W	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.12&CDS=1-1188
451	OG0000451	YBL059C-A	genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.109&CDS=1-276
452	OG0000452	YBL060W	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.11&CDS=1-1515
453	OG0000453	YBL061C	snap_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.168-mRNA-1_1&gene=snap_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.168&CDS=1-2022
454	OG0000454	YBL063W	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.10&CDS=1-3549
455	OG0000455	YBL066C	snap_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.167&CDS=1-3192
456	OG0000456	YBL071W-A	augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.8&CDS=1-240
457	OG0000457	YBL076C	genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_24_length_153842_cov_21.3808_ID_47-processed-gene-0.105&CDS=1-3537
458	OG0000458	YBL079W	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.12&CDS=1-4404
459	OG0000459	YBL080C	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.28&CDS=1-1287
460	OG0000460	YBL082C	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.10&CDS=1-1521
461	OG0000461	YBL084C	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.27&CDS=1-2457
462	OG0000462	YBL086C	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.26&CDS=1-1407
463	OG0000463	YBL088C	augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_44_length_89224_cov_20.427_ID_87-processed-gene-0.25&CDS=1-7107
464	OG0000464	YBL091C	maker-NODE_12_length_212699_cov_20.9426_ID_23-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_12_length_212699_cov_20.9426_ID_23-snap-gene-1.1&CDS=1-1314
465	OG0000465	YBL092W	augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.43&CDS=1-393
466	OG0000466	YBL093C	augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_12_length_212699_cov_20.9426_ID_23-processed-gene-1.26&CDS=1-630
467	OG0000467	YBL095W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.216&CDS=1-744
468	OG0000468	YBL097W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.217&CDS=1-2469
469	OG0000469	YBL099W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.218&CDS=1-1680
470	OG0000470	YBL101C	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.186&CDS=1-3669
471	OG0000471	YBL102W	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.219&CDS=1-642
472	OG0000472	YBL103C	augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_16_length_180433_cov_20.8659_ID_31-processed-gene-0.187&CDS=1-2175
473	OG0000473	YBL104C	maker-NODE_16_length_180433_cov_20.8659_ID_31-snap-gene-0.232-mRNA-1_1&gene=maker-NODE_16_length_180433_cov_20.8659_ID_31-snap-gene-0.232&CDS=1-5409
474	OG0000474	YBR002C	augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.33&CDS=1-951
475	OG0000475	YBR003W	augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_98_length_25443_cov_21.4413_ID_195-processed-gene-0.28&CDS=1-1401
476	OG0000476	YBR004C	genemark-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.4&CDS=1-1140
477	OG0000477	YBR006W	augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.29&CDS=1-1488
478	OG0000478	YBR007C	augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_106_length_22589_cov_21.4404_ID_211-processed-gene-0.24&CDS=1-2814
479	OG0000479	YBR008C	augustus_masked-NODE_8_length_258848_cov_20.5846_ID_15-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_8_length_258848_cov_20.5846_ID_15-processed-gene-0.14&CDS=1-1677
