	OrthologID	Candida_sojae	Saccharomyces_cerevisiae
656	OG0000656	augustus_masked-LMTL01000006.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.81&CDS=1-2967	YJL176C
657	OG0000657	augustus_masked-LMTL01000006.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.65&CDS=1-285	YJL166W
658	OG0000658	augustus_masked-LMTL01000006.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.82&CDS=1-1053	YJL167W
659	OG0000659	augustus_masked-LMTL01000006.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.83&CDS=1-1233	YKL172W
660	OG0000660	augustus_masked-LMTL01000006.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.67&CDS=1-978	YBR187W
661	OG0000661	augustus_masked-LMTL01000006.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.85&CDS=1-672	YBR193C
662	OG0000662	augustus_masked-LMTL01000006.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.86&CDS=1-1161	YBR192W
663	OG0000663	augustus_masked-LMTL01000006.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.87&CDS=1-5775	YPL082C
664	OG0000664	augustus_masked-LMTL01000006.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LMTL01000006.1-processed-gene-0.90&CDS=1-1323	YDL131W
665	OG0000665	augustus_masked-LMTL01000007.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.92&CDS=1-1242	YMR235C
666	OG0000666	augustus_masked-LMTL01000007.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.93&CDS=1-3921	YNL250W
667	OG0000667	augustus_masked-LMTL01000007.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.94&CDS=1-2556	YPR112C
668	OG0000668	augustus_masked-LMTL01000007.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.95&CDS=1-981	YGR101W
669	OG0000669	augustus_masked-LMTL01000007.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.118&CDS=1-612	YFR001W
670	OG0000670	augustus_masked-LMTL01000007.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.98&CDS=1-1524	YCL032W
671	OG0000671	augustus_masked-LMTL01000007.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.101&CDS=1-2199	YDR324C
672	OG0000672	augustus_masked-LMTL01000007.1-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.122&CDS=1-1128	YML008C
673	OG0000673	augustus_masked-LMTL01000007.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.102&CDS=1-3714	YDR325W
674	OG0000674	augustus_masked-LMTL01000007.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.123&CDS=1-1515	YML007W
675	OG0000675	augustus_masked-LMTL01000007.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.103&CDS=1-2379	YEL053C
676	OG0000676	augustus_masked-LMTL01000007.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.105&CDS=1-1137	YHR068W
677	OG0000677	augustus_masked-LMTL01000007.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.106&CDS=1-1539	YKL103C
678	OG0000678	maker-LMTL01000007.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LMTL01000007.1-augustus-gene-0.1&CDS=1-2142	YML017W
679	OG0000679	augustus_masked-LMTL01000007.1-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.124&CDS=1-1395	YER020W
680	OG0000680	augustus_masked-LMTL01000007.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.126&CDS=1-1536	YKL139W
681	OG0000681	augustus_masked-LMTL01000007.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.108&CDS=1-222	YIL156W-B
682	OG0000682	augustus_masked-LMTL01000007.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.127&CDS=1-2115	YKL104C
683	OG0000683	augustus_masked-LMTL01000007.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.109&CDS=1-1113	YDR282C
684	OG0000684	augustus_masked-LMTL01000007.1-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.112&CDS=1-2034	YMR108W
685	OG0000685	augustus_masked-LMTL01000007.1-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.113&CDS=1-1785	YNL308C
686	OG0000686	snap_masked-LMTL01000007.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LMTL01000007.1-processed-gene-0.91&CDS=1-177	YMR256C
687	OG0000687	augustus_masked-LMTL01000007.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-LMTL01000007.1-processed-gene-0.115&CDS=1-1086	YKR066C
688	OG0000688	augustus_masked-LMTL01000008.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.39&CDS=1-1530	YHR135C
689	OG0000689	augustus_masked-LMTL01000008.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.49&CDS=1-657	YER100W
690	OG0000690	augustus_masked-LMTL01000008.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.41&CDS=1-2109	YBL061C
691	OG0000691	augustus_masked-LMTL01000008.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.50&CDS=1-2538	YGL216W
692	OG0000692	snap_masked-LMTL01000008.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LMTL01000008.1-processed-gene-0.32&CDS=1-1149	YNL025C
693	OG0000693	augustus_masked-LMTL01000008.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.45&CDS=1-1032	YIL083C
694	OG0000694	augustus_masked-LMTL01000008.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.55&CDS=1-1467	YNL026W
695	OG0000695	augustus_masked-LMTL01000008.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.57&CDS=1-1191	YML005W
696	OG0000696	augustus_masked-LMTL01000008.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000008.1-processed-gene-0.46&CDS=1-1404	YNL016W
697	OG0000697	snap_masked-LMTL01000008.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LMTL01000008.1-processed-gene-0.27&CDS=1-1509	YDL122W
698	OG0000698	augustus_masked-LMTL01000009.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.2&CDS=1-1260	YBL086C
699	OG0000699	augustus_masked-LMTL01000009.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.18&CDS=1-381	YER112W
700	OG0000700	augustus_masked-LMTL01000009.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.3&CDS=1-1188	YHR123W
701	OG0000701	augustus_masked-LMTL01000009.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.19&CDS=1-435	YNL131W
702	OG0000702	augustus_masked-LMTL01000009.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.20&CDS=1-2718	YNL127W
703	OG0000703	augustus_masked-LMTL01000009.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.4&CDS=1-627	YHR121W
704	OG0000704	augustus_masked-LMTL01000009.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.21&CDS=1-1029	YNL128W
705	OG0000705	snap_masked-LMTL01000009.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LMTL01000009.1-processed-gene-0.35&CDS=1-612	YML098W
706	OG0000706	snap_masked-LMTL01000009.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LMTL01000009.1-processed-gene-0.36&CDS=1-2877	YIL030C
707	OG0000707	genemark-LMTL01000009.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LMTL01000009.1-processed-gene-0.71&CDS=1-1557	YDR052C
708	OG0000708	augustus_masked-LMTL01000009.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.7&CDS=1-2280	YOL023W
709	OG0000709	augustus_masked-LMTL01000009.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.8&CDS=1-1233	YOL022C
710	OG0000710	augustus_masked-LMTL01000009.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.9&CDS=1-2241	YOL076W
711	OG0000711	augustus_masked-LMTL01000009.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.11&CDS=1-870	YLR205C
712	OG0000712	augustus_masked-LMTL01000009.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.26&CDS=1-744	YDL166C
713	OG0000713	augustus_masked-LMTL01000009.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.12&CDS=1-546	YDL165W
714	OG0000714	genemark-LMTL01000009.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LMTL01000009.1-processed-gene-0.91&CDS=1-665	YHR012W
715	OG0000715	augustus_masked-LMTL01000009.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.28&CDS=1-1557	YOR161C
716	OG0000716	augustus_masked-LMTL01000009.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.13&CDS=1-1287	YJR053W
717	OG0000717	augustus_masked-LMTL01000009.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000009.1-processed-gene-0.29&CDS=1-1671	YMR307W
718	OG0000718	augustus_masked-LMTL01000010.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000010.1-processed-gene-0.13&CDS=1-459	YLR170C
719	OG0000719	augustus_masked-LMTL01000010.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000010.1-processed-gene-0.1&CDS=1-1926	YDR017C
720	OG0000720	augustus_masked-LMTL01000010.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000010.1-processed-gene-0.2&CDS=1-1893	YHL032C
721	OG0000721	augustus_masked-LMTL01000010.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000010.1-processed-gene-0.11&CDS=1-1113	YPR035W
722	OG0000722	augustus_masked-LMTL01000010.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000010.1-processed-gene-0.12&CDS=1-1401	YPR036W
723	OG0000723	augustus_masked-LMTL01000011.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.0&CDS=1-1089	YBL013W
724	OG0000724	augustus_masked-LMTL01000011.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.18&CDS=1-9306	YLL040C
725	OG0000725	augustus_masked-LMTL01000011.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.21&CDS=1-447	YBR109C
726	OG0000726	augustus_masked-LMTL01000011.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.1&CDS=1-3348	YOR346W
727	OG0000727	augustus_masked-LMTL01000011.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.2&CDS=1-1146	YPR068C
728	OG0000728	augustus_masked-LMTL01000011.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.22&CDS=1-1386	YBR110W
729	OG0000729	maker-LMTL01000011.1-augustus-gene-0.94-mRNA-1_1&gene=maker-LMTL01000011.1-augustus-gene-0.94&CDS=1-810	YGL221C
730	OG0000730	augustus_masked-LMTL01000011.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.25&CDS=1-2184	YHR197W
731	OG0000731	augustus_masked-LMTL01000011.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.26&CDS=1-2445	YOR270C
732	OG0000732	augustus_masked-LMTL01000011.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.5&CDS=1-4644	YLR384C
733	OG0000733	augustus_masked-LMTL01000011.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.6&CDS=1-6411	YDL058W
734	OG0000734	augustus_masked-LMTL01000011.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.7&CDS=1-2283	YNR033W
735	OG0000735	augustus_masked-LMTL01000011.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.8&CDS=1-2472	YCR077C
736	OG0000736	augustus_masked-LMTL01000011.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.32&CDS=1-3942	YMR109W
737	OG0000737	augustus_masked-LMTL01000011.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.9&CDS=1-1851	YGR194C
738	OG0000738	augustus_masked-LMTL01000011.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.10&CDS=1-1398	YJR003C
739	OG0000739	augustus_masked-LMTL01000011.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.11&CDS=1-1119	YIR034C
740	OG0000740	augustus_masked-LMTL01000011.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.35&CDS=1-1356	YKL021C
741	OG0000741	augustus_masked-LMTL01000011.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.12&CDS=1-2139	YKL022C
742	OG0000742	augustus_masked-LMTL01000011.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.13&CDS=1-1524	YGR223C
743	OG0000743	snap_masked-LMTL01000011.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-LMTL01000011.1-processed-gene-0.84&CDS=1-924	YGR222W
744	OG0000744	snap_masked-LMTL01000011.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LMTL01000011.1-processed-gene-0.59&CDS=1-2598	YLL013C
745	OG0000745	maker-LMTL01000011.1-augustus-gene-0.96-mRNA-1_1&gene=maker-LMTL01000011.1-augustus-gene-0.96&CDS=1-2820	YER049W
746	OG0000746	augustus_masked-LMTL01000011.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.16&CDS=1-1623	YER052C
747	OG0000747	augustus_masked-LMTL01000011.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.43&CDS=1-966	YIL041W
748	OG0000748	augustus_masked-LMTL01000011.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.44&CDS=1-1566	YHR137W
749	OG0000749	augustus_masked-LMTL01000011.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000011.1-processed-gene-0.45&CDS=1-1485	YLR212C
750	OG0000750	augustus_masked-LMTL01000012.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.27&CDS=1-1407	YGL012W
751	OG0000751	augustus_masked-LMTL01000012.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.42&CDS=1-741	YGL011C
752	OG0000752	augustus_masked-LMTL01000012.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.28&CDS=1-3501	YGL194C
753	OG0000753	augustus_masked-LMTL01000012.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.29&CDS=1-2274	YMR036C
754	OG0000754	augustus_masked-LMTL01000012.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.43&CDS=1-2706	YKR009C
755	OG0000755	augustus_masked-LMTL01000012.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.44&CDS=1-1368	YJR124C
756	OG0000756	augustus_masked-LMTL01000012.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.32&CDS=1-549	YOL008W
757	OG0000757	augustus_masked-LMTL01000012.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.35&CDS=1-840	YFR050C
758	OG0000758	augustus_masked-LMTL01000012.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.37&CDS=1-1509	YCR053W
759	OG0000759	augustus_masked-LMTL01000012.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.48&CDS=1-1317	YCR054C
760	OG0000760	augustus_masked-LMTL01000012.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.38&CDS=1-1278	YGL248W
761	OG0000761	augustus_masked-LMTL01000012.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.49&CDS=1-1671	YFR051C
762	OG0000762	augustus_masked-LMTL01000012.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000012.1-processed-gene-0.51&CDS=1-1587	YNL291C
763	OG0000763	augustus_masked-LMTL01000013.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.33&CDS=1-2874	YOR160W
764	OG0000764	augustus_masked-LMTL01000013.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.34&CDS=1-3915	YNL273W
765	OG0000765	augustus_masked-LMTL01000013.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.20&CDS=1-864	YMR178W
766	OG0000766	augustus_masked-LMTL01000013.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.22&CDS=1-2829	YNL325C
767	OG0000767	snap_masked-LMTL01000013.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LMTL01000013.1-processed-gene-0.44&CDS=1-654	YKL117W
768	OG0000768	augustus_masked-LMTL01000013.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.24&CDS=1-1410	YHL004W
769	OG0000769	augustus_masked-LMTL01000013.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.35&CDS=1-2886	YOR335C
770	OG0000770	augustus_masked-LMTL01000013.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.26&CDS=1-1542	YNR052C
771	OG0000771	maker-LMTL01000013.1-augustus-gene-0.62-mRNA-1_1&gene=maker-LMTL01000013.1-augustus-gene-0.62&CDS=1-1614	YNR053C
772	OG0000772	augustus_masked-LMTL01000013.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LMTL01000013.1-processed-gene-0.39&CDS=1-1986	YGL205W
773	OG0000773	augustus_masked-LMTL01000014.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.31&CDS=1-1203	YNL064C
774	OG0000774	augustus_masked-LMTL01000014.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.32&CDS=1-1536	YNL138W
775	OG0000775	augustus_masked-LMTL01000014.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.6&CDS=1-2331	YNL059C
776	OG0000776	augustus_masked-LMTL01000014.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.33&CDS=1-1866	YNL061W
777	OG0000777	augustus_masked-LMTL01000014.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.7&CDS=1-1401	YNL062C
778	OG0000778	augustus_masked-LMTL01000014.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.34&CDS=1-924	YNL063W
779	OG0000779	augustus_masked-LMTL01000014.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.35&CDS=1-1383	YNL137C
780	OG0000780	maker-LMTL01000014.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LMTL01000014.1-augustus-gene-0.0&CDS=1-4332	YHR120W
781	OG0000781	augustus_masked-LMTL01000014.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.36&CDS=1-1806	YNL124W
782	OG0000782	augustus_masked-LMTL01000014.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.9&CDS=1-612	YMR121C
783	OG0000783	augustus_masked-LMTL01000014.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.10&CDS=1-1764	YMR120C
784	OG0000784	augustus_masked-LMTL01000014.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.11&CDS=1-2034	YOR254C
785	OG0000785	augustus_masked-LMTL01000014.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.37&CDS=1-522	YOR253W
786	OG0000786	augustus_masked-LMTL01000014.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.12&CDS=1-477	YPL170W
787	OG0000787	augustus_masked-LMTL01000014.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.13&CDS=1-1959	YPL169C
788	OG0000788	augustus_masked-LMTL01000014.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.14&CDS=1-1020	YPL175W
789	OG0000789	snap_masked-LMTL01000014.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LMTL01000014.1-processed-gene-0.89&CDS=1-2685	YPL174C
790	OG0000790	maker-LMTL01000014.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LMTL01000014.1-augustus-gene-0.1&CDS=1-636	YOR257W
791	OG0000791	snap_masked-LMTL01000014.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LMTL01000014.1-processed-gene-0.67&CDS=1-1026	YPL173W
792	OG0000792	augustus_masked-LMTL01000014.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.40&CDS=1-1311	YOR259C
793	OG0000793	augustus_masked-LMTL01000014.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.16&CDS=1-1434	YOR260W
794	OG0000794	maker-LMTL01000014.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LMTL01000014.1-augustus-gene-0.2&CDS=1-648	YLR268W
795	OG0000795	augustus_masked-LMTL01000014.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.18&CDS=1-1728	YGL124C
796	OG0000796	augustus_masked-LMTL01000014.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.42&CDS=1-768	YHR038W
797	OG0000797	augustus_masked-LMTL01000014.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.43&CDS=1-1095	YHR085W
798	OG0000798	augustus_masked-LMTL01000014.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.19&CDS=1-1341	YHR036W
799	OG0000799	augustus_masked-LMTL01000014.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.20&CDS=1-2163	YOR273C
800	OG0000800	maker-LMTL01000014.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LMTL01000014.1-augustus-gene-0.3&CDS=1-237	YDR320C-A
801	OG0000801	snap_masked-LMTL01000014.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-LMTL01000014.1-processed-gene-0.93&CDS=1-177	YHR072W-A
802	OG0000802	augustus_masked-LMTL01000014.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.23&CDS=1-1134	YGL148W
803	OG0000803	augustus_masked-LMTL01000014.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.45&CDS=1-1677	YLR103C
804	OG0000804	augustus_masked-LMTL01000014.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.46&CDS=1-1809	YNR038W
805	OG0000805	augustus_masked-LMTL01000014.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.25&CDS=1-273	YNR037C
806	OG0000806	augustus_masked-LMTL01000014.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.47&CDS=1-1284	YCR079W
807	OG0000807	augustus_masked-LMTL01000014.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.52&CDS=1-768	YKL040C
808	OG0000808	augustus_masked-LMTL01000014.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.29&CDS=1-858	YKL154W
809	OG0000809	augustus_masked-LMTL01000014.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.53&CDS=1-990	YER133W
810	OG0000810	augustus_masked-LMTL01000014.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LMTL01000014.1-processed-gene-0.30&CDS=1-342	YER128W
811	OG0000811	augustus_masked-LMTL01000015.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LMTL01000015.1-processed-gene-0.59&CDS=1-609	YBL057C
812	OG0000812	snap_masked-LMTL01000015.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LMTL01000015.1-processed-gene-0.29&CDS=1-2826	YMR019W
813	OG0000813	augustus_masked-LMTL01000015.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LMTL01000015.1-processed-gene-0.51&CDS=1-960	YDR353W
