	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034933_Kuraishia_molischiana
635	OG0000635	YBR082C	augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.167&CDS=1-441
636	OG0000636	YBR083W	snap_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-1.181&CDS=1-1713
637	OG0000637	YBR085W	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-3.167&CDS=1-909
638	OG0000638	YBR086C	augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.71&CDS=1-2733
639	OG0000639	YBR087W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.136&CDS=1-1068
640	OG0000640	YBR088C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.108&CDS=1-771
641	OG0000641	YBR091C	augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-3.134&CDS=1-318
642	OG0000642	YBR094W	maker-NODE_7_length_451488_cov_17.0458_ID_13-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_7_length_451488_cov_17.0458_ID_13-augustus-gene-0.11&CDS=1-2136
643	OG0000643	YBR095C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.128&CDS=1-915
644	OG0000644	YBR096W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.237-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.237&CDS=1-630
645	OG0000645	YBR097W	augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-1.108&CDS=1-4446
646	OG0000646	YBR098W	snap_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.103&CDS=1-1503
647	OG0000647	YBR101C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.78&CDS=1-852
648	OG0000648	YBR102C	snap_masked-NODE_31_length_88113_cov_17.9344_ID_61-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_31_length_88113_cov_17.9344_ID_61-processed-gene-0.58&CDS=1-1995
649	OG0000649	YBR103W	augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-1.86&CDS=1-1500
650	OG0000650	YBR106W	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.37&CDS=1-564
651	OG0000651	YBR110W	augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.51&CDS=1-1230
652	OG0000652	YBR111C	maker-NODE_7_length_451488_cov_17.0458_ID_13-snap-gene-1.175-mRNA-1_1&gene=maker-NODE_7_length_451488_cov_17.0458_ID_13-snap-gene-1.175&CDS=1-2724
653	OG0000653	YBR111W-A	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.51&CDS=1-285
654	OG0000654	YBR115C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.80&CDS=1-4197
655	OG0000655	YBR120C	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-2.69&CDS=1-429
656	OG0000656	YBR121C	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-0.41&CDS=1-1965
657	OG0000657	YBR122C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-0.111&CDS=1-462
658	OG0000658	YBR123C	snap_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-0.12&CDS=1-1602
659	OG0000659	YBR126C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.113&CDS=1-1404
660	OG0000660	YBR127C	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.11&CDS=1-1500
661	OG0000661	YBR129C	snap_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-1.126&CDS=1-999
662	OG0000662	YBR133C	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.125&CDS=1-2277
663	OG0000663	YBR135W	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.161&CDS=1-306
664	OG0000664	YBR136W	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.160&CDS=1-6903
665	OG0000665	YBR138C	snap_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.102&CDS=1-702
666	OG0000666	YBR141C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.74&CDS=1-927
667	OG0000667	YBR142W	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.100&CDS=1-2190
668	OG0000668	YBR143C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.73&CDS=1-1305
669	OG0000669	YBR146W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.72&CDS=1-879
670	OG0000670	YBR149W	augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.110&CDS=1-957
671	OG0000671	YBR153W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.96&CDS=1-711
672	OG0000672	YBR154C	snap_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.131&CDS=1-642
673	OG0000673	YBR155W	augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-1.83&CDS=1-1140
674	OG0000674	YBR156C	augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-1.111&CDS=1-2364
675	OG0000675	YBR158W	snap_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.122&CDS=1-1440
676	OG0000676	YBR160W	maker-NODE_11_length_419317_cov_17.5396_ID_21-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_11_length_419317_cov_17.5396_ID_21-snap-gene-2.3&CDS=1-1971
677	OG0000677	YBR162C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.82&CDS=1-1374
678	OG0000678	YBR162W-A	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.81&CDS=1-1284
679	OG0000679	YBR163W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.45&CDS=1-1839
680	OG0000680	YBR166C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-0.115&CDS=1-1305
681	OG0000681	YBR167C	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.29&CDS=1-543
682	OG0000682	YBR169C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.46&CDS=1-2085
683	OG0000683	YBR170C	maker-NODE_4_length_469448_cov_18.9383_ID_7-augustus-gene-3.181-mRNA-1_1&gene=maker-NODE_4_length_469448_cov_18.9383_ID_7-augustus-gene-3.181&CDS=1-1665
684	OG0000684	YBR171W	augustus_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.74&CDS=1-552
685	OG0000685	YBR173C	snap_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.152&CDS=1-432
686	OG0000686	YBR176W	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-3.79&CDS=1-960
687	OG0000687	YBR179C	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.55&CDS=1-2535
688	OG0000688	YBR182C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.53&CDS=1-1152
689	OG0000689	YBR187W	maker-NODE_6_length_458281_cov_18.4326_ID_11-augustus-gene-1.58-mRNA-1_1&gene=maker-NODE_6_length_458281_cov_18.4326_ID_11-augustus-gene-1.58&CDS=1-2346
690	OG0000690	YBR192W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.85&CDS=1-1041
691	OG0000691	YBR193C	augustus_masked-NODE_51_length_6902_cov_18.7581_ID_101-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_51_length_6902_cov_18.7581_ID_101-processed-gene-0.13&CDS=1-606
692	OG0000692	YBR195C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.164&CDS=1-1152
693	OG0000693	YBR196C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.142&CDS=1-1641
694	OG0000694	YBR198C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.140&CDS=1-2274
695	OG0000695	YBR200W	augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.107&CDS=1-1749
696	OG0000696	YBR202W	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.38&CDS=1-2460
697	OG0000697	YBR203W	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-2.23&CDS=1-1599
698	OG0000698	YBR208C	augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-2.91&CDS=1-5466
699	OG0000699	YBR213W	maker-NODE_5_length_458826_cov_17.8614_ID_9-augustus-gene-1.128-mRNA-1_1&gene=maker-NODE_5_length_458826_cov_17.8614_ID_9-augustus-gene-1.128&CDS=1-795
700	OG0000700	YBR215W	augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.95&CDS=1-1185
701	OG0000701	YBR217W	augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.96&CDS=1-546
702	OG0000702	YBR218C	augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.90&CDS=1-3513
703	OG0000703	YBR220C	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.9&CDS=1-1731
704	OG0000704	YBR221C	augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-3.69&CDS=1-1122
705	OG0000705	YBR222C	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.1&CDS=1-1596
706	OG0000706	YBR223C	snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.126&CDS=1-1515
707	OG0000707	YBR227C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.21&CDS=1-1794
708	OG0000708	YBR228W	genemark-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-5.157-mRNA-1_1&gene=genemark-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-5.157&CDS=1-894
709	OG0000709	YBR229C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.106&CDS=1-2778
710	OG0000710	YBR231C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.28&CDS=1-732
711	OG0000711	YBR234C	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.133&CDS=1-1074
712	OG0000712	YBR235W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.140&CDS=1-3450
713	OG0000713	YBR236C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.139&CDS=1-1302
714	OG0000714	YBR243C	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.29&CDS=1-1353
715	OG0000715	YBR246W	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.51&CDS=1-891
716	OG0000716	YBR247C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.18&CDS=1-1416
717	OG0000717	YBR248C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.17&CDS=1-1677
718	OG0000718	YBR251W	augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.91&CDS=1-960
719	OG0000719	YBR254C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.50&CDS=1-423
720	OG0000720	YBR255C-A	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.49&CDS=1-381
721	OG0000721	YBR255W	snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.139&CDS=1-1569
722	OG0000722	YBR256C	maker-NODE_1_length_742767_cov_17.4374_ID_1-augustus-gene-6.184-mRNA-1_1&gene=maker-NODE_1_length_742767_cov_17.4374_ID_1-augustus-gene-6.184&CDS=1-702
723	OG0000723	YBR257W	snap_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-0.102&CDS=1-873
724	OG0000724	YBR258C	maker-NODE_11_length_419317_cov_17.5396_ID_21-augustus-gene-3.156-mRNA-1_1&gene=maker-NODE_11_length_419317_cov_17.5396_ID_21-augustus-gene-3.156&CDS=1-351
725	OG0000725	YBR260C	snap_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-3.223-mRNA-1_1&gene=snap_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-3.223&CDS=1-1845
726	OG0000726	YBR261C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.7&CDS=1-732
727	OG0000727	YBR265W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.55&CDS=1-942
728	OG0000728	YBR267W	augustus_masked-NODE_38_length_39271_cov_17.9472_ID_75-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_38_length_39271_cov_17.9472_ID_75-processed-gene-0.36&CDS=1-1197
729	OG0000729	YBR268W	augustus_masked-NODE_19_length_201678_cov_21.102_ID_37-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_19_length_201678_cov_21.102_ID_37-processed-gene-1.144&CDS=1-279
730	OG0000730	YBR269C	augustus_masked-NODE_19_length_201678_cov_21.102_ID_37-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_19_length_201678_cov_21.102_ID_37-processed-gene-1.149&CDS=1-345
731	OG0000731	YBR271W	snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.184&CDS=1-1395
732	OG0000732	YBR274W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.14&CDS=1-1611
733	OG0000733	YBR276C	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.14&CDS=1-3066
734	OG0000734	YBR279W	augustus_masked-NODE_19_length_201678_cov_21.102_ID_37-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_19_length_201678_cov_21.102_ID_37-processed-gene-1.155&CDS=1-1176
735	OG0000735	YBR280C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.106&CDS=1-1458
736	OG0000736	YBR281C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.134&CDS=1-2556
737	OG0000737	YBR282W	augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-1.88&CDS=1-432
738	OG0000738	YBR286W	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.33&CDS=1-1536
739	OG0000739	YBR287W	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.95&CDS=1-1290
740	OG0000740	YBR288C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.94&CDS=1-1773
741	OG0000741	YBR289W	maker-NODE_3_length_503722_cov_17.4391_ID_5-snap-gene-3.196-mRNA-1_1&gene=maker-NODE_3_length_503722_cov_17.4391_ID_5-snap-gene-3.196&CDS=1-2976
742	OG0000742	YBR291C	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-3.42&CDS=1-888
743	OG0000743	YBR293W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.96&CDS=1-1623
744	OG0000744	YCL001W	augustus_masked-NODE_25_length_118054_cov_20.9661_ID_49-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_25_length_118054_cov_20.9661_ID_49-processed-gene-0.205&CDS=1-546
745	OG0000745	YCL004W	augustus_masked-NODE_25_length_118054_cov_20.9661_ID_49-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_25_length_118054_cov_20.9661_ID_49-processed-gene-0.206&CDS=1-1539
746	OG0000746	YCL005W-A	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.76&CDS=1-228
747	OG0000747	YCL008C	maker-NODE_2_length_728764_cov_17.4395_ID_3-augustus-gene-4.124-mRNA-1_1&gene=maker-NODE_2_length_728764_cov_17.4395_ID_3-augustus-gene-4.124&CDS=1-1323
748	OG0000748	YCL009C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-1.68&CDS=1-894
749	OG0000749	YCL010C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.103&CDS=1-711
750	OG0000750	YCL012C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.125&CDS=1-408
751	OG0000751	YCL014W	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.101&CDS=1-3642
752	OG0000752	YCL016C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.124&CDS=1-1029
753	OG0000753	YCL017C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.63&CDS=1-1392
754	OG0000754	YCL018W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.61&CDS=1-1089
