	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035654_Tortispora_ganteri
470	OG0000470	YBL021C	augustus_masked-flattened_line_22-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.65&CDS=1-603
471	OG0000471	YBL022C	augustus_masked-flattened_line_22-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.219&CDS=1-3420
472	OG0000472	YBL023C	augustus_masked-flattened_line_64-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.69&CDS=1-2526
473	OG0000473	YBL024W	maker-flattened_line_10-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.50&CDS=1-3738
474	OG0000474	YBL026W	augustus_masked-flattened_line_48-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.24&CDS=1-945
475	OG0000475	YBL033C	augustus_masked-flattened_line_56-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.87&CDS=1-1083
476	OG0000476	YBL034C	augustus_masked-flattened_line_0-processed-gene-6.274-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.274&CDS=1-3510
477	OG0000477	YBL035C	snap_masked-flattened_line_20-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.106&CDS=1-1773
478	OG0000478	YBL036C	snap_masked-flattened_line_0-processed-gene-3.144-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.144&CDS=1-717
479	OG0000479	YBL038W	augustus_masked-flattened_line_2-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.81&CDS=1-636
480	OG0000480	YBL039C	augustus_masked-flattened_line_10-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.58&CDS=1-1728
481	OG0000481	YBL040C	maker-flattened_line_0-augustus-gene-6.120-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.120&CDS=1-636
482	OG0000482	YBL041W	augustus_masked-flattened_line_0-processed-gene-6.320-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.320&CDS=1-696
483	OG0000483	YBL047C	augustus_masked-flattened_line_64-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.45&CDS=1-3741
484	OG0000484	YBL049W	augustus_masked-flattened_line_8-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.87&CDS=1-333
485	OG0000485	YBL051C	augustus_masked-flattened_line_62-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.63&CDS=1-2058
486	OG0000486	YBL054W	augustus_masked-flattened_line_54-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.124&CDS=1-918
487	OG0000487	YBL055C	augustus_masked-flattened_line_8-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.73&CDS=1-921
488	OG0000488	YBL057C	augustus_masked-flattened_line_2-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.50&CDS=1-495
489	OG0000489	YBL058W	augustus_masked-flattened_line_8-processed-gene-4.228-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.228&CDS=1-1179
490	OG0000490	YBL059C-A	augustus_masked-flattened_line_26-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.8&CDS=1-315
491	OG0000491	YBL061C	augustus_masked-flattened_line_22-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.89&CDS=1-2355
492	OG0000492	YBL071W-A	augustus_masked-flattened_line_60-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.140&CDS=1-222
493	OG0000493	YBL076C	augustus_masked-flattened_line_8-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.91&CDS=1-3219
494	OG0000494	YBL078C	maker-flattened_line_4-augustus-gene-5.73-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.73&CDS=1-381
495	OG0000495	YBL080C	augustus_masked-flattened_line_44-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.149&CDS=1-1542
496	OG0000496	YBL082C	maker-flattened_line_12-snap-gene-1.156-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.156&CDS=1-1536
497	OG0000497	YBL084C	augustus_masked-flattened_line_12-processed-gene-2.236-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.236&CDS=1-1596
498	OG0000498	YBL086C	augustus_masked-flattened_line_26-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.42&CDS=1-867
499	OG0000499	YBL091C	augustus_masked-flattened_line_10-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.214&CDS=1-1359
500	OG0000500	YBL092W	augustus_masked-flattened_line_18-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.79&CDS=1-390
501	OG0000501	YBL093C	augustus_masked-flattened_line_18-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.100&CDS=1-513
502	OG0000502	YBL097W	genemark-flattened_line_6-processed-gene-4.291-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.291&CDS=1-2421
503	OG0000503	YBL098W	augustus_masked-flattened_line_16-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.88&CDS=1-1341
504	OG0000504	YBL099W	maker-flattened_line_4-augustus-gene-2.123-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.123&CDS=1-1626
505	OG0000505	YBL102W	augustus_masked-flattened_line_6-processed-gene-4.207-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.207&CDS=1-633
506	OG0000506	YBL103C	augustus_masked-flattened_line_6-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.163&CDS=1-984
507	OG0000507	YBL104C	augustus_masked-flattened_line_58-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.77&CDS=1-2739
508	OG0000508	YBL105C	augustus_masked-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.127&CDS=1-2535
509	OG0000509	YBR002C	augustus_masked-flattened_line_2-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.103&CDS=1-819
510	OG0000510	YBR003W	augustus_masked-flattened_line_6-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.119&CDS=1-1329
511	OG0000511	YBR004C	augustus_masked-flattened_line_38-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.41&CDS=1-1302
512	OG0000512	YBR006W	augustus_masked-flattened_line_78-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.39&CDS=1-1485
513	OG0000513	YBR007C	augustus_masked-flattened_line_24-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.64&CDS=1-1323
514	OG0000514	YBR008C	augustus_masked-flattened_line_14-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.39&CDS=1-1587
515	OG0000515	YBR011C	augustus_masked-flattened_line_8-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.96&CDS=1-1032
516	OG0000516	YBR014C	augustus_masked-flattened_line_72-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.68&CDS=1-525
517	OG0000517	YBR017C	augustus_masked-flattened_line_6-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.25&CDS=1-2718
518	OG0000518	YBR018C	augustus_masked-flattened_line_4-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.64&CDS=1-1068
519	OG0000519	YBR019C	augustus_masked-flattened_line_86-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.47&CDS=1-1092
520	OG0000520	YBR023C	augustus_masked-flattened_line_22-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.71&CDS=1-3780
521	OG0000521	YBR025C	maker-flattened_line_42-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.86&CDS=1-1440
522	OG0000522	YBR026C	augustus_masked-flattened_line_0-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.0&CDS=1-1119
523	OG0000523	YBR029C	augustus_masked-flattened_line_30-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.167&CDS=1-1356
524	OG0000524	YBR030W	augustus_masked-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.103&CDS=1-1455
525	OG0000525	YBR034C	augustus_masked-flattened_line_8-processed-gene-4.222-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.222&CDS=1-999
526	OG0000526	YBR035C	augustus_masked-flattened_line_12-processed-gene-2.254-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.254&CDS=1-681
527	OG0000527	YBR037C	augustus_masked-flattened_line_34-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.134&CDS=1-858
528	OG0000528	YBR039W	augustus_masked-flattened_line_8-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.95&CDS=1-867
529	OG0000529	YBR041W	augustus_masked-flattened_line_80-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.32&CDS=1-1830
530	OG0000530	YBR046C	augustus_masked-flattened_line_12-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.121&CDS=1-960
531	OG0000531	YBR055C	augustus_masked-flattened_line_16-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.40&CDS=1-2640
532	OG0000532	YBR056W	augustus_masked-flattened_line_6-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.86&CDS=1-1473
533	OG0000533	YBR058C	augustus_masked-flattened_line_6-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.185&CDS=1-2298
534	OG0000534	YBR060C	augustus_masked-flattened_line_56-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.58&CDS=1-1293
535	OG0000535	YBR061C	maker-flattened_line_30-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.0&CDS=1-849
536	OG0000536	YBR070C	augustus_masked-flattened_line_46-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.6&CDS=1-750
537	OG0000537	YBR072W	augustus_masked-flattened_line_2-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.100&CDS=1-486
538	OG0000538	YBR074W	augustus_masked-flattened_line_4-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.113&CDS=1-2472
539	OG0000539	YBR079C	augustus_masked-flattened_line_26-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.92&CDS=1-2862
540	OG0000540	YBR080C	augustus_masked-flattened_line_8-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.94&CDS=1-2277
541	OG0000541	YBR081C	augustus_masked-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.27&CDS=1-3279
542	OG0000542	YBR082C	maker-flattened_line_4-augustus-gene-5.71-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.71&CDS=1-441
543	OG0000543	YBR083W	augustus_masked-flattened_line_6-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.53&CDS=1-2856
544	OG0000544	YBR084W	maker-flattened_line_0-augustus-gene-3.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.3&CDS=1-2922
545	OG0000545	YBR085W	augustus_masked-flattened_line_40-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.23&CDS=1-885
546	OG0000546	YBR086C	augustus_masked-flattened_line_0-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.65&CDS=1-2139
547	OG0000547	YBR087W	augustus_masked-flattened_line_2-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.108&CDS=1-1056
548	OG0000548	YBR088C	augustus_masked-flattened_line_8-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.116&CDS=1-795
549	OG0000549	YBR094W	maker-flattened_line_12-augustus-gene-0.152-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.152&CDS=1-2082
550	OG0000550	YBR095C	augustus_masked-flattened_line_6-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.90&CDS=1-2601
551	OG0000551	YBR096W	augustus_masked-flattened_line_54-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.140&CDS=1-672
552	OG0000552	YBR097W	augustus_masked-flattened_line_6-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.189&CDS=1-4455
553	OG0000553	YBR101C	augustus_masked-flattened_line_8-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.86&CDS=1-807
554	OG0000554	YBR102C	augustus_masked-flattened_line_58-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.71&CDS=1-2076
555	OG0000555	YBR103W	augustus_masked-flattened_line_60-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.105&CDS=1-1491
556	OG0000556	YBR106W	augustus_masked-flattened_line_24-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.76&CDS=1-588
557	OG0000557	YBR109C	augustus_masked-flattened_line_12-processed-gene-2.231-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.231&CDS=1-453
558	OG0000558	YBR111C	augustus_masked-flattened_line_32-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.215&CDS=1-639
559	OG0000559	YBR112C	augustus_masked-flattened_line_60-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.102&CDS=1-2637
560	OG0000560	YBR115C	snap_masked-flattened_line_58-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.130&CDS=1-4104
561	OG0000561	YBR121C	augustus_masked-flattened_line_80-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.34&CDS=1-1959
562	OG0000562	YBR122C	augustus_masked-flattened_line_2-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.142&CDS=1-435
563	OG0000563	YBR123C	augustus_masked-flattened_line_40-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.59&CDS=1-1323
564	OG0000564	YBR126C	maker-flattened_line_6-augustus-gene-4.328-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.328&CDS=1-2013
565	OG0000565	YBR127C	maker-flattened_line_62-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.0&CDS=1-1530
566	OG0000566	YBR132C	augustus_masked-flattened_line_26-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.56&CDS=1-1761
567	OG0000567	YBR135W	augustus_masked-flattened_line_10-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.91&CDS=1-315
568	OG0000568	YBR140C, YOL081W	
569	OG0000569	YBR141C	augustus_masked-flattened_line_64-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.58&CDS=1-825
570	OG0000570	YBR142W	augustus_masked-flattened_line_52-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.56&CDS=1-1911
571	OG0000571	YBR143C	augustus_masked-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.76&CDS=1-1302
572	OG0000572	YBR146W	augustus_masked-flattened_line_8-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.81&CDS=1-816
573	OG0000573	YBR153W	augustus_masked-flattened_line_6-processed-gene-4.182-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.182&CDS=1-864
574	OG0000574	YBR154C	augustus_masked-flattened_line_0-processed-gene-6.344-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.344&CDS=1-642
575	OG0000575	YBR155W	augustus_masked-flattened_line_2-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.184&CDS=1-1197
576	OG0000576	YBR156C	augustus_masked-flattened_line_2-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.218&CDS=1-2079
577	OG0000577	YBR158W	augustus_masked-flattened_line_26-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.97&CDS=1-1959
578	OG0000578	YBR159W	augustus_masked-flattened_line_2-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.19&CDS=1-1023
579	OG0000579	YBR162C	augustus_masked-flattened_line_46-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.63&CDS=1-1269
580	OG0000580	YBR166C	augustus_masked-flattened_line_22-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.223&CDS=1-1296
581	OG0000581	YBR170C	maker-flattened_line_8-augustus-gene-2.64-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.64&CDS=1-2184
582	OG0000582	YBR171W	augustus_masked-flattened_line_8-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.115&CDS=1-495
583	OG0000583	YBR173C	augustus_masked-flattened_line_28-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.58&CDS=1-423
584	OG0000584	YBR175W	augustus_masked-flattened_line_32-processed-gene-0.277-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.277&CDS=1-849
585	OG0000585	YBR176W	augustus_masked-flattened_line_12-processed-gene-2.215-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.215&CDS=1-957
586	OG0000586	YBR179C	augustus_masked-flattened_line_6-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.23&CDS=1-2316
587	OG0000587	YBR185C	augustus_masked-flattened_line_76-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.54&CDS=1-828
588	OG0000588	YBR187W	augustus_masked-flattened_line_68-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.57&CDS=1-1305
589	OG0000589	YBR189W	augustus_masked-flattened_line_68-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.55&CDS=1-585
590	OG0000590	YBR192W	augustus_masked-flattened_line_68-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.53&CDS=1-1014
591	OG0000591	YBR193C	augustus_masked-flattened_line_8-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.105&CDS=1-606
592	OG0000592	YBR196C	augustus_masked-flattened_line_38-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.70&CDS=1-1656
593	OG0000593	YBR198C	augustus_masked-flattened_line_66-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.36&CDS=1-2271
594	OG0000594	YBR200W	augustus_masked-flattened_line_4-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.136&CDS=1-1761
595	OG0000595	YBR202W	augustus_masked-flattened_line_16-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.103&CDS=1-2319
596	OG0000596	YBR204C	augustus_masked-flattened_line_16-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.77&CDS=1-1536
597	OG0000597	YBR208C	augustus_masked-flattened_line_20-processed-gene-1.268-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.268&CDS=1-5418
598	OG0000598	YBR213W	maker-flattened_line_6-augustus-gene-4.326-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.326&CDS=1-642
599	OG0000599	YBR215W	augustus_masked-flattened_line_2-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.15&CDS=1-1116
600	OG0000600	YBR220C	snap_masked-flattened_line_38-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.106&CDS=1-1629
601	OG0000601	YBR221C	augustus_masked-flattened_line_4-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.103&CDS=1-1152
602	OG0000602	YBR222C	augustus_masked-flattened_line_46-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.36&CDS=1-1548
603	OG0000603	YBR227C	maker-flattened_line_4-snap-gene-2.61-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.61&CDS=1-1890
604	OG0000604	YBR228W	augustus_masked-flattened_line_4-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.7&CDS=1-927
605	OG0000605	YBR229C	augustus_masked-flattened_line_4-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.25&CDS=1-2841
606	OG0000606	YBR231C	augustus_masked-flattened_line_2-processed-gene-6.198-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.198&CDS=1-612
607	OG0000607	YBR233W	snap_masked-flattened_line_40-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.102&CDS=1-1230
608	OG0000608	YBR234C	augustus_masked-flattened_line_16-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.87&CDS=1-1071
609	OG0000609	YBR235W	augustus_masked-flattened_line_40-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.0&CDS=1-3537
610	OG0000610	YBR236C	augustus_masked-flattened_line_0-processed-gene-6.305-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.305&CDS=1-1218
611	OG0000611	YBR239C	augustus_masked-flattened_line_14-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.119&CDS=1-1578
612	OG0000612	YBR243C	augustus_masked-flattened_line_22-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.77&CDS=1-1317
613	OG0000613	YBR244W	augustus_masked-flattened_line_56-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.86&CDS=1-477
614	OG0000614	YBR247C	augustus_masked-flattened_line_0-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.159&CDS=1-1305
615	OG0000615	YBR248C	augustus_masked-flattened_line_24-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.60&CDS=1-1593
616	OG0000616	YBR251W	augustus_masked-flattened_line_42-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.150&CDS=1-990
617	OG0000617	YBR254C	augustus_masked-flattened_line_54-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.143&CDS=1-423
618	OG0000618	YBR256C	augustus_masked-flattened_line_60-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.114&CDS=1-711
619	OG0000619	YBR260C	augustus_masked-flattened_line_10-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.103&CDS=1-1824
620	OG0000620	YBR261C	augustus_masked-flattened_line_26-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.30&CDS=1-681
621	OG0000621	YBR265W	augustus_masked-flattened_line_4-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.88&CDS=1-873
622	OG0000622	YBR267W	snap_masked-flattened_line_4-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.28&CDS=1-1086
623	OG0000623	YBR268W	augustus_masked-flattened_line_42-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.163&CDS=1-261
624	OG0000624	YBR269C	augustus_masked-flattened_line_8-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.113&CDS=1-345
625	OG0000625	YBR274W	maker-flattened_line_10-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.150&CDS=1-3759
626	OG0000626	YBR276C	augustus_masked-flattened_line_44-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.175&CDS=1-2346
627	OG0000627	YBR279W	augustus_masked-flattened_line_2-processed-gene-6.230-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.230&CDS=1-1218
628	OG0000628	YBR281C	augustus_masked-flattened_line_12-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.48&CDS=1-2823
629	OG0000629	YBR282W	genemark-flattened_line_16-processed-gene-2.197-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.197&CDS=1-402
630	OG0000630	YBR287W	augustus_masked-flattened_line_30-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.146&CDS=1-1635
631	OG0000631	YBR288C	augustus_masked-flattened_line_12-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.102&CDS=1-1305
632	OG0000632	YBR289W	augustus_masked-flattened_line_16-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.116&CDS=1-1938
633	OG0000633	YBR290W	augustus_masked-flattened_line_2-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.33&CDS=1-855
634	OG0000634	YBR291C	augustus_masked-flattened_line_76-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.59&CDS=1-879
635	OG0000635	YBR296C	augustus_masked-flattened_line_34-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.187&CDS=1-1755
636	OG0000636	YCL001W	augustus_masked-flattened_line_20-processed-gene-1.274-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.274&CDS=1-615
