	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035667_Kurtzmaniella_cleridarum
487	OG0000487	YMR183C, YPL232W	snap_masked-flattened_line_152-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.67&CDS=1-999
488	OG0000488	YMR194W, YPL249C-A	snap_masked-flattened_line_282-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_282-processed-gene-0.1&CDS=1-297
489	OG0000489	YMR199W, YPL256C	snap_masked-flattened_line_30-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.46&CDS=1-1518
490	OG0000490	YMR221C	snap_masked-flattened_line_108-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.53&CDS=1-1689, snap_masked-flattened_line_454-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_454-processed-gene-0.9&CDS=1-1605
491	OG0000491	YMR222C, YOR280C	snap_masked-flattened_line_130-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.39&CDS=1-807
492	OG0000492	YMR226C	snap_masked-flattened_line_0-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.141&CDS=1-807, snap_masked-flattened_line_0-processed-gene-1.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.142&CDS=1-807
493	OG0000493	YMR230W, YOR293W	snap_masked-flattened_line_0-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.104&CDS=1-363
494	OG0000494	YMR233W, YOR295W	maker-flattened_line_92-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.37&CDS=1-804
495	OG0000495	YMR234W	snap_masked-flattened_line_104-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.45&CDS=1-789, snap_masked-flattened_line_18-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.31&CDS=1-594
496	OG0000496	YMR237W, YOR299W	augustus_masked-flattened_line_374-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_374-processed-gene-0.2&CDS=1-2547
497	OG0000497	YMR242C, YOR312C	augustus_masked-flattened_line_0-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.58&CDS=1-516
498	OG0000498	YMR253C, YPL264C	snap_masked-flattened_line_172-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.68&CDS=1-1182
499	OG0000499	YMR307W	snap_masked-flattened_line_10-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.59&CDS=1-1650, snap_masked-flattened_line_176-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.15&CDS=1-1635
500	OG0000500	YNL027W	snap_masked-flattened_line_54-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.70&CDS=1-1635, snap_masked-flattened_line_78-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.62&CDS=1-936
501	OG0000501	YNL096C, YOR096W	snap_masked-flattened_line_136-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.46&CDS=1-564
502	OG0000502	YNL101W	snap_masked-flattened_line_424-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_424-processed-gene-0.7&CDS=1-1926, snap_masked-flattened_line_92-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.40&CDS=1-1980
503	OG0000503	YNL104C	genemark-flattened_line_88-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.33&CDS=1-1821, snap_masked-flattened_line_86-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.106&CDS=1-1758
504	OG0000504	YNL108C, YOR110W	maker-flattened_line_42-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.0&CDS=1-2082
505	OG0000505	YNL231C	snap_masked-flattened_line_136-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.41&CDS=1-1011, snap_masked-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.58&CDS=1-1077
506	OG0000506	YNL293W, YOL112W	augustus_masked-flattened_line_84-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.18&CDS=1-1881
507	OG0000507	YNL299W, YOL115W	maker-flattened_line_26-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.62&CDS=1-3678
508	OG0000508	YNL301C, YOL120C	maker-flattened_line_158-snap-gene-0.59-mRNA-1_1&gene=maker-flattened_line_158-snap-gene-0.59&CDS=1-2625
509	OG0000509	YOL051W	augustus_masked-flattened_line_430-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_430-processed-gene-0.10&CDS=1-276, snap_masked-flattened_line_168-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.13&CDS=1-3438
510	OG0000510	YOL119C	snap_masked-flattened_line_12-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.98&CDS=1-1404, snap_masked-flattened_line_8-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.125&CDS=1-1365
511	OG0000511	YOL136C	augustus_masked-flattened_line_242-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_242-processed-gene-0.33&CDS=1-969, snap_masked-flattened_line_20-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.84&CDS=1-1023
512	OG0000512	YOL147C	augustus_masked-flattened_line_14-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.6&CDS=1-669, snap_masked-flattened_line_600-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_600-processed-gene-0.0&CDS=1-180
513	OG0000513	YOR059C	augustus_masked-flattened_line_12-processed-gene-0.288-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.288&CDS=1-1614, snap_masked-flattened_line_40-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.103&CDS=1-1557
514	OG0000514	YOR084W	snap_masked-flattened_line_304-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_304-processed-gene-0.15&CDS=1-1212, snap_masked-flattened_line_388-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_388-processed-gene-0.7&CDS=1-1149
515	OG0000515	YOR144C	augustus_masked-flattened_line_474-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_474-processed-gene-0.12&CDS=1-1437, snap_masked-flattened_line_330-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_330-processed-gene-0.33&CDS=1-1467
516	OG0000516	YOR226C, YPL135W	snap_masked-flattened_line_64-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.99&CDS=1-555
517	OG0000517	YOR231W, YPL140C	snap_masked-flattened_line_40-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.117&CDS=1-1746
518	OG0000518	YOR233W, YPL141C	snap_masked-flattened_line_122-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.81&CDS=1-2592
519	OG0000519	YOR234C, YPL143W	augustus_masked-flattened_line_40-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.55&CDS=1-321
520	OG0000520	YOR237W, YPL145C	snap_masked-flattened_line_40-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.120&CDS=1-1275
521	OG0000521	YOR256C, YPL176C	snap_masked-flattened_line_144-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.13&CDS=1-2391
522	OG0000522	YOR270C	maker-flattened_line_58-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.0&CDS=1-2403, snap_masked-flattened_line_266-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_266-processed-gene-0.16&CDS=1-2745
523	OG0000523	YOR390W, YPL279C	snap_masked-flattened_line_112-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.42&CDS=1-978
524	OG0000524	YPL138C	augustus_masked-flattened_line_414-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_414-processed-gene-0.4&CDS=1-549, snap_masked-flattened_line_574-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_574-processed-gene-0.1&CDS=1-300
525	OG0000525	YPL262W	snap_masked-flattened_line_16-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.137&CDS=1-1383, snap_masked-flattened_line_240-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.15&CDS=1-1467
526	OG0000526	YPR003C	augustus_masked-flattened_line_252-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_252-processed-gene-0.10&CDS=1-2139, snap_masked-flattened_line_52-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.55&CDS=1-2430
527	OG0000527	YPR159W	augustus_masked-flattened_line_88-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.83&CDS=1-2025, snap_masked-flattened_line_78-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.64&CDS=1-1881
528	OG0000528	YPR169W-A, YPR170W-B	snap_masked-flattened_line_242-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.0&CDS=1-252
529	OG0000529	YAL001C	snap_masked-flattened_line_10-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.45&CDS=1-3618
530	OG0000530	YAL002W	snap_masked-flattened_line_94-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.1&CDS=1-3933
531	OG0000531	YAL003W	maker-flattened_line_10-snap-gene-0.108-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.108&CDS=1-630
532	OG0000532	YAL008W	snap_masked-flattened_line_132-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.54&CDS=1-579
533	OG0000533	YAL009W	snap_masked-flattened_line_40-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.94&CDS=1-1206
534	OG0000534	YAL010C	snap_masked-flattened_line_40-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.107&CDS=1-1377
535	OG0000535	YAL011W	maker-flattened_line_40-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.0&CDS=1-2355
536	OG0000536	YAL012W	snap_masked-flattened_line_40-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.115&CDS=1-1191
537	OG0000537	YAL013W	maker-flattened_line_40-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.3&CDS=1-1575
538	OG0000538	YAL014C	snap_masked-flattened_line_8-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.95&CDS=1-849
539	OG0000539	YAL016W	snap_masked-flattened_line_246-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_246-processed-gene-0.1&CDS=1-1872
540	OG0000540	YAL019W	genemark-flattened_line_40-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.146&CDS=1-3807
541	OG0000541	YAL020C	snap_masked-flattened_line_40-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.86&CDS=1-1041
542	OG0000542	YAL021C	augustus_masked-flattened_line_168-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.44&CDS=1-3456
543	OG0000543	YAL022C	snap_masked-flattened_line_144-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.7&CDS=1-1470
544	OG0000544	YAL024C	snap_masked-flattened_line_4-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.48&CDS=1-4815
545	OG0000545	YAL025C	snap_masked-flattened_line_4-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.26&CDS=1-909
546	OG0000546	YAL026C	snap_masked-flattened_line_14-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.213&CDS=1-3984
547	OG0000547	YAL027W	augustus_masked-flattened_line_76-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.43&CDS=1-660
548	OG0000548	YAL033W	snap_masked-flattened_line_350-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_350-processed-gene-0.2&CDS=1-516
549	OG0000549	YAL034W-A	snap_masked-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.45&CDS=1-858
550	OG0000550	YAL035W	snap_masked-flattened_line_4-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.14&CDS=1-3033
551	OG0000551	YAL036C	augustus_masked-flattened_line_4-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.122&CDS=1-1101
552	OG0000552	YAL038W	snap_masked-flattened_line_196-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_196-processed-gene-0.28&CDS=1-1509
553	OG0000553	YAL039C	snap_masked-flattened_line_288-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_288-processed-gene-0.13&CDS=1-798
554	OG0000554	YAL041W	snap_masked-flattened_line_288-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_288-processed-gene-0.17&CDS=1-2568
555	OG0000555	YAL042W	snap_masked-flattened_line_324-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_324-processed-gene-0.34&CDS=1-1203
556	OG0000556	YAL043C	snap_masked-flattened_line_68-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.77&CDS=1-2178
557	OG0000557	YAL044C	snap_masked-flattened_line_6-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.136&CDS=1-525
558	OG0000558	YAL044W-A	snap_masked-flattened_line_6-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.137&CDS=1-330
559	OG0000559	YAL046C	snap_masked-flattened_line_92-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.49&CDS=1-288
560	OG0000560	YAL048C	snap_masked-flattened_line_92-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.68&CDS=1-2043
561	OG0000561	YAL049C	snap_masked-flattened_line_12-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.136&CDS=1-717
562	OG0000562	YAL051W, YOR363C	
563	OG0000563	YAL058W	snap_masked-flattened_line_242-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.5&CDS=1-1704
564	OG0000564	YAL059W	maker-flattened_line_242-snap-gene-0.29-mRNA-1_1&gene=maker-flattened_line_242-snap-gene-0.29&CDS=1-501
565	OG0000565	YAR002W	augustus_masked-flattened_line_10-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.96&CDS=1-1605
566	OG0000566	YAR003W	snap_masked-flattened_line_94-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.16&CDS=1-1284
567	OG0000567	YAR007C	snap_masked-flattened_line_74-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.55&CDS=1-1914
568	OG0000568	YAR008W	snap_masked-flattened_line_40-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.110&CDS=1-813
569	OG0000569	YAR014C	augustus_masked-flattened_line_16-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.14&CDS=1-2169
570	OG0000570	YAR015W	snap_masked-flattened_line_46-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.56&CDS=1-909
571	OG0000571	YAR018C	augustus_masked-flattened_line_46-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.132&CDS=1-1449
572	OG0000572	YAR042W	snap_masked-flattened_line_46-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.52&CDS=1-3660
573	OG0000573	YBL001C	snap_masked-flattened_line_138-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.21&CDS=1-321
574	OG0000574	YBL004W	snap_masked-flattened_line_134-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.33&CDS=1-7635
575	OG0000575	YBL007C	snap_masked-flattened_line_32-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.87&CDS=1-3636
576	OG0000576	YBL008W	maker-flattened_line_74-snap-gene-0.97-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.97&CDS=1-2874
577	OG0000577	YBL010C	snap_masked-flattened_line_32-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.119&CDS=1-918
578	OG0000578	YBL013W	snap_masked-flattened_line_150-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.58&CDS=1-993
579	OG0000579	YBL014C	augustus_masked-flattened_line_150-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.11&CDS=1-2367
580	OG0000580	YBL015W	snap_masked-flattened_line_112-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.28&CDS=1-1569
581	OG0000581	YBL019W	maker-flattened_line_10-snap-gene-0.107-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.107&CDS=1-1584
582	OG0000582	YBL020W	snap_masked-flattened_line_58-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.130&CDS=1-1572
583	OG0000583	YBL021C	snap_masked-flattened_line_58-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.106&CDS=1-738
584	OG0000584	YBL022C	snap_masked-flattened_line_58-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.109&CDS=1-3291
585	OG0000585	YBL023C	augustus_masked-flattened_line_200-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.6&CDS=1-3444
586	OG0000586	YBL024W	snap_masked-flattened_line_58-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.107&CDS=1-2106
587	OG0000587	YBL026W	snap_masked-flattened_line_80-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.97&CDS=1-288
588	OG0000588	YBL028C	snap_masked-flattened_line_36-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.71&CDS=1-294
589	OG0000589	YBL029C-A	augustus_masked-flattened_line_54-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.37&CDS=1-258
590	OG0000590	YBL033C	snap_masked-flattened_line_86-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.102&CDS=1-1029
591	OG0000591	YBL034C	snap_masked-flattened_line_148-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.35&CDS=1-4053
592	OG0000592	YBL035C	snap_masked-flattened_line_28-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.45&CDS=1-1986
593	OG0000593	YBL036C	genemark-flattened_line_28-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.82&CDS=1-729
594	OG0000594	YBL037W	snap_masked-flattened_line_2-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.145&CDS=1-2916
595	OG0000595	YBL038W	snap_masked-flattened_line_0-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.168&CDS=1-693
596	OG0000596	YBL039C	snap_masked-flattened_line_12-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.111&CDS=1-1719
597	OG0000597	YBL040C	snap_masked-flattened_line_12-processed-gene-0.190-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.190&CDS=1-636
598	OG0000598	YBL041W	snap_masked-flattened_line_12-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.145&CDS=1-726
599	OG0000599	YBL045C	augustus_masked-flattened_line_352-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_352-processed-gene-0.31&CDS=1-1326
600	OG0000600	YBL047C	maker-flattened_line_190-snap-gene-0.58-mRNA-1_1&gene=maker-flattened_line_190-snap-gene-0.58&CDS=1-4212
601	OG0000601	YBL049W	snap_masked-flattened_line_154-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.41&CDS=1-540
602	OG0000602	YBL050W	snap_masked-flattened_line_16-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.169&CDS=1-876
603	OG0000603	YBL051C	snap_masked-flattened_line_176-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.2&CDS=1-1872
604	OG0000604	YBL055C	augustus_masked-flattened_line_176-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.52&CDS=1-1176
605	OG0000605	YBL057C	augustus_masked-flattened_line_176-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.46&CDS=1-1176
606	OG0000606	YBL058W	maker-flattened_line_176-snap-gene-0.63-mRNA-1_1&gene=maker-flattened_line_176-snap-gene-0.63&CDS=1-1101
607	OG0000607	YBL059C-A	snap_masked-flattened_line_102-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.26&CDS=1-309
608	OG0000608	YBL060W	snap_masked-flattened_line_102-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.6&CDS=1-3138
609	OG0000609	YBL061C	snap_masked-flattened_line_136-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.38&CDS=1-2043
610	OG0000610	YBL066C	snap_masked-flattened_line_122-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.65&CDS=1-2892
611	OG0000611	YBL071W-A	snap_masked-flattened_line_40-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.112&CDS=1-216
612	OG0000612	YBL074C	snap_masked-flattened_line_48-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.143&CDS=1-1074
613	OG0000613	YBL076C	snap_masked-flattened_line_48-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.114&CDS=1-3243
614	OG0000614	YBL078C	snap_masked-flattened_line_4-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.6&CDS=1-378
615	OG0000615	YBL080C	snap_masked-flattened_line_4-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.5&CDS=1-1494
616	OG0000616	YBL082C	snap_masked-flattened_line_48-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.145&CDS=1-1413
617	OG0000617	YBL086C	snap_masked-flattened_line_174-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_174-processed-gene-0.23&CDS=1-1206
618	OG0000618	YBL088C	snap_masked-flattened_line_82-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.56&CDS=1-8286
619	OG0000619	YBL090W	snap_masked-flattened_line_304-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_304-processed-gene-0.12&CDS=1-534
620	OG0000620	YBL091C	snap_masked-flattened_line_282-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_282-processed-gene-0.3&CDS=1-1266
621	OG0000621	YBL092W	snap_masked-flattened_line_170-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.15&CDS=1-414
622	OG0000622	YBL093C	augustus_masked-flattened_line_206-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.39&CDS=1-492
623	OG0000623	YBL095W	augustus_masked-flattened_line_238-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_238-processed-gene-0.37&CDS=1-669
624	OG0000624	YBL097W	augustus_masked-flattened_line_78-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.4&CDS=1-3084
625	OG0000625	YBL098W	snap_masked-flattened_line_238-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.4&CDS=1-1374
626	OG0000626	YBL099W	maker-flattened_line_292-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_292-augustus-gene-0.0&CDS=1-1113
627	OG0000627	YBL102W	snap_masked-flattened_line_48-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.126&CDS=1-642
628	OG0000628	YBL105C	maker-flattened_line_36-augustus-gene-0.114-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.114&CDS=1-6342
629	OG0000629	YBR003W	snap_masked-flattened_line_230-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_230-processed-gene-0.10&CDS=1-1446
630	OG0000630	YBR004C	augustus_masked-flattened_line_482-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_482-processed-gene-0.10&CDS=1-1299
631	OG0000631	YBR007C	snap_masked-flattened_line_72-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.63&CDS=1-1716
632	OG0000632	YBR011C	snap_masked-flattened_line_134-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.50&CDS=1-861
633	OG0000633	YBR017C	snap_masked-flattened_line_16-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.115&CDS=1-2703
634	OG0000634	YBR018C	snap_masked-flattened_line_0-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.73&CDS=1-1089
635	OG0000635	YBR019C	snap_masked-flattened_line_0-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.50&CDS=1-1992
636	OG0000636	YBR022W	snap_masked-flattened_line_264-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_264-processed-gene-0.35&CDS=1-462
637	OG0000637	YBR023C	snap_masked-flattened_line_84-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.100&CDS=1-3345
