	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035011_Candida_pyralidae
175	OG0000175	YBL067C, YER098W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.46-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.46&CDS=1-2157
176	OG0000176	YBL068W, YER099C	maker-NODE_8_length_625582_cov_72.4763_ID_15-augustus-gene-5.113-mRNA-1_1&gene=maker-NODE_8_length_625582_cov_72.4763_ID_15-augustus-gene-5.113&CDS=1-2289
177	OG0000177	YBL072C, YER102W	snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.105&CDS=1-600
178	OG0000178	YBL079W, YER105C	snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.265-mRNA-1_1&gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.265&CDS=1-4218
179	OG0000179	YBL087C, YER117W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.52&CDS=1-411
180	OG0000180	YBL101C, YPR030W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-1.107&CDS=1-3573
181	OG0000181	YBL106C, YPR032W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-1.42&CDS=1-3324
182	OG0000182	YBR001C, YDR001C	snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.177&CDS=1-2385
183	OG0000183	YBR005W, YDR003W	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-0.123&CDS=1-729
184	OG0000184	YBR006W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-4.140&CDS=1-1536, snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.68&CDS=1-1473
185	OG0000185	YBR010W, YNL031C	augustus_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.96&CDS=1-408
186	OG0000186	YBR014C, YDL010W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-11.91-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-11.91&CDS=1-774
187	OG0000187	YBR016W, YDL012C	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.82&CDS=1-375
188	OG0000188	YBR020W, YDR009W	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.60&CDS=1-2820
189	OG0000189	YBR031W, YDR012W	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-0.87&CDS=1-1089
190	OG0000190	YBR048W, YDR025W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-11.112-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-11.112&CDS=1-465
191	OG0000191	YBR066C, YDR043C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-2.91&CDS=1-906
192	OG0000192	YBR084W	maker-NODE_4_length_1181949_cov_64.6666_ID_7-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_4_length_1181949_cov_64.6666_ID_7-augustus-gene-1.0&CDS=1-3597, snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.20&CDS=1-2982
193	OG0000193	YBR089C-A, YPR052C	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-5.54&CDS=1-276
194	OG0000194	YBR104W, YPR058W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.14&CDS=1-882
195	OG0000195	YBR105C, YGR066C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-3.74&CDS=1-993
196	OG0000196	YBR118W, YPR080W	augustus_masked-NODE_40_length_848_cov_134.235_ID_79-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_40_length_848_cov_134.235_ID_79-processed-gene-0.1&CDS=1-846
197	OG0000197	YBR140C, YOL081W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.46&CDS=1-8502
198	OG0000198	YBR147W, YOL092W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.61-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.61&CDS=1-939
199	OG0000199	YBR161W, YPL057C	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-13.131&CDS=1-1215
200	OG0000200	YBR172C, YPL105C	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-3.23&CDS=1-2478
201	OG0000201	YBR177C, YPL095C	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-2.73&CDS=1-1242
202	OG0000202	YBR181C, YPL090C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.68-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.68&CDS=1-708
203	OG0000203	YBR183W, YPL087W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.99-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.99&CDS=1-915
204	OG0000204	YBR189W, YPL081W	maker-NODE_1_length_1482744_cov_56.9864_ID_1-snap-gene-1.46-mRNA-1_1&gene=maker-NODE_1_length_1482744_cov_56.9864_ID_1-snap-gene-1.46&CDS=1-1035
205	OG0000205	YBR191W, YPL079W	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-6.65&CDS=1-480
206	OG0000206	YBR210W, YGL054C	maker-NODE_5_length_1111855_cov_55.5652_ID_9-augustus-gene-2.43-mRNA-1_1&gene=maker-NODE_5_length_1111855_cov_55.5652_ID_9-augustus-gene-2.43&CDS=1-1134
207	OG0000207	YBR214W, YGL056C	snap_masked-NODE_15_length_199203_cov_79.2706_ID_29-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_15_length_199203_cov_79.2706_ID_29-processed-gene-0.127&CDS=1-1650
208	OG0000208	YBR216C, YGL060W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.106&CDS=1-2217
209	OG0000209	YBR238C, YGL107C	augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-3.9&CDS=1-1881
210	OG0000210	YBR242W, YGL101W	maker-NODE_5_length_1111855_cov_55.5652_ID_9-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_5_length_1111855_cov_55.5652_ID_9-augustus-gene-1.7&CDS=1-1116
211	OG0000211	YBR244W, YIR037W	snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.241-mRNA-1_1&gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.241&CDS=1-510
212	OG0000212	YBR273C, YJL048C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-4.147&CDS=1-1557
213	OG0000213	YBR276C	snap_masked-NODE_20_length_101543_cov_84.4483_ID_39-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_20_length_101543_cov_84.4483_ID_39-processed-gene-0.84&CDS=1-2472, snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-3.99&CDS=1-3285
214	OG0000214	YBR294W, YLR092W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.97&CDS=1-2484
215	OG0000215	YCL035C, YDR513W	maker-NODE_12_length_432505_cov_65.7019_ID_23-snap-gene-3.76-mRNA-1_1&gene=maker-NODE_12_length_432505_cov_65.7019_ID_23-snap-gene-3.76&CDS=1-312
216	OG0000216	YCL037C, YDR515W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.93-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.93&CDS=1-1290
217	OG0000217	YCL040W, YDR516C	maker-NODE_2_length_1424870_cov_63.5951_ID_3-augustus-gene-3.76-mRNA-1_1&gene=maker-NODE_2_length_1424870_cov_63.5951_ID_3-augustus-gene-3.76&CDS=1-2907
218	OG0000218	YCL048W, YDR522C	augustus_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-2.79&CDS=1-1365
219	OG0000219	YCL050C, YDR530C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.38-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.38&CDS=1-939
220	OG0000220	YCL068C, YCR038C	augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.72&CDS=1-6420
221	OG0000221	YCR005C, YNR001C	augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.67&CDS=1-4410
222	OG0000222	YCR010C, YNR002C	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-0.90&CDS=1-804
223	OG0000223	YCR023C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-4.122&CDS=1-1791, snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-9.29-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-9.29&CDS=1-1623
224	OG0000224	YCR026C, YEL016C	snap_masked-NODE_18_length_160797_cov_82.5886_ID_35-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_18_length_160797_cov_82.5886_ID_35-processed-gene-0.85&CDS=1-2082
225	OG0000225	YCR048W, YNR019W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.143&CDS=1-1746
226	OG0000226	YCR067C, YNR026C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-9.9-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-9.9&CDS=1-3060
227	OG0000227	YCR073C, YNR031C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.85&CDS=1-4287
228	OG0000228	YCR073W-A, YNR034W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.100&CDS=1-981
229	OG0000229	YCR091W, YNR047W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-13.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-13.29&CDS=1-2769
230	OG0000230	YCR105W, YMR318C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.45&CDS=1-1104
231	OG0000231	YDL020C	augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-7.156&CDS=1-1368, snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.28&CDS=1-1479
232	OG0000232	YDL022W	maker-NODE_6_length_778386_cov_69.4489_ID_11-snap-gene-5.37-mRNA-1_1&gene=maker-NODE_6_length_778386_cov_69.4489_ID_11-snap-gene-5.37&CDS=1-2427, snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.55&CDS=1-1116
233	OG0000233	YDL048C, YLR375W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-1.55&CDS=1-1062
234	OG0000234	YDL056W	maker-NODE_1_length_1482744_cov_56.9864_ID_1-snap-gene-4.107-mRNA-1_1&gene=maker-NODE_1_length_1482744_cov_56.9864_ID_1-snap-gene-4.107&CDS=1-3054, snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-3.43&CDS=1-2514
235	OG0000235	YDL075W, YLR406C	maker-NODE_3_length_1252809_cov_66.5931_ID_5-snap-gene-4.45-mRNA-1_1&gene=maker-NODE_3_length_1252809_cov_66.5931_ID_5-snap-gene-4.45&CDS=1-339
236	OG0000236	YDL078C	snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.217-mRNA-1_1&gene=snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.217&CDS=1-1005, snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.107-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.107&CDS=1-1035
237	OG0000237	YDL082W, YMR142C	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-3.118&CDS=1-606
238	OG0000238	YDL083C, YMR143W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-3.137&CDS=1-426
239	OG0000239	YDL109C, YGL144C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.78-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.78&CDS=1-2373
240	OG0000240	YDL124W	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.84&CDS=1-975, snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.68&CDS=1-897
241	OG0000241	YDL127W, YDL179W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.104&CDS=1-999
242	OG0000242	YDL131W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-4.83&CDS=1-1260, snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.36&CDS=1-1338
243	OG0000243	YDL133W	genemark-NODE_114_length_424_cov_0.922388_ID_227-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_114_length_424_cov_0.922388_ID_227-processed-gene-0.0&CDS=1-240, snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-0.68&CDS=1-1158
244	OG0000244	YDL136W, YDL191W	augustus_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.83&CDS=1-360
245	OG0000245	YDL137W, YDL192W	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.10&CDS=1-543
246	OG0000246	YDL155W, YLR210W	augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-3.89&CDS=1-1704
247	OG0000247	YDL161W, YLR206W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.129-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.129&CDS=1-1527
248	OG0000248	YDL175C, YIL079C	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-1.121&CDS=1-1227
249	OG0000249	YDL206W	augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.120&CDS=1-1704, snap_masked-NODE_18_length_160797_cov_82.5886_ID_35-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_18_length_160797_cov_82.5886_ID_35-processed-gene-0.123&CDS=1-2001
250	OG0000250	YDL222C, YNL194C	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-12.104&CDS=1-663
251	OG0000251	YDL224C, YNL197C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-12.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-12.71&CDS=1-1911
252	OG0000252	YDL229W, YNL209W	genemark-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.19&CDS=1-1839
253	OG0000253	YDL246C, YJR159W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-0.88&CDS=1-1086
254	OG0000254	YDR066C, YER139C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.12&CDS=1-780
255	OG0000255	YDR069C, YER144C	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.114&CDS=1-2481
256	OG0000256	YDR085C, YER158C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-0.48&CDS=1-4089
257	OG0000257	YDR099W, YER177W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-2.62&CDS=1-777
258	OG0000258	YDR107C, YLR083C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.84&CDS=1-1899
259	OG0000259	YDR111C, YLR089C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.86&CDS=1-1515
260	OG0000260	YDR122W, YLR096W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-0.72&CDS=1-4227
261	OG0000261	YDR132C, YLR108C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.85&CDS=1-1299
262	OG0000262	YDR145W	augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.171&CDS=1-2103, snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-3.46&CDS=1-1362
263	OG0000263	YDR146C, YLR131C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.43&CDS=1-1938
264	OG0000264	YDR151C, YLR136C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.121-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.121&CDS=1-1020
265	OG0000265	YDR200C, YLR238W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.81&CDS=1-2154
266	OG0000266	YDR213W, YLR228C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.84&CDS=1-1959
267	OG0000267	YDR217C	augustus_masked-NODE_173_length_397_cov_0.951299_ID_345-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_173_length_397_cov_0.951299_ID_345-processed-gene-0.1&CDS=1-393, augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.15&CDS=1-2943
268	OG0000268	YDR223W, YLR223C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.55&CDS=1-2811
269	OG0000269	YDR251W, YPL032C	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-1.105&CDS=1-2736
270	OG0000270	YDR259C, YOR028C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.87-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.87&CDS=1-756
271	OG0000271	YDR263C, YOR033C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-12.117-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-12.117&CDS=1-1953
272	OG0000272	YDR272W, YOR040W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-5.74&CDS=1-807
273	OG0000273	YDR273W, YOR042W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-5.214-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-5.214&CDS=1-1164
274	OG0000274	YDR300C, YHR033W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-0.83&CDS=1-1272
275	OG0000275	YDR312W, YHR066W	augustus_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-2.53&CDS=1-1224
276	OG0000276	YDR348C, YHR097C	maker-NODE_5_length_1111855_cov_55.5652_ID_9-snap-gene-10.40-mRNA-1_1&gene=maker-NODE_5_length_1111855_cov_55.5652_ID_9-snap-gene-10.40&CDS=1-1452
277	OG0000277	YDR351W, YHR103W	maker-NODE_8_length_625582_cov_72.4763_ID_15-snap-gene-3.41-mRNA-1_1&gene=maker-NODE_8_length_625582_cov_72.4763_ID_15-snap-gene-3.41&CDS=1-2940
278	OG0000278	YDR368W, YOR120W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.158-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.158&CDS=1-924
