	OrthologID	Ascoidea_asiatica	Saccharomyces_cerevisiae
648	OG0000648	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.44&CDS=1-1656	YGR083C
649	OG0000649	-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.74&CDS=1-786	YOR287C
650	OG0000650	-processed-gene-0.142-mRNA-1_1&gene=snap_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.142&CDS=1-1539	YGL066W
651	OG0000651	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.76&CDS=1-3654	YFR027W
652	OG0000652	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.78&CDS=1-2916	YOR219C
653	OG0000653	-processed-gene-0.179-mRNA-1_1&gene=snap_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.179&CDS=1-1614	YER052C
654	OG0000654	-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.80&CDS=1-1812	YCR023C
655	OG0000655	-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.113&CDS=1-645	YGR147C
656	OG0000656	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.55&CDS=1-1002	YNL252C
657	OG0000657	-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.86&CDS=1-783	YLR251W
658	OG0000658	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.115&CDS=1-1368	YHR005C
659	OG0000659	-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.87&CDS=1-573	YLR229C
660	OG0000660	-processed-gene-0.189-mRNA-1_1&gene=snap_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.189&CDS=1-3408	YMR125W
661	OG0000661	-processed-gene-0.190-mRNA-1_1&gene=snap_masked-gi|1002316712|dbj|BCKQ01000024.1|-processed-gene-0.190&CDS=1-1104	YGR080W
662	OG0000662	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.35&CDS=1-1611	YNL231C
663	OG0000663	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.83&CDS=1-1422	YPL245W
664	OG0000664	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.16&CDS=1-1797	YNL104C
665	OG0000665	-processed-gene-0.84-mRNA-1_1&gene=snap_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.84&CDS=1-1470	YFR005C
666	OG0000666	-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.39&CDS=1-1560	YCR016W
667	OG0000667	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.22&CDS=1-1923	YMR223W
668	OG0000668	-processed-gene-0.114-mRNA-1_1&gene=genemark-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.114&CDS=1-552	YDL008W
669	OG0000669	-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.47&CDS=1-1836	YGL017W
670	OG0000670	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.71&CDS=1-2067	YDR026C
671	OG0000671	-processed-gene-0.96-mRNA-1_1&gene=snap_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.96&CDS=1-582	YOL146W
672	OG0000672	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316713|dbj|BCKQ01000023.1|-processed-gene-0.99&CDS=1-2538	YER125W
673	OG0000673	-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.181&CDS=1-3006	YLR045C
674	OG0000674	-processed-gene-0.120-mRNA-1_1&gene=genemark-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.120&CDS=1-759	YDL098C
675	OG0000675	-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.149&CDS=1-1029	YMR146C
676	OG0000676	-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.185&CDS=1-795	YMR157C
677	OG0000677	-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.153&CDS=1-1572	YMR140W
678	OG0000678	-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.188&CDS=1-804	YER026C
679	OG0000679	-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.156&CDS=1-4365	YDR159W
680	OG0000680	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.54&CDS=1-2643	YGL137W
681	OG0000681	-snap-gene-0.213-mRNA-1_1&gene=maker-gi|1002316714|dbj|BCKQ01000022.1|-snap-gene-0.213&CDS=1-321	YDR115W
682	OG0000682	-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.158&CDS=1-2472	YDR116C
683	OG0000683	-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.191&CDS=1-2112	YDR117C
684	OG0000684	-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.160&CDS=1-501	YFR011C
685	OG0000685	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.22&CDS=1-2262	YFR009W
686	OG0000686	-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.162&CDS=1-3225	YCR011C
687	OG0000687	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.59&CDS=1-1713	YJR093C
688	OG0000688	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.26&CDS=1-1647	YLR058C
689	OG0000689	-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.165&CDS=1-1656	YMR131C
690	OG0000690	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.29&CDS=1-4104	YLR039C
691	OG0000691	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.32&CDS=1-3090	YKL210W
692	OG0000692	-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.172&CDS=1-1176	YJR075W
693	OG0000693	-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.201&CDS=1-816	YJR074W
694	OG0000694	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.70&CDS=1-1518	YCL004W
695	OG0000695	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.36&CDS=1-3255	YDR160W
696	OG0000696	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.72&CDS=1-1152	YJR050W
697	OG0000697	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.39&CDS=1-915	YDR090C
698	OG0000698	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.75&CDS=1-2625	YLR138W
699	OG0000699	-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.207&CDS=1-813	YER163C
700	OG0000700	-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-gi|1002316714|dbj|BCKQ01000022.1|-processed-gene-0.177&CDS=1-918	YMR156C
701	OG0000701	-snap-gene-0.86-mRNA-1_1&gene=maker-gi|1002316715|dbj|BCKQ01000021.1|-snap-gene-0.86&CDS=1-1221	YGR163W
702	OG0000702	-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.168&CDS=1-1275	YPR025C
703	OG0000703	-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.204&CDS=1-1032	YNL265C
704	OG0000704	-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.169&CDS=1-3993	YGL140C
705	OG0000705	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.8&CDS=1-1911	YDR061W
706	OG0000706	-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.206&CDS=1-2085	YJL085W
707	OG0000707	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.9&CDS=1-636	YMR236W
708	OG0000708	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.11&CDS=1-699	YGL037C
709	OG0000709	-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.208&CDS=1-2301	YBR227C
710	OG0000710	-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.212&CDS=1-789	YOR258W
711	OG0000711	-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.175&CDS=1-1767	YOR119C
712	OG0000712	-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.215&CDS=1-393	YBL092W
713	OG0000713	-augustus-gene-0.83-mRNA-1_1&gene=maker-gi|1002316715|dbj|BCKQ01000021.1|-augustus-gene-0.83&CDS=1-645	YLR009W
714	OG0000714	-processed-gene-0.15-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.15&CDS=1-738	YOR095C
715	OG0000715	-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.178&CDS=1-1491	YFL022C
716	OG0000716	-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.218&CDS=1-567	YBL093C
717	OG0000717	-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.180&CDS=1-1542	YBR247C
718	OG0000718	-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.181&CDS=1-1104	YBR249C
719	OG0000719	-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.219&CDS=1-1425	YMR209C
720	OG0000720	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.62&CDS=1-477	YOR257W
721	OG0000721	-processed-gene-0.19-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.19&CDS=1-1293	YOR259C
722	OG0000722	-snap-gene-0.89-mRNA-1_1&gene=maker-gi|1002316715|dbj|BCKQ01000021.1|-snap-gene-0.89&CDS=1-6825	YLR454W
723	OG0000723	-processed-gene-0.109-mRNA-1_1&gene=genemark-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.109&CDS=1-1185	YDR161W
724	OG0000724	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.22&CDS=1-3516	YLR139C
725	OG0000725	-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.223&CDS=1-1098	YOL107W
726	OG0000726	-processed-gene-0.24-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.24&CDS=1-957	YBR187W
727	OG0000727	-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.225&CDS=1-1287	YER048C
728	OG0000728	-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.227&CDS=1-2553	YDR258C
729	OG0000729	-processed-gene-0.228-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.228&CDS=1-1323	YPL060W
730	OG0000730	-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.194&CDS=1-1446	YBR207W
731	OG0000731	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.38&CDS=1-966	YPR061C
732	OG0000732	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.77&CDS=1-2685	YMR066W
733	OG0000733	-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.233&CDS=1-1800	YML054C
734	OG0000734	-processed-gene-0.42-mRNA-1_1&gene=snap_masked-gi|1002316715|dbj|BCKQ01000021.1|-processed-gene-0.42&CDS=1-2343	YLR143W
735	OG0000735	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-0.22&CDS=1-1119	YGR187C
736	OG0000736	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-0.45&CDS=1-4494	YKL101W
737	OG0000737	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.6&CDS=1-1281	YFL031W
738	OG0000738	-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.127&CDS=1-1374	YDR465C
739	OG0000739	-processed-gene-1.10-mRNA-1_1&gene=snap_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.10&CDS=1-2169	YJL093C
740	OG0000740	-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.154&CDS=1-4524	YGL092W
741	OG0000741	-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.156&CDS=1-963	YOR130C
742	OG0000742	-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.130&CDS=1-1116	YNL007C
743	OG0000743	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.23&CDS=1-1599	YDL156W
744	OG0000744	-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.163&CDS=1-4506	YNL273W
745	OG0000745	-processed-gene-1.27-mRNA-1_1&gene=snap_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.27&CDS=1-708	YPL078C
746	OG0000746	-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-gi|1002316716|dbj|BCKQ01000020.1|-processed-gene-1.171&CDS=1-6057	YGR271W
747	OG0000747	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.67&CDS=1-1560	YIL023C
748	OG0000748	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.5&CDS=1-1722	YGL077C
749	OG0000749	-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.6&CDS=1-2244	YOR118W
750	OG0000750	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.16&CDS=1-1110	YER156C
751	OG0000751	-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.7&CDS=1-300	YDR079W
752	OG0000752	-processed-gene-0.81-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.81&CDS=1-726	YDR196C
753	OG0000753	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.8&CDS=1-1443	YAL032C
754	OG0000754	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.20&CDS=1-819	YNL108C
755	OG0000755	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.21&CDS=1-1383	YLR016C
756	OG0000756	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.23&CDS=1-2856	YGL167C
757	OG0000757	-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.24&CDS=1-2880	YPR019W
758	OG0000758	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.91&CDS=1-2199	YHR072W
759	OG0000759	-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.11&CDS=1-1041	YDL014W
760	OG0000760	-processed-gene-0.76-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.76&CDS=1-3636	YBL007C
761	OG0000761	-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.27&CDS=1-1605, -processed-gene-5.88-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-5.88&CDS=1-1713	
762	OG0000762	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-0.29&CDS=1-1128	YDR400W
763	OG0000763	-processed-gene-1.159-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.159&CDS=1-1650	YBR286W
764	OG0000764	-processed-gene-1.165-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.165&CDS=1-3054	YPL128C
765	OG0000765	-processed-gene-1.166-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.166&CDS=1-1143	YOR176W
766	OG0000766	-processed-gene-1.167-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.167&CDS=1-2388	YJL010C
767	OG0000767	-snap-gene-1.86-mRNA-1_1&gene=maker-gi|1002316717|dbj|BCKQ01000019.1|-snap-gene-1.86&CDS=1-3327	YIL047C
768	OG0000768	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.37&CDS=1-2958	YNL012W
769	OG0000769	-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.38&CDS=1-708	YOR289W
770	OG0000770	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.39&CDS=1-960	YHL011C
771	OG0000771	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.9&CDS=1-1821	YER036C
772	OG0000772	-processed-gene-1.172-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.172&CDS=1-1476	YDR388W
773	OG0000773	-processed-gene-1.173-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.173&CDS=1-2472	YDR208W
774	OG0000774	-processed-gene-1.211-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.211&CDS=1-615	YFL005W
775	OG0000775	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.41&CDS=1-1056	YMR055C
776	OG0000776	-processed-gene-1.175-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.175&CDS=1-348	YGR074W
777	OG0000777	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.14&CDS=1-858	YJR101W
778	OG0000778	-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.46&CDS=1-5316	YMR164C
779	OG0000779	-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.15&CDS=1-1782	YKR093W
780	OG0000780	-processed-gene-1.183-mRNA-1_1&gene=snap_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.183&CDS=1-1632	YPL214C
781	OG0000781	-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.52&CDS=1-2571	YPR112C
782	OG0000782	-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.22&CDS=1-2085	YEL042W
783	OG0000783	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.24&CDS=1-2691	YGR200C
784	OG0000784	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.57&CDS=1-2754	YDR137W
785	OG0000785	-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.28&CDS=1-4140	YHR077C
786	OG0000786	-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.58&CDS=1-1269	YMR235C
787	OG0000787	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.31&CDS=1-1023	YBR046C
788	OG0000788	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002316717|dbj|BCKQ01000019.1|-processed-gene-1.62&CDS=1-513	YIL098C
789	OG0000789	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.36&CDS=1-723	YLR025W
790	OG0000790	-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.48&CDS=1-2421	YKR017C
791	OG0000791	-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.37&CDS=1-2244	YML016C
792	OG0000792	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.9&CDS=1-1599	YBR162C
793	OG0000793	-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.10&CDS=1-417	YPR100W
794	OG0000794	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.49&CDS=1-5067	YPR095C
795	OG0000795	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.50&CDS=1-675	YDR013W
796	OG0000796	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.27&CDS=1-2901	YJL102W
797	OG0000797	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-0.13&CDS=1-999	YKR026C
798	OG0000798	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.73&CDS=1-2745	YOR206W
799	OG0000799	-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.64&CDS=1-1257	YER118C
800	OG0000800	-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.68&CDS=1-2409	YBR086C
801	OG0000801	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.80&CDS=1-675	YOL139C
802	OG0000802	-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.81&CDS=1-5586	YJL109C
803	OG0000803	-processed-gene-1.15-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.15&CDS=1-1170	YBR185C
804	OG0000804	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.71&CDS=1-978	YGR104C
805	OG0000805	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-1.72&CDS=1-1260	YJL059W
806	OG0000806	-processed-gene-2.3-mRNA-1_1&gene=snap_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.3&CDS=1-1299	YJL060W
807	OG0000807	-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.52&CDS=1-1290	YIL103W
808	OG0000808	-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-gi|1002316718|dbj|BCKQ01000018.1|-processed-gene-2.55&CDS=1-783	YMR134W
