	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041862_Candida_golubevii
301	OG0000301	YEL034W, YJR047C	augustus_masked-flattened_line_18-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.27&CDS=1-468
302	OG0000302	YEL039C, YJR048W	maker-flattened_line_26-snap-gene-1.7-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.7&CDS=1-1845
303	OG0000303	YEL041W, YJR049C	augustus_masked-flattened_line_136-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.34&CDS=1-1680
304	OG0000304	YEL046C	augustus_masked-flattened_line_188-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.36&CDS=1-1116, augustus_masked-flattened_line_20-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.77&CDS=1-1149
305	OG0000305	YEL047C, YJR051W	genemark-flattened_line_100-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.54&CDS=1-1491
306	OG0000306	YEL061C	augustus_masked-flattened_line_0-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.16&CDS=1-2004, augustus_masked-flattened_line_8-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.105&CDS=1-2508
307	OG0000307	YEL066W, YPR193C	augustus_masked-flattened_line_230-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_230-processed-gene-0.10&CDS=1-453
308	OG0000308	YER015W	augustus_masked-flattened_line_12-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.1&CDS=1-2217, augustus_masked-flattened_line_184-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.52&CDS=1-2169
309	OG0000309	YER017C	genemark-flattened_line_38-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.97&CDS=1-2457, genemark-flattened_line_40-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.55&CDS=1-2751
310	OG0000310	YER027C, YGL208W	augustus_masked-flattened_line_68-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.113&CDS=1-1140
311	OG0000311	YER031C, YGL210W	augustus_masked-flattened_line_44-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.128&CDS=1-657
312	OG0000312	YER037W, YGL224C	augustus_masked-flattened_line_10-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.43&CDS=1-831
313	OG0000313	YER045C, YIL036W	augustus_masked-flattened_line_76-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.106&CDS=1-1269
314	OG0000314	YER056C-A, YIL052C	augustus_masked-flattened_line_170-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.54&CDS=1-351
315	OG0000315	YER057C, YIL051C	genemark-flattened_line_247-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_247-processed-gene-0.12&CDS=1-414
316	OG0000316	YER059W, YIL050W	augustus_masked-flattened_line_2-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.60&CDS=1-1848
317	OG0000317	YER062C, YIL053W	augustus_masked-flattened_line_0-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.69&CDS=1-759
318	OG0000318	YER064C, YIL056W	genemark-flattened_line_10-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.25&CDS=1-1722
319	OG0000319	YER066W, YFL009W	augustus_masked-flattened_line_8-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.22&CDS=1-2244
320	OG0000320	YER067W, YIL057C	augustus_masked-flattened_line_108-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.66&CDS=1-591
321	OG0000321	YER070W	augustus_masked-flattened_line_6-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.151&CDS=1-2748, genemark-flattened_line_132-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.33&CDS=1-2610
322	OG0000322	YER109C, YMR164C	augustus_masked-flattened_line_26-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.79&CDS=1-2376
323	OG0000323	YER131W, YGL189C	augustus_masked-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.94&CDS=1-357
324	OG0000324	YER132C, YGL197W	augustus_masked-flattened_line_16-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.97&CDS=1-4392
325	OG0000325	YER176W	augustus_masked-flattened_line_40-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.72&CDS=1-2160, augustus_masked-flattened_line_62-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.111&CDS=1-3405
326	OG0000326	YFL004W, YPL019C	augustus_masked-flattened_line_2-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.175&CDS=1-2406
327	OG0000327	YFL034C-A, YLR061W	augustus_masked-flattened_line_154-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.61&CDS=1-360
328	OG0000328	YFL048C, YLR080W	augustus_masked-flattened_line_94-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.128&CDS=1-1410
329	OG0000329	YFR014C, YOL016C	augustus_masked-flattened_line_32-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.8&CDS=1-1350
330	OG0000330	YFR032C	augustus_masked-flattened_line_52-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.44&CDS=1-840, maker-flattened_line_6-augustus-gene-2.158-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.158&CDS=1-999
331	OG0000331	YGL031C, YGR148C	augustus_masked-flattened_line_10-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.180&CDS=1-459
332	OG0000332	YGL076C, YPL198W	augustus_masked-flattened_line_251-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.0&CDS=1-723
333	OG0000333	YGL082W, YPL191C	augustus_masked-flattened_line_140-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.74&CDS=1-1311
334	OG0000334	YGL089C, YPL187W	augustus_masked-flattened_line_42-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.117&CDS=1-528
335	OG0000335	YGL096W, YPL177C	augustus_masked-flattened_line_94-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.106&CDS=1-684
336	OG0000336	YGL133W, YPL216W	augustus_masked-flattened_line_194-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_194-processed-gene-0.36&CDS=1-3732
337	OG0000337	YGL135W, YPL220W	augustus_masked-flattened_line_2-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.94&CDS=1-651
338	OG0000338	YGL147C, YNL067W	augustus_masked-flattened_line_32-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.0&CDS=1-573
339	OG0000339	YGL162W, YPR009W	augustus_masked-flattened_line_122-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.71&CDS=1-927
340	OG0000340	YGL179C	augustus_masked-flattened_line_2-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.3&CDS=1-3381, augustus_masked-flattened_line_72-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.21&CDS=1-2046
341	OG0000341	YGL186C	augustus_masked-flattened_line_192-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.3&CDS=1-1599, augustus_masked-flattened_line_2-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.153&CDS=1-1602
342	OG0000342	YGL203C	augustus_masked-flattened_line_144-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.6&CDS=1-1296, augustus_masked-flattened_line_50-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.29&CDS=1-2043
343	OG0000343	YGL257C, YNR059W	augustus_masked-flattened_line_52-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.21&CDS=1-1449
344	OG0000344	YGR008C, YLR327C	augustus_masked-flattened_line_72-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.13&CDS=1-258
345	OG0000345	YGR019W	augustus_masked-flattened_line_100-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.0&CDS=1-1410, augustus_masked-flattened_line_32-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.22&CDS=1-1476
346	OG0000346	YGR027C, YLR333C	genemark-flattened_line_146-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.74&CDS=1-312
347	OG0000347	YGR034W, YLR344W	augustus_masked-flattened_line_34-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.74&CDS=1-381
348	OG0000348	YGR038W, YLR350W	genemark-flattened_line_36-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.152&CDS=1-582
349	OG0000349	YGR056W, YLR357W	augustus_masked-flattened_line_182-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.10&CDS=1-2169
350	OG0000350	YGR060W	augustus_masked-flattened_line_60-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.74&CDS=1-909, snap_masked-flattened_line_36-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.26&CDS=1-891
351	OG0000351	YGR070W, YLR371W	augustus_masked-flattened_line_294-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_294-processed-gene-0.0&CDS=1-4077
352	OG0000352	YGR085C, YPR102C	augustus_masked-flattened_line_316-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_316-processed-gene-0.7&CDS=1-516
353	OG0000353	YGR092W, YPR111W	augustus_masked-flattened_line_88-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.74&CDS=1-1815
354	OG0000354	YGR108W, YPR119W	augustus_masked-flattened_line_86-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.105&CDS=1-1410
355	OG0000355	YGR118W, YPR132W	augustus_masked-flattened_line_48-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.90&CDS=1-435
356	OG0000356	YGR121C, YPR138C	augustus_masked-flattened_line_212-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_212-processed-gene-0.11&CDS=1-1440
357	OG0000357	YGR131W, YPR149W	augustus_masked-flattened_line_150-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.54&CDS=1-483
358	OG0000358	YGR136W, YPR154W	augustus_masked-flattened_line_150-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.49&CDS=1-969
359	OG0000359	YGR138C, YPR156C	augustus_masked-flattened_line_20-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.76&CDS=1-1725
360	OG0000360	YGR141W, YPR157W	genemark-flattened_line_0-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.76&CDS=1-1314
361	OG0000361	YGR143W, YPR159W	maker-flattened_line_257-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_257-snap-gene-0.8&CDS=1-3894
362	OG0000362	YGR184C	genemark-flattened_line_92-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.116&CDS=1-5358, snap_masked-flattened_line_92-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.51&CDS=1-5217
363	OG0000363	YGR204W	augustus_masked-flattened_line_58-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.90&CDS=1-2964, augustus_masked-flattened_line_6-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.145&CDS=1-2838
364	OG0000364	YGR209C, YLR043C	augustus_masked-flattened_line_14-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.70&CDS=1-309
365	OG0000365	YGR214W, YLR048W	augustus_masked-flattened_line_122-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.69&CDS=1-792
366	OG0000366	YGR238C, YHR158C	augustus_masked-flattened_line_76-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.104&CDS=1-3300
367	OG0000367	YGR241C, YHR161C	augustus_masked-flattened_line_52-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.36&CDS=1-1908
368	OG0000368	YGR243W, YHR162W	augustus_masked-flattened_line_12-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.12&CDS=1-360
369	OG0000369	YGR263C	augustus_masked-flattened_line_124-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.82&CDS=1-1167, augustus_masked-flattened_line_66-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.30&CDS=1-1248
370	OG0000370	YGR273C, YMR295C	augustus_masked-flattened_line_14-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.59&CDS=1-573
371	OG0000371	YGR279C, YMR305C	augustus_masked-flattened_line_26-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.88&CDS=1-1017
372	OG0000372	YGR281W	augustus_masked-flattened_line_0-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.33&CDS=1-4221, genemark-flattened_line_26-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.32&CDS=1-4449
373	OG0000373	YHL001W, YKL006W	maker-flattened_line_190-augustus-gene-0.31-mRNA-1_1&gene=maker-flattened_line_190-augustus-gene-0.31&CDS=1-387
374	OG0000374	YHL003C, YKL008C	augustus_masked-flattened_line_120-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.33&CDS=1-1227
375	OG0000375	YHL017W, YKL039W	augustus_masked-flattened_line_86-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.100&CDS=1-1698
376	OG0000376	YHR001W, YKR003W	augustus_masked-flattened_line_178-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.58&CDS=1-1182
377	OG0000377	YHR021C, YKL156W	snap_masked-flattened_line_48-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.18&CDS=1-246
378	OG0000378	YHR115C, YNL116W	augustus_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.17&CDS=1-1473
379	OG0000379	YHR117W, YNL121C	maker-flattened_line_96-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_96-augustus-gene-0.46&CDS=1-2949
380	OG0000380	YHR131C, YNL144C	augustus_masked-flattened_line_146-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.54&CDS=1-1893
381	OG0000381	YHR132W-A, YNL157W	augustus_masked-flattened_line_130-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.26&CDS=1-369
382	OG0000382	YHR133C, YNL156C	augustus_masked-flattened_line_130-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.13&CDS=1-870
383	OG0000383	YHR135C	augustus_masked-flattened_line_108-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.65&CDS=1-1281, augustus_masked-flattened_line_12-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.8&CDS=1-1476
384	OG0000384	YHR141C, YNL162W	genemark-flattened_line_14-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.87&CDS=1-357
385	OG0000385	YHR155W, YNL257C	augustus_masked-flattened_line_218-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_218-processed-gene-0.30&CDS=1-4023
386	OG0000386	YHR198C, YHR199C	augustus_masked-flattened_line_6-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.130&CDS=1-828
387	OG0000387	YIL085C, YNL029C	augustus_masked-flattened_line_68-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.111&CDS=1-1740
388	OG0000388	YIL088C	augustus_masked-flattened_line_100-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.5&CDS=1-1329, maker-flattened_line_2-augustus-gene-2.86-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.86&CDS=1-2247
389	OG0000389	YIL095W, YNL020C	augustus_masked-flattened_line_82-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.44&CDS=1-2157
390	OG0000390	YIL105C, YNL047C	augustus_masked-flattened_line_202-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.36&CDS=1-2439
391	OG0000391	YIL111W, YNL052W	augustus_masked-flattened_line_0-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.21&CDS=1-447
392	OG0000392	YIL113W, YNL053W	maker-flattened_line_10-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.2&CDS=1-1011
393	OG0000393	YIL124W	augustus_masked-flattened_line_100-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.39&CDS=1-870, augustus_masked-flattened_line_72-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.17&CDS=1-870
394	OG0000394	YIL133C, YNL069C	genemark-flattened_line_76-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.23&CDS=1-597
395	OG0000395	YIL135C, YNL074C	augustus_masked-flattened_line_86-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.98&CDS=1-1332
396	OG0000396	YIL149C, YKR095W	augustus_masked-flattened_line_58-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.104&CDS=1-5370
397	OG0000397	YIL151C, YKR096W	augustus_masked-flattened_line_58-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.86&CDS=1-3714
398	OG0000398	YIL156W, YKR098C	augustus_masked-flattened_line_24-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.71&CDS=1-2532
399	OG0000399	YIR001C	augustus_masked-flattened_line_28-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.67&CDS=1-717, augustus_masked-flattened_line_32-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.56&CDS=1-618
400	OG0000400	YIR031C, YNL117W	augustus_masked-flattened_line_112-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.19&CDS=1-1653
401	OG0000401	YIR033W, YKL020C	augustus_masked-flattened_line_8-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.128&CDS=1-3357
402	OG0000402	YIR038C	augustus_masked-flattened_line_156-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.30&CDS=1-726, augustus_masked-flattened_line_156-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.41&CDS=1-762
403	OG0000403	YJL076W, YKR010C	augustus_masked-flattened_line_46-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.37&CDS=1-7086
404	OG0000404	YJL079C, YKR013W	augustus_masked-flattened_line_0-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.28&CDS=1-771
405	OG0000405	YJL082W, YKR018C	maker-flattened_line_0-snap-gene-3.46-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.46&CDS=1-2580
406	OG0000406	YJL083W, YKR019C	genemark-flattened_line_156-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.14&CDS=1-2010
407	OG0000407	YJL084C, YKR021W	augustus_masked-flattened_line_20-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.71&CDS=1-2700
408	OG0000408	YJL090C	augustus_masked-flattened_line_251-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.1&CDS=1-771, genemark-flattened_line_140-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.31&CDS=1-1506
409	OG0000409	YJL105W, YKR029C	augustus_masked-flattened_line_0-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.14&CDS=1-3561
410	OG0000410	YJL133W, YKR052C	augustus_masked-flattened_line_6-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.18&CDS=1-963
411	OG0000411	YJL158C, YJL160C	augustus_masked-flattened_line_20-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.81&CDS=1-906
412	OG0000412	YJL163C	augustus_masked-flattened_line_88-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.49&CDS=1-1698, snap_masked-flattened_line_122-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.11&CDS=1-1725
413	OG0000413	YJL177W, YKL180W	augustus_masked-flattened_line_104-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.56&CDS=1-576
414	OG0000414	YJL190C	augustus_masked-flattened_line_54-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.108&CDS=1-390, maker-flattened_line_102-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_102-augustus-gene-0.1&CDS=1-390
415	OG0000415	YJL212C	augustus_masked-flattened_line_132-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.62&CDS=1-2319, augustus_masked-flattened_line_4-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.28&CDS=1-2280
416	OG0000416	YJR054W, YML047C	augustus_masked-flattened_line_18-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.164&CDS=1-1596
417	OG0000417	YJR059W, YKL198C	augustus_masked-flattened_line_4-processed-gene-2.238-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.238&CDS=1-2280
418	OG0000418	YJR091C, YPR042C	augustus_masked-flattened_line_0-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.75&CDS=1-3180
419	OG0000419	YJR094W-A, YPR043W	maker-flattened_line_0-augustus-gene-4.122-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.122&CDS=1-336
420	OG0000420	YJR130C, YML082W	augustus_masked-flattened_line_0-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.9&CDS=1-1797
421	OG0000421	YKL040C	augustus_masked-flattened_line_100-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.35&CDS=1-783, augustus_masked-flattened_line_44-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.138&CDS=1-771
422	OG0000422	YKL050C, YMR031C	augustus_masked-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.16&CDS=1-2232
423	OG0000423	YKL072W, YMR053C	augustus_masked-flattened_line_4-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.13&CDS=1-3021
424	OG0000424	YKL121W, YMR102C	augustus_masked-flattened_line_34-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.98&CDS=1-2118
425	OG0000425	YKL126W, YMR104C	genemark-flattened_line_0-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.99&CDS=1-2028
426	OG0000426	YKL127W, YMR105C	augustus_masked-flattened_line_90-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.30&CDS=1-1659
427	OG0000427	YKL128C	augustus_masked-flattened_line_164-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.37&CDS=1-927, augustus_masked-flattened_line_84-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.44&CDS=1-975
428	OG0000428	YKL132C, YMR113W	augustus_masked-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.94&CDS=1-1269
429	OG0000429	YKL141W, YMR118C	augustus_masked-flattened_line_24-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.7&CDS=1-513
430	OG0000430	YKR076W, YMR251W	augustus_masked-flattened_line_4-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.11&CDS=1-990
431	OG0000431	YKR093W	augustus_masked-flattened_line_30-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.117&CDS=1-1629, augustus_masked-flattened_line_38-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.151&CDS=1-3438
432	OG0000432	YLL012W, YLR020C	augustus_masked-flattened_line_6-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.19&CDS=1-1560
433	OG0000433	YLL016W, YLR310C	augustus_masked-flattened_line_134-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.71&CDS=1-3996
434	OG0000434	YLR029C, YMR121C	augustus_masked-flattened_line_354-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_354-processed-gene-0.0&CDS=1-612
435	OG0000435	YLR031W, YMR124W	augustus_masked-flattened_line_64-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.76&CDS=1-3348
436	OG0000436	YLR044C, YLR134W	augustus_masked-flattened_line_168-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.2&CDS=1-1686
