	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034932_Kuraishia_ogatae
591	OG0000591	YBL035C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.90&CDS=1-1980
592	OG0000592	YBL036C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.87&CDS=1-714
593	OG0000593	YBL037W	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.86&CDS=1-2910
594	OG0000594	YBL038W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.84-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.84&CDS=1-708
595	OG0000595	YBL039C	genemark-NODE_42_length_45743_cov_19.3112_ID_83-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_42_length_45743_cov_19.3112_ID_83-processed-gene-0.56&CDS=1-1725
596	OG0000596	YBL040C	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-0.80&CDS=1-639
597	OG0000597	YBL041W	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-0.97&CDS=1-738
598	OG0000598	YBL045C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.114&CDS=1-1308
599	OG0000599	YBL047C	maker-NODE_6_length_592426_cov_11.8006_ID_11-snap-gene-0.117-mRNA-1_1&gene=maker-NODE_6_length_592426_cov_11.8006_ID_11-snap-gene-0.117&CDS=1-4323
600	OG0000600	YBL049W	maker-NODE_19_length_328470_cov_11.3744_ID_37-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_19_length_328470_cov_11.3744_ID_37-augustus-gene-0.48&CDS=1-414
601	OG0000601	YBL050W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-0.41&CDS=1-891
602	OG0000602	YBL051C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.106&CDS=1-2301
603	OG0000603	YBL054W	snap_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.21&CDS=1-1974
604	OG0000604	YBL055C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.104-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.104&CDS=1-1203
605	OG0000605	YBL057C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.92&CDS=1-684
606	OG0000606	YBL058W	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-3.88&CDS=1-1089
607	OG0000607	YBL059C-A	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.98&CDS=1-312
608	OG0000608	YBL060W	augustus_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.73&CDS=1-2328
609	OG0000609	YBL061C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.104&CDS=1-1368
610	OG0000610	YBL064C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.116&CDS=1-759
611	OG0000611	YBL066C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.115&CDS=1-2781
612	OG0000612	YBL071W-A	snap_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.18&CDS=1-228
613	OG0000613	YBL076C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.78&CDS=1-3216
614	OG0000614	YBL078C	augustus_masked-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-2.160&CDS=1-402
615	OG0000615	YBL079W	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.58&CDS=1-4467
616	OG0000616	YBL080C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-2.93&CDS=1-1557
617	OG0000617	YBL082C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-1.62&CDS=1-1422
618	OG0000618	YBL084C	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.156&CDS=1-2145
619	OG0000619	YBL086C	maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-4.45-mRNA-1_1&gene=maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-4.45&CDS=1-1140
620	OG0000620	YBL088C	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-0.89&CDS=1-9111
621	OG0000621	YBL090W	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.159&CDS=1-555
622	OG0000622	YBL091C	genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_25_length_257974_cov_11.421_ID_49-processed-gene-1.133&CDS=1-1347
623	OG0000623	YBL092W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.113&CDS=1-393
624	OG0000624	YBL093C	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.132&CDS=1-510
625	OG0000625	YBL095W	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-2.79&CDS=1-705
626	OG0000626	YBL098W	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-2.78&CDS=1-1416
627	OG0000627	YBL099W	genemark-NODE_31_length_182223_cov_11.246_ID_61-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_31_length_182223_cov_11.246_ID_61-processed-gene-0.183&CDS=1-1641
628	OG0000628	YBL103C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.46&CDS=1-1491
629	OG0000629	YBL104C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.43&CDS=1-2973
630	OG0000630	YBL105C	maker-NODE_11_length_434127_cov_13.0365_ID_21-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_11_length_434127_cov_13.0365_ID_21-snap-gene-0.90&CDS=1-2256
631	OG0000631	YBL107C	augustus_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.98&CDS=1-633
632	OG0000632	YBR003W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-1.85&CDS=1-1470
633	OG0000633	YBR004C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.151-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.151&CDS=1-1374
634	OG0000634	YBR007C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.67&CDS=1-1869
635	OG0000635	YBR011C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.41&CDS=1-858
636	OG0000636	YBR017C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.72&CDS=1-2781
637	OG0000637	YBR018C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.94&CDS=1-1116
638	OG0000638	YBR019C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.71&CDS=1-2139
639	OG0000639	YBR022W	snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.4&CDS=1-570
640	OG0000640	YBR023C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.86-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.86&CDS=1-3981
641	OG0000641	YBR026C	maker-NODE_10_length_452332_cov_11.3725_ID_19-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_10_length_452332_cov_11.3725_ID_19-snap-gene-0.37&CDS=1-1509
642	OG0000642	YBR028C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.107-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.107&CDS=1-1662
643	OG0000643	YBR029C	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.58&CDS=1-1317
644	OG0000644	YBR030W	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.65&CDS=1-1824
645	OG0000645	YBR033W, YKL038W	
646	OG0000646	YBR034C	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.68&CDS=1-1038
647	OG0000647	YBR035C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.28-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-13.28&CDS=1-687
648	OG0000648	YBR037C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.18&CDS=1-966
649	OG0000649	YBR039W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.120&CDS=1-864
650	OG0000650	YBR040W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.78&CDS=1-768
651	OG0000651	YBR041W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.80&CDS=1-1908
652	OG0000652	YBR042C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.60&CDS=1-1194
653	OG0000653	YBR043C	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.79&CDS=1-2073
654	OG0000654	YBR046C	genemark-NODE_41_length_48424_cov_11.631_ID_81-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_41_length_48424_cov_11.631_ID_81-processed-gene-0.16&CDS=1-999
655	OG0000655	YBR047W	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.46&CDS=1-603
656	OG0000656	YBR053C	genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-1.95&CDS=1-993
657	OG0000657	YBR055C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-1.64&CDS=1-2856
658	OG0000658	YBR056W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.81&CDS=1-1491
659	OG0000659	YBR057C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.34&CDS=1-1677
660	OG0000660	YBR058C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.12&CDS=1-2526
661	OG0000661	YBR060C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.38&CDS=1-1875
662	OG0000662	YBR061C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.18&CDS=1-909
663	OG0000663	YBR062C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.17&CDS=1-627
664	OG0000664	YBR065C	snap_masked-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.115&CDS=1-1134
665	OG0000665	YBR067C	genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.68&CDS=1-603
666	OG0000666	YBR070C	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.41&CDS=1-534
667	OG0000667	YBR072W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-3.70&CDS=1-672
668	OG0000668	YBR074W	genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.45&CDS=1-3063
669	OG0000669	YBR076W	augustus_masked-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_28_length_230499_cov_10.9408_ID_55-processed-gene-1.102&CDS=1-1230
670	OG0000670	YBR079C	maker-NODE_9_length_529929_cov_11.5501_ID_17-snap-gene-2.64-mRNA-1_1&gene=maker-NODE_9_length_529929_cov_11.5501_ID_17-snap-gene-2.64&CDS=1-3435
671	OG0000671	YBR080C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-2.44&CDS=1-2247
672	OG0000672	YBR081C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.8-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.8&CDS=1-3843
673	OG0000673	YBR082C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.9-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.9&CDS=1-441
674	OG0000674	YBR083W	augustus_masked-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.30&CDS=1-2769
675	OG0000675	YBR085W	genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_12_length_401901_cov_12.886_ID_23-processed-gene-1.18&CDS=1-909
676	OG0000676	YBR086C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-0.109&CDS=1-2724
677	OG0000677	YBR087W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.56-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.56&CDS=1-1125
678	OG0000678	YBR088C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.54-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.54&CDS=1-783
679	OG0000679	YBR091C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.95-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.95&CDS=1-321
680	OG0000680	YBR094W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.53-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.53&CDS=1-2334
681	OG0000681	YBR095C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.82-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.82&CDS=1-1296
682	OG0000682	YBR096W	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.13&CDS=1-750
683	OG0000683	YBR097W	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.2&CDS=1-4734
684	OG0000684	YBR098W	snap_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.139&CDS=1-1920
685	OG0000685	YBR101C	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.33&CDS=1-861
686	OG0000686	YBR102C	augustus_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.23&CDS=1-2553
687	OG0000687	YBR103W	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-0.59&CDS=1-1761
688	OG0000688	YBR105C	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.0&CDS=1-855
689	OG0000689	YBR106W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.57-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-6.57&CDS=1-564
690	OG0000690	YBR109C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.139-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.139&CDS=1-444
691	OG0000691	YBR110W	snap_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.185-mRNA-1_1&gene=snap_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.185&CDS=1-1392
692	OG0000692	YBR111C	augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.49&CDS=1-642
693	OG0000693	YBR111W-A	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.5-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.5&CDS=1-291
694	OG0000694	YBR112C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.3-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-9.3&CDS=1-3261
695	OG0000695	YBR115C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.117-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-10.117&CDS=1-4200
696	OG0000696	YBR120C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.115&CDS=1-471
697	OG0000697	YBR121C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.18&CDS=1-1977
698	OG0000698	YBR122C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.25&CDS=1-513
699	OG0000699	YBR123C	augustus_masked-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.59&CDS=1-1836
700	OG0000700	YBR125C	augustus_masked-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.41&CDS=1-1179
701	OG0000701	YBR126C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-0.7&CDS=1-1416
702	OG0000702	YBR127C	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-4.36&CDS=1-1506
703	OG0000703	YBR133C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.82-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.82&CDS=1-2901
704	OG0000704	YBR135W	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.69-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.69&CDS=1-315
705	OG0000705	YBR136W	maker-NODE_2_length_1005779_cov_12.3914_ID_3-augustus-gene-7.90-mRNA-1_1&gene=maker-NODE_2_length_1005779_cov_12.3914_ID_3-augustus-gene-7.90&CDS=1-7281
706	OG0000706	YBR137W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.35-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-4.35&CDS=1-480
707	OG0000707	YBR138C	augustus_masked-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.58&CDS=1-2076
708	OG0000708	YBR141C	genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.49&CDS=1-1203
709	OG0000709	YBR142W	genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.66&CDS=1-2424
710	OG0000710	YBR143C	genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_35_length_98270_cov_18.2768_ID_69-processed-gene-0.48&CDS=1-1302
711	OG0000711	YBR146W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.59&CDS=1-921
712	OG0000712	YBR150C, YOL089C	
713	OG0000713	YBR153W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.74&CDS=1-777
714	OG0000714	YBR154C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.57&CDS=1-642
715	OG0000715	YBR155W	genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.73&CDS=1-1128
716	OG0000716	YBR156C	genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.75&CDS=1-4053
