	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035022_Candida_emberorum
589	OG0000589	YBL084C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.1&CDS=1-2133
590	OG0000590	YBL086C	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.76&CDS=1-1215
591	OG0000591	YBL088C	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-1.67&CDS=1-8532
592	OG0000592	YBL090W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.36&CDS=1-531
593	OG0000593	YBL091C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-2.108&CDS=1-1260
594	OG0000594	YBL092W	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-0.11&CDS=1-432
595	OG0000595	YBL093C	maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-0.36&CDS=1-510
596	OG0000596	YBL095W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.97&CDS=1-657
597	OG0000597	YBL097W	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.50&CDS=1-2262
598	OG0000598	YBL098W	snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.108&CDS=1-2763
599	OG0000599	YBL099W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.70&CDS=1-1635
600	OG0000600	YBL102W	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.19&CDS=1-627
601	OG0000601	YBL103C	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.41&CDS=1-1488
602	OG0000602	YBL104C	maker-NODE_2_length_1087163_cov_17.8293_ID_3-snap-gene-5.3-mRNA-1_1&gene=maker-NODE_2_length_1087163_cov_17.8293_ID_3-snap-gene-5.3&CDS=1-5106
603	OG0000603	YBL107C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.72&CDS=1-546
604	OG0000604	YBR003W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.81&CDS=1-1446
605	OG0000605	YBR007C	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.141&CDS=1-1917
606	OG0000606	YBR011C	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.206-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.206&CDS=1-861
607	OG0000607	YBR017C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.103&CDS=1-2754
608	OG0000608	YBR018C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.64&CDS=1-1272
609	OG0000609	YBR019C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.62&CDS=1-2037
610	OG0000610	YBR022W	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.88-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.88&CDS=1-504
611	OG0000611	YBR023C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-5.93-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-5.93&CDS=1-3585
612	OG0000612	YBR026C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.66&CDS=1-1143
613	OG0000613	YBR028C	augustus_masked-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.60&CDS=1-1323
614	OG0000614	YBR029C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.88&CDS=1-1323
615	OG0000615	YBR030W	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.50&CDS=1-1983
616	OG0000616	YBR034C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.73&CDS=1-1005
617	OG0000617	YBR035C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.112&CDS=1-690
618	OG0000618	YBR037C	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.9&CDS=1-891
619	OG0000619	YBR039W	maker-NODE_17_length_370782_cov_16.0799_ID_33-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_17_length_370782_cov_16.0799_ID_33-snap-gene-0.105&CDS=1-1095
620	OG0000620	YBR041W	snap_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.41&CDS=1-1965
621	OG0000621	YBR043C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.78&CDS=1-2055
622	OG0000622	YBR046C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.85-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.85&CDS=1-999
623	OG0000623	YBR053C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.61&CDS=1-981
624	OG0000624	YBR055C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.136&CDS=1-2691
625	OG0000625	YBR056W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.112-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.112&CDS=1-1503
626	OG0000626	YBR057C	maker-NODE_3_length_1003618_cov_17.3652_ID_5-augustus-gene-6.143-mRNA-1_1&gene=maker-NODE_3_length_1003618_cov_17.3652_ID_5-augustus-gene-6.143&CDS=1-1134
627	OG0000627	YBR058C	snap_masked-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-1.70&CDS=1-2361
628	OG0000628	YBR060C	genemark-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.32&CDS=1-2316
629	OG0000629	YBR061C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-0.23&CDS=1-894
630	OG0000630	YBR065C	snap_masked-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.51&CDS=1-1026
631	OG0000631	YBR070C	augustus_masked-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.12&CDS=1-690
632	OG0000632	YBR074W	genemark-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_29_length_47211_cov_15.8114_ID_57-processed-gene-0.26&CDS=1-2901
633	OG0000633	YBR079C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.81-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.81&CDS=1-2676
634	OG0000634	YBR080C	snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.46&CDS=1-2391
635	OG0000635	YBR081C	maker-NODE_16_length_412327_cov_20.647_ID_31-snap-gene-1.53-mRNA-1_1&gene=maker-NODE_16_length_412327_cov_20.647_ID_31-snap-gene-1.53&CDS=1-3342
636	OG0000636	YBR082C	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-1.140&CDS=1-441
637	OG0000637	YBR083W	maker-NODE_2_length_1087163_cov_17.8293_ID_3-snap-gene-5.1-mRNA-1_1&gene=maker-NODE_2_length_1087163_cov_17.8293_ID_3-snap-gene-5.1&CDS=1-2223
638	OG0000638	YBR085W	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.103-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.103&CDS=1-903
639	OG0000639	YBR086C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.136-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.136&CDS=1-2577
640	OG0000640	YBR087W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.143&CDS=1-1080
641	OG0000641	YBR088C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.60&CDS=1-777
642	OG0000642	YBR091C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.58&CDS=1-324
643	OG0000643	YBR094W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.76&CDS=1-2118
644	OG0000644	YBR095C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.78&CDS=1-906
645	OG0000645	YBR096W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.89&CDS=1-702
646	OG0000646	YBR097W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.80&CDS=1-4596
647	OG0000647	YBR101C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.80&CDS=1-852
648	OG0000648	YBR102C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.91&CDS=1-2175
649	OG0000649	YBR103W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.79&CDS=1-1662
650	OG0000650	YBR106W	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.8&CDS=1-576
651	OG0000651	YBR109C	maker-NODE_8_length_602038_cov_19.6922_ID_15-augustus-gene-1.9-mRNA-1_1&gene=maker-NODE_8_length_602038_cov_19.6922_ID_15-augustus-gene-1.9&CDS=1-486
652	OG0000652	YBR110W	snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-1.77&CDS=1-1407
653	OG0000653	YBR111C	maker-NODE_13_length_452004_cov_15.9803_ID_25-augustus-gene-3.57-mRNA-1_1&gene=maker-NODE_13_length_452004_cov_15.9803_ID_25-augustus-gene-3.57&CDS=1-2586
654	OG0000654	YBR111W-A	augustus_masked-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.14&CDS=1-291
655	OG0000655	YBR112C	maker-NODE_13_length_452004_cov_15.9803_ID_25-snap-gene-3.61-mRNA-1_1&gene=maker-NODE_13_length_452004_cov_15.9803_ID_25-snap-gene-3.61&CDS=1-2292
656	OG0000656	YBR114W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.83&CDS=1-2457
657	OG0000657	YBR115C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.84&CDS=1-4173
658	OG0000658	YBR120C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.89-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.89&CDS=1-336
659	OG0000659	YBR121C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.82-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.82&CDS=1-1959
660	OG0000660	YBR122C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.94&CDS=1-501
661	OG0000661	YBR123C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.36&CDS=1-1782
662	OG0000662	YBR126C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.40&CDS=1-1431
663	OG0000663	YBR127C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.37&CDS=1-1521
664	OG0000664	YBR129C	augustus_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.4&CDS=1-924
665	OG0000665	YBR130C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-6.51-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-6.51&CDS=1-1578
666	OG0000666	YBR132C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.4&CDS=1-1680
667	OG0000667	YBR133C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.89&CDS=1-1539
668	OG0000668	YBR135W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.32&CDS=1-306
669	OG0000669	YBR136W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.34&CDS=1-7080
670	OG0000670	YBR137W	genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.25&CDS=1-474
671	OG0000671	YBR141C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.107&CDS=1-975
672	OG0000672	YBR142W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.88&CDS=1-2367
673	OG0000673	YBR143C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.108&CDS=1-1311
674	OG0000674	YBR146W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.8-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.8&CDS=1-924
675	OG0000675	YBR149W	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.204-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.204&CDS=1-981
676	OG0000676	YBR151W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.87-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.87&CDS=1-897
677	OG0000677	YBR153W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.2-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.2&CDS=1-738
678	OG0000678	YBR154C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.6-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.6&CDS=1-642
679	OG0000679	YBR155W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.119&CDS=1-1164
680	OG0000680	YBR158W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.1&CDS=1-1767
681	OG0000681	YBR159W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.4&CDS=1-1023
682	OG0000682	YBR162C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-0.48&CDS=1-1302
683	OG0000683	YBR162W-A	snap_masked-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.16&CDS=1-192
684	OG0000684	YBR163W	genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.101&CDS=1-1848
685	OG0000685	YBR164C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.131-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.131&CDS=1-555
686	OG0000686	YBR166C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.154-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.154&CDS=1-1320
687	OG0000687	YBR167C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-1.126&CDS=1-420
688	OG0000688	YBR170C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.103-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.103&CDS=1-1713
689	OG0000689	YBR171W	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.46&CDS=1-723
690	OG0000690	YBR173C	genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.66&CDS=1-438
691	OG0000691	YBR176W	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-0.123&CDS=1-921
692	OG0000692	YBR179C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.44&CDS=1-2598
693	OG0000693	YBR180W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.18&CDS=1-3033
694	OG0000694	YBR182C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.42&CDS=1-1710
695	OG0000695	YBR185C	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.96&CDS=1-837
696	OG0000696	YBR187W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.139&CDS=1-957
697	OG0000697	YBR192W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.120&CDS=1-1080
698	OG0000698	YBR193C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.121&CDS=1-636
699	OG0000699	YBR195C	augustus_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.29&CDS=1-1260
700	OG0000700	YBR196C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-7.65-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-7.65&CDS=1-1656
701	OG0000701	YBR198C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.107&CDS=1-2340
702	OG0000702	YBR199W	augustus_masked-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.98&CDS=1-1380
703	OG0000703	YBR200W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.49&CDS=1-1719
704	OG0000704	YBR202W	genemark-NODE_31_length_26603_cov_15.9554_ID_61-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_31_length_26603_cov_15.9554_ID_61-processed-gene-0.33&CDS=1-2391
705	OG0000705	YBR203W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-7.48-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-7.48&CDS=1-2085
706	OG0000706	YBR204C	maker-NODE_7_length_860677_cov_18.1149_ID_13-augustus-gene-1.82-mRNA-1_1&gene=maker-NODE_7_length_860677_cov_18.1149_ID_13-augustus-gene-1.82&CDS=1-2241
707	OG0000707	YBR208C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.71-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.71&CDS=1-10353
708	OG0000708	YBR212W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.169-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.169&CDS=1-2103
709	OG0000709	YBR213W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.147-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.147&CDS=1-942
710	OG0000710	YBR217W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.70&CDS=1-570
711	OG0000711	YBR221C	maker-NODE_9_length_515618_cov_16.019_ID_17-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_9_length_515618_cov_16.019_ID_17-augustus-gene-3.2&CDS=1-2742
712	OG0000712	YBR223C	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.82&CDS=1-1659
713	OG0000713	YBR228W	maker-NODE_4_length_917787_cov_18.057_ID_7-snap-gene-8.2-mRNA-1_1&gene=maker-NODE_4_length_917787_cov_18.057_ID_7-snap-gene-8.2&CDS=1-921
