	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034673_Blastobotrys_nivea
693	OG0000693	YCL034W	maker-NODE_882_length_4375_cov_3.81528_ID_1763-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_882_length_4375_cov_3.81528_ID_1763-augustus-gene-0.4&CDS=1-1176
694	OG0000694	YCL038C	augustus_masked-NODE_5132_length_872_cov_3.6683_ID_10263-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5132_length_872_cov_3.6683_ID_10263-processed-gene-0.1&CDS=1-408
695	OG0000695	YCL043C	augustus_masked-NODE_449_length_5649_cov_3.34644_ID_897-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_449_length_5649_cov_3.34644_ID_897-processed-gene-0.6&CDS=1-1632
696	OG0000696	YCL047C	augustus_masked-NODE_471_length_5543_cov_3.32125_ID_941-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_471_length_5543_cov_3.32125_ID_941-processed-gene-0.5&CDS=1-858
697	OG0000697	YCL054W	snap_masked-NODE_536_length_5254_cov_3.42374_ID_1071-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_536_length_5254_cov_3.42374_ID_1071-processed-gene-0.7&CDS=1-693
698	OG0000698	YCL055W	augustus_masked-NODE_4969_length_935_cov_2.7625_ID_9937-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4969_length_935_cov_2.7625_ID_9937-processed-gene-0.1&CDS=1-864
699	OG0000699	YCL057W	augustus_masked-NODE_244_length_7013_cov_3.41291_ID_487-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_244_length_7013_cov_3.41291_ID_487-processed-gene-0.5&CDS=1-2007
700	OG0000700	YCL059C	augustus_masked-NODE_3475_length_1609_cov_2.46461_ID_6949-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_3475_length_1609_cov_2.46461_ID_6949-processed-gene-0.3&CDS=1-771
701	OG0000701	YCL061C	snap_masked-NODE_1517_length_3223_cov_3.27431_ID_3033-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_1517_length_3223_cov_3.27431_ID_3033-processed-gene-0.4&CDS=1-2523
702	OG0000702	YCR002C	augustus_masked-NODE_1266_length_3602_cov_2.80688_ID_2531-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1266_length_3602_cov_2.80688_ID_2531-processed-gene-0.2&CDS=1-1146
703	OG0000703	YCR003W	augustus_masked-NODE_1266_length_3602_cov_2.80688_ID_2531-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1266_length_3602_cov_2.80688_ID_2531-processed-gene-0.0&CDS=1-519
704	OG0000704	YCR008W	augustus_masked-NODE_3121_length_1811_cov_3.04442_ID_6241-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3121_length_1811_cov_3.04442_ID_6241-processed-gene-0.0&CDS=1-1014
705	OG0000705	YCR009C	maker-NODE_1220_length_3674_cov_3.54877_ID_2439-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_1220_length_3674_cov_3.54877_ID_2439-augustus-gene-0.2&CDS=1-750
706	OG0000706	YCR011C	genemark-NODE_1885_length_2800_cov_3.9745_ID_3769-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1885_length_2800_cov_3.9745_ID_3769-processed-gene-0.0&CDS=1-2736
707	OG0000707	YCR012W	augustus_masked-NODE_1778_length_2915_cov_3.60629_ID_3555-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1778_length_2915_cov_3.60629_ID_3555-processed-gene-0.1&CDS=1-1248
708	OG0000708	YCR015C	augustus_masked-NODE_105_length_8862_cov_4.0394_ID_209-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_105_length_8862_cov_4.0394_ID_209-processed-gene-0.2&CDS=1-786
709	OG0000709	YCR016W	augustus_masked-NODE_466_length_5573_cov_3.8813_ID_931-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_466_length_5573_cov_3.8813_ID_931-processed-gene-0.1&CDS=1-1068
710	OG0000710	YCR017C	maker-NODE_850_length_4425_cov_3.25561_ID_1699-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_850_length_4425_cov_3.25561_ID_1699-augustus-gene-0.3&CDS=1-2832
711	OG0000711	YCR019W	augustus_masked-NODE_4385_length_1183_cov_2.9406_ID_8769-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4385_length_1183_cov_2.9406_ID_8769-processed-gene-0.1&CDS=1-1044
712	OG0000712	YCR023C	augustus_masked-NODE_2611_length_2156_cov_3.06283_ID_5221-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2611_length_2156_cov_3.06283_ID_5221-processed-gene-0.2&CDS=1-1632
713	OG0000713	YCR024C	augustus_masked-NODE_268_length_6812_cov_3.31612_ID_535-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_268_length_6812_cov_3.31612_ID_535-processed-gene-0.7&CDS=1-1386
714	OG0000714	YCR028C-A	augustus_masked-NODE_4181_length_1272_cov_3.21282_ID_8361-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4181_length_1272_cov_3.21282_ID_8361-processed-gene-0.1&CDS=1-240
715	OG0000715	YCR030C	augustus_masked-NODE_2566_length_2192_cov_3.16285_ID_5131-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2566_length_2192_cov_3.16285_ID_5131-processed-gene-0.5&CDS=1-771
716	OG0000716	YCR031C	genemark-NODE_4366_length_1192_cov_3.56992_ID_8731-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4366_length_1192_cov_3.56992_ID_8731-processed-gene-0.0&CDS=1-429
717	OG0000717	YCR033W	snap_masked-NODE_2585_length_2174_cov_3.31619_ID_5169-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_2585_length_2174_cov_3.31619_ID_5169-processed-gene-0.2&CDS=1-2130
718	OG0000718	YCR035C	augustus_masked-NODE_1039_length_4035_cov_3.71357_ID_2077-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_1039_length_4035_cov_3.71357_ID_2077-processed-gene-0.6&CDS=1-891
719	OG0000719	YCR036W	augustus_masked-NODE_1039_length_4035_cov_3.71357_ID_2077-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_1039_length_4035_cov_3.71357_ID_2077-processed-gene-0.8&CDS=1-930
720	OG0000720	YCR042C	augustus_masked-NODE_707_length_4752_cov_3.1073_ID_1413-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_707_length_4752_cov_3.1073_ID_1413-processed-gene-0.5&CDS=1-2310
721	OG0000721	YCR044C	augustus_masked-NODE_531_length_5268_cov_4.38538_ID_1061-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_531_length_5268_cov_4.38538_ID_1061-processed-gene-0.7&CDS=1-1008
722	OG0000722	YCR047C	augustus_masked-NODE_2412_length_2299_cov_3.07353_ID_4823-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2412_length_2299_cov_3.07353_ID_4823-processed-gene-0.4&CDS=1-552
723	OG0000723	YCR051W	augustus_masked-NODE_1890_length_2797_cov_3.84464_ID_3779-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1890_length_2797_cov_3.84464_ID_3779-processed-gene-0.5&CDS=1-627
724	OG0000724	YCR053W	augustus_masked-NODE_294_length_6637_cov_3.58782_ID_587-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_294_length_6637_cov_3.58782_ID_587-processed-gene-0.5&CDS=1-1527
725	OG0000725	YCR054C	snap_masked-NODE_4440_length_1155_cov_3.51455_ID_8879-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_4440_length_1155_cov_3.51455_ID_8879-processed-gene-0.3&CDS=1-312
726	OG0000726	YCR057C	genemark-NODE_680_length_4831_cov_3.60427_ID_1359-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_680_length_4831_cov_3.60427_ID_1359-processed-gene-0.12&CDS=1-2028
727	OG0000727	YCR060W	maker-NODE_2691_length_2102_cov_2.35027_ID_5381-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_2691_length_2102_cov_2.35027_ID_5381-snap-gene-0.5&CDS=1-786
728	OG0000728	YCR061W	augustus_masked-NODE_2003_length_2675_cov_3.58702_ID_4005-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2003_length_2675_cov_3.58702_ID_4005-processed-gene-0.3&CDS=1-1821
729	OG0000729	YCR063W	augustus_masked-NODE_655_length_4919_cov_3.63528_ID_1309-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_655_length_4919_cov_3.63528_ID_1309-processed-gene-0.7&CDS=1-441
730	OG0000730	YCR065W	genemark-NODE_6056_length_516_cov_3.05857_ID_12111-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_6056_length_516_cov_3.05857_ID_12111-processed-gene-0.2&CDS=1-402
731	OG0000731	YCR066W	augustus_masked-NODE_484_length_5479_cov_3.05734_ID_967-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_484_length_5479_cov_3.05734_ID_967-processed-gene-0.0&CDS=1-1128
732	OG0000732	YCR068W	genemark-NODE_2373_length_2329_cov_4.09499_ID_4745-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2373_length_2329_cov_4.09499_ID_4745-processed-gene-0.2&CDS=1-963
733	OG0000733	YCR071C	augustus_masked-NODE_207_length_7435_cov_3.471_ID_413-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_207_length_7435_cov_3.471_ID_413-processed-gene-0.8&CDS=1-498
734	OG0000734	YCR072C	augustus_masked-NODE_1581_length_3146_cov_2.94144_ID_3161-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1581_length_3146_cov_2.94144_ID_3161-processed-gene-0.3&CDS=1-1545
735	OG0000735	YCR075C	genemark-NODE_1253_length_3618_cov_3.89924_ID_2505-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1253_length_3618_cov_3.89924_ID_2505-processed-gene-0.2&CDS=1-696
736	OG0000736	YCR077C	augustus_masked-NODE_3289_length_1725_cov_2.25449_ID_6577-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3289_length_1725_cov_2.25449_ID_6577-processed-gene-0.5&CDS=1-1083
737	OG0000737	YCR079W	maker-NODE_1471_length_3280_cov_3.6276_ID_2941-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_1471_length_3280_cov_3.6276_ID_2941-augustus-gene-0.9&CDS=1-1203
738	OG0000738	YCR081W	maker-NODE_1661_length_3026_cov_3.43285_ID_3321-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_1661_length_3026_cov_3.43285_ID_3321-augustus-gene-0.2&CDS=1-1881
739	OG0000739	YCR084C	augustus_masked-NODE_1887_length_2799_cov_3.71829_ID_3773-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1887_length_2799_cov_3.71829_ID_3773-processed-gene-0.0&CDS=1-1929
740	OG0000740	YCR087C-A	augustus_masked-NODE_1305_length_3527_cov_3.07892_ID_2609-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1305_length_3527_cov_3.07892_ID_2609-processed-gene-0.2&CDS=1-294
741	OG0000741	YCR088W	maker-NODE_2154_length_2534_cov_3.83542_ID_4307-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_2154_length_2534_cov_3.83542_ID_4307-augustus-gene-0.2&CDS=1-2187
742	OG0000742	YCR090C	augustus_masked-NODE_2306_length_2391_cov_3.36087_ID_4611-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2306_length_2391_cov_3.36087_ID_4611-processed-gene-0.4&CDS=1-318
743	OG0000743	YCR091W	augustus_masked-NODE_620_length_5002_cov_3.77502_ID_1239-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_620_length_5002_cov_3.77502_ID_1239-processed-gene-0.8&CDS=1-2649
744	OG0000744	YCR092C	augustus_masked-NODE_146_length_8157_cov_3.23093_ID_291-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_146_length_8157_cov_3.23093_ID_291-processed-gene-0.7&CDS=1-2928
745	OG0000745	YCR093W	genemark-NODE_1390_length_3416_cov_2.62154_ID_2779-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1390_length_3416_cov_2.62154_ID_2779-processed-gene-0.2&CDS=1-3303
746	OG0000746	YCR094W	snap_masked-NODE_3137_length_1800_cov_2.63095_ID_6273-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_3137_length_1800_cov_2.63095_ID_6273-processed-gene-0.3&CDS=1-1077
747	OG0000747	YCR098C	augustus_masked-NODE_2071_length_2631_cov_3.51553_ID_4141-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2071_length_2631_cov_3.51553_ID_4141-processed-gene-0.2&CDS=1-1572
748	OG0000748	YDL001W	augustus_masked-NODE_1107_length_3914_cov_2.9886_ID_2213-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_1107_length_3914_cov_2.9886_ID_2213-processed-gene-0.7&CDS=1-1317
749	OG0000749	YDL004W	augustus_masked-NODE_2334_length_2371_cov_2.86658_ID_4667-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2334_length_2371_cov_2.86658_ID_4667-processed-gene-0.0&CDS=1-303
750	OG0000750	YDL006W	augustus_masked-NODE_3426_length_1639_cov_3.39205_ID_6851-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3426_length_1639_cov_3.39205_ID_6851-processed-gene-0.1&CDS=1-768
751	OG0000751	YDL007W	maker-NODE_2334_length_2371_cov_2.86658_ID_4667-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_2334_length_2371_cov_2.86658_ID_4667-augustus-gene-0.2&CDS=1-1323
752	OG0000752	YDL008W	augustus_masked-NODE_1438_length_3342_cov_3.0502_ID_2875-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1438_length_3342_cov_3.0502_ID_2875-processed-gene-0.1&CDS=1-252
753	OG0000753	YDL010W	augustus_masked-NODE_1253_length_3618_cov_3.89924_ID_2505-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_1253_length_3618_cov_3.89924_ID_2505-processed-gene-0.7&CDS=1-585
754	OG0000754	YDL014W	augustus_masked-NODE_1610_length_3098_cov_3.55406_ID_3219-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1610_length_3098_cov_3.55406_ID_3219-processed-gene-0.0&CDS=1-555
755	OG0000755	YDL015C	augustus_masked-NODE_312_length_6516_cov_3.16747_ID_623-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_312_length_6516_cov_3.16747_ID_623-processed-gene-0.4&CDS=1-933
756	OG0000756	YDL017W	augustus_masked-NODE_3116_length_1816_cov_1.81034_ID_6231-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3116_length_1816_cov_1.81034_ID_6231-processed-gene-0.1&CDS=1-1134
757	OG0000757	YDL020C	snap_masked-NODE_5169_length_856_cov_1.79526_ID_10337-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_5169_length_856_cov_1.79526_ID_10337-processed-gene-0.1&CDS=1-372
758	OG0000758	YDL025C	augustus_masked-NODE_861_length_4404_cov_3.60957_ID_1721-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_861_length_4404_cov_3.60957_ID_1721-processed-gene-0.4&CDS=1-1983
759	OG0000759	YDL028C	augustus_masked-NODE_246_length_6998_cov_3.36785_ID_491-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_246_length_6998_cov_3.36785_ID_491-processed-gene-0.4&CDS=1-2058
760	OG0000760	YDL029W	augustus_masked-NODE_246_length_6998_cov_3.36785_ID_491-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_246_length_6998_cov_3.36785_ID_491-processed-gene-0.7&CDS=1-1164
761	OG0000761	YDL030W	snap_masked-NODE_2274_length_2415_cov_2.74788_ID_4547-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_2274_length_2415_cov_2.74788_ID_4547-processed-gene-0.8&CDS=1-750
762	OG0000762	YDL031W	augustus_masked-NODE_521_length_5314_cov_2.76973_ID_1041-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_521_length_5314_cov_2.76973_ID_1041-processed-gene-0.5&CDS=1-2082
763	OG0000763	YDL033C	augustus_masked-NODE_3700_length_1489_cov_2.85565_ID_7399-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3700_length_1489_cov_2.85565_ID_7399-processed-gene-0.0&CDS=1-834
764	OG0000764	YDL040C	genemark-NODE_268_length_6812_cov_3.31612_ID_535-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_268_length_6812_cov_3.31612_ID_535-processed-gene-0.0&CDS=1-2259
765	OG0000765	YDL044C	augustus_masked-NODE_731_length_4674_cov_3.97315_ID_1461-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_731_length_4674_cov_3.97315_ID_1461-processed-gene-0.9&CDS=1-933
766	OG0000766	YDL045C	augustus_masked-NODE_731_length_4674_cov_3.97315_ID_1461-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_731_length_4674_cov_3.97315_ID_1461-processed-gene-0.8&CDS=1-753
767	OG0000767	YDL045W-A	augustus_masked-NODE_176_length_7711_cov_3.97113_ID_351-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_176_length_7711_cov_3.97113_ID_351-processed-gene-0.11&CDS=1-270
768	OG0000768	YDL046W	snap_masked-NODE_3689_length_1496_cov_3.48508_ID_7377-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3689_length_1496_cov_3.48508_ID_7377-processed-gene-0.1&CDS=1-516
769	OG0000769	YDL051W	augustus_masked-NODE_168_length_7824_cov_2.84889_ID_335-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_168_length_7824_cov_2.84889_ID_335-processed-gene-0.3&CDS=1-915
770	OG0000770	YDL052C	augustus_masked-NODE_464_length_5576_cov_2.8493_ID_927-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_464_length_5576_cov_2.8493_ID_927-processed-gene-0.4&CDS=1-486
771	OG0000771	YDL054C	snap_masked-NODE_2924_length_1952_cov_4.22878_ID_5847-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_2924_length_1952_cov_4.22878_ID_5847-processed-gene-0.3&CDS=1-399
772	OG0000772	YDL055C	augustus_masked-NODE_3746_length_1461_cov_3.56686_ID_7491-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3746_length_1461_cov_3.56686_ID_7491-processed-gene-0.1&CDS=1-360
773	OG0000773	YDL056W	augustus_masked-NODE_851_length_4424_cov_3.72969_ID_1701-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_851_length_4424_cov_3.72969_ID_1701-processed-gene-0.2&CDS=1-2718
774	OG0000774	YDL058W	augustus_masked-NODE_45_length_10578_cov_3.39_ID_89-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_45_length_10578_cov_3.39_ID_89-processed-gene-0.0&CDS=1-5502
775	OG0000775	YDL060W	augustus_masked-NODE_1989_length_2683_cov_2.7344_ID_3977-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1989_length_2683_cov_2.7344_ID_3977-processed-gene-0.2&CDS=1-1287
776	OG0000776	YDL063C	genemark-NODE_3378_length_1671_cov_3.94183_ID_6755-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_3378_length_1671_cov_3.94183_ID_6755-processed-gene-0.5&CDS=1-1056
777	OG0000777	YDL064W	augustus_masked-NODE_966_length_4181_cov_3.21013_ID_1931-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_966_length_4181_cov_3.21013_ID_1931-processed-gene-0.6&CDS=1-471
778	OG0000778	YDL065C	augustus_masked-NODE_5010_length_919_cov_3.34606_ID_10019-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5010_length_919_cov_3.34606_ID_10019-processed-gene-0.0&CDS=1-390
779	OG0000779	YDL066W	genemark-NODE_56_length_10077_cov_3.91349_ID_111-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_56_length_10077_cov_3.91349_ID_111-processed-gene-0.18&CDS=1-1662
780	OG0000780	YDL072C	snap_masked-NODE_101_length_8899_cov_3.44267_ID_201-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_101_length_8899_cov_3.44267_ID_201-processed-gene-0.12&CDS=1-615
781	OG0000781	YDL076C	augustus_masked-NODE_147_length_8156_cov_3.57326_ID_293-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_147_length_8156_cov_3.57326_ID_293-processed-gene-0.5&CDS=1-702
782	OG0000782	YDL077C	augustus_masked-NODE_147_length_8156_cov_3.57326_ID_293-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_147_length_8156_cov_3.57326_ID_293-processed-gene-0.7&CDS=1-2883
783	OG0000783	YDL084W	augustus_masked-NODE_4628_length_1062_cov_1.79742_ID_9255-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4628_length_1062_cov_1.79742_ID_9255-processed-gene-0.1&CDS=1-816
784	OG0000784	YDL087C	snap_masked-NODE_3997_length_1347_cov_1.54257_ID_7993-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_3997_length_1347_cov_1.54257_ID_7993-processed-gene-0.4&CDS=1-210
785	OG0000785	YDL090C	augustus_masked-NODE_2012_length_2669_cov_3.2873_ID_4023-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2012_length_2669_cov_3.2873_ID_4023-processed-gene-0.2&CDS=1-1026
786	OG0000786	YDL091C	augustus_masked-NODE_295_length_6634_cov_3.58702_ID_589-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_295_length_6634_cov_3.58702_ID_589-processed-gene-0.6&CDS=1-1452
787	OG0000787	YDL097C	snap_masked-NODE_31_length_11544_cov_3.24136_ID_61-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_31_length_11544_cov_3.24136_ID_61-processed-gene-0.11&CDS=1-843
788	OG0000788	YDL098C	augustus_masked-NODE_2711_length_2083_cov_3.17604_ID_5421-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2711_length_2083_cov_3.17604_ID_5421-processed-gene-0.2&CDS=1-540
789	OG0000789	YDL100C	augustus_masked-NODE_3146_length_1795_cov_3.49253_ID_6291-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3146_length_1795_cov_3.49253_ID_6291-processed-gene-0.2&CDS=1-762
790	OG0000790	YDL102W	maker-NODE_427_length_5785_cov_2.55305_ID_853-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_427_length_5785_cov_2.55305_ID_853-augustus-gene-0.6&CDS=1-3156
791	OG0000791	YDL103C	augustus_masked-NODE_4229_length_1254_cov_2.04754_ID_8457-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4229_length_1254_cov_2.04754_ID_8457-processed-gene-0.1&CDS=1-1050
792	OG0000792	YDL104C	augustus_masked-NODE_60_length_9957_cov_3.09544_ID_119-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_60_length_9957_cov_3.09544_ID_119-processed-gene-0.11&CDS=1-1215
793	OG0000793	YDL105W	augustus_masked-NODE_60_length_9957_cov_3.09544_ID_119-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_60_length_9957_cov_3.09544_ID_119-processed-gene-0.6&CDS=1-942
794	OG0000794	YDL107W	augustus_masked-NODE_1118_length_3887_cov_3.57777_ID_2235-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_1118_length_3887_cov_3.57777_ID_2235-processed-gene-0.10&CDS=1-336
795	OG0000795	YDL108W	augustus_masked-NODE_3323_length_1704_cov_2.59551_ID_6645-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3323_length_1704_cov_2.59551_ID_6645-processed-gene-0.2&CDS=1-849
796	OG0000796	YDL109C	augustus_masked-NODE_3094_length_1836_cov_1.80236_ID_6187-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3094_length_1836_cov_1.80236_ID_6187-processed-gene-0.1&CDS=1-1143
797	OG0000797	YDL111C	augustus_masked-NODE_2640_length_2133_cov_2.62849_ID_5279-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2640_length_2133_cov_2.62849_ID_5279-processed-gene-0.1&CDS=1-309
798	OG0000798	YDL112W	maker-NODE_81_length_9492_cov_3.31472_ID_161-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_81_length_9492_cov_3.31472_ID_161-snap-gene-0.8&CDS=1-4053
799	OG0000799	YDL113C	augustus_masked-NODE_1071_length_3980_cov_3.27592_ID_2141-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1071_length_3980_cov_3.27592_ID_2141-processed-gene-0.3&CDS=1-1635
800	OG0000800	YDL116W	augustus_masked-NODE_31_length_11544_cov_3.24136_ID_61-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_31_length_11544_cov_3.24136_ID_61-processed-gene-0.13&CDS=1-1641
801	OG0000801	YDL117W	maker-NODE_954_length_4222_cov_3.58579_ID_1907-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_954_length_4222_cov_3.58579_ID_1907-augustus-gene-0.4&CDS=1-3255
802	OG0000802	YDL119C	augustus_masked-NODE_389_length_6026_cov_2.7724_ID_777-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_389_length_6026_cov_2.7724_ID_777-processed-gene-0.0&CDS=1-990
803	OG0000803	YDL120W	snap_masked-NODE_10_length_14606_cov_3.40135_ID_19-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_10_length_14606_cov_3.40135_ID_19-processed-gene-0.11&CDS=1-336
804	OG0000804	YDL122W	snap_masked-NODE_1976_length_2698_cov_2.37041_ID_3951-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_1976_length_2698_cov_2.37041_ID_3951-processed-gene-0.5&CDS=1-429
805	OG0000805	YDL125C	maker-NODE_268_length_6812_cov_3.31612_ID_535-augustus-gene-0.12-mRNA-1_1&gene=maker-NODE_268_length_6812_cov_3.31612_ID_535-augustus-gene-0.12&CDS=1-435
806	OG0000806	YDL130W	maker-NODE_4599_length_1075_cov_2.79902_ID_9197-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_4599_length_1075_cov_2.79902_ID_9197-augustus-gene-0.2&CDS=1-264
807	OG0000807	YDL131W	augustus_masked-NODE_118_length_8461_cov_3.56769_ID_235-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_118_length_8461_cov_3.56769_ID_235-processed-gene-0.14&CDS=1-1305
808	OG0000808	YDL132W	augustus_masked-NODE_49_length_10505_cov_3.28689_ID_97-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_49_length_10505_cov_3.28689_ID_97-processed-gene-0.13&CDS=1-2301
809	OG0000809	YDL133W	augustus_masked-NODE_49_length_10505_cov_3.28689_ID_97-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_49_length_10505_cov_3.28689_ID_97-processed-gene-0.12&CDS=1-1290
810	OG0000810	YDL135C	augustus_masked-NODE_1293_length_3549_cov_3.19061_ID_2585-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_1293_length_3549_cov_3.19061_ID_2585-processed-gene-0.9&CDS=1-615
