	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035639_Wickerhamomyces_canadensis
595	OG0000595	YBL104C	genemark-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.83&CDS=1-2721
596	OG0000596	YBL105C	maker-NODE_39_length_115182_cov_33.6475_ID_3930-augustus-gene-0.181-mRNA-1_1&gene=maker-NODE_39_length_115182_cov_33.6475_ID_3930-augustus-gene-0.181&CDS=1-6288
597	OG0000597	YBR003W	genemark-NODE_40_length_112547_cov_27.7886_ID_5269-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_40_length_112547_cov_27.7886_ID_5269-processed-gene-0.175&CDS=1-1431
598	OG0000598	YBR004C	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.98&CDS=1-1128
599	OG0000599	YBR006W	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.118&CDS=1-1473
600	OG0000600	YBR011C	genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-0.73&CDS=1-855
601	OG0000601	YBR017C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-0.8&CDS=1-2643
602	OG0000602	YBR023C	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.106&CDS=1-3510
603	OG0000603	YBR029C	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-2.131&CDS=1-1296
604	OG0000604	YBR030W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-1.138&CDS=1-1794
605	OG0000605	YBR034C	maker-NODE_37_length_123255_cov_27.4088_ID_5039-augustus-gene-0.185-mRNA-1_1&gene=maker-NODE_37_length_123255_cov_27.4088_ID_5039-augustus-gene-0.185&CDS=1-1710
606	OG0000606	YBR035C	snap_masked-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-0.27&CDS=1-678
607	OG0000607	YBR037C	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.18&CDS=1-888
608	OG0000608	YBR039W	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.195-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.195&CDS=1-876
609	OG0000609	YBR040W	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.149&CDS=1-750
610	OG0000610	YBR041W	genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.39&CDS=1-1929
611	OG0000611	YBR042C	genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.13&CDS=1-1194
612	OG0000612	YBR046C	genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-1.173-mRNA-1_1&gene=genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-1.173&CDS=1-1017
613	OG0000613	YBR047W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-2.4&CDS=1-495
614	OG0000614	YBR053C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-0.4&CDS=1-975
615	OG0000615	YBR055C	genemark-NODE_57_length_35141_cov_27.0672_ID_10396-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_57_length_35141_cov_27.0672_ID_10396-processed-gene-0.23&CDS=1-2595
616	OG0000616	YBR056W	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-1.61&CDS=1-1512
617	OG0000617	YBR057C	genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_23_length_256485_cov_27.0463_ID_2602-processed-gene-1.138&CDS=1-795
618	OG0000618	YBR058C	genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.49&CDS=1-2193
619	OG0000619	YBR058C-A	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.202&CDS=1-330
620	OG0000620	YBR060C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.151&CDS=1-2619
621	OG0000621	YBR061C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.139&CDS=1-918
622	OG0000622	YBR062C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.138&CDS=1-537
623	OG0000623	YBR065C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.137&CDS=1-1080
624	OG0000624	YBR070C	genemark-NODE_49_length_63618_cov_27.6031_ID_5143-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_49_length_63618_cov_27.6031_ID_5143-processed-gene-0.116&CDS=1-669
625	OG0000625	YBR072W	genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-2.88&CDS=1-720
626	OG0000626	YBR073W	augustus_masked-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.95&CDS=1-2745
627	OG0000627	YBR074W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-0.116&CDS=1-2931
628	OG0000628	YBR076W	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.135&CDS=1-1341
629	OG0000629	YBR079C	genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.123&CDS=1-2742
630	OG0000630	YBR080C	genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.121&CDS=1-2334
631	OG0000631	YBR081C	genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-0.104&CDS=1-3450
632	OG0000632	YBR082C	genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.159&CDS=1-444
633	OG0000633	YBR083W	genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.157-mRNA-1_1&gene=genemark-NODE_9_length_364649_cov_30.6862_ID_2274-processed-gene-2.157&CDS=1-2265
634	OG0000634	YBR085C-A	augustus_masked-NODE_30_length_171141_cov_26.3954_ID_8611-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_30_length_171141_cov_26.3954_ID_8611-processed-gene-0.142&CDS=1-261
635	OG0000635	YBR086C	genemark-NODE_54_length_43222_cov_25.9212_ID_5618-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_54_length_43222_cov_25.9212_ID_5618-processed-gene-0.21&CDS=1-3486
636	OG0000636	YBR087W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.20-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.20&CDS=1-1059
637	OG0000637	YBR088C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.37&CDS=1-774
638	OG0000638	YBR091C	maker-NODE_1_length_612986_cov_28.1025_ID_2117-augustus-gene-3.181-mRNA-1_1&gene=maker-NODE_1_length_612986_cov_28.1025_ID_2117-augustus-gene-3.181&CDS=1-291
639	OG0000639	YBR094W	maker-NODE_1_length_612986_cov_28.1025_ID_2117-augustus-gene-3.187-mRNA-1_1&gene=maker-NODE_1_length_612986_cov_28.1025_ID_2117-augustus-gene-3.187&CDS=1-2211
640	OG0000640	YBR095C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.12-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.12&CDS=1-1044
641	OG0000641	YBR096W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.38-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.38&CDS=1-645
642	OG0000642	YBR097W	augustus_masked-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.262-mRNA-1_1&gene=augustus_masked-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.262&CDS=1-4347
643	OG0000643	YBR098W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.15&CDS=1-2172
644	OG0000644	YBR101C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.39&CDS=1-843
645	OG0000645	YBR102C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.40&CDS=1-2100
646	OG0000646	YBR103W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.16&CDS=1-1608
647	OG0000647	YBR105C	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-2.150&CDS=1-945
648	OG0000648	YBR106W	augustus_masked-NODE_48_length_65976_cov_27.8143_ID_5716-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_48_length_65976_cov_27.8143_ID_5716-processed-gene-0.24&CDS=1-1197
649	OG0000649	YBR109C	augustus_masked-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.40&CDS=1-444
650	OG0000650	YBR110W	genemark-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.68&CDS=1-1071
651	OG0000651	YBR111C	snap_masked-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.153&CDS=1-630
652	OG0000652	YBR111W-A	genemark-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.115&CDS=1-285
653	OG0000653	YBR112C	snap_masked-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_39_length_115182_cov_33.6475_ID_3930-processed-gene-0.152&CDS=1-2283
654	OG0000654	YBR114W	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-2.30&CDS=1-2562
655	OG0000655	YBR115C	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-2.65&CDS=1-4161
656	OG0000656	YBR120C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.123&CDS=1-423
657	OG0000657	YBR121C	augustus_masked-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.75&CDS=1-2505
658	OG0000658	YBR122C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.120&CDS=1-531
659	OG0000659	YBR123C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.118&CDS=1-1506
660	OG0000660	YBR125C	genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.186-mRNA-1_1&gene=genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.186&CDS=1-1002
661	OG0000661	YBR126C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.144&CDS=1-1416
662	OG0000662	YBR127C	genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.188-mRNA-1_1&gene=genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.188&CDS=1-1527
663	OG0000663	YBR131W	snap_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.97&CDS=1-1764
664	OG0000664	YBR133C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.127-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.127&CDS=1-1965
665	OG0000665	YBR136W	augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.64&CDS=1-7137
666	OG0000666	YBR137W	genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.263-mRNA-1_1&gene=genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.263&CDS=1-510
667	OG0000667	YBR138C	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-1.88&CDS=1-1362
668	OG0000668	YBR142W	genemark-NODE_19_length_296107_cov_26.668_ID_2223-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_19_length_296107_cov_26.668_ID_2223-processed-gene-0.45&CDS=1-2265
669	OG0000669	YBR143C	genemark-NODE_19_length_296107_cov_26.668_ID_2223-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_19_length_296107_cov_26.668_ID_2223-processed-gene-0.23&CDS=1-1311
670	OG0000670	YBR146W	genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.121&CDS=1-777
671	OG0000671	YBR149W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-0.123&CDS=1-948
672	OG0000672	YBR151W	genemark-NODE_46_length_70024_cov_26.7936_ID_5648-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_46_length_70024_cov_26.7936_ID_5648-processed-gene-0.1&CDS=1-882
673	OG0000673	YBR153W	genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.122&CDS=1-750
674	OG0000674	YBR154C	genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.96&CDS=1-645
675	OG0000675	YBR155W	genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.277-mRNA-1_1&gene=genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.277&CDS=1-1143
676	OG0000676	YBR156C	genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.321-mRNA-1_1&gene=genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.321&CDS=1-2733
677	OG0000677	YBR158W	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-1.92&CDS=1-1602
678	OG0000678	YBR159W	genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.82&CDS=1-1035
679	OG0000679	YBR160W	genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.83&CDS=1-945
680	OG0000680	YBR162C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.80&CDS=1-1407
681	OG0000681	YBR162W-A	maker-NODE_49_length_63618_cov_27.6031_ID_5143-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_49_length_63618_cov_27.6031_ID_5143-snap-gene-0.9&CDS=1-195
682	OG0000682	YBR163W	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.208-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.208&CDS=1-1536
683	OG0000683	YBR166C	genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-0.100&CDS=1-1314
684	OG0000684	YBR167C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.162&CDS=1-405
685	OG0000685	YBR170C	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.168&CDS=1-1731
686	OG0000686	YBR171W	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.135&CDS=1-636
687	OG0000687	YBR173C	augustus_masked-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.229&CDS=1-432
688	OG0000688	YBR176W	genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.199&CDS=1-942
689	OG0000689	YBR179C	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.179&CDS=1-2520
690	OG0000690	YBR180W	genemark-NODE_45_length_93153_cov_27.3459_ID_4791-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_45_length_93153_cov_27.3459_ID_4791-processed-gene-0.90&CDS=1-1521
691	OG0000691	YBR182C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-0.25&CDS=1-1710
692	OG0000692	YBR185C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-0.49&CDS=1-858
693	OG0000693	YBR186W	augustus_masked-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.281-mRNA-1_1&gene=augustus_masked-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.281&CDS=1-1386
694	OG0000694	YBR187W	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.184&CDS=1-1050
695	OG0000695	YBR192W	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.180&CDS=1-1065
696	OG0000696	YBR193C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.131&CDS=1-603
697	OG0000697	YBR196C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.128&CDS=1-1644
698	OG0000698	YBR198C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.127&CDS=1-2343
699	OG0000699	YBR199W	genemark-NODE_32_length_164174_cov_34.3503_ID_2986-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_32_length_164174_cov_34.3503_ID_2986-processed-gene-0.196&CDS=1-1392
700	OG0000700	YBR200W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-0.98&CDS=1-1626
701	OG0000701	YBR201W	genemark-NODE_40_length_112547_cov_27.7886_ID_5269-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_40_length_112547_cov_27.7886_ID_5269-processed-gene-0.136&CDS=1-648
702	OG0000702	YBR202W	genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.347-mRNA-1_1&gene=genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.347&CDS=1-2433
703	OG0000703	YBR203W	genemark-NODE_43_length_100023_cov_37.6906_ID_4566-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_43_length_100023_cov_37.6906_ID_4566-processed-gene-0.75&CDS=1-1740
704	OG0000704	YBR208C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.14&CDS=1-5499
705	OG0000705	YBR213W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-1.108&CDS=1-801
706	OG0000706	YBR215W	genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_25_length_218279_cov_26.8857_ID_3877-processed-gene-1.24&CDS=1-1428
707	OG0000707	YBR217W	genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.265-mRNA-1_1&gene=genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.265&CDS=1-603
708	OG0000708	YBR218C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.17&CDS=1-3561
709	OG0000709	YBR220C	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.41&CDS=1-1614
710	OG0000710	YBR221C	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.20&CDS=1-1119
711	OG0000711	YBR222C	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.42&CDS=1-1581
712	OG0000712	YBR223C	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-1.97&CDS=1-1581
713	OG0000713	YBR227C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-0.106&CDS=1-1485
714	OG0000714	YBR228W	genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.53&CDS=1-1026
715	OG0000715	YBR229C	genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.7&CDS=1-2721
716	OG0000716	YBR231C	genemark-NODE_36_length_124891_cov_26.2673_ID_4935-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_36_length_124891_cov_26.2673_ID_4935-processed-gene-0.121&CDS=1-900
717	OG0000717	YBR233W	genemark-NODE_36_length_124891_cov_26.2673_ID_4935-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_36_length_124891_cov_26.2673_ID_4935-processed-gene-0.147&CDS=1-1386
