	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035643_Yarrowia_bubula
229	OG0000229	YDR450W, YML026C	snap_masked-flattened_line_17-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.125&CDS=1-456
230	OG0000230	YDR458C, YML034W	augustus_masked-flattened_line_4-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.111&CDS=1-2652
231	OG0000231	YDR463W, YHR006W	snap_masked-flattened_line_109-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.31&CDS=1-1506
232	OG0000232	YDR497C, YOL103W	snap_masked-flattened_line_2-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.59&CDS=1-1644
233	OG0000233	YDR500C, YLR185W	snap_masked-flattened_line_77-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.4&CDS=1-252
234	OG0000234	YDR501W, YLR183C	snap_masked-flattened_line_77-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.47&CDS=1-2067
235	OG0000235	YDR505C, YLR177W	snap_masked-flattened_line_173-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.61&CDS=1-1875
236	OG0000236	YEL013W	snap_masked-flattened_line_6-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.44&CDS=1-1650, snap_masked-flattened_line_6-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.39&CDS=1-1650
237	OG0000237	YEL022W, YJR031C	genemark-flattened_line_169-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.20&CDS=1-4371
238	OG0000238	YEL041W, YJR049C	snap_masked-flattened_line_137-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.16&CDS=1-1893
239	OG0000239	YEL046C	maker-flattened_line_143-augustus-gene-0.38-mRNA-1_1&gene=maker-flattened_line_143-augustus-gene-0.38&CDS=1-2181, snap_masked-flattened_line_199-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.31&CDS=1-1038
240	OG0000240	YEL060C	augustus_masked-flattened_line_353-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_353-processed-gene-0.7&CDS=1-1395, snap_masked-flattened_line_49-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.101&CDS=1-1548
241	OG0000241	YEL066W, YPR193C	snap_masked-flattened_line_0-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.5&CDS=1-444
242	OG0000242	YER031C, YGL210W	snap_masked-flattened_line_233-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_233-processed-gene-0.20&CDS=1-636
243	OG0000243	YER054C, YIL045W	augustus_masked-flattened_line_35-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.28&CDS=1-2985
244	OG0000244	YER056C-A, YIL052C	snap_masked-flattened_line_27-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.55&CDS=1-330
245	OG0000245	YER057C, YIL051C	snap_masked-flattened_line_205-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.29&CDS=1-375
246	OG0000246	YER059W, YIL050W	snap_masked-flattened_line_27-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.74&CDS=1-1860
247	OG0000247	YER064C, YIL056W	genemark-flattened_line_221-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_221-processed-gene-0.44&CDS=1-1527
248	OG0000248	YER066W, YFL009W	snap_masked-flattened_line_265-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_265-processed-gene-0.33&CDS=1-2097
249	OG0000249	YER074W, YIL069C	augustus_masked-flattened_line_171-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.40&CDS=1-402
250	OG0000250	YER081W, YIL074C	snap_masked-flattened_line_79-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.179&CDS=1-1407
251	OG0000251	YER090W	snap_masked-flattened_line_6-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.54&CDS=1-1518, snap_masked-flattened_line_6-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.8&CDS=1-1518
252	OG0000252	YER110C	snap_masked-flattened_line_6-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.60&CDS=1-3132, snap_masked-flattened_line_6-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.23&CDS=1-3132
253	OG0000253	YER116C	genemark-flattened_line_123-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.93&CDS=1-591, genemark-flattened_line_295-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_295-processed-gene-0.34&CDS=1-564
254	OG0000254	YER129W, YGL179C	snap_masked-flattened_line_13-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.89&CDS=1-2628
255	OG0000255	YER131W, YGL189C	maker-flattened_line_169-snap-gene-0.30-mRNA-1_1&gene=maker-flattened_line_169-snap-gene-0.30&CDS=1-360
256	OG0000256	YFL034C-A, YLR061W	genemark-flattened_line_47-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.68&CDS=1-345
257	OG0000257	YFL054C	snap_masked-flattened_line_181-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.3&CDS=1-969, snap_masked-flattened_line_7-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.47&CDS=1-1146
258	OG0000258	YFR022W, YOR018W	genemark-flattened_line_207-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_207-processed-gene-0.59&CDS=1-1776
259	OG0000259	YFR031C-A, YIL018W	snap_masked-flattened_line_59-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.102&CDS=1-762
260	OG0000260	YFR053C, YGL253W	snap_masked-flattened_line_97-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.98&CDS=1-1602
261	OG0000261	YGL049C, YGR162W	snap_masked-flattened_line_179-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.46&CDS=1-2661
262	OG0000262	YGL066W	snap_masked-flattened_line_205-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.34&CDS=1-744, snap_masked-flattened_line_47-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.220&CDS=1-1026
263	OG0000263	YGL073W	snap_masked-flattened_line_6-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.32&CDS=1-1638, snap_masked-flattened_line_6-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.67&CDS=1-1638
264	OG0000264	YGL076C, YPL198W	snap_masked-flattened_line_4-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.82&CDS=1-750
265	OG0000265	YGL096W, YPL177C	snap_masked-flattened_line_33-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.73&CDS=1-1065
266	OG0000266	YGL123W	snap_masked-flattened_line_6-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.59&CDS=1-804, snap_masked-flattened_line_6-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.24&CDS=1-804
267	OG0000267	YGL133W, YPL216W	maker-flattened_line_61-snap-gene-0.136-mRNA-1_1&gene=maker-flattened_line_61-snap-gene-0.136&CDS=1-2796
268	OG0000268	YGL135W, YPL220W	snap_masked-flattened_line_47-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.189&CDS=1-651
269	OG0000269	YGL138C	augustus_masked-flattened_line_17-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.3&CDS=1-987, snap_masked-flattened_line_23-processed-gene-1.147-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.147&CDS=1-633
270	OG0000270	YGL147C, YNL067W	snap_masked-flattened_line_33-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.6&CDS=1-564
271	OG0000271	YGR008C, YLR327C	snap_masked-flattened_line_29-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.69&CDS=1-279
272	OG0000272	YGR010W, YLR328W	snap_masked-flattened_line_137-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.24&CDS=1-1401
273	OG0000273	YGR027C, YLR333C	genemark-flattened_line_157-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_157-processed-gene-0.73&CDS=1-330
274	OG0000274	YGR034W, YLR344W	snap_masked-flattened_line_23-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.137&CDS=1-384
275	OG0000275	YGR038W, YLR350W	genemark-flattened_line_139-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_139-processed-gene-0.16&CDS=1-552
276	OG0000276	YGR056W, YLR357W	snap_masked-flattened_line_17-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.156&CDS=1-2259
277	OG0000277	YGR070W, YLR371W	snap_masked-flattened_line_0-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.7&CDS=1-4020
278	OG0000278	YGR085C, YPR102C	genemark-flattened_line_113-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.131&CDS=1-516
279	OG0000279	YGR088W	snap_masked-flattened_line_243-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_243-processed-gene-0.29&CDS=1-1596, snap_masked-flattened_line_47-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.181&CDS=1-1596
280	OG0000280	YGR092W, YPR111W	snap_masked-flattened_line_45-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.80&CDS=1-1728
281	OG0000281	YGR108W, YPR119W	snap_masked-flattened_line_113-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.32&CDS=1-1563
282	OG0000282	YGR118W, YPR132W	snap_masked-flattened_line_143-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.53&CDS=1-435
283	OG0000283	YGR121C, YPR138C	snap_masked-flattened_line_2-processed-gene-4.104-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.104&CDS=1-1539
284	OG0000284	YGR131W, YPR149W	snap_masked-flattened_line_99-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.45&CDS=1-522
285	OG0000285	YGR136W, YPR154W	snap_masked-flattened_line_157-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.32&CDS=1-915
286	OG0000286	YGR138C, YPR156C	snap_masked-flattened_line_0-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.41&CDS=1-1611
287	OG0000287	YGR141W, YPR157W	snap_masked-flattened_line_247-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_247-processed-gene-0.24&CDS=1-1119
288	OG0000288	YGR186W	augustus_masked-flattened_line_125-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.66&CDS=1-1521, snap_masked-flattened_line_197-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_197-processed-gene-0.60&CDS=1-1656
289	OG0000289	YGR189C	snap_masked-flattened_line_185-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.21&CDS=1-1788, snap_masked-flattened_line_205-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.39&CDS=1-1527
290	OG0000290	YGR209C, YLR043C	snap_masked-flattened_line_115-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.4&CDS=1-312
291	OG0000291	YGR214W, YLR048W	maker-flattened_line_231-snap-gene-0.27-mRNA-1_1&gene=maker-flattened_line_231-snap-gene-0.27&CDS=1-810
292	OG0000292	YGR238C, YHR158C	maker-flattened_line_17-snap-gene-0.58-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-0.58&CDS=1-5085
293	OG0000293	YGR241C, YHR161C	maker-flattened_line_0-snap-gene-8.80-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.80&CDS=1-2001
294	OG0000294	YGR243W, YHR162W	snap_masked-flattened_line_333-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_333-processed-gene-0.7&CDS=1-405
295	OG0000295	YGR248W, YHR163W	snap_masked-flattened_line_4-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.49&CDS=1-744
296	OG0000296	YGR273C, YMR295C	snap_masked-flattened_line_29-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.54&CDS=1-660
297	OG0000297	YGR279C, YMR305C	snap_masked-flattened_line_17-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.126&CDS=1-1275
298	OG0000298	YGR283C, YMR310C	snap_masked-flattened_line_107-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.125&CDS=1-1149
299	OG0000299	YHL001W, YKL006W	snap_masked-flattened_line_159-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.67&CDS=1-417
300	OG0000300	YHL003C, YKL008C	snap_masked-flattened_line_57-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.69&CDS=1-1254
301	OG0000301	YHL017W, YKL039W	snap_masked-flattened_line_63-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.103&CDS=1-1659
302	OG0000302	YHL033C, YLL045C	snap_masked-flattened_line_59-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.140&CDS=1-789
303	OG0000303	YHR001W, YKR003W	snap_masked-flattened_line_229-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_229-processed-gene-0.25&CDS=1-1455
304	OG0000304	YHR021C, YKL156W	augustus_masked-flattened_line_243-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_243-processed-gene-0.20&CDS=1-264
305	OG0000305	YHR047C, YKL157W	snap_masked-flattened_line_45-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.89&CDS=1-2613
306	OG0000306	YHR048W	snap_masked-flattened_line_57-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.88&CDS=1-1599, snap_masked-flattened_line_63-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.105&CDS=1-1614
307	OG0000307	YHR090C	snap_masked-flattened_line_6-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.42&CDS=1-849, snap_masked-flattened_line_6-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.46&CDS=1-849
308	OG0000308	YHR098C	snap_masked-flattened_line_6-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.33&CDS=1-2688, snap_masked-flattened_line_6-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.66&CDS=1-2688
309	OG0000309	YHR115C, YNL116W	snap_masked-flattened_line_59-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.113&CDS=1-1761
310	OG0000310	YHR117W, YNL121C	snap_masked-flattened_line_35-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.88&CDS=1-1842
311	OG0000311	YHR123W, YNL130C	snap_masked-flattened_line_131-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.66&CDS=1-1182
312	OG0000312	YHR131C, YNL144C	snap_masked-flattened_line_119-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.40&CDS=1-1452
313	OG0000313	YHR132W-A, YNL157W	snap_masked-flattened_line_89-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.25&CDS=1-351
314	OG0000314	YHR133C, YNL156C	snap_masked-flattened_line_187-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.13&CDS=1-852
315	OG0000315	YHR141C, YNL162W	maker-flattened_line_149-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_149-snap-gene-0.10&CDS=1-318
316	OG0000316	YHR155W, YNL257C	snap_masked-flattened_line_165-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.51&CDS=1-4173
317	OG0000317	YHR177W	snap_masked-flattened_line_289-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_289-processed-gene-0.9&CDS=1-951, snap_masked-flattened_line_29-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.49&CDS=1-1731
318	OG0000318	YHR198C, YHR199C	snap_masked-flattened_line_17-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.27&CDS=1-891
319	OG0000319	YHR203C, YJR145C	snap_masked-flattened_line_13-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.108&CDS=1-780
320	OG0000320	YHR216W, YLR432W	maker-flattened_line_31-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.96&CDS=1-1578
321	OG0000321	YIL038C, YPR072W	snap_masked-flattened_line_4-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.94&CDS=1-1893
322	OG0000322	YIL085C, YNL029C	snap_masked-flattened_line_71-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.149&CDS=1-1515
323	OG0000323	YIL095W, YNL020C	maker-flattened_line_193-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_193-snap-gene-0.38&CDS=1-3069
324	OG0000324	YIL105C, YNL047C	snap_masked-flattened_line_117-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.67&CDS=1-2358
325	OG0000325	YIL109C, YNL049C	augustus_masked-flattened_line_55-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.8&CDS=1-2808
326	OG0000326	YIL111W, YNL052W	genemark-flattened_line_81-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.120&CDS=1-507
327	OG0000327	YIL114C, YNL055C	snap_masked-flattened_line_2-processed-gene-4.113-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.113&CDS=1-867
328	OG0000328	YIL120W, YIL121W	genemark-flattened_line_81-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.145&CDS=1-1380
329	OG0000329	YIL131C, YNL068C	maker-flattened_line_357-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_357-snap-gene-0.0&CDS=1-1968
330	OG0000330	YIL149C, YKR095W	snap_masked-flattened_line_2-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.72&CDS=1-5538
331	OG0000331	YIL154C	augustus_masked-flattened_line_289-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_289-processed-gene-0.0&CDS=1-960, genemark-flattened_line_161-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.28&CDS=1-990
332	OG0000332	YIR007W	snap_masked-flattened_line_247-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_247-processed-gene-0.16&CDS=1-2364, snap_masked-flattened_line_35-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.46&CDS=1-2391
333	OG0000333	YIR009W	snap_masked-flattened_line_31-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.26&CDS=1-678, snap_masked-flattened_line_69-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.19&CDS=1-423
334	OG0000334	YIR013C, YLR013W	augustus_masked-flattened_line_51-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.129&CDS=1-1191
335	OG0000335	YIR031C, YNL117W	snap_masked-flattened_line_23-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.66&CDS=1-1692
336	OG0000336	YJL036W	genemark-flattened_line_6-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.1&CDS=1-1281, genemark-flattened_line_6-processed-gene-2.201-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.201&CDS=1-1281
337	OG0000337	YJL076W, YKR010C	augustus_masked-flattened_line_201-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_201-processed-gene-0.48&CDS=1-3660
338	OG0000338	YJL079C, YKR013W	snap_masked-flattened_line_117-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.79&CDS=1-888
339	OG0000339	YJL081C	snap_masked-flattened_line_281-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_281-processed-gene-0.7&CDS=1-1281, snap_masked-flattened_line_7-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.96&CDS=1-1287
340	OG0000340	YJL082W, YKR018C	snap_masked-flattened_line_245-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_245-processed-gene-0.35&CDS=1-2163
341	OG0000341	YJL083W, YKR019C	snap_masked-flattened_line_33-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.64&CDS=1-2961
342	OG0000342	YJL084C, YKR021W	snap_masked-flattened_line_267-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_267-processed-gene-0.4&CDS=1-2274
343	OG0000343	YJL093C	snap_masked-flattened_line_111-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.38&CDS=1-2310, snap_masked-flattened_line_43-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.22&CDS=1-2427
344	OG0000344	YJL105W, YKR029C	snap_masked-flattened_line_345-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_345-processed-gene-0.3&CDS=1-1890
345	OG0000345	YJL112W, YKR036C	genemark-flattened_line_9-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.133&CDS=1-1638
346	OG0000346	YJL133W, YKR052C	snap_masked-flattened_line_199-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.27&CDS=1-951
347	OG0000347	YJL134W, YKR053C	snap_masked-flattened_line_23-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.136&CDS=1-1830
348	OG0000348	YJL136C, YKR057W	snap_masked-flattened_line_171-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.57&CDS=1-261
349	OG0000349	YJL137C, YKR058W	snap_masked-flattened_line_37-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.42&CDS=1-1536
350	OG0000350	YJL138C, YKR059W	snap_masked-flattened_line_0-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.67&CDS=1-1185
351	OG0000351	YJL177W, YKL180W	snap_masked-flattened_line_37-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.77&CDS=1-552
352	OG0000352	YJL218W	snap_masked-flattened_line_223-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_223-processed-gene-0.45&CDS=1-666, snap_masked-flattened_line_35-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.72&CDS=1-660
353	OG0000353	YJR054W, YML047C	snap_masked-flattened_line_215-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_215-processed-gene-0.26&CDS=1-1746
354	OG0000354	YJR061W, YKL201C	snap_masked-flattened_line_87-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.61&CDS=1-1824
355	OG0000355	YJR073C	snap_masked-flattened_line_6-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.45&CDS=1-624, snap_masked-flattened_line_6-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.17&CDS=1-624
356	OG0000356	YJR076C	genemark-flattened_line_15-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.83&CDS=1-1143, snap_masked-flattened_line_85-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.49&CDS=1-1281
357	OG0000357	YJR091C, YPR042C	snap_masked-flattened_line_63-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.90&CDS=1-2469
358	OG0000358	YJR092W	augustus_masked-flattened_line_0-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.44&CDS=1-3174, snap_masked-flattened_line_103-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.99&CDS=1-6228
359	OG0000359	YJR094W-A, YPR043W	genemark-flattened_line_47-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.54&CDS=1-288
360	OG0000360	YJR096W	snap_masked-flattened_line_213-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_213-processed-gene-0.31&CDS=1-852, snap_masked-flattened_line_63-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.118&CDS=1-861
361	OG0000361	YJR127C, YML081W	snap_masked-flattened_line_191-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.54&CDS=1-2970
362	OG0000362	YJR130C, YML082W	snap_masked-flattened_line_203-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_203-processed-gene-0.18&CDS=1-1641
363	OG0000363	YJR142W	snap_masked-flattened_line_6-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.47&CDS=1-915, snap_masked-flattened_line_6-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.15&CDS=1-915
364	OG0000364	YKL043W	augustus_masked-flattened_line_65-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.6&CDS=1-1455, snap_masked-flattened_line_0-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.38&CDS=1-1182
