	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
288	OG0000288	YDR453C, YML028W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.14&CDS=1-585
289	OG0000289	YDR471W, YHR010W	augustus_masked-NODE_719_length_445_cov_1.09568_ID_35164-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_719_length_445_cov_1.09568_ID_35164-processed-gene-0.2&CDS=1-390
290	OG0000290	YDR500C, YLR185W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.269-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.269&CDS=1-252
291	OG0000291	YDR502C, YLR180W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.218&CDS=1-3519
292	OG0000292	YDR505C, YLR177W	maker-NODE_20_length_199813_cov_39.3871_ID_10920-snap-gene-0.195-mRNA-1_1&gene=maker-NODE_20_length_199813_cov_39.3871_ID_10920-snap-gene-0.195&CDS=1-1809
293	OG0000293	YDR523C	augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.29&CDS=1-1431, snap_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.25&CDS=1-1614
294	OG0000294	YEL006W, YIL006W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.146&CDS=1-3285
295	OG0000295	YEL015W	augustus_masked-NODE_1195_length_388_cov_0.692884_ID_37376-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1195_length_388_cov_0.692884_ID_37376-processed-gene-0.1&CDS=1-384, augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.173&CDS=1-1575
296	OG0000296	YEL022W, YJR031C	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.132&CDS=1-4704
297	OG0000297	YEL036C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.46&CDS=1-2232, augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.176&CDS=1-1275
298	OG0000298	YEL039C, YJR048W	augustus_masked-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.58&CDS=1-333
299	OG0000299	YEL047C, YJR051W	genemark-NODE_17_length_213633_cov_39.456_ID_20735-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_17_length_213633_cov_39.456_ID_20735-processed-gene-1.87&CDS=1-1647
300	OG0000300	YEL061C	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.130&CDS=1-1998, augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.217&CDS=1-2718
301	OG0000301	YER019C-A, YER087C-B	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.114&CDS=1-267
302	OG0000302	YER031C, YGL210W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.213&CDS=1-663
303	OG0000303	YER056C-A, YIL052C	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.135&CDS=1-1017
304	OG0000304	YER064C, YIL056W	augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.1&CDS=1-2004
305	OG0000305	YER066W, YFL009W	snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.75&CDS=1-1845
306	OG0000306	YER067W, YIL057C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-1.34&CDS=1-591
307	OG0000307	YER074W, YIL069C	augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.11&CDS=1-405
308	OG0000308	YER081W, YIL074C	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.151&CDS=1-1401
309	OG0000309	YER116C	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.51&CDS=1-792, snap_masked-NODE_1152_length_392_cov_0.789668_ID_37292-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1152_length_392_cov_0.789668_ID_37292-processed-gene-0.0&CDS=1-303
310	OG0000310	YER131W, YGL189C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.10&CDS=1-357
311	OG0000311	YER132C, YGL197W	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-0.29&CDS=1-4089
312	OG0000312	YER162C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.39&CDS=1-3444, augustus_masked-NODE_643_length_456_cov_0.597015_ID_34848-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_643_length_456_cov_0.597015_ID_34848-processed-gene-0.2&CDS=1-453
313	OG0000313	YER166W	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.93&CDS=1-4845, augustus_masked-NODE_61_length_57207_cov_38.7658_ID_16727-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_61_length_57207_cov_38.7658_ID_16727-processed-gene-0.70&CDS=1-3867
314	OG0000314	YFL004W, YPL019C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.48&CDS=1-2592
315	OG0000315	YFL029C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-0.114&CDS=1-993, snap_masked-NODE_870_length_425_cov_0.779605_ID_35702-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_870_length_425_cov_0.779605_ID_35702-processed-gene-0.1&CDS=1-369
316	OG0000316	YFL042C, YLR072W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-0.28&CDS=1-2835
317	OG0000317	YFL046W	augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.20&CDS=1-642, snap_masked-NODE_756_length_441_cov_0.7375_ID_35232-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_756_length_441_cov_0.7375_ID_35232-processed-gene-0.0&CDS=1-363
318	OG0000318	YFL048C, YLR080W	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.190&CDS=1-1404
319	OG0000319	YFR014C, YOL016C	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.48&CDS=1-1311
320	OG0000320	YFR015C, YLR258W	genemark-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.11&CDS=1-3978
321	OG0000321	YFR027W	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.39&CDS=1-846, augustus_masked-NODE_427_length_583_cov_0.809524_ID_32009-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_427_length_583_cov_0.809524_ID_32009-processed-gene-0.0&CDS=1-576
322	OG0000322	YFR045W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.9&CDS=1-1011, augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.4&CDS=1-1023
323	OG0000323	YGL008C	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.222&CDS=1-2721, augustus_masked-NODE_50_length_76320_cov_41.0968_ID_20076-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_50_length_76320_cov_41.0968_ID_20076-processed-gene-0.32&CDS=1-2856
324	OG0000324	YGL016W	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.36&CDS=1-2919, augustus_masked-NODE_358_length_681_cov_0.641071_ID_30719-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_358_length_681_cov_0.641071_ID_30719-processed-gene-0.2&CDS=1-672
325	OG0000325	YGL023C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.36&CDS=1-2046, augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.24&CDS=1-1617
326	OG0000326	YGL031C, YGR148C	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.33&CDS=1-462
327	OG0000327	YGL049C, YGR162W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.62&CDS=1-3336
328	OG0000328	YGL066W	augustus_masked-NODE_1288_length_378_cov_0.961089_ID_37758-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1288_length_378_cov_0.961089_ID_37758-processed-gene-0.0&CDS=1-327, augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-3.23&CDS=1-1386
329	OG0000329	YGL071W, YPL202C	snap_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.132&CDS=1-1161
330	OG0000330	YGL076C, YPL198W	augustus_masked-NODE_72_length_43196_cov_44.3802_ID_17933-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_72_length_43196_cov_44.3802_ID_17933-processed-gene-0.6&CDS=1-729
331	OG0000331	YGL082W, YPL191C	augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.30&CDS=1-1218
332	OG0000332	YGL096W, YPL177C	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.28&CDS=1-891
333	OG0000333	YGL122C	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.65&CDS=1-1785, augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.150&CDS=1-3459
334	OG0000334	YGL124C	augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.0&CDS=1-1227, snap_masked-NODE_151_length_3183_cov_39.4922_ID_26907-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_151_length_3183_cov_39.4922_ID_26907-processed-gene-0.4&CDS=1-558
335	OG0000335	YGL135W, YPL220W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.208&CDS=1-651
336	OG0000336	YGL139W, YPL221W	augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.10&CDS=1-2580
337	OG0000337	YGL147C, YNL067W	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-1.98&CDS=1-573
338	OG0000338	YGL162W, YPR009W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.3&CDS=1-1335
339	OG0000339	YGL196W	augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.13&CDS=1-1332, augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.203&CDS=1-1251
340	OG0000340	YGL220W	augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.138&CDS=1-267, snap_masked-NODE_641_length_456_cov_0.743284_ID_34844-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_641_length_456_cov_0.743284_ID_34844-processed-gene-0.1&CDS=1-264
341	OG0000341	YGL243W	augustus_masked-NODE_437_length_575_cov_1.02203_ID_32052-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_437_length_575_cov_1.02203_ID_32052-processed-gene-0.2&CDS=1-573, snap_masked-NODE_51_length_75891_cov_40.8082_ID_15468-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_51_length_75891_cov_40.8082_ID_15468-processed-gene-0.50&CDS=1-1281
342	OG0000342	YGL246C	augustus_masked-NODE_1247_length_382_cov_0.869732_ID_37651-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1247_length_382_cov_0.869732_ID_37651-processed-gene-0.0&CDS=1-342, augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.8&CDS=1-1200
343	OG0000343	YGR004W, YLR324W	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.169&CDS=1-2982
344	OG0000344	YGR009C, YMR017W	genemark-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.189-mRNA-1_1&gene=genemark-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.189&CDS=1-1884
345	OG0000345	YGR010W, YLR328W	maker-NODE_19_length_204027_cov_37.7657_ID_13337-augustus-gene-0.95-mRNA-1_1&gene=maker-NODE_19_length_204027_cov_37.7657_ID_13337-augustus-gene-0.95&CDS=1-2790
346	OG0000346	YGR027C, YLR333C	augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.69&CDS=1-318
347	OG0000347	YGR034W, YLR344W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-0.149&CDS=1-381
348	OG0000348	YGR038W, YLR350W	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.194&CDS=1-621
349	OG0000349	YGR056W, YLR357W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.258-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.258&CDS=1-2697
350	OG0000350	YGR085C, YPR102C	augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.110&CDS=1-522
351	OG0000351	YGR092W, YPR111W	augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.96&CDS=1-3189
352	OG0000352	YGR108W, YPR119W	augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.47&CDS=1-1452
353	OG0000353	YGR118W, YPR132W	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.27&CDS=1-435
354	OG0000354	YGR121C, YPR138C	augustus_masked-NODE_68_length_51053_cov_38.2257_ID_17589-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_68_length_51053_cov_38.2257_ID_17589-processed-gene-0.4&CDS=1-1434
355	OG0000355	YGR131W, YPR149W	augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.233&CDS=1-510
356	OG0000356	YGR136W, YPR154W	maker-NODE_67_length_51307_cov_42.6278_ID_17203-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_67_length_51307_cov_42.6278_ID_17203-augustus-gene-0.57&CDS=1-729
357	OG0000357	YGR138C, YPR156C	augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.0&CDS=1-2007
358	OG0000358	YGR141W, YPR157W	augustus_masked-NODE_17_length_213633_cov_39.456_ID_20735-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_17_length_213633_cov_39.456_ID_20735-processed-gene-1.5&CDS=1-2028
359	OG0000359	YGR197C, YJR015W	augustus_masked-NODE_85_length_30736_cov_45.3603_ID_20143-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_85_length_30736_cov_45.3603_ID_20143-processed-gene-0.43&CDS=1-1524
360	OG0000360	YGR214W, YLR048W	maker-NODE_5_length_303051_cov_38.0798_ID_9543-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_5_length_303051_cov_38.0798_ID_9543-augustus-gene-0.48&CDS=1-798
361	OG0000361	YGR238C, YHR158C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.49&CDS=1-3264
362	OG0000362	YGR241C, YHR161C	maker-NODE_38_length_119021_cov_39.2331_ID_13124-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_38_length_119021_cov_39.2331_ID_13124-augustus-gene-0.58&CDS=1-2283
363	OG0000363	YGR243W, YHR162W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.93&CDS=1-405
364	OG0000364	YGR248W, YHR163W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.119&CDS=1-756
365	OG0000365	YGR254W	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.31&CDS=1-1311, augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.32&CDS=1-1311
366	OG0000366	YGR283C, YMR310C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.166&CDS=1-1596
367	OG0000367	YHL001W, YKL006W	maker-NODE_13_length_240629_cov_39.7979_ID_36636-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_13_length_240629_cov_39.7979_ID_36636-augustus-gene-0.0&CDS=1-396
368	OG0000368	YHL003C, YKL008C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.97&CDS=1-1203
369	OG0000369	YHL017W, YKL039W	augustus_masked-NODE_77_length_36252_cov_38.4183_ID_19329-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_77_length_36252_cov_38.4183_ID_19329-processed-gene-0.15&CDS=1-1755
370	OG0000370	YHR021C, YKL156W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.58&CDS=1-246
371	OG0000371	YHR047C, YKL157W	maker-NODE_1_length_545607_cov_39.0795_ID_37410-augustus-gene-4.71-mRNA-1_1&gene=maker-NODE_1_length_545607_cov_39.0795_ID_37410-augustus-gene-4.71&CDS=1-3387
372	OG0000372	YHR115C, YNL116W	augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.82&CDS=1-1812
373	OG0000373	YHR117W, YNL121C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.221&CDS=1-1782
374	OG0000374	YHR123W, YNL130C	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.156&CDS=1-1170
375	OG0000375	YHR131C, YNL144C	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.114&CDS=1-2265
376	OG0000376	YHR132W-A, YNL157W	maker-NODE_74_length_39906_cov_40.5803_ID_18891-snap-gene-0.18-mRNA-1_1&gene=maker-NODE_74_length_39906_cov_40.5803_ID_18891-snap-gene-0.18&CDS=1-768
377	OG0000377	YHR133C, YNL156C	augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.42&CDS=1-840
378	OG0000378	YHR146W, YNL173C	snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.121&CDS=1-570
379	OG0000379	YHR154W	augustus_masked-NODE_431_length_579_cov_0.641921_ID_32017-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_431_length_579_cov_0.641921_ID_32017-processed-gene-0.2&CDS=1-573, snap_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.46&CDS=1-2430
380	OG0000380	YHR198C, YHR199C	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-1.137&CDS=1-954
381	OG0000381	YHR203C, YJR145C	maker-NODE_82_length_31355_cov_40.4641_ID_17851-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_82_length_31355_cov_40.4641_ID_17851-augustus-gene-0.16&CDS=1-786
