	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035651_Torulaspora_microellipsoides
300	OG0000300	YLR330W	genemark-flattened_line_0-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.124&CDS=1-1968, genemark-flattened_line_0-processed-gene-7.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.56&CDS=1-1968
301	OG0000301	YLR332W	augustus_masked-flattened_line_0-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.157&CDS=1-342, genemark-flattened_line_0-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.126&CDS=1-342
302	OG0000302	YLR335W	genemark-flattened_line_0-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.129&CDS=1-1797, genemark-flattened_line_0-processed-gene-6.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.54&CDS=1-1797
303	OG0000303	YLR336C	genemark-flattened_line_0-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.149&CDS=1-2910, genemark-flattened_line_0-processed-gene-6.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.30&CDS=1-2910
304	OG0000304	YLR337C	augustus_masked-flattened_line_0-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.48&CDS=1-2259, augustus_masked-flattened_line_0-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.132&CDS=1-2259
305	OG0000305	YLR340W	genemark-flattened_line_0-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.132&CDS=1-939, genemark-flattened_line_0-processed-gene-6.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.51&CDS=1-939
306	OG0000306	YLR341W	augustus_masked-flattened_line_0-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.31&CDS=1-1764, augustus_masked-flattened_line_0-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.150&CDS=1-1764
307	OG0000307	YLR342W	snap_masked-flattened_line_0-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.84&CDS=1-5628, snap_masked-flattened_line_0-processed-gene-6.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.100&CDS=1-5628
308	OG0000308	YLR343W	snap_masked-flattened_line_0-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.85&CDS=1-1650, snap_masked-flattened_line_0-processed-gene-6.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.99&CDS=1-1650
309	OG0000309	YLR345W	genemark-flattened_line_0-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.138&CDS=1-1641, genemark-flattened_line_0-processed-gene-6.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.45&CDS=1-1641
310	OG0000310	YLR346C	snap_masked-flattened_line_0-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.104&CDS=1-276, snap_masked-flattened_line_0-processed-gene-6.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.77&CDS=1-276
311	OG0000311	YLR347C	snap_masked-flattened_line_0-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.56&CDS=1-2586, snap_masked-flattened_line_0-processed-gene-6.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.75&CDS=1-2586
312	OG0000312	YLR351C	genemark-flattened_line_0-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.4&CDS=1-858, genemark-flattened_line_0-processed-gene-6.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.23&CDS=1-858
313	OG0000313	YLR352W	maker-flattened_line_0-augustus-gene-3.110-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.110&CDS=1-3498, maker-flattened_line_0-augustus-gene-6.6-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.6&CDS=1-3498
314	OG0000314	YLR354C	genemark-flattened_line_0-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.31&CDS=1-999, genemark-flattened_line_0-processed-gene-6.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.21&CDS=1-999
315	OG0000315	YLR355C	genemark-flattened_line_0-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.34&CDS=1-1185, genemark-flattened_line_0-processed-gene-6.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.18&CDS=1-1185
316	OG0000316	YLR356W	genemark-flattened_line_0-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.8&CDS=1-612, genemark-flattened_line_0-processed-gene-6.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.39&CDS=1-612
317	OG0000317	YLR359W	genemark-flattened_line_0-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.12&CDS=1-4116, genemark-flattened_line_0-processed-gene-6.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.35&CDS=1-4116
318	OG0000318	YLR360W	augustus_masked-flattened_line_0-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.130&CDS=1-1008, augustus_masked-flattened_line_0-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.137&CDS=1-1008
319	OG0000319	YLR361C	snap_masked-flattened_line_0-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.93&CDS=1-1734, snap_masked-flattened_line_0-processed-gene-6.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.64&CDS=1-1734
320	OG0000320	YLR361C-A	snap_masked-flattened_line_0-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.94&CDS=1-285, snap_masked-flattened_line_0-processed-gene-6.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.63&CDS=1-285
321	OG0000321	YLR362W	genemark-flattened_line_0-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.14&CDS=1-2076, genemark-flattened_line_0-processed-gene-6.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.13&CDS=1-2076
322	OG0000322	YLR363C	genemark-flattened_line_0-processed-gene-3.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.39&CDS=1-666, genemark-flattened_line_0-processed-gene-6.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.9&CDS=1-666
323	OG0000323	YLR363W-A	snap_masked-flattened_line_0-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.72&CDS=1-252, snap_masked-flattened_line_0-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.150&CDS=1-252
324	OG0000324	YLR364W	genemark-flattened_line_0-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.18&CDS=1-327, genemark-flattened_line_0-processed-gene-5.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.96&CDS=1-327
325	OG0000325	YLR368W	augustus_masked-flattened_line_0-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.136&CDS=1-1725, augustus_masked-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.45&CDS=1-1725
326	OG0000326	YLR369W	genemark-flattened_line_0-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.21&CDS=1-1950, genemark-flattened_line_0-processed-gene-5.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.93&CDS=1-1950
327	OG0000327	YLR370C	snap_masked-flattened_line_0-processed-gene-3.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.103&CDS=1-528, snap_masked-flattened_line_0-processed-gene-5.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.124&CDS=1-528
328	OG0000328	YLR371W	augustus_masked-flattened_line_0-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.138&CDS=1-3915, augustus_masked-flattened_line_0-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.43&CDS=1-3915
329	OG0000329	YLR372W	genemark-flattened_line_0-processed-gene-3.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.23&CDS=1-1044, genemark-flattened_line_0-processed-gene-5.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.91&CDS=1-1044
330	OG0000330	YLR373C	genemark-flattened_line_0-processed-gene-3.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.48&CDS=1-3117, genemark-flattened_line_0-processed-gene-5.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.70&CDS=1-3117
331	OG0000331	YLR375W	genemark-flattened_line_0-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.24&CDS=1-1302, genemark-flattened_line_0-processed-gene-5.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.90&CDS=1-1302
332	OG0000332	YLR376C	snap_masked-flattened_line_0-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.107&CDS=1-696, snap_masked-flattened_line_0-processed-gene-5.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.120&CDS=1-696
333	OG0000333	YLR377C	genemark-flattened_line_0-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.52&CDS=1-1035, genemark-flattened_line_0-processed-gene-5.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.66&CDS=1-1035
334	OG0000334	YLR378C	genemark-flattened_line_0-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.29&CDS=1-1437, genemark-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.85&CDS=1-1437
335	OG0000335	YLR380W	genemark-flattened_line_0-processed-gene-4.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.46&CDS=1-1257, genemark-flattened_line_0-processed-gene-5.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.82&CDS=1-1257
336	OG0000336	YLR381W	augustus_masked-flattened_line_0-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.33&CDS=1-2139, genemark-flattened_line_0-processed-gene-4.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.47&CDS=1-2139
337	OG0000337	YLR382C	genemark-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.67&CDS=1-2652, genemark-flattened_line_0-processed-gene-5.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.62&CDS=1-2652
338	OG0000338	YLR383W	genemark-flattened_line_0-processed-gene-4.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.51&CDS=1-3312, genemark-flattened_line_0-processed-gene-5.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.80&CDS=1-3312
339	OG0000339	YLR384C	genemark-flattened_line_0-processed-gene-4.69-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.69&CDS=1-3993, genemark-flattened_line_0-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.60&CDS=1-3993
340	OG0000340	YLR385C	genemark-flattened_line_0-processed-gene-4.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.70&CDS=1-384, genemark-flattened_line_0-processed-gene-5.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.59&CDS=1-384
341	OG0000341	YLR386W	genemark-flattened_line_0-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.53&CDS=1-2592, genemark-flattened_line_0-processed-gene-5.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.78&CDS=1-2592
342	OG0000342	YLR389C	genemark-flattened_line_0-processed-gene-4.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.72&CDS=1-2904, genemark-flattened_line_0-processed-gene-5.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.56&CDS=1-2904
343	OG0000343	YLR390W	snap_masked-flattened_line_0-processed-gene-4.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.95&CDS=1-282, snap_masked-flattened_line_0-processed-gene-5.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.131&CDS=1-282
344	OG0000344	YLR392C	genemark-flattened_line_0-processed-gene-4.75-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.75&CDS=1-1488, genemark-flattened_line_0-processed-gene-5.49-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.49&CDS=1-1488
345	OG0000345	YLR393W	genemark-flattened_line_0-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.56&CDS=1-849, genemark-flattened_line_0-processed-gene-5.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.53&CDS=1-849
346	OG0000346	YLR394W	snap_masked-flattened_line_0-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.100&CDS=1-1080, snap_masked-flattened_line_0-processed-gene-5.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.103&CDS=1-1080
347	OG0000347	YLR395C	snap_masked-flattened_line_0-processed-gene-4.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.122&CDS=1-219, snap_masked-flattened_line_0-processed-gene-5.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.97&CDS=1-219
348	OG0000348	YLR397C	genemark-flattened_line_0-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.66&CDS=1-4371, genemark-flattened_line_0-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.77&CDS=1-4371
349	OG0000349	YLR398C	genemark-flattened_line_0-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.65&CDS=1-3846, genemark-flattened_line_0-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.78&CDS=1-3846
350	OG0000350	YLR399C	genemark-flattened_line_0-processed-gene-4.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.64&CDS=1-2067, genemark-flattened_line_0-processed-gene-4.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.79&CDS=1-2067
351	OG0000351	YLR401C	snap_masked-flattened_line_0-processed-gene-4.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.107&CDS=1-1971, snap_masked-flattened_line_0-processed-gene-4.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.126&CDS=1-1971
352	OG0000352	YLR403W	maker-flattened_line_0-snap-gene-4.41-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.41&CDS=1-1749, maker-flattened_line_0-snap-gene-4.42-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.42&CDS=1-1749
353	OG0000353	YLR404W	genemark-flattened_line_0-processed-gene-4.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.61&CDS=1-828, genemark-flattened_line_0-processed-gene-4.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.82&CDS=1-828
354	OG0000354	YLR448W, YML073C	augustus_masked-flattened_line_3-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.167&CDS=1-528
355	OG0000355	YLR454W	snap_masked-flattened_line_35-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.102&CDS=1-7710, snap_masked-flattened_line_35-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.157&CDS=1-7710
356	OG0000356	YLR455W	genemark-flattened_line_35-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.24&CDS=1-1047, genemark-flattened_line_35-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.59&CDS=1-1047
357	OG0000357	YLR457C	genemark-flattened_line_35-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.12&CDS=1-1044, genemark-flattened_line_35-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.71&CDS=1-1044
358	OG0000358	YLR459W	genemark-flattened_line_35-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.29&CDS=1-1383, genemark-flattened_line_35-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.54&CDS=1-1383
359	OG0000359	YML054C	genemark-flattened_line_3-processed-gene-5.95-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.95&CDS=1-1770, snap_masked-flattened_line_9-processed-gene-3.18-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.18&CDS=1-1683
360	OG0000360	YML116W, YMR279C	augustus_masked-flattened_line_19-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.58&CDS=1-1620
361	OG0000361	YMR169C, YMR170C	genemark-flattened_line_38-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.121&CDS=1-1506
362	OG0000362	YMR183C, YPL232W	snap_masked-flattened_line_5-processed-gene-5.40-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.40&CDS=1-951
363	OG0000363	YMR186W, YPL240C	maker-flattened_line_5-augustus-gene-5.172-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-5.172&CDS=1-5052
364	OG0000364	YMR199W, YPL256C	augustus_masked-flattened_line_5-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.146&CDS=1-3951
365	OG0000365	YMR230W, YOR293W	snap_masked-flattened_line_19-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.83&CDS=1-315
366	OG0000366	YMR242C, YOR312C	genemark-flattened_line_19-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.74&CDS=1-438
367	OG0000367	YMR253C, YPL264C	genemark-flattened_line_19-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.81&CDS=1-1158
368	OG0000368	YMR303C, YOL086C	genemark-flattened_line_3-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.146&CDS=1-1050
369	OG0000369	YNL106C, YOR109W	genemark-flattened_line_33-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.45&CDS=1-5214
370	OG0000370	YOR227W, YPL137C	genemark-flattened_line_5-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.77&CDS=1-3516
371	OG0000371	YOR229W, YOR230W	genemark-flattened_line_5-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.79&CDS=1-1416
372	OG0000372	YOR234C, YPL143W	snap_masked-flattened_line_5-processed-gene-3.165-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.165&CDS=1-318
373	OG0000373	YOR389W, YPL277C	genemark-flattened_line_7-processed-gene-4.329-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.329&CDS=1-1872
374	OG0000374	YOR390W, YPL279C	genemark-flattened_line_11-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.28&CDS=1-1116
375	OG0000375	YPR164W	snap_masked-flattened_line_35-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.103&CDS=1-4215, snap_masked-flattened_line_35-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.156&CDS=1-4215
376	OG0000376	YPR165W	snap_masked-flattened_line_35-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.104&CDS=1-630, snap_masked-flattened_line_35-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.155&CDS=1-630
377	OG0000377	YPR167C	augustus_masked-flattened_line_35-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.200&CDS=1-1107, augustus_masked-flattened_line_35-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.255&CDS=1-1107
378	OG0000378	YPR168W	augustus_masked-flattened_line_35-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.205&CDS=1-459, augustus_masked-flattened_line_35-processed-gene-0.249-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.249&CDS=1-459
379	OG0000379	YPR169W	snap_masked-flattened_line_35-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.107&CDS=1-1569, snap_masked-flattened_line_35-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.152&CDS=1-1569
380	OG0000380	YPR171W	snap_masked-flattened_line_35-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.108&CDS=1-1980, snap_masked-flattened_line_35-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.151&CDS=1-1980
381	OG0000381	YPR172W	genemark-flattened_line_35-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.25&CDS=1-600, genemark-flattened_line_35-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.58&CDS=1-600
382	OG0000382	YPR173C	genemark-flattened_line_35-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.13&CDS=1-1305, genemark-flattened_line_35-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.70&CDS=1-1305
383	OG0000383	YPR175W	genemark-flattened_line_35-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.26&CDS=1-2136, genemark-flattened_line_35-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.57&CDS=1-2136
384	OG0000384	YPR176C	genemark-flattened_line_35-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.11&CDS=1-975, genemark-flattened_line_35-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.72&CDS=1-975
385	OG0000385	YPR178W	genemark-flattened_line_35-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.27&CDS=1-1413, genemark-flattened_line_35-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.56&CDS=1-1413
386	OG0000386	YPR179C	genemark-flattened_line_35-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.10&CDS=1-1938, genemark-flattened_line_35-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.73&CDS=1-1938
387	OG0000387	YPR180W	genemark-flattened_line_35-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.28&CDS=1-1041, genemark-flattened_line_35-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.55&CDS=1-1041
388	OG0000388	YPR181C	genemark-flattened_line_35-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.74&CDS=1-2271, genemark-flattened_line_35-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.9&CDS=1-2271
389	OG0000389	YPR183W	snap_masked-flattened_line_35-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.116&CDS=1-798, snap_masked-flattened_line_35-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.143&CDS=1-798
390	OG0000390	YPR184W	snap_masked-flattened_line_35-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.117&CDS=1-4605, snap_masked-flattened_line_35-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.142&CDS=1-4605
391	OG0000391	YPR185W	genemark-flattened_line_35-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.31&CDS=1-2016, genemark-flattened_line_35-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.52&CDS=1-2016
392	OG0000392	YPR186C	genemark-flattened_line_35-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.75&CDS=1-1164, genemark-flattened_line_35-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.8&CDS=1-1164
393	OG0000393	YPR187W	genemark-flattened_line_35-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.32&CDS=1-468, genemark-flattened_line_35-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.51&CDS=1-468
394	OG0000394	YPR188C	augustus_masked-flattened_line_35-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.193&CDS=1-474, augustus_masked-flattened_line_35-processed-gene-0.262-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.262&CDS=1-474
395	OG0000395	YPR189W	genemark-flattened_line_35-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.33&CDS=1-4203, genemark-flattened_line_35-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.50&CDS=1-4203
396	OG0000396	YPR190C	genemark-flattened_line_35-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.6&CDS=1-1941, genemark-flattened_line_35-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.77&CDS=1-1941
397	OG0000397	YPR191W	genemark-flattened_line_35-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.34&CDS=1-1104, genemark-flattened_line_35-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.49&CDS=1-1104
398	OG0000398	YAL008W	genemark-flattened_line_31-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.62&CDS=1-588
399	OG0000399	YAL009W	genemark-flattened_line_31-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.58&CDS=1-816
400	OG0000400	YAL010C	snap_masked-flattened_line_31-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.121&CDS=1-1371
401	OG0000401	YAL011W	genemark-flattened_line_31-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.57&CDS=1-1863
402	OG0000402	YAL012W	genemark-flattened_line_31-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.55&CDS=1-1179
403	OG0000403	YAL013W	genemark-flattened_line_31-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.53&CDS=1-1575
