	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
732	OG0000732	YCL038C	snap_masked-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.76&CDS=1-1602
733	OG0000733	YCL039W	genemark-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.98&CDS=1-1662
734	OG0000734	YCL043C	snap_masked-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_36_length_78055_cov_19.4016_ID_10013-processed-gene-0.63&CDS=1-1488
735	OG0000735	YCL044C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.124&CDS=1-804
736	OG0000736	YCL045C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.125&CDS=1-2646
737	OG0000737	YCL047C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.134&CDS=1-783
738	OG0000738	YCL052C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.88&CDS=1-1377
739	OG0000739	YCL054W	maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-6.95-mRNA-1_1&gene=maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-6.95&CDS=1-2466
740	OG0000740	YCL055W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.65-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.65&CDS=1-1047
741	OG0000741	YCL057C-A	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.160&CDS=1-243
742	OG0000742	YCL057W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.127&CDS=1-2013
743	OG0000743	YCL059C	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.210&CDS=1-1128
744	OG0000744	YCL061C	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.242-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.242&CDS=1-3357
745	OG0000745	YCR002C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.55&CDS=1-996
746	OG0000746	YCR003W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.84&CDS=1-552
747	OG0000747	YCR008W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.28&CDS=1-1617
748	OG0000748	YCR009C	genemark-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.100&CDS=1-4425
749	OG0000749	YCR011C	snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.72&CDS=1-2961
750	OG0000750	YCR012W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.241-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.241&CDS=1-1245
751	OG0000751	YCR014C	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.103&CDS=1-1521
752	OG0000752	YCR015C	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.141&CDS=1-795
753	OG0000753	YCR016W	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.98&CDS=1-828
754	OG0000754	YCR017C	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.105&CDS=1-2808
755	OG0000755	YCR019W	genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.41&CDS=1-1008
756	OG0000756	YCR020C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.203-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.203&CDS=1-672
757	OG0000757	YCR021C	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.236-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.236&CDS=1-891
758	OG0000758	YCR023C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.91&CDS=1-1644
759	OG0000759	YCR024C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.75&CDS=1-1377
760	OG0000760	YCR028C	snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.63&CDS=1-1497
761	OG0000761	YCR028C-A	maker-NODE_10_length_390696_cov_13.4103_ID_14589-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_10_length_390696_cov_13.4103_ID_14589-snap-gene-0.0&CDS=1-393
762	OG0000762	YCR030C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.42&CDS=1-2613
763	OG0000763	YCR031C	genemark-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.82&CDS=1-426
764	OG0000764	YCR032W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.37&CDS=1-6456
765	OG0000765	YCR033W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.16&CDS=1-3582
766	OG0000766	YCR034W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.32&CDS=1-990
767	OG0000767	YCR035C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.17&CDS=1-1164
768	OG0000768	YCR036W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.31&CDS=1-1026
769	OG0000769	YCR042C	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.206-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.206&CDS=1-3990
770	OG0000770	YCR044C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.17&CDS=1-951
771	OG0000771	YCR045C	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.133&CDS=1-1377
772	OG0000772	YCR046C	genemark-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.44&CDS=1-801
773	OG0000773	YCR047C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.247-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.247&CDS=1-813
774	OG0000774	YCR051W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.291-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.291&CDS=1-642
775	OG0000775	YCR053W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.73&CDS=1-1515
776	OG0000776	YCR054C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.100&CDS=1-1452
777	OG0000777	YCR057C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.68&CDS=1-2736
778	OG0000778	YCR059C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.67&CDS=1-771
779	OG0000779	YCR060W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.94&CDS=1-978
780	OG0000780	YCR061W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.93&CDS=1-1845
781	OG0000781	YCR063W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.176-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.176&CDS=1-456
782	OG0000782	YCR065W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.220-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.220&CDS=1-1995
783	OG0000783	YCR066W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.265-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.265&CDS=1-1224
784	OG0000784	YCR068W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.11&CDS=1-1635
785	OG0000785	YCR071C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.98&CDS=1-396
786	OG0000786	YCR072C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.99&CDS=1-1527
787	OG0000787	YCR075C	snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.68&CDS=1-810
788	OG0000788	YCR077C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.107&CDS=1-2304
789	OG0000789	YCR079W	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.137&CDS=1-1116
790	OG0000790	YCR081W	snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.52&CDS=1-3993
791	OG0000791	YCR084C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.89&CDS=1-1920
792	OG0000792	YCR086W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.130&CDS=1-972
793	OG0000793	YCR087C-A	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.88&CDS=1-429
794	OG0000794	YCR088W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.87&CDS=1-1587
795	OG0000795	YCR090C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.3-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.3&CDS=1-483
796	OG0000796	YCR092C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.56&CDS=1-3069
797	OG0000797	YCR093W	maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-7.83-mRNA-1_1&gene=maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-7.83&CDS=1-7659
798	OG0000798	YCR095C	augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.145&CDS=1-2655
799	OG0000799	YCR097W	snap_masked-NODE_62_length_6967_cov_15.9223_ID_18167-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_62_length_6967_cov_15.9223_ID_18167-processed-gene-0.3&CDS=1-741
800	OG0000800	YCR098C	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.152&CDS=1-1560
801	OG0000801	YDL001W	genemark-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.11&CDS=1-1251
802	OG0000802	YDL002C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.56&CDS=1-558
803	OG0000803	YDL003W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.172-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.172&CDS=1-1548
804	OG0000804	YDL004W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.207-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.207&CDS=1-519
805	OG0000805	YDL006W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.208-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.208&CDS=1-882
806	OG0000806	YDL007W	maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-7.84-mRNA-1_1&gene=maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-7.84&CDS=1-2232
807	OG0000807	YDL013W	augustus_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.103&CDS=1-1305
808	OG0000808	YDL014W	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.219-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.219&CDS=1-993
809	OG0000809	YDL015C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.283-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.283&CDS=1-828
810	OG0000810	YDL017W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.75&CDS=1-1803
811	OG0000811	YDL020C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.47&CDS=1-1164
812	OG0000812	YDL028C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.41&CDS=1-2238
813	OG0000813	YDL029W	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-1.21&CDS=1-1164
814	OG0000814	YDL030W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.67&CDS=1-1428
815	OG0000815	YDL031W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.129&CDS=1-2799
816	OG0000816	YDL033C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.56&CDS=1-1089
817	OG0000817	YDL035C	snap_masked-NODE_47_length_28242_cov_13.2915_ID_7690-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_47_length_28242_cov_13.2915_ID_7690-processed-gene-0.7&CDS=1-1470
818	OG0000818	YDL040C	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.51&CDS=1-2385
819	OG0000819	YDL043C	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.73&CDS=1-669
820	OG0000820	YDL045C	snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_35_length_80817_cov_14.4653_ID_5894-processed-gene-0.74&CDS=1-762
821	OG0000821	YDL045W-A	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.264-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.264&CDS=1-276
822	OG0000822	YDL046W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.78&CDS=1-537
823	OG0000823	YDL052C	snap_masked-NODE_40_length_71274_cov_11.9838_ID_5744-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_40_length_71274_cov_11.9838_ID_5744-processed-gene-0.38&CDS=1-903
824	OG0000824	YDL055C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.54&CDS=1-1077
825	OG0000825	YDL057W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.85&CDS=1-1956
826	OG0000826	YDL058W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.96&CDS=1-5358
827	OG0000827	YDL059C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.97&CDS=1-585
828	OG0000828	YDL060W	snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.58&CDS=1-2298
829	OG0000829	YDL063C	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.119&CDS=1-1812
830	OG0000830	YDL064W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.85&CDS=1-471
831	OG0000831	YDL065C	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.118&CDS=1-876
832	OG0000832	YDL072C	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.11&CDS=1-609
833	OG0000833	YDL074C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.111&CDS=1-2007
834	OG0000834	YDL076C	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.13&CDS=1-1536
835	OG0000835	YDL077C	augustus_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.73&CDS=1-2454
836	OG0000836	YDL081C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.99&CDS=1-318
837	OG0000837	YDL084W	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-4.226-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-4.226&CDS=1-1290
838	OG0000838	YDL086W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.86&CDS=1-816
839	OG0000839	YDL087C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.56-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.56&CDS=1-753
840	OG0000840	YDL089W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.143-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.143&CDS=1-1074
841	OG0000841	YDL090C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.108&CDS=1-1329
842	OG0000842	YDL091C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.105&CDS=1-1596
843	OG0000843	YDL092W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.146&CDS=1-393
844	OG0000844	YDL095W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.100&CDS=1-2283
845	OG0000845	YDL097C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.142&CDS=1-1257
846	OG0000846	YDL098C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.76&CDS=1-513
847	OG0000847	YDL100C	augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.50&CDS=1-1017
848	OG0000848	YDL101C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.42&CDS=1-1371
849	OG0000849	YDL102W	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.134&CDS=1-3324
850	OG0000850	YDL103C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.64&CDS=1-1338
851	OG0000851	YDL104C	genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.27&CDS=1-1149
