	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
553	OG0000553	YAL058W	augustus_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.129&CDS=1-1716
554	OG0000554	YAL059W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.13&CDS=1-615
555	OG0000555	YAR002W	snap_masked-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-0.71&CDS=1-1959
556	OG0000556	YAR003W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.87&CDS=1-1371
557	OG0000557	YAR007C	maker-NODE_18_length_248355_cov_19.3599_ID_35-augustus-gene-1.221-mRNA-1_1&gene=maker-NODE_18_length_248355_cov_19.3599_ID_35-augustus-gene-1.221&CDS=1-2979
558	OG0000558	YAR008W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.78&CDS=1-1116
559	OG0000559	YAR009C, YPR137C-B	
560	OG0000560	YAR014C	genemark-NODE_69_length_62977_cov_13.5489_ID_137-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_69_length_62977_cov_13.5489_ID_137-processed-gene-0.49&CDS=1-2262
561	OG0000561	YAR015W	genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.51&CDS=1-912
562	OG0000562	YAR018C	genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.52&CDS=1-1368
563	OG0000563	YBL001C	maker-NODE_5_length_345753_cov_13.3743_ID_9-snap-gene-0.34-mRNA-1_1&gene=maker-NODE_5_length_345753_cov_13.3743_ID_9-snap-gene-0.34&CDS=1-570
564	OG0000564	YBL004W	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-2.101&CDS=1-7605
565	OG0000565	YBL007C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.30&CDS=1-3537
566	OG0000566	YBL008W	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.58&CDS=1-3129
567	OG0000567	YBL013W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.168&CDS=1-1074
568	OG0000568	YBL014C	augustus_masked-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.212&CDS=1-2619
569	OG0000569	YBL015W	genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.66&CDS=1-1572
570	OG0000570	YBL018C	maker-NODE_17_length_257632_cov_12.7806_ID_33-snap-gene-0.110-mRNA-1_1&gene=maker-NODE_17_length_257632_cov_12.7806_ID_33-snap-gene-0.110&CDS=1-444
571	OG0000571	YBL019W	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.148&CDS=1-1749
572	OG0000572	YBL020W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.149-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.149&CDS=1-1695
573	OG0000573	YBL021C	maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-2.72-mRNA-1_1&gene=maker-NODE_1_length_559938_cov_12.5074_ID_1-snap-gene-2.72&CDS=1-963
574	OG0000574	YBL022C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.6&CDS=1-3393
575	OG0000575	YBL023C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.64&CDS=1-2622
576	OG0000576	YBL024W	genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.47&CDS=1-2094
577	OG0000577	YBL028C	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.50&CDS=1-312
578	OG0000578	YBL029C-A	snap_masked-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.62&CDS=1-261
579	OG0000579	YBL032W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.50&CDS=1-1050
580	OG0000580	YBL033C	snap_masked-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.116&CDS=1-963
581	OG0000581	YBL034C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.66&CDS=1-4521
582	OG0000582	YBL035C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.50&CDS=1-1902
583	OG0000583	YBL036C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.54&CDS=1-720
584	OG0000584	YBL037W	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.55&CDS=1-2934
585	OG0000585	YBL038W	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.92&CDS=1-672
586	OG0000586	YBL039C	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.74&CDS=1-1725
587	OG0000587	YBL040C	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.59&CDS=1-636
588	OG0000588	YBL041W	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.78&CDS=1-729
589	OG0000589	YBL042C	maker-NODE_5_length_345753_cov_13.3743_ID_9-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_5_length_345753_cov_13.3743_ID_9-augustus-gene-2.2&CDS=1-1782
590	OG0000590	YBL045C	genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.4&CDS=1-1332
591	OG0000591	YBL047C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.76&CDS=1-4659
592	OG0000592	YBL049W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.86&CDS=1-1167
593	OG0000593	YBL050W	genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.33&CDS=1-894
594	OG0000594	YBL051C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.111&CDS=1-2427
595	OG0000595	YBL055C	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.39&CDS=1-1179
596	OG0000596	YBL057C	genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.22&CDS=1-687
597	OG0000597	YBL058W	genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.47&CDS=1-1176
598	OG0000598	YBL059C-A	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.93&CDS=1-321
599	OG0000599	YBL061C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.113&CDS=1-1806
600	OG0000600	YBL064C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.78&CDS=1-753
601	OG0000601	YBL066C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.79&CDS=1-3102
602	OG0000602	YBL071W-A	snap_masked-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.149&CDS=1-225
603	OG0000603	YBL074C	snap_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.77&CDS=1-1335
604	OG0000604	YBL076C	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.122&CDS=1-3222
605	OG0000605	YBL078C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.5&CDS=1-387
606	OG0000606	YBL079W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.220-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.220&CDS=1-4344
607	OG0000607	YBL080C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.24&CDS=1-1470
608	OG0000608	YBL082C	genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-1.143&CDS=1-1446
609	OG0000609	YBL084C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.49&CDS=1-2157
610	OG0000610	YBL086C	maker-NODE_4_length_439119_cov_16.2925_ID_7-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_4_length_439119_cov_16.2925_ID_7-snap-gene-3.4&CDS=1-972
611	OG0000611	YBL088C	genemark-NODE_77_length_50813_cov_12.8302_ID_153-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_77_length_50813_cov_12.8302_ID_153-processed-gene-0.24&CDS=1-9105
612	OG0000612	YBL091C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.48&CDS=1-1299
613	OG0000613	YBL092W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.199-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.199&CDS=1-393
614	OG0000614	YBL093C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.102&CDS=1-540
615	OG0000615	YBL095W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.73&CDS=1-690
616	OG0000616	YBL098W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.64&CDS=1-1359
617	OG0000617	YBL099W	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-2.105&CDS=1-1644
618	OG0000618	YBL103C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-2.94&CDS=1-1545
619	OG0000619	YBL104C	maker-NODE_11_length_300117_cov_13.091_ID_21-snap-gene-1.105-mRNA-1_1&gene=maker-NODE_11_length_300117_cov_13.091_ID_21-snap-gene-1.105&CDS=1-2970
620	OG0000620	YBL105C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.17&CDS=1-3276
621	OG0000621	YBR002C	genemark-NODE_110_length_9081_cov_11.8938_ID_219-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_110_length_9081_cov_11.8938_ID_219-processed-gene-0.3&CDS=1-714
622	OG0000622	YBR003W	genemark-NODE_110_length_9081_cov_11.8938_ID_219-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_110_length_9081_cov_11.8938_ID_219-processed-gene-0.5&CDS=1-1467
623	OG0000623	YBR004C	genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_29_length_175933_cov_13.7951_ID_57-processed-gene-0.28&CDS=1-1188
624	OG0000624	YBR006W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-0.36&CDS=1-1500
625	OG0000625	YBR007C	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.39&CDS=1-2562
626	OG0000626	YBR011C	maker-NODE_29_length_175933_cov_13.7951_ID_57-snap-gene-0.133-mRNA-1_1&gene=maker-NODE_29_length_175933_cov_13.7951_ID_57-snap-gene-0.133&CDS=1-1023
627	OG0000627	YBR017C	genemark-NODE_69_length_62977_cov_13.5489_ID_137-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_69_length_62977_cov_13.5489_ID_137-processed-gene-0.48&CDS=1-2790
628	OG0000628	YBR022W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.57&CDS=1-564
629	OG0000629	YBR023C	augustus_masked-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.102&CDS=1-3474
630	OG0000630	YBR026C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.105&CDS=1-1131
631	OG0000631	YBR028C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.25&CDS=1-1476
632	OG0000632	YBR029C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.71&CDS=1-1341
633	OG0000633	YBR030W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.58&CDS=1-1794
634	OG0000634	YBR034C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.61&CDS=1-1047
635	OG0000635	YBR035C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.107&CDS=1-729
636	OG0000636	YBR037C	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.167&CDS=1-936
637	OG0000637	YBR039W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.75&CDS=1-867
638	OG0000638	YBR040W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.92&CDS=1-885
639	OG0000639	YBR041W	snap_masked-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.18&CDS=1-1995
640	OG0000640	YBR043C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.74&CDS=1-2013
641	OG0000641	YBR046C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.50&CDS=1-1206
642	OG0000642	YBR047W	augustus_masked-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.21&CDS=1-573
643	OG0000643	YBR053C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.90&CDS=1-1002
644	OG0000644	YBR055C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.139&CDS=1-2769
645	OG0000645	YBR056W	genemark-NODE_56_length_78183_cov_12.81_ID_111-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_56_length_78183_cov_12.81_ID_111-processed-gene-0.91&CDS=1-1473
646	OG0000646	YBR057C	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.44&CDS=1-1500
647	OG0000647	YBR058C	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-1.12&CDS=1-2382
648	OG0000648	YBR060C	genemark-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.43&CDS=1-1845
649	OG0000649	YBR061C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.93&CDS=1-921
650	OG0000650	YBR062C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.94&CDS=1-627
651	OG0000651	YBR065C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.95&CDS=1-1158
652	OG0000652	YBR070C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.78&CDS=1-702
653	OG0000653	YBR072W	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.5&CDS=1-747
654	OG0000654	YBR074W	genemark-NODE_99_length_21683_cov_25.2525_ID_197-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_99_length_21683_cov_25.2525_ID_197-processed-gene-0.17&CDS=1-3042
655	OG0000655	YBR079C	maker-NODE_38_length_135383_cov_16.4375_ID_75-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_38_length_135383_cov_16.4375_ID_75-snap-gene-0.97&CDS=1-3330
656	OG0000656	YBR080C	genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.46&CDS=1-2259
657	OG0000657	YBR081C	genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.3&CDS=1-4236
658	OG0000658	YBR082C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-2.79&CDS=1-441
659	OG0000659	YBR083W	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.51&CDS=1-2535
660	OG0000660	YBR085W	genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.90&CDS=1-909
661	OG0000661	YBR086C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.27&CDS=1-2250
662	OG0000662	YBR087W	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.60&CDS=1-1158
663	OG0000663	YBR088C	genemark-NODE_109_length_9498_cov_12.193_ID_217-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_109_length_9498_cov_12.193_ID_217-processed-gene-0.14&CDS=1-777
664	OG0000664	YBR091C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-0.108&CDS=1-336
665	OG0000665	YBR095C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.40&CDS=1-1404
666	OG0000666	YBR097W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.80&CDS=1-4743
667	OG0000667	YBR101C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.10&CDS=1-945
668	OG0000668	YBR102C	maker-NODE_2_length_488514_cov_13.1886_ID_3-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_2_length_488514_cov_13.1886_ID_3-snap-gene-1.5&CDS=1-2865
669	OG0000669	YBR103W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-0.94&CDS=1-1815
670	OG0000670	YBR105C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.82&CDS=1-903
671	OG0000671	YBR106W	genemark-NODE_100_length_18898_cov_13.418_ID_199-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_100_length_18898_cov_13.418_ID_199-processed-gene-0.1&CDS=1-576
672	OG0000672	YBR110W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.143&CDS=1-1431
673	OG0000673	YBR111C	augustus_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.23&CDS=1-624
674	OG0000674	YBR111W-A	snap_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.106&CDS=1-294
675	OG0000675	YBR112C	snap_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.126&CDS=1-2754
676	OG0000676	YBR115C	genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_24_length_185531_cov_13.2868_ID_47-processed-gene-0.66&CDS=1-4173
677	OG0000677	YBR120C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.38&CDS=1-474
678	OG0000678	YBR121C	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-1.19&CDS=1-1962
