	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026256_Zygotorulaspora_mrakii
374	OG0000374	YBL056W	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.45&CDS=1-1482
375	OG0000375	YBL058W	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.46&CDS=1-1164
376	OG0000376	YBL059C-A	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.10&CDS=1-315
377	OG0000377	YBL060W	augustus_masked-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.130&CDS=1-1863
378	OG0000378	YBL061C	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.12&CDS=1-1998
379	OG0000379	YBL064C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-1.204-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-1.204&CDS=1-741
380	OG0000380	YBL066C	maker-NODE_4_length_587279_cov_18.5498_ID_5513-snap-gene-4.297-mRNA-1_1&gene=maker-NODE_4_length_587279_cov_18.5498_ID_5513-snap-gene-4.297&CDS=1-3456
381	OG0000381	YBL067C	maker-NODE_4_length_587279_cov_18.5498_ID_5513-snap-gene-4.296-mRNA-1_1&gene=maker-NODE_4_length_587279_cov_18.5498_ID_5513-snap-gene-4.296&CDS=1-2064
382	OG0000382	YBL069W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.242-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.242&CDS=1-1284
383	OG0000383	YBL071W-A	snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.141-mRNA-1_1&gene=snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.141&CDS=1-246
384	OG0000384	YBL074C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.288-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.288&CDS=1-1014
385	OG0000385	YBL078C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.284-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.284&CDS=1-360
386	OG0000386	YBL079W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.241-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.241&CDS=1-4443
387	OG0000387	YBL080C	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-1.27&CDS=1-1626
388	OG0000388	YBL081W	snap_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-1.99&CDS=1-1206
389	OG0000389	YBL084C	augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.85&CDS=1-2130
390	OG0000390	YBL086C	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.131&CDS=1-1326
391	OG0000391	YBL088C	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.129&CDS=1-8409
392	OG0000392	YBL091C	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.128&CDS=1-1884
393	OG0000393	YBL092W	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.108&CDS=1-393
394	OG0000394	YBL093C	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.127&CDS=1-612
395	OG0000395	YBL098W	augustus_masked-NODE_49_length_15970_cov_22.8586_ID_8382-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_49_length_15970_cov_22.8586_ID_8382-processed-gene-0.2&CDS=1-3600
396	OG0000396	YBL099W	genemark-NODE_49_length_15970_cov_22.8586_ID_8382-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_49_length_15970_cov_22.8586_ID_8382-processed-gene-0.11&CDS=1-1638
397	OG0000397	YBL101C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.20&CDS=1-3306
398	OG0000398	YBL102W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.48&CDS=1-642
399	OG0000399	YBL103C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.21&CDS=1-1554
400	OG0000400	YBL104C	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.78&CDS=1-8235
401	OG0000401	YBL107C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.27&CDS=1-606
402	OG0000402	YBR002C	augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.169&CDS=1-873
403	OG0000403	YBR003W	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.47&CDS=1-1407
404	OG0000404	YBR004C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.85&CDS=1-1347
405	OG0000405	YBR006W	maker-NODE_19_length_181514_cov_18.2001_ID_3407-augustus-gene-0.267-mRNA-1_1&gene=maker-NODE_19_length_181514_cov_18.2001_ID_3407-augustus-gene-0.267&CDS=1-2859
406	OG0000406	YBR008C	genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.183&CDS=1-1653
407	OG0000407	YBR011C	augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.60&CDS=1-861
408	OG0000408	YBR017C	augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.53&CDS=1-4353
409	OG0000409	YBR018C	genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-0.37&CDS=1-1092
410	OG0000410	YBR023C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.38&CDS=1-3543
411	OG0000411	YBR026C	augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.123&CDS=1-2595
412	OG0000412	YBR029C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.33&CDS=1-1296
413	OG0000413	YBR030W	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.72&CDS=1-1536
414	OG0000414	YBR034C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.32&CDS=1-1044
415	OG0000415	YBR035C	augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.119&CDS=1-1716
416	OG0000416	YBR036C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.73&CDS=1-1134
417	OG0000417	YBR037C	augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.160&CDS=1-888
418	OG0000418	YBR041W	maker-NODE_19_length_181514_cov_18.2001_ID_3407-augustus-gene-0.269-mRNA-1_1&gene=maker-NODE_19_length_181514_cov_18.2001_ID_3407-augustus-gene-0.269&CDS=1-3858
419	OG0000419	YBR042C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.26&CDS=1-1140
420	OG0000420	YBR043C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.25&CDS=1-2133
421	OG0000421	YBR045C	augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.111&CDS=1-1794
422	OG0000422	YBR046C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.19&CDS=1-1008
423	OG0000423	YBR047W	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.65&CDS=1-537
424	OG0000424	YBR049C	genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_19_length_181514_cov_18.2001_ID_3407-processed-gene-0.18&CDS=1-1911
425	OG0000425	YBR056W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.13-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.13&CDS=1-1494
426	OG0000426	YBR057C	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.138&CDS=1-1014
427	OG0000427	YBR058C	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-6.157-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-6.157&CDS=1-3768
428	OG0000428	YBR058C-A	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.38-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.38&CDS=1-378
429	OG0000429	YBR060C	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-snap-gene-6.53-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-snap-gene-6.53&CDS=1-2136
430	OG0000430	YBR061C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.42-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.42&CDS=1-951
431	OG0000431	YBR062C	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.95&CDS=1-519
432	OG0000432	YBR065C	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.96&CDS=1-1116
433	OG0000433	YBR070C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.47-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.47&CDS=1-507
434	OG0000434	YBR071W	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.125-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.125&CDS=1-630
435	OG0000435	YBR073W	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-6.156-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-6.156&CDS=1-3402
436	OG0000436	YBR074W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.25-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-6.25&CDS=1-2895
437	OG0000437	YBR077C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.3-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.3&CDS=1-522
438	OG0000438	YBR078W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.6-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.6&CDS=1-1272
439	OG0000439	YBR079C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.26-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.26&CDS=1-3036
440	OG0000440	YBR080C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.27-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.27&CDS=1-2280
441	OG0000441	YBR081C	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.74&CDS=1-4065
442	OG0000442	YBR083W	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.103&CDS=1-2274
443	OG0000443	YBR085C-A	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.79&CDS=1-258
444	OG0000444	YBR086C	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.130-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.130&CDS=1-2976
445	OG0000445	YBR087W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.17-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-7.17&CDS=1-1068
446	OG0000446	YBR088C	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.47&CDS=1-774
447	OG0000447	YBR089W	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-snap-gene-8.0-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-snap-gene-8.0&CDS=1-384
448	OG0000448	YBR091C	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.49&CDS=1-324
449	OG0000449	YBR094W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.82-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.82&CDS=1-2199
450	OG0000450	YBR095C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.102-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.102&CDS=1-1104
451	OG0000451	YBR096W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.83-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-8.83&CDS=1-690
452	OG0000452	YBR097W	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-8.53-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-8.53&CDS=1-5601
453	OG0000453	YBR098W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.6-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.6&CDS=1-1944
454	OG0000454	YBR101C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.10-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.10&CDS=1-867
455	OG0000455	YBR102C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.11-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.11&CDS=1-2175
456	OG0000456	YBR103W	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.114&CDS=1-2550
457	OG0000457	YBR105C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.34-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.34&CDS=1-1029
458	OG0000458	YBR107C	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.139&CDS=1-690
459	OG0000459	YBR108W	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.69&CDS=1-2568
460	OG0000460	YBR109C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.36-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.36&CDS=1-441
461	OG0000461	YBR110W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.19-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.19&CDS=1-1347
462	OG0000462	YBR111C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.39-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.39&CDS=1-633
463	OG0000463	YBR111W-A	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-9.109-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-9.109&CDS=1-306
464	OG0000464	YBR112C	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.91&CDS=1-3462
465	OG0000465	YBR114W	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.126&CDS=1-2337
466	OG0000466	YBR115C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.41-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.41&CDS=1-4152
467	OG0000467	YBR119W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.27-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.27&CDS=1-882
468	OG0000468	YBR120C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.47-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.47&CDS=1-477
469	OG0000469	YBR121C	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-9.110-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-9.110&CDS=1-2481
470	OG0000470	YBR122C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.50-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.50&CDS=1-528
471	OG0000471	YBR123C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.51-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.51&CDS=1-1881
472	OG0000472	YBR125C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.52-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.52&CDS=1-1170
473	OG0000473	YBR126C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.53-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.53&CDS=1-1470
474	OG0000474	YBR127C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.54-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.54&CDS=1-1551
475	OG0000475	YBR128C	snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.106-mRNA-1_1&gene=snap_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.106&CDS=1-1035
476	OG0000476	YBR130C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.57-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-9.57&CDS=1-1329
477	OG0000477	YBR131W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.101-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.101&CDS=1-1968
478	OG0000478	YBR132C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.105-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.105&CDS=1-1767
479	OG0000479	YBR133C	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.124-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-10.124&CDS=1-2538
480	OG0000480	YBR136W	maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-10.49-mRNA-1_1&gene=maker-NODE_1_length_1100707_cov_17.8797_ID_2461-augustus-gene-10.49&CDS=1-7632
481	OG0000481	YBR138C	snap_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.93&CDS=1-1521
482	OG0000482	YBR141C	snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.4&CDS=1-1020
483	OG0000483	YBR142W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.148-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.148&CDS=1-2322
484	OG0000484	YBR143C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.126&CDS=1-1311
485	OG0000485	YBR146W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.41&CDS=1-822
486	OG0000486	YBR149W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.119&CDS=1-984
487	OG0000487	YBR151W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.19&CDS=1-927
488	OG0000488	YBR152W	snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.68&CDS=1-780
489	OG0000489	YBR153W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.123&CDS=1-726
490	OG0000490	YBR156C	genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.6&CDS=1-2223
491	OG0000491	YBR158W	genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.24&CDS=1-1650
492	OG0000492	YBR159W	genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.22&CDS=1-1041
493	OG0000493	YBR160W	genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.21&CDS=1-891
494	OG0000494	YBR162C	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-1.21&CDS=1-1404
