	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
674	OG0000674	YCL034W	augustus_masked-flattened_line_0-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.46&CDS=1-1275
675	OG0000675	YCL038C	augustus_masked-flattened_line_51-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.109&CDS=1-1512
676	OG0000676	YCL043C	augustus_masked-flattened_line_51-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.124&CDS=1-1581
677	OG0000677	YCL045C	augustus_masked-flattened_line_18-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.98&CDS=1-2439
678	OG0000678	YCL047C	snap_masked-flattened_line_49-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.12&CDS=1-762
679	OG0000679	YCL054W	genemark-flattened_line_51-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.8&CDS=1-3930
680	OG0000680	YCL055W	augustus_masked-flattened_line_49-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.146&CDS=1-900
681	OG0000681	YCL057C-A	genemark-flattened_line_2-processed-gene-7.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.52&CDS=1-240
682	OG0000682	YCL057W	snap_masked-flattened_line_8-processed-gene-3.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.41&CDS=1-2127
683	OG0000683	YCL059C	augustus_masked-flattened_line_29-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.59&CDS=1-1014
684	OG0000684	YCL061C	augustus_masked-flattened_line_29-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.60&CDS=1-3558
685	OG0000685	YCR002C	augustus_masked-flattened_line_18-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.90&CDS=1-999
686	OG0000686	YCR003W	maker-flattened_line_18-snap-gene-0.98-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.98&CDS=1-2286
687	OG0000687	YCR009C	augustus_masked-flattened_line_4-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.42&CDS=1-789
688	OG0000688	YCR011C	augustus_masked-flattened_line_2-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.16&CDS=1-3003
689	OG0000689	YCR012W	augustus_masked-flattened_line_6-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.25&CDS=1-1248
690	OG0000690	YCR016W	snap_masked-flattened_line_23-processed-gene-1.196-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.196&CDS=1-645
691	OG0000691	YCR017C	augustus_masked-flattened_line_12-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.100&CDS=1-2877
692	OG0000692	YCR019W	augustus_masked-flattened_line_23-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.236&CDS=1-936
693	OG0000693	YCR020C-A	augustus_masked-flattened_line_4-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.45&CDS=1-225
694	OG0000694	YCR028C	augustus_masked-flattened_line_37-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.148&CDS=1-1617
695	OG0000695	YCR028C-A	augustus_masked-flattened_line_2-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.9&CDS=1-390
696	OG0000696	YCR030C	augustus_masked-flattened_line_18-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.81&CDS=1-2730
697	OG0000697	YCR032W	augustus_masked-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.35&CDS=1-5892
698	OG0000698	YCR033W	augustus_masked-flattened_line_22-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.201&CDS=1-3834
699	OG0000699	YCR036W	augustus_masked-flattened_line_16-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.45&CDS=1-1029
700	OG0000700	YCR042C	augustus_masked-flattened_line_4-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.13&CDS=1-5208
701	OG0000701	YCR044C	augustus_masked-flattened_line_27-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.21&CDS=1-1047
702	OG0000702	YCR047C	augustus_masked-flattened_line_4-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.23&CDS=1-828
703	OG0000703	YCR051W	augustus_masked-flattened_line_4-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.46&CDS=1-657
704	OG0000704	YCR053W	augustus_masked-flattened_line_2-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.155&CDS=1-1533
705	OG0000705	YCR054C	augustus_masked-flattened_line_6-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.27&CDS=1-1614
706	OG0000706	YCR057C	augustus_masked-flattened_line_6-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.73&CDS=1-2766
707	OG0000707	YCR059C	augustus_masked-flattened_line_6-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.74&CDS=1-1008
708	OG0000708	YCR060W	augustus_masked-flattened_line_6-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.25&CDS=1-885
709	OG0000709	YCR061W	augustus_masked-flattened_line_16-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.111&CDS=1-1770
710	OG0000710	YCR063W	augustus_masked-flattened_line_4-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.39&CDS=1-453
711	OG0000711	YCR066W	augustus_masked-flattened_line_0-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.32&CDS=1-1080
712	OG0000712	YCR068W	snap_masked-flattened_line_12-processed-gene-4.24-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.24&CDS=1-3141
713	OG0000713	YCR072C	maker-flattened_line_0-snap-gene-2.91-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.91&CDS=1-2673
714	OG0000714	YCR075C	augustus_masked-flattened_line_8-processed-gene-4.228-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.228&CDS=1-657
715	OG0000715	YCR081W	maker-flattened_line_14-snap-gene-1.8-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.8&CDS=1-4668
716	OG0000716	YCR084C	augustus_masked-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.23&CDS=1-1953
717	OG0000717	YCR087C-A	augustus_masked-flattened_line_12-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.66&CDS=1-453
718	OG0000718	YCR088W	augustus_masked-flattened_line_55-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.79&CDS=1-1929
719	OG0000719	YCR090C	augustus_masked-flattened_line_16-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.39&CDS=1-471
720	OG0000720	YCR092C	augustus_masked-flattened_line_16-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.40&CDS=1-2688
721	OG0000721	YCR093W	maker-flattened_line_10-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.2&CDS=1-6717
722	OG0000722	YDL001W	augustus_masked-flattened_line_2-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.19&CDS=1-1338
723	OG0000723	YDL003W	augustus_masked-flattened_line_2-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.7&CDS=1-1647
724	OG0000724	YDL004W	maker-flattened_line_0-augustus-gene-6.86-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.86&CDS=1-468
725	OG0000725	YDL007W	maker-flattened_line_6-augustus-gene-5.18-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-5.18&CDS=1-2310
726	OG0000726	YDL008W	snap_masked-flattened_line_25-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.9&CDS=1-252
727	OG0000727	YDL013W	augustus_masked-flattened_line_8-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.161&CDS=1-1413
728	OG0000728	YDL014W	augustus_masked-flattened_line_8-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.162&CDS=1-951
729	OG0000729	YDL017W	maker-flattened_line_27-augustus-gene-1.14-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.14&CDS=1-3564
730	OG0000730	YDL020C	snap_masked-flattened_line_45-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.65&CDS=1-1953
731	OG0000731	YDL022W	snap_masked-flattened_line_14-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.131&CDS=1-1221
732	OG0000732	YDL028C	augustus_masked-flattened_line_6-processed-gene-4.171-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.171&CDS=1-1608
733	OG0000733	YDL029W	augustus_masked-flattened_line_6-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.140&CDS=1-1923
734	OG0000734	YDL030W	augustus_masked-flattened_line_29-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.54&CDS=1-1470
735	OG0000735	YDL031W	augustus_masked-flattened_line_6-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.31&CDS=1-2835
736	OG0000736	YDL033C	augustus_masked-flattened_line_23-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.257&CDS=1-1251
737	OG0000737	YDL035C	augustus_masked-flattened_line_16-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.126&CDS=1-1773
738	OG0000738	YDL043C	augustus_masked-flattened_line_6-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.52&CDS=1-660
739	OG0000739	YDL045C	augustus_masked-flattened_line_47-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.65&CDS=1-1014
740	OG0000740	YDL045W-A	augustus_masked-flattened_line_2-processed-gene-8.202-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.202&CDS=1-273
741	OG0000741	YDL047W	augustus_masked-flattened_line_16-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.85&CDS=1-945
742	OG0000742	YDL052C	snap_masked-flattened_line_2-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.131&CDS=1-885
743	OG0000743	YDL054C	snap_masked-flattened_line_45-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.92&CDS=1-3057
744	OG0000744	YDL055C	augustus_masked-flattened_line_14-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.44&CDS=1-1086
745	OG0000745	YDL057W	augustus_masked-flattened_line_8-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.54&CDS=1-1755
746	OG0000746	YDL058W	maker-flattened_line_0-snap-gene-6.133-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.133&CDS=1-6675
747	OG0000747	YDL060W	augustus_masked-flattened_line_12-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.167&CDS=1-3552
748	OG0000748	YDL063C	augustus_masked-flattened_line_12-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.192&CDS=1-1974
749	OG0000749	YDL064W	augustus_masked-flattened_line_12-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.164&CDS=1-483
750	OG0000750	YDL067C	snap_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.17&CDS=1-177
751	OG0000751	YDL072C	augustus_masked-flattened_line_31-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.17&CDS=1-546
752	OG0000752	YDL074C	snap_masked-flattened_line_4-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.131&CDS=1-2178
753	OG0000753	YDL076C	snap_masked-flattened_line_31-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.152&CDS=1-945
754	OG0000754	YDL077C	augustus_masked-flattened_line_31-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.20&CDS=1-2784
755	OG0000755	YDL081C	augustus_masked-flattened_line_14-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.81&CDS=1-321
756	OG0000756	YDL084W	augustus_masked-flattened_line_10-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.1&CDS=1-1326
757	OG0000757	YDL087C	snap_masked-flattened_line_6-processed-gene-3.95-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.95&CDS=1-645
758	OG0000758	YDL090C	augustus_masked-flattened_line_39-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.28&CDS=1-1296
759	OG0000759	YDL091C	snap_masked-flattened_line_12-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.36&CDS=1-1320
760	OG0000760	YDL095W	augustus_masked-flattened_line_14-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.76&CDS=1-2310
761	OG0000761	YDL097C	maker-flattened_line_14-augustus-gene-0.146-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.146&CDS=1-2331
762	OG0000762	YDL098C	snap_masked-flattened_line_0-processed-gene-8.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.24&CDS=1-450
763	OG0000763	YDL101C	augustus_masked-flattened_line_6-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.26&CDS=1-1512
764	OG0000764	YDL102W	augustus_masked-flattened_line_0-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.18&CDS=1-3294
765	OG0000765	YDL104C	augustus_masked-flattened_line_20-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.149&CDS=1-1125
766	OG0000766	YDL105W	augustus_masked-flattened_line_20-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.131&CDS=1-1038
767	OG0000767	YDL106C	genemark-flattened_line_20-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.73&CDS=1-1602
768	OG0000768	YDL107W	augustus_masked-flattened_line_2-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.151&CDS=1-1119
769	OG0000769	YDL111C	augustus_masked-flattened_line_12-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.97&CDS=1-876
770	OG0000770	YDL112W	augustus_masked-flattened_line_12-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.78&CDS=1-4347
771	OG0000771	YDL113C	augustus_masked-flattened_line_51-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.128&CDS=1-1572
772	OG0000772	YDL114W	augustus_masked-flattened_line_10-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.18&CDS=1-972
773	OG0000773	YDL115C	augustus_masked-flattened_line_10-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.36&CDS=1-1158
774	OG0000774	YDL116W	snap_masked-flattened_line_14-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.135&CDS=1-2175
775	OG0000775	YDL117W	augustus_masked-flattened_line_2-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.24&CDS=1-2238
776	OG0000776	YDL119C	augustus_masked-flattened_line_33-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.118&CDS=1-861
777	OG0000777	YDL120W	augustus_masked-flattened_line_4-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.34&CDS=1-567
778	OG0000778	YDL122W	augustus_masked-flattened_line_22-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.222&CDS=1-1956
779	OG0000779	YDL125C	augustus_masked-flattened_line_37-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.155&CDS=1-435
780	OG0000780	YDL126C	augustus_masked-flattened_line_37-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.136&CDS=1-2508
781	OG0000781	YDL128W	augustus_masked-flattened_line_37-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.157&CDS=1-1329
782	OG0000782	YDL133W	snap_masked-flattened_line_8-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.137&CDS=1-1347
783	OG0000783	YDL134C	augustus_masked-flattened_line_8-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.66&CDS=1-1002
784	OG0000784	YDL135C	augustus_masked-flattened_line_8-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.89&CDS=1-594
785	OG0000785	YDL139C	snap_masked-flattened_line_53-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.39&CDS=1-768
786	OG0000786	YDL140C	augustus_masked-flattened_line_14-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.30&CDS=1-5208
787	OG0000787	YDL141W	augustus_masked-flattened_line_20-processed-gene-2.256-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.256&CDS=1-1998
788	OG0000788	YDL142C	augustus_masked-flattened_line_20-processed-gene-2.212-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.212&CDS=1-906
789	OG0000789	YDL143W	augustus_masked-flattened_line_20-processed-gene-2.257-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.257&CDS=1-1584
790	OG0000790	YDL145C	maker-flattened_line_22-augustus-gene-0.110-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.110&CDS=1-7980
791	OG0000791	YDL146W	augustus_masked-flattened_line_22-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.65&CDS=1-1809
792	OG0000792	YDL147W	augustus_masked-flattened_line_22-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.66&CDS=1-1344
793	OG0000793	YDL148C	augustus_masked-flattened_line_41-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.106&CDS=1-2610
794	OG0000794	YDL149W	snap_masked-flattened_line_41-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.37&CDS=1-2961
795	OG0000795	YDL150W	augustus_masked-flattened_line_35-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.147&CDS=1-927
796	OG0000796	YDL153C	augustus_masked-flattened_line_35-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.123&CDS=1-1119
797	OG0000797	YDL154W	augustus_masked-flattened_line_20-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.214&CDS=1-2328
798	OG0000798	YDL156W	augustus_masked-flattened_line_12-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.85&CDS=1-1518
799	OG0000799	YDL157C	augustus_masked-flattened_line_12-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.111&CDS=1-291
800	OG0000800	YDL160C	augustus_masked-flattened_line_2-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.143&CDS=1-1341
801	OG0000801	YDL164C	augustus_masked-flattened_line_10-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.8&CDS=1-2136
802	OG0000802	YDL165W	augustus_masked-flattened_line_14-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.35&CDS=1-651
803	OG0000803	YDL166C	augustus_masked-flattened_line_14-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.12&CDS=1-549
804	OG0000804	YDL167C	augustus_masked-flattened_line_39-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.58&CDS=1-1821
805	OG0000805	YDL168W	augustus_masked-flattened_line_8-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.75&CDS=1-1149
806	OG0000806	YDL170W	augustus_masked-flattened_line_14-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.34&CDS=1-2400
807	OG0000807	YDL171C	augustus_masked-flattened_line_45-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.111&CDS=1-6390
808	OG0000808	YDL177C	augustus_masked-flattened_line_2-processed-gene-8.184-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.184&CDS=1-480
809	OG0000809	YDL178W	maker-flattened_line_22-augustus-gene-2.87-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.87&CDS=1-2466
810	OG0000810	YDL183C	augustus_masked-flattened_line_8-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.65&CDS=1-966
811	OG0000811	YDL185W	maker-flattened_line_20-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.89&CDS=1-2472
812	OG0000812	YDL189W	snap_masked-flattened_line_8-processed-gene-2.139-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.139&CDS=1-1758
813	OG0000813	YDL190C	augustus_masked-flattened_line_8-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.59&CDS=1-3186
814	OG0000814	YDL193W	augustus_masked-flattened_line_8-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.56&CDS=1-1011
815	OG0000815	YDL195W	augustus_masked-flattened_line_53-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.23&CDS=1-3849
816	OG0000816	YDL198C	augustus_masked-flattened_line_2-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.164&CDS=1-894
817	OG0000817	YDL201W	augustus_masked-flattened_line_43-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.107&CDS=1-888
818	OG0000818	YDL202W	genemark-flattened_line_43-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.13&CDS=1-681
819	OG0000819	YDL205C	maker-flattened_line_4-augustus-gene-3.97-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.97&CDS=1-1065
820	OG0000820	YDL206W	augustus_masked-flattened_line_8-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.133&CDS=1-2337
821	OG0000821	YDL207W	augustus_masked-flattened_line_8-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.158&CDS=1-1509
822	OG0000822	YDL208W	augustus_masked-flattened_line_0-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.147&CDS=1-441
823	OG0000823	YDL209C	genemark-flattened_line_25-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.147&CDS=1-759
824	OG0000824	YDL212W	augustus_masked-flattened_line_31-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.38&CDS=1-567
825	OG0000825	YDL213C	augustus_masked-flattened_line_49-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.143&CDS=1-708
826	OG0000826	YDL215C	augustus_masked-flattened_line_22-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.157&CDS=1-3078
827	OG0000827	YDL216C	augustus_masked-flattened_line_6-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.161&CDS=1-1086
828	OG0000828	YDL217C	augustus_masked-flattened_line_20-processed-gene-2.237-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.237&CDS=1-537
829	OG0000829	YDL219W	maker-flattened_line_20-snap-gene-2.295-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.295&CDS=1-1452
830	OG0000830	YDL225W	augustus_masked-flattened_line_22-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.131&CDS=1-1578
831	OG0000831	YDL226C	augustus_masked-flattened_line_2-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.41&CDS=1-1023
832	OG0000832	YDL230W	snap_masked-flattened_line_0-processed-gene-9.116-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.116&CDS=1-915
833	OG0000833	YDL233W	augustus_masked-flattened_line_23-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.222&CDS=1-1719
834	OG0000834	YDL234C	augustus_masked-flattened_line_0-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.62&CDS=1-2205
835	OG0000835	YDL235C	augustus_masked-flattened_line_14-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.90&CDS=1-381
836	OG0000836	YDL236W	augustus_masked-flattened_line_14-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.91&CDS=1-828
837	OG0000837	YDL237W	genemark-flattened_line_4-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.76&CDS=1-1086
838	OG0000838	YDL238C	augustus_masked-flattened_line_12-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.109&CDS=1-1425
839	OG0000839	YDL240W	augustus_masked-flattened_line_43-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.108&CDS=1-6474
