	OrthologID	Saccharomyces_cerevisiae	Stagonospora_nodorum
295	OG0000295	YDL022W, YOL059W	XP_001794315.1
296	OG0000296	YDL042C, YOL068C	XP_001797098.1
297	OG0000297	YDL049C, YJL174W	XP_001802871.1
298	OG0000298	YDL051W	XP_001796425.1, XP_001804270.1
299	OG0000299	YDL070W, YLR399C	XP_001805733.1
300	OG0000300	YDL075W, YLR406C	XP_001795743.1
301	OG0000301	YDL082W, YMR142C	XP_001798503.1
302	OG0000302	YDL083C, YMR143W	XP_001798536.1
303	OG0000303	YDL085W, YMR145C	XP_001801004.1
304	OG0000304	YDL109C, YGL144C	XP_001798610.1
305	OG0000305	YDL130W-A, YDL181W	XP_001801873.1
306	OG0000306	YDL131W, YDL182W	XP_001799260.1
307	OG0000307	YDL136W, YDL191W	XP_001797210.1
308	OG0000308	YDL161W, YLR206W	XP_001796557.1
309	OG0000309	YDL222C, YNL194C	XP_001791079.1
310	OG0000310	YDL224C, YNL197C	XP_001799993.1
311	OG0000311	YDR066C, YER139C	XP_001803768.1
312	OG0000312	YDR069C, YER144C	XP_001803377.1
313	OG0000313	YDR090C	XP_001793429.1, XP_001793579.1
314	OG0000314	YDR098C, YER174C	XP_001794519.1
315	OG0000315	YDR107C, YLR083C	XP_001793179.1
316	OG0000316	YDR122W, YLR096W	XP_001797305.1
317	OG0000317	YDR132C, YLR108C	XP_001792495.1
318	OG0000318	YDR146C, YLR131C	XP_001799930.1
319	OG0000319	YDR150W	XP_001793488.1, XP_001806516.1
320	OG0000320	YDR178W, YLR164W	XP_001801859.1
321	OG0000321	YDR185C, YLR168C	XP_001795259.1
322	OG0000322	YDR200C, YLR238W	XP_001791524.1
323	OG0000323	YDR252W, YPL037C	XP_001797767.1
324	OG0000324	YDR257C	XP_001791712.1, XP_001806576.1
325	OG0000325	YDR263C, YOR033C	XP_001804759.1
326	OG0000326	YDR272W, YOR040W	XP_001800563.1
327	OG0000327	YDR287W	XP_001793841.1, XP_001798620.1
328	OG0000328	YDR300C, YHR033W	XP_001802856.1
329	OG0000329	YDR312W, YHR066W	XP_001798229.1
330	OG0000330	YDR338C	XP_001792876.1, XP_001799266.1
331	OG0000331	YDR348C, YHR097C	XP_001801948.1
332	OG0000332	YDR353W, YHR106W	XP_001805394.1
333	OG0000333	YDR379W, YOR127W	XP_001796351.1
334	OG0000334	YDR385W, YOR133W	XP_001796426.1
335	OG0000335	YDR409W, YOR156C	XP_001799655.1
336	OG0000336	YDR418W, YEL054C	XP_001802348.1
337	OG0000337	YDR421W	XP_001792195.1, XP_001800364.1
338	OG0000338	YDR447C, YML024W	XP_001803776.1
339	OG0000339	YDR450W, YML026C	XP_001792669.1
340	OG0000340	YDR451C, YML027W	XP_001800810.1
341	OG0000341	YDR453C, YML028W	XP_001791024.1
342	OG0000342	YDR458C, YML034W	XP_001793200.1
343	OG0000343	YDR465C	XP_001793383.1, XP_001805694.1
344	OG0000344	YDR468C	XP_001797558.1, XP_001805612.1
345	OG0000345	YDR471W, YHR010W	XP_001793172.1
346	OG0000346	YDR497C, YOL103W	XP_001795672.1
347	OG0000347	YDR500C, YLR185W	XP_001790925.1
348	OG0000348	YEL006W, YIL006W	XP_001795731.1
349	OG0000349	YEL007W, YHR177W	XP_001806065.1
350	OG0000350	YEL022W, YJR031C	XP_001798826.1
351	OG0000351	YEL029C, YNR027W	XP_001794561.1
352	OG0000352	YEL036C	XP_001792533.1, XP_001798827.1
353	OG0000353	YEL047C, YJR051W	XP_001795124.1
354	OG0000354	YEL070W, YNR073C	XP_001800184.1
355	OG0000355	YER016W	XP_001792863.1, XP_001804973.1
356	OG0000356	YER023W	XP_001797911.1, XP_001804094.1
357	OG0000357	YER027C, YGL208W	XP_001799479.1
358	OG0000358	YER031C, YGL210W	XP_001792255.1
359	OG0000359	YER053C	XP_001794947.1, XP_001803088.1
360	OG0000360	YER054C, YIL045W	XP_001803023.1
361	OG0000361	YER059W, YIL050W	XP_001794165.1
362	OG0000362	YER062C, YIL053W	XP_001797090.1
363	OG0000363	YER066W, YFL009W	XP_001796603.1
364	OG0000364	YER074W, YIL069C	XP_001803942.1
365	OG0000365	YER131W, YGL189C	XP_001802422.1
366	OG0000366	YFL004W, YPL019C	XP_001792099.1
367	OG0000367	YFL034C-A, YLR061W	XP_001800542.1
368	OG0000368	YFL042C, YLR072W	XP_001803196.1
369	OG0000369	YFL048C, YLR080W	XP_001799932.1
370	OG0000370	YFR006W	XP_001792881.1, XP_001802870.1
371	OG0000371	YFR007W	XP_001795549.1, XP_001800360.1
372	OG0000372	YFR018C	XP_001791627.1, XP_001798772.1
373	OG0000373	YFR022W, YOR018W	XP_001803272.1
374	OG0000374	YFR031C-A, YIL018W	XP_001792558.1
375	OG0000375	YFR034C	XP_001790978.1, XP_001792214.1
376	OG0000376	YFR053C, YGL253W	XP_001799824.1
377	OG0000377	YGL001C	XP_001804119.1, XP_001805421.1
378	OG0000378	YGL010W	XP_001794633.1, XP_001801363.1
379	OG0000379	YGL027C	XP_001792142.1, XP_001795550.1
380	OG0000380	YGL031C, YGR148C	XP_001797720.1
381	OG0000381	YGL049C, YGR162W	XP_001798556.1
382	OG0000382	YGL055W	XP_001803850.1, XP_001805843.1
383	OG0000383	YGL082W, YPL191C	XP_001806570.1
384	OG0000384	YGL084C, YPL189W	XP_001804753.1
385	OG0000385	YGL092W	XP_001796615.1, XP_001798470.1
386	OG0000386	YGL096W, YPL177C	XP_001793454.1
387	OG0000387	YGL133W, YPL216W	XP_001804074.1
388	OG0000388	YGL135W, YPL220W	XP_001797302.1
389	OG0000389	YGL139W, YPL221W	XP_001792355.1
390	OG0000390	YGL147C, YNL067W	XP_001798893.1
391	OG0000391	YGL158W, YLR248W	XP_001800117.1
392	OG0000392	YGL205W	XP_001795474.1, XP_001795668.1
393	OG0000393	YGL227W	XP_001801706.1, XP_001805662.1
394	OG0000394	YGR004W, YLR324W	XP_001792739.1
395	OG0000395	YGR010W, YLR328W	XP_001802650.1
396	OG0000396	YGR027C, YLR333C	XP_001792649.1
397	OG0000397	YGR034W, YLR344W	XP_001797270.1
398	OG0000398	YGR055W	XP_001800065.1, XP_001804821.1
399	OG0000399	YGR056W, YLR357W	XP_001802228.1
400	OG0000400	YGR085C, YPR102C	XP_001794114.1
401	OG0000401	YGR092W, YPR111W	XP_001797753.1
402	OG0000402	YGR111W	XP_001797264.1, XP_001799323.1
403	OG0000403	YGR118W, YPR132W	XP_001795358.1
404	OG0000404	YGR131W, YPR149W	XP_001796629.1
405	OG0000405	YGR136W, YPR154W	XP_001796970.1
406	OG0000406	YGR141W, YPR157W	XP_001800003.1
407	OG0000407	YGR197C, YJR015W	XP_001799071.1
408	OG0000408	YGR214W, YLR048W	XP_001796115.1
409	OG0000409	YGR238C, YHR158C	XP_001791049.1
410	OG0000410	YGR241C, YHR161C	XP_001790902.1
411	OG0000411	YGR243W, YHR162W	XP_001798068.1
412	OG0000412	YGR266W	XP_001794839.1, XP_001798869.1
413	OG0000413	YGR273C, YMR295C	XP_001794806.1
414	OG0000414	YGR279C, YMR305C	XP_001804751.1
415	OG0000415	YHL001W, YKL006W	XP_001798125.1
416	OG0000416	YHL003C, YKL008C	XP_001800767.1
417	OG0000417	YHL017W, YKL039W	XP_001800477.1
418	OG0000418	YHL033C, YLL045C	XP_001796596.1
419	OG0000419	YHL039W, YPL208W	XP_001796587.1
420	OG0000420	YHR001W, YKR003W	XP_001800075.1
421	OG0000421	YHR021C, YKL156W	XP_001791644.1
422	OG0000422	YHR067W	XP_001793584.1, XP_001799295.1
423	OG0000423	YHR115C, YNL116W	XP_001800515.1
424	OG0000424	YHR117W, YNL121C	XP_001795898.1
425	OG0000425	YHR123W, YNL130C	XP_001791056.1
426	OG0000426	YHR124W	XP_001793150.1, XP_001802960.1
427	OG0000427	YHR131C, YNL144C	XP_001790967.1
428	OG0000428	YHR133C, YNL156C	XP_001794072.1
429	OG0000429	YHR141C, YNL162W	XP_001793201.1
430	OG0000430	YHR146W, YNL173C	XP_001792132.1
431	OG0000431	YHR155W, YNL257C	XP_001791977.1
432	OG0000432	YHR176W	XP_001803698.1, XP_001805602.1
433	OG0000433	YHR198C, YHR199C	XP_001804884.1
434	OG0000434	YHR202W	XP_001793224.1, XP_001798658.1
435	OG0000435	YHR203C, YJR145C	XP_001790932.1
436	OG0000436	YHR208W, YJR148W	XP_001797150.1
437	OG0000437	YIL049W	XP_001795567.1, XP_001802128.1
438	OG0000438	YIL099W	XP_001804226.1, XP_001805434.1
439	OG0000439	YIL105C, YNL047C	XP_001802268.1
440	OG0000440	YIL109C, YNL049C	XP_001793751.1
441	OG0000441	YIL111W, YNL052W	XP_001791923.1
442	OG0000442	YIL113W, YNL053W	XP_001802101.1
443	OG0000443	YIL114C, YNL055C	XP_001795336.1
444	OG0000444	YIL131C, YNL068C	XP_001802119.1
445	OG0000445	YIL149C, YKR095W	XP_001796961.1
446	OG0000446	YIR009W	XP_001794063.1, XP_001799235.1
447	OG0000447	YIR026C	XP_001795753.1, XP_001800073.1
448	OG0000448	YIR030C	XP_001799097.1, XP_001806135.1
449	OG0000449	YIR035C, YIR036C	XP_001793140.1
450	OG0000450	YJL042W, YOR227W	XP_001800681.1
451	OG0000451	YJL079C, YKR013W	XP_001794002.1
452	OG0000452	YJL082W, YKR018C	XP_001797487.1
453	OG0000453	YJL083W, YKR019C	XP_001800795.1
454	OG0000454	YJL084C, YKR021W	XP_001800301.1
455	OG0000455	YJL093C	XP_001791334.1, XP_001796345.1
456	OG0000456	YJL097W	XP_001803184.1, XP_001806111.1
457	OG0000457	YJL098W, YKR028W	XP_001796888.1
458	OG0000458	YJL108C	XP_001802674.1, XP_001803898.1
459	OG0000459	YJL112W, YKR036C	XP_001804158.1
460	OG0000460	YJL133W, YKR052C	XP_001804700.1
461	OG0000461	YJL134W, YKR053C	XP_001798938.1
462	OG0000462	YJL137C, YKR058W	XP_001801917.1
463	OG0000463	YJL172W, YOL153C	XP_001796966.1
464	OG0000464	YJL177W, YKL180W	XP_001792921.1
465	OG0000465	YJL183W	XP_001791697.1, XP_001797851.1
466	OG0000466	YJL212C	XP_001793805.1, XP_001798643.1
467	OG0000467	YJL218W	XP_001791643.1, XP_001803014.1
468	OG0000468	YJR005W	XP_001793349.1, XP_001803745.1
469	OG0000469	YJR049C	XP_001800397.1, XP_001800988.1
470	OG0000470	YJR054W, YML047C	XP_001802691.1
471	OG0000471	YJR078W	XP_001793410.1, XP_001800840.1
472	OG0000472	YJR084W	XP_001793177.1, XP_001801848.1
473	OG0000473	YJR091C, YPR042C	XP_001803944.1
474	OG0000474	YJR094W-A, YPR043W	XP_001798164.1
475	OG0000475	YJR116W	XP_001796825.1, XP_001797225.1
476	OG0000476	YKL072W, YMR053C	XP_001801554.1
477	OG0000477	YKL085W	XP_001796362.1, XP_001799330.1
478	OG0000478	YKL091C, YMR079W	XP_001802380.1
479	OG0000479	YKL121W, YMR102C	XP_001800282.1
480	OG0000480	YKL126W, YMR104C	XP_001803814.1
481	OG0000481	YKL132C, YMR113W	XP_001795742.1
482	OG0000482	YKL133C, YMR115W	XP_001804547.1
483	OG0000483	YKL141W, YMR118C	XP_001801406.1
484	OG0000484	YKL146W	XP_001794346.1, XP_001796685.1
485	OG0000485	YKL215C	XP_001799105.1, XP_001799802.1
486	OG0000486	YKL217W	XP_001791173.1, XP_001803530.1
487	OG0000487	YKL221W	XP_001799387.1, XP_001805142.1
488	OG0000488	YKR039W	XP_001794096.1, XP_001794104.1
489	OG0000489	YKR050W	XP_001800082.1, XP_001805659.1
490	OG0000490	YKR079C	XP_001792926.1, XP_001794422.1
491	OG0000491	YKR088C	XP_001794635.1, XP_001796291.1
492	OG0000492	YKR089C, YOR081C	XP_001791320.1
493	OG0000493	YKR093W	XP_001795087.1, XP_001799112.1
494	OG0000494	YLL012W, YLR020C	XP_001794937.1
495	OG0000495	YLL016W, YLR310C	XP_001800587.1
496	OG0000496	YLL019C	XP_001792639.1, XP_001806300.1
497	OG0000497	YLL057C	XP_001804284.1, XP_001805839.1
498	OG0000498	YLR002C	XP_001800648.1, XP_001806528.1
499	OG0000499	YLR005W	XP_001791876.1, XP_001805308.1
500	OG0000500	YLR027C	XP_001797849.1, XP_001799103.1
501	OG0000501	YLR118C	XP_001798154.1, XP_001802282.1
502	OG0000502	YLR138W	XP_001796981.1, XP_001800303.1
503	OG0000503	YLR142W	XP_001790745.1, XP_001797912.1
504	OG0000504	YLR144C	XP_001793855.1, XP_001804634.1
505	OG0000505	YLR187W, YNL278W	XP_001794990.1
506	OG0000506	YLR231C	XP_001793409.1, XP_001798697.1
507	OG0000507	YLR237W, YOR071C, YOR192C	
508	OG0000508	YLR260W, YOR171C	XP_001805246.1
509	OG0000509	YLR264W, YOR167C	XP_001798512.1
510	OG0000510	YLR270W, YOR173W	XP_001804246.1
511	OG0000511	YLR293C, YOR185C	XP_001804426.1
512	OG0000512	YLR303W	XP_001792439.1, XP_001796220.1
513	OG0000513	YLR361C	XP_001791081.1, XP_001803106.1
514	OG0000514	YLR450W, YML075C	XP_001800116.1
515	OG0000515	YLR456W, YPR172W	XP_001791061.1
516	OG0000516	YML010W	XP_001791528.1, XP_001801662.1
517	OG0000517	YML051W	XP_001792216.1, XP_001792571.1
518	OG0000518	YML070W	XP_001800318.1, XP_001800721.1
519	OG0000519	YML073C	XP_001796722.1, XP_001804264.1
520	OG0000520	YML100W, YMR261C	XP_001793937.1
521	OG0000521	YML106W, YMR271C	XP_001802917.1
522	OG0000522	YML109W, YMR273C	XP_001803268.1
523	OG0000523	YML123C	XP_001790926.1, XP_001795503.1
524	OG0000524	YML131W	XP_001794563.1, XP_001803034.1
525	OG0000525	YMR001C	XP_001792435.1, XP_001795095.1
526	OG0000526	YMR020W	XP_001799731.1, XP_001800789.1
527	OG0000527	YMR110C	XP_001796173.1, XP_001804835.1
528	OG0000528	YMR177W, YPL224C	XP_001790969.1
529	OG0000529	YMR182C, YPL230W	XP_001793748.1
530	OG0000530	YMR194W, YPL249C-A	XP_001794331.1
531	OG0000531	YMR221C	XP_001791117.1, XP_001792517.1
532	OG0000532	YMR233W, YOR295W	XP_001794015.1
533	OG0000533	YMR234W	XP_001795983.1, XP_001806126.1
534	OG0000534	YMR237W, YOR299W	XP_001798535.1
535	OG0000535	YMR242C, YOR312C	XP_001801850.1
536	OG0000536	YMR243C, YOR316C	XP_001795088.1
537	OG0000537	YMR250W	XP_001792821.1, XP_001798042.1
538	OG0000538	YMR266W	XP_001791649.1, XP_001796136.1
539	OG0000539	YMR303C, YOL086C	XP_001798984.1
540	OG0000540	YMR307W	XP_001802260.1, XP_001806616.1
541	OG0000541	YNL027W	XP_001795414.1, XP_001797859.1
542	OG0000542	YNL036W	XP_001797035.1, XP_001802070.1
543	OG0000543	YNL084C	XP_001791033.1, XP_001796321.1
544	OG0000544	YNL087W, YOR086C	XP_001800134.1
545	OG0000545	YNL092W	XP_001792931.1, XP_001802760.1
546	OG0000546	YNL096C, YOR096W	XP_001796181.1
547	OG0000547	YNL098C	XP_001793894.1, XP_001804180.1
548	OG0000548	YNL106C, YOR109W	XP_001794220.1
549	OG0000549	YNL192W	XP_001795904.1, XP_001803690.1
550	OG0000550	YNL244C	XP_001791072.1, XP_001804771.1
551	OG0000551	YNL272C	XP_001790866.1, XP_001800395.1
552	OG0000552	YNL275W	XP_001792215.1, XP_001802044.1
553	OG0000553	YNL292W	XP_001800226.1, XP_001803700.1
554	OG0000554	YNL293W, YOL112W	XP_001798624.1
555	OG0000555	YNL299W, YOL115W	XP_001792741.1
556	OG0000556	YNL301C, YOL120C	XP_001799950.1
557	OG0000557	YNL302C, YOL121C	XP_001791234.1
558	OG0000558	YNR001C	XP_001792374.1, XP_001798022.1
559	OG0000559	YNR041C	XP_001795711.1, XP_001797473.1
560	OG0000560	YNR064C	XP_001792406.1, XP_001794746.1
561	OG0000561	YOL002C	XP_001798226.1, XP_001801258.1
562	OG0000562	YOL064C	XP_001795456.1, XP_001796788.1
563	OG0000563	YOL152W	XP_001793375.1, XP_001798074.1
564	OG0000564	YOR191W	XP_001794159.1, XP_001801876.1
565	OG0000565	YOR208W	XP_001792721.1, XP_001799341.1
566	OG0000566	YOR222W	XP_001794572.1, XP_001797548.1
567	OG0000567	YOR233W, YPL141C	XP_001801595.1
568	OG0000568	YOR234C, YPL143W	XP_001799711.1
569	OG0000569	YOR296W	XP_001801806.1, XP_001804400.1
570	OG0000570	YOR320C	XP_001802349.1, XP_001803214.1
571	OG0000571	YOR378W	XP_001801075.1, XP_001804561.1
572	OG0000572	YOR386W	XP_001790981.1, XP_001791207.1
573	OG0000573	YOR389W, YPL277C	XP_001800228.1
574	OG0000574	YOR390W, YPL279C	XP_001806122.1
575	OG0000575	YPL067C	XP_001797544.1, XP_001800115.1
576	OG0000576	YPL088W	XP_001797031.1, XP_001798891.1
577	OG0000577	YPL123C	XP_001802343.1, XP_001806643.1
578	OG0000578	YPL242C	XP_001791106.1, XP_001793686.1
579	OG0000579	YPR018W	XP_001805655.1, XP_001806463.1
580	OG0000580	YPR022C	XP_001794616.1, XP_001802799.1
581	OG0000581	YPR082C	XP_001795918.1, XP_001798971.1
582	OG0000582	YPR098C	XP_001793573.1, XP_001804916.1
583	OG0000583	YPR128C	XP_001795992.1, XP_001802484.1
584	OG0000584	YPR147C	XP_001799688.1, XP_001800384.1
585	OG0000585	YPR169W-A, YPR170W-B	XP_001805477.1
586	OG0000586	Q0255	YP_001427402.1, YP_001427403.1
587	OG0000587	YAL002W	XP_001794991.1
588	OG0000588	YAL003W	XP_001797401.1
589	OG0000589	YAL009W	XP_001796484.1
590	OG0000590	YAL010C	XP_001806154.1
591	OG0000591	YAL012W	XP_001805391.1
592	OG0000592	YAL013W	XP_001805381.1
593	OG0000593	YAL016W	XP_001802020.1
594	OG0000594	YAL019W	XP_001794808.1
595	OG0000595	YAL020C	XP_001798537.1
596	OG0000596	YAL021C	XP_001802381.1
597	OG0000597	YAL022C	XP_001804076.1
598	OG0000598	YAL023C	XP_001791879.1
599	OG0000599	YAL024C	XP_001806021.1
600	OG0000600	YAL026C	XP_001803232.1
601	OG0000601	YAL032C	XP_001802111.1
602	OG0000602	YAL033W	XP_001798783.1
603	OG0000603	YAL034W-A	XP_001792640.1
604	OG0000604	YAL035W	XP_001803536.1
605	OG0000605	YAL038W	XP_001791492.1
606	OG0000606	YAL039C	XP_001798611.1
607	OG0000607	YAL041W	XP_001796543.1
608	OG0000608	YAL042W	XP_001794924.1
609	OG0000609	YAL043C	XP_001794941.1
610	OG0000610	YAL044C	XP_001800636.1
611	OG0000611	YAL048C	XP_001803270.1
612	OG0000612	YAL058W	XP_001794804.1
613	OG0000613	YAL067C	XP_001801252.1
614	OG0000614	YAR002C-A	XP_001795431.1
615	OG0000615	YAR003W	XP_001801797.1
616	OG0000616	YAR007C	XP_001793468.1
617	OG0000617	YAR008W	XP_001798942.1
618	OG0000618	YAR014C	XP_001800352.1
619	OG0000619	YAR015W	XP_001791076.1
620	OG0000620	YAR018C	XP_001797764.1
621	OG0000621	YAR035W	XP_001791883.1
622	OG0000622	YBL001C	XP_001800029.1
623	OG0000623	YBL003C	XP_001804793.1
624	OG0000624	YBL004W	XP_001805997.1
625	OG0000625	YBL008W	XP_001797101.1
626	OG0000626	YBL011W	XP_001796693.1
627	OG0000627	YBL013W	XP_001795701.1
628	OG0000628	YBL015W	XP_001796270.1
629	OG0000629	YBL019W	XP_001791064.1
630	OG0000630	YBL020W	XP_001800012.1
631	OG0000631	YBL021C	XP_001794863.1
632	OG0000632	YBL022C	XP_001803729.1
633	OG0000633	YBL023C	XP_001793736.1
634	OG0000634	YBL024W	XP_001796784.1
635	OG0000635	YBL029C-A	XP_001801776.1
636	OG0000636	YBL033C	XP_001806265.1
637	OG0000637	YBL034C	XP_001796355.1
638	OG0000638	YBL035C	XP_001800627.1
639	OG0000639	YBL036C	XP_001798469.1
640	OG0000640	YBL038W	XP_001797976.1
641	OG0000641	YBL039C	XP_001803132.1
642	OG0000642	YBL040C	XP_001791909.1
643	OG0000643	YBL041W	XP_001794312.1
644	OG0000644	YBL047C	XP_001796019.1
645	OG0000645	YBL049W	XP_001804849.1
646	OG0000646	YBL050W	XP_001798001.1
647	OG0000647	YBL051C	XP_001799342.1
648	OG0000648	YBL055C	XP_001795748.1
649	OG0000649	YBL057C	XP_001797952.1
650	OG0000650	YBL058W	XP_001801448.1
651	OG0000651	YBL060W	XP_001804783.1
652	OG0000652	YBL061C	XP_001794677.1
653	OG0000653	YBL063W	XP_001791097.1
654	OG0000654	YBL071W-A	XP_001805723.1
655	OG0000655	YBL076C	XP_001802078.1
656	OG0000656	YBL078C	XP_001791921.1
657	OG0000657	YBL080C	XP_001793844.1
658	OG0000658	YBL082C	XP_001806617.1
659	OG0000659	YBL084C	XP_001799990.1
660	OG0000660	YBL086C	XP_001801952.1
661	OG0000661	YBL088C	XP_001800633.1
662	OG0000662	YBL092W	XP_001806203.1
663	OG0000663	YBL095W	XP_001797276.1
664	OG0000664	YBL097W	XP_001794006.1
665	OG0000665	YBL098W	XP_001791390.1
666	OG0000666	YBL099W	XP_001794634.1
667	OG0000667	YBL104C	XP_001801990.1
668	OG0000668	YBL105C	XP_001797427.1
669	OG0000669	YBR002C	XP_001796591.1
670	OG0000670	YBR003W	XP_001793634.1
671	OG0000671	YBR011C	XP_001794847.1
672	OG0000672	YBR017C	XP_001793071.1
673	OG0000673	YBR018C	XP_001803837.1
674	OG0000674	YBR019C	XP_001804242.1
675	OG0000675	YBR022W	XP_001799148.1
676	OG0000676	YBR023C	XP_001794676.1
677	OG0000677	YBR025C	XP_001797272.1
678	OG0000678	YBR026C	XP_001793142.1
679	OG0000679	YBR029C	XP_001803576.1
680	OG0000680	YBR034C	XP_001796644.1
681	OG0000681	YBR035C	XP_001799011.1
682	OG0000682	YBR037C	XP_001790976.1
683	OG0000683	YBR039W	XP_001795069.1
684	OG0000684	YBR043C	XP_001792028.1
685	OG0000685	YBR046C	XP_001804272.1
686	OG0000686	YBR055C	XP_001793637.1
687	OG0000687	YBR056W	XP_001801960.1
688	OG0000688	YBR058C	XP_001793477.1
689	OG0000689	YBR060C	XP_001805475.1
690	OG0000690	YBR061C	XP_001802713.1
691	OG0000691	YBR062C	XP_001796655.1
692	OG0000692	YBR065C	XP_001798755.1
693	OG0000693	YBR070C	XP_001795361.1
694	OG0000694	YBR074W	XP_001795964.1
695	OG0000695	YBR079C	XP_001790980.1
696	OG0000696	YBR080C	XP_001793774.1
697	OG0000697	YBR081C	XP_001802419.1
698	OG0000698	YBR084W	XP_001792229.1
699	OG0000699	YBR085W	XP_001796004.1
700	OG0000700	YBR087W	XP_001797993.1
701	OG0000701	YBR088C	XP_001794560.1
702	OG0000702	YBR094W	XP_001798297.1
703	OG0000703	YBR097W	XP_001804288.1
704	OG0000704	YBR101C	XP_001791795.1
705	OG0000705	YBR102C	XP_001804274.1
706	OG0000706	YBR106W	XP_001805463.1
707	OG0000707	YBR109C	XP_001803048.1
708	OG0000708	YBR110W	XP_001799944.1
709	OG0000709	YBR112C	XP_001797747.1
710	OG0000710	YBR114W	XP_001805529.1
711	OG0000711	YBR115C	XP_001798111.1
712	OG0000712	YBR120C	XP_001805861.1
713	OG0000713	YBR121C	XP_001799446.1
714	OG0000714	YBR122C	XP_001802207.1
715	OG0000715	YBR123C	XP_001801196.1
716	OG0000716	YBR126C	XP_001799892.1
717	OG0000717	YBR127C	XP_001797984.1
718	OG0000718	YBR133C	XP_001797592.1
719	OG0000719	YBR135W	XP_001795150.1
720	OG0000720	YBR136W	XP_001798668.1
721	OG0000721	YBR140C, YOL081W	
722	OG0000722	YBR141C	XP_001799314.1
723	OG0000723	YBR142W	XP_001802714.1
724	OG0000724	YBR143C	XP_001799726.1
725	OG0000725	YBR146W	XP_001793019.1
726	OG0000726	YBR153W	XP_001796944.1
727	OG0000727	YBR154C	XP_001793494.1
728	OG0000728	YBR155W	XP_001793490.1
729	OG0000729	YBR156C	XP_001796632.1
730	OG0000730	YBR159W	XP_001803832.1
731	OG0000731	YBR162C	XP_001794819.1
732	OG0000732	YBR166C	XP_001792706.1
733	OG0000733	YBR170C	XP_001794769.1
734	OG0000734	YBR171W	XP_001794768.1
735	OG0000735	YBR173C	XP_001797528.1
736	OG0000736	YBR176W	XP_001797005.1
737	OG0000737	YBR179C	XP_001801045.1
738	OG0000738	YBR180W	XP_001804908.1
739	OG0000739	YBR182C	XP_001805353.1
740	OG0000740	YBR186W	XP_001794448.1
741	OG0000741	YBR187W	XP_001798413.1
742	OG0000742	YBR189W	XP_001791646.1
743	OG0000743	YBR192W	XP_001791069.1
744	OG0000744	YBR196C	XP_001803813.1
745	OG0000745	YBR198C	XP_001805920.1
746	OG0000746	YBR200W	XP_001802992.1
747	OG0000747	YBR202W	XP_001794110.1
748	OG0000748	YBR208C	XP_001792801.1
749	OG0000749	YBR215W	XP_001805863.1
750	OG0000750	YBR220C	XP_001791023.1
751	OG0000751	YBR221C	XP_001798753.1
752	OG0000752	YBR222C	XP_001795779.1
753	OG0000753	YBR223C	XP_001803849.1
754	OG0000754	YBR227C	XP_001791941.1
755	OG0000755	YBR228W	XP_001801442.1
756	OG0000756	YBR229C	XP_001801438.1
757	OG0000757	YBR231C	XP_001792608.1
758	OG0000758	YBR233W-A	XP_001805154.1
759	OG0000759	YBR234C	XP_001793922.1
760	OG0000760	YBR235W	XP_001794345.1
761	OG0000761	YBR236C	XP_001802662.1
762	OG0000762	YBR243C	XP_001803878.1
763	OG0000763	YBR246W	XP_001792742.1
764	OG0000764	YBR247C	XP_001801006.1
765	OG0000765	YBR248C	XP_001805978.1
766	OG0000766	YBR251W	XP_001805155.1
767	OG0000767	YBR252W	XP_001794562.1
768	OG0000768	YBR254C	XP_001799854.1
769	OG0000769	YBR256C	XP_001793124.1
770	OG0000770	YBR257W	XP_001804254.1
771	OG0000771	YBR260C	XP_001791060.1
772	OG0000772	YBR261C	XP_001790783.1
773	OG0000773	YBR268W	XP_001795048.1
774	OG0000774	YBR269C	XP_001805735.1
775	OG0000775	YBR276C	XP_001804248.1
776	OG0000776	YBR279W	XP_001798716.1
777	OG0000777	YBR280C	XP_001800553.1
778	OG0000778	YBR281C	XP_001802625.1
779	OG0000779	YBR282W	XP_001804639.1
780	OG0000780	YBR287W	XP_001792624.1
781	OG0000781	YBR288C	XP_001804921.1
782	OG0000782	YBR289W	XP_001793314.1
783	OG0000783	YBR290W	XP_001805860.1
784	OG0000784	YBR295W	XP_001796537.1
785	OG0000785	YCL001W	XP_001798441.1
786	OG0000786	YCL004W	XP_001799629.1
787	OG0000787	YCL005W-A	XP_001802787.1
788	OG0000788	YCL009C	XP_001795612.1
789	OG0000789	YCL010C	XP_001800822.1
790	OG0000790	YCL012C	XP_001799545.1
791	OG0000791	YCL014W	XP_001804281.1
792	OG0000792	YCL017C	XP_001806289.1
793	OG0000793	YCL018W	XP_001792660.1
794	OG0000794	YCL030C	XP_001801645.1
795	OG0000795	YCL033C	XP_001802583.1
796	OG0000796	YCL034W	XP_001802725.1
797	OG0000797	YCL045C	XP_001799836.1
798	OG0000798	YCL047C	XP_001795209.1
799	OG0000799	YCL054W	XP_001800692.1
800	OG0000800	YCL057C-A	XP_001800645.1
801	OG0000801	YCL057W	XP_001802832.1
802	OG0000802	YCL059C	XP_001797383.1
803	OG0000803	YCR003W	XP_001795696.1
804	OG0000804	YCR009C	XP_001799403.1
805	OG0000805	YCR011C	XP_001791564.1
806	OG0000806	YCR012W	XP_001797489.1
807	OG0000807	YCR017C	XP_001804672.1
808	OG0000808	YCR024C	XP_001804701.1
809	OG0000809	YCR028C-A	XP_001799540.1
810	OG0000810	YCR030C	XP_001793272.1
