	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
601	OG0000601	YBR111C	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.134-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.134&CDS=1-621
602	OG0000602	YBR111W-A	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.117-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.117&CDS=1-306
603	OG0000603	YBR112C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.89&CDS=1-2280
604	OG0000604	YBR114W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.14&CDS=1-6267
605	OG0000605	YBR115C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.36&CDS=1-4158
606	OG0000606	YBR120C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.75&CDS=1-2475
607	OG0000607	YBR121C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-1.134&CDS=1-1953
608	OG0000608	YBR122C	snap_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.76&CDS=1-552
609	OG0000609	YBR123C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.97&CDS=1-1722
610	OG0000610	YBR126C	snap_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.34&CDS=1-1428
611	OG0000611	YBR127C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.247&CDS=1-1503
612	OG0000612	YBR133C	snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.99&CDS=1-2652
613	OG0000613	YBR135W	snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.98&CDS=1-306
614	OG0000614	YBR136W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.76&CDS=1-7263
615	OG0000615	YBR138C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.172&CDS=1-996
616	OG0000616	YBR141C	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.125&CDS=1-1023
617	OG0000617	YBR142W	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.98&CDS=1-2289
618	OG0000618	YBR143C	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.126&CDS=1-1299
619	OG0000619	YBR146W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.104&CDS=1-1512
620	OG0000620	YBR151W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.130&CDS=1-885
621	OG0000621	YBR153W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.113&CDS=1-864
622	OG0000622	YBR154C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.92&CDS=1-642
623	OG0000623	YBR155W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-0.58&CDS=1-1179
624	OG0000624	YBR158W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.27&CDS=1-1689
625	OG0000625	YBR160W	maker-NODE_6_length_754867_cov_17.4786_ID_11-snap-gene-3.168-mRNA-1_1&gene=maker-NODE_6_length_754867_cov_17.4786_ID_11-snap-gene-3.168&CDS=1-1935
626	OG0000626	YBR161W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.120&CDS=1-1086
627	OG0000627	YBR162C	snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.105&CDS=1-1347
628	OG0000628	YBR163W	maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-10.84-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-10.84&CDS=1-1875
629	OG0000629	YBR166C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.73&CDS=1-3807
630	OG0000630	YBR167C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.105&CDS=1-495
631	OG0000631	YBR170C	maker-NODE_12_length_279616_cov_13.7717_ID_23-augustus-gene-1.175-mRNA-1_1&gene=maker-NODE_12_length_279616_cov_13.7717_ID_23-augustus-gene-1.175&CDS=1-1719
632	OG0000632	YBR171W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.82&CDS=1-636
633	OG0000633	YBR173C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-0.7&CDS=1-447
634	OG0000634	YBR176W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.102&CDS=1-939
635	OG0000635	YBR179C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.224-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.224&CDS=1-2580
636	OG0000636	YBR182C	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.66&CDS=1-1683
637	OG0000637	YBR185C	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.72&CDS=1-885
638	OG0000638	YBR186W	snap_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.54&CDS=1-1566
639	OG0000639	YBR187W	augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.235&CDS=1-1026
640	OG0000640	YBR192W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.119&CDS=1-1680
641	OG0000641	YBR193C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.149&CDS=1-615
642	OG0000642	YBR195C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.162&CDS=1-1359
643	OG0000643	YBR196C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.55&CDS=1-1638
644	OG0000644	YBR198C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.53&CDS=1-2436
645	OG0000645	YBR200W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.38&CDS=1-1878
646	OG0000646	YBR201W	augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.116&CDS=1-831
647	OG0000647	YBR202W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.9&CDS=1-2454
648	OG0000648	YBR203W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.74&CDS=1-1986
649	OG0000649	YBR204C	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-0.101&CDS=1-1881
650	OG0000650	YBR208C	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.145&CDS=1-5481
651	OG0000651	YBR213W	maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-1.120-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-1.120&CDS=1-819
652	OG0000652	YBR217W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.34&CDS=1-528
653	OG0000653	YBR220C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.84&CDS=1-1791
654	OG0000654	YBR221C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.43&CDS=1-1089
655	OG0000655	YBR222C	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.36&CDS=1-1623
656	OG0000656	YBR223C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.129&CDS=1-2016
657	OG0000657	YBR227C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.80&CDS=1-2790
658	OG0000658	YBR228W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.106&CDS=1-885
659	OG0000659	YBR229C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.58&CDS=1-2808
660	OG0000660	YBR231C	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.128&CDS=1-849
661	OG0000661	YBR233W	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.149&CDS=1-1416
662	OG0000662	YBR233W-A	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.66&CDS=1-393
663	OG0000663	YBR234C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.82&CDS=1-1092
664	OG0000664	YBR235W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.90&CDS=1-3429
665	OG0000665	YBR236C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.89&CDS=1-1497
666	OG0000666	YBR239C	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.104&CDS=1-1542
667	OG0000667	YBR243C	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.106&CDS=1-1350
668	OG0000668	YBR246W	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.103&CDS=1-1032
669	OG0000669	YBR247C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.68&CDS=1-1392
670	OG0000670	YBR248C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.67&CDS=1-1680
671	OG0000671	YBR251W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-0.90&CDS=1-987
672	OG0000672	YBR254C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.28&CDS=1-426
673	OG0000673	YBR255C-A	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.28&CDS=1-381
674	OG0000674	YBR255W	snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.99&CDS=1-1863
675	OG0000675	YBR256C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.46&CDS=1-702
676	OG0000676	YBR257W	snap_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.97&CDS=1-891
677	OG0000677	YBR260C	maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-3.2-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-3.2&CDS=1-2937
678	OG0000678	YBR261C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-6.121&CDS=1-735
679	OG0000679	YBR265W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.141&CDS=1-936
680	OG0000680	YBR267W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.203-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.203&CDS=1-1212
681	OG0000681	YBR268W	snap_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.169&CDS=1-312
682	OG0000682	YBR269C	augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.89&CDS=1-369
683	OG0000683	YBR271W	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.95&CDS=1-1200
684	OG0000684	YBR272C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.50&CDS=1-1434
685	OG0000685	YBR274W	snap_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-1.106&CDS=1-1632
686	OG0000686	YBR275C	snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.192&CDS=1-4854
687	OG0000687	YBR276C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.168&CDS=1-3405
688	OG0000688	YBR279W	snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-7.42&CDS=1-1281
689	OG0000689	YBR280C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.5&CDS=1-1500
690	OG0000690	YBR281C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.76&CDS=1-2685
691	OG0000691	YBR286W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.151&CDS=1-1521
692	OG0000692	YBR287W	maker-NODE_8_length_626879_cov_16.4982_ID_15-snap-gene-1.50-mRNA-1_1&gene=maker-NODE_8_length_626879_cov_16.4982_ID_15-snap-gene-1.50&CDS=1-2847
693	OG0000693	YBR288C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.51&CDS=1-1782
694	OG0000694	YBR290W	maker-NODE_24_length_128582_cov_13.8564_ID_47-augustus-gene-0.128-mRNA-1_1&gene=maker-NODE_24_length_128582_cov_13.8564_ID_47-augustus-gene-0.128&CDS=1-1113
695	OG0000695	YBR291C	genemark-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.22&CDS=1-885
696	OG0000696	YBR296C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.93&CDS=1-1767
697	OG0000697	YCL001W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.31&CDS=1-2286
698	OG0000698	YCL004W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.166&CDS=1-1536
699	OG0000699	YCL005W-A	maker-NODE_13_length_253365_cov_20.0969_ID_25-snap-gene-1.77-mRNA-1_1&gene=maker-NODE_13_length_253365_cov_20.0969_ID_25-snap-gene-1.77&CDS=1-267
700	OG0000700	YCL008C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.145&CDS=1-1167
701	OG0000701	YCL009C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.26&CDS=1-900
702	OG0000702	YCL010C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.145&CDS=1-774
703	OG0000703	YCL016C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.19&CDS=1-1107
704	OG0000704	YCL017C	snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.99&CDS=1-1395
705	OG0000705	YCL018W	augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.48&CDS=1-1095
706	OG0000706	YCL029C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.79&CDS=1-1023
707	OG0000707	YCL030C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.15&CDS=1-2538
708	OG0000708	YCL031C	augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.243&CDS=1-879
709	OG0000709	YCL032W	augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.278-mRNA-1_1&gene=augustus_masked-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.278&CDS=1-1224
710	OG0000710	YCL033C	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.128&CDS=1-414
711	OG0000711	YCL034W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.111&CDS=1-1275
712	OG0000712	YCL038C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.218&CDS=1-1692
713	OG0000713	YCL043C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.219-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.219&CDS=1-1554
714	OG0000714	YCL045C	snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.84&CDS=1-2556
715	OG0000715	YCL047C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.140&CDS=1-825
716	OG0000716	YCL054W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.173-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.173&CDS=1-2463
717	OG0000717	YCL055W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.108&CDS=1-1170
718	OG0000718	YCL057W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.119&CDS=1-2064
719	OG0000719	YCL059C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.60&CDS=1-1116
720	OG0000720	YCL061C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.59&CDS=1-3129
