	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
147	OG0000147	YBL027W, YBR084C-A	snap_masked-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.54&CDS=1-630
148	OG0000148	YBL054W, YER088C	snap_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.67&CDS=1-1794
149	OG0000149	YBL056W, YER089C	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.99&CDS=1-1392
150	OG0000150	YBL072C, YER102W	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.187&CDS=1-600
151	OG0000151	YBL087C, YER117W	snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.46&CDS=1-411
152	OG0000152	YBL101C, YPR030W	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.11&CDS=1-4044
153	OG0000153	YBL106C, YPR032W	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.155&CDS=1-9009
154	OG0000154	YBR001C, YDR001C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.23&CDS=1-2535
155	OG0000155	YBR005W, YDR003W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.39&CDS=1-648
156	OG0000156	YBR014C, YDL010W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.64&CDS=1-1038
157	OG0000157	YBR016W, YDL012C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.101&CDS=1-351
158	OG0000158	YBR021W, YIR028W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.85&CDS=1-1740
159	OG0000159	YBR031W, YDR012W	maker-NODE_36_length_131233_cov_14.1379_ID_71-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_36_length_131233_cov_14.1379_ID_71-snap-gene-0.55&CDS=1-2748
160	OG0000160	YBR033W, YKL038W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.95&CDS=1-2580
161	OG0000161	YBR042C, YDR018C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.153&CDS=1-1257
162	OG0000162	YBR046C	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.20&CDS=1-1020, genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.61&CDS=1-1023
163	OG0000163	YBR048W, YDR025W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.66&CDS=1-465
164	OG0000164	YBR078W, YDR055W	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.15&CDS=1-1278
165	OG0000165	YBR086C	genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.24&CDS=1-2103, snap_masked-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.17&CDS=1-1977
166	OG0000166	YBR104W, YPR058W	genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.12&CDS=1-924
167	OG0000167	YBR118W, YPR080W	augustus_masked-NODE_215_length_1329_cov_27.4827_ID_429-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_215_length_1329_cov_27.4827_ID_429-processed-gene-0.0&CDS=1-1326
168	OG0000168	YBR140C, YOL081W	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.14&CDS=1-8526
169	OG0000169	YBR147W, YOL092W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.98&CDS=1-990
170	OG0000170	YBR150C, YOL089C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.204-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.204&CDS=1-3075
171	OG0000171	YBR159W	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.78&CDS=1-1011, maker-NODE_16_length_227173_cov_14.3993_ID_31-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_16_length_227173_cov_14.3993_ID_31-snap-gene-0.104&CDS=1-2922
172	OG0000172	YBR161W, YPL057C	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.116&CDS=1-1086
173	OG0000173	YBR172C, YPL105C	snap_masked-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.30&CDS=1-2712
174	OG0000174	YBR177C, YPL095C	genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.75&CDS=1-1386
175	OG0000175	YBR181C, YPL090C	snap_masked-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.21&CDS=1-708
176	OG0000176	YBR183W, YPL087W	maker-NODE_44_length_120060_cov_14.1655_ID_87-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_44_length_120060_cov_14.1655_ID_87-snap-gene-0.91&CDS=1-1758
177	OG0000177	YBR189W, YPL081W	maker-NODE_1_length_513538_cov_14.8722_ID_1-snap-gene-2.53-mRNA-1_1&gene=maker-NODE_1_length_513538_cov_14.8722_ID_1-snap-gene-2.53&CDS=1-924
178	OG0000178	YBR214W, YGL056C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-1.165&CDS=1-1611
179	OG0000179	YBR241C, YGL104C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.15&CDS=1-1437
180	OG0000180	YBR242W, YGL101W	snap_masked-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.90&CDS=1-825
181	OG0000181	YBR244W, YIR037W	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.43&CDS=1-483
182	OG0000182	YBR270C, YJL058C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.226-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.226&CDS=1-2502
183	OG0000183	YBR273C, YJL048C	augustus_masked-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.66&CDS=1-2028
184	OG0000184	YBR278W, YJL065C	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.161&CDS=1-768
185	OG0000185	YBR294W, YLR092W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.32&CDS=1-2472
186	OG0000186	YCL011C, YNL004W	maker-NODE_9_length_282344_cov_14.2153_ID_17-snap-gene-1.232-mRNA-1_1&gene=maker-NODE_9_length_282344_cov_14.2153_ID_17-snap-gene-1.232&CDS=1-1467
187	OG0000187	YCL035C, YDR513W	augustus_masked-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.92&CDS=1-408
188	OG0000188	YCL039W	genemark-NODE_124_length_15827_cov_14.9458_ID_247-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_124_length_15827_cov_14.9458_ID_247-processed-gene-0.9&CDS=1-1035, genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.76&CDS=1-1929
189	OG0000189	YCL040W, YDR516C	genemark-NODE_106_length_29374_cov_20.9061_ID_211-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_106_length_29374_cov_20.9061_ID_211-processed-gene-0.11&CDS=1-1407
190	OG0000190	YCL048W, YDR522C	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.142&CDS=1-1374
191	OG0000191	YCL050C, YDR530C	genemark-NODE_70_length_61092_cov_14.2505_ID_139-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_70_length_61092_cov_14.2505_ID_139-processed-gene-0.57&CDS=1-1047
192	OG0000192	YCL068C, YCR038C	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.58&CDS=1-6318
193	OG0000193	YCR026C, YEL016C	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.191-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.191&CDS=1-2415
194	OG0000194	YCR031C, YJL191W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.22&CDS=1-426
195	OG0000195	YCR048W, YNR019W	genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.40&CDS=1-1752
196	OG0000196	YCR073C, YNR031C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.131&CDS=1-4716
197	OG0000197	YCR073W-A, YNR034W	snap_masked-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.51&CDS=1-1053
198	OG0000198	YCR075C	augustus_masked-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.153&CDS=1-867, genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.66&CDS=1-924
199	OG0000199	YDL036C, YOL066C	maker-NODE_10_length_268378_cov_14.3927_ID_19-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_10_length_268378_cov_14.3927_ID_19-augustus-gene-1.7&CDS=1-2397
200	OG0000200	YDL042C, YOL068C	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.205-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.205&CDS=1-2097
201	OG0000201	YDL048C, YLR375W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.34&CDS=1-1401
202	OG0000202	YDL061C, YLR388W	augustus_masked-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.147&CDS=1-198
203	OG0000203	YDL075W, YLR406C	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.42&CDS=1-345
204	OG0000204	YDL082W, YMR142C	snap_masked-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.81&CDS=1-591
205	OG0000205	YDL083C, YMR143W	genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.58&CDS=1-426
206	OG0000206	YDL088C, YMR153W	genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.24&CDS=1-1602
207	OG0000207	YDL109C, YGL144C	maker-NODE_15_length_229439_cov_14.4548_ID_29-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_229439_cov_14.4548_ID_29-snap-gene-0.1&CDS=1-2754
208	OG0000208	YDL124W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.57&CDS=1-996, genemark-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.53&CDS=1-936
209	OG0000209	YDL131W	genemark-NODE_124_length_15827_cov_14.9458_ID_247-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_124_length_15827_cov_14.9458_ID_247-processed-gene-0.8&CDS=1-1308, genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.6&CDS=1-1314
210	OG0000210	YDL134C, YDL188C	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.43&CDS=1-1044
211	OG0000211	YDL136W, YDL191W	augustus_masked-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.31&CDS=1-360
212	OG0000212	YDL137W, YDL192W	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.53&CDS=1-543
213	OG0000213	YDL138W, YDL194W	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.55&CDS=1-2718
214	OG0000214	YDL144C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.114&CDS=1-1053, genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.87&CDS=1-1032
215	OG0000215	YDL161W, YLR206W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.29&CDS=1-1494
216	OG0000216	YDL174C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.91&CDS=1-1776, genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.47&CDS=1-1692
217	OG0000217	YDL175C, YIL079C	genemark-NODE_126_length_14635_cov_15.2281_ID_251-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_126_length_14635_cov_15.2281_ID_251-processed-gene-0.19&CDS=1-1326
218	OG0000218	YDL204W, YDR233C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.145&CDS=1-828
219	OG0000219	YDL206W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.71&CDS=1-2001, snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.117&CDS=1-2055
220	OG0000220	YDL222C, YNL194C	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.53&CDS=1-1104
221	OG0000221	YDL224C, YNL197C	genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.36&CDS=1-2286
222	OG0000222	YDL237W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.37&CDS=1-972, genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.8&CDS=1-1191
223	OG0000223	YDL238C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.66&CDS=1-1455, genemark-NODE_86_length_44896_cov_14.5394_ID_171-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_86_length_44896_cov_14.5394_ID_171-processed-gene-0.27&CDS=1-1437
224	OG0000224	YDL246C, YJR159W	genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.5&CDS=1-1062
225	OG0000225	YDR011W	augustus_masked-NODE_130_length_12869_cov_16.9572_ID_259-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_130_length_12869_cov_16.9572_ID_259-processed-gene-0.2&CDS=1-3837, maker-NODE_182_length_2732_cov_18.4748_ID_363-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_182_length_2732_cov_18.4748_ID_363-snap-gene-0.1&CDS=1-2454
226	OG0000226	YDR069C, YER144C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.31&CDS=1-2721
227	OG0000227	YDR098C, YER174C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.157&CDS=1-807
228	OG0000228	YDR107C, YLR083C	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.64&CDS=1-1938
229	OG0000229	YDR122W, YLR096W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.175&CDS=1-3903
230	OG0000230	YDR132C, YLR108C	genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.23&CDS=1-1374
231	OG0000231	YDR143C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.177-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.177&CDS=1-2313, snap_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.78&CDS=1-1308
232	OG0000232	YDR151C, YLR136C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.99&CDS=1-1569
233	OG0000233	YDR200C, YLR238W	genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.0&CDS=1-2100
234	OG0000234	YDR206W, YLR233C	genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.3&CDS=1-3147
235	OG0000235	YDR213W, YLR228C	genemark-NODE_108_length_25742_cov_15.286_ID_215-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_108_length_25742_cov_15.286_ID_215-processed-gene-0.13&CDS=1-1962
236	OG0000236	YDR251W, YPL032C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.13&CDS=1-2766
237	OG0000237	YDR253C, YPL038W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.76&CDS=1-834
238	OG0000238	YDR263C, YOR033C	snap_masked-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.143&CDS=1-2172
239	OG0000239	YDR272W, YOR040W	genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.31&CDS=1-5043
240	OG0000240	YDR277C, YOR047C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.55&CDS=1-1353
241	OG0000241	YDR300C, YHR033W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.4&CDS=1-1404
242	OG0000242	YDR312W, YHR066W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.86&CDS=1-1305
243	OG0000243	YDR348C, YHR097C	maker-NODE_2_length_407174_cov_14.0731_ID_3-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_2_length_407174_cov_14.0731_ID_3-snap-gene-1.5&CDS=1-1638
244	OG0000244	YDR351W, YHR103W	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.103&CDS=1-2523
245	OG0000245	YDR358W, YHR108W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.36&CDS=1-1740
246	OG0000246	YDR368W, YOR120W	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.95&CDS=1-936
247	OG0000247	YDR379W, YOR127W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.197&CDS=1-3513
248	OG0000248	YDR380W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.28&CDS=1-1785, genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.185&CDS=1-1833
249	OG0000249	YDR385W, YOR133W	maker-NODE_75_length_54380_cov_14.1139_ID_149-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_75_length_54380_cov_14.1139_ID_149-snap-gene-0.21&CDS=1-3519
250	OG0000250	YDR389W, YOR134W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.46&CDS=1-2274
251	OG0000251	YDR409W, YOR156C	genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.4&CDS=1-4503
252	OG0000252	YDR418W, YEL054C	genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.65&CDS=1-498
253	OG0000253	YDR447C, YML024W	augustus_masked-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.13&CDS=1-405
