	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034614_Saturnispora_silvae
332	OG0000332	YGR279C, YMR305C	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.22&CDS=1-1131
333	OG0000333	YGR281W	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-0.4&CDS=1-4167, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.91&CDS=1-4176
334	OG0000334	YGR283C, YMR310C	snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.103&CDS=1-933
335	OG0000335	YHL001W, YKL006W	maker-NODE_15_length_281263_cov_16.0857_ID_29-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_15_length_281263_cov_16.0857_ID_29-snap-gene-0.55&CDS=1-393
336	OG0000336	YHL003C, YKL008C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.64&CDS=1-1221
337	OG0000337	YHL017W, YKL039W	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.104&CDS=1-1725
338	OG0000338	YHR001W, YKR003W	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.44&CDS=1-1260
339	OG0000339	YHR021C, YKL156W	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.79&CDS=1-246
340	OG0000340	YHR031C	snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.109&CDS=1-4821, snap_masked-NODE_30_length_35442_cov_24.5389_ID_59-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_30_length_35442_cov_24.5389_ID_59-processed-gene-0.24&CDS=1-1770
341	OG0000341	YHR090C, YOR064C	genemark-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-2.114&CDS=1-1029
342	OG0000342	YHR117W, YNL121C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-0.104&CDS=1-1734
343	OG0000343	YHR123W, YNL130C	snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.104&CDS=1-1164
344	OG0000344	YHR131C, YNL144C	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.66&CDS=1-1851
345	OG0000345	YHR141C, YNL162W	maker-NODE_2_length_802642_cov_16.2871_ID_3-snap-gene-7.5-mRNA-1_1&gene=maker-NODE_2_length_802642_cov_16.2871_ID_3-snap-gene-7.5&CDS=1-2337
346	OG0000346	YHR155W, YNL257C	augustus_masked-NODE_24_length_133439_cov_21.549_ID_47-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_24_length_133439_cov_21.549_ID_47-processed-gene-0.167&CDS=1-3222
347	OG0000347	YHR198C, YHR199C	augustus_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.115&CDS=1-810
348	OG0000348	YHR203C, YJR145C	maker-NODE_1_length_1002083_cov_15.8003_ID_1-augustus-gene-9.117-mRNA-1_1&gene=maker-NODE_1_length_1002083_cov_15.8003_ID_1-augustus-gene-9.117&CDS=1-2571
349	OG0000349	YHR208W	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.143&CDS=1-1128, snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.66&CDS=1-1128
350	OG0000350	YIL038C	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.55&CDS=1-1860, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.234-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.234&CDS=1-2043
351	OG0000351	YIL085C, YNL029C	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.144&CDS=1-1689
352	OG0000352	YIL105C, YNL047C	snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-0.112&CDS=1-2151
353	OG0000353	YIL107C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.83&CDS=1-2088, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.86&CDS=1-1764
354	OG0000354	YIL109C, YNL049C	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.62&CDS=1-2670
355	OG0000355	YIL111W, YNL052W	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.63&CDS=1-456
356	OG0000356	YIL114C, YNL055C	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.56&CDS=1-855
357	OG0000357	YIL126W	genemark-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-1.217-mRNA-1_1&gene=genemark-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-1.217&CDS=1-3855, genemark-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-0.103&CDS=1-7179
358	OG0000358	YIL133C, YNL069C	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-2.121&CDS=1-600
359	OG0000359	YIL149C, YKR095W	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.131&CDS=1-4905
360	OG0000360	YIL151C, YKR096W	augustus_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.10&CDS=1-3318
361	OG0000361	YIR013C, YLR013W	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.88&CDS=1-366
362	OG0000362	YIR031C, YNL117W	snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-2.104&CDS=1-1683
363	OG0000363	YIR033W, YKL020C	genemark-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-1.90&CDS=1-4581
364	OG0000364	YIR035C, YIR036C	snap_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-1.66&CDS=1-765
365	OG0000365	YJL079C, YKR013W	snap_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-0.121&CDS=1-1869
366	OG0000366	YJL082W, YKR018C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.57&CDS=1-2292
367	OG0000367	YJL083W, YKR019C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-5.19-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-5.19&CDS=1-1371
368	OG0000368	YJL084C, YKR021W	snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.48&CDS=1-2544
369	OG0000369	YJL098W, YKR028W	maker-NODE_5_length_484156_cov_16.2556_ID_9-snap-gene-3.202-mRNA-1_1&gene=maker-NODE_5_length_484156_cov_16.2556_ID_9-snap-gene-3.202&CDS=1-4596
370	OG0000370	YJL105W, YKR029C	snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.31&CDS=1-2094
371	OG0000371	YJL108C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-5.6&CDS=1-3123, snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-0.24&CDS=1-2757
372	OG0000372	YJL112W, YKR036C	snap_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.238-mRNA-1_1&gene=snap_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.238&CDS=1-1734
373	OG0000373	YJL133W, YKR052C	snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.155&CDS=1-963
374	OG0000374	YJL134W, YKR053C	genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.36&CDS=1-1167
375	OG0000375	YJL137C, YKR058W	snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.79&CDS=1-1641
376	OG0000376	YJL138C, YKR059W	augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.313-mRNA-1_1&gene=augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.313&CDS=1-1404
377	OG0000377	YJL139C, YKR061W	snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.113&CDS=1-1263
378	OG0000378	YJL177W, YKL180W	maker-NODE_15_length_281263_cov_16.0857_ID_29-augustus-gene-1.215-mRNA-1_1&gene=maker-NODE_15_length_281263_cov_16.0857_ID_29-augustus-gene-1.215&CDS=1-579
379	OG0000379	YJL218W	snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.145&CDS=1-606, snap_masked-NODE_30_length_35442_cov_24.5389_ID_59-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_30_length_35442_cov_24.5389_ID_59-processed-gene-0.37&CDS=1-597
380	OG0000380	YJR053W	augustus_masked-NODE_29_length_41474_cov_16.4673_ID_57-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_29_length_41474_cov_16.4673_ID_57-processed-gene-0.14&CDS=1-3201, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.109&CDS=1-2055
381	OG0000381	YJR054W, YML047C	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.108&CDS=1-1344
382	OG0000382	YJR062C	snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.19&CDS=1-1143, snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.20&CDS=1-1164
383	OG0000383	YJR094W-A, YPR043W	augustus_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.119&CDS=1-282
384	OG0000384	YJR107W	augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.320-mRNA-1_1&gene=augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.320&CDS=1-1095, snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-1.143&CDS=1-2217
385	OG0000385	YJR130C, YML082W	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-5.15&CDS=1-1701
386	OG0000386	YKL050C, YMR031C	snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.42&CDS=1-2625
387	OG0000387	YKL072W, YMR053C	augustus_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-1.86&CDS=1-2931
388	OG0000388	YKL081W, YPL048W	maker-NODE_1_length_1002083_cov_15.8003_ID_1-snap-gene-2.50-mRNA-1_1&gene=maker-NODE_1_length_1002083_cov_15.8003_ID_1-snap-gene-2.50&CDS=1-1227
389	OG0000389	YKL094W	snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.94&CDS=1-939, snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.95&CDS=1-918
390	OG0000390	YKL132C, YMR113W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.61&CDS=1-1257
391	OG0000391	YKL133C, YMR115W	snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-3.46&CDS=1-1269
392	OG0000392	YKL140W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.100&CDS=1-1203, snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.70&CDS=1-1578
393	OG0000393	YKL217W	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-1.62&CDS=1-1623, snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-3.75&CDS=1-1590
394	OG0000394	YKR042W	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.79&CDS=1-1152, snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.107&CDS=1-1119
395	OG0000395	YKR070W	snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.47&CDS=1-1134, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-0.67&CDS=1-810
396	OG0000396	YKR072C, YOR054C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.236-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.236&CDS=1-579
397	OG0000397	YKR075C, YOR062C	snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.39&CDS=1-756
398	OG0000398	YLL012W, YLR020C	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.138&CDS=1-1164
399	OG0000399	YLL016W, YLR310C	maker-NODE_2_length_802642_cov_16.2871_ID_3-snap-gene-3.99-mRNA-1_1&gene=maker-NODE_2_length_802642_cov_16.2871_ID_3-snap-gene-3.99&CDS=1-4461
400	OG0000400	YLL055W	genemark-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-2.154-mRNA-1_1&gene=genemark-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-2.154&CDS=1-1629, snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.67&CDS=1-1578
401	OG0000401	YLR011W	snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-0.78&CDS=1-567, snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-0.79&CDS=1-633
402	OG0000402	YLR029C, YMR121C	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-2.107&CDS=1-612
403	OG0000403	YLR098C, YOR337W	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.171-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.171&CDS=1-1953
404	OG0000404	YLR138W	genemark-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.91&CDS=1-1413, snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.12&CDS=1-3183
405	OG0000405	YLR174W	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.153&CDS=1-1275, snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.157&CDS=1-1224
406	OG0000406	YLR248W	augustus_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.131&CDS=1-2382, snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.61&CDS=1-2628
407	OG0000407	YLR260W, YOR171C	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-2.61&CDS=1-1467
408	OG0000408	YLR264W, YOR167C	snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.64&CDS=1-201
409	OG0000409	YLR284C, YOR180C	augustus_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.10&CDS=1-807
410	OG0000410	YLR285W	genemark-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.2&CDS=1-756, maker-NODE_10_length_318247_cov_16.2764_ID_19-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_10_length_318247_cov_16.2764_ID_19-augustus-gene-2.4&CDS=1-1512
411	OG0000411	YLR287C-A, YOR182C	genemark-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.248-mRNA-1_1&gene=genemark-NODE_16_length_269428_cov_16.0408_ID_31-processed-gene-1.248&CDS=1-1179
412	OG0000412	YLR342W	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-2.78&CDS=1-5604, snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.117&CDS=1-5406
413	OG0000413	YLR450W, YML075C	genemark-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.208-mRNA-1_1&gene=genemark-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.208&CDS=1-3213
414	OG0000414	YLR456W, YPR172W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-8.146&CDS=1-534
415	OG0000415	YML054C	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-2.136&CDS=1-1536, snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-1.133&CDS=1-1623
416	OG0000416	YML073C	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.165&CDS=1-501, snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-1.155&CDS=1-501
417	OG0000417	YML100W, YMR261C	genemark-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-5.7-mRNA-1_1&gene=genemark-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-5.7&CDS=1-4074
418	OG0000418	YML106W, YMR271C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-7.41&CDS=1-660
419	OG0000419	YML109W, YMR273C	augustus_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-2.60&CDS=1-3318
420	OG0000420	YMR034C	snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-0.105&CDS=1-1266, snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.159&CDS=1-1413
421	OG0000421	YMR152W	maker-NODE_13_length_296526_cov_17.027_ID_25-snap-gene-1.296-mRNA-1_1&gene=maker-NODE_13_length_296526_cov_17.027_ID_25-snap-gene-1.296&CDS=1-2130, snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.154-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.154&CDS=1-1089
422	OG0000422	YMR177W, YPL224C	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.91&CDS=1-1632
423	OG0000423	YMR182C, YPL230W	genemark-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-0.71&CDS=1-1665
424	OG0000424	YMR216C	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-0.66&CDS=1-1953, snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-7.110&CDS=1-2205
