	OrthologID	Saccharomyces_cerevisiae	yHAB133_Kazachstania_unispora
2429	OG0002429	YJR117W	augustus_masked-NODE_4_length_347731_cov_33.4145_ID_7-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_347731_cov_33.4145_ID_7-processed-gene-1.109&CDS=1-1389
2430	OG0002430	YJR119C	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.82&CDS=1-2547
2431	OG0002431	YJR121W	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.98&CDS=1-1635
2432	OG0002432	YJR122W	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.97&CDS=1-1407
2433	OG0002433	YJR123W	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.96&CDS=1-681
2434	OG0002434	YJR124C	augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_49_length_77817_cov_42.739_ID_97-processed-gene-0.81&CDS=1-1473
2435	OG0002435	YJR125C	augustus_masked-NODE_47_length_78712_cov_50.1529_ID_93-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_47_length_78712_cov_50.1529_ID_93-processed-gene-0.102&CDS=1-1227
2436	OG0002436	YJR126C	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.57&CDS=1-2388
2437	OG0002437	YJR129C	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.59&CDS=1-903
2438	OG0002438	YJR131W	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.44&CDS=1-1671
2439	OG0002439	YJR132W	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.45&CDS=1-3168
2440	OG0002440	YJR133W	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.47&CDS=1-630
2441	OG0002441	YJR134C	snap_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.30&CDS=1-2232
2442	OG0002442	YJR135C	snap_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.31&CDS=1-717
2443	OG0002443	YJR135W-A	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.48&CDS=1-267
2444	OG0002444	YJR136C	augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_48_length_78415_cov_35.4601_ID_95-processed-gene-0.63&CDS=1-1326
2445	OG0002445	YJR138W	augustus_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.9&CDS=1-4839
2446	OG0002446	YJR139C	augustus_masked-NODE_47_length_78712_cov_50.1529_ID_93-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_47_length_78712_cov_50.1529_ID_93-processed-gene-0.111&CDS=1-1077
2447	OG0002447	YJR140C	genemark-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.23&CDS=1-4326
2448	OG0002448	YJR141W	snap_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.1&CDS=1-1101
2449	OG0002449	YJR142W	augustus_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.11&CDS=1-1044
2450	OG0002450	YJR143C	augustus_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_98_length_25607_cov_36.8308_ID_195-processed-gene-0.15&CDS=1-2277
2451	OG0002451	YJR144W	augustus_masked-NODE_47_length_78712_cov_50.1529_ID_93-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_47_length_78712_cov_50.1529_ID_93-processed-gene-0.91&CDS=1-840
2452	OG0002452	YKL001C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.3&CDS=1-594
2453	OG0002453	YKL002W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.33&CDS=1-696
2454	OG0002454	YKL003C	genemark-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.167&CDS=1-387
2455	OG0002455	YKL004W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.10&CDS=1-1272
2456	OG0002456	YKL005C	snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.94&CDS=1-1848
2457	OG0002457	YKL006C-A	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.38&CDS=1-315
2458	OG0002458	YKL007W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.8&CDS=1-816
2459	OG0002459	YKL009W	augustus_masked-NODE_96_length_26088_cov_32.3567_ID_191-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_96_length_26088_cov_32.3567_ID_191-processed-gene-0.32&CDS=1-711
2460	OG0002460	YKL010C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.35&CDS=1-4512
2461	OG0002461	YKL011C	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.20&CDS=1-960
2462	OG0002462	YKL012W	snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.70&CDS=1-1482
2463	OG0002463	YKL013C	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.22&CDS=1-513
2464	OG0002464	YKL014C	snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.49&CDS=1-5160
2465	OG0002465	YKL015W	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.30&CDS=1-2730
2466	OG0002466	YKL016C	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.23&CDS=1-522
2467	OG0002467	YKL017C	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.24&CDS=1-2064
2468	OG0002468	YKL018W	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.31&CDS=1-993
2469	OG0002469	YKL019W	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.32&CDS=1-963
2470	OG0002470	YKL021C	augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.35&CDS=1-1149
2471	OG0002471	YKL022C	augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.27&CDS=1-2400
2472	OG0002472	YKL024C	augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.28&CDS=1-633
2473	OG0002473	YKL025C	augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_99_length_25436_cov_36.4826_ID_197-processed-gene-0.29&CDS=1-2292
2474	OG0002474	YKL027W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.82&CDS=1-1332
2475	OG0002475	YKL028W	maker-NODE_22_length_169416_cov_32.5641_ID_43-snap-gene-0.232-mRNA-1_1&gene=maker-NODE_22_length_169416_cov_32.5641_ID_43-snap-gene-0.232&CDS=1-1440
2476	OG0002476	YKL029C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.119&CDS=1-1974
2477	OG0002477	YKL033W	snap_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-0.62&CDS=1-2442
2478	OG0002478	YKL033W-A	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.80&CDS=1-705
2479	OG0002479	YKL034W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.79&CDS=1-2289
2480	OG0002480	YKL035W	augustus_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-1.75&CDS=1-1503
2481	OG0002481	YKL038W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.78&CDS=1-3624
2482	OG0002482	YKL039W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.77&CDS=1-1611
2483	OG0002483	YKL040C	augustus_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-1.96&CDS=1-789
2484	OG0002484	YKL041W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.76&CDS=1-675
2485	OG0002485	YKL043W	snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-1.10&CDS=1-1080
2486	OG0002486	YKL045W	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.50&CDS=1-1515
2487	OG0002487	YKL046C	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.43&CDS=1-1365
2488	OG0002488	YKL047W	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.51&CDS=1-1395
2489	OG0002489	YKL048C	snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.48&CDS=1-1875
2490	OG0002490	YKL049C	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.14&CDS=1-885
2491	OG0002491	YKL053C-A	maker-NODE_84_length_35638_cov_33.853_ID_167-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_84_length_35638_cov_33.853_ID_167-augustus-gene-0.0&CDS=1-948
2492	OG0002492	YKL054C	snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.58&CDS=1-2133
2493	OG0002493	YKL055C	snap_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.16&CDS=1-339
2494	OG0002494	YKL056C	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.55&CDS=1-501
2495	OG0002495	YKL057C	snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.60&CDS=1-3189
2496	OG0002496	YKL058W	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.45&CDS=1-366
2497	OG0002497	YKL059C	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.54&CDS=1-1371
2498	OG0002498	YKL060C	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.53&CDS=1-1080
2499	OG0002499	YKL061W	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.44&CDS=1-306
2500	OG0002500	YKL062W	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.12&CDS=1-2376
2501	OG0002501	YKL063C	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.22&CDS=1-579
2502	OG0002502	YKL064W	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.11&CDS=1-3222
2503	OG0002503	YKL065C	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.21&CDS=1-621
2504	OG0002504	YKL067W	snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.44&CDS=1-453
2505	OG0002505	YKL069W	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.4&CDS=1-543
2506	OG0002506	YKL073W	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.2&CDS=1-2709
2507	OG0002507	YKL074C	snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.55&CDS=1-1659
2508	OG0002508	YKL075C	augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.19&CDS=1-1398
2509	OG0002509	YKL077W	genemark-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.67&CDS=1-1176
2510	OG0002510	YKL078W	snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_57_length_72661_cov_38.4336_ID_113-processed-gene-0.34&CDS=1-2229
2511	OG0002511	YKL079W	snap_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.42&CDS=1-2004
2512	OG0002512	YKL080W	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.27&CDS=1-1200
2513	OG0002513	YKL082C	augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_93_length_27759_cov_37.5052_ID_185-processed-gene-0.18&CDS=1-1281
2514	OG0002514	YKL085W	maker-NODE_93_length_27759_cov_37.5052_ID_185-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_93_length_27759_cov_37.5052_ID_185-augustus-gene-0.50&CDS=1-1410
2515	OG0002515	YKL088W	augustus_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_213021_cov_36.4911_ID_25-processed-gene-0.27&CDS=1-1491
2516	OG0002516	YKL090W	snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.59&CDS=1-1392
2517	OG0002517	YKL092C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.113&CDS=1-2205
2518	OG0002518	YKL094W	snap_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.223-mRNA-1_1&gene=snap_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.223&CDS=1-936
2519	OG0002519	YKL095W	snap_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.224&CDS=1-684
2520	OG0002520	YKL096W	augustus_masked-NODE_40_length_99238_cov_36.4867_ID_79-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_40_length_99238_cov_36.4867_ID_79-processed-gene-0.73&CDS=1-597
2521	OG0002521	YKL098W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.146&CDS=1-765
2522	OG0002522	YKL099C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.114&CDS=1-750
2523	OG0002523	YKL101W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.147&CDS=1-4407
2524	OG0002524	YKL103C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.166&CDS=1-1548
2525	OG0002525	YKL104C	maker-NODE_9_length_262560_cov_32.2025_ID_17-snap-gene-1.244-mRNA-1_1&gene=maker-NODE_9_length_262560_cov_32.2025_ID_17-snap-gene-1.244&CDS=1-4311
2526	OG0002526	YKL106W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.206&CDS=1-1335
2527	OG0002527	YKL107W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.207-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.207&CDS=1-963
2528	OG0002528	YKL108W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.208&CDS=1-2364
2529	OG0002529	YKL110C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.171&CDS=1-1002
2530	OG0002530	YKL112W	augustus_masked-NODE_21_length_172768_cov_32.5647_ID_41-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_21_length_172768_cov_32.5647_ID_41-processed-gene-0.126&CDS=1-1719
2531	OG0002531	YKL113C	augustus_masked-NODE_21_length_172768_cov_32.5647_ID_41-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_21_length_172768_cov_32.5647_ID_41-processed-gene-0.84&CDS=1-1125
2532	OG0002532	YKL114C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.172&CDS=1-1074
2533	OG0002533	YKL116C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.173&CDS=1-1686
2534	OG0002534	YKL117W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.209&CDS=1-828
2535	OG0002535	YKL119C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.174&CDS=1-696
2536	OG0002536	YKL120W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.210&CDS=1-981
2537	OG0002537	YKL122C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.175&CDS=1-516
2538	OG0002538	YKL124W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.212&CDS=1-1665
2539	OG0002539	YKL125W	maker-NODE_9_length_262560_cov_32.2025_ID_17-augustus-gene-1.242-mRNA-1_1&gene=maker-NODE_9_length_262560_cov_32.2025_ID_17-augustus-gene-1.242&CDS=1-1863
2540	OG0002540	YKL130C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.181&CDS=1-741
2541	OG0002541	YKL134C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.183&CDS=1-2355
2542	OG0002542	YKL135C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.184&CDS=1-2160
2543	OG0002543	YKL137W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.216&CDS=1-360
2544	OG0002544	YKL138C	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.185&CDS=1-393
2545	OG0002545	YKL138C-A	snap_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.101&CDS=1-177
2546	OG0002546	YKL139W	genemark-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.53&CDS=1-1737
2547	OG0002547	YKL140W	augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-NODE_9_length_262560_cov_32.2025_ID_17-processed-gene-1.218&CDS=1-1803
