	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041829_Debaryomyces_fabryi
583	OG0000583	YBR062C	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.172-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.172&CDS=1-624
584	OG0000584	YBR065C	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.166-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-2.166&CDS=1-1812
585	OG0000585	YBR073W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.43&CDS=1-2796
586	OG0000586	YBR074W	snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.90&CDS=1-3057
587	OG0000587	YBR079C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.31&CDS=1-2679
588	OG0000588	YBR080C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.36&CDS=1-2337
589	OG0000589	YBR081C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.131&CDS=1-7788
590	OG0000590	YBR082C	maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-5.157-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-5.157&CDS=1-441
591	OG0000591	YBR083W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.75&CDS=1-1725
592	OG0000592	YBR085W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.153&CDS=1-903
593	OG0000593	YBR086C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.113&CDS=1-3009
594	OG0000594	YBR087W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-0.136&CDS=1-1092
595	OG0000595	YBR088C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.102&CDS=1-777
596	OG0000596	YBR091C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.125&CDS=1-333
597	OG0000597	YBR094W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.104&CDS=1-2151
598	OG0000598	YBR095C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.101&CDS=1-1047
599	OG0000599	YBR096W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-4.110&CDS=1-720
600	OG0000600	YBR097W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.43&CDS=1-4584
601	OG0000601	YBR098W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.37&CDS=1-1656
602	OG0000602	YBR101C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.72&CDS=1-873
603	OG0000603	YBR102C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.47&CDS=1-2226
604	OG0000604	YBR103W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.78&CDS=1-1809
605	OG0000605	YBR106W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.165&CDS=1-576
606	OG0000606	YBR109C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.125&CDS=1-447
607	OG0000607	YBR110W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-7.126&CDS=1-1416
608	OG0000608	YBR111C	maker-NODE_14_length_271302_cov_16.67_ID_4278-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_14_length_271302_cov_16.67_ID_4278-augustus-gene-1.0&CDS=1-2475
609	OG0000609	YBR111W-A	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.242&CDS=1-303
610	OG0000610	YBR112C	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.243&CDS=1-2118
611	OG0000611	YBR114W	genemark-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.142-mRNA-1_1&gene=genemark-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.142&CDS=1-2478
612	OG0000612	YBR115C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.234-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.234&CDS=1-4194
613	OG0000613	YBR120C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.22&CDS=1-339
614	OG0000614	YBR121C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-0.127&CDS=1-1965
615	OG0000615	YBR122C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-3.109&CDS=1-516
616	OG0000616	YBR123C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.117&CDS=1-1947
617	OG0000617	YBR125C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.98&CDS=1-1017
618	OG0000618	YBR126C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.111&CDS=1-1440
619	OG0000619	YBR127C	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.70&CDS=1-1530
620	OG0000620	YBR129C	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.81&CDS=1-987
621	OG0000621	YBR133C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.122&CDS=1-1572
622	OG0000622	YBR135W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.107&CDS=1-306
623	OG0000623	YBR136W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.108&CDS=1-7131
624	OG0000624	YBR137W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.9&CDS=1-489
625	OG0000625	YBR138C	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.70-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.70&CDS=1-1221
626	OG0000626	YBR141C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.20&CDS=1-1029
627	OG0000627	YBR142W	genemark-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.130&CDS=1-2427
628	OG0000628	YBR143C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.19&CDS=1-1317
629	OG0000629	YBR146W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.4&CDS=1-969
630	OG0000630	YBR149W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.103&CDS=1-975
631	OG0000631	YBR151W	augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.61&CDS=1-912
632	OG0000632	YBR153W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.28&CDS=1-741
633	OG0000633	YBR154C	maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-8.186-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-8.186&CDS=1-642
634	OG0000634	YBR158W	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.69&CDS=1-1614
635	OG0000635	YBR159W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-8.18&CDS=1-1038
636	OG0000636	YBR160W	maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-8.188-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-8.188&CDS=1-927
637	OG0000637	YBR162C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.127&CDS=1-1326
638	OG0000638	YBR162W-A	genemark-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.146-mRNA-1_1&gene=genemark-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.146&CDS=1-186
639	OG0000639	YBR163W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.26&CDS=1-1893
640	OG0000640	YBR164C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-1.47&CDS=1-555
641	OG0000641	YBR166C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-1.25&CDS=1-1329
642	OG0000642	YBR167C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-4.110&CDS=1-471
643	OG0000643	YBR170C	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-2.8-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-2.8&CDS=1-1728
644	OG0000644	YBR171W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.117&CDS=1-786
645	OG0000645	YBR173C	maker-NODE_9_length_707241_cov_11.8917_ID_2769-snap-gene-1.45-mRNA-1_1&gene=maker-NODE_9_length_707241_cov_11.8917_ID_2769-snap-gene-1.45&CDS=1-1626
646	OG0000646	YBR176W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.135&CDS=1-1092
647	OG0000647	YBR179C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.110&CDS=1-2610
648	OG0000648	YBR182C	snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.63&CDS=1-1524
649	OG0000649	YBR185C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.150&CDS=1-879
650	OG0000650	YBR186W	genemark-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.34&CDS=1-1914
651	OG0000651	YBR187W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.145&CDS=1-1005
652	OG0000652	YBR192W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.13&CDS=1-1095
653	OG0000653	YBR193C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.163&CDS=1-675
654	OG0000654	YBR195C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.134&CDS=1-1425
655	OG0000655	YBR196C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.9&CDS=1-1659
656	OG0000656	YBR198C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.27&CDS=1-2328
657	OG0000657	YBR199W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.128&CDS=1-1416
658	OG0000658	YBR200W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.93&CDS=1-1770
659	OG0000659	YBR202W	maker-NODE_4_length_879252_cov_12.1493_ID_2583-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_4_length_879252_cov_12.1493_ID_2583-augustus-gene-6.2&CDS=1-3162
660	OG0000660	YBR203W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.251-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.251&CDS=1-1845
661	OG0000661	YBR204C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-5.5&CDS=1-1989
662	OG0000662	YBR208C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.253-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.253&CDS=1-5463
663	OG0000663	YBR212W	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.211&CDS=1-2256
664	OG0000664	YBR213W	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.238&CDS=1-861
665	OG0000665	YBR215W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.132&CDS=1-1638
666	OG0000666	YBR217W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.133&CDS=1-459
667	OG0000667	YBR218C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.9&CDS=1-3519
668	OG0000668	YBR221C	maker-NODE_6_length_824049_cov_12.7447_ID_4701-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_6_length_824049_cov_12.7447_ID_4701-augustus-gene-6.2&CDS=1-2862
669	OG0000669	YBR223C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.13&CDS=1-1746
670	OG0000670	YBR228W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.29&CDS=1-849
671	OG0000671	YBR229C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.10&CDS=1-2967
672	OG0000672	YBR231C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.37&CDS=1-1008
673	OG0000673	YBR233W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.38&CDS=1-1455
674	OG0000674	YBR233W-A	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.11&CDS=1-471
675	OG0000675	YBR234C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.37&CDS=1-1134
676	OG0000676	YBR235W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-0.93&CDS=1-3954
677	OG0000677	YBR236C	genemark-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.119&CDS=1-1569
678	OG0000678	YBR239C	maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-1.4&CDS=1-1710
679	OG0000679	YBR241C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.47&CDS=1-1488
680	OG0000680	YBR243C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.53&CDS=1-1479
681	OG0000681	YBR246W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.28&CDS=1-1050
682	OG0000682	YBR247C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.244-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.244&CDS=1-1356
683	OG0000683	YBR248C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.246-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.246&CDS=1-1770
684	OG0000684	YBR249C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.210-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.210&CDS=1-1104
685	OG0000685	YBR254C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.112&CDS=1-564
686	OG0000686	YBR255W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.110&CDS=1-2178
687	OG0000687	YBR257W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.188-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.188&CDS=1-864
688	OG0000688	YBR260C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.6&CDS=1-1881
689	OG0000689	YBR261C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.197-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.197&CDS=1-750
690	OG0000690	YBR265W	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.61&CDS=1-984
691	OG0000691	YBR267W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.250-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.250&CDS=1-1212
692	OG0000692	YBR268W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.186&CDS=1-330
693	OG0000693	YBR269C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.208-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.208&CDS=1-402
694	OG0000694	YBR271W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.209-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.209&CDS=1-1230
695	OG0000695	YBR274W	genemark-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.26-mRNA-1_1&gene=genemark-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.26&CDS=1-1623
696	OG0000696	YBR276C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.86&CDS=1-3009
697	OG0000697	YBR278W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.32&CDS=1-819
698	OG0000698	YBR279W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.7&CDS=1-1374
699	OG0000699	YBR281C	augustus_masked-NODE_22_length_61008_cov_12.0506_ID_4230-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_22_length_61008_cov_12.0506_ID_4230-processed-gene-0.85&CDS=1-2871
