	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
270	OG0000270	YGL135W, YPL220W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.36&CDS=1-651
271	OG0000271	YGL139W, YPL221W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.17&CDS=1-2334
272	OG0000272	YGL162W, YPR009W	snap_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.204&CDS=1-618
273	OG0000273	YGR008C, YLR327C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-1.57&CDS=1-249
274	OG0000274	YGR010W, YLR328W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.45&CDS=1-1290
275	OG0000275	YGR023W, YLR332W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.145&CDS=1-1002
276	OG0000276	YGR027C, YLR333C	genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.99-mRNA-1_1&gene=genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.99&CDS=1-327
277	OG0000277	YGR034W, YLR344W	maker-NODE_23_length_147361_cov_47.2581_ID_45-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_23_length_147361_cov_47.2581_ID_45-augustus-gene-0.157&CDS=1-381
278	OG0000278	YGR038W, YLR350W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-3.148&CDS=1-540
279	OG0000279	YGR049W, YLR356W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.141&CDS=1-636
280	OG0000280	YGR056W, YLR357W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-1.85&CDS=1-2172
281	OG0000281	YGR060W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.41&CDS=1-933, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.129&CDS=1-936
282	OG0000282	YGR074W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.38&CDS=1-369, snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.271-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.271&CDS=1-369
283	OG0000283	YGR085C, YPR102C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.86&CDS=1-522
284	OG0000284	YGR092W, YPR111W	snap_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.93&CDS=1-1671
285	OG0000285	YGR108W, YPR119W	maker-NODE_7_length_704842_cov_29.3696_ID_13-snap-gene-1.89-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-snap-gene-1.89&CDS=1-2277
286	OG0000286	YGR118W, YPR132W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.75&CDS=1-435
287	OG0000287	YGR121C, YPR138C	maker-NODE_7_length_704842_cov_29.3696_ID_13-snap-gene-1.91-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-snap-gene-1.91&CDS=1-2547
288	OG0000288	YGR131W, YPR149W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.53&CDS=1-504
289	OG0000289	YGR136W, YPR154W	snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.102&CDS=1-768
290	OG0000290	YGR138C, YPR156C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.32&CDS=1-1863
291	OG0000291	YGR141W, YPR157W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.60&CDS=1-1347
292	OG0000292	YGR197C, YJR015W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.103&CDS=1-1551
293	OG0000293	YGR209C, YLR043C	snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.115-mRNA-1_1&gene=snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.115&CDS=1-408
294	OG0000294	YGR214W, YLR048W	maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-1.141-mRNA-1_1&gene=maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-1.141&CDS=1-795
295	OG0000295	YGR217W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.51&CDS=1-6012, genemark-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.135-mRNA-1_1&gene=genemark-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.135&CDS=1-6705
296	OG0000296	YGR221C, YHR149C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.151&CDS=1-2367
297	OG0000297	YGR238C, YHR158C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.135&CDS=1-3615
298	OG0000298	YGR241C, YHR161C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.80&CDS=1-1806
299	OG0000299	YGR243W, YHR162W	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.11&CDS=1-432
300	OG0000300	YGR248W, YHR163W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.37&CDS=1-750
301	OG0000301	YGR260W	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.127&CDS=1-1446, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.72&CDS=1-1491
302	OG0000302	YGR279C, YMR305C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.220-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.220&CDS=1-1185
303	OG0000303	YGR281W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.98&CDS=1-4095, snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.44&CDS=1-4158
304	OG0000304	YHL001W, YKL006W	maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-3.83-mRNA-1_1&gene=maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-3.83&CDS=1-414
305	OG0000305	YHL017W, YKL039W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.62&CDS=1-1557
306	OG0000306	YHL028W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.6&CDS=1-1350, genemark-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.110&CDS=1-978
307	OG0000307	YHL034C, YLL046C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.113&CDS=1-810
308	OG0000308	YHR021C, YKL156W	maker-NODE_32_length_26508_cov_32.0862_ID_63-augustus-gene-0.18-mRNA-1_1&gene=maker-NODE_32_length_26508_cov_32.0862_ID_63-augustus-gene-0.18&CDS=1-258
309	OG0000309	YHR043C, YHR044C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.64&CDS=1-702
310	OG0000310	YHR062C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.127&CDS=1-807, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-13.60&CDS=1-837
311	OG0000311	YHR104W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.42&CDS=1-957, augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.8&CDS=1-963
312	OG0000312	YHR115C, YNL116W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.0&CDS=1-1374
313	OG0000313	YHR117W, YNL121C	snap_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.33&CDS=1-1881
314	OG0000314	YHR131C, YNL144C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.3&CDS=1-2412
315	OG0000315	YHR132W-A, YNL157W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.17&CDS=1-339
316	OG0000316	YHR133C, YNL156C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.16&CDS=1-693
317	OG0000317	YHR135C	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.168&CDS=1-1221, augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.74&CDS=1-1464
318	OG0000318	YHR155W, YNL257C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.205-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.205&CDS=1-3378
319	OG0000319	YHR179W, YPL171C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.41&CDS=1-1176
320	OG0000320	YHR208W, YJR148W	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.114&CDS=1-879
321	OG0000321	YIL041W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.18&CDS=1-969, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.20&CDS=1-954
322	OG0000322	YIL067C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.129&CDS=1-1956, snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.59&CDS=1-1968
323	OG0000323	YIL085C, YNL029C	maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-4.165-mRNA-1_1&gene=maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-4.165&CDS=1-2082
324	OG0000324	YIL109C, YNL049C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.119&CDS=1-2691
325	OG0000325	YIL111W, YNL052W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.136&CDS=1-447
326	OG0000326	YIL130W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.16&CDS=1-2619, augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.21&CDS=1-2472
327	OG0000327	YIL131C, YNL068C	maker-NODE_14_length_316299_cov_39.3557_ID_27-snap-gene-2.108-mRNA-1_1&gene=maker-NODE_14_length_316299_cov_39.3557_ID_27-snap-gene-2.108&CDS=1-2409
328	OG0000328	YIL151C, YKR096W	augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.48&CDS=1-2550
329	OG0000329	YIL166C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.71&CDS=1-1662, augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.24&CDS=1-1671
330	OG0000330	YIR013C, YLR013W	snap_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.31&CDS=1-1695
331	OG0000331	YIR031C, YNL117W	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.196&CDS=1-1665
332	OG0000332	YIR033W, YKL020C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.29&CDS=1-2949
333	OG0000333	YIR038C	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.87&CDS=1-732, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.122&CDS=1-732
334	OG0000334	YJL079C, YKR013W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.165&CDS=1-1515
335	OG0000335	YJL082W, YKR018C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.164&CDS=1-2253
336	OG0000336	YJL093C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-2.85-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-2.85&CDS=1-1584, snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.96&CDS=1-1815
337	OG0000337	YJL099W, YKR027W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.41&CDS=1-2046
338	OG0000338	YJL112W, YKR036C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.71&CDS=1-1968
339	OG0000339	YJL127C	genemark-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.88&CDS=1-633, maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-4.8-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-4.8&CDS=1-2253
340	OG0000340	YJL133W, YKR052C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.69&CDS=1-945
341	OG0000341	YJL134W, YKR053C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.125&CDS=1-1494
342	OG0000342	YJL177W, YKL180W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.207-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.207&CDS=1-552
343	OG0000343	YJL218W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.62&CDS=1-675, augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.40&CDS=1-660
344	OG0000344	YJR046W	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.43&CDS=1-1179, augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.63&CDS=1-1929
345	OG0000345	YJR054W, YML047C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.104&CDS=1-1536
346	OG0000346	YJR059W, YKL198C	snap_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.166&CDS=1-2001
347	OG0000347	YJR091C, YPR042C	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.71&CDS=1-2898
348	OG0000348	YJR094W-A, YPR043W	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.33&CDS=1-285
349	OG0000349	YJR130C, YML082W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.8&CDS=1-1620
350	OG0000350	YKL050C, YMR031C	augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.31&CDS=1-2040
351	OG0000351	YKL055C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.43&CDS=1-747, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.26&CDS=1-825
352	OG0000352	YKL065C, YMR040W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.112&CDS=1-507
353	OG0000353	YKL068W, YMR047C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.141&CDS=1-3189
354	OG0000354	YKL072W, YMR053C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.34&CDS=1-2118
355	OG0000355	YKL081W, YPL048W	maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-1.5&CDS=1-1218
356	OG0000356	YKL121W, YMR102C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.76&CDS=1-1920
357	OG0000357	YKL126W, YMR104C	genemark-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.142&CDS=1-1929
358	OG0000358	YKL127W, YMR105C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.5&CDS=1-1689
359	OG0000359	YKL141W, YMR118C	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.103&CDS=1-525
360	OG0000360	YKL217W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.137&CDS=1-1563, augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.70&CDS=1-1611
361	OG0000361	YKR075C, YOR062C	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.7&CDS=1-702
362	OG0000362	YKR076W, YMR251W	maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-4.52-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-4.52&CDS=1-1035
363	OG0000363	YLL012W, YLR020C	augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.127&CDS=1-1314
364	OG0000364	YLL016W, YLR310C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.167&CDS=1-3681
365	OG0000365	YLL028W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.30&CDS=1-1635, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.8&CDS=1-1740
366	OG0000366	YLL057C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.49&CDS=1-1209, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.165-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.165&CDS=1-1185
