	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034622_Pichia_occidentalis
722	OG0000722	YCR071C	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.80&CDS=1-345
723	OG0000723	YCR072C	maker-NODE_17_length_177823_cov_14.5037_ID_33-snap-gene-0.250-mRNA-1_1&gene=maker-NODE_17_length_177823_cov_14.5037_ID_33-snap-gene-0.250&CDS=1-2124
724	OG0000724	YCR075C	snap_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.129&CDS=1-768
725	OG0000725	YCR077C	snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.17&CDS=1-2628
726	OG0000726	YCR079W	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.5&CDS=1-1680
727	OG0000727	YCR081W	maker-NODE_7_length_298980_cov_13.174_ID_13-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_7_length_298980_cov_13.174_ID_13-snap-gene-0.9&CDS=1-4755
728	OG0000728	YCR084C	snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.36&CDS=1-2070
729	OG0000729	YCR086W	augustus_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.100&CDS=1-1065
730	OG0000730	YCR088W	snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.172&CDS=1-1899
731	OG0000731	YCR090C	snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.4&CDS=1-483
732	OG0000732	YCR092C	genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.156-mRNA-1_1&gene=genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.156&CDS=1-3078
733	OG0000733	YCR093W	maker-NODE_44_length_94838_cov_14.304_ID_87-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_44_length_94838_cov_14.304_ID_87-snap-gene-0.86&CDS=1-8043
734	OG0000734	YCR095C	snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.45&CDS=1-1293
735	OG0000735	YCR097W	genemark-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.12&CDS=1-885
736	OG0000736	YCR098C	maker-NODE_1_length_588352_cov_13.099_ID_1-snap-gene-4.81-mRNA-1_1&gene=maker-NODE_1_length_588352_cov_13.099_ID_1-snap-gene-4.81&CDS=1-3150
737	OG0000737	YDL001W	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-1.88&CDS=1-1452
738	OG0000738	YDL004W	maker-NODE_12_length_279119_cov_14.1565_ID_23-snap-gene-1.253-mRNA-1_1&gene=maker-NODE_12_length_279119_cov_14.1565_ID_23-snap-gene-1.253&CDS=1-468
739	OG0000739	YDL006W	genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.25&CDS=1-1164
740	OG0000740	YDL007W	genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.26&CDS=1-1320
741	OG0000741	YDL008W	snap_masked-NODE_41_length_97040_cov_14.4426_ID_81-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_41_length_97040_cov_14.4426_ID_81-processed-gene-0.52&CDS=1-351
742	OG0000742	YDL013W	snap_masked-NODE_26_length_148938_cov_14.7594_ID_51-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_26_length_148938_cov_14.7594_ID_51-processed-gene-0.65&CDS=1-1905
743	OG0000743	YDL014W	snap_masked-NODE_26_length_148938_cov_14.7594_ID_51-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_26_length_148938_cov_14.7594_ID_51-processed-gene-0.66&CDS=1-945
744	OG0000744	YDL015C	snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.73&CDS=1-948
745	OG0000745	YDL017W	snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-0.29&CDS=1-1797
746	OG0000746	YDL018C	snap_masked-NODE_76_length_38408_cov_16.0442_ID_151-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_76_length_38408_cov_16.0442_ID_151-processed-gene-0.15&CDS=1-642
747	OG0000747	YDL020C	snap_masked-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.12&CDS=1-1872
748	OG0000748	YDL022W	genemark-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.48&CDS=1-1320
749	OG0000749	YDL025C	snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.173&CDS=1-1707
750	OG0000750	YDL028C	snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.86&CDS=1-2112
751	OG0000751	YDL029W	snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.70&CDS=1-1164
752	OG0000752	YDL030W	snap_masked-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.122&CDS=1-1743
753	OG0000753	YDL031W	maker-NODE_2_length_426856_cov_13.6764_ID_3-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_2_length_426856_cov_13.6764_ID_3-augustus-gene-0.2&CDS=1-4665
754	OG0000754	YDL033C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.8&CDS=1-1299
755	OG0000755	YDL035C	snap_masked-NODE_22_length_166511_cov_14.8775_ID_43-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_22_length_166511_cov_14.8775_ID_43-processed-gene-0.45&CDS=1-2406
756	OG0000756	YDL040C	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.14&CDS=1-2310
757	OG0000757	YDL043C	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.232-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.232&CDS=1-654
758	OG0000758	YDL045C	snap_masked-NODE_41_length_97040_cov_14.4426_ID_81-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_41_length_97040_cov_14.4426_ID_81-processed-gene-0.10&CDS=1-999
759	OG0000759	YDL045W-A	snap_masked-NODE_68_length_43685_cov_12.8719_ID_135-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_68_length_43685_cov_12.8719_ID_135-processed-gene-0.43&CDS=1-273
760	OG0000760	YDL046W	snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.176&CDS=1-459
761	OG0000761	YDL051W	snap_masked-NODE_89_length_24783_cov_14.361_ID_177-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_89_length_24783_cov_14.361_ID_177-processed-gene-0.37&CDS=1-699
762	OG0000762	YDL052C	maker-NODE_46_length_93283_cov_13.2941_ID_91-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_46_length_93283_cov_13.2941_ID_91-augustus-gene-0.47&CDS=1-1350
763	OG0000763	YDL054C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.87&CDS=1-1452
764	OG0000764	YDL055C	snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.135&CDS=1-1086
765	OG0000765	YDL058W	maker-NODE_65_length_46641_cov_12.6516_ID_129-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_65_length_46641_cov_12.6516_ID_129-snap-gene-0.47&CDS=1-6345
766	OG0000766	YDL060W	maker-NODE_32_length_125017_cov_20.7924_ID_63-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_32_length_125017_cov_20.7924_ID_63-augustus-gene-0.9&CDS=1-3537
767	OG0000767	YDL063C	snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.48&CDS=1-1842
768	OG0000768	YDL064W	snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.21&CDS=1-480
769	OG0000769	YDL066W	snap_masked-NODE_62_length_56362_cov_14.0575_ID_123-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_62_length_56362_cov_14.0575_ID_123-processed-gene-0.23&CDS=1-1323
770	OG0000770	YDL067C	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.69&CDS=1-180
771	OG0000771	YDL072C	snap_masked-NODE_33_length_122929_cov_14.7081_ID_65-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_33_length_122929_cov_14.7081_ID_65-processed-gene-0.4&CDS=1-567
772	OG0000772	YDL074C	genemark-NODE_48_length_87780_cov_16.8063_ID_95-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_48_length_87780_cov_16.8063_ID_95-processed-gene-0.92&CDS=1-2166
773	OG0000773	YDL076C	snap_masked-NODE_33_length_122929_cov_14.7081_ID_65-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_33_length_122929_cov_14.7081_ID_65-processed-gene-0.6&CDS=1-666
774	OG0000774	YDL081C	snap_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.78&CDS=1-315
775	OG0000775	YDL084W	maker-NODE_6_length_336941_cov_13.1986_ID_11-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_6_length_336941_cov_13.1986_ID_11-snap-gene-1.3&CDS=1-1299
776	OG0000776	YDL087C	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.48&CDS=1-804
777	OG0000777	YDL090C	genemark-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-0.79&CDS=1-1701
778	OG0000778	YDL095W	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.130&CDS=1-2409
779	OG0000779	YDL097C	snap_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.91&CDS=1-1344
780	OG0000780	YDL098C	snap_masked-NODE_88_length_27557_cov_15.0037_ID_175-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_88_length_27557_cov_15.0037_ID_175-processed-gene-0.45&CDS=1-399
781	OG0000781	YDL101C	snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.33&CDS=1-1578
782	OG0000782	YDL102W	snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.179&CDS=1-3294
783	OG0000783	YDL103C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.11&CDS=1-1446
784	OG0000784	YDL104C	snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.99&CDS=1-1179
785	OG0000785	YDL105W	snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.125&CDS=1-1311
786	OG0000786	YDL106C	snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.126&CDS=1-2793
787	OG0000787	YDL107W	genemark-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-2.62&CDS=1-1209
788	OG0000788	YDL108W	genemark-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.78&CDS=1-891
789	OG0000789	YDL110C	snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.238-mRNA-1_1&gene=snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.238&CDS=1-420
790	OG0000790	YDL111C	genemark-NODE_89_length_24783_cov_14.361_ID_177-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_89_length_24783_cov_14.361_ID_177-processed-gene-0.15&CDS=1-882
791	OG0000791	YDL112W	genemark-NODE_89_length_24783_cov_14.361_ID_177-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_89_length_24783_cov_14.361_ID_177-processed-gene-0.21&CDS=1-4332
792	OG0000792	YDL113C	snap_masked-NODE_42_length_95905_cov_13.8637_ID_83-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_42_length_95905_cov_13.8637_ID_83-processed-gene-0.26&CDS=1-1644
793	OG0000793	YDL115C	snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.140&CDS=1-1119
794	OG0000794	YDL116W	augustus_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.40&CDS=1-2325
795	OG0000795	YDL117W	snap_masked-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.126&CDS=1-2265
796	OG0000796	YDL119C	snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.43&CDS=1-879
797	OG0000797	YDL120W	genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-0.39&CDS=1-594
798	OG0000798	YDL122W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.164&CDS=1-2154
799	OG0000799	YDL124W	snap_masked-NODE_72_length_41271_cov_26.8656_ID_143-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_72_length_41271_cov_26.8656_ID_143-processed-gene-0.4&CDS=1-942
800	OG0000800	YDL125C	maker-NODE_77_length_37524_cov_13.4899_ID_153-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_77_length_37524_cov_13.4899_ID_153-snap-gene-0.2&CDS=1-456
801	OG0000801	YDL126C	snap_masked-NODE_77_length_37524_cov_13.4899_ID_153-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_77_length_37524_cov_13.4899_ID_153-processed-gene-0.10&CDS=1-2487
802	OG0000802	YDL131W	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.151&CDS=1-1311
803	OG0000803	YDL132W	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.150&CDS=1-2364
804	OG0000804	YDL133W	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.149&CDS=1-1392
805	OG0000805	YDL134C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.185&CDS=1-1044
806	OG0000806	YDL135C	genemark-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.46&CDS=1-594
807	OG0000807	YDL139C	snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.207&CDS=1-597
808	OG0000808	YDL140C	snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.26&CDS=1-5301
809	OG0000809	YDL141W	snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.6&CDS=1-2004
810	OG0000810	YDL142C	genemark-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.103&CDS=1-1056
811	OG0000811	YDL143W	snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.4&CDS=1-1584
812	OG0000812	YDL145C	snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.22&CDS=1-4959
813	OG0000813	YDL146W	genemark-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-0.59&CDS=1-2469
814	OG0000814	YDL147W	snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-0.95&CDS=1-1326
815	OG0000815	YDL148C	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.5&CDS=1-2577
816	OG0000816	YDL149W	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.17&CDS=1-2883
817	OG0000817	YDL150W	snap_masked-NODE_87_length_28018_cov_15.8316_ID_173-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_87_length_28018_cov_15.8316_ID_173-processed-gene-0.11&CDS=1-1119
818	OG0000818	YDL153C	snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.3&CDS=1-462
819	OG0000819	YDL156W	genemark-NODE_48_length_87780_cov_16.8063_ID_95-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_48_length_87780_cov_16.8063_ID_95-processed-gene-0.83&CDS=1-1551
820	OG0000820	YDL157C	genemark-NODE_48_length_87780_cov_16.8063_ID_95-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_48_length_87780_cov_16.8063_ID_95-processed-gene-0.66&CDS=1-300
821	OG0000821	YDL159W	genemark-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.38&CDS=1-1659
822	OG0000822	YDL160C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.103&CDS=1-1302
823	OG0000823	YDL164C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.6&CDS=1-2220
824	OG0000824	YDL165W	snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.62&CDS=1-942
825	OG0000825	YDL166C	snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.36&CDS=1-549
826	OG0000826	YDL167C	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-2.10&CDS=1-2700
827	OG0000827	YDL168W	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.13&CDS=1-1143
828	OG0000828	YDL169C	snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.64&CDS=1-759
829	OG0000829	YDL171C	maker-NODE_71_length_41429_cov_21.1027_ID_141-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_71_length_41429_cov_21.1027_ID_141-snap-gene-0.0&CDS=1-6426
830	OG0000830	YDL177C	snap_masked-NODE_68_length_43685_cov_12.8719_ID_135-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_68_length_43685_cov_12.8719_ID_135-processed-gene-0.63&CDS=1-534
831	OG0000831	YDL178W	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.132&CDS=1-1572
832	OG0000832	YDL181W	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.186-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.186&CDS=1-240
833	OG0000833	YDL183C	genemark-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.49&CDS=1-1050
834	OG0000834	YDL185W	augustus_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.136&CDS=1-1896
835	OG0000835	YDL189W	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.184&CDS=1-2211
836	OG0000836	YDL190C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.146&CDS=1-3264
837	OG0000837	YDL193W	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.143&CDS=1-1116
838	OG0000838	YDL195W	snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.247-mRNA-1_1&gene=snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.247&CDS=1-3807
839	OG0000839	YDL198C	snap_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.100&CDS=1-894
840	OG0000840	YDL201W	snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.80&CDS=1-849
841	OG0000841	YDL205C	maker-NODE_1_length_588352_cov_13.099_ID_1-snap-gene-2.117-mRNA-1_1&gene=maker-NODE_1_length_588352_cov_13.099_ID_1-snap-gene-2.117&CDS=1-1077
842	OG0000842	YDL207W	augustus_masked-NODE_104_length_14029_cov_14.3005_ID_207-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_104_length_14029_cov_14.3005_ID_207-processed-gene-0.0&CDS=1-2223
843	OG0000843	YDL208W	genemark-NODE_105_length_12804_cov_14.6273_ID_209-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_105_length_12804_cov_14.6273_ID_209-processed-gene-0.18&CDS=1-450
844	OG0000844	YDL209C	snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.49&CDS=1-1014
