	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034654_Aciculoconidium_aculeatum
707	OG0000707	YCR016W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.4&CDS=1-858
708	OG0000708	YCR017C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.102&CDS=1-2916
709	OG0000709	YCR019W	augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-1.29&CDS=1-1011
710	OG0000710	YCR021C	augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.47&CDS=1-969
711	OG0000711	YCR024C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.16&CDS=1-1341
712	OG0000712	YCR027C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.102&CDS=1-534
713	OG0000713	YCR028C-A	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.0&CDS=1-387
714	OG0000714	YCR030C	augustus_masked-NODE_47_length_124665_cov_34.7406_ID_93-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_47_length_124665_cov_34.7406_ID_93-processed-gene-0.41&CDS=1-2919
715	OG0000715	YCR032W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.26&CDS=1-6396
716	OG0000716	YCR033W	augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.137&CDS=1-1911
717	OG0000717	YCR034W	augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.118&CDS=1-960
718	OG0000718	YCR035C	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.49&CDS=1-996
719	OG0000719	YCR036W	augustus_masked-NODE_82_length_53783_cov_30.2335_ID_163-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_82_length_53783_cov_30.2335_ID_163-processed-gene-0.5&CDS=1-954
720	OG0000720	YCR042C	augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.162&CDS=1-7278
721	OG0000721	YCR044C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.18&CDS=1-1194
722	OG0000722	YCR045C	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.14&CDS=1-1143
723	OG0000723	YCR046C	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.25&CDS=1-522
724	OG0000724	YCR047C	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.24&CDS=1-804
725	OG0000725	YCR051W	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-0.12&CDS=1-651
726	OG0000726	YCR053W	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-0.55&CDS=1-1482
727	OG0000727	YCR054C	augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-2.126&CDS=1-1392
728	OG0000728	YCR057C	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.17&CDS=1-2742
729	OG0000729	YCR059C	maker-NODE_7_length_403571_cov_37.4828_ID_13-augustus-gene-1.43-mRNA-1_1&gene=maker-NODE_7_length_403571_cov_37.4828_ID_13-augustus-gene-1.43&CDS=1-858
730	OG0000730	YCR061W	genemark-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.157&CDS=1-1752
731	OG0000731	YCR063W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.21&CDS=1-468
732	OG0000732	YCR065W	snap_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.135&CDS=1-1665
733	OG0000733	YCR066W	augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-0.25&CDS=1-1245
734	OG0000734	YCR068W	maker-NODE_16_length_320525_cov_33.7835_ID_31-augustus-gene-0.35-mRNA-1_1&gene=maker-NODE_16_length_320525_cov_33.7835_ID_31-augustus-gene-0.35&CDS=1-2733
735	OG0000735	YCR071C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.80&CDS=1-357
736	OG0000736	YCR072C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.36&CDS=1-1557
737	OG0000737	YCR077C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.78&CDS=1-2520
738	OG0000738	YCR079W	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-0.24&CDS=1-1326
739	OG0000739	YCR081W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.6&CDS=1-4437
740	OG0000740	YCR084C	augustus_masked-NODE_59_length_86289_cov_33.4173_ID_117-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_59_length_86289_cov_33.4173_ID_117-processed-gene-0.27&CDS=1-2187
741	OG0000741	YCR086W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.202&CDS=1-933
742	OG0000742	YCR087C-A	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.238&CDS=1-471
743	OG0000743	YCR088W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.251-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.251&CDS=1-2016
744	OG0000744	YCR090C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.145&CDS=1-483
745	OG0000745	YCR092C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-2.4&CDS=1-3093
746	OG0000746	YCR093W	snap_masked-NODE_66_length_77242_cov_31.4885_ID_131-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_66_length_77242_cov_31.4885_ID_131-processed-gene-0.29&CDS=1-6105
747	OG0000747	YCR095C	genemark-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.196&CDS=1-1323
748	OG0000748	YDL001W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.73&CDS=1-1293
749	OG0000749	YDL002C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.72&CDS=1-891
750	OG0000750	YDL003W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.230-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.230&CDS=1-1707
751	OG0000751	YDL004W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.191&CDS=1-483
752	OG0000752	YDL006W	augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.74&CDS=1-1038
753	OG0000753	YDL007W	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.233-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.233&CDS=1-1317
754	OG0000754	YDL008W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.234&CDS=1-405
755	OG0000755	YDL013W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.26&CDS=1-1203
756	OG0000756	YDL014W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-8.223-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-8.223&CDS=1-957
757	OG0000757	YDL015C	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-2.33&CDS=1-939
758	OG0000758	YDL017W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-2.20&CDS=1-1719
759	OG0000759	YDL018C	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-2.8&CDS=1-636
760	OG0000760	YDL020C	snap_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.86&CDS=1-1287
761	OG0000761	YDL022W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.17&CDS=1-1134
762	OG0000762	YDL025C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.81&CDS=1-1929
763	OG0000763	YDL028C	augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.7&CDS=1-2562
764	OG0000764	YDL029W	maker-NODE_69_length_72551_cov_34.0668_ID_137-augustus-gene-0.25-mRNA-1_1&gene=maker-NODE_69_length_72551_cov_34.0668_ID_137-augustus-gene-0.25&CDS=1-1176
765	OG0000765	YDL030W	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-0.30&CDS=1-1434
766	OG0000766	YDL031W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.7&CDS=1-2745
767	OG0000767	YDL033C	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-2.41&CDS=1-1185
768	OG0000768	YDL035C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.122&CDS=1-2235
769	OG0000769	YDL040C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-0.33&CDS=1-2256
770	OG0000770	YDL043C	augustus_masked-NODE_71_length_71194_cov_36.5473_ID_141-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_71_length_71194_cov_36.5473_ID_141-processed-gene-0.71&CDS=1-741
771	OG0000771	YDL044C	snap_masked-NODE_58_length_87538_cov_35.7527_ID_115-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_58_length_87538_cov_35.7527_ID_115-processed-gene-0.17&CDS=1-1260
772	OG0000772	YDL045C	maker-NODE_58_length_87538_cov_35.7527_ID_115-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_58_length_87538_cov_35.7527_ID_115-augustus-gene-0.72&CDS=1-786
773	OG0000773	YDL045W-A	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-4.23&CDS=1-2955
774	OG0000774	YDL046W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.83&CDS=1-594
775	OG0000775	YDL047W	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-0.9&CDS=1-942
776	OG0000776	YDL051W	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.0&CDS=1-897
777	OG0000777	YDL052C	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-1.146&CDS=1-1008
778	OG0000778	YDL054C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-4.3&CDS=1-1383
779	OG0000779	YDL055C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-3.13&CDS=1-1086
780	OG0000780	YDL056W	augustus_masked-NODE_100_length_33681_cov_32.4507_ID_199-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_100_length_33681_cov_32.4507_ID_199-processed-gene-0.30&CDS=1-2595
781	OG0000781	YDL057W	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.22&CDS=1-1932
782	OG0000782	YDL058W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.76&CDS=1-7098
783	OG0000783	YDL059C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.90&CDS=1-594
784	OG0000784	YDL060W	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.124&CDS=1-2298
785	OG0000785	YDL063C	augustus_masked-NODE_47_length_124665_cov_34.7406_ID_93-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_47_length_124665_cov_34.7406_ID_93-processed-gene-0.33&CDS=1-1800
786	OG0000786	YDL064W	augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.4&CDS=1-474
787	OG0000787	YDL065C	augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.2&CDS=1-915
788	OG0000788	YDL066W	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.2&CDS=1-1266
789	OG0000789	YDL067C	snap_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.137&CDS=1-180
790	OG0000790	YDL072C	augustus_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.70&CDS=1-582
791	OG0000791	YDL074C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-0.94&CDS=1-2055
792	OG0000792	YDL077C	augustus_masked-NODE_78_length_58240_cov_36.0146_ID_155-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_78_length_58240_cov_36.0146_ID_155-processed-gene-0.55&CDS=1-3261
793	OG0000793	YDL078C	augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.6&CDS=1-1035
794	OG0000794	YDL081C	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-1.39&CDS=1-312
795	OG0000795	YDL084W	maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-3.106-mRNA-1_1&gene=maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-3.106&CDS=1-1341
796	OG0000796	YDL086W	maker-NODE_4_length_483234_cov_34.9916_ID_7-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_4_length_483234_cov_34.9916_ID_7-augustus-gene-1.3&CDS=1-1848
797	OG0000797	YDL087C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-3.119&CDS=1-717
798	OG0000798	YDL090C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.22&CDS=1-1422
799	OG0000799	YDL091C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.53&CDS=1-1371
800	OG0000800	YDL092W	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.21&CDS=1-390
801	OG0000801	YDL095W	augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.43&CDS=1-2505
802	OG0000802	YDL097C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.59&CDS=1-1260
803	OG0000803	YDL098C	augustus_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.59&CDS=1-666
804	OG0000804	YDL100C	maker-NODE_4_length_483234_cov_34.9916_ID_7-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_4_length_483234_cov_34.9916_ID_7-augustus-gene-1.2&CDS=1-1209
805	OG0000805	YDL101C	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.155&CDS=1-1473
806	OG0000806	YDL103C	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.151&CDS=1-1404
807	OG0000807	YDL104C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-2.122&CDS=1-1194
808	OG0000808	YDL105W	genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-2.58&CDS=1-948
809	OG0000809	YDL106C	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.187&CDS=1-1425
810	OG0000810	YDL107W	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.186&CDS=1-1092
811	OG0000811	YDL108W	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.183&CDS=1-939
812	OG0000812	YDL110C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.60&CDS=1-429
813	OG0000813	YDL111C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.24&CDS=1-870
814	OG0000814	YDL112W	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.57&CDS=1-4110
815	OG0000815	YDL113C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.58&CDS=1-1890
816	OG0000816	YDL114W	augustus_masked-NODE_82_length_53783_cov_30.2335_ID_163-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_82_length_53783_cov_30.2335_ID_163-processed-gene-0.7&CDS=1-1086
817	OG0000817	YDL116W	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.26&CDS=1-2337
818	OG0000818	YDL117W	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.184&CDS=1-2793
819	OG0000819	YDL119C	maker-NODE_50_length_120741_cov_34.4772_ID_99-augustus-gene-0.142-mRNA-1_1&gene=maker-NODE_50_length_120741_cov_34.4772_ID_99-augustus-gene-0.142&CDS=1-2052
820	OG0000820	YDL120W	augustus_masked-NODE_85_length_47698_cov_32.9195_ID_169-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_85_length_47698_cov_32.9195_ID_169-processed-gene-0.18&CDS=1-519
821	OG0000821	YDL122W	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.177&CDS=1-2151
822	OG0000822	YDL125C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.245-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.245&CDS=1-465
823	OG0000823	YDL126C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.281-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.281&CDS=1-2502
824	OG0000824	YDL128W	augustus_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.34&CDS=1-1215
825	OG0000825	YDL131W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.41&CDS=1-1248
826	OG0000826	YDL132W	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.193-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.193&CDS=1-2310
