	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034748_Lipomyces_oligophaga
705	OG0000705	YCR092C	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-4.151-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-4.151&CDS=1-3162
706	OG0000706	YCR093W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-4.26-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-4.26&CDS=1-6036
707	OG0000707	YCR094W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.111-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.111&CDS=1-1218
708	OG0000708	YCR098C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.319-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.319&CDS=1-1425
709	OG0000709	YDL001W	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-3.4&CDS=1-1476
710	OG0000710	YDL002C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.23-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.23&CDS=1-957
711	OG0000711	YDL004W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-4.9-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-4.9&CDS=1-465
712	OG0000712	YDL006W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-18.38-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-18.38&CDS=1-2073
713	OG0000713	YDL007W	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-8.110-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-8.110&CDS=1-1326
714	OG0000714	YDL008W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.179-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.179&CDS=1-264
715	OG0000715	YDL014W	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-5.41&CDS=1-960
716	OG0000716	YDL017W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-5.64-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-5.64&CDS=1-1431
717	OG0000717	YDL020C	augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.5&CDS=1-2565
718	OG0000718	YDL028C	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-1.69-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-1.69&CDS=1-2472
719	OG0000719	YDL029W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-3.125&CDS=1-1164
720	OG0000720	YDL030W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.31-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.31&CDS=1-1494
721	OG0000721	YDL031W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-13.91-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-13.91&CDS=1-2835
722	OG0000722	YDL033C	genemark-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-0.95&CDS=1-1587
723	OG0000723	YDL035C	maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-4.188-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-4.188&CDS=1-1737
724	OG0000724	YDL036C	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.34&CDS=1-1350
725	OG0000725	YDL040C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-8.69-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-8.69&CDS=1-2088
726	OG0000726	YDL043C	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-0.11&CDS=1-693
727	OG0000727	YDL045C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-13.87-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-13.87&CDS=1-870
728	OG0000728	YDL046W	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-10.7&CDS=1-534
729	OG0000729	YDL047W	maker-NODE_16_length_50536_cov_25.5797_ID_31-snap-gene-0.74-mRNA-1_1&gene=maker-NODE_16_length_50536_cov_25.5797_ID_31-snap-gene-0.74&CDS=1-918
730	OG0000730	YDL051W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.46&CDS=1-987
731	OG0000731	YDL052C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-13.66-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-13.66&CDS=1-963
732	OG0000732	YDL054C	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.85&CDS=1-1491
733	OG0000733	YDL055C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.73-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.73&CDS=1-1092
734	OG0000734	YDL058W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-12.54-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-12.54&CDS=1-3408
735	OG0000735	YDL060W	maker-NODE_10_length_547460_cov_24.7089_ID_19-augustus-gene-3.111-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-augustus-gene-3.111&CDS=1-2310
736	OG0000736	YDL063C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-4.168-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-4.168&CDS=1-1848
737	OG0000737	YDL064W	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.47&CDS=1-474
738	OG0000738	YDL065C	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-7.76&CDS=1-999
739	OG0000739	YDL072C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-8.155-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-8.155&CDS=1-627
740	OG0000740	YDL074C	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-2.104&CDS=1-2064
741	OG0000741	YDL076C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.203-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.203&CDS=1-2508
742	OG0000742	YDL077C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.293-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.293&CDS=1-3606
743	OG0000743	YDL081C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.51-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.51&CDS=1-324
744	OG0000744	YDL084W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-5.41-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-5.41&CDS=1-1332
745	OG0000745	YDL086W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-7.72-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-7.72&CDS=1-807
746	OG0000746	YDL087C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-4.96&CDS=1-921
747	OG0000747	YDL089W	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-6.57-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-6.57&CDS=1-1164
748	OG0000748	YDL091C	maker-NODE_11_length_459259_cov_25.0738_ID_21-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-snap-gene-0.94&CDS=1-1671
749	OG0000749	YDL095W	genemark-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.23-mRNA-1_1&gene=genemark-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.23&CDS=1-2277
750	OG0000750	YDL098C	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.87&CDS=1-651
751	OG0000751	YDL100C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-11.130-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-11.130&CDS=1-1038
752	OG0000752	YDL102W	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-4.157-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-4.157&CDS=1-3240
753	OG0000753	YDL103C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.283-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.283&CDS=1-1455
754	OG0000754	YDL104C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-11.91-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-11.91&CDS=1-1308
755	OG0000755	YDL105W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-17.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-17.93&CDS=1-1077
756	OG0000756	YDL111C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.107-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.107&CDS=1-831
757	OG0000757	YDL112W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-15.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-15.92&CDS=1-4146
758	OG0000758	YDL113C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-3.40-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-3.40&CDS=1-1881
759	OG0000759	YDL116W	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.127&CDS=1-2478
760	OG0000760	YDL117W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-8.170-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-8.170&CDS=1-2937
761	OG0000761	YDL119C	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-3.107&CDS=1-1011
762	OG0000762	YDL120W	maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-4.201-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-4.201&CDS=1-540
763	OG0000763	YDL124W	augustus_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.132&CDS=1-870
764	OG0000764	YDL125C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-3.140-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-3.140&CDS=1-474
765	OG0000765	YDL126C	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-5.89-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-5.89&CDS=1-2454
766	OG0000766	YDL128W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.12-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.12&CDS=1-1338
767	OG0000767	YDL131W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-4.135&CDS=1-1344
768	OG0000768	YDL133W	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-1.145-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-1.145&CDS=1-1557
769	OG0000769	YDL134C	maker-NODE_9_length_547499_cov_24.6718_ID_17-augustus-gene-4.97-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-augustus-gene-4.97&CDS=1-1026
770	OG0000770	YDL135C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.182&CDS=1-612
771	OG0000771	YDL137W	augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.15&CDS=1-543
772	OG0000772	YDL140C	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.133&CDS=1-5217
773	OG0000773	YDL141W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-8.103&CDS=1-2067
774	OG0000774	YDL142C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-1.129-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-1.129&CDS=1-852
775	OG0000775	YDL143W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-0.83&CDS=1-1596
776	OG0000776	YDL144C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-5.138-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-5.138&CDS=1-2277
777	OG0000777	YDL145C	maker-NODE_7_length_759464_cov_25.2552_ID_13-augustus-gene-1.46-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-augustus-gene-1.46&CDS=1-3639
778	OG0000778	YDL146W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-12.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-12.55&CDS=1-1434
779	OG0000779	YDL147W	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.66-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.66&CDS=1-1314
780	OG0000780	YDL148C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.71-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.71&CDS=1-2451
781	OG0000781	YDL149W	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-5.176&CDS=1-2295
782	OG0000782	YDL153C	augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.68&CDS=1-1818
783	OG0000783	YDL156W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-9.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-9.110&CDS=1-1605
784	OG0000784	YDL160C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-5.2-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-5.2&CDS=1-1449
785	OG0000785	YDL164C	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-13.78-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-13.78&CDS=1-2448
786	OG0000786	YDL165W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-16.119-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-16.119&CDS=1-1353
787	OG0000787	YDL166C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-0.31&CDS=1-531
788	OG0000788	YDL167C	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-14.53-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-14.53&CDS=1-1515
789	OG0000789	YDL168W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.41-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.41&CDS=1-1137
790	OG0000790	YDL171C	snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.129&CDS=1-6480
791	OG0000791	YDL178W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-3.2&CDS=1-1602
792	OG0000792	YDL183C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-1.170-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-1.170&CDS=1-867
793	OG0000793	YDL185W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-7.128-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-7.128&CDS=1-1842
794	OG0000794	YDL190C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.64-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.64&CDS=1-3264
795	OG0000795	YDL193W	maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-1.63-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-1.63&CDS=1-969
796	OG0000796	YDL195W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-5.125-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-5.125&CDS=1-3966
797	OG0000797	YDL198C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-8.171-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-8.171&CDS=1-918
798	OG0000798	YDL201W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-2.58-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-2.58&CDS=1-897
799	OG0000799	YDL202W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.92&CDS=1-741
800	OG0000800	YDL205C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-8.14-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-8.14&CDS=1-960
801	OG0000801	YDL206W	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-12.143-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-12.143&CDS=1-2994
802	OG0000802	YDL207W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.278-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.278&CDS=1-1728
803	OG0000803	YDL208W	maker-NODE_12_length_340936_cov_24.8538_ID_23-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_12_length_340936_cov_24.8538_ID_23-snap-gene-2.95&CDS=1-576
804	OG0000804	YDL209C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-15.91-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-15.91&CDS=1-1005
805	OG0000805	YDL213C	snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-2.141&CDS=1-753
806	OG0000806	YDL215C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-1.10-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-1.10&CDS=1-3168
807	OG0000807	YDL217C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.31&CDS=1-627
808	OG0000808	YDL219W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-2.58-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-2.58&CDS=1-519
809	OG0000809	YDL226C	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.119&CDS=1-1233
810	OG0000810	YDL230W	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.239-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.239&CDS=1-1038
811	OG0000811	YDL234C	snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-1.15&CDS=1-2244
812	OG0000812	YDL235C	maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-3.4&CDS=1-417
813	OG0000813	YDL236W	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-2.33&CDS=1-903
814	OG0000814	YDL237W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-3.148-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-3.148&CDS=1-915
815	OG0000815	YDL238C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.45-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.45&CDS=1-1350
816	OG0000816	YDL240W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-11.97-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-11.97&CDS=1-3954
817	OG0000817	YDR001C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.51-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.51&CDS=1-2232
818	OG0000818	YDR002W	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.64-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.64&CDS=1-648
819	OG0000819	YDR005C	maker-NODE_13_length_191982_cov_25.1951_ID_25-augustus-gene-0.292-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-augustus-gene-0.292&CDS=1-792
820	OG0000820	YDR006C	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-5.85-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-5.85&CDS=1-2511
821	OG0000821	YDR007W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-8.96&CDS=1-720
822	OG0000822	YDR013W	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-2.23&CDS=1-603
823	OG0000823	YDR016C	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-5.169-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-5.169&CDS=1-291
824	OG0000824	YDR017C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-5.91-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-5.91&CDS=1-2652
825	OG0000825	YDR023W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-21.159-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-21.159&CDS=1-1398
826	OG0000826	YDR026C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-4.107&CDS=1-1347
