	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041693_Debaryomyces_nepalensis
188	OG0000188	YCL011C, YNL004W	maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-8.172-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-8.172&CDS=1-1305
189	OG0000189	YCL035C, YDR513W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-0.133&CDS=1-339
190	OG0000190	YCL037C, YDR515W	snap_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.20-mRNA-1_1&gene=snap_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.20&CDS=1-1038
191	OG0000191	YCL040W, YDR516C	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.150&CDS=1-1428
192	OG0000192	YCL048W, YDR522C	snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.120&CDS=1-1335
193	OG0000193	YCL050C, YDR530C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-7.70&CDS=1-945
194	OG0000194	YCL051W, YDR528W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-7.69&CDS=1-2055
195	OG0000195	YCR010C, YNR002C	snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.2&CDS=1-783
196	OG0000196	YCR026C, YEL016C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.57&CDS=1-2160
197	OG0000197	YCR031C, YJL191W	snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-12.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-12.28&CDS=1-411
198	OG0000198	YCR048W, YNR019W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-2.33&CDS=1-4956
199	OG0000199	YCR067C, YNR026C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.61&CDS=1-3267
200	OG0000200	YCR073C, YNR031C	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-1.118&CDS=1-4284
201	OG0000201	YCR073W-A, YNR034W	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.129&CDS=1-954
202	OG0000202	YCR091W, YNR047W	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.71&CDS=1-2472
203	OG0000203	YCR102C, YLR460C, YNL134C	
204	OG0000204	YCR105W, YMR318C	augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.22&CDS=1-1083
205	OG0000205	YDL022W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.119&CDS=1-1107, augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.62&CDS=1-1167
206	OG0000206	YDL042C, YOL068C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.0&CDS=1-1662
207	OG0000207	YDL048C, YLR375W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.69&CDS=1-936
208	OG0000208	YDL049C, YJL174W	genemark-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.213-mRNA-1_1&gene=genemark-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.213&CDS=1-756
209	OG0000209	YDL057W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.149&CDS=1-1923, augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-0.14&CDS=1-1788
210	OG0000210	YDL061C, YLR388W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-5.87&CDS=1-252
211	OG0000211	YDL075W, YLR406C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.57&CDS=1-339
212	OG0000212	YDL078C	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.182&CDS=1-1011, augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.90&CDS=1-1035
213	OG0000213	YDL082W, YMR142C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.163&CDS=1-606
214	OG0000214	YDL083C, YMR143W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.141&CDS=1-426
215	OG0000215	YDL109C, YGL144C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-16.41&CDS=1-2397
216	OG0000216	YDL127W, YDL179W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-11.98&CDS=1-894
217	OG0000217	YDL131W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.67&CDS=1-1260, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.100&CDS=1-1317
218	OG0000218	YDL136W, YDL191W	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.56&CDS=1-360
219	OG0000219	YDL161W, YLR206W	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.107&CDS=1-1455
220	OG0000220	YDL174C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-7.62&CDS=1-1698, augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.142&CDS=1-1836
221	OG0000221	YDL224C, YNL197C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-6.42&CDS=1-1614
222	OG0000222	YDL229W, YNL209W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-5.58&CDS=1-1839
223	OG0000223	YDR017C	maker-NODE_4_length_882405_cov_13.2916_ID_4850-snap-gene-7.295-mRNA-1_1&gene=maker-NODE_4_length_882405_cov_13.2916_ID_4850-snap-gene-7.295&CDS=1-2478, snap_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.281-mRNA-1_1&gene=snap_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.281&CDS=1-315
224	OG0000224	YDR066C, YER139C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.114&CDS=1-813
225	OG0000225	YDR072C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-1.13&CDS=1-1242, genemark-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-7.49-mRNA-1_1&gene=genemark-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-7.49&CDS=1-1158
226	OG0000226	YDR099W, YER177W	snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.20&CDS=1-765
227	OG0000227	YDR107C, YLR083C	genemark-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.111-mRNA-1_1&gene=genemark-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.111&CDS=1-1908
228	OG0000228	YDR111C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-1.32&CDS=1-1467, augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.137&CDS=1-1497
229	OG0000229	YDR122W, YLR096W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.53&CDS=1-3882
230	OG0000230	YDR132C, YLR108C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.66&CDS=1-1341
231	OG0000231	YDR146C, YLR131C	maker-NODE_12_length_401645_cov_13.8051_ID_2448-snap-gene-1.7-mRNA-1_1&gene=maker-NODE_12_length_401645_cov_13.8051_ID_2448-snap-gene-1.7&CDS=1-2121
232	OG0000232	YDR151C, YLR136C	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-0.121&CDS=1-819
233	OG0000233	YDR178W, YLR164W	maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-12.7-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-12.7&CDS=1-1827
234	OG0000234	YDR206W, YLR233C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.145&CDS=1-2886
235	OG0000235	YDR251W, YPL032C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.163&CDS=1-2928
236	OG0000236	YDR253C, YPL038W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.61&CDS=1-1131
237	OG0000237	YDR259C, YOR028C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-8.7&CDS=1-801
238	OG0000238	YDR263C, YOR033C	snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.132&CDS=1-2106
239	OG0000239	YDR272W, YOR040W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.219-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.219&CDS=1-765
240	OG0000240	YDR277C, YOR047C	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-7.149&CDS=1-1029
241	OG0000241	YDR300C, YHR033W	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.335-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.335&CDS=1-1266
242	OG0000242	YDR312W, YHR066W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.161&CDS=1-1251
243	OG0000243	YDR348C, YHR097C	maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-1.152-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-1.152&CDS=1-1491
244	OG0000244	YDR351W, YHR103W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-1.29&CDS=1-2541
245	OG0000245	YDR379W, YOR127W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.56&CDS=1-3708
246	OG0000246	YDR385W, YOR133W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.87&CDS=1-2526
247	OG0000247	YDR389W, YOR134W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-9.142&CDS=1-1896
248	OG0000248	YDR409W, YOR156C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-6.100&CDS=1-2868
249	OG0000249	YDR418W, YEL054C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.92&CDS=1-495
250	OG0000250	YDR447C, YML024W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-11.81&CDS=1-411
251	OG0000251	YDR450W, YML026C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.60&CDS=1-435
252	OG0000252	YDR451C, YML027W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.80&CDS=1-1308
253	OG0000253	YDR453C, YML028W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-8.120&CDS=1-588
254	OG0000254	YDR458C, YML034W	maker-NODE_2_length_1047957_cov_13.0036_ID_1457-augustus-gene-5.147-mRNA-1_1&gene=maker-NODE_2_length_1047957_cov_13.0036_ID_1457-augustus-gene-5.147&CDS=1-2586
255	OG0000255	YDR471W, YHR010W	maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-7.98-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-7.98&CDS=1-408
256	OG0000256	YDR490C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.56&CDS=1-2598, augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.42&CDS=1-3171
257	OG0000257	YDR492W, YOL002C	augustus_masked-NODE_20_length_47766_cov_12.4286_ID_3312-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_20_length_47766_cov_12.4286_ID_3312-processed-gene-0.46&CDS=1-3291
258	OG0000258	YDR497C, YOL103W	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.66&CDS=1-1668
259	OG0000259	YDR500C, YLR185W	genemark-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.53&CDS=1-261
260	OG0000260	YDR501W, YLR183C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.26&CDS=1-1656
261	OG0000261	YDR505C, YLR177W	maker-NODE_2_length_1047957_cov_13.0036_ID_1457-augustus-gene-2.91-mRNA-1_1&gene=maker-NODE_2_length_1047957_cov_13.0036_ID_1457-augustus-gene-2.91&CDS=1-2199
262	OG0000262	YDR536W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.24&CDS=1-1650, augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-3.153&CDS=1-1683
263	OG0000263	YEL006W, YIL006W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.120&CDS=1-1155
264	OG0000264	YEL022W, YJR031C	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.1&CDS=1-4599
265	OG0000265	YEL034W, YJR047C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.57&CDS=1-465
266	OG0000266	YEL039C, YJR048W	maker-NODE_9_length_569813_cov_13.4912_ID_3159-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_9_length_569813_cov_13.4912_ID_3159-snap-gene-4.1&CDS=1-2175
267	OG0000267	YEL046C	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.7&CDS=1-1122, maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-17.3-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-17.3&CDS=1-1968
268	OG0000268	YEL047C, YJR051W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.86&CDS=1-1956
269	OG0000269	YEL060C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-0.117&CDS=1-1416, augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-3.41&CDS=1-1653
270	OG0000270	YEL066W, YPR193C	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.66&CDS=1-453
271	OG0000271	YER013W, YKR086W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.13&CDS=1-3441
272	OG0000272	YER019C-A, YER087C-B	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.55&CDS=1-276
273	OG0000273	YER031C, YGL210W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.67&CDS=1-660
274	OG0000274	YER037W, YGL224C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.40&CDS=1-849
275	OG0000275	YER045C, YIL036W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.70&CDS=1-1176
276	OG0000276	YER054C, YIL045W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-3.21&CDS=1-1878
277	OG0000277	YER056C-A, YIL052C	maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-4.106-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-4.106&CDS=1-366
278	OG0000278	YER057C, YIL051C	maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-4.105-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-4.105&CDS=1-423
279	OG0000279	YER059W, YIL050W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.28&CDS=1-1722
280	OG0000280	YER064C, YIL056W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.189-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.189&CDS=1-1656
281	OG0000281	YER066W, YFL009W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-7.55&CDS=1-2280
282	OG0000282	YER067W, YIL057C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-1.139&CDS=1-594
283	OG0000283	YER073W	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.181&CDS=1-2358, maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-3.177-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-3.177&CDS=1-1941
284	OG0000284	YER131W, YGL189C	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.33&CDS=1-357
285	OG0000285	YER166W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.130&CDS=1-5106, augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-3.42&CDS=1-4578
286	OG0000286	YFL004W, YPL019C	maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-5.61-mRNA-1_1&gene=maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-5.61&CDS=1-2904
287	OG0000287	YFL034C-A, YLR061W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.154&CDS=1-360
288	OG0000288	YFL048C, YLR080W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-3.144&CDS=1-1488
289	OG0000289	YFL050C, YOL130W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-0.44&CDS=1-2763
