	OrthologID	Candida_auris	Saccharomyces_cerevisiae
191	OG0000191	snap_masked-LGST01000009.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.4&CDS=1-774	YGR248W, YHR163W
192	OG0000192	maker-LGST01000009.1-snap-gene-0.98-mRNA-1_1&gene=maker-LGST01000009.1-snap-gene-0.98&CDS=1-1254	YBL003C, YDR225W
193	OG0000193	snap_masked-LGST01000009.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.10&CDS=1-390	YBL002W, YDR224C
194	OG0000194	snap_masked-LGST01000009.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.16&CDS=1-813	YHR198C, YHR199C
195	OG0000195	snap_masked-LGST01000009.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-0.46&CDS=1-1725, snap_masked-LGST01000058.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LGST01000058.1-processed-gene-0.61&CDS=1-1863	YBR043C
196	OG0000196	genemark-LGST01000009.1-processed-gene-1.83-mRNA-1_1&gene=genemark-LGST01000009.1-processed-gene-1.83&CDS=1-1730	YLL012W, YLR020C
197	OG0000197	snap_masked-LGST01000009.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.40&CDS=1-807	YJL133W, YKR052C
198	OG0000198	snap_masked-LGST01000009.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.14&CDS=1-3135	YGL049C, YGR162W
199	OG0000199	snap_masked-LGST01000009.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.25&CDS=1-4218	YCR073C, YNR031C
200	OG0000200	genemark-LGST01000009.1-processed-gene-1.94-mRNA-1_1&gene=genemark-LGST01000009.1-processed-gene-1.94&CDS=1-2388, snap_masked-LGST01000039.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000039.1-processed-gene-0.17&CDS=1-2865	YOR270C
201	OG0000201	snap_masked-LGST01000009.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.30&CDS=1-564	YGR038W, YLR350W
202	OG0000202	snap_masked-LGST01000009.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.32&CDS=1-1416	YCL040W, YDR516C
203	OG0000203	genemark-LGST01000009.1-processed-gene-1.135-mRNA-1_1&gene=genemark-LGST01000009.1-processed-gene-1.135&CDS=1-516	YMR242C, YOR312C
204	OG0000204	snap_masked-LGST01000009.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-LGST01000009.1-processed-gene-1.74&CDS=1-2412	YBR089C-A, YPR052C
205	OG0000205	maker-LGST01000011.1-snap-gene-0.149-mRNA-1_1&gene=maker-LGST01000011.1-snap-gene-0.149&CDS=1-2154	YMR237W, YOR299W
206	OG0000206	snap_masked-LGST01000011.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LGST01000011.1-processed-gene-0.9&CDS=1-765	YDR272W, YOR040W
207	OG0000207	snap_masked-LGST01000011.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LGST01000011.1-processed-gene-0.41&CDS=1-1005, snap_masked-LGST01000016.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-0.46&CDS=1-1029	YDL078C
208	OG0000208	snap_masked-LGST01000011.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LGST01000011.1-processed-gene-0.14&CDS=1-2457	YBR001C, YDR001C
209	OG0000209	snap_masked-LGST01000012.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LGST01000012.1-processed-gene-0.39&CDS=1-897	YLR270W, YOR173W
210	OG0000210	maker-LGST01000012.1-snap-gene-0.3-mRNA-1_1&gene=maker-LGST01000012.1-snap-gene-0.3&CDS=1-297	YMR194W, YPL249C-A
211	OG0000211	snap_masked-LGST01000012.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-LGST01000012.1-processed-gene-0.63&CDS=1-2769	YJL098W, YKR028W
212	OG0000212	snap_masked-LGST01000012.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LGST01000012.1-processed-gene-0.52&CDS=1-2226	YCR026C, YEL016C
213	OG0000213	snap_masked-LGST01000013.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LGST01000013.1-processed-gene-0.33&CDS=1-1779	YBR021W, YIR028W
214	OG0000214	augustus_masked-LGST01000013.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-LGST01000013.1-processed-gene-0.108&CDS=1-2820, maker-LGST01000048.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LGST01000048.1-augustus-gene-0.1&CDS=1-3639	YPR003C
215	OG0000215	snap_masked-LGST01000013.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LGST01000013.1-processed-gene-0.40&CDS=1-708	YBR181C, YPL090C
216	OG0000216	snap_masked-LGST01000013.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LGST01000013.1-processed-gene-0.21&CDS=1-2727	YDR206W, YLR233C
217	OG0000217	augustus_masked-LGST01000022.1-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-LGST01000022.1-processed-gene-0.217&CDS=1-1851, snap_masked-LGST01000016.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-0.68&CDS=1-1560	YGL160W
218	OG0000218	snap_masked-LGST01000016.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-1.42&CDS=1-1500, snap_masked-LGST01000019.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.14&CDS=1-1410	YGR019W
219	OG0000219	snap_masked-LGST01000016.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-1.46&CDS=1-1152, snap_masked-LGST01000034.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-LGST01000034.1-processed-gene-0.94&CDS=1-1110	YDL022W
220	OG0000220	maker-LGST01000016.1-snap-gene-1.38-mRNA-1_1&gene=maker-LGST01000016.1-snap-gene-1.38&CDS=1-780	YMR233W, YOR295W
221	OG0000221	snap_masked-LGST01000016.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-2.60&CDS=1-414	YER057C, YIL051C
222	OG0000222	snap_masked-LGST01000016.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-2.61&CDS=1-345	YER056C-A, YIL052C
223	OG0000223	genemark-LGST01000016.1-processed-gene-2.124-mRNA-1_1&gene=genemark-LGST01000016.1-processed-gene-2.124&CDS=1-1875	YER059W, YIL050W
224	OG0000224	snap_masked-LGST01000016.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-2.87&CDS=1-1371, snap_masked-LGST01000051.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LGST01000051.1-processed-gene-0.89&CDS=1-1569	YDL020C
225	OG0000225	snap_masked-LGST01000016.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-3.91&CDS=1-3282	YJL105W, YKR029C
226	OG0000226	snap_masked-LGST01000016.1-processed-gene-3.93-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-3.93&CDS=1-2619	YJL082W, YKR018C
227	OG0000227	snap_masked-LGST01000016.1-processed-gene-3.94-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-3.94&CDS=1-1089	YBR031W, YDR012W
228	OG0000228	maker-LGST01000016.1-augustus-gene-3.48-mRNA-1_1&gene=maker-LGST01000016.1-augustus-gene-3.48&CDS=1-5274	YEL022W, YJR031C
229	OG0000229	snap_masked-LGST01000016.1-processed-gene-4.39-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-4.39&CDS=1-4035	YLL016W, YLR310C
230	OG0000230	augustus_masked-LGST01000016.1-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-LGST01000016.1-processed-gene-4.8&CDS=1-201	YLR264W, YOR167C
231	OG0000231	snap_masked-LGST01000016.1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-4.55&CDS=1-435	YDR450W, YML026C
232	OG0000232	snap_masked-LGST01000016.1-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-5.98&CDS=1-594	YDL082W, YMR142C
233	OG0000233	snap_masked-LGST01000016.1-processed-gene-5.83-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-5.83&CDS=1-426	YDL083C, YMR143W
234	OG0000234	augustus_masked-LGST01000016.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-LGST01000016.1-processed-gene-5.32&CDS=1-4815	YLR450W, YML075C
235	OG0000235	snap_masked-LGST01000016.1-processed-gene-6.147-mRNA-1_1&gene=snap_masked-LGST01000016.1-processed-gene-6.147&CDS=1-1305	YGR141W, YPR157W
236	OG0000236	augustus_masked-LGST01000017.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LGST01000017.1-processed-gene-0.13&CDS=1-465	YBR048W, YDR025W
237	OG0000237	augustus_masked-LGST01000017.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LGST01000017.1-processed-gene-0.30&CDS=1-636	YBR014C, YDL010W
238	OG0000238	snap_masked-LGST01000017.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-0.68&CDS=1-1653	YIR031C, YNL117W
239	OG0000239	snap_masked-LGST01000017.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-0.48&CDS=1-1590	YDL042C, YOL068C
240	OG0000240	snap_masked-LGST01000017.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-0.54&CDS=1-1884	YBR238C, YGL107C
241	OG0000241	snap_masked-LGST01000017.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.79&CDS=1-3483	YAL017W, YOL045W
242	OG0000242	snap_masked-LGST01000017.1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.127&CDS=1-279	YGR008C, YLR327C
243	OG0000243	snap_masked-LGST01000017.1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.132&CDS=1-2004	YIL131C, YNL068C
244	OG0000244	genemark-LGST01000041.1-processed-gene-7.141-mRNA-1_1&gene=genemark-LGST01000041.1-processed-gene-7.141&CDS=1-2166, snap_masked-LGST01000017.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.103&CDS=1-2370	YBL011W
245	OG0000245	snap_masked-LGST01000017.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.105&CDS=1-2277	YKL050C, YMR031C
246	OG0000246	snap_masked-LGST01000017.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.140&CDS=1-1485, snap_masked-LGST01000069.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LGST01000069.1-processed-gene-0.7&CDS=1-717	YKL043W
247	OG0000247	snap_masked-LGST01000017.1-processed-gene-1.111-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.111&CDS=1-1791	YGR092W, YPR111W
248	OG0000248	snap_masked-LGST01000017.1-processed-gene-1.118-mRNA-1_1&gene=snap_masked-LGST01000017.1-processed-gene-1.118&CDS=1-897	YBR104W, YPR058W
249	OG0000249	augustus_masked-LGST01000019.1-processed-gene-1.224-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.224&CDS=1-1650, snap_masked-LGST01000018.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.27&CDS=1-1659	YMR307W
250	OG0000250	snap_masked-LGST01000018.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.3&CDS=1-447	YIL111W, YNL052W
251	OG0000251	genemark-LGST01000018.1-processed-gene-1.81-mRNA-1_1&gene=genemark-LGST01000018.1-processed-gene-1.81&CDS=1-1461	YLR260W, YOR171C
252	OG0000252	snap_masked-LGST01000018.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.36&CDS=1-1401	YER081W, YIL074C
253	OG0000253	snap_masked-LGST01000018.1-processed-gene-1.18-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.18&CDS=1-1185	YDL088C, YMR153W
254	OG0000254	snap_masked-LGST01000018.1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.84&CDS=1-861	YDL127W, YDL179W
255	OG0000255	augustus_masked-LGST01000018.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-2.118&CDS=1-411	YDR447C, YML024W
256	OG0000256	snap_masked-LGST01000018.1-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.97&CDS=1-1863, snap_masked-LGST01000041.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.66&CDS=1-1917	YDL057W
257	OG0000257	augustus_masked-LGST01000018.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.9&CDS=1-3573	YGL084C, YPL189W
258	OG0000258	maker-LGST01000018.1-augustus-gene-3.3-mRNA-1_1&gene=maker-LGST01000018.1-augustus-gene-3.3&CDS=1-1659	YCL011C, YNL004W
259	OG0000259	snap_masked-LGST01000018.1-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.74&CDS=1-1560	YGR197C, YJR015W
260	OG0000260	augustus_masked-LGST01000018.1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.39&CDS=1-3198	YBR189W, YPL081W
261	OG0000261	snap_masked-LGST01000018.1-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.52&CDS=1-564	YNL096C, YOR096W
262	OG0000262	maker-LGST01000018.1-augustus-gene-4.156-mRNA-1_1&gene=maker-LGST01000018.1-augustus-gene-4.156&CDS=1-2940	YDR497C, YOL103W
263	OG0000263	snap_masked-LGST01000018.1-processed-gene-4.91-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.91&CDS=1-531	YKL141W, YMR118C
264	OG0000264	snap_masked-LGST01000018.1-processed-gene-4.77-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.77&CDS=1-357	YER131W, YGL189C
265	OG0000265	snap_masked-LGST01000018.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.81&CDS=1-3288	YDR379W, YOR127W
266	OG0000266	snap_masked-LGST01000019.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.35&CDS=1-318	YHR141C, YNL162W
267	OG0000267	augustus_masked-LGST01000019.1-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.200&CDS=1-2313, snap_masked-LGST01000058.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LGST01000058.1-processed-gene-0.70&CDS=1-2967	YBR276C
268	OG0000268	snap_masked-LGST01000019.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.21&CDS=1-1413	YEL047C, YJR051W
269	OG0000269	snap_masked-LGST01000019.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.23&CDS=1-1257	YOR237W, YPL145C
270	OG0000270	snap_masked-LGST01000019.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.24&CDS=1-321	YOR234C, YPL143W
271	OG0000271	augustus_masked-LGST01000019.1-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.180&CDS=1-1407	YOR231W, YPL140C
272	OG0000272	snap_masked-LGST01000019.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.71&CDS=1-2256, snap_masked-LGST01000026.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-LGST01000026.1-processed-gene-0.105&CDS=1-1869	YLR098C
273	OG0000273	snap_masked-LGST01000019.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.72&CDS=1-1941, snap_masked-LGST01000029.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LGST01000029.1-processed-gene-0.86&CDS=1-1914	YNL101W
274	OG0000274	snap_masked-LGST01000020.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-0.59&CDS=1-858	YLL053C, YPR192W
275	OG0000275	snap_masked-LGST01000020.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-1.49&CDS=1-381	YGR034W, YLR344W
276	OG0000276	maker-LGST01000040.1-augustus-gene-3.144-mRNA-1_1&gene=maker-LGST01000040.1-augustus-gene-3.144&CDS=1-2067, snap_masked-LGST01000020.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-1.59&CDS=1-1011	YDL144C
277	OG0000277	snap_masked-LGST01000020.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-2.60&CDS=1-2442	YBR294W, YLR092W
278	OG0000278	snap_masked-LGST01000020.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-2.61&CDS=1-1188	YJL138C, YKR059W
279	OG0000279	snap_masked-LGST01000020.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-2.99&CDS=1-1029	YAL034C, YOR338W
280	OG0000280	snap_masked-LGST01000020.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-2.80&CDS=1-1827	YHR117W, YNL121C
281	OG0000281	snap_masked-LGST01000020.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LGST01000020.1-processed-gene-2.82&CDS=1-1191	YHR123W, YNL130C
282	OG0000282	augustus_masked-LGST01000020.1-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-LGST01000020.1-processed-gene-2.179&CDS=1-3513	YDR409W, YOR156C
283	OG0000283	snap_masked-LGST01000021.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-0.80&CDS=1-588	YDR453C, YML028W
284	OG0000284	snap_masked-LGST01000021.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-0.62&CDS=1-681	YDR185C, YLR168C
285	OG0000285	snap_masked-LGST01000021.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-0.71&CDS=1-1647	YDR200C, YLR238W
286	OG0000286	maker-LGST01000021.1-augustus-gene-0.137-mRNA-1_1&gene=maker-LGST01000021.1-augustus-gene-0.137&CDS=1-1746	YDR358W, YHR108W
287	OG0000287	maker-LGST01000057.1-snap-gene-0.2-mRNA-1_1&gene=maker-LGST01000057.1-snap-gene-0.2&CDS=1-390, snap_masked-LGST01000021.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-1.97&CDS=1-390	YJL190C
288	OG0000288	snap_masked-LGST01000021.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-1.101&CDS=1-1425, snap_masked-LGST01000066.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-LGST01000066.1-processed-gene-1.10&CDS=1-1389	YBR028C
289	OG0000289	augustus_masked-LGST01000021.1-processed-gene-2.213-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.213&CDS=1-2853, snap_masked-LGST01000027.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LGST01000027.1-processed-gene-1.82&CDS=1-1545	YJL068C
290	OG0000290	snap_masked-LGST01000021.1-processed-gene-2.16-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.16&CDS=1-309	YGR209C, YLR043C
291	OG0000291	snap_masked-LGST01000021.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.65&CDS=1-3228	YBL106C, YPR032W
292	OG0000292	genemark-LGST01000021.1-processed-gene-2.160-mRNA-1_1&gene=genemark-LGST01000021.1-processed-gene-2.160&CDS=1-1056	YDL048C, YLR375W
293	OG0000293	snap_masked-LGST01000021.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.74&CDS=1-3666	YGR070W, YLR371W
294	OG0000294	snap_masked-LGST01000021.1-processed-gene-2.81-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.81&CDS=1-513	YBR005W, YDR003W
295	OG0000295	snap_masked-LGST01000021.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.85&CDS=1-1707, snap_masked-LGST01000068.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LGST01000068.1-processed-gene-0.44&CDS=1-1683	YML054C
296	OG0000296	snap_masked-LGST01000022.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.41&CDS=1-1725, snap_masked-LGST01000056.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.90&CDS=1-1725	YPL265W
297	OG0000297	snap_masked-LGST01000022.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.4&CDS=1-2370, snap_masked-LGST01000041.1-processed-gene-7.79-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.79&CDS=1-2382	YJR126C
298	OG0000298	snap_masked-LGST01000023.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.40&CDS=1-471	YEL034W, YJR047C
299	OG0000299	snap_masked-LGST01000023.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.59&CDS=1-2301	YJR059W, YKL198C
300	OG0000300	snap_masked-LGST01000023.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.44&CDS=1-2877	YCR067C, YNR026C
301	OG0000301	snap_masked-LGST01000023.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.74&CDS=1-1170, snap_masked-LGST01000057.1-processed-gene-1.195-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.195&CDS=1-1149	YNL066W
302	OG0000302	snap_masked-LGST01000023.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.70&CDS=1-495	YDR418W, YEL054C
303	OG0000303	maker-LGST01000023.1-snap-gene-1.84-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-1.84&CDS=1-792	YGR214W, YLR048W
304	OG0000304	snap_masked-LGST01000023.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.77&CDS=1-657	YGR010W, YLR328W
305	OG0000305	snap_masked-LGST01000023.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.78&CDS=1-909	YGL162W, YPR009W
306	OG0000306	snap_masked-LGST01000023.1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.84&CDS=1-876	YBR183W, YPL087W
307	OG0000307	snap_masked-LGST01000023.1-processed-gene-2.95-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.95&CDS=1-1056, snap_masked-LGST01000046.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-LGST01000046.1-processed-gene-0.42&CDS=1-1059	YML131W
308	OG0000308	snap_masked-LGST01000023.1-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.105&CDS=1-1410, snap_masked-LGST01000047.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LGST01000047.1-processed-gene-0.6&CDS=1-1419	YDL238C
309	OG0000309	snap_masked-LGST01000023.1-processed-gene-2.149-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.149&CDS=1-1530	YDR501W, YLR183C
310	OG0000310	genemark-LGST01000023.1-processed-gene-2.32-mRNA-1_1&gene=genemark-LGST01000023.1-processed-gene-2.32&CDS=1-252	YDR500C, YLR185W
311	OG0000311	snap_masked-LGST01000024.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LGST01000024.1-processed-gene-0.5&CDS=1-312	YGR027C, YLR333C
312	OG0000312	snap_masked-LGST01000024.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LGST01000024.1-processed-gene-0.7&CDS=1-810	YHR131C, YNL144C
313	OG0000313	snap_masked-LGST01000025.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-0.31&CDS=1-1683, snap_masked-LGST01000048.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000048.1-processed-gene-0.38&CDS=1-1701	YDL210W
314	OG0000314	snap_masked-LGST01000025.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-0.36&CDS=1-1317	YIL113W, YNL053W
315	OG0000315	snap_masked-LGST01000025.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-0.52&CDS=1-2832	YIL109C, YNL049C
316	OG0000316	augustus_masked-LGST01000044.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LGST01000044.1-processed-gene-0.8&CDS=1-1374, snap_masked-LGST01000025.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-0.53&CDS=1-1383	YJR117W
317	OG0000317	maker-LGST01000025.1-augustus-gene-1.4-mRNA-1_1&gene=maker-LGST01000025.1-augustus-gene-1.4&CDS=1-3849	YNL299W, YOL115W
318	OG0000318	snap_masked-LGST01000025.1-processed-gene-1.209-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.209&CDS=1-1578, snap_masked-LGST01000040.1-processed-gene-1.62-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-1.62&CDS=1-1611	YGL186C
319	OG0000319	snap_masked-LGST01000025.1-processed-gene-1.186-mRNA-1_1&gene=snap_masked-LGST01000025.1-processed-gene-1.186&CDS=1-1350	YMR177W, YPL224C
320	OG0000320	snap_masked-LGST01000026.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-LGST01000026.1-processed-gene-0.82&CDS=1-468	YGL031C, YGR148C
321	OG0000321	snap_masked-LGST01000026.1-processed-gene-0.145-mRNA-1_1&gene=snap_masked-LGST01000026.1-processed-gene-0.145&CDS=1-3744	YIL151C, YKR096W
322	OG0000322	snap_masked-LGST01000026.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-LGST01000026.1-processed-gene-0.112&CDS=1-5586	YIL149C, YKR095W
323	OG0000323	snap_masked-LGST01000027.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LGST01000027.1-processed-gene-0.77&CDS=1-1338	YDR300C, YHR033W
324	OG0000324	maker-LGST01000027.1-snap-gene-1.109-mRNA-1_1&gene=maker-LGST01000027.1-snap-gene-1.109&CDS=1-393	YHL001W, YKL006W
