	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041713_Debaryomyces_maramus
570	OG0000570	YBL099W	maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-8.0-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-8.0&CDS=1-1635
571	OG0000571	YBL102W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.22&CDS=1-618
572	OG0000572	YBL103C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.21&CDS=1-1419
573	OG0000573	YBL104C	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-5.11-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-5.11&CDS=1-5154
574	OG0000574	YBR006W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.39&CDS=1-1548
575	OG0000575	YBR007C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.13&CDS=1-1815
576	OG0000576	YBR015C	snap_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-0.13&CDS=1-1824
577	OG0000577	YBR017C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-9.150&CDS=1-2802
578	OG0000578	YBR018C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.14&CDS=1-1107
579	OG0000579	YBR019C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.12&CDS=1-2061
580	OG0000580	YBR022W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.1&CDS=1-1608
581	OG0000581	YBR023C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.25&CDS=1-3501
582	OG0000582	YBR025C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.23&CDS=1-3342
583	OG0000583	YBR029C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.256-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.256&CDS=1-1317
584	OG0000584	YBR034C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-0.120&CDS=1-1356
585	OG0000585	YBR035C	genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.12-mRNA-1_1&gene=genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.12&CDS=1-696
586	OG0000586	YBR037C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.42&CDS=1-909
587	OG0000587	YBR038W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.42&CDS=1-3024
588	OG0000588	YBR039W	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-5.157-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-5.157&CDS=1-1095
589	OG0000589	YBR040W	genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.134-mRNA-1_1&gene=genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.134&CDS=1-765
590	OG0000590	YBR041W	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-9.150-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-9.150&CDS=1-2301
591	OG0000591	YBR042C	snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.89&CDS=1-1257
592	OG0000592	YBR043C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.14&CDS=1-2067
593	OG0000593	YBR046C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.12&CDS=1-1014
594	OG0000594	YBR055C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.103&CDS=1-2742
595	OG0000595	YBR056W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.137&CDS=1-4176
596	OG0000596	YBR057C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-6.60&CDS=1-801
597	OG0000597	YBR058C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.14&CDS=1-2379
598	OG0000598	YBR061C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.113&CDS=1-903
599	OG0000599	YBR062C	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-16.166-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-16.166&CDS=1-621
600	OG0000600	YBR065C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.141&CDS=1-1086
601	OG0000601	YBR070C	snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.40&CDS=1-2727
602	OG0000602	YBR073W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.120&CDS=1-2652
603	OG0000603	YBR074W	snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.18-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.18&CDS=1-3036
604	OG0000604	YBR079C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.125&CDS=1-2709
605	OG0000605	YBR080C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.119&CDS=1-2340
606	OG0000606	YBR081C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-11.8&CDS=1-7950
607	OG0000607	YBR082C	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-11.43-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-11.43&CDS=1-441
608	OG0000608	YBR083W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-5.38&CDS=1-1725
609	OG0000609	YBR085W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.25&CDS=1-906
610	OG0000610	YBR086C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-1.41&CDS=1-2880
611	OG0000611	YBR087W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.241-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.241&CDS=1-1092
612	OG0000612	YBR088C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.223-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.223&CDS=1-777
613	OG0000613	YBR091C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.186-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.186&CDS=1-330
614	OG0000614	YBR094W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.221-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.221&CDS=1-2160
615	OG0000615	YBR095C	snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.143-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.143&CDS=1-1074
616	OG0000616	YBR096W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.1&CDS=1-1422
617	OG0000617	YBR097W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.39&CDS=1-4602
618	OG0000618	YBR101C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.20&CDS=1-852
619	OG0000619	YBR102C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.34&CDS=1-2217
620	OG0000620	YBR103W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.15&CDS=1-1803
621	OG0000621	YBR106W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.43&CDS=1-576
622	OG0000622	YBR109C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.114&CDS=1-492
623	OG0000623	YBR110W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.113&CDS=1-1407
624	OG0000624	YBR111C	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.201&CDS=1-636
625	OG0000625	YBR111W-A	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.234&CDS=1-990
626	OG0000626	YBR112C	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.235&CDS=1-2175
627	OG0000627	YBR115C	maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-4.0-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-4.0&CDS=1-6666
628	OG0000628	YBR120C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.37&CDS=1-339
629	OG0000629	YBR121C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.155&CDS=1-1962
630	OG0000630	YBR122C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.3&CDS=1-519
631	OG0000631	YBR123C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.260-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.260&CDS=1-1962
632	OG0000632	YBR125C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.208-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.208&CDS=1-1017
633	OG0000633	YBR126C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.242-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.242&CDS=1-1440
634	OG0000634	YBR127C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.239-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.239&CDS=1-1533
635	OG0000635	YBR133C	snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.162-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.162&CDS=1-1569
636	OG0000636	YBR135W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.218-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.218&CDS=1-306
637	OG0000637	YBR136W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.219-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.219&CDS=1-7119
638	OG0000638	YBR137W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.197-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.197&CDS=1-504
639	OG0000639	YBR141C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.27&CDS=1-1029
640	OG0000640	YBR142W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.7&CDS=1-2370
641	OG0000641	YBR143C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.28&CDS=1-1314
642	OG0000642	YBR146W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.131&CDS=1-978
643	OG0000643	YBR149W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.35&CDS=1-981
644	OG0000644	YBR153W	snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.69-mRNA-1_1&gene=snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.69&CDS=1-738
645	OG0000645	YBR154C	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-8.108-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-8.108&CDS=1-642
646	OG0000646	YBR155W	snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.96&CDS=1-1152
647	OG0000647	YBR156C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.23&CDS=1-2997
648	OG0000648	YBR158W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.29&CDS=1-1605
649	OG0000649	YBR159W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.142&CDS=1-1038
650	OG0000650	YBR162C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.11&CDS=1-1332
651	OG0000651	YBR162W-A	genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.150-mRNA-1_1&gene=genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.150&CDS=1-186
652	OG0000652	YBR163W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-6.106&CDS=1-1890
653	OG0000653	YBR164C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.10&CDS=1-555
654	OG0000654	YBR166C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.37&CDS=1-1326
655	OG0000655	YBR167C	augustus_masked-NODE_12_length_69897_cov_27.2079_ID_2240-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_69897_cov_27.2079_ID_2240-processed-gene-0.8&CDS=1-471
656	OG0000656	YBR171W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.128&CDS=1-759
657	OG0000657	YBR173C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-5.119&CDS=1-1584
658	OG0000658	YBR176W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.9&CDS=1-969
659	OG0000659	YBR179C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-3.153&CDS=1-2613
660	OG0000660	YBR182C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.254-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.254&CDS=1-1485
661	OG0000661	YBR185C	snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.62-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.62&CDS=1-864
662	OG0000662	YBR186W	genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.147-mRNA-1_1&gene=genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.147&CDS=1-1713
663	OG0000663	YBR187W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.27&CDS=1-999
664	OG0000664	YBR192W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.5&CDS=1-1092
665	OG0000665	YBR193C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.6&CDS=1-675
666	OG0000666	YBR195C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.39&CDS=1-1419
667	OG0000667	YBR196C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.123&CDS=1-1659
668	OG0000668	YBR198C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.63&CDS=1-2328
669	OG0000669	YBR199W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.144&CDS=1-1416
670	OG0000670	YBR200W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.204-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.204&CDS=1-1776
671	OG0000671	YBR202W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.31&CDS=1-2412
672	OG0000672	YBR203W	snap_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.116-mRNA-1_1&gene=snap_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.116&CDS=1-1827
673	OG0000673	YBR204C	snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.15-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.15&CDS=1-1980
674	OG0000674	YBR208C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-3.135&CDS=1-5463
675	OG0000675	YBR212W	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.200&CDS=1-2214
676	OG0000676	YBR213W	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.231&CDS=1-861
677	OG0000677	YBR215W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.132&CDS=1-1626
678	OG0000678	YBR217W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.131&CDS=1-432
679	OG0000679	YBR218C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.24&CDS=1-3519
680	OG0000680	YBR220C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.29&CDS=1-1722
681	OG0000681	YBR221C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.28&CDS=1-1155
682	OG0000682	YBR228W	genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.55&CDS=1-1017
683	OG0000683	YBR229C	genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.51&CDS=1-2790
684	OG0000684	YBR230C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.2&CDS=1-534
685	OG0000685	YBR231C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.140&CDS=1-1023
686	OG0000686	YBR233W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.141&CDS=1-1455
