	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026142_Citeromyces_matritensis
451	OG0000451	YGR038W, YLR350W	snap_masked-scf7180000042914-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000042914-processed-gene-0.19&CDS=1-621
452	OG0000452	YGR056W, YLR357W	snap_masked-scf7180000042963-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000042963-processed-gene-0.77&CDS=1-2010
453	OG0000453	YGR085C, YPR102C	augustus_masked-scf7180000041980-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000041980-processed-gene-0.3&CDS=1-498
454	OG0000454	YGR091W	snap_masked-scf7180000040563-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000040563-processed-gene-0.5&CDS=1-1464, snap_masked-scf7180000043258-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000043258-processed-gene-0.31&CDS=1-1464
455	OG0000455	YGR092W, YPR111W	snap_masked-scf7180000043258-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000043258-processed-gene-0.30&CDS=1-1791
456	OG0000456	YGR101W	augustus_masked-scf7180000042984-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000042984-processed-gene-0.68&CDS=1-897, snap_masked-scf7180000040395-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000040395-processed-gene-0.2&CDS=1-525
457	OG0000457	YGR104C	snap_masked-scf7180000040395-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000040395-processed-gene-0.3&CDS=1-336, snap_masked-scf7180000042984-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scf7180000042984-processed-gene-0.116&CDS=1-750
458	OG0000458	YGR111W	augustus_masked-scf7180000042674-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000042674-processed-gene-0.4&CDS=1-1017, snap_masked-scf7180000040029-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040029-processed-gene-0.0&CDS=1-222
459	OG0000459	YGR118W, YPR132W	augustus_masked-scf7180000042335-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000042335-processed-gene-0.5&CDS=1-435
460	OG0000460	YGR121C, YPR138C	snap_masked-scf7180000043210-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000043210-processed-gene-0.16&CDS=1-1449
461	OG0000461	YGR131W, YPR149W	snap_masked-scf7180000043166-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000043166-processed-gene-0.15&CDS=1-510
462	OG0000462	YGR138C, YPR156C	snap_masked-scf7180000043032-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.6&CDS=1-1836
463	OG0000463	YGR141W, YPR157W	augustus_masked-scf7180000043280-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000043280-processed-gene-0.97&CDS=1-2664
464	OG0000464	YGR144W	augustus_masked-scf7180000043162-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000043162-processed-gene-0.0&CDS=1-882, snap_masked-scf7180000043230-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000043230-processed-gene-0.6&CDS=1-1104
465	OG0000465	YGR157W	maker-scf7180000041300-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000041300-augustus-gene-0.4&CDS=1-2016, snap_masked-scf7180000043032-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.4&CDS=1-2649
466	OG0000466	YGR161C	augustus_masked-scf7180000042275-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000042275-processed-gene-0.8&CDS=1-666, augustus_masked-scf7180000042746-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042746-processed-gene-0.1&CDS=1-678
467	OG0000467	YGR163W	maker-scf7180000042645-snap-gene-0.23-mRNA-1_1&gene=maker-scf7180000042645-snap-gene-0.23&CDS=1-1026, snap_masked-scf7180000043143-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000043143-processed-gene-0.12&CDS=1-915
468	OG0000468	YGR172C	snap_masked-scf7180000040081-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000040081-processed-gene-0.3&CDS=1-429, snap_masked-scf7180000043131-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043131-processed-gene-0.0&CDS=1-744
469	OG0000469	YGR174C	augustus_masked-scf7180000042993-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000042993-processed-gene-0.7&CDS=1-411, genemark-scf7180000042688-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000042688-processed-gene-0.3&CDS=1-411
470	OG0000470	YGR186W	snap_masked-scf7180000043122-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000043122-processed-gene-0.22&CDS=1-1545, snap_masked-scf7180000043166-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000043166-processed-gene-0.20&CDS=1-219
471	OG0000471	YGR192C, YJR009C	snap_masked-scf7180000043090-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000043090-processed-gene-0.63&CDS=1-999
472	OG0000472	YGR195W	snap_masked-scf7180000043045-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043045-processed-gene-0.4&CDS=1-735, snap_masked-scf7180000043095-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043095-processed-gene-0.17&CDS=1-735
473	OG0000473	YGR202C	snap_masked-scf7180000042009-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000042009-processed-gene-0.9&CDS=1-1185, snap_masked-scf7180000042921-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042921-processed-gene-0.1&CDS=1-1185
474	OG0000474	YGR209C, YLR043C	snap_masked-scf7180000043065-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000043065-processed-gene-0.38&CDS=1-309
475	OG0000475	YGR214W, YLR048W	snap_masked-scf7180000043184-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000043184-processed-gene-0.53&CDS=1-792
476	OG0000476	YGR221C, YHR149C	snap_masked-scf7180000043032-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.23&CDS=1-1704
477	OG0000477	YGR241C, YHR161C	maker-scf7180000043206-snap-gene-0.23-mRNA-1_1&gene=maker-scf7180000043206-snap-gene-0.23&CDS=1-2703
478	OG0000478	YGR243W, YHR162W	snap_masked-scf7180000042643-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000042643-processed-gene-0.20&CDS=1-360
479	OG0000479	YGR248W, YHR163W	maker-scf7180000043169-snap-gene-0.14-mRNA-1_1&gene=maker-scf7180000043169-snap-gene-0.14&CDS=1-1440
480	OG0000480	YGR254W, YHR174W	snap_masked-scf7180000043051-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.123&CDS=1-1308
481	OG0000481	YGR257C	snap_masked-scf7180000042011-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042011-processed-gene-0.8&CDS=1-960, snap_masked-scf7180000042068-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042068-processed-gene-0.5&CDS=1-1143
482	OG0000482	YHL003C, YKL008C	snap_masked-scf7180000043195-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000043195-processed-gene-0.37&CDS=1-1212
483	OG0000483	YHL017W, YKL039W	snap_masked-scf7180000042962-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000042962-processed-gene-0.10&CDS=1-1656
484	OG0000484	YHL029C	snap_masked-scf7180000041057-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000041057-processed-gene-0.2&CDS=1-768, snap_masked-scf7180000043053-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000043053-processed-gene-0.8&CDS=1-1680
485	OG0000485	YHL030W	snap_masked-scf7180000041967-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041967-processed-gene-0.0&CDS=1-1311, snap_masked-scf7180000043053-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043053-processed-gene-0.2&CDS=1-5268
486	OG0000486	YHL033C, YLL045C	maker-scf7180000040545-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000040545-augustus-gene-0.3&CDS=1-654
487	OG0000487	YHL036W	augustus_masked-scf7180000042623-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042623-processed-gene-0.0&CDS=1-480, snap_masked-scf7180000043024-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000043024-processed-gene-0.24&CDS=1-1581
488	OG0000488	YHR021C, YKL156W	maker-scf7180000043284-augustus-gene-0.115-mRNA-1_1&gene=maker-scf7180000043284-augustus-gene-0.115&CDS=1-1110
489	OG0000489	YHR036W	snap_masked-scf7180000043140-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000043140-processed-gene-0.28&CDS=1-498, snap_masked-scf7180000043343-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000043343-processed-gene-0.34&CDS=1-933
490	OG0000490	YHR063C	snap_masked-scf7180000042267-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042267-processed-gene-0.0&CDS=1-642, snap_masked-scf7180000043028-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000043028-processed-gene-0.11&CDS=1-1041
491	OG0000491	YHR075C	snap_masked-scf7180000041216-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000041216-processed-gene-0.1&CDS=1-306, snap_masked-scf7180000043094-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000043094-processed-gene-0.52&CDS=1-1179
492	OG0000492	YHR098C	snap_masked-scf7180000042678-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042678-processed-gene-0.0&CDS=1-528, snap_masked-scf7180000043153-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000043153-processed-gene-0.15&CDS=1-3063
493	OG0000493	YHR101C	augustus_masked-scf7180000040554-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040554-processed-gene-0.0&CDS=1-1089, snap_masked-scf7180000042119-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042119-processed-gene-0.3&CDS=1-990
494	OG0000494	YHR113W	augustus_masked-scf7180000040245-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040245-processed-gene-0.1&CDS=1-1185, genemark-scf7180000042116-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000042116-processed-gene-0.1&CDS=1-1365
495	OG0000495	YHR115C, YNL116W	snap_masked-scf7180000043154-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000043154-processed-gene-0.3&CDS=1-1011
496	OG0000496	YHR117W, YNL121C	snap_masked-scf7180000041931-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000041931-processed-gene-0.22&CDS=1-1821
497	OG0000497	YHR119W, YHR120W	genemark-scf7180000041931-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000041931-processed-gene-0.10&CDS=1-5604
498	OG0000498	YHR131C, YNL144C	snap_masked-scf7180000043100-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000043100-processed-gene-0.27&CDS=1-1386
499	OG0000499	YHR132W-A, YNL157W	genemark-scf7180000042205-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000042205-processed-gene-0.15&CDS=1-372
500	OG0000500	YHR133C, YNL156C	snap_masked-scf7180000042205-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000042205-processed-gene-0.26&CDS=1-888
501	OG0000501	YHR141C, YNL162W	maker-scf7180000043100-snap-gene-0.45-mRNA-1_1&gene=maker-scf7180000043100-snap-gene-0.45&CDS=1-318
502	OG0000502	YHR143W-A	augustus_masked-scf7180000042978-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000042978-processed-gene-0.15&CDS=1-216, maker-scf7180000041424-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000041424-augustus-gene-0.0&CDS=1-213
503	OG0000503	YHR155W, YNL257C	augustus_masked-scf7180000043189-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000043189-processed-gene-0.72&CDS=1-3348
504	OG0000504	YHR172W	snap_masked-scf7180000043131-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043131-processed-gene-0.17&CDS=1-2322, snap_masked-scf7180000043272-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000043272-processed-gene-0.84&CDS=1-219
505	OG0000505	YHR179W, YPL171C	snap_masked-scf7180000042983-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000042983-processed-gene-0.35&CDS=1-1206
506	OG0000506	YHR181W	genemark-scf7180000043005-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000043005-processed-gene-0.16&CDS=1-465, snap_masked-scf7180000041944-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000041944-processed-gene-0.30&CDS=1-669
507	OG0000507	YHR196W	augustus_masked-scf7180000040014-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040014-processed-gene-0.0&CDS=1-705, augustus_masked-scf7180000042981-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000042981-processed-gene-0.12&CDS=1-1629
508	OG0000508	YHR207C	snap_masked-scf7180000040079-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000040079-processed-gene-0.18&CDS=1-1434, snap_masked-scf7180000040096-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000040096-processed-gene-0.1&CDS=1-462
509	OG0000509	YHR208W, YJR148W	maker-scf7180000040079-snap-gene-0.8-mRNA-1_1&gene=maker-scf7180000040079-snap-gene-0.8&CDS=1-2583
510	OG0000510	YIL039W	snap_masked-scf7180000040410-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040410-processed-gene-0.0&CDS=1-738, snap_masked-scf7180000043051-processed-gene-0.98-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.98&CDS=1-1365
511	OG0000511	YIL061C	augustus_masked-scf7180000042752-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000042752-processed-gene-0.2&CDS=1-858, augustus_masked-scf7180000042993-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000042993-processed-gene-0.6&CDS=1-858
512	OG0000512	YIL064W	snap_masked-scf7180000042004-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042004-processed-gene-0.0&CDS=1-687, snap_masked-scf7180000042993-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000042993-processed-gene-0.33&CDS=1-687
513	OG0000513	YIL065C	genemark-scf7180000042385-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000042385-processed-gene-0.4&CDS=1-489, genemark-scf7180000043141-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000043141-processed-gene-0.8&CDS=1-501
514	OG0000514	YIL076W	genemark-scf7180000043107-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000043107-processed-gene-0.55&CDS=1-930, snap_masked-scf7180000040143-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000040143-processed-gene-0.11&CDS=1-897
515	OG0000515	YIL085C, YNL029C	snap_masked-scf7180000043188-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000043188-processed-gene-0.88&CDS=1-1764
516	OG0000516	YIL087C	augustus_masked-scf7180000043108-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000043108-processed-gene-0.14&CDS=1-408, snap_masked-scf7180000041489-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041489-processed-gene-0.0&CDS=1-186
517	OG0000517	YIL097W	augustus_masked-scf7180000040067-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040067-processed-gene-0.1&CDS=1-171, snap_masked-scf7180000043144-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000043144-processed-gene-0.6&CDS=1-1506
518	OG0000518	YIL109C, YNL049C	maker-scf7180000042980-augustus-gene-0.37-mRNA-1_1&gene=maker-scf7180000042980-augustus-gene-0.37&CDS=1-3195
519	OG0000519	YIL111W, YNL052W	snap_masked-scf7180000042980-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000042980-processed-gene-0.55&CDS=1-453
520	OG0000520	YIL114C, YNL055C	snap_masked-scf7180000043210-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000043210-processed-gene-0.25&CDS=1-852
521	OG0000521	YIL115C	snap_masked-scf7180000040483-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000040483-processed-gene-0.1&CDS=1-414, snap_masked-scf7180000042668-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042668-processed-gene-0.4&CDS=1-3690
522	OG0000522	YIL117C, YNL058C	snap_masked-scf7180000043183-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000043183-processed-gene-0.38&CDS=1-861
523	OG0000523	YIL136W	augustus_masked-scf7180000042285-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042285-processed-gene-0.1&CDS=1-138, augustus_masked-scf7180000043226-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000043226-processed-gene-0.21&CDS=1-1287
524	OG0000524	YIL156W, YKR098C	snap_masked-scf7180000042022-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042022-processed-gene-0.1&CDS=1-2127
525	OG0000525	YIL159W	augustus_masked-scf7180000040183-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040183-processed-gene-0.1&CDS=1-1095, snap_masked-scf7180000042983-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000042983-processed-gene-0.28&CDS=1-3501
526	OG0000526	YIL162W	snap_masked-scf7180000042716-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042716-processed-gene-0.8&CDS=1-1668, snap_masked-scf7180000043228-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000043228-processed-gene-0.21&CDS=1-1674
527	OG0000527	YIL166C	snap_masked-scf7180000043252-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000043252-processed-gene-0.3&CDS=1-1596, snap_masked-scf7180000043252-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043252-processed-gene-0.4&CDS=1-1599
528	OG0000528	YIR001C	genemark-scf7180000041925-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000041925-processed-gene-0.32&CDS=1-399, genemark-scf7180000043145-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000043145-processed-gene-0.28&CDS=1-591
529	OG0000529	YIR013C, YLR013W	snap_masked-scf7180000041923-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000041923-processed-gene-0.47&CDS=1-591
530	OG0000530	YIR024C	snap_masked-scf7180000042164-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042164-processed-gene-0.3&CDS=1-417, snap_masked-scf7180000042991-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000042991-processed-gene-0.14&CDS=1-405
531	OG0000531	YIR031C, YNL117W	snap_masked-scf7180000043327-processed-gene-0.121-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.121&CDS=1-1671
532	OG0000532	YIR033W, YKL020C	snap_masked-scf7180000040011-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000040011-processed-gene-0.122&CDS=1-3114
533	OG0000533	YIR038C	augustus_masked-scf7180000043159-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000043159-processed-gene-0.4&CDS=1-402, snap_masked-scf7180000042643-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000042643-processed-gene-0.11&CDS=1-690
534	OG0000534	YJL055W	augustus_masked-scf7180000042275-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000042275-processed-gene-0.5&CDS=1-639, snap_masked-scf7180000042746-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000042746-processed-gene-0.14&CDS=1-678
535	OG0000535	YJL076W, YKR010C	snap_masked-scf7180000042975-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000042975-processed-gene-0.18&CDS=1-1914
536	OG0000536	YJL079C, YKR013W	maker-scf7180000043254-snap-gene-0.60-mRNA-1_1&gene=maker-scf7180000043254-snap-gene-0.60&CDS=1-1407
537	OG0000537	YJL092W	augustus_masked-scf7180000042503-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000042503-processed-gene-0.2&CDS=1-1362, snap_masked-scf7180000042875-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042875-processed-gene-0.6&CDS=1-2457
538	OG0000538	YJL096W	snap_masked-scf7180000040996-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000040996-processed-gene-0.2&CDS=1-318, snap_masked-scf7180000042875-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042875-processed-gene-0.4&CDS=1-432
539	OG0000539	YJL105W, YKR029C	snap_masked-scf7180000042667-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042667-processed-gene-0.5&CDS=1-1737
540	OG0000540	YJL106W	augustus_masked-scf7180000041260-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000041260-processed-gene-0.1&CDS=1-330, maker-scf7180000042667-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000042667-augustus-gene-0.1&CDS=1-1236
541	OG0000541	YJL112W, YKR036C	augustus_masked-scf7180000043114-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000043114-processed-gene-0.6&CDS=1-1674
542	OG0000542	YJL116C, YKR042W	snap_masked-scf7180000043347-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000043347-processed-gene-0.8&CDS=1-1155
543	OG0000543	YJL126W	maker-scf7180000043036-snap-gene-0.8-mRNA-1_1&gene=maker-scf7180000043036-snap-gene-0.8&CDS=1-1086, snap_masked-scf7180000042656-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042656-processed-gene-0.1&CDS=1-903
544	OG0000544	YJL131C	augustus_masked-scf7180000040182-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000040182-processed-gene-0.3&CDS=1-906, augustus_masked-scf7180000042659-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000042659-processed-gene-0.5&CDS=1-906
545	OG0000545	YJL133W, YKR052C	augustus_masked-scf7180000042666-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000042666-processed-gene-0.3&CDS=1-960
546	OG0000546	YJL137C, YKR058W	snap_masked-scf7180000042980-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000042980-processed-gene-0.47&CDS=1-894
547	OG0000547	YJL171C	snap_masked-scf7180000042313-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042313-processed-gene-0.0&CDS=1-453, snap_masked-scf7180000043257-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000043257-processed-gene-0.49&CDS=1-1158
548	OG0000548	YJL172W, YOL153C	snap_masked-scf7180000043327-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.112&CDS=1-1698
549	OG0000549	YJL177W, YKL180W	augustus_masked-scf7180000043012-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000043012-processed-gene-0.6&CDS=1-555
550	OG0000550	YJL204C	snap_masked-scf7180000041023-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041023-processed-gene-0.0&CDS=1-756, snap_masked-scf7180000043311-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000043311-processed-gene-0.3&CDS=1-2277
551	OG0000551	YJR054W, YML047C	snap_masked-scf7180000041922-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000041922-processed-gene-0.99&CDS=1-1215
552	OG0000552	YJR059W, YKL198C	snap_masked-scf7180000043051-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.102&CDS=1-2058
553	OG0000553	YJR089W	augustus_masked-scf7180000042356-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042356-processed-gene-0.1&CDS=1-1311, maker-scf7180000043329-snap-gene-0.24-mRNA-1_1&gene=maker-scf7180000043329-snap-gene-0.24&CDS=1-2508
554	OG0000554	YJR090C	augustus_masked-scf7180000040218-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040218-processed-gene-0.1&CDS=1-294, snap_masked-scf7180000043329-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000043329-processed-gene-0.56&CDS=1-1821
555	OG0000555	YJR092W	augustus_masked-scf7180000043285-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000043285-processed-gene-0.33&CDS=1-2979, snap_masked-scf7180000040263-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000040263-processed-gene-0.2&CDS=1-255
556	OG0000556	YJR093C	augustus_masked-scf7180000043285-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000043285-processed-gene-0.41&CDS=1-822, snap_masked-scf7180000040263-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000040263-processed-gene-0.3&CDS=1-189
557	OG0000557	YJR094W-A, YPR043W	snap_masked-scf7180000043285-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000043285-processed-gene-0.59&CDS=1-288
558	OG0000558	YJR105W	snap_masked-scf7180000042084-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042084-processed-gene-0.6&CDS=1-1020, snap_masked-scf7180000043152-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000043152-processed-gene-0.44&CDS=1-1020
559	OG0000559	YJR107W	augustus_masked-scf7180000041170-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000041170-processed-gene-0.0&CDS=1-540, maker-scf7180000043103-snap-gene-0.20-mRNA-1_1&gene=maker-scf7180000043103-snap-gene-0.20&CDS=1-963
560	OG0000560	YJR118C	genemark-scf7180000042031-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000042031-processed-gene-0.6&CDS=1-624, genemark-scf7180000043152-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000043152-processed-gene-0.23&CDS=1-624
561	OG0000561	YJR132W	augustus_masked-scf7180000042981-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000042981-processed-gene-0.11&CDS=1-1185, snap_masked-scf7180000040014-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000040014-processed-gene-0.5&CDS=1-3087
562	OG0000562	YJR144W	snap_masked-scf7180000042872-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042872-processed-gene-0.0&CDS=1-804, snap_masked-scf7180000042996-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042996-processed-gene-0.4&CDS=1-789
563	OG0000563	YKL007W	augustus_masked-scf7180000040459-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040459-processed-gene-0.0&CDS=1-558, snap_masked-scf7180000043347-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043347-processed-gene-0.4&CDS=1-783
564	OG0000564	YKL011C	augustus_masked-scf7180000043325-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000043325-processed-gene-0.39&CDS=1-939, augustus_masked-scf7180000043325-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000043325-processed-gene-0.40&CDS=1-936
