	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
281	OG0000281	YDR447C, YML024W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.149&CDS=1-411
282	OG0000282	YDR450W, YML026C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.107&CDS=1-435
283	OG0000283	YDR451C, YML027W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.117&CDS=1-1125
284	OG0000284	YDR453C, YML028W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.53&CDS=1-588
285	OG0000285	YDR471W, YHR010W	maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-2.47-mRNA-1_1&gene=maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-2.47&CDS=1-408
286	OG0000286	YDR490C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.12&CDS=1-3231, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.80&CDS=1-2529
287	OG0000287	YDR492W, YOL002C	genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.110-mRNA-1_1&gene=genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.110&CDS=1-3264
288	OG0000288	YDR497C, YOL103W	maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-2.152-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-augustus-gene-2.152&CDS=1-2718
289	OG0000289	YDR500C, YLR185W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.35&CDS=1-261
290	OG0000290	YDR501W, YLR183C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.12&CDS=1-1410
291	OG0000291	YDR505C, YLR177W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.16&CDS=1-1881
292	OG0000292	YEL007W, YHR177W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-3.9&CDS=1-1566
293	OG0000293	YEL022W, YJR031C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-2.85&CDS=1-4368
294	OG0000294	YEL039C, YJR048W	maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-5.143-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-5.143&CDS=1-1890
295	OG0000295	YEL041W, YJR049C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.22-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.22&CDS=1-1554
296	OG0000296	YEL046C	maker-NODE_11_length_428817_cov_65.7073_ID_21-snap-gene-3.145-mRNA-1_1&gene=maker-NODE_11_length_428817_cov_65.7073_ID_21-snap-gene-3.145&CDS=1-2007, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.90&CDS=1-1143
297	OG0000297	YER031C, YGL210W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.132&CDS=1-660
298	OG0000298	YER045C, YIL036W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.142&CDS=1-942
299	OG0000299	YER057C, YIL051C	maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-6.107-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-6.107&CDS=1-456
300	OG0000300	YER059W, YIL050W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.76&CDS=1-1740
301	OG0000301	YER062C, YIL053W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.61&CDS=1-753
302	OG0000302	YER064C, YIL056W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-7.110&CDS=1-1521
303	OG0000303	YER066W, YFL009W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.88&CDS=1-2172
304	OG0000304	YER067W, YIL057C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.49&CDS=1-591
305	OG0000305	YER070W	snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.131&CDS=1-2601, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.90&CDS=1-2583
306	OG0000306	YER109C, YMR164C	maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-7.184-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-snap-gene-7.184&CDS=1-1647
307	OG0000307	YER131W, YGL189C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-3.157&CDS=1-360
308	OG0000308	YER132C, YGL197W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-0.76&CDS=1-4458
309	OG0000309	YER166W	genemark-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.19&CDS=1-7407, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.0-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.0&CDS=1-4704
310	OG0000310	YER175C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.98&CDS=1-873, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.103&CDS=1-915
311	OG0000311	YFL004W, YPL019C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.138&CDS=1-2442
312	OG0000312	YFL034C-A, YLR061W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-5.80&CDS=1-354
313	OG0000313	YFL048C, YLR080W	augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.149&CDS=1-1407
314	OG0000314	YFL050C, YOL130W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.55&CDS=1-2232
315	OG0000315	YFL061W, YNL335W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.65&CDS=1-690
316	OG0000316	YFR013W, YOL017W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.91&CDS=1-2574
317	OG0000317	YFR014C, YOL016C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.96&CDS=1-1320
318	OG0000318	YGL031C, YGR148C	augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.70&CDS=1-462
319	OG0000319	YGL049C, YGR162W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.114&CDS=1-3000
320	OG0000320	YGL071W, YPL202C	augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.16&CDS=1-801
321	OG0000321	YGL076C, YPL198W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.42&CDS=1-723
322	OG0000322	YGL077C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.115&CDS=1-1683, snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.14-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.14&CDS=1-1644
323	OG0000323	YGL082W, YPL191C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.20&CDS=1-1104
324	OG0000324	YGL089C, YPL187W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-6.63&CDS=1-486
325	OG0000325	YGL133W, YPL216W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.30&CDS=1-3546
326	OG0000326	YGL135W, YPL220W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.204-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.204&CDS=1-657
327	OG0000327	YGL139W, YPL221W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.65&CDS=1-2310
328	OG0000328	YGL147C, YNL067W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-5.59-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-5.59&CDS=1-573
329	OG0000329	YGL162W, YPR009W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.73&CDS=1-810
330	OG0000330	YGL169W	maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-6.118-mRNA-1_1&gene=maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-6.118&CDS=1-3066, snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-0.34&CDS=1-1005
331	OG0000331	YGL179C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.99&CDS=1-1974, snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-3.84&CDS=1-3321
332	OG0000332	YGL186C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.55&CDS=1-1608, snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.107&CDS=1-1545
333	OG0000333	YGL205W	maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-1.95-mRNA-1_1&gene=maker-NODE_2_length_1008149_cov_54.5014_ID_3-snap-gene-1.95&CDS=1-4221, snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.75&CDS=1-2124
334	OG0000334	YGL253W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-0.84&CDS=1-1446, snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.45&CDS=1-1422
335	OG0000335	YGR008C, YLR327C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.92-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-7.92&CDS=1-270
336	OG0000336	YGR019W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.64&CDS=1-1464, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-6.68-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-6.68&CDS=1-1410
337	OG0000337	YGR027C, YLR333C	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.85&CDS=1-849
338	OG0000338	YGR034W, YLR344W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-8.33&CDS=1-381
339	OG0000339	YGR038W, YLR350W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.57&CDS=1-564
340	OG0000340	YGR056W, YLR357W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.79&CDS=1-2193
341	OG0000341	YGR060W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.32&CDS=1-909, snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-1.80&CDS=1-987
342	OG0000342	YGR070W, YLR371W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.69&CDS=1-4083
343	OG0000343	YGR085C, YPR102C	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.38&CDS=1-516
344	OG0000344	YGR086C	maker-NODE_9_length_451826_cov_59.5865_ID_17-snap-gene-3.6-mRNA-1_1&gene=maker-NODE_9_length_451826_cov_59.5865_ID_17-snap-gene-3.6&CDS=1-2055, snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-4.64&CDS=1-918
345	OG0000345	YGR092W, YPR111W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.86-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-6.86&CDS=1-1749
346	OG0000346	YGR108W, YPR119W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.68&CDS=1-1362
347	OG0000347	YGR118W, YPR132W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.89&CDS=1-435
348	OG0000348	YGR121C, YPR138C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.53&CDS=1-1470
349	OG0000349	YGR131W, YPR149W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.230-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.230&CDS=1-507
350	OG0000350	YGR136W, YPR154W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-8.131&CDS=1-798
351	OG0000351	YGR138C, YPR156C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.91&CDS=1-1764
352	OG0000352	YGR141W, YPR157W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-0.21&CDS=1-1293
353	OG0000353	YGR143W, YPR159W	maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-8.297-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-8.297&CDS=1-3930
354	OG0000354	YGR204W	snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_16_length_131685_cov_45.3429_ID_31-processed-gene-0.124&CDS=1-2838, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-13.44&CDS=1-2976
355	OG0000355	YGR212W	augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.202-mRNA-1_1&gene=augustus_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.202&CDS=1-1371, snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-5.131&CDS=1-1398
356	OG0000356	YGR214W, YLR048W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.75&CDS=1-792
357	OG0000357	YGR238C, YHR158C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.140&CDS=1-3279
358	OG0000358	YGR241C, YHR161C	snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_14_length_238715_cov_71.2307_ID_27-processed-gene-1.122&CDS=1-1980
359	OG0000359	YGR243W, YHR162W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.71&CDS=1-369
360	OG0000360	YHL001W, YKL006W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.167-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.167&CDS=1-393
361	OG0000361	YHL017W, YKL039W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.73&CDS=1-1620
362	OG0000362	YHR021C, YKL156W	augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-1.169&CDS=1-246
363	OG0000363	YHR115C, YNL116W	augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-1.82&CDS=1-1296
364	OG0000364	YHR117W, YNL121C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.2&CDS=1-1737
365	OG0000365	YHR121W	augustus_masked-NODE_192_length_330_cov_0.819277_ID_383-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_192_length_330_cov_0.819277_ID_383-processed-gene-0.0&CDS=1-312, snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.6&CDS=1-705
366	OG0000366	YHR131C, YNL144C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-2.115&CDS=1-2178
367	OG0000367	YHR132W-A, YNL157W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.132&CDS=1-360
368	OG0000368	YHR133C, YNL156C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-3.98&CDS=1-891
369	OG0000369	YHR135C	augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-4.153&CDS=1-1395, snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-0.50&CDS=1-1263
370	OG0000370	YHR137W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-1.141&CDS=1-1743, maker-NODE_7_length_871080_cov_57.3584_ID_13-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_7_length_871080_cov_57.3584_ID_13-augustus-gene-0.98&CDS=1-3009
371	OG0000371	YHR141C, YNL162W	maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-6.119-mRNA-1_1&gene=maker-NODE_6_length_904599_cov_47.8862_ID_11-snap-gene-6.119&CDS=1-318
372	OG0000372	YHR155W, YNL257C	augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.217-mRNA-1_1&gene=augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-8.217&CDS=1-3564
373	OG0000373	YHR198C, YHR199C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.105&CDS=1-792
374	OG0000374	YHR203C, YJR145C	augustus_masked-NODE_70_length_564_cov_101.157_ID_139-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_70_length_564_cov_101.157_ID_139-processed-gene-0.0&CDS=1-564
375	OG0000375	YIL085C, YNL029C	genemark-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.0&CDS=1-2586
376	OG0000376	YIL105C, YNL047C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.37&CDS=1-2448
377	OG0000377	YIL111W, YNL052W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.137&CDS=1-447
378	OG0000378	YIL113W, YNL053W	augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-7.71&CDS=1-1116
379	OG0000379	YIL133C, YNL069C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-0.5&CDS=1-600
380	OG0000380	YIL135C, YNL074C	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.22&CDS=1-1167
