	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035268_Wickerhamomyces_hampshirensis
524	OG0000524	YMR199W, YPL256C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.136&CDS=1-1173
525	OG0000525	YMR222C, YOR280C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.107&CDS=1-693
526	OG0000526	YMR226C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-3.137-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-3.137&CDS=1-807, genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-2.14&CDS=1-807
527	OG0000527	YMR230W, YOR293W	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.245-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.245&CDS=1-333
528	OG0000528	YMR242C, YOR312C	augustus_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-6.135&CDS=1-540
529	OG0000529	YMR253C, YPL264C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.44-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.44&CDS=1-1209
530	OG0000530	YMR305C	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.3&CDS=1-1167, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-7.19-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-7.19&CDS=1-1209
531	OG0000531	YNL065W	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.46&CDS=1-1500, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.24&CDS=1-1527
532	OG0000532	YNL096C, YOR096W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-19.51-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-19.51&CDS=1-567
533	OG0000533	YNL117W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.2&CDS=1-1659, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.81-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.81&CDS=1-1656
534	OG0000534	YNL154C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.9&CDS=1-1260, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.92-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.92&CDS=1-1482
535	OG0000535	YNL168C	augustus_masked-NODE_274_length_435_cov_0.820988_ID_7631-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_274_length_435_cov_0.820988_ID_7631-processed-gene-0.1&CDS=1-381, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.12-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.12&CDS=1-702
536	OG0000536	YNL231C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-3.146-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-3.146&CDS=1-1023, genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.44-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.44&CDS=1-1116
537	OG0000537	YNL233W	augustus_masked-NODE_363_length_422_cov_0.768489_ID_7809-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_363_length_422_cov_0.768489_ID_7809-processed-gene-0.0&CDS=1-324, augustus_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.26&CDS=1-2562
538	OG0000538	YNL245C	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-5.23-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-5.23&CDS=1-816, snap_masked-NODE_705_length_367_cov_0.964844_ID_8724-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_705_length_367_cov_0.964844_ID_8724-processed-gene-0.1&CDS=1-318
539	OG0000539	YNL301C, YOL120C	maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-15.171-mRNA-1_1&gene=maker-NODE_1_length_2064379_cov_23.1478_ID_10436-snap-gene-15.171&CDS=1-993
540	OG0000540	YNL322C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-2.7&CDS=1-372, genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-3.155-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-3.155&CDS=1-750
541	OG0000541	YNR035C	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-0.121&CDS=1-936, snap_masked-NODE_421_length_410_cov_0.889632_ID_7972-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_421_length_410_cov_0.889632_ID_7972-processed-gene-0.1&CDS=1-336
542	OG0000542	YOL077W-A	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.192-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.192&CDS=1-237, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.245-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.245&CDS=1-216
543	OG0000543	YOR032C	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.116-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.116&CDS=1-2625, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.254-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.254&CDS=1-2091
544	OG0000544	YOR197W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.110&CDS=1-1134, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-6.44-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-6.44&CDS=1-1188
545	OG0000545	YOR227W, YPL137C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.16&CDS=1-3549
546	OG0000546	YOR231W, YPL140C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.157-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.157&CDS=1-1326
547	OG0000547	YOR234C, YPL143W	augustus_masked-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.72&CDS=1-321
548	OG0000548	YOR237W, YPL145C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.117&CDS=1-1299
549	OG0000549	YOR256C, YPL176C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-19.56-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-19.56&CDS=1-2274
550	OG0000550	YOR269W	augustus_masked-NODE_689_length_369_cov_0.914729_ID_8694-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_689_length_369_cov_0.914729_ID_8694-processed-gene-0.2&CDS=1-306, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-6.125-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-6.125&CDS=1-1365
551	OG0000551	YOR270C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-3.123-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-3.123&CDS=1-2478, genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.50-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.50&CDS=1-2436
552	OG0000552	YOR329C	augustus_masked-NODE_269_length_436_cov_0.753846_ID_7621-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_269_length_436_cov_0.753846_ID_7621-processed-gene-0.2&CDS=1-375, genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.28-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.28&CDS=1-1689
553	OG0000553	YOR348C	maker-NODE_16_length_214857_cov_18.8876_ID_4634-snap-gene-0.110-mRNA-1_1&gene=maker-NODE_16_length_214857_cov_18.8876_ID_4634-snap-gene-0.110&CDS=1-3309, maker-NODE_6_length_661877_cov_25.9127_ID_4294-snap-gene-3.5-mRNA-1_1&gene=maker-NODE_6_length_661877_cov_25.9127_ID_4294-snap-gene-3.5&CDS=1-3363
554	OG0000554	YOR388C, YPL275W	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-2.15&CDS=1-1098
555	OG0000555	YOR390W, YPL279C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.36-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-8.36&CDS=1-1050
556	OG0000556	YPL242C	augustus_masked-NODE_751_length_357_cov_1.05285_ID_8818-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_751_length_357_cov_1.05285_ID_8818-processed-gene-0.1&CDS=1-243, genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-1.17&CDS=1-4527
557	OG0000557	YPR079W	augustus_masked-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.45&CDS=1-111, genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-4.188-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-4.188&CDS=1-984
558	OG0000558	YPR127W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-0.97&CDS=1-1014, genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-2.44&CDS=1-996
559	OG0000559	YPR181C	maker-NODE_7_length_646881_cov_19.7783_ID_6034-snap-gene-3.53-mRNA-1_1&gene=maker-NODE_7_length_646881_cov_19.7783_ID_6034-snap-gene-3.53&CDS=1-2274, snap_masked-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-1.103&CDS=1-2199
560	OG0000560	Q0050, Q0055	genemark-NODE_22_length_32880_cov_892.07_ID_13335-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_22_length_32880_cov_892.07_ID_13335-processed-gene-0.3&CDS=1-2046
561	OG0000561	Q0105, Q0120	maker-NODE_22_length_32880_cov_892.07_ID_13335-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_22_length_32880_cov_892.07_ID_13335-snap-gene-0.46&CDS=1-543
562	OG0000562	Q0130	snap_masked-NODE_480_length_402_cov_0.862543_ID_8088-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_480_length_402_cov_0.862543_ID_8088-processed-gene-0.1&CDS=1-228, snap_masked-NODE_74_length_746_cov_0.777953_ID_6457-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_74_length_746_cov_0.777953_ID_6457-processed-gene-0.1&CDS=1-228
563	OG0000563	YAL001C	genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.55&CDS=1-3657
564	OG0000564	YAL002W	maker-NODE_4_length_1185655_cov_19.7506_ID_4185-augustus-gene-3.105-mRNA-1_1&gene=maker-NODE_4_length_1185655_cov_19.7506_ID_4185-augustus-gene-3.105&CDS=1-4644
565	OG0000565	YAL003W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.15&CDS=1-621
566	OG0000566	YAL008W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.126&CDS=1-573
567	OG0000567	YAL009W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.142&CDS=1-1152
568	OG0000568	YAL010C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.140&CDS=1-1170
569	OG0000569	YAL011W	maker-NODE_2_length_1379909_cov_21.984_ID_3444-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_2_length_1379909_cov_21.984_ID_3444-snap-gene-2.2&CDS=1-2013
570	OG0000570	YAL012W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.1&CDS=1-1167
571	OG0000571	YAL013W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.132&CDS=1-1455
572	OG0000572	YAL014C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.3&CDS=1-750
573	OG0000573	YAL016W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-4.184-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-4.184&CDS=1-1878
574	OG0000574	YAL019W	snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.101&CDS=1-2934
575	OG0000575	YAL020C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.130&CDS=1-1017
576	OG0000576	YAL021C	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.24&CDS=1-2286
577	OG0000577	YAL022C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-6.29-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-6.29&CDS=1-1344
578	OG0000578	YAL024C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.155-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.155&CDS=1-3750
579	OG0000579	YAL025C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.114-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.114&CDS=1-921
580	OG0000580	YAL026C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.113-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-9.113&CDS=1-3948
581	OG0000581	YAL027W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-4.175-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-4.175&CDS=1-627
582	OG0000582	YAL031C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.4-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.4&CDS=1-2721
583	OG0000583	YAL032C	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.39&CDS=1-1308
584	OG0000584	YAL033W	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.18&CDS=1-474
585	OG0000585	YAL034W-A	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-6.25-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-6.25&CDS=1-921
586	OG0000586	YAL035W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.144&CDS=1-2904
587	OG0000587	YAL036C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.125&CDS=1-1098
588	OG0000588	YAL038W	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-2.20&CDS=1-1518
589	OG0000589	YAL039C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.130-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.130&CDS=1-831
590	OG0000590	YAL041W	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-2.187-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-2.187&CDS=1-2364
591	OG0000591	YAL042W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.4&CDS=1-1209
592	OG0000592	YAL043C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.8-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.8&CDS=1-2223
593	OG0000593	YAL044C	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.143-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.143&CDS=1-507
594	OG0000594	YAL044W-A	augustus_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.111&CDS=1-342
595	OG0000595	YAL048C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.11-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.11&CDS=1-1902
596	OG0000596	YAL051W, YOR363C	
597	OG0000597	YAL053W	snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-2.74&CDS=1-2271
598	OG0000598	YAL058W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-1.126&CDS=1-1704
599	OG0000599	YAL059W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-1.125&CDS=1-507
600	OG0000600	YAR002W	augustus_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.10&CDS=1-1536
601	OG0000601	YAR003W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.16&CDS=1-1203
602	OG0000602	YAR007C	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.116&CDS=1-1830
603	OG0000603	YAR008W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.94&CDS=1-804
604	OG0000604	YAR015W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.127-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.127&CDS=1-915
605	OG0000605	YAR018C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.146-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.146&CDS=1-1386
606	OG0000606	YBL001C	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.109&CDS=1-339
607	OG0000607	YBL004W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.109&CDS=1-7368
608	OG0000608	YBL007C	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.27&CDS=1-3591
609	OG0000609	YBL008W	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.9&CDS=1-2556
610	OG0000610	YBL013W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.103-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-12.103&CDS=1-1053
611	OG0000611	YBL014C	snap_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-2.93&CDS=1-2190
612	OG0000612	YBL015W	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-0.32&CDS=1-1569
613	OG0000613	YBL020W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-10.9-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-10.9&CDS=1-1704
614	OG0000614	YBL021C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.166-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.166&CDS=1-660
615	OG0000615	YBL022C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.165-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-17.165&CDS=1-3246
616	OG0000616	YBL023C	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.136-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-4.136&CDS=1-2622
617	OG0000617	YBL024W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.29&CDS=1-2016
618	OG0000618	YBL026W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.31&CDS=1-303
619	OG0000619	YBL028C	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-3.39&CDS=1-312
620	OG0000620	YBL029W	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-3.27&CDS=1-1050
621	OG0000621	YBL030C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.76-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.76&CDS=1-912
622	OG0000622	YBL033C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.148&CDS=1-1026
623	OG0000623	YBL035C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.68-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.68&CDS=1-1860
624	OG0000624	YBL036C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.67-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.67&CDS=1-744
625	OG0000625	YBL037W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.26-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.26&CDS=1-2850
